03_hivemind/estimated_current_samples,03_hivemind/optimistic_total_samples_per_second,03_hivemind/num_peers,03_hivemind/global_samples_accumulated,_step,03_hivemind/eta_next_epoch_s,_runtime,03_hivemind/global_epoch,03_hivemind/next_fetch_time_s,03_hivemind/actual_total_samples_per_second,_timestamp,03_hivemind/num_clients,04_peers/peer_1_samples_accumulated,04_peers/peer_3_samples_per_second,04_peers/peer_2_samples_accumulated,04_peers/peer_4_samples_per_second,04_peers/peer_4_samples_accumulated,04_peers/peer_1_epoch,04_peers/peer_2_epoch,04_peers/peer_3_epoch_oos,04_peers/peer_3_epoch,04_peers/peer_4_epoch,04_peers/peer_3_samples_accumulated,04_peers/peer_2_epoch_oos,04_peers/peer_2_samples_per_second,04_peers/peer_1_samples_per_second,04_peers/peer_1_epoch_oos,04_peers/peer_4_epoch_oos,04_peers/peer_5_samples_per_second,04_peers/peer_5_samples_accumulated,04_peers/peer_5_epoch,04_peers/peer_5_epoch_oos,04_peers/peer_6_samples_accumulated,04_peers/peer_6_samples_per_second,04_peers/peer_6_epoch,04_peers/peer_6_epoch_oos,04_peers/peer_7_epoch,04_peers/peer_7_samples_per_second,04_peers/peer_7_samples_accumulated,04_peers/peer_7_epoch_oos,04_peers/peer_8_samples_per_second,04_peers/peer_8_samples_accumulated,04_peers/peer_8_epoch,04_peers/peer_8_epoch_oos,04_peers/peer_9_epoch,04_peers/peer_9_samples_accumulated,04_peers/peer_9_samples_per_second,04_peers/peer_9_epoch_oos,03_hivemind/epoch_s,03_hivemind/undershot_TBS,03_hivemind/total_training_samples,03_hivemind/per_epoch_training_samples,03_hivemind/reached_TBS,03_hivemind/epoch_based_sps,03_hivemind/overshot_TBS
145164,2231.9006250192556,9,33888,49,0.0,154,0,0.5,2231.9006250192556,1683054486,0,5408.0,252.54,5312.0,254.07,5152.0,0.0,0.0,0.0,0.0,0.0,5184.0,0.0,253.43,252.83,0.0,0.0,254.31,4704.0,0.0,0.0,3328.0,251.75,0.0,0.0,0.0,244.67,1920.0,0.0,239.73,1568.0,0.0,0.0,0.0,1312.0,228.57,0.0,,,,,,,
148295,2231.9006250192556,9,33888,50,0.0,156,0,0.5,2231.9006250192556,1683054488,0,5408.0,252.54,5312.0,254.07,5152.0,0.0,0.0,0.0,0.0,0.0,5184.0,0.0,253.43,252.83,0.0,0.0,254.31,4704.0,0.0,0.0,3328.0,251.75,0.0,0.0,0.0,244.67,1920.0,0.0,239.73,1568.0,0.0,0.0,0.0,1312.0,228.57,0.0,,,,,,,
151441,2231.9006250192556,9,33888,51,0.0,157,0,0.5,2231.9006250192556,1683054489,0,5408.0,252.54,5312.0,254.07,5152.0,0.0,0.0,0.0,0.0,0.0,5184.0,0.0,253.43,252.83,0.0,0.0,254.31,4704.0,0.0,0.0,3328.0,251.75,0.0,0.0,0.0,244.67,1920.0,0.0,239.73,1568.0,0.0,0.0,0.0,1312.0,228.57,0.0,,,,,,,
154585,2231.9006250192556,9,33888,52,0.0,158,0,0.5,2231.9006250192556,1683054490,0,5408.0,252.54,5312.0,254.07,5152.0,0.0,0.0,0.0,0.0,0.0,5184.0,0.0,253.43,252.83,0.0,0.0,254.31,4704.0,0.0,0.0,3328.0,251.75,0.0,0.0,0.0,244.67,1920.0,0.0,239.73,1568.0,0.0,0.0,0.0,1312.0,228.57,0.0,,,,,,,
157719,2231.9006250192556,9,33888,53,0.0,160,0,0.5,2231.9006250192556,1683054492,0,5408.0,252.54,5312.0,254.07,5152.0,0.0,0.0,0.0,0.0,0.0,5184.0,0.0,253.43,252.83,0.0,0.0,254.31,4704.0,0.0,0.0,3328.0,251.75,0.0,0.0,0.0,244.67,1920.0,0.0,239.73,1568.0,0.0,0.0,0.0,1312.0,228.57,0.0,,,,,,,
160862,2231.9006250192556,9,33888,54,0.0,161,0,0.5,2231.9006250192556,1683054493,0,5408.0,252.54,5312.0,254.07,5152.0,0.0,0.0,0.0,0.0,0.0,5184.0,0.0,253.43,252.83,0.0,0.0,254.31,4704.0,0.0,0.0,3328.0,251.75,0.0,0.0,0.0,244.67,1920.0,0.0,239.73,1568.0,0.0,0.0,0.0,1312.0,228.57,0.0,,,,,,,
163999,2231.9006250192556,9,33888,55,0.0,163,0,0.5,2231.9006250192556,1683054495,0,5408.0,252.54,5312.0,254.07,5152.0,0.0,0.0,0.0,0.0,0.0,5184.0,0.0,253.43,252.83,0.0,0.0,254.31,4704.0,0.0,0.0,3328.0,251.75,0.0,0.0,0.0,244.67,1920.0,0.0,239.73,1568.0,0.0,0.0,0.0,1312.0,228.57,0.0,,,,,,,
167146,2231.9006250192556,9,33888,56,0.0,164,0,0.5,2231.9006250192556,1683054496,0,5408.0,252.54,5312.0,254.07,5152.0,0.0,0.0,0.0,0.0,0.0,5184.0,0.0,253.43,252.83,0.0,0.0,254.31,4704.0,0.0,0.0,3328.0,251.75,0.0,0.0,0.0,244.67,1920.0,0.0,239.73,1568.0,0.0,0.0,0.0,1312.0,228.57,0.0,,,,,,,
170283,2231.9006250192556,9,33888,57,0.0,166,0,0.5,2231.9006250192556,1683054498,0,5408.0,252.54,5312.0,254.07,5152.0,0.0,0.0,0.0,0.0,0.0,5184.0,0.0,253.43,252.83,0.0,0.0,254.31,4704.0,0.0,0.0,3328.0,251.75,0.0,0.0,0.0,244.67,1920.0,0.0,239.73,1568.0,0.0,0.0,0.0,1312.0,228.57,0.0,,,,,,,
173422,2231.9006250192556,9,33888,58,0.0,167,0,0.5,2231.9006250192556,1683054499,0,5408.0,252.54,5312.0,254.07,5152.0,0.0,0.0,0.0,0.0,0.0,5184.0,0.0,253.43,252.83,0.0,0.0,254.31,4704.0,0.0,0.0,3328.0,251.75,0.0,0.0,0.0,244.67,1920.0,0.0,239.73,1568.0,0.0,0.0,0.0,1312.0,228.57,0.0,,,,,,,
176561,2231.9006250192556,9,33888,59,0.0,168,0,0.5,2231.9006250192556,1683054500,0,5408.0,252.54,5312.0,254.07,5152.0,0.0,0.0,0.0,0.0,0.0,5184.0,0.0,253.43,252.83,0.0,0.0,254.31,4704.0,0.0,0.0,3328.0,251.75,0.0,0.0,0.0,244.67,1920.0,0.0,239.73,1568.0,0.0,0.0,0.0,1312.0,228.57,0.0,,,,,,,
179702,2231.9006250192556,9,33888,60,0.0,170,0,0.5,2231.9006250192556,1683054502,0,5408.0,252.54,5312.0,254.07,5152.0,0.0,0.0,0.0,0.0,0.0,5184.0,0.0,253.43,252.83,0.0,0.0,254.31,4704.0,0.0,0.0,3328.0,251.75,0.0,0.0,0.0,244.67,1920.0,0.0,239.73,1568.0,0.0,0.0,0.0,1312.0,228.57,0.0,,,,,,,
182813,2231.9006250192556,9,33888,61,0.0,171,0,0.5,2231.9006250192556,1683054503,0,5408.0,252.54,5312.0,254.07,5152.0,0.0,0.0,0.0,0.0,0.0,5184.0,0.0,253.43,252.83,0.0,0.0,254.31,4704.0,0.0,0.0,3328.0,251.75,0.0,0.0,0.0,244.67,1920.0,0.0,239.73,1568.0,0.0,0.0,0.0,1312.0,228.57,0.0,,,,,,,
186079,2231.9006250192556,9,33888,62,0.0,173,0,0.5,2231.9006250192556,1683054505,0,5408.0,252.54,5312.0,254.07,5152.0,0.0,0.0,0.0,0.0,0.0,5184.0,0.0,253.43,252.83,0.0,0.0,254.31,4704.0,0.0,0.0,3328.0,251.75,0.0,0.0,0.0,244.67,1920.0,0.0,239.73,1568.0,0.0,0.0,0.0,1312.0,228.57,0.0,,,,,,,
189219,2231.9006250192556,9,33888,63,0.0,174,0,0.5,2231.9006250192556,1683054506,0,5408.0,252.54,5312.0,254.07,5152.0,0.0,0.0,0.0,0.0,0.0,5184.0,0.0,253.43,252.83,0.0,0.0,254.31,4704.0,0.0,0.0,3328.0,251.75,0.0,0.0,0.0,244.67,1920.0,0.0,239.73,1568.0,0.0,0.0,0.0,1312.0,228.57,0.0,,,,,,,
192338,2231.9006250192556,9,33888,64,0.0,175,0,0.5,2231.9006250192556,1683054507,0,5408.0,252.54,5312.0,254.07,5152.0,0.0,0.0,0.0,0.0,0.0,5184.0,0.0,253.43,252.83,0.0,0.0,254.31,4704.0,0.0,0.0,3328.0,251.75,0.0,0.0,0.0,244.67,1920.0,0.0,239.73,1568.0,0.0,0.0,0.0,1312.0,228.57,0.0,,,,,,,
195495,2231.9006250192556,9,33888,65,0.0,177,0,0.5,2231.9006250192556,1683054509,0,5408.0,252.54,5312.0,254.07,5152.0,0.0,0.0,0.0,0.0,0.0,5184.0,0.0,253.43,252.83,0.0,0.0,254.31,4704.0,0.0,0.0,3328.0,251.75,0.0,0.0,0.0,244.67,1920.0,0.0,239.73,1568.0,0.0,0.0,0.0,1312.0,228.57,0.0,,,,,,,
198630,2231.9006250192556,9,33888,66,0.0,178,0,0.5,2231.9006250192556,1683054510,0,5408.0,252.54,5312.0,254.07,5152.0,0.0,0.0,0.0,0.0,0.0,5184.0,0.0,253.43,252.83,0.0,0.0,254.31,4704.0,0.0,0.0,3328.0,251.75,0.0,0.0,0.0,244.67,1920.0,0.0,239.73,1568.0,0.0,0.0,0.0,1312.0,228.57,0.0,,,,,,,
201763,2231.9006250192556,9,33888,67,0.0,180,0,0.5,2231.9006250192556,1683054512,0,5408.0,252.54,5312.0,254.07,5152.0,0.0,0.0,0.0,0.0,0.0,5184.0,0.0,253.43,252.83,0.0,0.0,254.31,4704.0,0.0,0.0,3328.0,251.75,0.0,0.0,0.0,244.67,1920.0,0.0,239.73,1568.0,0.0,0.0,0.0,1312.0,228.57,0.0,,,,,,,
204913,2231.9006250192556,9,33888,68,0.0,181,0,0.5,2231.9006250192556,1683054513,0,5408.0,252.54,5312.0,254.07,5152.0,0.0,0.0,0.0,0.0,0.0,5184.0,0.0,253.43,252.83,0.0,0.0,254.31,4704.0,0.0,0.0,3328.0,251.75,0.0,0.0,0.0,244.67,1920.0,0.0,239.73,1568.0,0.0,0.0,0.0,1312.0,228.57,0.0,,,,,,,
208108,2231.9006250192556,9,33888,69,0.0,182,0,0.5,2231.9006250192556,1683054514,0,5408.0,252.54,5312.0,254.07,5152.0,0.0,0.0,0.0,0.0,0.0,5184.0,0.0,253.43,252.83,0.0,0.0,254.31,4704.0,0.0,0.0,3328.0,251.75,0.0,0.0,0.0,244.67,1920.0,0.0,239.73,1568.0,0.0,0.0,0.0,1312.0,228.57,0.0,,,,,,,
211236,2231.9006250192556,9,33888,70,0.0,184,0,0.5,2231.9006250192556,1683054516,0,5408.0,252.54,5312.0,254.07,5152.0,0.0,0.0,0.0,0.0,0.0,5184.0,0.0,253.43,252.83,0.0,0.0,254.31,4704.0,0.0,0.0,3328.0,251.75,0.0,0.0,0.0,244.67,1920.0,0.0,239.73,1568.0,0.0,0.0,0.0,1312.0,228.57,0.0,,,,,,,
214375,2231.9006250192556,9,33888,71,0.0,185,0,0.5,2231.9006250192556,1683054517,0,5408.0,252.54,5312.0,254.07,5152.0,0.0,0.0,0.0,0.0,0.0,5184.0,0.0,253.43,252.83,0.0,0.0,254.31,4704.0,0.0,0.0,3328.0,251.75,0.0,0.0,0.0,244.67,1920.0,0.0,239.73,1568.0,0.0,0.0,0.0,1312.0,228.57,0.0,,,,,,,
217523,2231.9006250192556,9,33888,72,0.0,187,0,0.5,2231.9006250192556,1683054519,0,5408.0,252.54,5312.0,254.07,5152.0,0.0,0.0,0.0,0.0,0.0,5184.0,0.0,253.43,252.83,0.0,0.0,254.31,4704.0,0.0,0.0,3328.0,251.75,0.0,0.0,0.0,244.67,1920.0,0.0,239.73,1568.0,0.0,0.0,0.0,1312.0,228.57,0.0,,,,,,,
220679,2231.9006250192556,9,33888,73,0.0,188,0,0.5,2231.9006250192556,1683054520,0,5408.0,252.54,5312.0,254.07,5152.0,0.0,0.0,0.0,0.0,0.0,5184.0,0.0,253.43,252.83,0.0,0.0,254.31,4704.0,0.0,0.0,3328.0,251.75,0.0,0.0,0.0,244.67,1920.0,0.0,239.73,1568.0,0.0,0.0,0.0,1312.0,228.57,0.0,,,,,,,
223820,2231.9006250192556,9,33888,74,0.0,189,0,0.5,2231.9006250192556,1683054521,0,5408.0,252.54,5312.0,254.07,5152.0,0.0,0.0,0.0,0.0,0.0,5184.0,0.0,253.43,252.83,0.0,0.0,254.31,4704.0,0.0,0.0,3328.0,251.75,0.0,0.0,0.0,244.67,1920.0,0.0,239.73,1568.0,0.0,0.0,0.0,1312.0,228.57,0.0,,,,,,,
226948,2231.9006250192556,9,33888,75,0.0,191,0,0.5,2231.9006250192556,1683054523,0,5408.0,252.54,5312.0,254.07,5152.0,0.0,0.0,0.0,0.0,0.0,5184.0,0.0,253.43,252.83,0.0,0.0,254.31,4704.0,0.0,0.0,3328.0,251.75,0.0,0.0,0.0,244.67,1920.0,0.0,239.73,1568.0,0.0,0.0,0.0,1312.0,228.57,0.0,,,,,,,
230096,2231.9006250192556,9,33888,76,0.0,192,0,0.5,2231.9006250192556,1683054524,0,5408.0,252.54,5312.0,254.07,5152.0,0.0,0.0,0.0,0.0,0.0,5184.0,0.0,253.43,252.83,0.0,0.0,254.31,4704.0,0.0,0.0,3328.0,251.75,0.0,0.0,0.0,244.67,1920.0,0.0,239.73,1568.0,0.0,0.0,0.0,1312.0,228.57,0.0,,,,,,,
233237,2231.9006250192556,9,33888,77,0.0,194,0,0.5,2231.9006250192556,1683054526,0,5408.0,252.54,5312.0,254.07,5152.0,0.0,0.0,0.0,0.0,0.0,5184.0,0.0,253.43,252.83,0.0,0.0,254.31,4704.0,0.0,0.0,3328.0,251.75,0.0,0.0,0.0,244.67,1920.0,0.0,239.73,1568.0,0.0,0.0,0.0,1312.0,228.57,0.0,,,,,,,
236411,2231.9006250192556,9,33888,78,0.0,195,0,0.5,2231.9006250192556,1683054527,0,5408.0,252.54,5312.0,254.07,5152.0,0.0,0.0,0.0,0.0,0.0,5184.0,0.0,253.43,252.83,0.0,0.0,254.31,4704.0,0.0,0.0,3328.0,251.75,0.0,0.0,0.0,244.67,1920.0,0.0,239.73,1568.0,0.0,0.0,0.0,1312.0,228.57,0.0,,,,,,,
239558,2231.9006250192556,9,33888,79,0.0,197,0,0.5,2231.9006250192556,1683054529,0,5408.0,252.54,5312.0,254.07,5152.0,0.0,0.0,0.0,0.0,0.0,5184.0,0.0,253.43,252.83,0.0,0.0,254.31,4704.0,0.0,0.0,3328.0,251.75,0.0,0.0,0.0,244.67,1920.0,0.0,239.73,1568.0,0.0,0.0,0.0,1312.0,228.57,0.0,,,,,,,
242689,2231.9006250192556,9,33888,80,0.0,198,0,0.5,2231.9006250192556,1683054530,0,5408.0,252.54,5312.0,254.07,5152.0,0.0,0.0,0.0,0.0,0.0,5184.0,0.0,253.43,252.83,0.0,0.0,254.31,4704.0,0.0,0.0,3328.0,251.75,0.0,0.0,0.0,244.67,1920.0,0.0,239.73,1568.0,0.0,0.0,0.0,1312.0,228.57,0.0,,,,,,,
245832,2231.9006250192556,9,33888,81,0.0,199,0,0.5,2231.9006250192556,1683054531,0,5408.0,252.54,5312.0,254.07,5152.0,0.0,0.0,0.0,0.0,0.0,5184.0,0.0,253.43,252.83,0.0,0.0,254.31,4704.0,0.0,0.0,3328.0,251.75,0.0,0.0,0.0,244.67,1920.0,0.0,239.73,1568.0,0.0,0.0,0.0,1312.0,228.57,0.0,,,,,,,
248956,2231.9006250192556,9,33888,82,0.0,201,0,0.5,2231.9006250192556,1683054533,0,5408.0,252.54,5312.0,254.07,5152.0,0.0,0.0,0.0,0.0,0.0,5184.0,0.0,253.43,252.83,0.0,0.0,254.31,4704.0,0.0,0.0,3328.0,251.75,0.0,0.0,0.0,244.67,1920.0,0.0,239.73,1568.0,0.0,0.0,0.0,1312.0,228.57,0.0,,,,,,,
252073,2231.9006250192556,9,33888,83,0.0,202,0,0.5,2231.9006250192556,1683054534,0,5408.0,252.54,5312.0,254.07,5152.0,0.0,0.0,0.0,0.0,0.0,5184.0,0.0,253.43,252.83,0.0,0.0,254.31,4704.0,0.0,0.0,3328.0,251.75,0.0,0.0,0.0,244.67,1920.0,0.0,239.73,1568.0,0.0,0.0,0.0,1312.0,228.57,0.0,,,,,,,
255221,2231.9006250192556,9,33888,84,0.0,204,0,0.5,2231.9006250192556,1683054536,0,5408.0,252.54,5312.0,254.07,5152.0,0.0,0.0,0.0,0.0,0.0,5184.0,0.0,253.43,252.83,0.0,0.0,254.31,4704.0,0.0,0.0,3328.0,251.75,0.0,0.0,0.0,244.67,1920.0,0.0,239.73,1568.0,0.0,0.0,0.0,1312.0,228.57,0.0,,,,,,,
258375,2231.9006250192556,9,33888,85,0.0,205,0,0.5,2231.9006250192556,1683054537,0,5408.0,252.54,5312.0,254.07,5152.0,0.0,0.0,0.0,0.0,0.0,5184.0,0.0,253.43,252.83,0.0,0.0,254.31,4704.0,0.0,0.0,3328.0,251.75,0.0,0.0,0.0,244.67,1920.0,0.0,239.73,1568.0,0.0,0.0,0.0,1312.0,228.57,0.0,,,,,,,
261525,2231.9006250192556,9,33888,86,0.0,206,0,0.5,2231.9006250192556,1683054538,0,5408.0,252.54,5312.0,254.07,5152.0,0.0,0.0,0.0,0.0,0.0,5184.0,0.0,253.43,252.83,0.0,0.0,254.31,4704.0,0.0,0.0,3328.0,251.75,0.0,0.0,0.0,244.67,1920.0,0.0,239.73,1568.0,0.0,0.0,0.0,1312.0,228.57,0.0,,,,,,,
264650,2231.9006250192556,9,33888,87,0.0,208,0,0.5,2231.9006250192556,1683054540,0,5408.0,252.54,5312.0,254.07,5152.0,0.0,0.0,0.0,0.0,0.0,5184.0,0.0,253.43,252.83,0.0,0.0,254.31,4704.0,0.0,0.0,3328.0,251.75,0.0,0.0,0.0,244.67,1920.0,0.0,239.73,1568.0,0.0,0.0,0.0,1312.0,228.57,0.0,,,,,,,
267776,2231.9006250192556,9,33888,88,0.0,209,0,0.5,2231.9006250192556,1683054541,0,5408.0,252.54,5312.0,254.07,5152.0,0.0,0.0,0.0,0.0,0.0,5184.0,0.0,253.43,252.83,0.0,0.0,254.31,4704.0,0.0,0.0,3328.0,251.75,0.0,0.0,0.0,244.67,1920.0,0.0,239.73,1568.0,0.0,0.0,0.0,1312.0,228.57,0.0,,,,,,,
270908,2231.9006250192556,9,33888,89,0.0,211,0,0.5,2231.9006250192556,1683054543,0,5408.0,252.54,5312.0,254.07,5152.0,0.0,0.0,0.0,0.0,0.0,5184.0,0.0,253.43,252.83,0.0,0.0,254.31,4704.0,0.0,0.0,3328.0,251.75,0.0,0.0,0.0,244.67,1920.0,0.0,239.73,1568.0,0.0,0.0,0.0,1312.0,228.57,0.0,,,,,,,
274051,2231.9006250192556,9,33888,90,0.0,212,0,0.5,2231.9006250192556,1683054544,0,5408.0,252.54,5312.0,254.07,5152.0,0.0,0.0,0.0,0.0,0.0,5184.0,0.0,253.43,252.83,0.0,0.0,254.31,4704.0,0.0,0.0,3328.0,251.75,0.0,0.0,0.0,244.67,1920.0,0.0,239.73,1568.0,0.0,0.0,0.0,1312.0,228.57,0.0,,,,,,,
277178,2231.9006250192556,9,33888,91,0.0,213,0,0.5,2231.9006250192556,1683054545,0,5408.0,252.54,5312.0,254.07,5152.0,0.0,0.0,0.0,0.0,0.0,5184.0,0.0,253.43,252.83,0.0,0.0,254.31,4704.0,0.0,0.0,3328.0,251.75,0.0,0.0,0.0,244.67,1920.0,0.0,239.73,1568.0,0.0,0.0,0.0,1312.0,228.57,0.0,,,,,,,
280340,2231.9006250192556,9,33888,92,0.0,215,0,0.5,2231.9006250192556,1683054547,0,5408.0,252.54,5312.0,254.07,5152.0,0.0,0.0,0.0,0.0,0.0,5184.0,0.0,253.43,252.83,0.0,0.0,254.31,4704.0,0.0,0.0,3328.0,251.75,0.0,0.0,0.0,244.67,1920.0,0.0,239.73,1568.0,0.0,0.0,0.0,1312.0,228.57,0.0,,,,,,,
283509,2231.9006250192556,9,33888,93,0.0,216,0,0.5,2231.9006250192556,1683054548,0,5408.0,252.54,5312.0,254.07,5152.0,0.0,0.0,0.0,0.0,0.0,5184.0,0.0,253.43,252.83,0.0,0.0,254.31,4704.0,0.0,0.0,3328.0,251.75,0.0,0.0,0.0,244.67,1920.0,0.0,239.73,1568.0,0.0,0.0,0.0,1312.0,228.57,0.0,,,,,,,
286654,2231.9006250192556,9,33888,94,0.0,218,0,0.5,2231.9006250192556,1683054550,0,5408.0,252.54,5312.0,254.07,5152.0,0.0,0.0,0.0,0.0,0.0,5184.0,0.0,253.43,252.83,0.0,0.0,254.31,4704.0,0.0,0.0,3328.0,251.75,0.0,0.0,0.0,244.67,1920.0,0.0,239.73,1568.0,0.0,0.0,0.0,1312.0,228.57,0.0,,,,,,,
289803,2231.9006250192556,9,33888,95,0.0,219,0,0.5,2231.9006250192556,1683054551,0,5408.0,252.54,5312.0,254.07,5152.0,0.0,0.0,0.0,0.0,0.0,5184.0,0.0,253.43,252.83,0.0,0.0,254.31,4704.0,0.0,0.0,3328.0,251.75,0.0,0.0,0.0,244.67,1920.0,0.0,239.73,1568.0,0.0,0.0,0.0,1312.0,228.57,0.0,,,,,,,
293205,2231.9006250192556,9,33888,96,0.0,221,0,0.5,2231.9006250192556,1683054553,0,5408.0,252.54,5312.0,254.07,5152.0,0.0,0.0,0.0,0.0,0.0,5184.0,0.0,253.43,252.83,0.0,0.0,254.31,4704.0,0.0,0.0,3328.0,251.75,0.0,0.0,0.0,244.67,1920.0,0.0,239.73,1568.0,0.0,0.0,0.0,1312.0,228.57,0.0,,,,,,,
296360,2231.9006250192556,9,33888,97,0.0,222,0,0.5,2231.9006250192556,1683054554,0,5408.0,252.54,5312.0,254.07,5152.0,0.0,0.0,0.0,0.0,0.0,5184.0,0.0,253.43,252.83,0.0,0.0,254.31,4704.0,0.0,0.0,3328.0,251.75,0.0,0.0,0.0,244.67,1920.0,0.0,239.73,1568.0,0.0,0.0,0.0,1312.0,228.57,0.0,,,,,,,
299510,2231.9006250192556,9,33888,98,0.0,223,0,0.5,2231.9006250192556,1683054555,0,5408.0,252.54,5312.0,254.07,5152.0,0.0,0.0,0.0,0.0,0.0,5184.0,0.0,253.43,252.83,0.0,0.0,254.31,4704.0,0.0,0.0,3328.0,251.75,0.0,0.0,0.0,244.67,1920.0,0.0,239.73,1568.0,0.0,0.0,0.0,1312.0,228.57,0.0,,,,,,,
302664,2231.9006250192556,9,33888,99,0.0,225,0,0.5,2231.9006250192556,1683054557,0,5408.0,252.54,5312.0,254.07,5152.0,0.0,0.0,0.0,0.0,0.0,5184.0,0.0,253.43,252.83,0.0,0.0,254.31,4704.0,0.0,0.0,3328.0,251.75,0.0,0.0,0.0,244.67,1920.0,0.0,239.73,1568.0,0.0,0.0,0.0,1312.0,228.57,0.0,,,,,,,
305789,2231.9006250192556,9,33888,100,0.0,226,0,0.5,2231.9006250192556,1683054558,0,5408.0,252.54,5312.0,254.07,5152.0,0.0,0.0,0.0,0.0,0.0,5184.0,0.0,253.43,252.83,0.0,0.0,254.31,4704.0,0.0,0.0,3328.0,251.75,0.0,0.0,0.0,244.67,1920.0,0.0,239.73,1568.0,0.0,0.0,0.0,1312.0,228.57,0.0,,,,,,,
308944,2231.9006250192556,9,33888,101,0.0,228,0,0.5,2231.9006250192556,1683054560,0,5408.0,252.54,5312.0,254.07,5152.0,0.0,0.0,0.0,0.0,0.0,5184.0,0.0,253.43,252.83,0.0,0.0,254.31,4704.0,0.0,0.0,3328.0,251.75,0.0,0.0,0.0,244.67,1920.0,0.0,239.73,1568.0,0.0,0.0,0.0,1312.0,228.57,0.0,,,,,,,
312101,2231.9006250192556,9,33888,102,0.0,229,0,0.5,2231.9006250192556,1683054561,0,5408.0,252.54,5312.0,254.07,5152.0,0.0,0.0,0.0,0.0,0.0,5184.0,0.0,253.43,252.83,0.0,0.0,254.31,4704.0,0.0,0.0,3328.0,251.75,0.0,0.0,0.0,244.67,1920.0,0.0,239.73,1568.0,0.0,0.0,0.0,1312.0,228.57,0.0,,,,,,,
315249,2231.9006250192556,9,33888,103,0.0,230,0,0.5,2231.9006250192556,1683054562,0,5408.0,252.54,5312.0,254.07,5152.0,0.0,0.0,0.0,0.0,0.0,5184.0,0.0,253.43,252.83,0.0,0.0,254.31,4704.0,0.0,0.0,3328.0,251.75,0.0,0.0,0.0,244.67,1920.0,0.0,239.73,1568.0,0.0,0.0,0.0,1312.0,228.57,0.0,,,,,,,
318417,2231.9006250192556,9,33888,104,0.0,232,0,0.5,2231.9006250192556,1683054564,0,5408.0,252.54,5312.0,254.07,5152.0,0.0,0.0,0.0,0.0,0.0,5184.0,0.0,253.43,252.83,0.0,0.0,254.31,4704.0,0.0,0.0,3328.0,251.75,0.0,0.0,0.0,244.67,1920.0,0.0,239.73,1568.0,0.0,0.0,0.0,1312.0,228.57,0.0,,,,,,,
321553,2231.9006250192556,9,33888,105,0.0,233,0,0.5,2231.9006250192556,1683054565,0,5408.0,252.54,5312.0,254.07,5152.0,0.0,0.0,0.0,0.0,0.0,5184.0,0.0,253.43,252.83,0.0,0.0,254.31,4704.0,0.0,0.0,3328.0,251.75,0.0,0.0,0.0,244.67,1920.0,0.0,239.73,1568.0,0.0,0.0,0.0,1312.0,228.57,0.0,,,,,,,
324702,2231.9006250192556,9,33888,106,0.0,235,0,0.5,2231.9006250192556,1683054567,0,5408.0,252.54,5312.0,254.07,5152.0,0.0,0.0,0.0,0.0,0.0,5184.0,0.0,253.43,252.83,0.0,0.0,254.31,4704.0,0.0,0.0,3328.0,251.75,0.0,0.0,0.0,244.67,1920.0,0.0,239.73,1568.0,0.0,0.0,0.0,1312.0,228.57,0.0,,,,,,,
327857,2231.9006250192556,9,33888,107,0.0,236,0,0.5,2231.9006250192556,1683054568,0,5408.0,252.54,5312.0,254.07,5152.0,0.0,0.0,0.0,0.0,0.0,5184.0,0.0,253.43,252.83,0.0,0.0,254.31,4704.0,0.0,0.0,3328.0,251.75,0.0,0.0,0.0,244.67,1920.0,0.0,239.73,1568.0,0.0,0.0,0.0,1312.0,228.57,0.0,,,,,,,
330993,2231.9006250192556,9,33888,108,0.0,238,0,0.5,2231.9006250192556,1683054570,0,5408.0,252.54,5312.0,254.07,5152.0,0.0,0.0,0.0,0.0,0.0,5184.0,0.0,253.43,252.83,0.0,0.0,254.31,4704.0,0.0,0.0,3328.0,251.75,0.0,0.0,0.0,244.67,1920.0,0.0,239.73,1568.0,0.0,0.0,0.0,1312.0,228.57,0.0,,,,,,,
334125,2231.9006250192556,9,33888,109,0.0,239,0,0.5,2231.9006250192556,1683054571,0,5408.0,252.54,5312.0,254.07,5152.0,0.0,0.0,0.0,0.0,0.0,5184.0,0.0,253.43,252.83,0.0,0.0,254.31,4704.0,0.0,0.0,3328.0,251.75,0.0,0.0,0.0,244.67,1920.0,0.0,239.73,1568.0,0.0,0.0,0.0,1312.0,228.57,0.0,,,,,,,
337259,2231.9006250192556,9,33888,110,0.0,240,0,0.5,2231.9006250192556,1683054572,0,5408.0,252.54,5312.0,254.07,5152.0,0.0,0.0,0.0,0.0,0.0,5184.0,0.0,253.43,252.83,0.0,0.0,254.31,4704.0,0.0,0.0,3328.0,251.75,0.0,0.0,0.0,244.67,1920.0,0.0,239.73,1568.0,0.0,0.0,0.0,1312.0,228.57,0.0,,,,,,,
340381,2231.9006250192556,9,33888,111,0.0,242,0,0.5,2231.9006250192556,1683054574,0,5408.0,252.54,5312.0,254.07,5152.0,0.0,0.0,0.0,0.0,0.0,5184.0,0.0,253.43,252.83,0.0,0.0,254.31,4704.0,0.0,0.0,3328.0,251.75,0.0,0.0,0.0,244.67,1920.0,0.0,239.73,1568.0,0.0,0.0,0.0,1312.0,228.57,0.0,,,,,,,
