_step,_runtime,cpu/logical_core_count,memory/total_memory_sys_MB,_timestamp,cpu/load/avg_sys_load_fifteen_min_percent,disk/time/disk_read_time_sys_s,disk/time/disk_busy_time_sys_s,memory/used_memory_sys_MB,bandwidth/disk_write_sys_bandwidth_MBs,cpu/interrupts/ctx_switches_count,bandwidth/net_sent_sys_bandwidth_Mbits,process/memory/shared_memory_proc_MB,disk/counter/disk_write_sys_count,process/memory/resident_set_size_proc_MB,disk/counter/disk_read_sys_count,process/memory/dirty_pages_proc_count,bandwidth/disk_read_sys_bandwidth_MBs,cpu/load/avg_sys_load_one_min_percent,cpu/interrupts/soft_interrupts_count,bandwidth/net_recv_sys_bandwidth_Mbits,memory/available_memory_sys_MB,process/memory/text_resident_set_proc_MB,process/voluntary_proc_ctx_switches,disk/time/disk_write_time_sys_s,process/memory/lib_memory_proc_MB,process/memory/data_resident_set_proc_MB,cpu/interrupts/interrupts_count,memory/used_memory_sys_percent,cpu/load/avg_sys_load_five_min_percent,process/memory/virtual_memory_size_proc_MB,process/involuntary_proc_ctx_switches,02_timing/dataload_cuda_move_time_s,02_timing/loss_calc_time_s,02_timing/forward_time_s,02_timing/backward_time_s,03_hivemind/num_peers,02_timing/opt_step_time_s,01_general/locally_processed_samples,01_general/minibatch_loss,02_timing/step_time_s,03_hivemind/global_epoch,01_general/lr,02_timing/dataload_time_s,01_general/dataset_iteration_count,01_general/step
0,0,30.0,211076.599808,1681396469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0,,,1681396469,2.033333333333333,0.0,0.0,1170.337792,0.0,25.0,0.2168617831273869,177.782784,0.0,393.945088,0.0,0.0,0.0,8.066666666666666,4.0,0.24314805661002376,208157.384704,2.719744,131.0,0.0,2481.02912,0.0,19.0,1.4,2.7666666666666666,9963.39712,50.0,,,,,,,,,,,,,,
2,1,,,1681396470,2.033333333333333,0.0,0.012000000000000455,1703.03488,0.543130051957069,3632.0,0.4905605886754525,182.603776,67.0,786.444288,0.0,0.0,0.0,8.066666666666666,1653.0,1.2921192827434744,207624.671232,2.719744,158.0,0.05299999999999727,2886.08256,0.0,3412.0,1.6,2.7666666666666666,10502.41024,63.0,,,,,,,,,,,,,,
3,2,,,1681396471,2.033333333333333,0.0,0.016000000000005343,2119.897088,0.004085917462331064,8201.0,0.036039068807881915,184.569856,68.0,1194.96704,0.0,0.0,0.0,8.066666666666666,4582.0,0.03891995984538799,207207.817216,2.719744,216.0,0.05299999999999727,3538.804736,0.0,14074.0,1.8,2.7666666666666666,13097.476096,92.0,,,,,,,,,,,,,,
4,3,,,1681396472,2.033333333333333,0.0,0.01999999999999602,2615.750656,0.0040862041445895985,11102.0,0.06968095394556206,346.390528,69.0,1774.915584,0.0,0.0,0.0,7.7,6672.0,0.06591398447016723,206701.07648,2.719744,248.0,0.05299999999999727,3972.579328,0.0,19651.0,2.1,2.8000000000000003,14204.366848,113.0,,,,,,,,,,,,,,
5,4,,,1681396473,2.033333333333333,0.0,0.02400000000000091,2525.67552,0.004086758208287846,13458.0,0.08543878870626445,951.713792,70.0,2336.649216,0.0,0.0,0.0,7.7,7518.0,0.04021306219594394,206309.404672,2.719744,560.0,0.053999999999973625,3957.415936,0.0,22208.0,2.3,2.8000000000000003,16559.284224,134.0,,,,,,,,,,,,,,
6,5,,,1681396474,2.033333333333333,0.0,0.031999999999996476,5364.617216,0.1917462591606603,19309.0,0.1682002902372857,1591.832576,73.0,5225.709568,0.0,0.0,0.0,7.7,10500.0,0.17896530007086334,202830.692352,2.719744,841.0,0.055999999999983174,6215.405568,0.0,963098.0,3.9,2.8000000000000003,22107.267072,154.0,,,,,,,,,,,,,,
7,6,,,1681396475,2.033333333333333,0.0,0.04000000000000625,5790.478336,0.29358013592764837,23812.0,0.3666247596118794,2044.649472,117.0,5783.32672,0.0,0.0,0.0,7.7,14011.0,4.796089920683989,201942.17984,2.719744,981.0,0.08499999999997954,6345.027584,0.0,986075.0,4.3,2.8000000000000003,22890.745856,162.0,,,,,,,,,,,,,,
8,7,,,1681396476,2.033333333333333,0.0,0.04399999999999693,6718.324736,0.0040839835952742815,28186.0,0.6815626221328472,2184.720384,118.0,5923.581952,0.0,0.0,0.0,7.7,21097.0,235.76661031841067,200912.826368,2.719744,989.0,0.08499999999997954,6353.825792,0.0,992822.0,4.8,2.8000000000000003,23165.6448,179.0,0.0028376659997775278,,,,,,,,,,,,,
9,8,,,1681396477,2.033333333333333,0.0,0.04800000000000182,7581.945856,0.004085618181962205,28822.0,0.013908657200707164,2449.518592,119.0,6302.605312,0.0,0.0,0.0,7.366666666666667,21364.0,0.01613499991758249,200049.00864,2.719744,1002.0,0.08600000000001273,6490.238976,0.0,993920.0,5.2,2.8000000000000003,31870.656512,192.0,,0.0002810940000017581,1.4733071939999718,0.1858847040002729,,,,,,,,,,
