04_peers/peer_2_samples_accumulated,03_hivemind/epoch_s,04_peers/peer_1_samples_accumulated,03_hivemind/estimated_current_samples,03_hivemind/optimistic_total_samples_per_second,03_hivemind/total_training_samples,04_peers/peer_2_samples_per_second,04_peers/peer_2_epoch_oos,03_hivemind/eta_next_epoch_s,03_hivemind/actual_total_samples_per_second,_timestamp,04_peers/peer_1_epoch,04_peers/peer_2_epoch,03_hivemind/num_clients,03_hivemind/global_epoch,_runtime,03_hivemind/num_peers,04_peers/peer_1_samples_per_second,03_hivemind/global_samples_accumulated,_step,03_hivemind/next_fetch_time_s,03_hivemind/per_epoch_training_samples,04_peers/peer_1_epoch_oos,03_hivemind/reached_TBS,03_hivemind/overshot_TBS,03_hivemind/undershot_TBS,03_hivemind/epoch_based_sps
13568.0,,13504.0,27378,175.31251874882076,,90.62,0.0,30.75,175.31251874882076,1681402659.0,0.0,0.0,0,0,189,2,84.69,27296,132,10.0,,0.0,,,,
13696.0,,13600.0,27586,175.3085055657752,,90.61,0.0,29.56,175.3085055657752,1681402660.0,0.0,0.0,0,0,190,2,84.7,27520,133,10.0,,0.0,,,,
13792.0,,13728.0,27794,175.3089597088565,,90.61,0.0,28.37,175.3089597088565,1681402661.0,0.0,0.0,0,0,191,2,84.7,27712,134,10.0,,0.0,,,,
13888.0,,13824.0,28001,175.20452672984533,,90.61,0.0,27.21,175.20452672984533,1681402662.0,0.0,0.0,0,0,192,2,84.7,27936,135,10.0,,0.0,,,,
14016.0,,13920.0,28209,175.1413700815276,,90.59,0.0,26.03,175.1413700815276,1681402663.0,0.0,0.0,0,0,193,2,84.62,28128,136,10.0,,0.0,,,,
14112.0,,14016.0,28419,175.15257256437354,,90.55,0.0,24.83,175.15257256437354,1681402665.0,0.0,0.0,0,0,195,2,84.59,28320,137,9.93,,0.0,,,,
14208.0,,14112.0,28627,175.170017133359,,90.55,0.0,23.64,175.170017133359,1681402666.0,0.0,0.0,0,0,196,2,84.6,28544,138,9.46,,0.0,,,,
14336.0,,14208.0,28834,175.17251786574622,,90.55,0.0,22.46,175.17251786574622,1681402667.0,0.0,0.0,0,0,197,2,84.62,28736,139,8.98,,0.0,,,,
14432.0,,14304.0,29042,175.17744821960284,,90.54,0.0,21.27,175.17744821960284,1681402668.0,0.0,0.0,0,0,198,2,84.63,28928,140,8.51,,0.0,,,,
14528.0,,14400.0,29248,175.01223664304365,,90.55,0.0,20.11,175.01223664304365,1681402669.0,0.0,0.0,0,0,199,2,84.63,29184,141,8.04,,0.0,,,,
14656.0,,14528.0,29456,175.05696300130796,,90.48,0.0,18.92,175.05696300130796,1681402671.0,0.0,0.0,0,0,201,2,84.54,29376,142,7.57,,0.0,,,,
14752.0,,14624.0,29664,175.03762802319335,,90.5,0.0,17.73,175.03762802319335,1681402672.0,0.0,0.0,0,0,202,2,84.55,29600,143,7.09,,0.0,,,,
14880.0,,14720.0,29872,175.08471712159943,,90.44,0.0,16.54,175.08471712159943,1681402673.0,0.0,0.0,0,0,203,2,84.6,29792,144,6.62,,0.0,,,,
14976.0,,14816.0,30080,175.1782601845705,,90.42,0.0,15.35,175.1782601845705,1681402674.0,0.0,0.0,0,0,204,2,84.66,29984,145,6.14,,0.0,,,,
15072.0,,14912.0,30287,175.2001424436724,,90.47,0.0,14.16,175.2001424436724,1681402675.0,0.0,0.0,0,0,205,2,84.71,30208,146,5.66,,0.0,,,,
15200.0,,15008.0,30494,175.14915520376405,,90.45,0.0,12.98,175.14915520376405,1681402676.0,0.0,0.0,0,0,206,2,84.75,30400,147,5.19,,0.0,,,,
15296.0,,15104.0,30702,175.2030011732503,,90.4,0.0,11.79,175.2030011732503,1681402678.0,0.0,0.0,0,0,208,2,84.75,30624,148,4.72,,0.0,,,,
15392.0,,15232.0,30909,175.19554025903648,,90.44,0.0,10.61,175.19554025903648,1681402679.0,0.0,0.0,0,0,209,2,84.77,30848,149,4.24,,0.0,,,,
15520.0,,15328.0,31118,175.22648521099848,,90.43,0.0,9.42,175.22648521099848,1681402680.0,0.0,0.0,0,0,210,2,84.77,31040,150,3.77,,0.0,,,,
15616.0,,15424.0,31326,175.27728843405407,,90.44,0.0,8.23,175.27728843405407,1681402681.0,0.0,0.0,0,0,211,2,84.79,31232,151,3.29,,0.0,,,,
15712.0,,15520.0,31533,175.21444105093929,,90.45,0.0,7.05,175.21444105093929,1681402682.0,0.0,0.0,0,0,212,2,84.83,31456,152,2.82,,0.0,,,,
15840.0,,15616.0,31741,175.22113091740448,,90.37,0.0,5.86,175.22113091740448,1681402684.0,0.0,0.0,0,0,214,2,84.84,31648,153,2.34,,0.0,,,,
15936.0,,15712.0,31948,175.2343601696429,,90.37,0.0,4.68,175.2343601696429,1681402685.0,0.0,0.0,0,0,215,2,84.85,31840,154,1.87,,0.0,,,,
16032.0,,15808.0,32156,175.1361148454854,,90.39,0.0,3.49,175.1361148454854,1681402686.0,0.0,0.0,0,0,216,2,84.85,32096,155,1.4,,0.0,,,,
16160.0,,15936.0,32364,175.17096715974657,,90.38,0.0,2.31,175.17096715974657,1681402687.0,0.0,0.0,0,0,217,2,84.76,32288,156,0.92,,0.0,,,,
16256.0,,16032.0,32571,175.16695765291803,,90.38,0.0,1.12,175.16695765291803,1681402688.0,0.0,0.0,0,0,218,2,84.79,32480,157,0.5,,0.0,,,,
16352.0,,16128.0,32779,175.12564297441364,,90.37,0.0,0.0,175.12564297441364,1681402690.0,0.0,0.0,0,0,220,2,84.8,32704,158,0.5,,0.0,,,,
16480.0,,16224.0,32986,175.07255090906204,,90.36,0.0,0.0,175.07255090906204,1681402691.0,0.0,0.0,0,0,221,2,84.77,32800,159,0.5,,0.0,,,,
16512.0,,16288.0,33194,175.07255090906204,,90.3,0.0,0.0,175.07255090906204,1681402692.0,0.0,0.0,0,0,222,2,84.77,32800,160,0.5,,0.0,,,,
16512.0,,16288.0,33402,175.07255090906204,,90.3,0.0,0.0,175.07255090906204,1681402693.0,0.0,0.0,0,0,223,2,84.77,32800,161,0.5,,0.0,,,,
16512.0,,16288.0,33610,175.07255090906204,,90.3,0.0,0.0,175.07255090906204,1681402694.0,0.0,0.0,0,0,224,2,84.77,32800,162,0.5,,0.0,,,,
16512.0,,16288.0,33817,175.07255090906204,,90.3,0.0,0.0,175.07255090906204,1681402695.0,0.0,0.0,0,0,225,2,84.77,32800,163,0.5,,0.0,,,,
16512.0,,16288.0,34024,175.07255090906204,,90.3,0.0,0.0,175.07255090906204,1681402697.0,0.0,0.0,0,0,227,2,84.77,32800,164,0.5,,0.0,,,,
16512.0,,16288.0,34232,175.07255090906204,,90.3,0.0,0.0,175.07255090906204,1681402698.0,0.0,0.0,0,0,228,2,84.77,32800,165,0.5,,0.0,,,,
16512.0,,16288.0,34440,175.07255090906204,,90.3,0.0,0.0,175.07255090906204,1681402699.0,0.0,0.0,0,0,229,2,84.77,32800,166,0.5,,0.0,,,,
16512.0,,16288.0,34648,175.07255090906204,,90.3,0.0,0.0,175.07255090906204,1681402700.0,0.0,0.0,0,0,230,2,84.77,32800,167,0.5,,0.0,,,,
16512.0,,16288.0,34856,175.07255090906204,,90.3,0.0,0.0,175.07255090906204,1681402701.0,0.0,0.0,0,0,231,2,84.77,32800,168,0.5,,0.0,,,,
16512.0,,16288.0,35064,175.07255090906204,,90.3,0.0,0.0,175.07255090906204,1681402703.0,0.0,0.0,0,0,233,2,84.77,32800,169,0.5,,0.0,,,,
16512.0,,16288.0,35271,175.07255090906204,,90.3,0.0,0.0,175.07255090906204,1681402704.0,0.0,0.0,0,0,234,2,84.77,32800,170,0.5,,0.0,,,,
16512.0,,16288.0,35479,175.07255090906204,,90.3,0.0,0.0,175.07255090906204,1681402705.0,0.0,0.0,0,0,235,2,84.77,32800,171,0.5,,0.0,,,,
16512.0,,16288.0,35687,175.07255090906204,,90.3,0.0,0.0,175.07255090906204,1681402706.0,0.0,0.0,0,0,236,2,84.77,32800,172,0.5,,0.0,,,,
16512.0,,16288.0,35895,175.07255090906204,,90.3,0.0,0.0,175.07255090906204,1681402707.0,0.0,0.0,0,0,237,2,84.77,32800,173,0.5,,0.0,,,,
16512.0,,16288.0,36103,175.07255090906204,,90.3,0.0,0.0,175.07255090906204,1681402709.0,0.0,0.0,0,0,239,2,84.77,32800,174,0.5,,0.0,,,,
16512.0,,16288.0,36310,175.07255090906204,,90.3,0.0,0.0,175.07255090906204,1681402710.0,0.0,0.0,0,0,240,2,84.77,32800,175,0.5,,0.0,,,,
16512.0,,16288.0,36517,175.07255090906204,,90.3,0.0,0.0,175.07255090906204,1681402711.0,0.0,0.0,0,0,241,2,84.77,32800,176,0.5,,0.0,,,,
16512.0,,16288.0,36725,175.07255090906204,,90.3,0.0,0.0,175.07255090906204,1681402712.0,0.0,0.0,0,0,242,2,84.77,32800,177,0.5,,0.0,,,,
16512.0,,16288.0,36932,175.07255090906204,,90.3,0.0,0.0,175.07255090906204,1681402713.0,0.0,0.0,0,0,243,2,84.77,32800,178,0.5,,0.0,,,,
16512.0,,16288.0,37140,175.07255090906204,,90.3,0.0,0.0,175.07255090906204,1681402714.0,0.0,0.0,0,0,244,2,84.77,32800,179,0.5,,0.0,,,,
16512.0,,16288.0,37347,175.07255090906204,,90.3,0.0,0.0,175.07255090906204,1681402716.0,0.0,0.0,0,0,246,2,84.77,32800,180,0.5,,0.0,,,,
16512.0,,16288.0,37555,175.07255090906204,,90.3,0.0,0.0,175.07255090906204,1681402717.0,0.0,0.0,0,0,247,2,84.77,32800,181,0.5,,0.0,,,,
16512.0,,16288.0,37763,175.07255090906204,,90.3,0.0,0.0,175.07255090906204,1681402718.0,0.0,0.0,0,0,248,2,84.77,32800,182,0.5,,0.0,,,,
16512.0,,16288.0,37972,175.07255090906204,,90.3,0.0,0.0,175.07255090906204,1681402719.0,0.0,0.0,0,0,249,2,84.77,32800,183,0.5,,0.0,,,,
16512.0,,16288.0,38180,175.07255090906204,,90.3,0.0,0.0,175.07255090906204,1681402720.0,0.0,0.0,0,0,250,2,84.77,32800,184,0.5,,0.0,,,,
16512.0,,16288.0,38388,175.07255090906204,,90.3,0.0,0.0,175.07255090906204,1681402722.0,0.0,0.0,0,0,252,2,84.77,32800,185,0.5,,0.0,,,,
16512.0,,16288.0,38596,175.07255090906204,,90.3,0.0,0.0,175.07255090906204,1681402723.0,0.0,0.0,0,0,253,2,84.77,32800,186,0.5,,0.0,,,,
16512.0,,16288.0,38804,175.07255090906204,,90.3,0.0,0.0,175.07255090906204,1681402724.0,0.0,0.0,0,0,254,2,84.77,32800,187,0.5,,0.0,,,,
16512.0,,16288.0,39012,175.07255090906204,,90.3,0.0,0.0,175.07255090906204,1681402725.0,0.0,0.0,0,0,255,2,84.77,32800,188,0.5,,0.0,,,,
16512.0,,16288.0,39220,175.07255090906204,,90.3,0.0,0.0,175.07255090906204,1681402726.0,0.0,0.0,0,0,256,2,84.77,32800,189,0.5,,0.0,,,,
16512.0,,16288.0,39427,175.07255090906204,,90.3,0.0,0.0,175.07255090906204,1681402728.0,0.0,0.0,0,0,258,2,84.77,32800,190,0.5,,0.0,,,,
16512.0,,16288.0,39635,175.07255090906204,,90.3,0.0,0.0,175.07255090906204,1681402729.0,0.0,0.0,0,0,259,2,84.77,32800,191,0.5,,0.0,,,,
16512.0,,16288.0,39844,175.07255090906204,,90.3,0.0,0.0,175.07255090906204,1681402730.0,0.0,0.0,0,0,260,2,84.77,32800,192,0.5,,0.0,,,,
16512.0,,16288.0,40051,175.07255090906204,,90.3,0.0,0.0,175.07255090906204,1681402731.0,0.0,0.0,0,0,261,2,84.77,32800,193,0.5,,0.0,,,,
16512.0,,16288.0,40260,175.07255090906204,,90.3,0.0,0.0,175.07255090906204,1681402732.0,0.0,0.0,0,0,262,2,84.77,32800,194,0.5,,0.0,,,,
16512.0,,16288.0,40467,175.07255090906204,,90.3,0.0,0.0,175.07255090906204,1681402733.0,0.0,0.0,0,0,263,2,84.77,32800,195,0.5,,0.0,,,,
16512.0,,16288.0,40675,175.07255090906204,,90.3,0.0,0.0,175.07255090906204,1681402735.0,0.0,0.0,0,0,265,2,84.77,32800,196,0.5,,0.0,,,,
16512.0,,16288.0,40884,175.07255090906204,,90.3,0.0,0.0,175.07255090906204,1681402736.0,0.0,0.0,0,0,266,2,84.77,32800,197,0.5,,0.0,,,,
16512.0,,16288.0,41092,175.07255090906204,,90.3,0.0,0.0,175.07255090906204,1681402737.0,0.0,0.0,0,0,267,2,84.77,32800,198,0.5,,0.0,,,,
16512.0,,16288.0,41298,175.07255090906204,,90.3,0.0,0.0,175.07255090906204,1681402738.0,0.0,0.0,0,0,268,2,84.77,32800,199,0.5,,0.0,,,,
16512.0,,16288.0,41505,175.07255090906204,,90.3,0.0,0.0,175.07255090906204,1681402739.0,0.0,0.0,0,0,269,2,84.77,32800,200,0.5,,0.0,,,,
16512.0,,16288.0,41713,175.07255090906204,,90.3,0.0,0.0,175.07255090906204,1681402741.0,0.0,0.0,0,0,271,2,84.77,32800,201,0.5,,0.0,,,,
16512.0,,16288.0,41920,175.07255090906204,,90.3,0.0,0.0,175.07255090906204,1681402742.0,0.0,0.0,0,0,272,2,84.77,32800,202,0.5,,0.0,,,,
16512.0,,16288.0,42128,175.07255090906204,,90.3,0.0,0.0,175.07255090906204,1681402743.0,0.0,0.0,0,0,273,2,84.77,32800,203,0.5,,0.0,,,,
16512.0,,16288.0,42335,175.07255090906204,,90.3,0.0,0.0,175.07255090906204,1681402744.0,0.0,0.0,0,0,274,2,84.77,32800,204,0.5,,0.0,,,,
16512.0,,16288.0,42542,175.07255090906204,,90.3,0.0,0.0,175.07255090906204,1681402745.0,0.0,0.0,0,0,275,2,84.77,32800,205,0.5,,0.0,,,,
16512.0,,16288.0,42750,175.07255090906204,,90.3,0.0,0.0,175.07255090906204,1681402746.0,0.0,0.0,0,0,276,2,84.77,32800,206,0.5,,0.0,,,,
16512.0,,16288.0,42959,175.07255090906204,,90.3,0.0,0.0,175.07255090906204,1681402748.0,0.0,0.0,0,0,278,2,84.77,32800,207,0.5,,0.0,,,,
16512.0,,16288.0,43167,175.07255090906204,,90.3,0.0,0.0,175.07255090906204,1681402749.0,0.0,0.0,0,0,279,2,84.77,32800,208,0.5,,0.0,,,,
16512.0,,16288.0,43375,175.07255090906204,,90.3,0.0,0.0,175.07255090906204,1681402750.0,0.0,0.0,0,0,280,2,84.77,32800,209,0.5,,0.0,,,,
16512.0,,16288.0,43582,175.07255090906204,,90.3,0.0,0.0,175.07255090906204,1681402751.0,0.0,0.0,0,0,281,2,84.77,32800,210,0.5,,0.0,,,,
16512.0,,16288.0,43790,175.07255090906204,,90.3,0.0,0.0,175.07255090906204,1681402752.0,0.0,0.0,0,0,282,2,84.77,32800,211,0.5,,0.0,,,,
16512.0,,16288.0,43997,175.07255090906204,,90.3,0.0,0.0,175.07255090906204,1681402754.0,0.0,0.0,0,0,284,2,84.77,32800,212,0.5,,0.0,,,,
16512.0,,16288.0,44206,175.07255090906204,,90.3,0.0,0.0,175.07255090906204,1681402755.0,0.0,0.0,0,0,285,2,84.77,32800,213,0.5,,0.0,,,,
16512.0,,16288.0,44413,175.07255090906204,,90.3,0.0,0.0,175.07255090906204,1681402756.0,0.0,0.0,0,0,286,2,84.77,32800,214,0.5,,0.0,,,,
16512.0,,16288.0,44620,175.07255090906204,,90.3,0.0,0.0,175.07255090906204,1681402757.0,0.0,0.0,0,0,287,2,84.77,32800,215,0.5,,0.0,,,,
16512.0,,16288.0,44828,175.07255090906204,,90.3,0.0,0.0,175.07255090906204,1681402758.0,0.0,0.0,0,0,288,2,84.77,32800,216,0.5,,0.0,,,,
16512.0,,16288.0,45035,175.07255090906204,,90.3,0.0,0.0,175.07255090906204,1681402760.0,0.0,0.0,0,0,290,2,84.77,32800,217,0.5,,0.0,,,,
16512.0,,16288.0,45243,175.07255090906204,,90.3,0.0,0.0,175.07255090906204,1681402761.0,0.0,0.0,0,0,291,2,84.77,32800,218,0.5,,0.0,,,,
16512.0,,16288.0,45450,175.07255090906204,,90.3,0.0,0.0,175.07255090906204,1681402762.0,0.0,0.0,0,0,292,2,84.77,32800,219,0.5,,0.0,,,,
16512.0,,16288.0,45657,175.07255090906204,,90.3,0.0,0.0,175.07255090906204,1681402763.0,0.0,0.0,0,0,293,2,84.77,32800,220,0.5,,0.0,,,,
16512.0,,16288.0,45864,175.07255090906204,,90.3,0.0,0.0,175.07255090906204,1681402764.0,0.0,0.0,0,0,294,2,84.77,32800,221,0.5,,0.0,,,,
16512.0,,16288.0,46072,175.07255090906204,,90.3,0.0,0.0,175.07255090906204,1681402765.0,0.0,0.0,0,0,295,2,84.77,32800,222,0.5,,0.0,,,,
16512.0,,16288.0,38,175.07255090906204,,90.3,0.0,186.95,90.30297877454885,1681402767.0,0.0,0.0,0,1,297,2,84.77,0,223,10.0,,0.0,,,,
0.0,264.5983328539878,16288.0,251,179.3672478192059,32800.0,90.3,0.0,181.29,179.3672478192059,1681402768.0,0.0,1.0,0,1,298,2,84.77,192,224,10.0,32800.0,1.0,0.0,1.0,0.0,123.96147642434272
128.0,,64.0,461,178.99128982544138,,92.25,0.0,180.49,178.99128982544138,1681402769.0,1.0,1.0,0,1,299,2,87.12,384,225,10.0,,0.0,,,,
224.0,,160.0,671,178.15190202268076,,92.48,0.0,180.16,178.15190202268076,1681402770.0,1.0,1.0,0,1,300,2,86.52,512,226,10.0,,0.0,,,,
256.0,,256.0,774,159.14043864402564,,92.58,0.0,201.04,159.14043864402564,1681402771.0,1.0,1.0,0,1,301,2,85.57,608,227,10.0,,0.0,,,,
352.0,,256.0,852,142.03014501889368,,73.57,0.0,224.72,142.03014501889368,1681402773.0,1.0,1.0,0,1,303,2,85.57,768,228,10.0,,0.0,,,,
448.0,,320.0,1072,152.0360285415531,,77.9,0.0,208.48,152.0360285415531,1681402774.0,1.0,1.0,0,1,304,2,64.13,1024,229,10.0,,0.0,,,,
576.0,,448.0,1305,158.81015734575018,,82.45,0.0,198.11,158.81015734575018,1681402775.0,1.0,1.0,0,1,305,2,69.59,1216,230,10.0,,0.0,,,,
672.0,,544.0,1522,164.5938637414355,,85.06,0.0,189.84,164.5938637414355,1681402776.0,1.0,1.0,0,1,306,2,73.75,1440,231,10.0,,0.0,,,,
800.0,,640.0,1741,169.27687017069974,,87.59,0.0,183.29,169.27687017069974,1681402777.0,1.0,1.0,0,1,307,2,77.0,1664,232,10.0,,0.0,,,,
896.0,,768.0,1956,172.29238109171632,,88.98,0.0,178.83,172.29238109171632,1681402779.0,1.0,1.0,0,1,309,2,80.29,1888,233,10.0,,0.0,,,,
1024.0,,864.0,2170,174.32357108692327,,90.26,0.0,175.53,174.32357108692327,1681402780.0,1.0,1.0,0,1,310,2,82.03,2080,234,10.0,,0.0,,,,
1120.0,,960.0,2385,175.91948471770172,,90.94,0.0,172.71,175.91948471770172,1681402781.0,1.0,1.0,0,1,311,2,83.39,2304,235,10.0,,0.0,,,,
1248.0,,1056.0,2599,177.2960753931749,,91.54,0.0,170.16,177.2960753931749,1681402782.0,1.0,1.0,0,1,312,2,84.38,2528,236,10.0,,0.0,,,,
1344.0,,1184.0,2812,177.97687575478085,,91.86,0.0,168.31,177.97687575478085,1681402783.0,1.0,1.0,0,1,313,2,85.44,2752,237,10.0,,0.0,,,,
1472.0,,1280.0,3025,178.42309174069686,,92.18,0.0,166.7,178.42309174069686,1681402785.0,1.0,1.0,0,1,315,2,85.8,2944,238,10.0,,0.0,,,,
1568.0,,1376.0,3238,178.63469023419958,,92.33,0.0,165.31,178.63469023419958,1681402786.0,1.0,1.0,0,1,316,2,86.1,3136,239,10.0,,0.0,,,,
1664.0,,1472.0,3451,178.71586241062366,,92.35,0.0,164.04,178.71586241062366,1681402787.0,1.0,1.0,0,1,317,2,86.28,3360,240,10.0,,0.0,,,,
1792.0,,1568.0,3663,178.81331803081224,,92.34,0.0,162.77,178.81331803081224,1681402788.0,1.0,1.0,0,1,318,2,86.38,3584,241,10.0,,0.0,,,,
1888.0,,1696.0,3875,178.81691107239493,,92.3,0.0,161.58,178.81691107239493,1681402789.0,1.0,1.0,0,1,319,2,86.52,3808,242,10.0,,0.0,,,,
2016.0,,1792.0,4088,178.93312601048856,,92.3,0.0,160.29,178.93312601048856,1681402791.0,1.0,1.0,0,1,321,2,86.52,4000,243,10.0,,0.0,,,,
2112.0,,1888.0,4300,178.8890631856893,,92.36,0.0,159.14,178.8890631856893,1681402792.0,1.0,1.0,0,1,322,2,86.57,4224,244,10.0,,0.0,,,,
2240.0,,1984.0,4512,178.88565812742777,,92.32,0.0,157.95,178.88565812742777,1681402793.0,1.0,1.0,0,1,323,2,86.57,4416,245,10.0,,0.0,,,,
2336.0,,2080.0,4725,178.74992643698178,,92.31,0.0,156.89,178.74992643698178,1681402794.0,1.0,1.0,0,1,324,2,86.58,4640,246,10.0,,0.0,,,,
2432.0,,2208.0,4937,178.69937309033594,,92.28,0.0,155.74,178.69937309033594,1681402795.0,1.0,1.0,0,1,325,2,86.47,4864,247,10.0,,0.0,,,,
2560.0,,2304.0,5149,178.69111604817866,,92.27,0.0,154.56,178.69111604817866,1681402796.0,1.0,1.0,0,1,326,2,86.43,5056,248,10.0,,0.0,,,,
2656.0,,2400.0,5361,178.5971124846307,,92.29,0.0,153.45,178.5971124846307,1681402798.0,1.0,1.0,0,1,328,2,86.4,5280,249,10.0,,0.0,,,,
2784.0,,2496.0,5573,178.46830733905313,,92.27,0.0,152.38,178.46830733905313,1681402799.0,1.0,1.0,0,1,329,2,86.33,5472,250,10.0,,0.0,,,,
2880.0,,2592.0,5783,178.33826693986174,,92.18,0.0,151.31,178.33826693986174,1681402800.0,1.0,1.0,0,1,330,2,86.28,5696,251,10.0,,0.0,,,,
2976.0,,2720.0,5995,178.2627705748163,,92.1,0.0,150.19,178.2627705748163,1681402801.0,1.0,1.0,0,1,331,2,86.24,5920,252,10.0,,0.0,,,,
3104.0,,2816.0,6205,178.08164587170612,,92.08,0.0,149.16,178.08164587170612,1681402802.0,1.0,1.0,0,1,332,2,86.18,6112,253,10.0,,0.0,,,,
3200.0,,2912.0,6416,178.00327024317437,,92.01,0.0,148.04,178.00327024317437,1681402804.0,1.0,1.0,0,1,334,2,86.07,6336,254,10.0,,0.0,,,,
3328.0,,3008.0,6626,177.95843246859772,,91.96,0.0,146.9,177.95843246859772,1681402805.0,1.0,1.0,0,1,335,2,86.04,6528,255,10.0,,0.0,,,,
3424.0,,3104.0,6838,177.83429587320148,,91.95,0.0,145.81,177.83429587320148,1681402806.0,1.0,1.0,0,1,336,2,86.01,6752,256,10.0,,0.0,,,,
3520.0,,3232.0,7046,177.4637139154409,,91.85,0.0,144.94,177.4637139154409,1681402807.0,1.0,1.0,0,1,337,2,85.99,6976,257,10.0,,0.0,,,,
3648.0,,3328.0,7256,177.3302046783133,,91.69,0.0,143.87,177.3302046783133,1681402808.0,1.0,1.0,0,1,338,2,85.78,7168,258,10.0,,0.0,,,,
3744.0,,3424.0,7466,177.2001432808836,,91.7,0.0,142.79,177.2001432808836,1681402810.0,1.0,1.0,0,1,340,2,85.63,7392,259,10.0,,0.0,,,,
3872.0,,3520.0,7676,177.11432044503576,,91.69,0.0,141.67,177.11432044503576,1681402811.0,1.0,1.0,0,1,341,2,85.51,7584,260,10.0,,0.0,,,,
3968.0,,3616.0,7885,176.97448095821795,,91.67,0.0,140.6,176.97448095821795,1681402812.0,1.0,1.0,0,1,342,2,85.44,7776,261,10.0,,0.0,,,,
4064.0,,3712.0,8094,176.93250086471764,,91.64,0.0,139.45,176.93250086471764,1681402813.0,1.0,1.0,0,1,343,2,85.33,8032,262,10.0,,0.0,,,,
4192.0,,3840.0,8304,176.87179351017937,,91.6,0.0,138.32,176.87179351017937,1681402814.0,1.0,1.0,0,1,344,2,85.33,8224,263,10.0,,0.0,,,,
4288.0,,3936.0,8513,176.77055172722814,,91.55,0.0,137.21,176.77055172722814,1681402815.0,1.0,1.0,0,1,345,2,85.32,8448,264,10.0,,0.0,,,,
4416.0,,4032.0,8724,176.6941062717412,,91.5,0.0,136.08,176.6941062717412,1681402817.0,1.0,1.0,0,1,347,2,85.27,8640,265,10.0,,0.0,,,,
4512.0,,4128.0,8933,176.64025375773082,,91.46,0.0,134.93,176.64025375773082,1681402818.0,1.0,1.0,0,1,348,2,85.24,8832,266,10.0,,0.0,,,,
4608.0,,4224.0,9143,176.681556920463,,91.45,0.0,133.72,176.681556920463,1681402819.0,1.0,1.0,0,1,349,2,85.19,9056,267,10.0,,0.0,,,,
4736.0,,4320.0,9351,176.57164429900632,,91.53,0.0,132.62,176.57164429900632,1681402820.0,1.0,1.0,0,1,350,2,85.15,9248,268,10.0,,0.0,,,,
4832.0,,4416.0,9561,176.57150696341856,,91.44,0.0,131.43,176.57150696341856,1681402821.0,1.0,1.0,0,1,351,2,85.13,9504,269,10.0,,0.0,,,,
4960.0,,4544.0,9770,176.63999581643242,,91.45,0.0,130.2,176.63999581643242,1681402823.0,1.0,1.0,0,1,353,2,85.12,9696,270,10.0,,0.0,,,,
5056.0,,4640.0,9980,176.68390266627912,,91.47,0.0,128.97,176.68390266627912,1681402824.0,1.0,1.0,0,1,354,2,85.17,9888,271,10.0,,0.0,,,,
5152.0,,4736.0,10190,176.6801449325301,,91.46,0.0,127.79,176.6801449325301,1681402825.0,1.0,1.0,0,1,355,2,85.22,10112,272,10.0,,0.0,,,,
5280.0,,4832.0,10399,176.62833223458443,,91.43,0.0,126.64,176.62833223458443,1681402826.0,1.0,1.0,0,1,356,2,85.25,10304,273,10.0,,0.0,,,,
5376.0,,4928.0,10608,176.61736098922228,,91.42,0.0,125.47,176.61736098922228,1681402827.0,1.0,1.0,0,1,357,2,85.21,10528,274,10.0,,0.0,,,,
5504.0,,5024.0,10819,176.59087544381183,,91.44,0.0,124.29,176.59087544381183,1681402829.0,1.0,1.0,0,1,359,2,85.18,10752,275,10.0,,0.0,,,,
5600.0,,5152.0,11028,176.50163970571487,,91.42,0.0,123.17,176.50163970571487,1681402830.0,1.0,1.0,0,1,360,2,85.18,10944,276,10.0,,0.0,,,,
5696.0,,5248.0,11237,176.44756163600027,,91.33,0.0,122.02,176.44756163600027,1681402831.0,1.0,1.0,0,1,361,2,85.18,11168,277,10.0,,0.0,,,,
5824.0,,5344.0,11446,176.42618910384653,,91.3,0.0,120.85,176.42618910384653,1681402832.0,1.0,1.0,0,1,362,2,85.15,11360,278,10.0,,0.0,,,,
5920.0,,5440.0,11655,176.42568774020998,,91.33,0.0,119.67,176.42568774020998,1681402833.0,1.0,1.0,0,1,363,2,85.1,11552,279,10.0,,0.0,,,,
6016.0,,5536.0,11866,176.4803872456729,,91.31,0.0,118.44,176.4803872456729,1681402834.0,1.0,1.0,0,1,364,2,85.12,11776,280,10.0,,0.0,,,,
6144.0,,5632.0,12076,176.45737867760278,,91.35,0.0,117.26,176.45737867760278,1681402836.0,1.0,1.0,0,1,366,2,85.13,12000,281,10.0,,0.0,,,,
6240.0,,5760.0,12285,176.33009429668522,,91.27,0.0,116.16,176.33009429668522,1681402837.0,1.0,1.0,0,1,367,2,85.19,12224,282,10.0,,0.0,,,,
6368.0,,5856.0,12494,176.21704740225408,,91.23,0.0,115.05,176.21704740225408,1681402838.0,1.0,1.0,0,1,368,2,85.1,12416,283,10.0,,0.0,,,,
6464.0,,5952.0,12702,176.14987552192963,,91.2,0.0,113.91,176.14987552192963,1681402839.0,1.0,1.0,0,1,369,2,85.02,12608,284,10.0,,0.0,,,,
6560.0,,6048.0,12910,176.0826002189935,,91.2,0.0,112.77,176.0826002189935,1681402840.0,1.0,1.0,0,1,370,2,84.95,12832,285,10.0,,0.0,,,,
