04_peers/peer_2_samples_accumulated,03_hivemind/epoch_s,04_peers/peer_1_samples_accumulated,03_hivemind/estimated_current_samples,03_hivemind/optimistic_total_samples_per_second,03_hivemind/total_training_samples,04_peers/peer_2_samples_per_second,04_peers/peer_2_epoch_oos,03_hivemind/eta_next_epoch_s,03_hivemind/actual_total_samples_per_second,_timestamp,04_peers/peer_1_epoch,04_peers/peer_2_epoch,03_hivemind/num_clients,03_hivemind/global_epoch,_runtime,03_hivemind/num_peers,04_peers/peer_1_samples_per_second,03_hivemind/global_samples_accumulated,_step,03_hivemind/next_fetch_time_s,03_hivemind/per_epoch_training_samples,04_peers/peer_1_epoch_oos,03_hivemind/reached_TBS,03_hivemind/overshot_TBS,03_hivemind/undershot_TBS,03_hivemind/epoch_based_sps
6688.0,,6144.0,13119,175.96903580236108,,91.19,0.0,111.66,175.96903580236108,1681402842.0,1.0,1.0,0,1,372,2,84.9,13024,286,10.0,,0.0,,,,
6784.0,,6240.0,13328,176.02005267720605,,91.15,0.0,110.44,176.02005267720605,1681402843.0,1.0,1.0,0,1,373,2,84.82,13248,287,10.0,,0.0,,,,
6912.0,,6336.0,13536,175.94343490741835,,91.19,0.0,109.31,175.94343490741835,1681402844.0,1.0,1.0,0,1,374,2,84.83,13472,288,10.0,,0.0,,,,
7008.0,,6464.0,13744,175.89557896883076,,91.15,0.0,108.16,175.89557896883076,1681402845.0,1.0,1.0,0,1,375,2,84.79,13664,289,10.0,,0.0,,,,
7104.0,,6560.0,13952,175.8100131214934,,91.1,0.0,107.03,175.8100131214934,1681402846.0,1.0,1.0,0,1,376,2,84.8,13888,290,10.0,,0.0,,,,
7232.0,,6656.0,14160,175.77543209741418,,91.05,0.0,105.86,175.77543209741418,1681402847.0,1.0,1.0,0,1,377,2,84.76,14080,291,10.0,,0.0,,,,
7328.0,,6752.0,14369,175.7745515644811,,91.0,0.0,104.68,175.7745515644811,1681402849.0,1.0,1.0,0,1,379,2,84.78,14272,292,10.0,,0.0,,,,
7424.0,,6848.0,14576,175.69872570495082,,91.0,0.0,103.54,175.69872570495082,1681402850.0,1.0,1.0,0,1,380,2,84.78,14496,293,10.0,,0.0,,,,
7552.0,,6944.0,14784,175.6791016950353,,90.95,0.0,102.37,175.6791016950353,1681402851.0,1.0,1.0,0,1,381,2,84.75,14688,294,10.0,,0.0,,,,
7648.0,,7040.0,14992,175.6817415602576,,90.94,0.0,101.18,175.6817415602576,1681402852.0,1.0,1.0,0,1,382,2,84.74,14880,295,10.0,,0.0,,,,
7744.0,,7136.0,15201,175.67467752126296,,90.96,0.0,100.0,175.67467752126296,1681402853.0,1.0,1.0,0,1,383,2,84.72,15136,296,10.0,,0.0,,,,
7872.0,,7264.0,15410,175.63923134301123,,90.97,0.0,98.83,175.63923134301123,1681402855.0,1.0,1.0,0,1,385,2,84.7,15328,297,10.0,,0.0,,,,
7968.0,,7360.0,15619,175.6255544706204,,90.95,0.0,97.65,175.6255544706204,1681402856.0,1.0,1.0,0,1,386,2,84.69,15552,298,10.0,,0.0,,,,
8096.0,,7456.0,15827,175.53862776425683,,90.94,0.0,96.51,175.53862776425683,1681402857.0,1.0,1.0,0,1,387,2,84.68,15744,299,10.0,,0.0,,,,
8192.0,,7552.0,16035,175.57802425976263,,90.87,0.0,95.3,175.57802425976263,1681402858.0,1.0,1.0,0,1,388,2,84.67,15936,300,10.0,,0.0,,,,
8288.0,,7648.0,16243,175.5292848996524,,90.89,0.0,94.14,175.5292848996524,1681402859.0,1.0,1.0,0,1,389,2,84.69,16160,301,10.0,,0.0,,,,
8416.0,,7744.0,16451,175.51874028887744,,90.84,0.0,92.97,175.51874028887744,1681402861.0,1.0,1.0,0,1,391,2,84.69,16352,302,10.0,,0.0,,,,
8512.0,,7840.0,16658,175.40788335521063,,90.81,0.0,91.84,175.40788335521063,1681402862.0,1.0,1.0,0,1,392,2,84.71,16576,303,10.0,,0.0,,,,
8608.0,,7968.0,16865,175.44942118007583,,90.79,0.0,90.64,175.44942118007583,1681402863.0,1.0,1.0,0,1,393,2,84.62,16800,304,10.0,,0.0,,,,
8736.0,,8064.0,17073,175.41476824102298,,90.8,0.0,89.47,175.41476824102298,1681402864.0,1.0,1.0,0,1,394,2,84.65,16992,305,10.0,,0.0,,,,
8832.0,,8160.0,17281,175.44031365667104,,90.76,0.0,88.28,175.44031365667104,1681402865.0,1.0,1.0,0,1,395,2,84.66,17184,306,10.0,,0.0,,,,
8928.0,,8256.0,17488,175.40168833954326,,90.78,0.0,87.11,175.40168833954326,1681402866.0,1.0,1.0,0,1,396,2,84.66,17408,307,10.0,,0.0,,,,
9056.0,,8352.0,17696,175.35753876236117,,90.76,0.0,85.95,175.35753876236117,1681402868.0,1.0,1.0,0,1,398,2,84.64,17600,308,10.0,,0.0,,,,
9152.0,,8448.0,17903,175.30704235723294,,90.7,0.0,84.79,175.30704235723294,1681402869.0,1.0,1.0,0,1,399,2,84.66,17824,309,10.0,,0.0,,,,
9280.0,,8544.0,18111,175.31504955451618,,90.68,0.0,83.6,175.31504955451618,1681402870.0,1.0,1.0,0,1,400,2,84.63,18048,310,10.0,,0.0,,,,
9376.0,,8672.0,18319,175.30181473635324,,90.66,0.0,82.42,175.30181473635324,1681402871.0,1.0,1.0,0,1,401,2,84.65,18240,311,10.0,,0.0,,,,
9472.0,,8768.0,18526,175.24694064950341,,90.67,0.0,81.27,175.24694064950341,1681402872.0,1.0,1.0,0,1,402,2,84.63,18464,312,10.0,,0.0,,,,
9600.0,,8864.0,18734,175.28668329990813,,90.59,0.0,80.06,175.28668329990813,1681402874.0,1.0,1.0,0,1,404,2,84.66,18656,313,10.0,,0.0,,,,
9696.0,,8960.0,18942,175.2511658967014,,90.61,0.0,78.89,175.2511658967014,1681402875.0,1.0,1.0,0,1,405,2,84.68,18848,314,10.0,,0.0,,,,
9792.0,,9056.0,19150,175.2155978679425,,90.62,0.0,77.72,175.2155978679425,1681402876.0,1.0,1.0,0,1,406,2,84.63,19072,315,10.0,,0.0,,,,
9920.0,,9152.0,19358,175.2356312907586,,90.6,0.0,76.52,175.2356312907586,1681402877.0,1.0,1.0,0,1,407,2,84.62,19264,316,10.0,,0.0,,,,
10016.0,,9248.0,19566,175.1921874664598,,90.58,0.0,75.36,175.1921874664598,1681402878.0,1.0,1.0,0,1,408,2,84.65,19456,317,10.0,,0.0,,,,
10112.0,,9344.0,19774,175.14352640999323,,90.56,0.0,74.19,175.14352640999323,1681402879.0,1.0,1.0,0,1,409,2,84.63,19712,318,10.0,,0.0,,,,
10240.0,,9472.0,19982,175.17293091191897,,90.52,0.0,72.99,175.17293091191897,1681402881.0,1.0,1.0,0,1,411,2,84.62,19904,319,10.0,,0.0,,,,
10336.0,,9568.0,20188,175.14185339846972,,90.57,0.0,71.83,175.14185339846972,1681402882.0,1.0,1.0,0,1,412,2,84.6,20096,320,10.0,,0.0,,,,
10432.0,,9664.0,20395,175.1294112130053,,90.55,0.0,70.65,175.1294112130053,1681402883.0,1.0,1.0,0,1,413,2,84.59,20320,321,10.0,,0.0,,,,
10560.0,,9760.0,20603,175.0912862490585,,90.57,0.0,69.48,175.0912862490585,1681402884.0,1.0,1.0,0,1,414,2,84.55,20512,322,10.0,,0.0,,,,
10656.0,,9856.0,20810,175.0450256036485,,90.54,0.0,68.31,175.0450256036485,1681402885.0,1.0,1.0,0,1,415,2,84.55,20704,323,10.0,,0.0,,,,
10752.0,,9952.0,21017,174.97341024391457,,90.51,0.0,67.16,174.97341024391457,1681402887.0,1.0,1.0,0,1,417,2,84.54,20928,324,10.0,,0.0,,,,
10880.0,,10048.0,21224,174.9169336153629,,90.47,0.0,66.0,174.9169336153629,1681402888.0,1.0,1.0,0,1,418,2,84.5,21152,325,10.0,,0.0,,,,
10976.0,,10176.0,21431,174.8526167916269,,90.48,0.0,64.84,174.8526167916269,1681402889.0,1.0,1.0,0,1,419,2,84.44,21376,326,10.0,,0.0,,,,
11104.0,,10272.0,21638,174.8413137898405,,90.43,0.0,63.66,174.8413137898405,1681402890.0,1.0,1.0,0,1,420,2,84.42,21568,327,10.0,,0.0,,,,
11200.0,,10368.0,21845,174.7972343325216,,90.45,0.0,62.49,174.7972343325216,1681402891.0,1.0,1.0,0,1,421,2,84.39,21760,328,10.0,,0.0,,,,
11296.0,,10464.0,22052,174.77826344841276,,90.45,0.0,61.31,174.77826344841276,1681402893.0,1.0,1.0,0,1,423,2,84.35,21984,329,10.0,,0.0,,,,
11424.0,,10560.0,22260,174.75974450323136,,90.43,0.0,60.13,174.75974450323136,1681402894.0,1.0,1.0,0,1,424,2,84.35,22176,330,10.0,,0.0,,,,
11520.0,,10656.0,22467,174.7650173759205,,90.42,0.0,58.94,174.7650173759205,1681402895.0,1.0,1.0,0,1,425,2,84.34,22368,331,10.0,,0.0,,,,
11616.0,,10752.0,22676,174.72833765279591,,90.4,0.0,57.76,174.72833765279591,1681402896.0,1.0,1.0,0,1,426,2,84.36,22592,332,10.0,,0.0,,,,
11744.0,,10848.0,22883,174.79009594010842,,90.4,0.0,56.55,174.79009594010842,1681402897.0,1.0,1.0,0,1,427,2,84.33,22816,333,10.0,,0.0,,,,
11840.0,,10976.0,23090,174.74509910178705,,90.4,0.0,55.38,174.74509910178705,1681402898.0,1.0,1.0,0,1,428,2,84.39,23008,334,10.0,,0.0,,,,
11936.0,,11072.0,23298,174.7923422382867,,90.38,0.0,54.18,174.7923422382867,1681402900.0,1.0,1.0,0,1,430,2,84.37,23232,335,10.0,,0.0,,,,
12064.0,,11168.0,23505,174.79227368390815,,90.38,0.0,52.99,174.79227368390815,1681402901.0,1.0,1.0,0,1,431,2,84.42,23424,336,10.0,,0.0,,,,
12160.0,,11264.0,23712,174.80090071023238,,90.36,0.0,51.81,174.80090071023238,1681402902.0,1.0,1.0,0,1,432,2,84.43,23616,337,10.0,,0.0,,,,
12256.0,,11360.0,23919,174.78490384245936,,90.35,0.0,50.63,174.78490384245936,1681402903.0,1.0,1.0,0,1,433,2,84.46,23840,338,10.0,,0.0,,,,
12384.0,,11456.0,24127,174.81831620920318,,90.33,0.0,49.43,174.81831620920318,1681402904.0,1.0,1.0,0,1,434,2,84.45,24032,339,10.0,,0.0,,,,
12480.0,,11552.0,24334,174.84282303081028,,90.34,0.0,48.23,174.84282303081028,1681402906.0,1.0,1.0,0,1,436,2,84.48,24224,340,10.0,,0.0,,,,
12576.0,,11648.0,24542,174.80962518822736,,90.35,0.0,47.05,174.80962518822736,1681402907.0,1.0,1.0,0,1,437,2,84.49,24480,341,10.0,,0.0,,,,
12704.0,,11776.0,24750,174.80769966161606,,90.32,0.0,45.87,174.80769966161606,1681402908.0,1.0,1.0,0,1,438,2,84.49,24672,342,10.0,,0.0,,,,
12800.0,,11872.0,24957,174.80697790383238,,90.32,0.0,44.68,174.80697790383238,1681402909.0,1.0,1.0,0,1,439,2,84.49,24864,343,10.0,,0.0,,,,
12896.0,,11968.0,25165,174.8032144544811,,90.35,0.0,43.5,174.8032144544811,1681402910.0,1.0,1.0,0,1,440,2,84.46,25088,344,10.0,,0.0,,,,
13024.0,,12064.0,25371,174.799849011463,,90.34,0.0,42.31,174.799849011463,1681402912.0,1.0,1.0,0,1,442,2,84.47,25280,345,10.0,,0.0,,,,
13120.0,,12160.0,25578,174.71433683680317,,90.33,0.0,41.15,174.71433683680317,1681402913.0,1.0,1.0,0,1,443,2,84.47,25504,346,10.0,,0.0,,,,
13248.0,,12256.0,25786,174.73065662034307,,90.23,0.0,39.96,174.73065662034307,1681402914.0,1.0,1.0,0,1,444,2,84.49,25696,347,10.0,,0.0,,,,
13344.0,,12352.0,25993,174.71525448768233,,90.27,0.0,38.77,174.71525448768233,1681402915.0,1.0,1.0,0,1,445,2,84.47,25920,348,10.0,,0.0,,,,
13440.0,,12480.0,26200,174.66936799550288,,90.24,0.0,37.6,174.66936799550288,1681402916.0,1.0,1.0,0,1,446,2,84.48,26144,349,10.0,,0.0,,,,
13568.0,,12576.0,26408,174.66202674792459,,90.2,0.0,36.42,174.66202674792459,1681402917.0,1.0,1.0,0,1,447,2,84.47,26336,350,10.0,,0.0,,,,
13664.0,,12672.0,26615,174.66620264548487,,90.18,0.0,35.23,174.66620264548487,1681402919.0,1.0,1.0,0,1,449,2,84.48,26528,351,10.0,,0.0,,,,
13760.0,,12768.0,26823,174.57906391053538,,90.2,0.0,34.05,174.57906391053538,1681402920.0,1.0,1.0,0,1,450,2,84.47,26752,352,10.0,,0.0,,,,
13888.0,,12864.0,27030,174.5103302715255,,90.14,0.0,32.88,174.5103302715255,1681402921.0,1.0,1.0,0,1,451,2,84.44,26944,353,10.0,,0.0,,,,
13984.0,,12960.0,27236,174.51461359132384,,90.15,0.0,31.7,174.51461359132384,1681402922.0,1.0,1.0,0,1,452,2,84.36,27136,354,10.0,,0.0,,,,
14080.0,,13056.0,27444,174.57614732014525,,90.17,0.0,30.49,174.57614732014525,1681402923.0,1.0,1.0,0,1,453,2,84.34,27360,355,10.0,,0.0,,,,
14208.0,,13152.0,27652,174.58392228097694,,90.19,0.0,29.31,174.58392228097694,1681402925.0,1.0,1.0,0,1,455,2,84.38,27584,356,10.0,,0.0,,,,
14304.0,,13280.0,27858,174.5760279890846,,90.17,0.0,28.12,174.5760279890846,1681402926.0,1.0,1.0,0,1,456,2,84.41,27776,357,10.0,,0.0,,,,
14400.0,,13376.0,28065,174.5329497239615,,90.17,0.0,26.94,174.5329497239615,1681402927.0,1.0,1.0,0,1,457,2,84.41,28000,358,10.0,,0.0,,,,
14528.0,,13472.0,28273,174.50649573254003,,90.11,0.0,25.76,174.50649573254003,1681402928.0,1.0,1.0,0,1,458,2,84.42,28192,359,10.0,,0.0,,,,
14624.0,,13568.0,28479,174.55184759704218,,90.07,0.0,24.57,174.55184759704218,1681402929.0,1.0,1.0,0,1,459,2,84.43,28384,360,9.83,,0.0,,,,
14720.0,,13664.0,28686,174.52411671748447,,90.1,0.0,23.39,174.52411671748447,1681402930.0,1.0,1.0,0,1,460,2,84.46,28608,361,9.36,,0.0,,,,
14848.0,,13760.0,28893,174.58457066840305,,90.05,0.0,22.2,174.58457066840305,1681402932.0,1.0,1.0,0,1,462,2,84.48,28800,362,8.88,,0.0,,,,
14944.0,,13856.0,29099,174.59115824248465,,90.08,0.0,21.01,174.59115824248465,1681402933.0,1.0,1.0,0,1,463,2,84.51,28992,363,8.41,,0.0,,,,
15040.0,,13952.0,29305,174.5481390999039,,90.1,0.0,19.84,174.5481390999039,1681402934.0,1.0,1.0,0,1,464,2,84.49,29248,364,7.93,,0.0,,,,
15168.0,,14080.0,29512,174.51997931419749,,90.09,0.0,18.66,174.51997931419749,1681402935.0,1.0,1.0,0,1,465,2,84.46,29440,365,7.46,,0.0,,,,
15264.0,,14176.0,29719,174.53859163490552,,90.05,0.0,17.47,174.53859163490552,1681402936.0,1.0,1.0,0,1,466,2,84.47,29632,366,6.99,,0.0,,,,
15360.0,,14272.0,29925,174.534520424397,,90.09,0.0,16.29,174.534520424397,1681402938.0,1.0,1.0,0,1,468,2,84.45,29856,367,6.52,,0.0,,,,
15488.0,,14368.0,30132,174.5583492268711,,90.12,0.0,15.1,174.5583492268711,1681402939.0,1.0,1.0,0,1,469,2,84.41,30048,368,6.04,,0.0,,,,
15584.0,,14464.0,30339,174.50505228915102,,90.15,0.0,13.92,174.50505228915102,1681402940.0,1.0,1.0,0,1,470,2,84.41,30240,369,5.57,,0.0,,,,
15680.0,,14560.0,30545,174.41634903340196,,90.1,0.0,12.74,174.41634903340196,1681402941.0,1.0,1.0,0,1,471,2,84.41,30464,370,5.1,,0.0,,,,
15808.0,,14656.0,30752,174.47602761854017,,90.06,0.0,11.55,174.47602761854017,1681402942.0,1.0,1.0,0,1,472,2,84.36,30656,371,4.62,,0.0,,,,
15904.0,,14752.0,30960,174.53669560426812,,90.09,0.0,10.36,174.53669560426812,1681402944.0,1.0,1.0,0,1,474,2,84.39,30880,372,4.14,,0.0,,,,
16000.0,,14880.0,31166,174.51900645800134,,90.11,0.0,9.18,174.51900645800134,1681402945.0,1.0,1.0,0,1,475,2,84.42,31104,373,3.67,,0.0,,,,
16128.0,,14976.0,31373,174.39199326394777,,90.12,0.0,8.0,174.39199326394777,1681402946.0,1.0,1.0,0,1,476,2,84.4,31296,374,3.2,,0.0,,,,
16224.0,,15072.0,31579,174.39937754715027,,90.1,0.0,6.82,174.39937754715027,1681402947.0,1.0,1.0,0,1,477,2,84.29,31488,375,2.73,,0.0,,,,
16320.0,,15168.0,31786,174.43674036467183,,90.07,0.0,5.63,174.43674036467183,1681402948.0,1.0,1.0,0,1,478,2,84.33,31712,376,2.25,,0.0,,,,
16448.0,,15264.0,31992,174.40247569991055,,90.09,0.0,4.45,174.40247569991055,1681402949.0,1.0,1.0,0,1,479,2,84.34,31904,377,1.78,,0.0,,,,
16544.0,,15360.0,32198,174.30082612909268,,90.06,0.0,3.27,174.30082612909268,1681402951.0,1.0,1.0,0,1,481,2,84.34,32096,378,1.31,,0.0,,,,
16640.0,,15456.0,32405,174.29997742625252,,89.98,0.0,2.08,174.29997742625252,1681402952.0,1.0,1.0,0,1,482,2,84.32,32320,379,0.83,,0.0,,,,
16768.0,,15552.0,32612,174.29636267808354,,89.99,0.0,0.89,174.29636267808354,1681402953.0,1.0,1.0,0,1,483,2,84.31,32544,380,0.5,,0.0,,,,
16864.0,,15680.0,32819,174.23897438244722,,90.02,0.0,0.0,174.23897438244722,1681402954.0,1.0,1.0,0,1,484,2,84.27,32736,381,0.5,,0.0,,,,
16960.0,,15776.0,33025,174.25053788014765,,89.98,0.0,0.0,174.25053788014765,1681402955.0,1.0,1.0,0,1,485,2,84.26,32800,382,0.5,,0.0,,,,
16992.0,,15808.0,33231,174.25053788014765,,90.0,0.0,0.0,174.25053788014765,1681402957.0,1.0,1.0,0,1,487,2,84.25,32800,383,0.5,,0.0,,,,
16992.0,,15808.0,33438,174.25053788014765,,90.0,0.0,0.0,174.25053788014765,1681402958.0,1.0,1.0,0,1,488,2,84.25,32800,384,0.5,,0.0,,,,
16992.0,,15808.0,33646,174.25053788014765,,90.0,0.0,0.0,174.25053788014765,1681402959.0,1.0,1.0,0,1,489,2,84.25,32800,385,0.5,,0.0,,,,
16992.0,,15808.0,33853,174.25053788014765,,90.0,0.0,0.0,174.25053788014765,1681402960.0,1.0,1.0,0,1,490,2,84.25,32800,386,0.5,,0.0,,,,
16992.0,,15808.0,34060,174.25053788014765,,90.0,0.0,0.0,174.25053788014765,1681402961.0,1.0,1.0,0,1,491,2,84.25,32800,387,0.5,,0.0,,,,
16992.0,,15808.0,34269,174.25053788014765,,90.0,0.0,0.0,174.25053788014765,1681402963.0,1.0,1.0,0,1,493,2,84.25,32800,388,0.5,,0.0,,,,
16992.0,,15808.0,34475,174.25053788014765,,90.0,0.0,0.0,174.25053788014765,1681402964.0,1.0,1.0,0,1,494,2,84.25,32800,389,0.5,,0.0,,,,
16992.0,,15808.0,34682,174.25053788014765,,90.0,0.0,0.0,174.25053788014765,1681402965.0,1.0,1.0,0,1,495,2,84.25,32800,390,0.5,,0.0,,,,
16992.0,,15808.0,34889,174.25053788014765,,90.0,0.0,0.0,174.25053788014765,1681402966.0,1.0,1.0,0,1,496,2,84.25,32800,391,0.5,,0.0,,,,
16992.0,,15808.0,35095,174.25053788014765,,90.0,0.0,0.0,174.25053788014765,1681402967.0,1.0,1.0,0,1,497,2,84.25,32800,392,0.5,,0.0,,,,
16992.0,,15808.0,35302,174.25053788014765,,90.0,0.0,0.0,174.25053788014765,1681402968.0,1.0,1.0,0,1,498,2,84.25,32800,393,0.5,,0.0,,,,
16992.0,,15808.0,35509,174.25053788014765,,90.0,0.0,0.0,174.25053788014765,1681402970.0,1.0,1.0,0,1,500,2,84.25,32800,394,0.5,,0.0,,,,
16992.0,,15808.0,35716,174.25053788014765,,90.0,0.0,0.0,174.25053788014765,1681402971.0,1.0,1.0,0,1,501,2,84.25,32800,395,0.5,,0.0,,,,
16992.0,,15808.0,35922,174.25053788014765,,90.0,0.0,0.0,174.25053788014765,1681402972.0,1.0,1.0,0,1,502,2,84.25,32800,396,0.5,,0.0,,,,
16992.0,,15808.0,36129,174.25053788014765,,90.0,0.0,0.0,174.25053788014765,1681402973.0,1.0,1.0,0,1,503,2,84.25,32800,397,0.5,,0.0,,,,
16992.0,,15808.0,36336,174.25053788014765,,90.0,0.0,0.0,174.25053788014765,1681402974.0,1.0,1.0,0,1,504,2,84.25,32800,398,0.5,,0.0,,,,
16992.0,,15808.0,36542,174.25053788014765,,90.0,0.0,0.0,174.25053788014765,1681402976.0,1.0,1.0,0,1,506,2,84.25,32800,399,0.5,,0.0,,,,
16992.0,,15808.0,36749,174.25053788014765,,90.0,0.0,0.0,174.25053788014765,1681402977.0,1.0,1.0,0,1,507,2,84.25,32800,400,0.5,,0.0,,,,
16992.0,,15808.0,36955,174.25053788014765,,90.0,0.0,0.0,174.25053788014765,1681402978.0,1.0,1.0,0,1,508,2,84.25,32800,401,0.5,,0.0,,,,
16992.0,,15808.0,37161,174.25053788014765,,90.0,0.0,0.0,174.25053788014765,1681402979.0,1.0,1.0,0,1,509,2,84.25,32800,402,0.5,,0.0,,,,
16992.0,,15808.0,37368,174.25053788014765,,90.0,0.0,0.0,174.25053788014765,1681402980.0,1.0,1.0,0,1,510,2,84.25,32800,403,0.5,,0.0,,,,
16992.0,,15808.0,37574,174.25053788014765,,90.0,0.0,0.0,174.25053788014765,1681402981.0,1.0,1.0,0,1,511,2,84.25,32800,404,0.5,,0.0,,,,
16992.0,,15808.0,37780,174.25053788014765,,90.0,0.0,0.0,174.25053788014765,1681402983.0,1.0,1.0,0,1,513,2,84.25,32800,405,0.5,,0.0,,,,
16992.0,,15808.0,37987,174.25053788014765,,90.0,0.0,0.0,174.25053788014765,1681402984.0,1.0,1.0,0,1,514,2,84.25,32800,406,0.5,,0.0,,,,
16992.0,,15808.0,38194,174.25053788014765,,90.0,0.0,0.0,174.25053788014765,1681402985.0,1.0,1.0,0,1,515,2,84.25,32800,407,0.5,,0.0,,,,
16992.0,,15808.0,38400,174.25053788014765,,90.0,0.0,0.0,174.25053788014765,1681402986.0,1.0,1.0,0,1,516,2,84.25,32800,408,0.5,,0.0,,,,
16992.0,,15808.0,38606,174.25053788014765,,90.0,0.0,0.0,174.25053788014765,1681402987.0,1.0,1.0,0,1,517,2,84.25,32800,409,0.5,,0.0,,,,
16992.0,,15808.0,38813,174.25053788014765,,90.0,0.0,0.0,174.25053788014765,1681402989.0,1.0,1.0,0,1,519,2,84.25,32800,410,0.5,,0.0,,,,
16992.0,,15808.0,39019,174.25053788014765,,90.0,0.0,0.0,174.25053788014765,1681402990.0,1.0,1.0,0,1,520,2,84.25,32800,411,0.5,,0.0,,,,
16992.0,,15808.0,39225,174.25053788014765,,90.0,0.0,0.0,174.25053788014765,1681402991.0,1.0,1.0,0,1,521,2,84.25,32800,412,0.5,,0.0,,,,
16992.0,,15808.0,39432,174.25053788014765,,90.0,0.0,0.0,174.25053788014765,1681402992.0,1.0,1.0,0,1,522,2,84.25,32800,413,0.5,,0.0,,,,
16992.0,,15808.0,39639,174.25053788014765,,90.0,0.0,0.0,174.25053788014765,1681402993.0,1.0,1.0,0,1,523,2,84.25,32800,414,0.5,,0.0,,,,
16992.0,,15808.0,39845,174.25053788014765,,90.0,0.0,0.0,174.25053788014765,1681402995.0,1.0,1.0,0,1,525,2,84.25,32800,415,0.5,,0.0,,,,
16992.0,,15808.0,40052,174.25053788014765,,90.0,0.0,0.0,174.25053788014765,1681402996.0,1.0,1.0,0,1,526,2,84.25,32800,416,0.5,,0.0,,,,
16992.0,,15808.0,40259,174.25053788014765,,90.0,0.0,0.0,174.25053788014765,1681402997.0,1.0,1.0,0,1,527,2,84.25,32800,417,0.5,,0.0,,,,
16992.0,,15808.0,40465,174.25053788014765,,90.0,0.0,0.0,174.25053788014765,1681402998.0,1.0,1.0,0,1,528,2,84.25,32800,418,0.5,,0.0,,,,
16992.0,,15808.0,40671,174.25053788014765,,90.0,0.0,0.0,174.25053788014765,1681402999.0,1.0,1.0,0,1,529,2,84.25,32800,419,0.5,,0.0,,,,
16992.0,,15808.0,40877,174.25053788014765,,90.0,0.0,0.0,174.25053788014765,1681403000.0,1.0,1.0,0,1,530,2,84.25,32800,420,0.5,,0.0,,,,
16992.0,,15808.0,41084,174.25053788014765,,90.0,0.0,0.0,174.25053788014765,1681403002.0,1.0,1.0,0,1,532,2,84.25,32800,421,0.5,,0.0,,,,
16992.0,,15808.0,41291,174.25053788014765,,90.0,0.0,0.0,174.25053788014765,1681403003.0,1.0,1.0,0,1,533,2,84.25,32800,422,0.5,,0.0,,,,
16992.0,,15808.0,41497,174.25053788014765,,90.0,0.0,0.0,174.25053788014765,1681403004.0,1.0,1.0,0,1,534,2,84.25,32800,423,0.5,,0.0,,,,
16992.0,,15808.0,41704,174.25053788014765,,90.0,0.0,0.0,174.25053788014765,1681403005.0,1.0,1.0,0,1,535,2,84.25,32800,424,0.5,,0.0,,,,
16992.0,,15808.0,41911,174.25053788014765,,90.0,0.0,0.0,174.25053788014765,1681403006.0,1.0,1.0,0,1,536,2,84.25,32800,425,0.5,,0.0,,,,
16992.0,,15808.0,42118,174.25053788014765,,90.0,0.0,0.0,174.25053788014765,1681403008.0,1.0,1.0,0,1,538,2,84.25,32800,426,0.5,,0.0,,,,
16992.0,,15808.0,42325,174.25053788014765,,90.0,0.0,0.0,174.25053788014765,1681403009.0,1.0,1.0,0,1,539,2,84.25,32800,427,0.5,,0.0,,,,
16992.0,,15808.0,42531,174.25053788014765,,90.0,0.0,0.0,174.25053788014765,1681403010.0,1.0,1.0,0,1,540,2,84.25,32800,428,0.5,,0.0,,,,
16992.0,,15808.0,42737,174.25053788014765,,90.0,0.0,0.0,174.25053788014765,1681403011.0,1.0,1.0,0,1,541,2,84.25,32800,429,0.5,,0.0,,,,
16992.0,,15808.0,42944,174.25053788014765,,90.0,0.0,0.0,174.25053788014765,1681403012.0,1.0,1.0,0,1,542,2,84.25,32800,430,0.5,,0.0,,,,
16992.0,,15808.0,43152,174.25053788014765,,90.0,0.0,0.0,174.25053788014765,1681403013.0,1.0,1.0,0,1,543,2,84.25,32800,431,0.5,,0.0,,,,
16992.0,,15808.0,43359,174.25053788014765,,90.0,0.0,0.0,174.25053788014765,1681403015.0,1.0,1.0,0,1,545,2,84.25,32800,432,0.5,,0.0,,,,
16992.0,,15808.0,43565,174.25053788014765,,90.0,0.0,0.0,174.25053788014765,1681403016.0,1.0,1.0,0,1,546,2,84.25,32800,433,0.5,,0.0,,,,
16992.0,,15808.0,43771,174.25053788014765,,90.0,0.0,0.0,174.25053788014765,1681403017.0,1.0,1.0,0,1,547,2,84.25,32800,434,0.5,,0.0,,,,
16992.0,,15808.0,43978,174.25053788014765,,90.0,0.0,0.0,174.25053788014765,1681403018.0,1.0,1.0,0,1,548,2,84.25,32800,435,0.5,,0.0,,,,
16992.0,,15808.0,44184,174.25053788014765,,90.0,0.0,0.0,174.25053788014765,1681403019.0,1.0,1.0,0,1,549,2,84.25,32800,436,0.5,,0.0,,,,
16992.0,,15808.0,44390,174.25053788014765,,90.0,0.0,0.0,174.25053788014765,1681403021.0,1.0,1.0,0,1,551,2,84.25,32800,437,0.5,,0.0,,,,
16992.0,,15808.0,44596,174.25053788014765,,90.0,0.0,0.0,174.25053788014765,1681403022.0,1.0,1.0,0,1,552,2,84.25,32800,438,0.5,,0.0,,,,
16992.0,,15808.0,44802,174.25053788014765,,90.0,0.0,0.0,174.25053788014765,1681403023.0,1.0,1.0,0,1,553,2,84.25,32800,439,0.5,,0.0,,,,
