03_hivemind/estimated_current_samples,03_hivemind/optimistic_total_samples_per_second,03_hivemind/num_peers,03_hivemind/global_samples_accumulated,_step,03_hivemind/eta_next_epoch_s,_runtime,03_hivemind/global_epoch,03_hivemind/next_fetch_time_s,03_hivemind/actual_total_samples_per_second,_timestamp,03_hivemind/num_clients,04_peers/peer_1_samples_accumulated,04_peers/peer_1_epoch,04_peers/peer_1_samples_per_second,04_peers/peer_1_epoch_oos,04_peers/peer_2_samples_accumulated,04_peers/peer_2_epoch,04_peers/peer_2_epoch_oos,04_peers/peer_2_samples_per_second,03_hivemind/epoch_s,03_hivemind/undershot_TBS,03_hivemind/total_training_samples,03_hivemind/per_epoch_training_samples,03_hivemind/reached_TBS,03_hivemind/epoch_based_sps,03_hivemind/overshot_TBS
321,10.588345917579277,1,320,0,743.32,45,0,10.0,10.588345917579277,1683041172,0,,,,,,,,,,,,,,,
774,56.907808923782824,1,768,1,130.35,46,0,10.0,56.907808923782824,1683041173,0,320.0,0.0,10.59,0.0,,,,,,,,,,,
1208,159.26931982016592,1,1184,2,43.85,48,0,10.0,159.26931982016592,1683041175,0,768.0,0.0,56.91,0.0,,,,,,,,,,,
1725,296.02454911668457,1,1696,3,21.85,49,0,5.46,296.02454911668457,1683041176,0,1184.0,0.0,159.27,0.0,,,,,,,,,,,
2163,345.22492170389086,1,2112,4,17.46,50,0,4.37,345.22492170389086,1683041177,0,1696.0,0.0,296.02,0.0,,,,,,,,,,,
2733,393.1638570754766,2,2688,5,13.89,51,0,5.55,393.1638570754766,1683041178,0,2112.0,0.0,345.22,0.0,,,,,,,,,,,
3639,552.7347185704518,2,3552,6,8.24,52,0,3.29,552.7347185704518,1683041179,0,2560.0,0.0,361.49,0.0,128.0,0.0,0.0,31.67,,,,,,,
4530,676.4423267141256,2,4448,7,5.41,54,0,2.17,676.4423267141256,1683041181,0,2976.0,0.0,366.2,0.0,576.0,0.0,0.0,186.53,,,,,,,
5407,717.7994079763412,2,5312,8,3.88,55,0,1.55,717.7994079763412,1683041182,0,3424.0,0.0,366.83,0.0,1024.0,0.0,0.0,309.61,,,,,,,
6285,732.3282425432533,2,6176,9,2.6,56,0,1.04,732.3282425432533,1683041183,0,3872.0,0.0,366.88,0.0,1440.0,0.0,0.0,350.92,,,,,,,
7162,734.207072744846,2,7072,10,1.4,57,0,0.56,734.207072744846,1683041184,0,4288.0,0.0,366.55,0.0,1888.0,0.0,0.0,365.78,,,,,,,
8038,734.9711569714665,2,7968,11,0.21,58,0,0.5,734.9711569714665,1683041185,0,4736.0,0.0,365.74,0.0,2336.0,0.0,0.0,368.46,,,,,,,
8909,733.7344163300359,2,8224,12,0.0,60,0,0.5,733.7344163300359,1683041187,0,5184.0,0.0,365.4,0.0,2784.0,0.0,0.0,369.57,,,,,,,
9781,733.7344163300359,2,8224,13,0.0,61,0,0.5,733.7344163300359,1683041188,0,5312.0,0.0,364.55,0.0,2912.0,0.0,0.0,369.18,,,,,,,
10655,733.7344163300359,2,8224,14,0.0,62,0,0.5,733.7344163300359,1683041189,0,5312.0,0.0,364.55,0.0,2912.0,0.0,0.0,369.18,,,,,,,
11531,733.7344163300359,2,8224,15,0.0,63,0,0.5,733.7344163300359,1683041190,0,5312.0,0.0,364.55,0.0,2912.0,0.0,0.0,369.18,,,,,,,
12408,733.7344163300359,2,8224,16,0.0,64,0,0.5,733.7344163300359,1683041191,0,5312.0,0.0,364.55,0.0,2912.0,0.0,0.0,369.18,,,,,,,
13283,733.7344163300359,2,8224,17,0.0,66,0,0.5,733.7344163300359,1683041193,0,5312.0,0.0,364.55,0.0,2912.0,0.0,0.0,369.18,,,,,,,
14159,733.7344163300359,2,8224,18,0.0,67,0,0.5,733.7344163300359,1683041194,0,5312.0,0.0,364.55,0.0,2912.0,0.0,0.0,369.18,,,,,,,
15035,733.7344163300359,2,8224,19,0.0,68,0,0.5,733.7344163300359,1683041195,0,5312.0,0.0,364.55,0.0,2912.0,0.0,0.0,369.18,,,,,,,
747,596.8678909828958,2,640,20,12.47,69,1,4.99,596.8678909828958,1683041196,0,5312.0,0.0,364.55,0.0,2912.0,0.0,0.0,369.18,,,,,,,
1592,682.5992400425112,2,1504,21,9.67,70,1,3.87,682.5992400425112,1683041197,0,320.0,1.0,312.59,0.0,320.0,1.0,0.0,284.28,23.942158509977162,0.0,8224.0,8224.0,0.0,343.49450976080124,1.0
2470,720.1823150123336,2,2368,22,7.95,72,1,3.18,720.1823150123336,1683041199,0,736.0,1.0,335.84,0.0,768.0,1.0,0.0,346.76,,,,,,,
3338,728.4713458170486,2,3232,23,6.66,73,1,2.67,728.4713458170486,1683041200,0,1152.0,1.0,358.0,0.0,1216.0,1.0,0.0,362.18,,,,,,,
4212,733.0901219650666,2,4128,24,5.43,74,1,2.17,733.0901219650666,1683041201,0,1600.0,1.0,363.9,0.0,1632.0,1.0,0.0,364.57,,,,,,,
5087,735.5864922534922,2,4992,25,4.22,75,1,1.69,735.5864922534922,1683041202,0,2048.0,1.0,365.12,0.0,2080.0,1.0,0.0,367.97,,,,,,,
5960,735.1539878382579,2,5888,26,3.04,76,1,1.21,735.1539878382579,1683041203,0,2464.0,1.0,365.77,0.0,2528.0,1.0,0.0,369.81,,,,,,,
6828,731.8802826977455,2,6720,27,1.86,77,1,0.75,731.8802826977455,1683041204,0,2912.0,1.0,365.49,0.0,2976.0,1.0,0.0,369.67,,,,,,,
7698,732.8578098627781,2,7616,28,0.67,79,1,0.5,732.8578098627781,1683041206,0,3328.0,1.0,362.23,0.0,3392.0,1.0,0.0,369.65,,,,,,,
8567,731.0566375839303,2,8224,29,0.0,80,1,0.5,731.0566375839303,1683041207,0,3776.0,1.0,364.07,0.0,3840.0,1.0,0.0,368.79,,,,,,,
9438,731.0566375839303,2,8224,30,0.0,81,1,0.5,731.0566375839303,1683041208,0,4064.0,1.0,362.8,0.0,4160.0,1.0,0.0,368.26,,,,,,,
10308,731.0566375839303,2,8224,31,0.0,82,1,0.5,731.0566375839303,1683041209,0,4064.0,1.0,362.8,0.0,4160.0,1.0,0.0,368.26,,,,,,,
11177,731.0566375839303,2,8224,32,0.0,83,1,0.5,731.0566375839303,1683041210,0,4064.0,1.0,362.8,0.0,4160.0,1.0,0.0,368.26,,,,,,,
12047,731.0566375839303,2,8224,33,0.0,85,1,0.5,731.0566375839303,1683041212,0,4064.0,1.0,362.8,0.0,4160.0,1.0,0.0,368.26,,,,,,,
12914,731.0566375839303,2,8224,34,0.0,86,1,0.5,731.0566375839303,1683041213,0,4064.0,1.0,362.8,0.0,4160.0,1.0,0.0,368.26,,,,,,,
388,665.699438319873,2,320,35,11.72,87,2,4.69,665.699438319873,1683041214,0,4064.0,1.0,362.8,0.0,4160.0,1.0,0.0,368.26,,,,,,,
1267,715.7466872222578,2,1152,36,9.68,88,2,3.87,715.7466872222578,1683041215,0,160.0,2.0,332.74,0.0,160.0,2.0,0.0,332.96,17.832824246957898,0.0,16448.0,8224.0,0.0,461.1720435366783,2.0
2144,729.4250050668961,2,2048,37,8.29,89,2,3.32,729.4250050668961,1683041216,0,576.0,2.0,356.59,0.0,576.0,2.0,0.0,359.16,,,,,,,
3019,732.5900693318579,2,2912,38,7.06,91,2,2.82,732.5900693318579,1683041218,0,1024.0,2.0,363.3,0.0,1024.0,2.0,0.0,366.13,,,,,,,
3890,732.3942458001782,2,3808,39,5.87,92,2,2.35,732.3942458001782,1683041219,0,1440.0,2.0,364.83,0.0,1472.0,2.0,0.0,367.76,,,,,,,
4759,730.9771604133427,2,4672,40,4.7,93,2,1.88,730.9771604133427,1683041220,0,1888.0,2.0,365.17,0.0,1920.0,2.0,0.0,367.23,,,,,,,
5630,730.6318201847466,2,5536,41,3.51,94,2,1.4,730.6318201847466,1683041221,0,2336.0,2.0,363.36,0.0,2336.0,2.0,0.0,367.62,,,,,,,
6495,727.1421768096322,2,6400,42,2.33,95,2,0.93,727.1421768096322,1683041222,0,2752.0,2.0,364.02,0.0,2784.0,2.0,0.0,366.61,,,,,,,
7365,729.6948059159174,2,7264,43,1.13,97,2,0.5,729.6948059159174,1683041224,0,3200.0,2.0,362.96,0.0,3200.0,2.0,0.0,364.18,,,,,,,
8230,729.6579671186647,2,8160,44,0.0,98,2,0.5,729.6579671186647,1683041225,0,3616.0,2.0,363.39,0.0,3648.0,2.0,0.0,366.3,,,,,,,
9099,729.4773694106889,2,8224,45,0.0,99,2,0.5,729.4773694106889,1683041226,0,4064.0,2.0,364.03,0.0,4096.0,2.0,0.0,365.62,,,,,,,
9970,729.4773694106889,2,8224,46,0.0,100,2,0.5,729.4773694106889,1683041227,0,4096.0,2.0,363.95,0.0,4128.0,2.0,0.0,365.52,,,,,,,
10837,729.4773694106889,2,8224,47,0.0,101,2,0.5,729.4773694106889,1683041228,0,4096.0,2.0,363.95,0.0,4128.0,2.0,0.0,365.52,,,,,,,
11705,729.4773694106889,2,8224,48,0.0,102,2,0.5,729.4773694106889,1683041229,0,4096.0,2.0,363.95,0.0,4128.0,2.0,0.0,365.52,,,,,,,
12570,729.4773694106889,2,8224,49,0.0,104,2,0.5,729.4773694106889,1683041231,0,4096.0,2.0,363.95,0.0,4128.0,2.0,0.0,365.52,,,,,,,
192,632.2139788309648,2,128,50,12.65,105,3,5.06,632.2139788309648,1683041232,0,4096.0,2.0,363.95,0.0,4128.0,2.0,0.0,365.52,,,,,,,
1076,702.4092044626946,2,960,51,10.13,106,3,4.05,702.4092044626946,1683041233,0,64.0,3.0,316.78,0.0,64.0,3.0,0.0,315.43,17.847429931163788,0.0,24672.0,8224.0,0.0,460.7946371953473,3.0
