cpu/load/avg_sys_load_five_min_percent,disk/counter/disk_write_sys_count,_runtime,cpu/interrupts/interrupts_count,01_general/step_based_sps,disk/time/disk_read_time_sys_s,process/memory/text_resident_set_proc_MB,cpu/load/avg_sys_load_fifteen_min_percent,cpu/interrupts/soft_interrupts_count,cpu/load/avg_sys_load_one_min_percent,bandwidth/disk_read_sys_bandwidth_MBs,process/memory/dirty_pages_proc_count,process/memory/data_resident_set_proc_MB,01_general/locally_processed_samples,disk/time/disk_write_time_sys_s,process/voluntary_proc_ctx_switches,process/memory/virtual_memory_size_proc_MB,02_timing/dataload_time_s,02_timing/loss_calc_time_s,01_general/dataset_iteration_count,memory/total_memory_sys_MB,01_general/step,memory/used_memory_sys_MB,02_timing/step_time_s,bandwidth/disk_write_sys_bandwidth_MBs,02_timing/forward_time_s,process/memory/lib_memory_proc_MB,_timestamp,cpu/logical_core_count,process/involuntary_proc_ctx_switches,memory/used_memory_sys_percent,disk/time/disk_busy_time_sys_s,process/memory/shared_memory_proc_MB,02_timing/backward_time_s,cpu/interrupts/ctx_switches_count,disk/counter/disk_read_sys_count,_step,bandwidth/net_sent_sys_bandwidth_Mbits,02_timing/opt_step_time_s,bandwidth/net_recv_sys_bandwidth_Mbits,01_general/minibatch_loss,memory/available_memory_sys_MB,process/memory/resident_set_size_proc_MB,02_timing/dataload_cuda_move_time_s,01_general/lr
,,26,,45.01498233666665,,,,,,,,,232.0,,,,0.0031594710001172643,0.0010191859998940345,0.0,,28.0,,0.1777186079996227,,0.13746094699990863,,1696164832.0,,,,,,0.033733809999830555,,,55,,2.472000005582231e-06,,2.4328978061676025,,,0.002342721999866626,0.0001
18.375,159.0,27,56815.0,,0.0019999999999988916,2.654208,11.75,28133.0,21.75,0.0,0.0,0.0,,0.18299999999999272,6349.0,25404.010496,,,,,,4199.759872,,0.2001604467703133,,3600.437248,1696164833.0,,62.0,14.9,0.3240000000000123,972.345344,,34841.0,1.0,56,0.0,,0.0,,26860.331008,3701.624832,0.0024468070000693842,
,,27,,17.707082683008355,,,,,,,,,240.0,,,,0.27800956400005816,0.0007248110000546149,0.0,,29.0,,0.45179661399993165,,0.13596761400003743,,1696164833.0,,,,,,0.034645480999870415,,,57,,2.336999841645593e-06,,2.2166683673858643,,,,0.0001
,,27,,45.82460990278312,,,,,,,,,248.0,,,,0.00332465599990428,0.000990480000155003,0.0,,30.0,,0.174578682000174,,0.13680450400011068,,1696164833.0,,,,,,0.030780434999996942,,,58,,2.4569999368395656e-06,,2.333373546600342,,,0.0026761500000702654,0.0001
18.375,164.0,28,58958.0,,0.0019999999999988916,2.654208,11.75,28898.0,21.75,0.0,0.0,0.0,,0.18700000000035288,6374.0,25411.702784,,,,,,4249.23136,,0.0613226415905538,,3600.441344,1696164834.0,,64.0,15.0,0.3440000000000083,972.36992,,35877.0,1.0,59,0.0710639987187967,,0.009342121179903124,,26816.323584,3701.649408,0.0024740679998558335,
,,28,,19.19930157551478,,,,,,,,,256.0,,,,0.22195931199985353,0.0008307549999244657,0.0,,31.0,,0.41668182399939724,,0.13514004399985424,,1696164834.0,,,,,,0.03099468599998545,,,60,,0.02528295899992372,,2.1702969074249268,,,,0.0001
,,28,,43.586078615225226,,,,,,,,,264.0,,,,0.002261294999925667,0.0007436600001256011,0.0,,32.0,,0.18354484399992543,,0.15147856700014017,,1696164834.0,,,,,,0.02667821999989428,,,61,,2.6709999474405777e-06,,2.2959144115448,,,0.002380430999892269,0.0001
18.375,174.0,29,61009.0,,0.0019999999999988916,2.654208,11.75,29605.0,21.75,0.0,0.0,0.0,,0.19600000000036744,6400.0,25411.702784,,,,,,4249.206784,,0.08985878968528127,,3600.44544,1696164835.0,,71.0,15.0,0.3640000000000043,972.500992,,36865.0,1.0,62,0.0,,0.0,,26816.339968,3701.989376,0.0024250220001249545,
,,29,,23.211877243656488,,,,,,,,,272.0,,,,0.17470086100001936,0.0007446240001627302,0.0,,33.0,,0.3446511420004299,,0.13689994100013791,,1696164835.0,,,,,,0.029878438999958234,,,63,,2.255000026707421e-06,,2.365457534790039,,,,0.0001
,,29,,44.34535843642298,,,,,,,,,280.0,,,,0.002742056999977649,0.001034977000017534,0.0,,34.0,,0.18040219500016974,,0.13807570500011934,,1696164835.0,,,,,,0.03610421200005476,,,64,,2.6369998522568494e-06,,2.309108018875122,,,0.0024426070001482003,0.0001
18.625,177.0,30,63112.0,,0.0019999999999988916,2.654208,12.0,30323.0,23.0,0.0,0.0,0.0,,0.19800000000032014,6427.0,25404.010496,,,,,,4246.790144,,0.012245596054667643,,3600.449536,1696164836.0,,72.0,15.0,0.38000000000000966,972.476416,,38000.0,1.0,65,0.0725886406762161,,0.009989408760074462,,26818.859008,3702.140928,0.002539981999916563,
,,30,,20.893151732564213,,,,,,,,,288.0,,,,0.20915191900007812,0.0007630539998899621,0.0,,35.0,,0.38290058400002636,,0.1352843560000565,,1696164836.0,,,,,,0.0351579870000478,,,66,,3.2860000374057563e-06,,2.094412088394165,,,,0.0001
,,30,,46.770855646279074,,,,,,,,,296.0,,,,0.0027775500000188913,0.0007691570001497894,0.0,,36.0,,0.17104668900014985,,0.1376490659999945,,1696164836.0,,,,,,0.02740705800010801,,,67,,2.328999926248798e-06,,2.2218120098114014,,,0.002441528999952425,0.0001
18.625,183.0,31,65441.0,,0.0019999999999988916,2.654208,12.0,31169.0,23.0,0.0,0.0,0.0,,0.20400000000017826,6453.0,26007.990272,,,,,,4243.529728,,0.0940135535375803,,3600.453632,1696164837.0,,75.0,15.0,0.4040000000000106,972.500992,,39303.0,1.0,68,0.0483559862240584,,0.06454649968936212,,26814.562304,3702.165504,,
,,31,,19.62429917027767,,,,,,,,,304.0,,,,0.23036087099990255,0.0009748949998993339,0.0,,37.0,,0.4076578700000937,,0.1381702480000513,,1696164837.0,,,,,,0.035720429000093645,,,69,,2.5230001483578235e-06,,2.3156697750091553,,,0.0024289039999985107,0.0001
,,32,,46.503300301406284,,,,,,,,,312.0,,,,0.0033080319999498897,0.0010255130000587087,0.0,,38.0,,0.17203080100011903,,0.1357693830000244,,1696164838.0,,,,,,0.029452684000034424,,,70,,2.899000037359656e-06,,2.2494120597839355,,,0.0024722900000142545,0.0001
18.625,199.0,32,67849.0,,0.0019999999999988916,2.654208,12.0,32044.0,23.0,0.0,0.0,0.0,,0.22200000000020736,6476.0,26007.990272,,,,,,4241.580032,,0.11437383560908353,,3600.457728,1696164838.0,,77.0,15.0,0.4200000000000017,972.500992,,40656.0,1.0,71,0.09743635981431248,,0.06526871855034898,,26816.724992,3702.165504,,
,,32,,21.310895801490943,,,,,,,,,320.0,,,,0.2034986090000075,0.0010618159999467025,0.0,,39.0,,0.375394825000285,,0.13460842900008174,,1696164838.0,,,,,,0.03380178100019293,,,72,,2.4529999791411683e-06,,2.284726619720459,,,0.0024217370000769733,0.0001
,,33,,46.15799247302051,,,,,,,,,328.0,,,,0.0032762139999249484,0.0010263310000482306,0.0,,40.0,,0.1733177630001137,,0.13769517800005815,,1696164839.0,,,,,,0.028839671000014278,,,73,,3.068000069106347e-06,,2.2841174602508545,,,0.002477300999998988,0.0001
18.625,202.0,33,70095.0,,0.0019999999999988916,2.654208,12.0,32749.0,23.0,0.0,0.0,0.0,,0.22400000000016007,6497.0,26007.990272,,,,,,4236.980224,,0.01225414723100877,,3600.461824,1696164839.0,,78.0,15.0,0.43600000000000705,972.500992,,41922.0,1.0,74,0.0,,0.0,,26821.107712,3702.165504,,
,,33,,21.064592997231046,,,,,,,,,336.0,,,,0.2119402359999185,0.0007424269999773969,0.0,,41.0,,0.3797842189997027,,0.13505862100009836,,1696164839.0,,,,,,0.029562717999851884,,,75,,2.587999915704131e-06,,2.022651433944702,,,0.002477628999940862,0.0001
,,34,,46.539599829928214,,,,,,,,,344.0,,,,0.0029171539999879315,0.0008490870000059658,0.0,,42.0,,0.1718966220000766,,0.13723468900002445,,1696164840.0,,,,,,0.028289459999996325,,,76,,2.748000042629428e-06,,2.175118923187256,,,0.002603484000019307,0.0001
18.625,208.0,34,72379.0,,0.0019999999999988916,2.654208,12.0,33624.0,23.0,0.0,0.0,0.0,,0.2290000000002692,6521.0,26007.990272,,,,,,4228.927488,,0.06124897953428877,,3600.46592,1696164840.0,,81.0,15.0,0.45600000000000307,972.500992,,43263.0,1.0,77,0.07163259559654907,,0.010997700881141555,,26829.16864,3702.1696,,
,,34,,19.38453068315945,,,,,,,,,352.0,,,,0.24531190699985927,0.000760381000191046,0.0,,43.0,,0.41270021600007567,,0.1385509029998957,,1696164840.0,,,,,,0.025611809000110952,,,78,,2.5889999051287305e-06,,2.18270206451416,,,0.002462627000113571,0.0001
,,35,,46.37081080804201,,,,,,,,,360.0,,,,0.0028225949999978184,0.0007376490000297053,0.0,,44.0,,0.17252232300006654,,0.13741140100000848,,1696164841.0,,,,,,0.029080647999990106,,,79,,2.579000010882737e-06,,2.1914079189300537,,,0.0024674510000295413,0.0001
19.0,211.0,35,74426.0,,0.0019999999999988916,2.654208,12.125,34417.0,24.125,0.0,0.0,0.0,,0.23100000000022192,6544.0,26007.990272,,,,,,4227.633152,,0.01224587537328932,,3600.470016,1696164841.0,,82.0,15.0,0.4680000000000035,972.500992,,44571.0,1.0,80,0.0,,0.0,,26830.462976,3702.1696,,
,,35,,21.47985423537096,,,,,,,,,368.0,,,,0.20066818700001932,0.0007404119999137038,0.0,,45.0,,0.37244200599957367,,0.13784414999986438,,1696164841.0,,,,,,0.030662205999988146,,,81,,2.398999868091778e-06,,2.058265447616577,,,0.0025246519999200245,0.0001
,,36,,46.989629365297844,,,,,,,,,376.0,,,,0.0025715110000419372,0.0007577240000955499,0.0,,46.0,,0.17025033200002326,,0.13611426700003904,,1696164842.0,,,,,,0.028300715999876047,,,82,,2.328999926248798e-06,,2.2114920616149902,,,0.002503785000044445,0.0001
19.0,388.0,36,77069.0,,0.0019999999999988916,2.654208,12.125,35937.0,24.125,0.0,0.0,0.0,,5.706000000000131,6567.0,26007.990272,,,,,,4252.147712,,44.68925532787203,,3600.474112,1696164842.0,,85.0,15.1,0.6280000000000001,972.500992,,46073.0,1.0,83,0.0726194016357515,,0.010762862317646926,,26806.145024,3702.1696,,
,,36,,20.81239135231819,,,,,,,,,384.0,,,,0.21408739899993634,0.0008236440000928269,0.0,,47.0,,0.3843863910001346,,0.13759948099982466,,1696164842.0,,,,,,0.029179793000139398,,,84,,3.285000047981157e-06,,2.3119418621063232,,,0.0026927890000933985,0.0001
,,37,,44.84832026181636,,,,,,,,,392.0,,,,0.0028027870000641997,0.0008327810000992031,0.0,,48.0,,0.1783790330005104,,0.13680278700007875,,1696164843.0,,,,,,0.035415273000126035,,,85,,3.5200000638724305e-06,,2.372075080871582,,,0.0025218850000783277,0.0001
19.0,1012.0,37,80974.0,,0.0019999999999988916,2.654208,12.125,38499.0,24.125,0.004083347796566448,0.0,0.0,,49.52200000000039,6593.0,26007.990272,,,,,,4271.013888,,161.53315547972764,,3600.482304,1696164843.0,,88.0,15.1,1.632000000000005,972.500992,,48499.0,2.0,86,0.0,,0.0,,26787.08224,3702.1696,,
,,37,,21.614935596295243,,,,,,,,,400.0,,,,0.19539957300003152,0.0007292169998436293,0.0,,49.0,,0.37011444999961896,,0.1362090579998494,,1696164843.0,,,,,,0.034985539999979665,,,87,,2.3939999209687812e-06,,2.323532819747925,,,0.002788667999993777,0.0001
19.0,1350.0,38,84384.0,,0.0030000000000001137,2.654208,12.125,41218.0,24.125,0.004085181967598493,0.0,0.0,,71.4060000000004,6612.0,26007.990272,,0.0007125820000055683,,,,4218.90048,,87.59855693355682,0.13777805099994112,3600.4864,1696164844.0,,88.0,15.0,2.180000000000007,972.500992,0.028737926999838237,50401.0,3.0,88,0.09989546530409293,2.9359998734435067e-06,0.1248773105024519,,26839.322624,3702.1696,0.002465176999976393,
,,38,,46.40179432037311,,,,,,,,,408.0,,,,0.0027104529999633087,,0.0,,50.0,,0.17240712599959807,,,,1696164844.0,,,,,,,,,89,,,,2.262277841567993,,,,0.0001
,,38,,22.830711546687606,,,,,,,,,416.0,,,,0.18007950900005198,0.0006739160000961419,0.0,,51.0,,0.3504051980000895,,0.13758780400007709,,1696164844.0,,,,,,0.029652091999878394,,,90,,2.0429999949556077e-06,,2.261868953704834,,,0.0024098339999909513,0.0001
19.0,1369.0,39,86864.0,,0.0030000000000001137,2.654208,12.125,42316.0,24.125,0.0,0.0,0.0,,71.41800000000012,6632.0,26007.990272,,0.0007179480001013872,,,,4221.390848,,0.3226353945391526,0.13799816899995676,3600.490496,1696164845.0,,89.0,15.0,2.2120000000000033,972.500992,0.029145645000198783,52011.0,3.0,91,0.01389514579916219,2.431999973850907e-06,0.02198336499459481,,26836.713472,3702.1696,0.0023791859998709697,
,,39,,46.27553898551257,,,,,,,,,424.0,,,,0.0026341309999224904,,0.0,,52.0,,0.17287751100002424,,,,1696164845.0,,,,,,,,,92,,,,2.164390802383423,,,,0.0001
,,39,,25.086563618027306,,,,,,,,,432.0,,,,0.15217336099999557,0.0007472839999991265,0.0,,53.0,,0.3188958089999687,,0.13788249000003816,,1696164845.0,,,,,,0.025796809999974357,,,93,,2.0390000372572104e-06,,2.5836269855499268,,,0.0022938249999242544,0.0001
,,40,,45.91660213467387,,,,,,,,,440.0,,,,0.0026911200000085955,0.00070417400002043,0.0,,54.0,,0.17422892000013235,,0.13838707700006125,,1696164846.0,,,,,,0.03001168300011159,,,94,,3.0559999686374795e-06,,2.3118233680725098,,,0.0024318099999618425,0.0001
19.25,1376.0,40,89061.0,,0.0030000000000001137,2.654208,12.25,43163.0,25.25,0.0,0.0,0.0,,71.42300000000023,6660.0,26008.252416,,,,,,4223.873024,,0.08987646102614996,,3600.756736,1696164846.0,,93.0,15.0,2.236000000000004,972.500992,,53404.0,3.0,95,0.08161810367879546,,0.011186683091907911,,26834.432,3702.173696,,
,,40,,23.194207710492734,,,,,,,,,448.0,,,,0.17509040100003403,0.0007150880001063342,0.0,,55.0,,0.3449137000002338,,0.1356002330001047,,1696164846.0,,,,,,0.03112060900002689,,,96,,2.8059998840035405e-06,,2.081251382827759,,,0.002384563000077833,0.0001
,,41,,46.05094893934686,,,,,,,,,456.0,,,,0.0027311520000239398,0.0007223100001283456,0.0,,56.0,,0.17372063300012996,,0.13003160400012348,,1696164847.0,,,,,,0.037822224999899845,,,97,,2.232000042567961e-06,,2.263080596923828,,,0.002411109999911787,0.0001
19.25,1379.0,41,91324.0,,0.0030000000000001137,2.654208,12.25,44003.0,25.25,0.0,0.0,0.0,,71.42600000000039,6682.0,26008.252416,,,,,,4226.777088,,0.012263629484134779,,3600.760832,1696164847.0,,95.0,15.0,2.2560000000000002,972.500992,,54708.0,3.0,98,0.0,,0.0,,26831.306752,3702.444032,,
,,41,,24.447954566318824,,,,,,,,,464.0,,,,0.15254353799991804,0.0006593759999304893,0.0,,57.0,,0.32722573899991403,,0.13633413100001235,,1696164847.0,,,,,,0.03540024500011896,,,99,,3.007000032084761e-06,,2.3183460235595703,,,0.0022854419999021047,0.0001
,,42,,45.72147731076448,,,,,,,,,472.0,,,,0.0027185760000065784,0.0007040170000891521,0.0,,58.0,,0.1749724740000147,,0.1378323779999846,,1696164848.0,,,,,,0.03129625299993677,,,100,,1.96199994206836e-06,,2.369086742401123,,,0.0024192880000555306,0.0001
19.25,1382.0,42,93514.0,,0.0030000000000001137,2.654208,12.25,44868.0,25.25,0.0,0.0,0.0,,71.42800000000034,6707.0,26008.252416,,,,,,4232.118272,,0.012254243379489918,,3600.764928,1696164848.0,,98.0,15.0,2.2760000000000105,972.500992,,56045.0,3.0,101,0.07591088916459207,,0.01142452898427761,,26826.182656,3702.448128,,
,,42,,25.17741588687492,,,,,,,,,480.0,,,,0.14698432800014416,0.0008779540000887209,0.0,,59.0,,0.3177450790003604,,0.13750088300002972,,1696164848.0,,,,,,0.029956172000083825,,,102,,3.7879999581491575e-06,,2.2874972820281982,,,0.002421954000055848,0.0001
,,43,,45.50792909948762,,,,,,,,,488.0,,,,0.002915673999950741,0.0007518060001530102,0.0,,60.0,,0.17579354100053024,,0.13842622500010293,,1696164849.0,,,,,,0.03131658800020887,,,103,,3.1290001061279327e-06,,2.3728699684143066,,,0.0023801190000085626,0.0001
19.25,1385.0,43,95038.0,,0.0030000000000001137,2.654208,12.25,45517.0,25.25,0.0,0.0,0.0,,71.43000000000029,6741.0,26008.252416,,,,,,4164.1984,,0.012252544978421119,,3600.77312,1696164849.0,,99.0,14.8,2.2920000000000016,972.500992,,56911.0,3.0,104,0.0,,0.0,,26901.573632,3702.460416,0.002421660999971209,
,,43,,43.688231019089734,,,,,,,,,496.0,,,,0.0021624169999086007,0.0007344150001244998,0.0,,61.0,,0.18311567700015985,,0.14757810800006155,,1696164849.0,,,,,,0.03021668800010957,,,105,,2.3879999844211852e-06,,2.3228886127471924,,,,0.0001
,,43,,44.39836584713856,,,,,,,,,504.0,,,,0.0027362479997918854,0.0007370089999767515,0.0,,62.0,,0.1801868119998744,,0.13834639099991364,,1696164849.0,,,,,,0.03597599599993373,,,106,,2.502000143067562e-06,,2.2624599933624268,,,0.002388666000115336,0.0001
19.25,1388.0,44,96346.0,,0.0030000000000001137,2.654208,12.25,46009.0,25.25,0.0,0.0,0.0,,71.43299999999999,6767.0,26008.252416,,,,,,3882.78272,,0.012244036759846548,,3600.77312,1696164850.0,,101.0,13.8,2.312000000000012,975.941632,,57558.0,3.0,107,0.07310550854523601,,0.009900451601054853,,27190.472704,3706.351616,,
19.375,1391.0,45,97473.0,,0.0030000000000001137,2.654208,12.25,46424.0,25.25,0.0,0.0,0.0,,71.4350000000004,6767.0,26008.252416,,,,,,3992.2688,,0.036738298257928986,,3600.77312,1696164851.0,,101.0,14.2,2.3200000000000074,975.941632,,57927.0,3.0,108,0.0,,0.0,,27066.032128,3706.404864,,
19.375,1392.0,46,99093.0,,0.0030000000000001137,2.654208,12.25,47095.0,25.25,0.0,0.0,0.0,,71.43600000000015,6781.0,26008.252416,,0.0009673209999618848,,,,3941.076992,,0.004079836498096585,0.1912996099999873,3600.777216,1696164852.0,,101.0,14.1,2.328000000000003,976.478208,0.04652762399996391,59018.0,3.0,109,0.05965167191500469,2.5800000003073364e-06,0.008916673907814783,,27101.843456,3706.986496,0.002552176000108375,
,,46,,3.6158985561538257,,,,,,,,,512.0,,,,1.9711021380001057,,1.0,,0.0,,2.2124514490001275,,,,1696164852.0,,,,,,,,,110,,,,2.2798967361450195,,,,0.0001
,,46,,45.696271721662335,,,,,,,,,520.0,,,,0.0033498210000288964,0.000751073000174074,1.0,,1.0,,0.17506898700025886,,0.1384507489999578,,1696164852.0,,,,,,0.02999373900001956,,,111,,3.1039999157655984e-06,,2.208503484725952,,,0.002520501000162767,0.0001
19.375,1395.0,47,101054.0,,0.0030000000000001137,2.654208,12.25,47775.0,25.25,0.0,0.0,0.0,,71.4380000000001,6803.0,26015.944704,,0.0007674230000702664,,,,4001.411072,,0.012254732886060243,0.13631249299987758,3600.781312,1696164853.0,,103.0,14.3,2.3400000000000034,973.029376,0.030224286000020584,59949.0,3.0,112,0.01831827259545525,2.1820001165906433e-06,0.05570478190736138,,27048.98048,3703.558144,0.0024444089999633434,
,,47,,30.26808843193894,,,,,,,,,528.0,,,,0.09455397199985782,,1.0,,2.0,,0.2643047649999062,,,,1696164853.0,,,,,,,,,113,,,,2.1063437461853027,,,,0.0001
,,47,,45.78001220863618,,,,,,,,,536.0,,,,0.0021939610001027177,0.0007665420000648737,1.0,,3.0,,0.17474875199991402,,0.13990474299998823,,1696164853.0,,,,,,0.029423130999930436,,,114,,2.1779999315185705e-06,,2.248731851577759,,,0.002458196999896245,0.0001
19.375,1398.0,48,103180.0,,0.0030000000000001137,2.654208,12.25,48592.0,25.25,0.0,0.0,0.0,,71.44100000000026,6825.0,26008.252416,,0.0007300620000023628,,,,4034.78528,,0.012254668781784085,0.13883741399990868,3600.785408,1696164854.0,,106.0,14.4,2.3599999999999994,972.939264,0.039638967999962915,61115.0,3.0,115,0.06250200210760193,2.9400000585155794e-06,0.009406415685022257,,27015.827456,3703.468032,0.002479420000099708,
,,48,,19.748559464782563,,,,,,,,,544.0,,,,0.22340403399994102,,1.0,,4.0,,0.4050928379999732,,,,1696164854.0,,,,,,,,,116,,,,2.0649116039276123,,,,0.0001
,,48,,32.039839233209264,,,,,,,,,552.0,,,,0.08108852200007277,0.0007726730000285897,1.0,,5.0,,0.24968914300006873,,0.13896704400008275,,1696164854.0,,,,,,0.026308845999892583,,,117,,2.728000026763766e-06,,2.1838855743408203,,,0.0025493299999652663,0.0001
19.375,1401.0,49,105419.0,,0.0030000000000001137,2.654208,12.25,49466.0,25.25,0.0,0.0,0.0,,71.44300000000021,6850.0,26008.252416,,0.0007401580000987451,,,,4031.7952,,0.012264140169094776,0.1369844789999206,3600.789504,1696164855.0,,108.0,14.4,2.3760000000000048,973.0048,0.03050300200015954,62455.0,3.0,118,0.0008623223556536596,2.643000016178121e-06,0.0008623223571003523,,27018.477568,3703.54176,0.0024260180000510445,
,,49,,29.46953181386069,,,,,,,,,560.0,,,,0.10081051700012722,,1.0,,6.0,,0.27146681700037334,,,,1696164855.0,,,,,,,,,119,,,,2.063094139099121,,,,0.0001
,,49,,29.870840539170114,,,,,,,,,568.0,,,,0.08880626700010907,0.0007680290000280365,1.0,,7.0,,0.2678197149996322,,0.13978593999991062,,1696164855.0,,,,,,0.03560327999980473,,,120,,2.5609999738662736e-06,,1.9936708211898804,,,0.002853637999805869,0.0001
19.75,1406.0,50,107636.0,,0.0030000000000001137,2.654208,12.5,50324.0,26.25,0.0,0.0,0.0,,71.44700000000012,6875.0,26008.252416,,,,,,4027.342848,,0.04490345280667666,,3600.797696,1696164856.0,,110.0,14.4,2.39200000000001,973.0048,,63842.0,3.0,121,0.07318337949598988,,0.009671144931817505,,27023.27808,3703.549952,0.002472611999792207,
,,50,,24.155303309998498,,,,,,,,,576.0,,,,0.14898199899994324,0.0007389889999558363,1.0,,8.0,,0.3311902109996936,,0.14139531799992255,,1696164856.0,,,,,,0.0375991220000742,,,122,,2.171000005546375e-06,,2.2291784286499023,,,,0.0001
,,50,,35.63476720851166,,,,,,,,,584.0,,,,0.052696260999937294,0.0007618110000748857,1.0,,9.0,,0.22449985299999753,,0.13733172900015234,,1696164856.0,,,,,,0.03121981499998583,,,123,,3.1499998840445187e-06,,2.48742938041687,,,0.0024870869999631395,0.0001
19.75,1409.0,51,109877.0,,0.0030000000000001137,2.654208,12.5,51204.0,26.25,0.0,0.0,0.0,,71.44900000000007,6917.0,26008.252416,,,,,,4026.875904,,0.012252801310678088,,3600.801792,1696164857.0,,113.0,14.4,2.4040000000000106,973.0048,,65206.0,3.0,124,0.0,,0.0,,27023.593472,3703.549952,0.0024507269999958226,
,,51,,25.356813070310395,,,,,,,,,592.0,,,,0.14245888400000695,0.0007508359999519598,1.0,,10.0,,0.3154970609996326,,0.1388462019999679,,1696164857.0,,,,,,0.030987949999826014,,,125,,2.4619998839625623e-06,,2.4910061359405518,,,,0.0001
,,51,,39.06298752449122,,,,,,,,,600.0,,,,0.03750680999996803,0.0007909149999250076,1.0,,11.0,,0.20479744399949595,,0.1374639789999037,,1696164857.0,,,,,,0.026557889999821782,,,126,,2.959999847007566e-06,,2.1939988136291504,,,0.0024748900000304275,0.0001
19.75,1415.0,52,112376.0,,0.0030000000000001137,2.654208,12.5,52302.0,26.25,0.0,0.0,0.0,,71.45400000000018,6938.0,26008.252416,,,,,,4027.211776,,0.0898101706242405,,3600.805888,1696164858.0,,116.0,14.3,2.4200000000000017,972.939264,,66808.0,3.0,127,0.12954064649367852,,0.08302497396042179,,27029.164032,3703.492608,0.0024825210000471998,
,,52,,23.20983028690623,,,,,,,,,608.0,,,,0.17453397600002063,0.0008143169998220401,1.0,,12.0,,0.3446815379995769,,0.1377166469999338,,1696164858.0,,,,,,0.029129464999869015,,,128,,4.611999884218676e-06,,2.342288017272949,,,,0.0001
,,52,,38.96288362591108,,,,,,,,,616.0,,,,0.02892256199993426,0.0008615710000867693,1.0,,13.0,,0.20532361199980187,,0.13824796300013986,,1696164858.0,,,,,,0.034822908999785795,,,129,,4.129999979340937e-06,,2.2437751293182373,,,0.002464476999875842,0.0001
19.75,1418.0,53,114407.0,,0.0030000000000001137,2.654208,12.5,53009.0,26.25,0.0,0.0,0.0,,71.45600000000013,6965.0,26008.252416,,,,,,4044.558336,,0.012246914201223681,,3600.809984,1696164859.0,,118.0,14.4,2.432000000000002,973.0048,,68065.0,3.0,130,0.0,,0.0,,27013.521408,3703.566336,0.0025487020000127814,
,,53,,23.785362341137247,,,,,,,,,624.0,,,,0.15994580799997493,0.0008358760001101473,1.0,,14.0,,0.3363413130000481,,0.13813141800005724,,1696164859.0,,,,,,0.03486737599996559,,,131,,1.2132999927416677e-05,,2.153198003768921,,,,0.0001
,,54,,38.8598258949352,,,,,,,,,632.0,,,,0.028989056000000346,0.0008521249999375868,1.0,,15.0,,0.2058681380001417,,0.13751051000008374,,1696164860.0,,,,,,0.03610765000007632,,,132,,3.2860000374057563e-06,,2.092392921447754,,,0.0024055110000062996,0.0001
19.75,1422.0,54,116650.0,,0.0030000000000001137,2.654208,12.5,53782.0,26.25,0.0,0.0,0.0,,71.46000000000004,6989.0,26008.252416,,,,,,4061.30688,,0.0163388668582266,,3600.809984,1696164860.0,,121.0,14.5,2.4480000000000075,973.0048,,69361.0,3.0,133,0.07267923686068607,,0.010658557676408532,,26996.846592,3703.566336,0.0024477719998685643,
,,54,,24.51643552725983,,,,,,,,,640.0,,,,0.14817016799997873,0.0008359469998140412,1.0,,16.0,,0.32631170999979986,,0.1392990629999531,,1696164860.0,,,,,,0.035555374000068696,,,134,,3.386000116734067e-06,,2.027669668197632,,,,0.0001
,,55,,41.613736811014746,,,,,,,,,648.0,,,,0.01956363399995098,0.0008498790000430745,1.0,,17.0,,0.19224421100011568,,0.1391904390000036,,1696164861.0,,,,,,0.030162575999838737,,,135,,3.81600011678529e-06,,2.570777177810669,,,0.0024738670001624996,0.0001
20.25,1425.0,55,118890.0,,0.0030000000000001137,2.654208,12.625,54696.0,28.125,0.0,0.0,0.0,,71.46199999999999,7012.0,26008.24832,,,,,,4080.529408,,0.01225222749083565,,3600.81408,1696164861.0,,123.0,14.5,2.460000000000008,973.0048,,70731.0,3.0,136,0.0010529258000078583,,0.0020579913366134362,,26977.34144,3703.574528,0.002445164999926419,
,,55,,23.709868901862702,,,,,,,,,656.0,,,,0.1663971970001512,0.0008711520001725148,1.0,,18.0,,0.33741224100026557,,0.1399516730000414,,1696164861.0,,,,,,0.027743532999920717,,,137,,3.52100005329703e-06,,2.349689245223999,,,,0.0001
,,56,,39.10976265859433,,,,,,,,,664.0,,,,0.03277884500016626,0.0008363350000308856,1.0,,19.0,,0.20455250700024408,,0.1391245899999376,,1696164862.0,,,,,,0.02937627600022097,,,138,,4.540999952951097e-06,,2.402271270751953,,,0.002431919999935417,0.0001
20.25,1428.0,56,120967.0,,0.0030000000000001137,2.654208,12.625,55426.0,28.125,0.0,0.0,0.0,,71.46500000000015,7037.0,26008.252416,,,,,,4080.08704,,0.012253442188246236,,3600.822272,1696164862.0,,126.0,14.5,2.480000000000004,973.0048,,72044.0,3.0,139,0.07317762056882608,,0.009868169261933027,,26977.85344,3703.58272,0.0025361059999795543,
,,56,,23.631856139097945,,,,,,,,,672.0,,,,0.15686735600002066,0.0008749050000460556,1.0,,20.0,,0.3385260959998959,,0.14073479299986502,,1696164862.0,,,,,,0.03750865799997882,,,140,,4.278000005797367e-06,,2.134058952331543,,,,0.0001
