_step,_runtime,cpu/logical_core_count,memory/total_memory_sys_MB,_timestamp,cpu/load/avg_sys_load_fifteen_min_percent,disk/time/disk_read_time_sys_s,disk/time/disk_busy_time_sys_s,memory/used_memory_sys_MB,bandwidth/disk_write_sys_bandwidth_MBs,cpu/interrupts/ctx_switches_count,bandwidth/net_sent_sys_bandwidth_Mbits,process/memory/shared_memory_proc_MB,disk/counter/disk_write_sys_count,process/memory/resident_set_size_proc_MB,disk/counter/disk_read_sys_count,process/memory/dirty_pages_proc_count,bandwidth/disk_read_sys_bandwidth_MBs,cpu/load/avg_sys_load_one_min_percent,cpu/interrupts/soft_interrupts_count,bandwidth/net_recv_sys_bandwidth_Mbits,memory/available_memory_sys_MB,process/memory/text_resident_set_proc_MB,process/voluntary_proc_ctx_switches,disk/time/disk_write_time_sys_s,process/memory/lib_memory_proc_MB,process/memory/data_resident_set_proc_MB,cpu/interrupts/interrupts_count,memory/used_memory_sys_percent,cpu/load/avg_sys_load_five_min_percent,process/memory/virtual_memory_size_proc_MB,process/involuntary_proc_ctx_switches,03_hivemind/num_peers,02_timing/loss_calc_time_s,02_timing/forward_time_s,02_timing/opt_step_time_s,01_general/locally_processed_samples,01_general/minibatch_loss,02_timing/backward_time_s,02_timing/step_time_s,03_hivemind/global_epoch,01_general/lr,02_timing/dataload_time_s,02_timing/dataload_cuda_move_time_s,01_general/dataset_iteration_count,01_general/step
0,1,30.0,211076.599808,1682817357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,,,1682817357,1.3,0.0,0.0,1201.95072,0.0,25.0,0.21983249097062596,178.741248,0.0,395.157504,0.0,0.0,0.0,0.36666666666666664,4.0,0.24647885190605148,208135.176192,2.719744,145.0,0.0,2481.340416,0.0,19.0,1.4,1.7000000000000002,9963.712512,49.0,,,,,,,,,,,,,,
2,2,,,1682817358,1.3,0.0,0.008000000000009777,1364.529152,0.012259198522973046,8239.0,3.5932860176307564,181.579776,3.0,413.339648,0.0,0.0,0.0,0.36666666666666664,5335.0,2.3243791578204904,207972.593664,2.719744,183.0,0.0,2522.3168,0.0,7393.0,1.5,1.7000000000000002,10206.400512,49.0,,,,,,,,,,,,,,
3,3,,,1682817359,1.3,0.0,0.012000000000000455,1383.481344,0.004040143339559032,22983.0,8.50186615877602,183.230464,4.0,433.164288,0.0,0.0,0.0,0.33333333333333337,14781.0,25.18898380603639,207953.641472,2.719744,318.0,0.0,2541.273088,0.0,19538.0,1.5,1.6666666666666667,10225.344512,49.0,,,,,,,,,,,,,,
4,4,,,1682817360,1.3,0.0,0.020000000000010232,1857.155072,3.1181549717884294,36938.0,9.033155813788493,185.720832,74.0,903.774208,0.0,0.0,0.0,0.33333333333333337,23687.0,2.9923930489260893,207479.967744,2.719744,321.0,0.010999999999967258,3010.39616,0.0,30669.0,1.7,1.6666666666666667,10694.463488,53.0,,,,,,,,,,,,,,
5,5,,,1682817361,1.3,0.0,0.03200000000001069,1933.074432,0.2615490408844997,50447.0,8.913723492658985,185.720832,77.0,953.15968,0.0,0.0,0.0,0.33333333333333337,32036.0,3.0825320051964935,207404.015616,2.719744,322.0,0.014000000000010004,3439.149056,0.0,41498.0,1.7,1.6666666666666667,11190.308864,60.0,,,,,,,,,,,,,,
6,6,,,1682817362,1.3,0.0,0.036000000000001364,3030.278144,0.004083257542535284,62433.0,8.381468280641682,451.354624,78.0,2254.241792,0.0,0.0,0.0,0.33333333333333337,39587.0,3.2325443257057427,206296.358912,2.719744,340.0,0.014000000000010004,4351.021056,0.0,53178.0,2.3,1.6666666666666667,13144.399872,68.0,,,,,,,,,,,,,,
7,7,,,1682817363,1.3,0.0,0.04000000000000625,4404.359168,0.0040788843171977755,77742.0,8.224058477276936,1194.729472,79.0,4145.84832,0.0,0.0,0.0,0.33333333333333337,49371.0,3.0093243723952776,204194.484224,2.719744,629.0,0.014000000000010004,5539.115008,0.0,290874.0,3.3,1.6666666666666667,19488.247808,77.0,,,,,,,,,,,,,,
8,8,,,1682817364,1.3,0.0,0.04400000000001114,4823.691264,0.004075808037740319,98084.0,8.994583934828722,1462.272,80.0,4448.043008,0.0,0.0,0.0,0.6,65437.0,38.09548716019686,203503.80032,2.719744,812.0,0.014000000000010004,5650.157568,0.0,332475.0,3.6,1.7000000000000002,20469.772288,434.0,,,,,,,,,,,,,,
9,9,,,1682817365,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,3.994000053353375e-06,0.8447802780001439,0.006798338999942644,32.0,11.067397117614746,0.01400098700014496,1.7985783060003087,0.0,0.0001,0.9325689430002058,0.0004257649998180568,0.0,0.0
10,9,,,1682817365,1.3,0.0,0.05200000000000671,5819.703296,0.008145273908920336,123298.0,9.86210515181186,1651.990528,82.0,4639.10912,0.0,0.0,0.0,0.6,89050.0,395.4779215348318,202497.728512,2.719744,877.0,0.014999999999986358,5668.192256,0.0,356628.0,4.1,1.7000000000000002,22033.289216,486.0,,0.0001712140001473017,0.009468672999901173,,,,,,,,,0.0006314980000752257,,
11,9,,,1682817365,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,0.001811670000279264,64.0,11.1876220703125,0.023626167999736936,0.03604238700017959,0.0,0.0001,0.0003331640000396874,,0.0,1.0
12,9,,,1682817365,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,0.00017778900019038701,0.009698393000235228,0.0018412979998174706,96.0,10.93127155303955,0.01459629800001494,0.027245498999945994,0.0,0.0001,0.00029336199986573774,0.0006383589998222305,0.0,2.0
13,10,,,1682817366,1.3,0.0,0.06800000000001205,5823.574016,0.10217529884760083,136200.0,8.28830857578306,1652.81792,87.0,4639.965184,0.0,0.0,0.0,0.6,96206.0,23.571905302917596,202493.415424,2.719744,912.0,0.018000000000029104,5668.196352,0.0,367412.0,4.1,1.7000000000000002,22032.478208,500.0,,0.00019104400007563527,0.009846009999819216,,,,0.01283137300015369,,,,,0.0006439339999815274,,
14,11,,,1682817367,1.3,0.0,0.07200000000000273,5824.602112,0.004086839864153783,143909.0,8.046891913231562,1652.81792,88.0,4639.98976,0.0,0.0,0.0,0.6,100964.0,1.8496701990445825,202492.383232,2.719744,913.0,0.018000000000029104,5668.196352,0.0,373465.0,4.1,1.7000000000000002,22032.478208,501.0,,,,,,,,,,,,,,
15,12,,,1682817368,1.3,0.0,0.0800000000000125,5826.072576,0.004087109188419584,146472.0,1.8851711285858717,1652.81792,89.0,4640.018432,0.0,0.0,0.0,0.6,102425.0,0.46632957874685016,202490.908672,2.719744,913.0,0.018000000000029104,5668.196352,0.0,375401.0,4.1,1.7000000000000002,22032.478208,501.0,,,,,,,,,,,,,,
16,13,,,1682817369,1.3,0.0,0.08400000000000318,5826.072576,0.004087509819411246,147064.0,0.025802405754547095,1652.81792,90.0,4640.018432,0.0,0.0,0.0,0.5333333333333333,102638.0,0.02977016431265333,202490.908672,2.719744,913.0,0.018000000000029104,5668.196352,0.0,375928.0,4.1,1.6666666666666667,22032.478208,501.0,,,,,,,,,,,,,,
17,14,,,1682817370,1.3,0.0,0.08800000000000807,5826.06848,0.004087408680014508,147664.0,0.13387061759128127,1652.81792,91.0,4640.018432,0.0,0.0,0.0,0.5333333333333333,102859.0,0.02187402302973929,202490.908672,2.719744,913.0,0.019000000000005457,5668.196352,0.0,376338.0,4.1,1.6666666666666667,22032.478208,501.0,,,,,,,,,,,,,,
