04_peers/peer_1_epoch,03_hivemind/overshot_TBS,04_peers/peer_1_epoch_oos,03_hivemind/epoch_based_sps,04_peers/peer_1_samples_per_second,03_hivemind/actual_total_samples_per_second,03_hivemind/global_epoch,03_hivemind/next_fetch_time_s,03_hivemind/num_peers,03_hivemind/reached_TBS,03_hivemind/undershot_TBS,03_hivemind/eta_next_epoch_s,03_hivemind/estimated_current_samples,_timestamp,03_hivemind/epoch_s,03_hivemind/num_clients,04_peers/peer_2_epoch_oos,04_peers/peer_1_samples_accumulated,04_peers/peer_2_samples_accumulated,04_peers/peer_2_epoch,03_hivemind/per_epoch_training_samples,_step,03_hivemind/global_samples_accumulated,03_hivemind/optimistic_total_samples_per_second,_runtime,03_hivemind/total_training_samples,04_peers/peer_2_samples_per_second
2.0,,0.0,,90.96,181.55429394712303,2,0.5,2,,,0.0,9032,1680687923.0,,0,0.0,4128.0,4096.0,2.0,,125,8224,181.55429394712303,191,,90.6
2.0,,0.0,,90.96,181.55429394712303,3,10.0,2,,,44.53,107,1680687924.0,,0,0.0,4128.0,4096.0,2.0,,126,0,181.55429394712303,192,,90.6
3.0,3.0,0.0,164.786455856611,90.96,181.55429394712303,3,10.0,2,0.0,0.0,43.34,323,1680687925.0,49.9070142460987,0,0.0,0.0,0.0,3.0,8224.0,127,0,181.55429394712303,193,24672.0,90.6
3.0,,0.0,,90.96,181.55429394712303,3,10.0,2,,,42.15,539,1680687927.0,,0,0.0,0.0,0.0,3.0,,128,0,181.55429394712303,195,,90.6
3.0,,0.0,,90.96,181.55429394712303,3,10.0,2,,,40.96,755,1680687928.0,,0,0.0,0.0,0.0,3.0,,129,0,181.55429394712303,196,,90.6
3.0,,0.0,,90.96,181.55429394712303,3,10.0,2,,,39.82,962,1680687929.0,,0,0.0,0.0,0.0,3.0,,130,0,181.55429394712303,197,,90.6
3.0,,0.0,,90.96,181.55429394712303,3,10.0,2,,,38.8,1148,1680687930.0,,0,0.0,0.0,0.0,3.0,,131,0,181.55429394712303,198,,90.6
3.0,,0.0,,90.96,181.55429394712303,3,10.0,2,,,37.78,1333,1680687931.0,,0,0.0,0.0,0.0,3.0,,132,0,181.55429394712303,199,,90.6
3.0,,0.0,,90.96,181.55429394712303,3,10.0,2,,,36.76,1519,1680687932.0,,0,0.0,0.0,0.0,3.0,,133,0,181.55429394712303,200,,90.6
3.0,,0.0,,90.96,181.55429394712303,3,10.0,2,,,35.74,1704,1680687933.0,,0,0.0,0.0,0.0,3.0,,134,0,181.55429394712303,201,,90.6
3.0,,0.0,,90.96,181.55429394712303,3,10.0,2,,,34.72,1889,1680687934.0,,0,0.0,0.0,0.0,3.0,,135,0,181.55429394712303,202,,90.6
3.0,,0.0,,90.96,181.55429394712303,3,10.0,2,,,33.7,2074,1680687935.0,,0,0.0,0.0,0.0,3.0,,136,0,181.55429394712303,203,,90.6
3.0,,0.0,,90.96,181.55429394712303,3,10.0,2,,,32.68,2259,1680687936.0,,0,0.0,0.0,0.0,3.0,,137,0,181.55429394712303,204,,90.6
3.0,,0.0,,90.96,181.55429394712303,3,10.0,2,,,31.66,2444,1680687937.0,,0,0.0,0.0,0.0,3.0,,138,0,181.55429394712303,205,,90.6
3.0,,0.0,,90.96,181.55429394712303,3,10.0,2,,,30.64,2629,1680687938.0,,0,0.0,0.0,0.0,3.0,,139,0,181.55429394712303,206,,90.6
3.0,,0.0,,90.96,181.55429394712303,3,10.0,2,,,29.6,2817,1680687939.0,,0,0.0,0.0,0.0,3.0,,140,0,181.55429394712303,207,,90.6
3.0,,0.0,,90.96,181.55429394712303,3,10.0,2,,,28.59,3002,1680687940.0,,0,0.0,0.0,0.0,3.0,,141,0,181.55429394712303,208,,90.6
3.0,,0.0,,90.96,181.55429394712303,3,10.0,2,,,27.56,3188,1680687941.0,,0,0.0,0.0,0.0,3.0,,142,0,181.55429394712303,209,,90.6
3.0,,0.0,,90.96,181.55429394712303,3,10.0,2,,,26.54,3373,1680687942.0,,0,0.0,0.0,0.0,3.0,,143,0,181.55429394712303,210,,90.6
3.0,,0.0,,90.96,181.55429394712303,3,10.0,2,,,25.52,3558,1680687943.0,,0,0.0,0.0,0.0,3.0,,144,0,181.55429394712303,211,,90.6
3.0,,0.0,,90.96,181.55429394712303,3,9.8,2,,,24.5,3744,1680687944.0,,0,0.0,0.0,0.0,3.0,,145,0,181.55429394712303,212,,90.6
3.0,,0.0,,90.96,181.55429394712303,3,9.39,2,,,23.48,3929,1680687945.0,,0,0.0,0.0,0.0,3.0,,146,0,181.55429394712303,213,,90.6
3.0,,0.0,,90.96,181.55429394712303,3,8.99,2,,,22.46,4114,1680687946.0,,0,0.0,0.0,0.0,3.0,,147,0,181.55429394712303,214,,90.6
3.0,,0.0,,90.96,181.55429394712303,3,8.58,2,,,21.44,4299,1680687947.0,,0,0.0,0.0,0.0,3.0,,148,0,181.55429394712303,215,,90.6
3.0,,0.0,,90.96,181.55429394712303,3,8.17,2,,,20.42,4484,1680687948.0,,0,0.0,0.0,0.0,3.0,,149,0,181.55429394712303,216,,90.6
3.0,,0.0,,90.96,181.55429394712303,3,7.76,2,,,19.4,4669,1680687949.0,,0,0.0,0.0,0.0,3.0,,150,0,181.55429394712303,217,,90.6
3.0,,0.0,,90.96,181.55429394712303,3,7.35,2,,,18.38,4855,1680687950.0,,0,0.0,0.0,0.0,3.0,,151,0,181.55429394712303,218,,90.6
3.0,,0.0,,90.96,181.55429394712303,3,6.94,2,,,17.35,5042,1680687951.0,,0,0.0,0.0,0.0,3.0,,152,0,181.55429394712303,219,,90.6
3.0,,0.0,,90.96,181.55429394712303,3,6.53,2,,,16.33,5226,1680687952.0,,0,0.0,0.0,0.0,3.0,,153,0,181.55429394712303,220,,90.6
3.0,,0.0,,90.96,181.55429394712303,3,6.13,2,,,15.32,5411,1680687953.0,,0,0.0,0.0,0.0,3.0,,154,0,181.55429394712303,221,,90.6
3.0,,0.0,,90.96,181.55429394712303,3,5.72,2,,,14.3,5596,1680687954.0,,0,0.0,0.0,0.0,3.0,,155,0,181.55429394712303,222,,90.6
3.0,,0.0,,90.96,181.55429394712303,3,5.31,2,,,13.28,5781,1680687955.0,,0,0.0,0.0,0.0,3.0,,156,0,181.55429394712303,223,,90.6
3.0,,0.0,,90.96,181.55429394712303,3,4.9,2,,,12.26,5966,1680687957.0,,0,0.0,0.0,0.0,3.0,,157,0,181.55429394712303,225,,90.6
3.0,,0.0,,90.96,181.55429394712303,3,4.5,2,,,11.24,6151,1680687958.0,,0,0.0,0.0,0.0,3.0,,158,0,181.55429394712303,226,,90.6
3.0,,0.0,,90.96,181.55429394712303,3,4.09,2,,,10.23,6335,1680687959.0,,0,0.0,0.0,0.0,3.0,,159,0,181.55429394712303,227,,90.6
3.0,,0.0,,90.96,181.55429394712303,3,3.68,2,,,9.21,6520,1680687960.0,,0,0.0,0.0,0.0,3.0,,160,0,181.55429394712303,228,,90.6
3.0,,0.0,,90.96,181.55429394712303,3,3.28,2,,,8.19,6705,1680687961.0,,0,0.0,0.0,0.0,3.0,,161,0,181.55429394712303,229,,90.6
3.0,,0.0,,90.96,181.55429394712303,3,2.87,2,,,7.17,6891,1680687962.0,,0,0.0,0.0,0.0,3.0,,162,0,181.55429394712303,230,,90.6
3.0,,0.0,,90.96,181.55429394712303,3,2.46,2,,,6.14,7077,1680687963.0,,0,0.0,0.0,0.0,3.0,,163,0,181.55429394712303,231,,90.6
3.0,,0.0,,90.96,181.55429394712303,3,2.05,2,,,5.12,7262,1680687964.0,,0,0.0,0.0,0.0,3.0,,164,0,181.55429394712303,232,,90.6
3.0,,0.0,,90.96,181.55429394712303,3,1.64,2,,,4.11,7446,1680687965.0,,0,0.0,0.0,0.0,3.0,,165,0,181.55429394712303,233,,90.6
3.0,,0.0,,90.96,181.55429394712303,3,1.23,2,,,3.09,7632,1680687966.0,,0,0.0,0.0,0.0,3.0,,166,0,181.55429394712303,234,,90.6
3.0,,0.0,,90.96,181.55429394712303,3,0.83,2,,,2.06,7817,1680687967.0,,0,0.0,0.0,0.0,3.0,,167,0,181.55429394712303,235,,90.6
3.0,,0.0,,90.96,181.55429394712303,3,0.5,2,,,1.04,8003,1680687968.0,,0,0.0,0.0,0.0,3.0,,168,0,181.55429394712303,236,,90.6
3.0,,0.0,,90.96,181.55429394712303,3,0.5,2,,,0.02,8188,1680687969.0,,0,0.0,0.0,0.0,3.0,,169,0,181.55429394712303,237,,90.6
3.0,,0.0,,90.96,181.55429394712303,3,0.5,2,,,0.0,8374,1680687970.0,,0,0.0,0.0,0.0,3.0,,170,0,181.55429394712303,238,,90.6
3.0,,0.0,,90.96,181.55429394712303,3,0.5,2,,,0.0,8559,1680687971.0,,0,0.0,0.0,0.0,3.0,,171,0,181.55429394712303,239,,90.6
3.0,,0.0,,90.96,181.55429394712303,3,0.5,2,,,0.0,8744,1680687972.0,,0,0.0,0.0,0.0,3.0,,172,0,181.55429394712303,240,,90.6
3.0,,0.0,,90.96,181.55429394712303,3,0.5,2,,,0.0,8929,1680687973.0,,0,0.0,0.0,0.0,3.0,,173,0,181.55429394712303,241,,90.6
3.0,,0.0,,90.96,181.55429394712303,3,0.5,2,,,0.0,9115,1680687974.0,,0,0.0,0.0,0.0,3.0,,174,0,181.55429394712303,242,,90.6
3.0,,0.0,,90.96,181.55429394712303,3,0.5,2,,,0.0,9300,1680687975.0,,0,0.0,0.0,0.0,3.0,,175,0,181.55429394712303,243,,90.6
3.0,,0.0,,90.96,181.55429394712303,3,0.5,2,,,0.0,9486,1680687976.0,,0,0.0,0.0,0.0,3.0,,176,0,181.55429394712303,244,,90.6
3.0,,0.0,,90.96,181.55429394712303,3,0.5,2,,,0.0,9671,1680687977.0,,0,0.0,0.0,0.0,3.0,,177,0,181.55429394712303,245,,90.6
3.0,,0.0,,90.96,181.55429394712303,3,0.5,2,,,0.0,9857,1680687978.0,,0,0.0,0.0,0.0,3.0,,178,0,181.55429394712303,246,,90.6
3.0,,0.0,,90.96,181.55429394712303,3,0.5,2,,,0.0,10042,1680687979.0,,0,0.0,0.0,0.0,3.0,,179,0,181.55429394712303,247,,90.6
3.0,,0.0,,90.96,181.55429394712303,3,0.5,2,,,0.0,10227,1680687980.0,,0,0.0,0.0,0.0,3.0,,180,0,181.55429394712303,248,,90.6
3.0,,0.0,,90.96,181.55429394712303,3,0.5,2,,,0.0,10411,1680687981.0,,0,0.0,0.0,0.0,3.0,,181,0,181.55429394712303,249,,90.6
