04_peers/peer_3_epoch_oos,03_hivemind/global_samples_accumulated,03_hivemind/per_epoch_training_samples,03_hivemind/epoch_s,03_hivemind/num_clients,04_peers/peer_2_samples_per_second,03_hivemind/num_peers,04_peers/peer_1_samples_per_second,03_hivemind/undershot_TBS,03_hivemind/epoch_based_sps,04_peers/peer_3_samples_per_second,_step,03_hivemind/overshot_TBS,03_hivemind/reached_TBS,03_hivemind/optimistic_total_samples_per_second,04_peers/peer_2_epoch_oos,03_hivemind/total_training_samples,04_peers/peer_3_samples_accumulated,03_hivemind/estimated_current_samples,03_hivemind/actual_total_samples_per_second,04_peers/peer_1_epoch,04_peers/peer_1_epoch_oos,03_hivemind/eta_next_epoch_s,04_peers/peer_1_samples_accumulated,_timestamp,04_peers/peer_3_epoch,03_hivemind/global_epoch,03_hivemind/next_fetch_time_s,04_peers/peer_2_samples_accumulated,_runtime,04_peers/peer_2_epoch
,0,,,0,211.71,2,154.42,,,,182,,,366.13679003779293,0.0,,,16462,366.13679003779293,3.0,0.0,44.53,0.0,1680694941.0,,3,10.0,0.0,256,3.0
,0,,,0,211.71,2,154.42,,,,183,,,366.13679003779293,0.0,,,16835,366.13679003779293,3.0,0.0,43.52,0.0,1680694942.0,,3,10.0,0.0,257,3.0
,0,,,0,211.71,2,154.42,,,,184,,,366.13679003779293,0.0,,,17209,366.13679003779293,3.0,0.0,42.5,0.0,1680694943.0,,3,10.0,0.0,258,3.0
,0,,,0,211.71,2,154.42,,,,185,,,366.13679003779293,0.0,,,17582,366.13679003779293,3.0,0.0,41.48,0.0,1680694944.0,,3,10.0,0.0,259,3.0
,0,,,0,211.71,2,154.42,,,,186,,,366.13679003779293,0.0,,,17956,366.13679003779293,3.0,0.0,40.46,0.0,1680694945.0,,3,10.0,0.0,260,3.0
,0,,,0,211.71,2,154.42,,,,187,,,366.13679003779293,0.0,,,18329,366.13679003779293,3.0,0.0,39.44,0.0,1680694946.0,,3,10.0,0.0,261,3.0
,0,,,0,211.71,2,154.42,,,,188,,,366.13679003779293,0.0,,,18702,366.13679003779293,3.0,0.0,38.42,0.0,1680694947.0,,3,10.0,0.0,262,3.0
,0,,,0,211.71,2,154.42,,,,189,,,366.13679003779293,0.0,,,19077,366.13679003779293,3.0,0.0,37.39,0.0,1680694948.0,,3,10.0,0.0,263,3.0
,0,,,0,211.71,2,154.42,,,,190,,,366.13679003779293,0.0,,,19453,366.13679003779293,3.0,0.0,36.37,0.0,1680694949.0,,3,10.0,0.0,264,3.0
,0,,,0,211.71,2,154.42,,,,191,,,366.13679003779293,0.0,,,19827,366.13679003779293,3.0,0.0,35.34,0.0,1680694950.0,,3,10.0,0.0,265,3.0
,0,,,0,211.71,2,154.42,,,,192,,,366.13679003779293,0.0,,,20203,366.13679003779293,3.0,0.0,34.32,0.0,1680694951.0,,3,10.0,0.0,266,3.0
,0,,,0,211.71,2,154.42,,,,193,,,366.13679003779293,0.0,,,20577,366.13679003779293,3.0,0.0,33.3,0.0,1680694953.0,,3,10.0,0.0,268,3.0
,0,,,0,211.71,2,154.42,,,,194,,,366.13679003779293,0.0,,,20952,366.13679003779293,3.0,0.0,32.27,0.0,1680694954.0,,3,10.0,0.0,269,3.0
