memory/total_memory_sys_MB,cpu/logical_core_count,01_general/dataset_iteration_count,process/memory/shared_memory_proc_MB,cpu/load/avg_sys_load_one_min_percent,process/involuntary_proc_ctx_switches,cpu/load/avg_sys_load_five_min_percent,cpu/interrupts/soft_interrupts_count,02_timing/backward_time_s,disk/time/disk_busy_time_sys_s,01_general/step,process/memory/lib_memory_proc_MB,cpu/load/avg_sys_load_fifteen_min_percent,02_timing/dataload_time_s,memory/used_memory_sys_percent,memory/available_memory_sys_MB,process/voluntary_proc_ctx_switches,cpu/interrupts/ctx_switches_count,02_timing/dataload_cuda_move_time_s,memory/used_memory_sys_MB,01_general/lr,process/memory/text_resident_set_proc_MB,01_general/step_based_sps,process/memory/virtual_memory_size_proc_MB,disk/time/disk_read_time_sys_s,02_timing/loss_calc_time_s,bandwidth/net_recv_sys_bandwidth_Mbits,_runtime,02_timing/forward_time_s,_step,disk/time/disk_write_time_sys_s,cpu/interrupts/interrupts_count,01_general/minibatch_loss,02_timing/opt_step_time_s,process/memory/dirty_pages_proc_count,disk/counter/disk_write_sys_count,_timestamp,bandwidth/net_sent_sys_bandwidth_Mbits,02_timing/step_time_s,01_general/locally_processed_samples,bandwidth/disk_read_sys_bandwidth_MBs,process/memory/data_resident_set_proc_MB,disk/counter/disk_read_sys_count,process/memory/resident_set_size_proc_MB,bandwidth/disk_write_sys_bandwidth_MBs
,,,968.564736,10.625,89.0,5.875,15988.0,0.06278478099920903,0.4000000000000057,,3594.571776,9.25,,15.2,26750.644224,595.0,16057.0,0.001111591999688244,4318.765056,,2.654208,,28178.796544,0.0,0.0012632049993044348,0.0,28,0.16970942500029196,69,0.19200000000000728,35507.0,,1.9030003386433236e-06,0.0,194.0,1696189985.0,0.0,,,0.0,0.0,0.0,3695.935488,0.3226694514979281
,,0.0,,,,,,,,40.0,,,0.0017516239995529759,,,,,,,0.0001,,12.678420774304424,,,,,29,,70,,,1.9085807800292969,,,,1696189986.0,,0.2366225299983853,123.0,,,,,
,,0.0,,,,,,0.07085992000065744,,41.0,,,0.0015583330005028984,,,,,0.0011146140004711924,,0.0001,,12.351311718681426,,,0.0011962690005020704,,29,0.16815790700002253,71,,,1.9784252643585205,2.13899966183817e-06,,,1696189986.0,,0.24288918200181797,126.0,,,,,
,,,968.564736,10.625,95.0,5.875,16507.0,0.0670920020002086,0.41200000000000614,,3594.571776,9.25,,15.3,26742.82496,616.0,16565.0,0.0011222399998587207,4326.97344,,2.654208,,28178.796544,0.0,0.0012269480002942146,0.010216692036211672,29,0.1705225559999235,72,0.19399999999995998,36949.0,,2.0319994291639887e-06,0.0,197.0,1696189986.0,0.07221071789583983,,,0.0,0.0,0.0,3695.935488,0.01225045976453332
,,0.0,,,,,,,,42.0,,,0.0019157990000167047,,,,,,,0.0001,,12.402763522594933,,,,,30,,73,,,2.0735011100769043,,,,1696189987.0,,0.2418815769997309,129.0,,,,,
,,0.0,,,,,,0.05870626199975959,,43.0,,,0.0015874020000410383,,,,,0.0011072659999626921,,0.0001,,12.945605822317836,,,0.001230904999829363,,30,0.1691052670003046,74,,,1.8710612058639526,1.7630000002100132e-06,,,1696189987.0,,0.2317388649998975,132.0,,,,,
,,,968.564736,11.75,97.0,6.125,17036.0,0.06396181800027989,0.4240000000000066,,3594.571776,9.375,,15.3,26738.446336,634.0,17123.0,0.0011011449996658484,4331.155456,,2.654208,,28178.796544,0.0,0.0012333610002315254,0.0625617925218037,30,0.16858813999988342,75,0.19700000000011642,38404.0,,1.635999979043845e-06,0.0,201.0,1696189987.0,0.0474397682361917,,,0.0,0.0,0.0,3695.935488,0.016334338487050345
,,0.0,,,,,,,,44.0,,,0.0015904689998933463,,,,,,,0.0001,,12.686246306291974,,,,,31,,76,,,1.8120511770248413,,,,1696189988.0,,0.23647656899993308,135.0,,,,,
,,0.0,,,,,,0.06517093399997975,,45.0,,,0.0013904540001021815,,,,,0.001007376999950793,,0.0001,,12.600166864054627,,,0.0012617819993465673,,31,0.16925941399949807,77,,,2.182208299636841,2.124000275216531e-06,,,1696189988.0,,0.23809208499915258,138.0,,,,,
,,,968.564736,11.75,101.0,6.125,17631.0,0.06117654900026537,0.4399999999999977,,3594.571776,9.375,,15.2,26749.161472,652.0,17681.0,0.0011168789997100248,4317.351936,,2.654208,,28178.796544,0.0,0.00118814800043765,0.06325173670693185,31,0.16932599500069045,78,0.20200000000022555,39893.0,,1.7410002328688279e-06,0.0,208.0,1696189988.0,0.09710354281704187,,,0.0,0.0,0.0,3696.054272,0.02859412517492238
,,0.0,,,,,,,,46.0,,,0.001521160999800486,,,,,,,0.0001,,12.802432229910814,,,,,32,,79,,,2.2824957370758057,,,,1696189989.0,,0.23433047300113685,141.0,,,,,
,,0.0,,,,,,0.06672621799953049,,47.0,,,0.0018557619996499852,,,,,0.0011140810001961654,,0.0001,,12.556752334987104,,,0.001217564000398852,,32,0.16799996999998257,80,,,2.3914623260498047,1.6849999155965634e-06,,,1696189989.0,,0.23891527999967366,144.0,,,,,
,,,968.564736,11.75,103.0,6.125,18122.0,0.05414859400025307,0.46000000000000796,,3594.575872,9.375,,15.2,26745.188352,673.0,18165.0,0.0011395259998607798,4321.521664,,2.654208,,28178.796544,0.0,0.0012097569997422397,0.0,32,0.1688276249997216,81,0.20499999999992724,41331.0,,2.382999809924513e-06,0.0,213.0,1696189989.0,0.0,,,0.0,0.0,0.0,3696.054272,0.07353607318789016
,,0.0,,,,,,,,48.0,,,0.0017657449998296215,,,,,,,0.0001,,13.210410173153429,,,,,33,,82,,,2.8686020374298096,,,,1696189990.0,,0.22709362999921723,147.0,,,,,
,,0.0,,,,,,0.059777199000563996,,49.0,,,0.001579785000103584,,,,,0.0010444079998706002,,0.0001,,12.98729094870953,,,0.0012469040002542897,,33,0.16734487499979878,83,,,2.2172698974609375,1.8850005290005356e-06,,,1696189990.0,,0.23099505600112025,150.0,,,,,
,,,968.564736,11.75,107.0,6.125,18655.0,0.053865159999986645,0.4800000000000182,,3594.579968,9.375,,15.3,26741.768192,692.0,18668.0,0.0011549840000952827,4324.732928,,2.654208,,28178.796544,0.0,0.0011709020000125747,0.009599949251363303,33,0.16881171699969855,84,0.22499999999990905,42762.0,,1.7180000213556923e-06,0.0,235.0,1696189990.0,0.07233078951070858,,,0.0,0.0,0.0,3696.054272,0.1348302095491906
,,0.0,,,,,,,,50.0,,,0.001625220999812882,,,,,,,0.0001,,13.23745287369673,,,,,34,,85,,,2.893446207046509,,,,1696189991.0,,0.2266297019996273,153.0,,,,,
,,0.0,,,,,,0.05263839300005202,,51.0,,,0.0017369779998261947,,,,,0.0011560330003703712,,0.0001,,13.333507735608018,,,0.0012358449994280818,,34,0.1682265780000307,86,,,3.019580841064453,3.230000402254518e-06,,,1696189991.0,,0.22499705700010963,156.0,,,,,
,,,968.564736,11.75,109.0,6.125,19127.0,0.06396367399975134,0.5,,3594.584064,9.375,,15.3,26736.316416,710.0,19141.0,0.001084867999452399,4330.3936,,2.654208,,28178.796544,0.0,0.001301239999520476,0.0,34,0.16916507400037517,87,0.2339999999999236,44011.0,,1.8279997675563209e-06,0.0,243.0,1696189991.0,0.0,,,0.0,0.0,0.0,3696.054272,0.16751966751315994
,,0.0,,,,,,,,52.0,,,0.0015472490003958228,,,,,,,0.0001,,12.654814091898702,,,,,35,,88,,,2.1462738513946533,,,,1696189992.0,,0.23706393299926276,159.0,,,,,
,,0.0,,,,,,0.06033153600037622,,53.0,,,0.0019431720002103248,,,,,0.0013443620000543888,,0.0001,,12.859145319954113,,,0.001240071999745851,,35,0.1684360059998653,89,,,2.2331182956695557,1.850000444392208e-06,,,1696189992.0,,0.23329699800069648,162.0,,,,,
,,,968.564736,11.875,112.0,6.25,19654.0,0.07334972199987533,0.5160000000000196,,3594.58816,9.375,,15.3,26730.409984,731.0,19629.0,0.001090050999664527,4336.10752,,2.654208,,28178.796544,0.0,0.0011812950006060419,0.01132967893812192,35,0.16783380000015313,90,0.23600000000033106,45295.0,,2.0710003809654154e-06,0.0,246.0,1696189992.0,0.07201526923786669,,,0.0,0.0,0.0,3696.054272,0.012255202033222149
,,0.0,,,,,,,,54.0,,,0.0014965170003051753,,,,,,,0.0001,,12.247224631882451,,,,,35,,91,,,2.0324902534484863,,,,1696189992.0,,0.24495345600098517,165.0,,,,,
,,0.0,,,,,,0.0684037780001745,,55.0,,,0.0014105640002526343,,,,,0.0010852209998120088,,0.0001,,12.415559298060591,,,0.0011960510000790237,,36,0.16953459700016538,92,,,2.210411548614502,2.0770003175130114e-06,,,1696189993.0,,0.24163228800080105,168.0,,,,,
,,,968.564736,11.875,113.0,6.25,20119.0,0.05754663400057325,0.52800000000002,,3594.592256,9.375,,15.3,26727.50592,747.0,20108.0,0.001238142999682168,4339.212288,,2.654208,,28178.796544,0.0,0.0012870640002802247,0.0,36,0.17101833500055363,93,0.23800000000028376,46460.0,,1.6460007827845402e-06,0.0,249.0,1696189993.0,0.0,,,0.0,0.0,0.0,3696.062464,0.012256070487346523
,,0.0,,,,,,,,56.0,,,0.0016987700000754558,,,,,,,0.0001,,12.88711873706177,,,,,36,,94,,,2.591120719909668,,,,1696189993.0,,0.23279059200194752,171.0,,,,,
,,0.0,,,,,,0.06967522200011445,,57.0,,,0.0014815919994362048,,,,,0.0009937610002452857,,0.0001,,12.357060678890036,,,0.0011659250003503985,,37,0.16945798599954287,95,,,2.3938069343566895,1.6949998098425567e-06,,,1696189994.0,,0.24277618099949905,174.0,,,,,
,,,968.564736,11.875,114.0,6.25,20641.0,0.06815143399944645,0.5480000000000018,,3594.596352,9.375,,15.3,26720.694272,767.0,20669.0,0.0011197720004929579,4346.011648,,2.654208,,28178.796544,0.0,0.0011478780006655143,0.011164962736156905,37,0.16878280400032963,96,0.24299999999993815,47849.0,,1.720000000204891e-06,0.0,257.0,1696189994.0,0.0723049051782533,,,0.0,0.0,0.0,3696.06656,0.11441094046313516
,,0.0,,,,,,,,58.0,,,0.001645407000069099,,,,,,,0.0001,,12.45593634662569,,,,,37,,97,,,1.9894578456878662,,,,1696189994.0,,0.24084901500100386,177.0,,,,,
,,0.0,,,,,,0.05150819099981163,,59.0,,,0.0014931179994164268,,,,,0.0010200890001215157,,0.0001,,13.323196985935933,,,0.0012452029995984049,,38,0.16990279899982852,98,,,3.4645204544067383,1.7809998098528013e-06,,,1696189995.0,,0.22517118099858635,180.0,,,,,
,,,968.564736,11.875,117.0,6.25,21082.0,0.08763902300051996,0.5600000000000023,,3594.604544,9.375,,15.3,26716.32384,787.0,21205.0,0.001086309000129404,4350.590976,,2.654208,,28178.796544,0.0,0.0013862340001651319,0.0,38,0.15868674800003646,99,0.2450000000003456,49212.0,,1.978999534912873e-06,0.0,260.0,1696189995.0,0.0,,,0.0,0.0,0.0,3696.070656,0.012258102218123271
,,0.0,,,,,,,,60.0,,,0.0015557679998892127,,,,,,,0.0001,,11.982933379019347,,,,,38,,100,,,2.177506446838379,,,,1696189995.0,,0.2503560610002751,183.0,,,,,
,,0.0,,,,,,0.07215817900032562,,61.0,,,0.0015669840004193247,,,,,0.0010620729999573086,,0.0001,,12.144871410272586,,,0.0011985419996562996,,39,0.17103030399994168,101,,,1.7834014892578125,1.7659995137364604e-06,,,1696189996.0,,0.24701784799981397,186.0,,,,,
,,,968.564736,11.875,122.0,6.25,21563.0,0.06655415299974266,0.5800000000000125,,3594.60864,9.375,,15.4,26710.069248,811.0,21700.0,0.0011483560001579463,4356.452352,,2.654208,,28178.796544,0.0,0.0012082849998478196,0.010549760818858856,39,0.1669492339997305,102,0.24700000000029831,50526.0,,1.6770000001997687e-06,0.0,263.0,1696189996.0,0.07257948155602657,,,0.0,0.0,0.0,3696.078848,0.012257513325824667
,,0.0,,,,,,,,62.0,,,0.0016618980007478967,,,,,,,0.0001,,12.630323732488737,,,,,39,,103,,,1.8665313720703125,,,,1696189996.0,,0.237523603000227,189.0,,,,,
,,0.0,,,,,,0.06044933400062291,,63.0,,,0.001637528999708593,,,,,0.001107032999243529,,0.0001,,12.708917984175095,,,0.001254341999811004,,40,0.1716047370000524,104,,,2.3305389881134033,1.7390002540196292e-06,,,1696189997.0,,0.23605471399969247,192.0,,,,,
,,0.0,,,,,,0.059708391999265586,,64.0,,,0.0019154609999532113,,,,,0.0011733369992725784,,0.0001,,12.812371106266763,,,0.0012024150000797817,,40,0.17014698300044984,105,,,2.1053340435028076,2.10899997910019e-06,,,1696189997.0,,0.2341486969990001,195.0,,,,,
,,,968.564736,11.875,124.0,6.375,22327.0,,0.6000000000000227,,3594.612736,9.375,,15.4,26710.233088,845.0,22506.0,0.0010831520003193873,4359.376896,,2.654208,,28178.796544,0.0,,0.07307138015520057,40,,106,0.2510000000002037,52232.0,,,0.0,268.0,1696189997.0,0.059647176144668086,,,0.0,0.0,0.0,3696.095232,0.02041946655977816
,,0.0,,,,,,0.052104674000474915,,65.0,,,0.001590749000570213,,,,,,,0.0001,,13.201419469385423,,,0.001286459999391809,,41,0.17118073500023456,107,,,3.518671989440918,2.5199997253366746e-06,,,1696189998.0,,0.22724829000071622,198.0,,,,,
,,0.0,,,,,,0.05496210000001156,,66.0,,,0.0016131390002556145,,,,,0.0010857280003619962,,0.0001,,13.095475954779971,,,0.0013004910006202408,,41,0.17012281600000279,108,,,2.3902335166931152,2.4739993023104034e-06,,,1696189998.0,,0.2290867480005545,201.0,,,,,
,,,968.564736,11.875,128.0,6.375,22852.0,,0.6200000000000045,,3594.616832,9.375,,15.4,26704.269312,882.0,23079.0,0.0010459949999130913,4365.139968,,2.654208,,28178.796544,0.0,,0.009935683734115346,41,,109,0.25400000000036016,53796.0,,,0.0,272.0,1696189998.0,0.07670028628287316,,,0.0,0.0,0.0,3696.103424,0.01634400023830649
,,0.0,,,,,,0.0671514269997715,,67.0,,,0.0015233300000545569,,,,,,,0.0001,,12.545263887090574,,,0.0013333220003914903,,42,0.1680775699996957,110,,,2.305973768234253,2.425000275252387e-06,,,1696189999.0,,0.2391340690001016,204.0,,,,,
,,0.0,,,,,,0.06602691199987021,,68.0,,,0.0015724770000815624,,,,,0.00105065600018861,,0.0001,,12.635580941773298,,,0.0012941759996465407,,42,0.1674775999999838,111,,,2.374884605407715,2.9570001061074436e-06,,,1696189999.0,,0.23742477799987682,207.0,,,,,
,,,968.564736,11.875,130.0,6.375,23324.0,,0.6400000000000148,,3594.883072,9.375,,15.4,26698.702848,912.0,23608.0,0.0011779950000345707,4371.091456,,2.654208,,28179.058688,0.0,,0.0,42,,112,0.25700000000006185,55141.0,,,0.0,277.0,1696189999.0,0.0,,,0.0,0.0,0.0,3696.111616,0.05310040827584752
,,0.0,,,,,,0.060158207999847946,,69.0,,,0.0027811250001832377,,,,,,,0.0001,,12.758119780968926,,,0.001285634999476315,,43,0.16973954900004173,113,,,2.0316781997680664,1.8549999367678538e-06,,,1696190000.0,,0.23514436699952057,210.0,,,,,
,,0.0,,,,,,0.06877193399941461,,70.0,,,0.001662231999944197,,,,,0.0011243829994782573,,0.0001,,12.488664715586347,,,0.0011352109995641513,,43,0.1675222419999045,114,,,2.140087127685547,1.8330001694266684e-06,,,1696190000.0,,0.24021783499847515,213.0,,,,,
,,,968.564736,11.875,135.0,6.375,23858.0,,0.6520000000000152,,3594.887168,9.375,,15.4,26691.923968,933.0,24148.0,0.0010968609994961298,4377.47712,,2.654208,,28179.058688,0.0,,0.010978294794530124,43,,115,0.2600000000002183,56433.0,,,0.0,280.0,1696190000.0,0.07238015288681834,,,0.0,0.0,0.0,3696.111616,0.012254840699309882
,,0.0,,,,,,0.060062343000026885,,71.0,,,0.0014754789999642526,,,,,,,0.0001,,12.833603974131709,,,0.0012849050008298946,,44,0.16983967399937683,116,,,2.1491127014160156,2.041999323409982e-06,,,1696190001.0,,0.2337613039990174,216.0,,,,,
,,0.0,,,,,,0.07030285299970274,,72.0,,,0.0016525239998372854,,,,,0.0010444409999763593,,0.0001,,12.250764325274941,,,0.0012769409995598835,,44,0.1706042019995948,117,,,1.9776540994644165,1.7189995560329407e-06,,,1696190001.0,,0.2448826799982271,219.0,,,,,
,,,968.564736,11.875,137.0,6.375,24298.0,,0.6640000000000157,,3594.89536,9.375,,15.4,26686.263296,955.0,24620.0,0.0011045049996027956,4383.342592,,2.654208,,28179.058688,0.0,,0.0,44,,118,0.262000000000171,57690.0,,,0.0,283.0,1696190001.0,0.0,,,0.0,0.0,0.0,3696.119808,0.012258073063707908
,,0.0,,,,,,0.05262685599973338,,73.0,,,0.0018422240000290913,,,,,,,0.0001,,13.171874717740799,,,0.0012369459991532494,,45,0.17094547800024884,119,,,3.478534460067749,2.002999281103257e-06,,,1696190002.0,,0.22775801199804846,222.0,,,,,
,,0.0,,,,,,0.06060299899945676,,74.0,,,0.001450106000447704,,,,,0.0011922940002477844,,0.0001,,12.838512579763323,,,0.0012785669996446813,,45,0.16914629799975955,120,,,1.7799301147460938,1.6650001271045767e-06,,,1696190002.0,,0.2336719289996836,225.0,,,,,
,,,968.564736,13.0,139.0,6.625,24793.0,,0.6760000000000161,,3594.899456,9.5,,15.5,26680.070144,978.0,25104.0,0.0011617689997365233,4389.33504,,2.654208,,28179.058688,0.0,,0.011100547044101128,45,,121,0.2640000000001237,58963.0,,,0.0,286.0,1696190002.0,0.07341044745427606,,,0.0,0.0,0.0,3696.123904,0.012257685323171008
,,0.0,,,,,,0.05230665700037207,,75.0,,,0.0015171909999480704,,,,,,,0.0001,,13.270970741507222,,,0.0012258579999979702,,46,0.1698439239999061,122,,,2.673152208328247,1.9150002117385156e-06,,,1696190003.0,,0.22605731400017248,228.0,,,,,
,,0.0,,,,,,0.05982414399932168,,76.0,,,0.0017573619998074719,,,,,0.001191682999888144,,0.0001,,12.818729428507504,,,0.00122366800042073,,46,0.17003388200009795,123,,,2.142815351486206,1.8159998944611289e-06,,,1696190003.0,,0.23403255499943043,231.0,,,,,
,,,968.564736,13.0,140.0,6.625,25354.0,,0.6920000000000073,,3594.903552,9.5,,15.5,26673.180672,1002.0,25620.0,0.0011582870001802803,4396.220416,,2.654208,,28179.058688,0.0,,0.05234456869715615,46,,124,0.2670000000002801,60218.0,,,0.0,289.0,1696190003.0,0.016863215198670987,,,0.0,0.0,0.0,3696.128,0.012252553716844205
,,0.0,,,,,,0.06932578800024203,,77.0,,,0.0014495250006802962,,,,,,,0.0001,,12.239223705131458,,,0.001142387000072631,,47,0.17203579000033642,125,,,2.03059983253479,1.8079999790643342e-06,,,1696190004.0,,0.24511358500149072,234.0,,,,,
,,0.0,,,,,,0.0601334909997604,,78.0,,,0.0014440900004046853,,,,,0.0012141329998485162,,0.0001,,12.833186414713625,,,0.0011859699998240103,,47,0.16978934700000536,126,,,2.239995241165161,1.8790005924529396e-06,,,1696190004.0,,0.23376891000043543,237.0,,,,,
,,,968.564736,13.0,145.0,6.625,25867.0,,0.7120000000000175,,3594.907648,9.5,,15.5,26668.691456,1042.0,26268.0,0.0012712970001302892,4400.72192,,2.654208,,28179.058688,0.0,,0.011495574089618498,47,,127,0.2699999999999818,61531.0,,,0.0,294.0,1696190004.0,0.07277073338980404,,,0.0,0.0,0.0,3696.132096,0.04492926666108597
,,0.0,,,,,,0.055263737000132096,,79.0,,,0.0016668320004100678,,,,,,,0.0001,,12.902272869529027,,,0.00116978799997014,,48,0.17314323200025683,128,,,2.863417148590088,2.285999471496325e-06,,,1696190005.0,,0.23251717200037092,240.0,,,,,
,,0.0,,,,,,0.06970459900003334,,80.0,,,0.0015124970004762872,,,,,0.001214204999996582,,0.0001,,12.366623339361983,,,0.0012226150001879432,,48,0.16893269999945915,129,,,2.047067642211914,1.835000148275867e-06,,,1696190005.0,,0.24258845100030157,243.0,,,,,
,,,968.564736,13.0,148.0,6.625,26387.0,,0.724000000000018,,3594.91584,9.5,,15.5,26662.8096,1083.0,26901.0,0.001237706000210892,4406.587392,,2.654208,,28179.058688,0.0,0.0011839750004583038,0.0,48,0.16921999199985294,130,0.27500000000009095,62824.0,,,0.0,301.0,1696190005.0,0.0,,,0.0,0.0,0.0,3696.136192,0.085808919662523
,,0.0,,,,,,0.06480285300040123,,81.0,,,0.0017144260000350187,,,,,,,0.0001,,12.596537395712984,,,,,49,,131,,,2.19822359085083,1.7350002963212319e-06,,,1696190006.0,,0.2381606870012547,246.0,,,,,
,,0.0,,,,,,0.06613581199962937,,82.0,,,0.0013938719994257553,,,,,0.0011455320000095526,,0.0001,,12.492788589917419,,,0.0012109109993616585,,49,0.1702502469997853,132,,,1.6999157667160034,2.1650002963724546e-06,,,1696190006.0,,0.240138538998508,249.0,,,,,
,,,968.564736,13.0,150.0,6.625,26985.0,,0.7360000000000184,,3594.919936,9.5,,15.5,26657.23904,1100.0,27414.0,0.0012201519994050614,4412.350464,,2.654208,,28179.058688,0.0,0.001148543000454083,0.010700676213238008,49,0.16951327500009938,133,0.2780000000002474,64011.0,,,0.0,304.0,1696190006.0,0.07304548106327649,,,0.0,0.0,0.0,3696.144384,0.012256702962600055
,,0.0,,,,,,0.0690491639998072,,83.0,,,0.0015945489994919626,,,,,,,0.0001,,12.36969388221805,,,,,50,,134,,,1.8242249488830566,2.5500003175693564e-06,,,1696190007.0,,0.24252823299957527,252.0,,,,,
,,0.0,,,,,,0.06455467799969483,,84.0,,,0.0015350550002040109,,,,,0.0012039780003760825,,0.0001,,12.573018064341186,,,0.001188533999993524,,50,0.17012213799989695,135,,,2.3046247959136963,1.8119999367627315e-06,,,1696190007.0,,0.23860619500010216,255.0,,,,,
,,,968.564736,13.875000000000002,152.0,7.000000000000001,27494.0,,0.7480000000000189,,3594.924032,9.625,,15.6,26650.013696,1120.0,27886.0,0.0011689679995470215,4419.772416,,2.654208,,28179.058688,0.0,0.0011652679995677317,0.000861915648385953,50,0.17014475300038612,136,0.2800000000002001,65146.0,,,0.0,307.0,1696190007.0,0.000861915648385953,,,0.0,0.0,0.0,3696.14848,0.012258355867388673
,,0.0,,,,,,0.059148542000002635,,85.0,,,0.002197094999246474,,,,,,,0.0001,,12.830044392166723,,,,,51,,137,,,2.8144421577453613,1.532999704068061e-06,,,1696190008.0,,0.23382615899845405,258.0,,,,,
,,0.0,,,,,,0.06712154399974679,,86.0,,,0.0013637619995279238,,,,,0.0012084169993613614,,0.0001,,12.422224967190113,,,0.001266966000002867,,51,0.170540362999418,138,,,1.8954015970230103,1.577999682922382e-06,,,1696190008.0,,0.24150262999773986,261.0,,,,,
,,,968.564736,13.875000000000002,155.0,7.000000000000001,28052.0,,0.76400000000001,,3594.928128,9.625,,15.6,26645.684224,1137.0,28403.0,0.0011997279998468002,4423.921664,,2.654208,,28179.058688,0.0,0.0012721529992631986,0.010152556875566947,51,0.17267264800011617,139,0.3040000000000873,66379.0,,,0.0,332.0,1696190008.0,0.07332668253234272,,,0.0,0.0,0.0,3696.160768,0.10625065831176066
,,0.0,,,,,,0.05560448600044765,,87.0,,,0.0015119039999262895,,,,,,,0.0001,,12.916391025544925,,,,,52,,140,,,2.6463654041290283,2.101999598380644e-06,,,1696190009.0,,0.2322630209991985,264.0,,,,,
,,0.0,,,,,,0.0604718619997584,,88.0,,,0.0014647120005975012,,,,,0.0012136240002291743,,0.0001,,12.811570946252841,,,0.0011132539993923274,,52,0.16989807000027213,141,,,2.434232711791992,1.7989996194955893e-06,,,1696190009.0,,0.23416332099986903,267.0,,,,,
,,,968.564736,13.875000000000002,156.0,7.000000000000001,28565.0,,0.7800000000000011,,3594.932224,9.625,,15.6,26637.692928,1169.0,28911.0,0.0012009199999738485,4432.109568,,2.654208,,28179.058688,0.0,0.001297924000027706,0.0,52,0.17294364600002154,142,0.30600000000004,67577.0,,,0.0,335.0,1696190009.0,0.0,,,0.0,0.0,0.0,3696.16896,0.012257801934287004
,,0.0,,,,,,0.06451123799979541,,89.0,,,0.0014556080004695104,,,,,,,0.0001,,12.426930683166422,,,,,53,,143,,,2.352714776992798,1.8439995983499102e-06,,,1696190010.0,,0.24141117999988637,270.0,,,,,
,,0.0,,,,,,0.07213227200008987,,90.0,,,0.001506090000475524,,,,,0.00120230199991056,,0.0001,,12.075345956512267,,,0.0012666310003623948,,53,0.1723308629998428,144,,,1.825053095817566,1.9290000636829063e-06,,,1696190010.0,,0.24844008700074482,273.0,,,,,
,,,968.564736,13.875000000000002,158.0,7.000000000000001,29116.0,0.05183698400014691,0.804000000000002,,3594.93632,9.625,,15.6,26634.858496,1192.0,29450.0,0.0012598129997059004,4434.939904,,2.654208,,28179.058688,0.0,0.0012313649995121523,0.010987984508163708,53,0.17340022999997018,145,0.30999999999994543,68890.0,,1.8760001694317907e-06,0.0,340.0,1696190010.0,0.07292606419826181,,,0.0,0.0,0.0,3696.173056,0.040855831998285255
,,0.0,,,,,,,,91.0,,,0.0016898910007512313,,,,,,,0.0001,,13.0764446030946,,,,,54,,146,,,3.1045641899108887,,,,1696190011.0,,0.2294201590002558,276.0,,,,,
,,0.0,,,,,,0.0649939489994722,,92.0,,,0.0014567770003850455,,,,,0.001223121999828436,,0.0001,,12.410025967358209,,,0.001291519000005792,,54,0.17277261300023383,147,,,2.3301286697387695,2.0459992811083794e-06,,,1696190011.0,,0.2417400259992064,279.0,,,,,
,,,968.564736,13.875000000000002,159.0,7.000000000000001,29599.0,0.05785190799997508,0.8160000000000025,,3594.940416,9.625,,15.6,26626.609152,1220.0,29943.0,0.0012455629994292394,4442.99264,,2.654208,,28179.058688,0.0,0.0012158409999756259,0.0,54,0.1724556320004922,148,0.3120000000003529,70119.0,,1.5690002328483388e-06,0.0,343.0,1696190011.0,0.0,,,0.0,0.0,0.0,3696.181248,0.012257548307944757
,,0.0,,,,,,,,93.0,,,0.0015068559996507247,,,,,,,0.0001,,12.805334176358828,,,,,55,,149,,,2.5520691871643066,,,,1696190012.0,,0.2342773689997557,282.0,,,,,
,,0.0,,,,,,0.07294761299999664,,94.0,,,0.0016931999998632818,,,,,0.0012957300004927674,,0.0001,,12.356119730102737,,,0.0013099910001983517,,55,0.16554615699988062,150,,,2.061760425567627,1.9780000002356246e-06,,,1696190012.0,,0.2427946690004319,285.0,,,,,
,,,968.564736,14.875,163.0,7.249999999999999,30225.0,0.06680805300038628,0.828000000000003,,3594.944512,9.625,,15.6,26619.912192,1238.0,30563.0,0.001152877999629709,4449.492992,,2.654208,,28179.058688,0.0,0.001296549000471714,0.01305658763463272,55,0.17254019499978313,151,0.3140000000003056,71578.0,,1.75300010596402e-06,0.0,346.0,1696190012.0,0.0754327380775857,,,0.0,0.0,0.0,3696.185344,0.012266005259994099
,,0.0,,,,,,,,95.0,,,0.001627790000384266,,,,,,,0.0001,,12.324012181705255,,,,,56,,152,,,1.826338291168213,,,,1696190013.0,,0.24342721800076106,288.0,,,,,
,,0.0,,,,,,0.06650975000047765,,96.0,,,0.0016989080004350399,,,,,0.0010586700000203564,,0.0001,,12.430496587400778,,,0.0011940500007767696,,56,0.17087846100002935,153,,,2.2430548667907715,2.088000655930955e-06,,,1696190013.0,,0.2413419270023951,291.0,,,,,
,,,968.564736,14.875,164.0,7.249999999999999,30672.0,0.058911021999847435,0.8440000000000225,,3594.948608,9.625,,15.7,26617.344,1259.0,31049.0,0.0010719100000642356,4452.450304,,2.654208,,28179.058688,0.0,0.0013434499996947125,0.0,56,0.17230607000055898,154,0.3160000000002583,72847.0,,1.6859994502738118e-06,0.0,349.0,1696190013.0,0.0,,,0.0,0.0,0.0,3696.18944,0.012259875067157392
,,0.0,,,,,,,,97.0,,,0.0017255209995710175,,,,,,,0.0001,,12.746449466985196,,,,,57,,155,,,2.0433037281036377,,,,1696190014.0,,0.23535965899918665,294.0,,,,,
