03_hivemind/estimated_current_samples,03_hivemind/optimistic_total_samples_per_second,03_hivemind/num_peers,03_hivemind/global_samples_accumulated,_step,03_hivemind/eta_next_epoch_s,_runtime,03_hivemind/global_epoch,03_hivemind/next_fetch_time_s,03_hivemind/actual_total_samples_per_second,_timestamp,03_hivemind/num_clients,04_peers/peer_1_samples_accumulated,04_peers/peer_3_samples_per_second,04_peers/peer_2_samples_accumulated,04_peers/peer_1_epoch,04_peers/peer_2_epoch,04_peers/peer_3_epoch_oos,04_peers/peer_3_epoch,04_peers/peer_3_samples_accumulated,04_peers/peer_2_epoch_oos,04_peers/peer_2_samples_per_second,04_peers/peer_1_samples_per_second,04_peers/peer_1_epoch_oos,04_peers/peer_4_samples_per_second,04_peers/peer_4_samples_accumulated,04_peers/peer_4_epoch,04_peers/peer_5_samples_per_second,04_peers/peer_5_samples_accumulated,04_peers/peer_5_epoch,04_peers/peer_5_epoch_oos,04_peers/peer_4_epoch_oos,04_peers/peer_7_epoch,04_peers/peer_6_samples_accumulated,04_peers/peer_7_samples_per_second,04_peers/peer_6_samples_per_second,04_peers/peer_7_samples_accumulated,04_peers/peer_6_epoch,04_peers/peer_7_epoch_oos,04_peers/peer_6_epoch_oos,04_peers/peer_8_samples_per_second,04_peers/peer_8_samples_accumulated,04_peers/peer_8_epoch,04_peers/peer_8_epoch_oos,03_hivemind/epoch_s,03_hivemind/undershot_TBS,03_hivemind/total_training_samples,03_hivemind/per_epoch_training_samples,03_hivemind/reached_TBS,03_hivemind/epoch_based_sps,03_hivemind/overshot_TBS
58416,6011.796286046678,8,32416,91,0.0,207,5,0.5,6011.796286046678,1682817489,0,4160.0,825.13,4224.0,5.0,5.0,0.0,5.0,4288.0,0.0,825.67,821.85,0.0,213.12,2880.0,5.0,829.51,4192.0,5.0,0.0,0.0,5.0,4288.0,829.73,832.57,4256.0,5.0,0.0,0.0,834.22,4128.0,5.0,0.0,,,,,,,
66808,6011.796286046678,8,32416,92,0.0,209,5,0.5,6011.796286046678,1682817491,0,4160.0,825.13,4224.0,5.0,5.0,0.0,5.0,4288.0,0.0,825.67,821.85,0.0,213.12,2880.0,5.0,829.51,4192.0,5.0,0.0,0.0,5.0,4288.0,829.73,832.57,4256.0,5.0,0.0,0.0,834.22,4128.0,5.0,0.0,,,,,,,
75244,6011.796286046678,8,32416,93,0.0,210,5,0.5,6011.796286046678,1682817492,0,4160.0,825.13,4224.0,5.0,5.0,0.0,5.0,4288.0,0.0,825.67,821.85,0.0,213.12,2880.0,5.0,829.51,4192.0,5.0,0.0,0.0,5.0,4288.0,829.73,832.57,4256.0,5.0,0.0,0.0,834.22,4128.0,5.0,0.0,,,,,,,
83677,6011.796286046678,8,32416,94,0.0,212,5,0.5,6011.796286046678,1682817494,0,4160.0,825.13,4224.0,5.0,5.0,0.0,5.0,4288.0,0.0,825.67,821.85,0.0,213.12,2880.0,5.0,829.51,4192.0,5.0,0.0,0.0,5.0,4288.0,829.73,832.57,4256.0,5.0,0.0,0.0,834.22,4128.0,5.0,0.0,,,,,,,
92138,6011.796286046678,8,32416,95,0.0,213,5,0.5,6011.796286046678,1682817495,0,4160.0,825.13,4224.0,5.0,5.0,0.0,5.0,4288.0,0.0,825.67,821.85,0.0,213.12,2880.0,5.0,829.51,4192.0,5.0,0.0,0.0,5.0,4288.0,829.73,832.57,4256.0,5.0,0.0,0.0,834.22,4128.0,5.0,0.0,,,,,,,
100651,6011.796286046678,8,32416,96,0.0,214,5,0.5,6011.796286046678,1682817496,0,4160.0,825.13,4224.0,5.0,5.0,0.0,5.0,4288.0,0.0,825.67,821.85,0.0,213.12,2880.0,5.0,829.51,4192.0,5.0,0.0,0.0,5.0,4288.0,829.73,832.57,4256.0,5.0,0.0,0.0,834.22,4128.0,5.0,0.0,,,,,,,
109054,6011.796286046678,8,32416,97,0.0,216,5,0.5,6011.796286046678,1682817498,0,4160.0,825.13,4224.0,5.0,5.0,0.0,5.0,4288.0,0.0,825.67,821.85,0.0,213.12,2880.0,5.0,829.51,4192.0,5.0,0.0,0.0,5.0,4288.0,829.73,832.57,4256.0,5.0,0.0,0.0,834.22,4128.0,5.0,0.0,,,,,,,
117533,6011.796286046678,8,32416,98,0.0,217,5,0.5,6011.796286046678,1682817499,0,4160.0,825.13,4224.0,5.0,5.0,0.0,5.0,4288.0,0.0,825.67,821.85,0.0,213.12,2880.0,5.0,829.51,4192.0,5.0,0.0,0.0,5.0,4288.0,829.73,832.57,4256.0,5.0,0.0,0.0,834.22,4128.0,5.0,0.0,,,,,,,
125989,6011.796286046678,8,32416,99,0.0,219,5,0.5,6011.796286046678,1682817501,0,4160.0,825.13,4224.0,5.0,5.0,0.0,5.0,4288.0,0.0,825.67,821.85,0.0,213.12,2880.0,5.0,829.51,4192.0,5.0,0.0,0.0,5.0,4288.0,829.73,832.57,4256.0,5.0,0.0,0.0,834.22,4128.0,5.0,0.0,,,,,,,
134419,6011.796286046678,8,32416,100,0.0,220,5,0.5,6011.796286046678,1682817502,0,4160.0,825.13,4224.0,5.0,5.0,0.0,5.0,4288.0,0.0,825.67,821.85,0.0,213.12,2880.0,5.0,829.51,4192.0,5.0,0.0,0.0,5.0,4288.0,829.73,832.57,4256.0,5.0,0.0,0.0,834.22,4128.0,5.0,0.0,,,,,,,
142824,6011.796286046678,8,32416,101,0.0,221,5,0.5,6011.796286046678,1682817503,0,4160.0,825.13,4224.0,5.0,5.0,0.0,5.0,4288.0,0.0,825.67,821.85,0.0,213.12,2880.0,5.0,829.51,4192.0,5.0,0.0,0.0,5.0,4288.0,829.73,832.57,4256.0,5.0,0.0,0.0,834.22,4128.0,5.0,0.0,,,,,,,
2271,6011.796286046678,8,0,102,5.07,223,6,3.69,5189.949754872248,1682817505,0,4160.0,825.13,4224.0,5.0,5.0,0.0,5.0,4288.0,0.0,825.67,821.85,0.0,213.12,2880.0,5.0,829.51,4192.0,5.0,0.0,0.0,5.0,4288.0,829.73,832.57,4256.0,5.0,0.0,0.0,834.22,4128.0,5.0,0.0,,,,,,,
11013,6011.796286046678,8,0,103,3.62,224,6,2.63,6011.796286046678,1682817506,0,4160.0,825.13,0.0,5.0,6.0,0.0,6.0,0.0,0.0,825.67,821.85,1.0,213.12,0.0,6.0,829.51,0.0,6.0,0.0,0.0,6.0,0.0,829.73,832.57,0.0,6.0,0.0,0.0,834.22,0.0,6.0,0.0,23.935748015530407,2.0,210400.0,32416.0,0.0,1354.292332078667,4.0
19502,6011.796286046678,8,0,104,2.21,226,6,1.6,6011.796286046678,1682817508,0,0.0,825.13,0.0,6.0,6.0,0.0,6.0,0.0,0.0,825.67,821.85,0.0,213.12,0.0,6.0,829.51,0.0,6.0,0.0,0.0,6.0,0.0,829.73,832.57,0.0,6.0,0.0,0.0,834.22,0.0,6.0,0.0,,,,,,,
27953,6011.796286046678,8,0,105,0.8,227,6,0.58,6011.796286046678,1682817509,0,0.0,825.13,0.0,6.0,6.0,0.0,6.0,0.0,0.0,825.67,821.85,0.0,213.12,0.0,6.0,829.51,0.0,6.0,0.0,0.0,6.0,0.0,829.73,832.57,0.0,6.0,0.0,0.0,834.22,0.0,6.0,0.0,,,,,,,
62027,6011.796286046678,8,0,106,0.0,233,6,0.5,6011.796286046678,1682817515,0,0.0,825.13,0.0,6.0,6.0,0.0,6.0,0.0,0.0,825.67,821.85,0.0,213.12,0.0,6.0,829.51,0.0,6.0,0.0,0.0,6.0,0.0,829.73,832.57,0.0,6.0,0.0,0.0,834.22,0.0,6.0,0.0,,,,,,,
68231,6011.796286046678,8,0,107,0.0,234,6,0.5,6011.796286046678,1682817516,0,0.0,825.13,0.0,6.0,6.0,0.0,6.0,0.0,0.0,825.67,821.85,0.0,213.12,0.0,6.0,829.51,0.0,6.0,0.0,0.0,6.0,0.0,829.73,832.57,0.0,6.0,0.0,0.0,834.22,0.0,6.0,0.0,,,,,,,
74458,6011.796286046678,8,0,108,0.0,235,6,0.5,6011.796286046678,1682817517,0,0.0,825.13,0.0,6.0,6.0,0.0,6.0,0.0,0.0,825.67,821.85,0.0,213.12,0.0,6.0,829.51,0.0,6.0,0.0,0.0,6.0,0.0,829.73,832.57,0.0,6.0,0.0,0.0,834.22,0.0,6.0,0.0,,,,,,,
80680,6011.796286046678,8,0,109,0.0,236,6,0.5,6011.796286046678,1682817518,0,0.0,825.13,0.0,6.0,6.0,0.0,6.0,0.0,0.0,825.67,821.85,0.0,213.12,0.0,6.0,829.51,0.0,6.0,0.0,0.0,6.0,0.0,829.73,832.57,0.0,6.0,0.0,0.0,834.22,0.0,6.0,0.0,,,,,,,
86891,6011.796286046678,8,0,110,0.0,237,6,0.5,6011.796286046678,1682817519,0,0.0,825.13,0.0,6.0,6.0,0.0,6.0,0.0,0.0,825.67,821.85,0.0,213.12,0.0,6.0,829.51,0.0,6.0,0.0,0.0,6.0,0.0,829.73,832.57,0.0,6.0,0.0,0.0,834.22,0.0,6.0,0.0,,,,,,,
93106,6011.796286046678,8,0,111,0.0,238,6,0.5,6011.796286046678,1682817520,0,0.0,825.13,0.0,6.0,6.0,0.0,6.0,0.0,0.0,825.67,821.85,0.0,213.12,0.0,6.0,829.51,0.0,6.0,0.0,0.0,6.0,0.0,829.73,832.57,0.0,6.0,0.0,0.0,834.22,0.0,6.0,0.0,,,,,,,
99324,6011.796286046678,8,0,112,0.0,239,6,0.5,6011.796286046678,1682817521,0,0.0,825.13,0.0,6.0,6.0,0.0,6.0,0.0,0.0,825.67,821.85,0.0,213.12,0.0,6.0,829.51,0.0,6.0,0.0,0.0,6.0,0.0,829.73,832.57,0.0,6.0,0.0,0.0,834.22,0.0,6.0,0.0,,,,,,,
105719,6011.796286046678,8,0,113,0.0,240,6,0.5,6011.796286046678,1682817522,0,0.0,825.13,0.0,6.0,6.0,0.0,6.0,0.0,0.0,825.67,821.85,0.0,213.12,0.0,6.0,829.51,0.0,6.0,0.0,0.0,6.0,0.0,829.73,832.57,0.0,6.0,0.0,0.0,834.22,0.0,6.0,0.0,,,,,,,
111908,6011.796286046678,8,0,114,0.0,241,6,0.5,6011.796286046678,1682817523,0,0.0,825.13,0.0,6.0,6.0,0.0,6.0,0.0,0.0,825.67,821.85,0.0,213.12,0.0,6.0,829.51,0.0,6.0,0.0,0.0,6.0,0.0,829.73,832.57,0.0,6.0,0.0,0.0,834.22,0.0,6.0,0.0,,,,,,,
118127,6011.796286046678,8,0,115,0.0,242,6,0.5,6011.796286046678,1682817524,0,0.0,825.13,0.0,6.0,6.0,0.0,6.0,0.0,0.0,825.67,821.85,0.0,213.12,0.0,6.0,829.51,0.0,6.0,0.0,0.0,6.0,0.0,829.73,832.57,0.0,6.0,0.0,0.0,834.22,0.0,6.0,0.0,,,,,,,
124329,6011.796286046678,8,0,116,0.0,243,6,0.5,6011.796286046678,1682817525,0,0.0,825.13,0.0,6.0,6.0,0.0,6.0,0.0,0.0,825.67,821.85,0.0,213.12,0.0,6.0,829.51,0.0,6.0,0.0,0.0,6.0,0.0,829.73,832.57,0.0,6.0,0.0,0.0,834.22,0.0,6.0,0.0,,,,,,,
130538,6011.796286046678,8,0,117,0.0,244,6,0.5,6011.796286046678,1682817526,0,0.0,825.13,0.0,6.0,6.0,0.0,6.0,0.0,0.0,825.67,821.85,0.0,213.12,0.0,6.0,829.51,0.0,6.0,0.0,0.0,6.0,0.0,829.73,832.57,0.0,6.0,0.0,0.0,834.22,0.0,6.0,0.0,,,,,,,
136780,6011.796286046678,8,0,118,0.0,245,6,0.5,6011.796286046678,1682817527,0,0.0,825.13,0.0,6.0,6.0,0.0,6.0,0.0,0.0,825.67,821.85,0.0,213.12,0.0,6.0,829.51,0.0,6.0,0.0,0.0,6.0,0.0,829.73,832.57,0.0,6.0,0.0,0.0,834.22,0.0,6.0,0.0,,,,,,,
143010,6011.796286046678,8,0,119,0.0,246,6,0.5,6011.796286046678,1682817528,0,0.0,825.13,0.0,6.0,6.0,0.0,6.0,0.0,0.0,825.67,821.85,0.0,213.12,0.0,6.0,829.51,0.0,6.0,0.0,0.0,6.0,0.0,829.73,832.57,0.0,6.0,0.0,0.0,834.22,0.0,6.0,0.0,,,,,,,
149241,6011.796286046678,8,0,120,0.0,247,6,0.5,6011.796286046678,1682817529,0,0.0,825.13,0.0,6.0,6.0,0.0,6.0,0.0,0.0,825.67,821.85,0.0,213.12,0.0,6.0,829.51,0.0,6.0,0.0,0.0,6.0,0.0,829.73,832.57,0.0,6.0,0.0,0.0,834.22,0.0,6.0,0.0,,,,,,,
155506,6011.796286046678,8,0,121,0.0,248,6,0.5,6011.796286046678,1682817530,0,0.0,825.13,0.0,6.0,6.0,0.0,6.0,0.0,0.0,825.67,821.85,0.0,213.12,0.0,6.0,829.51,0.0,6.0,0.0,0.0,6.0,0.0,829.73,832.57,0.0,6.0,0.0,0.0,834.22,0.0,6.0,0.0,,,,,,,
161775,6011.796286046678,8,0,122,0.0,249,6,0.5,6011.796286046678,1682817531,0,0.0,825.13,0.0,6.0,6.0,0.0,6.0,0.0,0.0,825.67,821.85,0.0,213.12,0.0,6.0,829.51,0.0,6.0,0.0,0.0,6.0,0.0,829.73,832.57,0.0,6.0,0.0,0.0,834.22,0.0,6.0,0.0,,,,,,,
168016,6011.796286046678,8,0,123,0.0,250,6,0.5,6011.796286046678,1682817532,0,0.0,825.13,0.0,6.0,6.0,0.0,6.0,0.0,0.0,825.67,821.85,0.0,213.12,0.0,6.0,829.51,0.0,6.0,0.0,0.0,6.0,0.0,829.73,832.57,0.0,6.0,0.0,0.0,834.22,0.0,6.0,0.0,,,,,,,
174240,6011.796286046678,8,0,124,0.0,251,6,0.5,6011.796286046678,1682817533,0,0.0,825.13,0.0,6.0,6.0,0.0,6.0,0.0,0.0,825.67,821.85,0.0,213.12,0.0,6.0,829.51,0.0,6.0,0.0,0.0,6.0,0.0,829.73,832.57,0.0,6.0,0.0,0.0,834.22,0.0,6.0,0.0,,,,,,,
180511,6011.796286046678,8,0,125,0.0,252,6,0.5,6011.796286046678,1682817534,0,0.0,825.13,0.0,6.0,6.0,0.0,6.0,0.0,0.0,825.67,821.85,0.0,213.12,0.0,6.0,829.51,0.0,6.0,0.0,0.0,6.0,0.0,829.73,832.57,0.0,6.0,0.0,0.0,834.22,0.0,6.0,0.0,,,,,,,
186760,6011.796286046678,8,0,126,0.0,253,6,0.5,6011.796286046678,1682817535,0,0.0,825.13,0.0,6.0,6.0,0.0,6.0,0.0,0.0,825.67,821.85,0.0,213.12,0.0,6.0,829.51,0.0,6.0,0.0,0.0,6.0,0.0,829.73,832.57,0.0,6.0,0.0,0.0,834.22,0.0,6.0,0.0,,,,,,,
192993,6011.796286046678,8,0,127,0.0,254,6,0.5,6011.796286046678,1682817536,0,0.0,825.13,0.0,6.0,6.0,0.0,6.0,0.0,0.0,825.67,821.85,0.0,213.12,0.0,6.0,829.51,0.0,6.0,0.0,0.0,6.0,0.0,829.73,832.57,0.0,6.0,0.0,0.0,834.22,0.0,6.0,0.0,,,,,,,
199191,6011.796286046678,8,0,128,0.0,256,6,0.5,6011.796286046678,1682817538,0,0.0,825.13,0.0,6.0,6.0,0.0,6.0,0.0,0.0,825.67,821.85,0.0,213.12,0.0,6.0,829.51,0.0,6.0,0.0,0.0,6.0,0.0,829.73,832.57,0.0,6.0,0.0,0.0,834.22,0.0,6.0,0.0,,,,,,,
205499,6011.796286046678,8,0,129,0.0,257,6,0.5,6011.796286046678,1682817539,0,0.0,825.13,0.0,6.0,6.0,0.0,6.0,0.0,0.0,825.67,821.85,0.0,213.12,0.0,6.0,829.51,0.0,6.0,0.0,0.0,6.0,0.0,829.73,832.57,0.0,6.0,0.0,0.0,834.22,0.0,6.0,0.0,,,,,,,
211743,6011.796286046678,8,0,130,0.0,258,6,0.5,6011.796286046678,1682817540,0,0.0,825.13,0.0,6.0,6.0,0.0,6.0,0.0,0.0,825.67,821.85,0.0,213.12,0.0,6.0,829.51,0.0,6.0,0.0,0.0,6.0,0.0,829.73,832.57,0.0,6.0,0.0,0.0,834.22,0.0,6.0,0.0,,,,,,,
218018,6011.796286046678,8,0,131,0.0,259,6,0.5,6011.796286046678,1682817541,0,0.0,825.13,0.0,6.0,6.0,0.0,6.0,0.0,0.0,825.67,821.85,0.0,213.12,0.0,6.0,829.51,0.0,6.0,0.0,0.0,6.0,0.0,829.73,832.57,0.0,6.0,0.0,0.0,834.22,0.0,6.0,0.0,,,,,,,
224259,6011.796286046678,8,0,132,0.0,260,6,0.5,6011.796286046678,1682817542,0,0.0,825.13,0.0,6.0,6.0,0.0,6.0,0.0,0.0,825.67,821.85,0.0,213.12,0.0,6.0,829.51,0.0,6.0,0.0,0.0,6.0,0.0,829.73,832.57,0.0,6.0,0.0,0.0,834.22,0.0,6.0,0.0,,,,,,,
230446,6011.796286046678,8,0,133,0.0,261,6,0.5,6011.796286046678,1682817543,0,0.0,825.13,0.0,6.0,6.0,0.0,6.0,0.0,0.0,825.67,821.85,0.0,213.12,0.0,6.0,829.51,0.0,6.0,0.0,0.0,6.0,0.0,829.73,832.57,0.0,6.0,0.0,0.0,834.22,0.0,6.0,0.0,,,,,,,
236643,6011.796286046678,8,0,134,0.0,262,6,0.5,6011.796286046678,1682817544,0,0.0,825.13,0.0,6.0,6.0,0.0,6.0,0.0,0.0,825.67,821.85,0.0,213.12,0.0,6.0,829.51,0.0,6.0,0.0,0.0,6.0,0.0,829.73,832.57,0.0,6.0,0.0,0.0,834.22,0.0,6.0,0.0,,,,,,,
242854,6011.796286046678,8,0,135,0.0,263,6,0.5,6011.796286046678,1682817545,0,0.0,825.13,0.0,6.0,6.0,0.0,6.0,0.0,0.0,825.67,821.85,0.0,213.12,0.0,6.0,829.51,0.0,6.0,0.0,0.0,6.0,0.0,829.73,832.57,0.0,6.0,0.0,0.0,834.22,0.0,6.0,0.0,,,,,,,
249096,6011.796286046678,8,0,136,0.0,264,6,0.5,6011.796286046678,1682817546,0,0.0,825.13,0.0,6.0,6.0,0.0,6.0,0.0,0.0,825.67,821.85,0.0,213.12,0.0,6.0,829.51,0.0,6.0,0.0,0.0,6.0,0.0,829.73,832.57,0.0,6.0,0.0,0.0,834.22,0.0,6.0,0.0,,,,,,,
255307,6011.796286046678,8,0,137,0.0,265,6,0.5,6011.796286046678,1682817547,0,0.0,825.13,0.0,6.0,6.0,0.0,6.0,0.0,0.0,825.67,821.85,0.0,213.12,0.0,6.0,829.51,0.0,6.0,0.0,0.0,6.0,0.0,829.73,832.57,0.0,6.0,0.0,0.0,834.22,0.0,6.0,0.0,,,,,,,
261524,6011.796286046678,8,0,138,0.0,266,6,0.5,6011.796286046678,1682817548,0,0.0,825.13,0.0,6.0,6.0,0.0,6.0,0.0,0.0,825.67,821.85,0.0,213.12,0.0,6.0,829.51,0.0,6.0,0.0,0.0,6.0,0.0,829.73,832.57,0.0,6.0,0.0,0.0,834.22,0.0,6.0,0.0,,,,,,,
267733,6011.796286046678,8,0,139,0.0,267,6,0.5,6011.796286046678,1682817549,0,0.0,825.13,0.0,6.0,6.0,0.0,6.0,0.0,0.0,825.67,821.85,0.0,213.12,0.0,6.0,829.51,0.0,6.0,0.0,0.0,6.0,0.0,829.73,832.57,0.0,6.0,0.0,0.0,834.22,0.0,6.0,0.0,,,,,,,
273948,6011.796286046678,8,0,140,0.0,268,6,0.5,6011.796286046678,1682817550,0,0.0,825.13,0.0,6.0,6.0,0.0,6.0,0.0,0.0,825.67,821.85,0.0,213.12,0.0,6.0,829.51,0.0,6.0,0.0,0.0,6.0,0.0,829.73,832.57,0.0,6.0,0.0,0.0,834.22,0.0,6.0,0.0,,,,,,,
280173,6011.796286046678,8,0,141,0.0,269,6,0.5,6011.796286046678,1682817551,0,0.0,825.13,0.0,6.0,6.0,0.0,6.0,0.0,0.0,825.67,821.85,0.0,213.12,0.0,6.0,829.51,0.0,6.0,0.0,0.0,6.0,0.0,829.73,832.57,0.0,6.0,0.0,0.0,834.22,0.0,6.0,0.0,,,,,,,
286380,6011.796286046678,8,0,142,0.0,270,6,0.5,6011.796286046678,1682817552,0,0.0,825.13,0.0,6.0,6.0,0.0,6.0,0.0,0.0,825.67,821.85,0.0,213.12,0.0,6.0,829.51,0.0,6.0,0.0,0.0,6.0,0.0,829.73,832.57,0.0,6.0,0.0,0.0,834.22,0.0,6.0,0.0,,,,,,,
292589,6011.796286046678,8,0,143,0.0,271,6,0.5,6011.796286046678,1682817553,0,0.0,825.13,0.0,6.0,6.0,0.0,6.0,0.0,0.0,825.67,821.85,0.0,213.12,0.0,6.0,829.51,0.0,6.0,0.0,0.0,6.0,0.0,829.73,832.57,0.0,6.0,0.0,0.0,834.22,0.0,6.0,0.0,,,,,,,
298824,6011.796286046678,8,0,144,0.0,272,6,0.5,6011.796286046678,1682817554,0,0.0,825.13,0.0,6.0,6.0,0.0,6.0,0.0,0.0,825.67,821.85,0.0,213.12,0.0,6.0,829.51,0.0,6.0,0.0,0.0,6.0,0.0,829.73,832.57,0.0,6.0,0.0,0.0,834.22,0.0,6.0,0.0,,,,,,,
305042,6011.796286046678,8,0,145,0.0,273,6,0.5,6011.796286046678,1682817555,0,0.0,825.13,0.0,6.0,6.0,0.0,6.0,0.0,0.0,825.67,821.85,0.0,213.12,0.0,6.0,829.51,0.0,6.0,0.0,0.0,6.0,0.0,829.73,832.57,0.0,6.0,0.0,0.0,834.22,0.0,6.0,0.0,,,,,,,
311286,6011.796286046678,8,0,146,0.0,274,6,0.5,6011.796286046678,1682817556,0,0.0,825.13,0.0,6.0,6.0,0.0,6.0,0.0,0.0,825.67,821.85,0.0,213.12,0.0,6.0,829.51,0.0,6.0,0.0,0.0,6.0,0.0,829.73,832.57,0.0,6.0,0.0,0.0,834.22,0.0,6.0,0.0,,,,,,,
317512,6011.796286046678,8,0,147,0.0,275,6,0.5,6011.796286046678,1682817557,0,0.0,825.13,0.0,6.0,6.0,0.0,6.0,0.0,0.0,825.67,821.85,0.0,213.12,0.0,6.0,829.51,0.0,6.0,0.0,0.0,6.0,0.0,829.73,832.57,0.0,6.0,0.0,0.0,834.22,0.0,6.0,0.0,,,,,,,
323756,6011.796286046678,8,0,148,0.0,276,6,0.5,6011.796286046678,1682817558,0,0.0,825.13,0.0,6.0,6.0,0.0,6.0,0.0,0.0,825.67,821.85,0.0,213.12,0.0,6.0,829.51,0.0,6.0,0.0,0.0,6.0,0.0,829.73,832.57,0.0,6.0,0.0,0.0,834.22,0.0,6.0,0.0,,,,,,,
329973,6011.796286046678,8,0,149,0.0,277,6,0.5,6011.796286046678,1682817559,0,0.0,825.13,0.0,6.0,6.0,0.0,6.0,0.0,0.0,825.67,821.85,0.0,213.12,0.0,6.0,829.51,0.0,6.0,0.0,0.0,6.0,0.0,829.73,832.57,0.0,6.0,0.0,0.0,834.22,0.0,6.0,0.0,,,,,,,
336228,6011.796286046678,8,0,150,0.0,278,6,0.5,6011.796286046678,1682817560,0,0.0,825.13,0.0,6.0,6.0,0.0,6.0,0.0,0.0,825.67,821.85,0.0,213.12,0.0,6.0,829.51,0.0,6.0,0.0,0.0,6.0,0.0,829.73,832.57,0.0,6.0,0.0,0.0,834.22,0.0,6.0,0.0,,,,,,,
342421,6011.796286046678,8,0,151,0.0,279,6,0.5,6011.796286046678,1682817561,0,0.0,825.13,0.0,6.0,6.0,0.0,6.0,0.0,0.0,825.67,821.85,0.0,213.12,0.0,6.0,829.51,0.0,6.0,0.0,0.0,6.0,0.0,829.73,832.57,0.0,6.0,0.0,0.0,834.22,0.0,6.0,0.0,,,,,,,
348665,6011.796286046678,8,0,152,0.0,280,6,0.5,6011.796286046678,1682817562,0,0.0,825.13,0.0,6.0,6.0,0.0,6.0,0.0,0.0,825.67,821.85,0.0,213.12,0.0,6.0,829.51,0.0,6.0,0.0,0.0,6.0,0.0,829.73,832.57,0.0,6.0,0.0,0.0,834.22,0.0,6.0,0.0,,,,,,,
354890,6011.796286046678,8,0,153,0.0,281,6,0.5,6011.796286046678,1682817563,0,0.0,825.13,0.0,6.0,6.0,0.0,6.0,0.0,0.0,825.67,821.85,0.0,213.12,0.0,6.0,829.51,0.0,6.0,0.0,0.0,6.0,0.0,829.73,832.57,0.0,6.0,0.0,0.0,834.22,0.0,6.0,0.0,,,,,,,
