_step,_runtime,cpu/logical_core_count,memory/total_memory_sys_MB,_timestamp,cpu/load/avg_sys_load_fifteen_min_percent,disk/time/disk_read_time_sys_s,disk/time/disk_busy_time_sys_s,memory/used_memory_sys_MB,bandwidth/disk_write_sys_bandwidth_MBs,cpu/interrupts/ctx_switches_count,bandwidth/net_sent_sys_bandwidth_Mbits,process/memory/shared_memory_proc_MB,disk/counter/disk_write_sys_count,process/memory/resident_set_size_proc_MB,disk/counter/disk_read_sys_count,process/memory/dirty_pages_proc_count,bandwidth/disk_read_sys_bandwidth_MBs,cpu/load/avg_sys_load_one_min_percent,cpu/interrupts/soft_interrupts_count,bandwidth/net_recv_sys_bandwidth_Mbits,memory/available_memory_sys_MB,process/memory/text_resident_set_proc_MB,process/voluntary_proc_ctx_switches,disk/time/disk_write_time_sys_s,process/memory/lib_memory_proc_MB,process/memory/data_resident_set_proc_MB,cpu/interrupts/interrupts_count,memory/used_memory_sys_percent,cpu/load/avg_sys_load_five_min_percent,process/memory/virtual_memory_size_proc_MB,process/involuntary_proc_ctx_switches,02_timing/dataload_cuda_move_time_s,02_timing/loss_calc_time_s,02_timing/forward_time_s,02_timing/backward_time_s,03_hivemind/num_peers,02_timing/opt_step_time_s,01_general/locally_processed_samples,01_general/minibatch_loss,02_timing/step_time_s,03_hivemind/global_epoch,01_general/lr,02_timing/dataload_time_s,01_general/dataset_iteration_count,01_general/step
0,0,30.0,211076.595712,1683055041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0,,,1683055041,2.3666666666666667,0.0,0.0,1238.71232,0.0,11.0,0.0,177.627136,0.0,394.059776,0.0,0.0,0.0,0.33333333333333337,0.0,0.0,208084.33664,2.711552,139.0,0.0,2481.41824,0.0,9.0,1.4,1.7333333333333332,9975.271424,47.0,,,,,,,,,,,,,,
2,1,,,1683055042,2.3666666666666667,0.0,0.012000000000000455,1763.753984,0.01225500096394028,3125.0,0.3240075451545104,182.513664,3.0,793.440256,0.0,0.0,0.0,0.33333333333333337,1159.0,1.1057345889410377,207559.282688,2.711552,160.0,0.0009999999999763531,2895.990784,0.0,2910.0,1.7,1.7333333333333332,10523.803648,52.0,,,,,,,,,,,,,,
3,2,,,1683055043,2.3666666666666667,0.0,0.01999999999998181,2171.088896,0.665961622859374,7726.0,0.021122512659076855,184.741888,121.0,1195.446272,0.0,0.0,0.0,0.33333333333333337,4362.0,0.025567257535063052,207151.947776,2.711552,216.0,0.03899999999998727,3538.997248,0.0,11946.0,1.9,1.7333333333333332,13109.153792,62.0,,,,,,,,,,,,,,
4,3,,,1683055044,2.3666666666666667,0.0,0.02400000000000091,2709.499904,0.004086515175321299,10962.0,0.06741153743385231,348.704768,122.0,1818.17344,0.0,0.0,0.0,0.33333333333333337,6331.0,0.06410720672801204,206603.051008,2.711552,276.0,0.03899999999998727,4008.05888,0.0,18160.0,2.1,1.7333333333333332,14253.760512,71.0,,,,,,,,,,,,,,
5,4,,,1683055045,2.3666666666666667,0.0,0.02800000000002001,2575.949824,0.004088117740986061,12834.0,0.046478385431725056,837.779456,123.0,2227.720192,0.0,0.0,0.0,0.5666666666666667,6984.0,0.004678978344560276,206368.280576,2.711552,541.0,0.03899999999998727,3962.150912,0.0,20167.0,2.2,1.7666666666666668,16463.52384,82.0,,,,,,,,,,,,,,
6,5,,,1683055046,2.3666666666666667,0.0,0.036000000000001364,5368.54528,0.1712801615363933,18447.0,0.004563966338364926,1582.637056,126.0,5185.519616,0.0,0.0,0.0,0.5666666666666667,9457.0,0.007965037652380947,202826.969088,2.711552,873.0,0.04100000000005366,6183.58784,0.0,956535.0,3.9,1.7666666666666668,22079.73376,99.0,,,,,,,,,,,,,,
7,6,,,1683055047,2.3666666666666667,0.0,0.040000000000020464,5751.222272,0.004077080959070626,21503.0,0.05161648202505768,2045.50144,127.0,5771.423744,0.0,0.0,0.0,0.5666666666666667,10946.0,0.005820988455816375,201977.577472,2.711552,1013.0,0.04100000000005366,6315.036672,0.0,976341.0,4.3,1.7666666666666668,22740.656128,106.0,,,,,,,,,,,,,,
8,7,,,1683055048,2.3666666666666667,0.0,0.05200000000002092,5752.766464,0.3921125738480715,22139.0,0.0040924834626992965,2045.505536,199.0,5771.55072,0.0,0.0,0.0,0.5666666666666667,11181.0,0.009086430289784592,201976.029184,2.711552,1013.0,0.08900000000005548,6323.560448,0.0,976763.0,4.3,1.7666666666666668,22816.157696,106.0,,,,,,,,,,,,,,
9,8,,,1683055049,2.3666666666666667,0.0,0.055999999999983174,5752.766464,0.004087795767043397,22623.0,0.04662642040384779,2045.505536,200.0,5771.554816,0.0,0.0,0.0,0.5666666666666667,11313.0,0.005197568515565626,201976.029184,2.711552,1013.0,0.08900000000005548,6323.560448,0.0,977051.0,4.3,1.7666666666666668,22816.157696,106.0,,,,,,,,,,,,,,
