_step,03_hivemind/num_peers,04_peers/peer_1_epoch_oos,04_peers/peer_2_samples_accumulated,04_peers/peer_3_samples_accumulated,_timestamp,03_hivemind/overshot_TBS,04_peers/peer_2_epoch_oos,03_hivemind/total_training_samples,03_hivemind/optimistic_total_samples_per_second,03_hivemind/epoch_s,03_hivemind/num_clients,03_hivemind/reached_TBS,03_hivemind/global_epoch,04_peers/peer_2_samples_per_second,04_peers/peer_1_samples_accumulated,03_hivemind/estimated_current_samples,03_hivemind/actual_total_samples_per_second,03_hivemind/epoch_based_sps,03_hivemind/next_fetch_time_s,_runtime,04_peers/peer_2_epoch,04_peers/peer_3_epoch,03_hivemind/eta_next_epoch_s,04_peers/peer_1_samples_per_second,04_peers/peer_1_epoch,04_peers/peer_3_epoch_oos,04_peers/peer_3_samples_per_second,03_hivemind/global_samples_accumulated,03_hivemind/undershot_TBS,03_hivemind/per_epoch_training_samples
340,3,0.0,3136.0,2848.0,1681400173.0,,0.0,,268.84674443049505,,0,,2,92.12,3072.0,9522,268.84674443049505,,10.0,449,2.0,2.0,86.47,91.45,2.0,0.0,85.44,9408,,
341,3,0.0,3264.0,2944.0,1681400174.0,,0.0,,268.76804151980093,,0,,2,92.04,3200.0,9843,268.76804151980093,,10.0,450,2.0,2.0,85.3,91.44,2.0,0.0,85.36,9696,,
342,3,0.0,3360.0,3040.0,1681400175.0,,0.0,,268.5854522745318,,0,,2,92.02,3296.0,10163,268.5854522745318,,10.0,451,2.0,2.0,84.16,91.46,2.0,0.0,85.29,10048,,
343,3,0.0,3456.0,3168.0,1681400176.0,,0.0,,268.3359171715324,,0,,2,91.97,3424.0,10480,268.3359171715324,,10.0,452,2.0,2.0,83.06,91.5,2.0,0.0,85.11,10368,,
344,3,0.0,3584.0,3264.0,1681400178.0,,0.0,,268.07417299175165,,0,,2,91.89,3520.0,10800,268.07417299175165,,10.0,454,2.0,2.0,81.95,91.43,2.0,0.0,85.03,10656,,
345,3,0.0,3680.0,3360.0,1681400179.0,,0.0,,267.90890897559626,,0,,2,91.86,3616.0,11119,267.90890897559626,,10.0,455,2.0,2.0,80.81,91.43,2.0,0.0,84.79,11008,,
346,3,0.0,3808.0,3456.0,1681400180.0,,0.0,,267.74771288316396,,0,,2,91.85,3744.0,11438,267.74771288316396,,10.0,456,2.0,2.0,79.66,91.32,2.0,0.0,84.74,11296,,
347,3,0.0,3904.0,3552.0,1681400181.0,,0.0,,267.62566238220313,,0,,2,91.72,3840.0,11757,267.62566238220313,,10.0,457,2.0,2.0,78.51,91.29,2.0,0.0,84.74,11648,,
348,3,0.0,4032.0,3648.0,1681400182.0,,0.0,,267.5533734495307,,0,,2,91.66,3968.0,12074,267.5533734495307,,10.0,458,2.0,2.0,77.34,91.25,2.0,0.0,84.71,11968,,
349,3,0.0,4128.0,3776.0,1681400183.0,,0.0,,267.3193496364637,,0,,2,91.64,4064.0,12393,267.3193496364637,,10.0,459,2.0,2.0,76.22,91.19,2.0,0.0,84.72,12256,,
350,3,0.0,4224.0,3872.0,1681400185.0,,0.0,,267.27333596221604,,0,,2,91.57,4160.0,12712,267.27333596221604,,10.0,461,2.0,2.0,75.04,91.16,2.0,0.0,84.59,12608,,
351,3,0.0,4352.0,3968.0,1681400186.0,,0.0,,267.30350794592664,,0,,2,91.55,4288.0,13031,267.30350794592664,,10.0,462,2.0,2.0,73.84,91.14,2.0,0.0,84.58,12896,,
352,3,0.0,4448.0,4064.0,1681400187.0,,0.0,,267.1378916693998,,0,,2,91.51,4384.0,13349,267.1378916693998,,10.0,463,2.0,2.0,72.69,91.13,2.0,0.0,84.67,13248,,
353,3,0.0,4576.0,4160.0,1681400188.0,,0.0,,267.01578506939035,,0,,2,91.48,4512.0,13667,267.01578506939035,,10.0,464,2.0,2.0,71.53,91.09,2.0,0.0,84.57,13536,,
354,3,0.0,4672.0,4256.0,1681400189.0,,0.0,,267.0171581088579,,0,,2,91.47,4608.0,13984,267.0171581088579,,10.0,465,2.0,2.0,70.35,91.07,2.0,0.0,84.48,13824,,
355,3,0.0,4768.0,4352.0,1681400191.0,,0.0,,267.19774389783146,,0,,2,91.47,4704.0,14303,267.19774389783146,,10.0,467,2.0,2.0,69.11,91.07,2.0,0.0,84.48,14208,,
356,3,0.0,4896.0,4480.0,1681400192.0,,0.0,,267.14054355490396,,0,,2,91.47,4832.0,14622,267.14054355490396,,10.0,468,2.0,2.0,67.93,91.06,2.0,0.0,84.66,14496,,
357,3,0.0,4992.0,4576.0,1681400193.0,,0.0,,267.05419376374203,,0,,2,91.41,4928.0,14939,267.05419376374203,,10.0,469,2.0,2.0,66.76,91.02,2.0,0.0,84.71,14848,,
358,3,0.0,5120.0,4672.0,1681400194.0,,0.0,,267.0636525206023,,0,,2,91.41,5056.0,15257,267.0636525206023,,10.0,470,2.0,2.0,65.57,91.0,2.0,0.0,84.65,15136,,
359,3,0.0,5216.0,4768.0,1681400195.0,,0.0,,266.89976210306133,,0,,2,91.42,5152.0,15574,266.89976210306133,,10.0,471,2.0,2.0,64.42,91.02,2.0,0.0,84.62,15424,,
360,3,0.0,5312.0,4864.0,1681400197.0,,0.0,,266.922352973961,,0,,2,91.43,5248.0,15893,266.922352973961,,10.0,473,2.0,2.0,63.22,90.93,2.0,0.0,84.53,15776,,
361,3,0.0,5440.0,4960.0,1681400198.0,,0.0,,266.8590908192842,,0,,2,91.43,5376.0,16212,266.8590908192842,,10.0,474,2.0,2.0,62.04,90.92,2.0,0.0,84.56,16064,,
362,3,0.0,5536.0,5056.0,1681400199.0,,0.0,,266.8780383516437,,0,,2,91.42,5472.0,16530,266.8780383516437,,10.0,475,2.0,2.0,60.84,90.93,2.0,0.0,84.51,16448,,
363,3,0.0,5664.0,5184.0,1681400200.0,,0.0,,266.8912080948867,,0,,2,91.41,5600.0,16850,266.8912080948867,,10.0,476,2.0,2.0,59.64,90.95,2.0,0.0,84.51,16736,,
364,3,0.0,5760.0,5280.0,1681400201.0,,0.0,,266.69242393599444,,0,,2,91.44,5696.0,17168,266.69242393599444,,10.0,477,2.0,2.0,58.5,90.9,2.0,0.0,84.56,17024,,
365,3,0.0,5856.0,5376.0,1681400203.0,,0.0,,266.66466879719775,,0,,2,91.36,5792.0,17487,266.66466879719775,,10.0,479,2.0,2.0,57.31,90.86,2.0,0.0,84.47,17376,,
366,3,0.0,5984.0,5472.0,1681400204.0,,0.0,,266.617692303574,,0,,2,91.33,5920.0,17806,266.617692303574,,10.0,480,2.0,2.0,56.12,90.82,2.0,0.0,84.51,17664,,
367,3,0.0,6080.0,5568.0,1681400205.0,,0.0,,266.5596320743822,,0,,2,91.32,6016.0,18124,266.5596320743822,,10.0,481,2.0,2.0,54.94,90.8,2.0,0.0,84.5,17984,,
368,3,0.0,6208.0,5664.0,1681400206.0,,0.0,,266.4706254556322,,0,,2,91.28,6112.0,18442,266.4706254556322,,10.0,482,2.0,2.0,53.76,90.81,2.0,0.0,84.47,18336,,
369,3,0.0,6304.0,5792.0,1681400207.0,,0.0,,266.49932261358515,,0,,2,91.22,6240.0,18761,266.49932261358515,,10.0,483,2.0,2.0,52.56,90.77,2.0,0.0,84.48,18624,,
370,3,0.0,6400.0,5888.0,1681400209.0,,0.0,,266.5572314224441,,0,,2,91.21,6336.0,19080,266.5572314224441,,10.0,485,2.0,2.0,51.35,90.77,2.0,0.0,84.52,18976,,
371,3,0.0,6528.0,5984.0,1681400210.0,,0.0,,266.4751772151766,,0,,2,91.24,6464.0,19400,266.4751772151766,,10.0,486,2.0,2.0,50.16,90.78,2.0,0.0,84.53,19264,,
372,3,0.0,6624.0,6080.0,1681400211.0,,0.0,,266.4491768384513,,0,,2,91.22,6560.0,19716,266.4491768384513,,10.0,487,2.0,2.0,48.98,90.71,2.0,0.0,84.54,19584,,
373,3,0.0,6752.0,6176.0,1681400212.0,,0.0,,266.33862898667894,,0,,2,91.21,6656.0,20034,266.33862898667894,,10.0,488,2.0,2.0,47.81,90.68,2.0,0.0,84.56,19904,,
374,3,0.0,6848.0,6272.0,1681400213.0,,0.0,,266.2800088026615,,0,,2,91.14,6784.0,20349,266.2800088026615,,10.0,489,2.0,2.0,46.64,90.64,2.0,0.0,84.56,20192,,
375,3,0.0,6944.0,6368.0,1681400214.0,,0.0,,266.25423496782037,,0,,2,91.13,6880.0,20667,266.25423496782037,,10.0,490,2.0,2.0,45.45,90.65,2.0,0.0,84.5,20576,,
376,3,0.0,7072.0,6496.0,1681400216.0,,0.0,,266.22233790085613,,0,,2,91.1,7008.0,20984,266.22233790085613,,10.0,492,2.0,2.0,44.26,90.62,2.0,0.0,84.53,20864,,
377,3,0.0,7168.0,6592.0,1681400217.0,,0.0,,266.08115633832654,,0,,2,91.12,7104.0,21300,266.08115633832654,,10.0,493,2.0,2.0,43.1,90.58,2.0,0.0,84.53,21184,,
378,3,0.0,7296.0,6688.0,1681400218.0,,0.0,,266.1164844173902,,0,,2,91.08,7200.0,21618,266.1164844173902,,10.0,494,2.0,2.0,41.9,90.6,2.0,0.0,84.4,21504,,
379,3,0.0,7392.0,6784.0,1681400219.0,,0.0,,266.04740635509347,,0,,2,91.1,7328.0,21934,266.04740635509347,,10.0,495,2.0,2.0,40.72,90.59,2.0,0.0,84.42,21792,,
380,3,0.0,7488.0,6880.0,1681400220.0,,0.0,,265.9136268137944,,0,,2,91.07,7424.0,22252,265.9136268137944,,10.0,496,2.0,2.0,39.55,90.56,2.0,0.0,84.41,22112,,
381,3,0.0,7616.0,6976.0,1681400222.0,,0.0,,265.83183932721124,,0,,2,91.01,7520.0,22569,265.83183932721124,,10.0,498,2.0,2.0,38.37,90.51,2.0,0.0,84.38,22432,,
382,3,0.0,7712.0,7072.0,1681400223.0,,0.0,,265.83749361018346,,0,,2,90.97,7648.0,22886,265.83749361018346,,10.0,499,2.0,2.0,37.17,90.48,2.0,0.0,84.38,22784,,
383,3,0.0,7840.0,7200.0,1681400224.0,,0.0,,265.8484245653227,,0,,2,90.96,7744.0,23203,265.8484245653227,,10.0,500,2.0,2.0,35.98,90.51,2.0,0.0,84.36,23104,,
384,3,0.0,7936.0,7296.0,1681400225.0,,0.0,,265.8733610438767,,0,,2,90.94,7872.0,23520,265.8733610438767,,10.0,501,2.0,2.0,34.78,90.46,2.0,0.0,84.45,23392,,
385,3,0.0,8032.0,7392.0,1681400226.0,,0.0,,265.8376277530206,,0,,2,90.97,7968.0,23838,265.8376277530206,,10.0,502,2.0,2.0,33.59,90.43,2.0,0.0,84.48,23712,,
386,3,0.0,8160.0,7488.0,1681400228.0,,0.0,,265.78362589539427,,0,,2,90.92,8064.0,24155,265.78362589539427,,10.0,504,2.0,2.0,32.41,90.42,2.0,0.0,84.49,24032,,
387,3,0.0,8256.0,7584.0,1681400229.0,,0.0,,265.714261283017,,0,,2,90.82,8192.0,24474,265.714261283017,,10.0,505,2.0,2.0,31.22,90.46,2.0,0.0,84.5,24352,,
388,3,0.0,8384.0,7680.0,1681400230.0,,0.0,,265.5760065286972,,0,,2,90.85,8288.0,24789,265.5760065286972,,10.0,506,2.0,2.0,30.05,90.38,2.0,0.0,84.48,24672,,
389,3,0.0,8480.0,7808.0,1681400231.0,,0.0,,265.3842067073464,,0,,2,90.86,8384.0,25104,265.3842067073464,,10.0,507,2.0,2.0,28.88,90.38,2.0,0.0,84.34,24992,,
390,3,0.0,8576.0,7904.0,1681400232.0,,0.0,,265.4652319019831,,0,,2,90.86,8512.0,25421,265.4652319019831,,10.0,508,2.0,2.0,27.68,90.34,2.0,0.0,84.18,25312,,
391,3,0.0,8704.0,8000.0,1681400234.0,,0.0,,265.51810791800244,,0,,2,90.86,8608.0,25738,265.51810791800244,,10.0,510,2.0,2.0,26.48,90.38,2.0,0.0,84.23,25600,,
392,3,0.0,8800.0,8096.0,1681400235.0,,0.0,,265.64676853932696,,0,,2,90.84,8704.0,26055,265.64676853932696,,10.0,511,2.0,2.0,25.27,90.37,2.0,0.0,84.31,25920,,
393,3,0.0,8896.0,8192.0,1681400236.0,,0.0,,265.9533956694854,,0,,2,90.85,8832.0,26371,265.9533956694854,,10.0,512,2.0,2.0,24.05,90.41,2.0,0.0,84.39,26240,,
394,3,0.0,9024.0,8288.0,1681400237.0,,0.0,,269.03717945422505,,0,,2,91.18,8928.0,26702,269.03717945422505,,10.0,513,2.0,2.0,22.55,90.38,2.0,0.0,84.4,26464,,
395,3,0.0,9024.0,8384.0,1681400238.0,,0.0,,252.88209541127594,,0,,2,91.18,9056.0,26921,252.88209541127594,,10.0,514,2.0,2.0,23.12,93.42,2.0,0.0,84.44,26688,,
396,3,0.0,9152.0,8480.0,1681400240.0,,0.0,,236.60742213663593,,0,,2,75.07,9056.0,27121,236.60742213663593,,10.0,516,2.0,2.0,23.87,93.42,2.0,0.0,84.39,27008,,
397,3,0.0,9248.0,8608.0,1681400241.0,,0.0,,244.59190696950373,,0,,2,78.83,9152.0,27442,244.59190696950373,,10.0,517,2.0,2.0,21.77,73.48,2.0,0.0,84.3,27328,,
398,3,0.0,9344.0,8704.0,1681400242.0,,0.0,,250.39847262824674,,0,,2,81.8,9280.0,27763,250.39847262824674,,9.99,518,2.0,2.0,19.99,78.54,2.0,0.0,84.25,27648,,
399,3,0.0,9472.0,8800.0,1681400243.0,,0.0,,254.84852320073998,,0,,2,84.72,9376.0,28081,254.84852320073998,,9.2,519,2.0,2.0,18.39,81.47,2.0,0.0,84.21,27968,,
400,3,0.0,9568.0,8896.0,1681400244.0,,0.0,,257.9996379898561,,0,,2,86.33,9504.0,28400,257.9996379898561,,8.47,520,2.0,2.0,16.93,84.32,2.0,0.0,84.2,28288,,
401,3,0.0,9696.0,8992.0,1681400245.0,,0.0,,260.2207456266951,,0,,2,87.88,9600.0,28718,260.2207456266951,,7.78,521,2.0,2.0,15.56,85.91,2.0,0.0,84.21,28512,,
402,3,0.0,9792.0,9024.0,1681400247.0,,0.0,,235.83124684444545,,0,,2,88.68,9696.0,28879,235.83124684444545,,8.24,523,2.0,2.0,16.49,87.08,2.0,0.0,84.46,28768,,
403,3,0.0,9888.0,9056.0,1681400248.0,,0.0,,242.3817576470916,,0,,2,89.25,9824.0,29200,242.3817576470916,,7.36,524,2.0,2.0,14.72,88.21,2.0,0.0,58.38,29088,,
404,3,0.0,10016.0,9152.0,1681400249.0,,0.0,,247.69602022230308,,0,,2,89.84,9920.0,29518,247.69602022230308,,6.56,525,2.0,2.0,13.12,88.79,2.0,0.0,63.76,29376,,
405,3,0.0,10112.0,9248.0,1681400250.0,,0.0,,252.10716927875998,,0,,2,90.16,10016.0,29837,252.10716927875998,,5.81,526,2.0,2.0,11.63,89.23,2.0,0.0,68.3,29728,,
406,3,0.0,10240.0,9344.0,1681400251.0,,0.0,,256.29755130542543,,0,,2,90.4,10144.0,30160,256.29755130542543,,5.09,527,2.0,2.0,10.18,89.69,2.0,0.0,72.02,30048,,
407,3,0.0,10336.0,9472.0,1681400253.0,,0.0,,258.73473025032513,,0,,2,90.52,10240.0,30477,258.73473025032513,,4.43,529,2.0,2.0,8.85,89.9,2.0,0.0,75.88,30368,,
408,3,0.0,10432.0,9568.0,1681400254.0,,0.0,,260.563950130118,,0,,2,90.65,10368.0,30795,260.563950130118,,3.79,530,2.0,2.0,7.57,90.07,2.0,0.0,78.01,30688,,
409,3,0.0,10560.0,9664.0,1681400255.0,,0.0,,261.829707529781,,0,,2,90.74,10464.0,31112,261.829707529781,,3.16,531,2.0,2.0,6.32,90.16,2.0,0.0,79.66,30976,,
410,3,0.0,10656.0,9760.0,1681400256.0,,0.0,,262.7871236522954,,0,,2,90.74,10560.0,31428,262.7871236522954,,2.55,532,2.0,2.0,5.1,90.2,2.0,0.0,80.9,31328,,
411,3,0.0,10784.0,9856.0,1681400257.0,,0.0,,263.55503519060676,,0,,2,90.66,10688.0,31744,263.55503519060676,,1.94,533,2.0,2.0,3.89,90.3,2.0,0.0,81.82,31616,,
412,3,0.0,10880.0,9952.0,1681400259.0,,0.0,,264.06686047871835,,0,,2,90.74,10784.0,32060,264.06686047871835,,1.34,535,2.0,2.0,2.68,90.29,2.0,0.0,82.52,31904,,
413,3,0.0,10976.0,10048.0,1681400260.0,,0.0,,264.471139636547,,0,,2,90.7,10880.0,32376,264.471139636547,,0.74,536,2.0,2.0,1.48,90.33,2.0,0.0,83.04,32288,,
414,3,0.0,11104.0,10176.0,1681400261.0,,0.0,,264.6695664224834,,0,,2,90.72,11008.0,32692,264.6695664224834,,0.5,537,2.0,2.0,0.29,90.32,2.0,0.0,83.43,32576,,
415,3,0.0,11200.0,10272.0,1681400262.0,,0.0,,264.73135711770243,,0,,2,90.74,11104.0,33007,264.73135711770243,,0.5,538,2.0,2.0,0.0,90.27,2.0,0.0,83.65,32832,,
416,3,0.0,11296.0,10336.0,1681400263.0,,0.0,,264.73135711770243,,0,,2,90.76,11200.0,33323,264.73135711770243,,0.5,539,2.0,2.0,0.0,90.24,2.0,0.0,83.73,32832,,
417,3,0.0,11296.0,10336.0,1681400265.0,,0.0,,264.73135711770243,,0,,2,90.76,11200.0,33639,264.73135711770243,,0.5,541,2.0,2.0,0.0,90.24,2.0,0.0,83.73,32832,,
418,3,0.0,11296.0,10336.0,1681400266.0,,0.0,,264.73135711770243,,0,,2,90.76,11200.0,33953,264.73135711770243,,0.5,542,2.0,2.0,0.0,90.24,2.0,0.0,83.73,32832,,
419,3,0.0,11296.0,10336.0,1681400267.0,,0.0,,264.73135711770243,,0,,2,90.76,11200.0,34268,264.73135711770243,,0.5,543,2.0,2.0,0.0,90.24,2.0,0.0,83.73,32832,,
420,3,0.0,11296.0,10336.0,1681400268.0,,0.0,,264.73135711770243,,0,,2,90.76,11200.0,34584,264.73135711770243,,0.5,544,2.0,2.0,0.0,90.24,2.0,0.0,83.73,32832,,
421,3,0.0,11296.0,10336.0,1681400269.0,,0.0,,264.73135711770243,,0,,2,90.76,11200.0,34900,264.73135711770243,,0.5,545,2.0,2.0,0.0,90.24,2.0,0.0,83.73,32832,,
422,3,0.0,11296.0,10336.0,1681400271.0,,0.0,,264.73135711770243,,0,,2,90.76,11200.0,35217,264.73135711770243,,0.5,547,2.0,2.0,0.0,90.24,2.0,0.0,83.73,32832,,
423,3,0.0,11296.0,10336.0,1681400272.0,,0.0,,264.73135711770243,,0,,2,90.76,11200.0,35533,264.73135711770243,,0.5,548,2.0,2.0,0.0,90.24,2.0,0.0,83.73,32832,,
424,3,0.0,11296.0,10336.0,1681400273.0,,0.0,,264.73135711770243,,0,,2,90.76,11200.0,35849,264.73135711770243,,0.5,549,2.0,2.0,0.0,90.24,2.0,0.0,83.73,32832,,
425,3,0.0,11296.0,10336.0,1681400274.0,,0.0,,264.73135711770243,,0,,2,90.76,11200.0,36164,264.73135711770243,,0.5,550,2.0,2.0,0.0,90.24,2.0,0.0,83.73,32832,,
426,3,0.0,11296.0,10336.0,1681400275.0,,0.0,,264.73135711770243,,0,,2,90.76,11200.0,36480,264.73135711770243,,0.5,551,2.0,2.0,0.0,90.24,2.0,0.0,83.73,32832,,
427,3,0.0,11296.0,10336.0,1681400276.0,,0.0,,264.73135711770243,,0,,2,90.76,11200.0,36796,264.73135711770243,,0.5,552,2.0,2.0,0.0,90.24,2.0,0.0,83.73,32832,,
428,3,0.0,11296.0,10336.0,1681400278.0,,0.0,,264.73135711770243,,0,,2,90.76,11200.0,37112,264.73135711770243,,0.5,554,2.0,2.0,0.0,90.24,2.0,0.0,83.73,32832,,
429,3,0.0,11296.0,10336.0,1681400279.0,,0.0,,264.73135711770243,,0,,2,90.76,11200.0,37428,264.73135711770243,,0.5,555,2.0,2.0,0.0,90.24,2.0,0.0,83.73,32832,,
430,3,0.0,11296.0,10336.0,1681400280.0,,0.0,,264.73135711770243,,0,,2,90.76,11200.0,37744,264.73135711770243,,0.5,556,2.0,2.0,0.0,90.24,2.0,0.0,83.73,32832,,
431,3,0.0,11296.0,10336.0,1681400281.0,,0.0,,264.73135711770243,,0,,2,90.76,11200.0,38060,264.73135711770243,,0.5,557,2.0,2.0,0.0,90.24,2.0,0.0,83.73,32832,,
432,3,0.0,11296.0,10336.0,1681400282.0,,0.0,,264.73135711770243,,0,,2,90.76,11200.0,38377,264.73135711770243,,0.5,558,2.0,2.0,0.0,90.24,2.0,0.0,83.73,32832,,
433,3,0.0,11296.0,10336.0,1681400284.0,,0.0,,264.73135711770243,,0,,2,90.76,11200.0,38693,264.73135711770243,,0.5,560,2.0,2.0,0.0,90.24,2.0,0.0,83.73,32832,,
434,3,0.0,11296.0,10336.0,1681400285.0,,0.0,,264.73135711770243,,0,,2,90.76,11200.0,39010,264.73135711770243,,0.5,561,2.0,2.0,0.0,90.24,2.0,0.0,83.73,32832,,
435,3,0.0,11296.0,10336.0,1681400286.0,,0.0,,264.73135711770243,,0,,2,90.76,11200.0,39326,264.73135711770243,,0.5,562,2.0,2.0,0.0,90.24,2.0,0.0,83.73,32832,,
436,3,0.0,11296.0,10336.0,1681400287.0,,0.0,,264.73135711770243,,0,,2,90.76,11200.0,39641,264.73135711770243,,0.5,563,2.0,2.0,0.0,90.24,2.0,0.0,83.73,32832,,
437,3,0.0,11296.0,10336.0,1681400288.0,,0.0,,264.73135711770243,,0,,2,90.76,11200.0,39957,264.73135711770243,,0.5,564,2.0,2.0,0.0,90.24,2.0,0.0,83.73,32832,,
438,3,0.0,11296.0,10336.0,1681400290.0,,0.0,,264.73135711770243,,0,,2,90.76,11200.0,40273,264.73135711770243,,0.5,566,2.0,2.0,0.0,90.24,2.0,0.0,83.73,32832,,
439,3,0.0,11296.0,10336.0,1681400291.0,,0.0,,264.73135711770243,,0,,2,90.76,11200.0,40589,264.73135711770243,,0.5,567,2.0,2.0,0.0,90.24,2.0,0.0,83.73,32832,,
440,3,0.0,11296.0,10336.0,1681400292.0,,0.0,,264.73135711770243,,0,,2,90.76,11200.0,40905,264.73135711770243,,0.5,568,2.0,2.0,0.0,90.24,2.0,0.0,83.73,32832,,
441,3,0.0,11296.0,10336.0,1681400293.0,,0.0,,264.73135711770243,,0,,2,90.76,11200.0,41221,264.73135711770243,,0.5,569,2.0,2.0,0.0,90.24,2.0,0.0,83.73,32832,,
442,3,0.0,11296.0,10336.0,1681400294.0,,0.0,,264.73135711770243,,0,,2,90.76,11200.0,41536,264.73135711770243,,0.5,570,2.0,2.0,0.0,90.24,2.0,0.0,83.73,32832,,
443,3,0.0,11296.0,10336.0,1681400296.0,,0.0,,264.73135711770243,,0,,2,90.76,11200.0,41853,264.73135711770243,,0.5,572,2.0,2.0,0.0,90.24,2.0,0.0,83.73,32832,,
444,3,0.0,11296.0,10336.0,1681400297.0,,0.0,,264.73135711770243,,0,,2,90.76,11200.0,42169,264.73135711770243,,0.5,573,2.0,2.0,0.0,90.24,2.0,0.0,83.73,32832,,
445,3,0.0,11296.0,10336.0,1681400298.0,,0.0,,264.73135711770243,,0,,2,90.76,11200.0,42486,264.73135711770243,,0.5,574,2.0,2.0,0.0,90.24,2.0,0.0,83.73,32832,,
446,3,0.0,11296.0,10336.0,1681400299.0,,0.0,,264.73135711770243,,0,,2,90.76,11200.0,42803,264.73135711770243,,0.5,575,2.0,2.0,0.0,90.24,2.0,0.0,83.73,32832,,
447,3,0.0,11296.0,10336.0,1681400300.0,,0.0,,264.73135711770243,,0,,2,90.76,11200.0,43121,264.73135711770243,,0.5,576,2.0,2.0,0.0,90.24,2.0,0.0,83.73,32832,,
448,3,0.0,11296.0,10336.0,1681400302.0,,0.0,,264.73135711770243,,0,,2,90.76,11200.0,43438,264.73135711770243,,0.5,578,2.0,2.0,0.0,90.24,2.0,0.0,83.73,32832,,
449,3,0.0,11296.0,10336.0,1681400303.0,,0.0,,264.73135711770243,,0,,2,90.76,11200.0,43755,264.73135711770243,,0.5,579,2.0,2.0,0.0,90.24,2.0,0.0,83.73,32832,,
450,3,0.0,11296.0,10336.0,1681400304.0,,0.0,,264.73135711770243,,0,,2,90.76,11200.0,44069,264.73135711770243,,0.5,580,2.0,2.0,0.0,90.24,2.0,0.0,83.73,32832,,
451,3,0.0,11296.0,10336.0,1681400305.0,,0.0,,264.73135711770243,,0,,2,90.76,11200.0,44384,264.73135711770243,,0.5,581,2.0,2.0,0.0,90.24,2.0,0.0,83.73,32832,,
452,3,0.0,11296.0,10336.0,1681400306.0,,0.0,,264.73135711770243,,0,,2,90.76,11200.0,44699,264.73135711770243,,0.5,582,2.0,2.0,0.0,90.24,2.0,0.0,83.73,32832,,
453,3,0.0,11296.0,10336.0,1681400308.0,,0.0,,264.73135711770243,,0,,2,90.76,11200.0,45015,264.73135711770243,,0.5,584,2.0,2.0,0.0,90.24,2.0,0.0,83.73,32832,,
454,3,0.0,11296.0,10336.0,1681400309.0,,0.0,,264.73135711770243,,0,,2,90.76,11200.0,45330,264.73135711770243,,0.5,585,2.0,2.0,0.0,90.24,2.0,0.0,83.73,32832,,
455,3,0.0,11296.0,10336.0,1681400310.0,,0.0,,264.73135711770243,,0,,2,90.76,11200.0,45646,264.73135711770243,,0.5,586,2.0,2.0,0.0,90.24,2.0,0.0,83.73,32832,,
456,3,0.0,11296.0,10336.0,1681400311.0,,0.0,,264.73135711770243,,0,,2,90.76,11200.0,45961,264.73135711770243,,0.5,587,2.0,2.0,0.0,90.24,2.0,0.0,83.73,32832,,
457,3,0.0,11296.0,10336.0,1681400312.0,,0.0,,264.73135711770243,,0,,2,90.76,11200.0,46277,264.73135711770243,,0.5,588,2.0,2.0,0.0,90.24,2.0,0.0,83.73,32832,,
458,3,0.0,11296.0,10336.0,1681400313.0,,0.0,,264.73135711770243,,0,,2,90.76,11200.0,46592,264.73135711770243,,0.5,589,2.0,2.0,0.0,90.24,2.0,0.0,83.73,32832,,
459,3,0.0,11296.0,10336.0,1681400315.0,,0.0,,264.73135711770243,,0,,2,90.76,11200.0,46908,264.73135711770243,,0.5,591,2.0,2.0,0.0,90.24,2.0,0.0,83.73,32832,,
460,3,0.0,11296.0,10336.0,1681400316.0,,0.0,,264.73135711770243,,0,,2,90.76,11200.0,47223,264.73135711770243,,0.5,592,2.0,2.0,0.0,90.24,2.0,0.0,83.73,32832,,
461,3,0.0,11296.0,10336.0,1681400317.0,,0.0,,264.73135711770243,,0,,2,90.76,11200.0,47539,264.73135711770243,,0.5,593,2.0,2.0,0.0,90.24,2.0,0.0,83.73,32832,,
462,3,0.0,11296.0,10336.0,1681400318.0,,0.0,,264.73135711770243,,0,,2,90.76,11200.0,47855,264.73135711770243,,0.5,594,2.0,2.0,0.0,90.24,2.0,0.0,83.73,32832,,
463,3,0.0,11296.0,10336.0,1681400319.0,,0.0,,264.73135711770243,,0,,2,90.76,11200.0,48171,264.73135711770243,,0.5,595,2.0,2.0,0.0,90.24,2.0,0.0,83.73,32832,,
464,3,0.0,11296.0,10336.0,1681400321.0,,0.0,,264.73135711770243,,0,,2,90.76,11200.0,48486,264.73135711770243,,0.5,597,2.0,2.0,0.0,90.24,2.0,0.0,83.73,32832,,
465,3,0.0,11296.0,10336.0,1681400322.0,,0.0,,264.73135711770243,,0,,2,90.76,11200.0,48802,264.73135711770243,,0.5,598,2.0,2.0,0.0,90.24,2.0,0.0,83.73,32832,,
466,3,0.0,11296.0,10336.0,1681400323.0,,0.0,,264.73135711770243,,0,,2,90.76,11200.0,49118,264.73135711770243,,0.5,599,2.0,2.0,0.0,90.24,2.0,0.0,83.73,32832,,
467,3,0.0,11296.0,10336.0,1681400324.0,,0.0,,264.73135711770243,,0,,2,90.76,11200.0,49434,264.73135711770243,,0.5,600,2.0,2.0,0.0,90.24,2.0,0.0,83.73,32832,,
468,3,0.0,11296.0,10336.0,1681400325.0,,0.0,,264.73135711770243,,0,,2,90.76,11200.0,49750,264.73135711770243,,0.5,601,2.0,2.0,0.0,90.24,2.0,0.0,83.73,32832,,
