_step,03_hivemind/num_peers,04_peers/peer_1_epoch_oos,04_peers/peer_2_samples_accumulated,04_peers/peer_3_samples_accumulated,_timestamp,03_hivemind/overshot_TBS,04_peers/peer_2_epoch_oos,03_hivemind/total_training_samples,03_hivemind/optimistic_total_samples_per_second,03_hivemind/epoch_s,03_hivemind/num_clients,03_hivemind/reached_TBS,03_hivemind/global_epoch,04_peers/peer_2_samples_per_second,04_peers/peer_1_samples_accumulated,03_hivemind/estimated_current_samples,03_hivemind/actual_total_samples_per_second,03_hivemind/epoch_based_sps,03_hivemind/next_fetch_time_s,_runtime,04_peers/peer_2_epoch,04_peers/peer_3_epoch,03_hivemind/eta_next_epoch_s,04_peers/peer_1_samples_per_second,04_peers/peer_1_epoch,04_peers/peer_3_epoch_oos,04_peers/peer_3_samples_per_second,03_hivemind/global_samples_accumulated,03_hivemind/undershot_TBS,03_hivemind/per_epoch_training_samples
211,3,0.0,4896.0,4416.0,1681400019.0,,0.0,,269.47537034165526,,0,,1,92.84,4768.0,14544,269.47537034165526,,10.0,295,1.0,1.0,67.63,91.45,1.0,0.0,85.2,14432,,
212,3,0.0,5024.0,4512.0,1681400020.0,,0.0,,269.37275260173493,,0,,1,92.77,4896.0,14864,269.37275260173493,,10.0,296,1.0,1.0,66.46,91.52,1.0,0.0,85.18,14720,,
213,3,0.0,5120.0,4608.0,1681400021.0,,0.0,,269.2924774913339,,0,,1,92.74,4992.0,15185,269.2924774913339,,10.0,297,1.0,1.0,65.29,91.47,1.0,0.0,85.16,15104,,
214,3,0.0,5248.0,4736.0,1681400022.0,,0.0,,269.2076535891343,,0,,1,92.76,5120.0,15505,269.2076535891343,,10.0,298,1.0,1.0,64.12,91.39,1.0,0.0,85.15,15392,,
215,3,0.0,5344.0,4832.0,1681400024.0,,0.0,,269.19795320335504,,0,,1,92.68,5216.0,15827,269.19795320335504,,10.0,300,1.0,1.0,62.93,91.36,1.0,0.0,85.17,15680,,
216,3,0.0,5440.0,4928.0,1681400025.0,,0.0,,269.1648466669701,,0,,1,92.66,5312.0,16149,269.1648466669701,,10.0,301,1.0,1.0,61.74,91.32,1.0,0.0,85.22,16032,,
217,3,0.0,5568.0,5024.0,1681400026.0,,0.0,,269.2615000890013,,0,,1,92.61,5440.0,16471,269.2615000890013,,10.0,302,1.0,1.0,60.52,91.3,1.0,0.0,85.25,16320,,
218,3,0.0,5664.0,5120.0,1681400027.0,,0.0,,269.4216099916986,,0,,1,92.7,5536.0,16793,269.4216099916986,,10.0,303,1.0,1.0,59.29,91.31,1.0,0.0,85.25,16704,,
219,3,0.0,5792.0,5248.0,1681400028.0,,0.0,,269.2984588194696,,0,,1,92.71,5664.0,17115,269.2984588194696,,10.0,304,1.0,1.0,58.13,91.29,1.0,0.0,85.42,16992,,
220,3,0.0,5888.0,5344.0,1681400030.0,,0.0,,269.13317170681535,,0,,1,92.66,5760.0,17435,269.13317170681535,,10.0,306,1.0,1.0,56.97,91.31,1.0,0.0,85.33,17312,,
221,3,0.0,6016.0,5440.0,1681400031.0,,0.0,,269.0339795340865,,0,,1,92.6,5856.0,17754,269.0339795340865,,10.0,307,1.0,1.0,55.81,91.24,1.0,0.0,85.29,17632,,
222,3,0.0,6112.0,5536.0,1681400032.0,,0.0,,268.8715128016278,,0,,1,92.54,5984.0,18075,268.8715128016278,,10.0,308,1.0,1.0,54.65,91.21,1.0,0.0,85.28,17952,,
223,3,0.0,6240.0,5632.0,1681400033.0,,0.0,,268.782297832567,,0,,1,92.53,6080.0,18394,268.782297832567,,10.0,309,1.0,1.0,53.48,91.17,1.0,0.0,85.17,18272,,
224,3,0.0,6336.0,5728.0,1681400034.0,,0.0,,268.8846625861618,,0,,1,92.5,6208.0,18719,268.8846625861618,,10.0,310,1.0,1.0,52.25,91.13,1.0,0.0,85.16,18592,,
225,3,0.0,6432.0,5856.0,1681400036.0,,0.0,,268.7870067674718,,0,,1,92.46,6304.0,19040,268.7870067674718,,10.0,312,1.0,1.0,51.08,91.14,1.0,0.0,85.29,18912,,
226,3,0.0,6560.0,5952.0,1681400037.0,,0.0,,268.6418066409328,,0,,1,92.45,6400.0,19359,268.6418066409328,,10.0,313,1.0,1.0,49.91,91.11,1.0,0.0,85.23,19232,,
227,3,0.0,6656.0,6048.0,1681400038.0,,0.0,,268.50247238034297,,0,,1,92.43,6528.0,19678,268.50247238034297,,10.0,314,1.0,1.0,48.75,91.07,1.0,0.0,85.14,19552,,
228,3,0.0,6784.0,6144.0,1681400039.0,,0.0,,268.2050363168685,,0,,1,92.4,6624.0,19998,268.2050363168685,,10.0,315,1.0,1.0,47.61,91.03,1.0,0.0,85.07,19872,,
229,3,0.0,6880.0,6240.0,1681400040.0,,0.0,,268.11532190842087,,0,,1,92.35,6752.0,20318,268.11532190842087,,10.0,316,1.0,1.0,46.44,90.99,1.0,0.0,84.86,20192,,
230,3,0.0,7008.0,6336.0,1681400041.0,,0.0,,267.80091289820314,,0,,1,92.31,6848.0,20636,267.80091289820314,,10.0,317,1.0,1.0,45.3,90.98,1.0,0.0,84.82,20512,,
231,3,0.0,7104.0,6464.0,1681400043.0,,0.0,,267.81058775990965,,0,,1,92.33,6944.0,20955,267.81058775990965,,10.0,319,1.0,1.0,44.11,90.92,1.0,0.0,84.55,20864,,
232,3,0.0,7232.0,6560.0,1681400044.0,,0.0,,267.564451836407,,0,,1,92.3,7072.0,21274,267.564451836407,,10.0,320,1.0,1.0,42.96,90.88,1.0,0.0,84.63,21152,,
233,3,0.0,7328.0,6656.0,1681400045.0,,0.0,,267.49044614161863,,0,,1,92.25,7168.0,21593,267.49044614161863,,10.0,321,1.0,1.0,41.78,90.89,1.0,0.0,84.43,21472,,
234,3,0.0,7424.0,6752.0,1681400046.0,,0.0,,267.4613002724959,,0,,1,92.24,7296.0,21912,267.4613002724959,,10.0,322,1.0,1.0,40.59,90.81,1.0,0.0,84.44,21792,,
235,3,0.0,7552.0,6848.0,1681400047.0,,0.0,,267.33814020751527,,0,,1,92.22,7392.0,22230,267.33814020751527,,10.0,323,1.0,1.0,39.42,90.78,1.0,0.0,84.46,22080,,
236,3,0.0,7648.0,6944.0,1681400049.0,,0.0,,267.4910973065657,,0,,1,92.19,7488.0,22549,267.4910973065657,,10.0,325,1.0,1.0,38.2,90.75,1.0,0.0,84.4,22432,,
237,3,0.0,7776.0,7040.0,1681400050.0,,0.0,,267.4964399678707,,0,,1,92.18,7616.0,22866,267.4964399678707,,10.0,326,1.0,1.0,37.02,90.79,1.0,0.0,84.52,22752,,
238,3,0.0,7872.0,7168.0,1681400051.0,,0.0,,267.63854203682365,,0,,1,92.15,7712.0,23187,267.63854203682365,,10.0,327,1.0,1.0,35.8,90.73,1.0,0.0,84.62,23072,,
239,3,0.0,8000.0,7264.0,1681400052.0,,0.0,,267.6309718492953,,0,,1,92.16,7808.0,23507,267.6309718492953,,10.0,328,1.0,1.0,34.61,90.77,1.0,0.0,84.7,23392,,
240,3,0.0,8096.0,7360.0,1681400053.0,,0.0,,267.5967495164267,,0,,1,92.16,7936.0,23827,267.5967495164267,,10.0,329,1.0,1.0,33.41,90.74,1.0,0.0,84.73,23680,,
241,3,0.0,8192.0,7456.0,1681400055.0,,0.0,,267.52954853571515,,0,,1,92.07,8032.0,24149,267.52954853571515,,10.0,331,1.0,1.0,32.22,90.75,1.0,0.0,84.78,24032,,
242,3,0.0,8320.0,7552.0,1681400056.0,,0.0,,267.4482347988949,,0,,1,92.05,8160.0,24471,267.4482347988949,,10.0,332,1.0,1.0,31.02,90.72,1.0,0.0,84.76,24320,,
243,3,0.0,8416.0,7648.0,1681400057.0,,0.0,,267.291159489071,,0,,1,92.02,8256.0,24787,267.291159489071,,10.0,333,1.0,1.0,29.86,90.67,1.0,0.0,84.76,24672,,
244,3,0.0,8544.0,7776.0,1681400058.0,,0.0,,267.20060309398133,,0,,1,91.92,8352.0,25106,267.20060309398133,,10.0,334,1.0,1.0,28.67,90.68,1.0,0.0,84.68,24992,,
245,3,0.0,8640.0,7872.0,1681400059.0,,0.0,,267.2325756577438,,0,,1,91.89,8480.0,25425,267.2325756577438,,10.0,335,1.0,1.0,27.48,90.6,1.0,0.0,84.7,25312,,
246,3,0.0,8768.0,7968.0,1681400061.0,,0.0,,267.2416304404131,,0,,1,91.88,8576.0,25743,267.2416304404131,,10.0,337,1.0,1.0,26.29,90.63,1.0,0.0,84.73,25632,,
247,3,0.0,8864.0,8064.0,1681400062.0,,0.0,,267.19637218217963,,0,,1,91.85,8704.0,26063,267.19637218217963,,10.0,338,1.0,1.0,25.09,90.63,1.0,0.0,84.76,25952,,
248,3,0.0,8992.0,8160.0,1681400063.0,,0.0,,266.9994734117128,,0,,1,91.81,8800.0,26381,266.9994734117128,,10.0,339,1.0,1.0,23.92,90.62,1.0,0.0,84.77,26240,,
249,3,0.0,9088.0,8256.0,1681400064.0,,0.0,,266.9216120695221,,0,,1,91.75,8896.0,26700,266.9216120695221,,10.0,340,1.0,1.0,22.73,90.58,1.0,0.0,84.66,26592,,
250,3,0.0,9184.0,8384.0,1681400065.0,,0.0,,266.94468706542943,,0,,1,91.69,9024.0,27019,266.94468706542943,,10.0,341,1.0,1.0,21.54,90.57,1.0,0.0,84.66,26912,,
251,3,0.0,9312.0,8480.0,1681400067.0,,0.0,,266.93405602511825,,0,,1,91.65,9120.0,27337,266.93405602511825,,10.0,343,1.0,1.0,20.34,90.58,1.0,0.0,84.71,27200,,
252,3,0.0,9408.0,8576.0,1681400068.0,,0.0,,266.82779764543295,,0,,1,91.64,9216.0,27656,266.82779764543295,,9.58,344,1.0,1.0,19.16,90.57,1.0,0.0,84.73,27552,,
253,3,0.0,9536.0,8672.0,1681400069.0,,0.0,,266.8302617509624,,0,,1,91.64,9344.0,27978,266.8302617509624,,8.98,345,1.0,1.0,17.95,90.45,1.0,0.0,84.74,27840,,
254,3,0.0,9632.0,8768.0,1681400070.0,,0.0,,266.780371873139,,0,,1,91.61,9440.0,28297,266.780371873139,,8.38,346,1.0,1.0,16.76,90.45,1.0,0.0,84.78,28160,,
255,3,0.0,9728.0,8864.0,1681400071.0,,0.0,,266.6838232828772,,0,,1,91.58,9568.0,28614,266.6838232828772,,7.79,347,1.0,1.0,15.58,90.46,1.0,0.0,84.74,28512,,
256,3,0.0,9856.0,8992.0,1681400073.0,,0.0,,266.68537561796194,,0,,1,91.46,9664.0,28932,266.68537561796194,,7.19,349,1.0,1.0,14.38,90.49,1.0,0.0,84.73,28800,,
257,3,0.0,9952.0,9088.0,1681400074.0,,0.0,,266.52655352775173,,0,,1,91.47,9760.0,29249,266.52655352775173,,6.6,350,1.0,1.0,13.2,90.49,1.0,0.0,84.73,29152,,
258,3,0.0,10080.0,9184.0,1681400075.0,,0.0,,266.431994171322,,0,,1,91.31,9888.0,29565,266.431994171322,,6.01,351,1.0,1.0,12.02,90.49,1.0,0.0,84.72,29440,,
259,3,0.0,10176.0,9280.0,1681400076.0,,0.0,,266.3802639220391,,0,,1,91.29,9984.0,29882,266.3802639220391,,5.42,352,1.0,1.0,10.83,90.47,1.0,0.0,84.68,29728,,
260,3,0.0,10272.0,9376.0,1681400077.0,,0.0,,266.40995462523165,,0,,1,91.3,10080.0,30199,266.40995462523165,,4.82,353,1.0,1.0,9.64,90.48,1.0,0.0,84.6,30080,,
261,3,0.0,10400.0,9472.0,1681400078.0,,0.0,,266.0289327875501,,0,,1,91.3,10208.0,30515,266.0289327875501,,4.23,354,1.0,1.0,8.47,90.51,1.0,0.0,84.6,30368,,
262,3,0.0,10496.0,9568.0,1681400080.0,,0.0,,266.1326089494193,,0,,1,91.26,10304.0,30833,266.1326089494193,,3.64,356,1.0,1.0,7.27,90.44,1.0,0.0,84.33,30752,,
263,3,0.0,10624.0,9696.0,1681400081.0,,0.0,,266.16618941008005,,0,,1,91.19,10432.0,31151,266.16618941008005,,3.04,357,1.0,1.0,6.08,90.47,1.0,0.0,84.48,31040,,
264,3,0.0,10720.0,9792.0,1681400082.0,,0.0,,266.16436382576256,,0,,1,91.16,10528.0,31469,266.16436382576256,,2.44,358,1.0,1.0,4.88,90.47,1.0,0.0,84.54,31328,,
265,3,0.0,10816.0,9888.0,1681400083.0,,0.0,,266.16554858415094,,0,,1,91.18,10624.0,31785,266.16554858415094,,1.85,359,1.0,1.0,3.69,90.43,1.0,0.0,84.56,31680,,
266,3,0.0,10944.0,9984.0,1681400084.0,,0.0,,266.11524649050034,,0,,1,91.16,10752.0,32102,266.11524649050034,,1.25,360,1.0,1.0,2.5,90.41,1.0,0.0,84.6,31968,,
267,3,0.0,11040.0,10080.0,1681400086.0,,0.0,,266.0530274285339,,0,,1,91.11,10848.0,32421,266.0530274285339,,0.65,362,1.0,1.0,1.3,90.37,1.0,0.0,84.63,32288,,
268,3,0.0,11168.0,10176.0,1681400087.0,,0.0,,266.13518241912686,,0,,1,91.04,10944.0,32740,266.13518241912686,,0.5,363,1.0,1.0,0.11,90.38,1.0,0.0,84.63,32640,,
269,3,0.0,11264.0,10304.0,1681400088.0,,0.0,,266.1159921920166,,0,,1,91.11,11072.0,33057,266.1159921920166,,0.5,364,1.0,1.0,0.0,90.39,1.0,0.0,84.64,32832,,
270,3,0.0,11328.0,10368.0,1681400089.0,,0.0,,266.1159921920166,,0,,1,91.08,11136.0,33375,266.1159921920166,,0.5,365,1.0,1.0,0.0,90.41,1.0,0.0,84.63,32832,,
271,3,0.0,11328.0,10368.0,1681400090.0,,0.0,,266.1159921920166,,0,,1,91.08,11136.0,33692,266.1159921920166,,0.5,366,1.0,1.0,0.0,90.41,1.0,0.0,84.63,32832,,
272,3,0.0,11328.0,10368.0,1681400092.0,,0.0,,266.1159921920166,,0,,1,91.08,11136.0,34008,266.1159921920166,,0.5,368,1.0,1.0,0.0,90.41,1.0,0.0,84.63,32832,,
273,3,0.0,11328.0,10368.0,1681400093.0,,0.0,,266.1159921920166,,0,,1,91.08,11136.0,34326,266.1159921920166,,0.5,369,1.0,1.0,0.0,90.41,1.0,0.0,84.63,32832,,
274,3,0.0,11328.0,10368.0,1681400094.0,,0.0,,266.1159921920166,,0,,1,91.08,11136.0,34643,266.1159921920166,,0.5,370,1.0,1.0,0.0,90.41,1.0,0.0,84.63,32832,,
275,3,0.0,11328.0,10368.0,1681400095.0,,0.0,,266.1159921920166,,0,,1,91.08,11136.0,34960,266.1159921920166,,0.5,371,1.0,1.0,0.0,90.41,1.0,0.0,84.63,32832,,
276,3,0.0,11328.0,10368.0,1681400096.0,,0.0,,266.1159921920166,,0,,1,91.08,11136.0,35278,266.1159921920166,,0.5,372,1.0,1.0,0.0,90.41,1.0,0.0,84.63,32832,,
277,3,0.0,11328.0,10368.0,1681400098.0,,0.0,,266.1159921920166,,0,,1,91.08,11136.0,35595,266.1159921920166,,0.5,374,1.0,1.0,0.0,90.41,1.0,0.0,84.63,32832,,
278,3,0.0,11328.0,10368.0,1681400099.0,,0.0,,266.1159921920166,,0,,1,91.08,11136.0,35913,266.1159921920166,,0.5,375,1.0,1.0,0.0,90.41,1.0,0.0,84.63,32832,,
279,3,0.0,11328.0,10368.0,1681400100.0,,0.0,,266.1159921920166,,0,,1,91.08,11136.0,36231,266.1159921920166,,0.5,376,1.0,1.0,0.0,90.41,1.0,0.0,84.63,32832,,
280,3,0.0,11328.0,10368.0,1681400101.0,,0.0,,266.1159921920166,,0,,1,91.08,11136.0,36549,266.1159921920166,,0.5,377,1.0,1.0,0.0,90.41,1.0,0.0,84.63,32832,,
281,3,0.0,11328.0,10368.0,1681400102.0,,0.0,,266.1159921920166,,0,,1,91.08,11136.0,36865,266.1159921920166,,0.5,378,1.0,1.0,0.0,90.41,1.0,0.0,84.63,32832,,
282,3,0.0,11328.0,10368.0,1681400104.0,,0.0,,266.1159921920166,,0,,1,91.08,11136.0,37182,266.1159921920166,,0.5,380,1.0,1.0,0.0,90.41,1.0,0.0,84.63,32832,,
283,3,0.0,11328.0,10368.0,1681400105.0,,0.0,,266.1159921920166,,0,,1,91.08,11136.0,37500,266.1159921920166,,0.5,381,1.0,1.0,0.0,90.41,1.0,0.0,84.63,32832,,
284,3,0.0,11328.0,10368.0,1681400106.0,,0.0,,266.1159921920166,,0,,1,91.08,11136.0,37818,266.1159921920166,,0.5,382,1.0,1.0,0.0,90.41,1.0,0.0,84.63,32832,,
285,3,0.0,11328.0,10368.0,1681400107.0,,0.0,,266.1159921920166,,0,,1,91.08,11136.0,38136,266.1159921920166,,0.5,383,1.0,1.0,0.0,90.41,1.0,0.0,84.63,32832,,
286,3,0.0,11328.0,10368.0,1681400108.0,,0.0,,266.1159921920166,,0,,1,91.08,11136.0,38454,266.1159921920166,,0.5,384,1.0,1.0,0.0,90.41,1.0,0.0,84.63,32832,,
287,3,0.0,11328.0,10368.0,1681400110.0,,0.0,,266.1159921920166,,0,,1,91.08,11136.0,38772,266.1159921920166,,0.5,386,1.0,1.0,0.0,90.41,1.0,0.0,84.63,32832,,
288,3,0.0,11328.0,10368.0,1681400111.0,,0.0,,266.1159921920166,,0,,1,91.08,11136.0,39090,266.1159921920166,,0.5,387,1.0,1.0,0.0,90.41,1.0,0.0,84.63,32832,,
289,3,0.0,11328.0,10368.0,1681400112.0,,0.0,,266.1159921920166,,0,,1,91.08,11136.0,39406,266.1159921920166,,0.5,388,1.0,1.0,0.0,90.41,1.0,0.0,84.63,32832,,
290,3,0.0,11328.0,10368.0,1681400113.0,,0.0,,266.1159921920166,,0,,1,91.08,11136.0,39725,266.1159921920166,,0.5,389,1.0,1.0,0.0,90.41,1.0,0.0,84.63,32832,,
291,3,0.0,11328.0,10368.0,1681400114.0,,0.0,,266.1159921920166,,0,,1,91.08,11136.0,40042,266.1159921920166,,0.5,390,1.0,1.0,0.0,90.41,1.0,0.0,84.63,32832,,
292,3,0.0,11328.0,10368.0,1681400115.0,,0.0,,266.1159921920166,,0,,1,91.08,11136.0,40361,266.1159921920166,,0.5,391,1.0,1.0,0.0,90.41,1.0,0.0,84.63,32832,,
293,3,0.0,11328.0,10368.0,1681400117.0,,0.0,,266.1159921920166,,0,,1,91.08,11136.0,40678,266.1159921920166,,0.5,393,1.0,1.0,0.0,90.41,1.0,0.0,84.63,32832,,
294,3,0.0,11328.0,10368.0,1681400118.0,,0.0,,266.1159921920166,,0,,1,91.08,11136.0,40997,266.1159921920166,,0.5,394,1.0,1.0,0.0,90.41,1.0,0.0,84.63,32832,,
295,3,0.0,11328.0,10368.0,1681400119.0,,0.0,,266.1159921920166,,0,,1,91.08,11136.0,41315,266.1159921920166,,0.5,395,1.0,1.0,0.0,90.41,1.0,0.0,84.63,32832,,
296,3,0.0,11328.0,10368.0,1681400120.0,,0.0,,266.1159921920166,,0,,1,91.08,11136.0,41633,266.1159921920166,,0.5,396,1.0,1.0,0.0,90.41,1.0,0.0,84.63,32832,,
297,3,0.0,11328.0,10368.0,1681400121.0,,0.0,,266.1159921920166,,0,,1,91.08,11136.0,41951,266.1159921920166,,0.5,397,1.0,1.0,0.0,90.41,1.0,0.0,84.63,32832,,
298,3,0.0,11328.0,10368.0,1681400123.0,,0.0,,266.1159921920166,,0,,1,91.08,11136.0,42268,266.1159921920166,,0.5,399,1.0,1.0,0.0,90.41,1.0,0.0,84.63,32832,,
299,3,0.0,11328.0,10368.0,1681400124.0,,0.0,,266.1159921920166,,0,,1,91.08,11136.0,42584,266.1159921920166,,0.5,400,1.0,1.0,0.0,90.41,1.0,0.0,84.63,32832,,
300,3,0.0,11328.0,10368.0,1681400125.0,,0.0,,266.1159921920166,,0,,1,91.08,11136.0,42902,266.1159921920166,,0.5,401,1.0,1.0,0.0,90.41,1.0,0.0,84.63,32832,,
301,3,0.0,11328.0,10368.0,1681400126.0,,0.0,,266.1159921920166,,0,,1,91.08,11136.0,43218,266.1159921920166,,0.5,402,1.0,1.0,0.0,90.41,1.0,0.0,84.63,32832,,
302,3,0.0,11328.0,10368.0,1681400127.0,,0.0,,266.1159921920166,,0,,1,91.08,11136.0,43535,266.1159921920166,,0.5,403,1.0,1.0,0.0,90.41,1.0,0.0,84.63,32832,,
303,3,0.0,11328.0,10368.0,1681400129.0,,0.0,,266.1159921920166,,0,,1,91.08,11136.0,43854,266.1159921920166,,0.5,405,1.0,1.0,0.0,90.41,1.0,0.0,84.63,32832,,
304,3,0.0,11328.0,10368.0,1681400130.0,,0.0,,266.1159921920166,,0,,1,91.08,11136.0,44169,266.1159921920166,,0.5,406,1.0,1.0,0.0,90.41,1.0,0.0,84.63,32832,,
305,3,0.0,11328.0,10368.0,1681400131.0,,0.0,,266.1159921920166,,0,,1,91.08,11136.0,44487,266.1159921920166,,0.5,407,1.0,1.0,0.0,90.41,1.0,0.0,84.63,32832,,
306,3,0.0,11328.0,10368.0,1681400132.0,,0.0,,266.1159921920166,,0,,1,91.08,11136.0,44804,266.1159921920166,,0.5,408,1.0,1.0,0.0,90.41,1.0,0.0,84.63,32832,,
307,3,0.0,11328.0,10368.0,1681400133.0,,0.0,,266.1159921920166,,0,,1,91.08,11136.0,45122,266.1159921920166,,0.5,409,1.0,1.0,0.0,90.41,1.0,0.0,84.63,32832,,
308,3,0.0,11328.0,10368.0,1681400135.0,,0.0,,266.1159921920166,,0,,1,91.08,11136.0,45439,266.1159921920166,,0.5,411,1.0,1.0,0.0,90.41,1.0,0.0,84.63,32832,,
309,3,0.0,11328.0,10368.0,1681400136.0,,0.0,,266.1159921920166,,0,,1,91.08,11136.0,45756,266.1159921920166,,0.5,412,1.0,1.0,0.0,90.41,1.0,0.0,84.63,32832,,
310,3,0.0,11328.0,10368.0,1681400137.0,,0.0,,266.1159921920166,,0,,1,91.08,11136.0,46073,266.1159921920166,,0.5,413,1.0,1.0,0.0,90.41,1.0,0.0,84.63,32832,,
311,3,0.0,11328.0,10368.0,1681400138.0,,0.0,,267.5263283075645,,0,,2,91.08,11136.0,336,267.5263283075645,,10.0,414,1.0,1.0,121.23,90.41,1.0,0.0,84.63,224,,
312,3,0.0,96.0,64.0,1681400139.0,2.0,0.0,65664.0,271.82901324633826,173.03912181779742,0,0.0,2,93.43,64.0,677,271.82901324633826,189.7374400372342,10.0,415,2.0,2.0,118.05,92.5,2.0,0.0,81.6,544,0.0,32832.0
313,3,0.0,192.0,160.0,1681400141.0,,0.0,,278.1674951016212,,0,,2,93.44,192.0,1026,278.1674951016212,,10.0,417,2.0,2.0,114.11,92.6,2.0,0.0,85.79,832,,
314,3,0.0,256.0,288.0,1681400142.0,,0.0,,253.062068698701,,0,,2,93.54,288.0,1227,253.062068698701,,10.0,418,2.0,2.0,124.64,96.19,2.0,0.0,88.45,1024,,
315,3,0.0,384.0,288.0,1681400143.0,,0.0,,240.1540256351957,,0,,2,84.61,352.0,1442,240.1540256351957,,10.0,419,2.0,2.0,130.44,80.0,2.0,0.0,88.45,1312,,
316,3,0.0,480.0,384.0,1681400144.0,,0.0,,249.27440936896977,,0,,2,86.8,448.0,1774,249.27440936896977,,10.0,420,2.0,2.0,124.34,83.01,2.0,0.0,70.35,1664,,
317,3,0.0,608.0,480.0,1681400145.0,,0.0,,255.91075244016469,,0,,2,89.0,576.0,2102,255.91075244016469,,10.0,421,2.0,2.0,119.83,86.09,2.0,0.0,74.18,1984,,
318,3,0.0,704.0,608.0,1681400146.0,,0.0,,260.6698267321719,,0,,2,90.08,672.0,2430,260.6698267321719,,10.0,422,2.0,2.0,116.38,87.71,2.0,0.0,78.11,2336,,
319,3,0.0,832.0,704.0,1681400148.0,,0.0,,263.5580918660277,,0,,2,91.15,800.0,2754,263.5580918660277,,10.0,424,2.0,2.0,113.88,89.26,2.0,0.0,80.26,2624,,
320,3,0.0,928.0,800.0,1681400149.0,,0.0,,265.78945222753464,,0,,2,91.59,896.0,3079,265.78945222753464,,10.0,425,2.0,2.0,111.7,90.08,2.0,0.0,81.89,2944,,
321,3,0.0,1056.0,896.0,1681400150.0,,0.0,,267.6303412588169,,0,,2,92.05,992.0,3404,267.6303412588169,,10.0,426,2.0,2.0,109.72,90.67,2.0,0.0,83.07,3296,,
322,3,0.0,1152.0,1024.0,1681400151.0,,0.0,,268.5987104259519,,0,,2,92.27,1120.0,3725,268.5987104259519,,10.0,427,2.0,2.0,108.13,91.18,2.0,0.0,84.19,3616,,
323,3,0.0,1280.0,1120.0,1681400152.0,,0.0,,269.3710998538885,,0,,2,92.43,1216.0,4051,269.3710998538885,,10.0,428,2.0,2.0,106.61,91.43,2.0,0.0,84.74,3936,,
324,3,0.0,1376.0,1216.0,1681400154.0,,0.0,,269.83898322180704,,0,,2,92.51,1344.0,4374,269.83898322180704,,10.0,430,2.0,2.0,105.22,91.68,2.0,0.0,85.17,4224,,
325,3,0.0,1472.0,1312.0,1681400155.0,,0.0,,270.09874504247443,,0,,2,92.6,1440.0,4696,270.09874504247443,,10.0,431,2.0,2.0,103.93,91.8,2.0,0.0,85.45,4576,,
326,3,0.0,1600.0,1408.0,1681400156.0,,0.0,,270.19736266435535,,0,,2,92.64,1568.0,5018,270.19736266435535,,10.0,432,2.0,2.0,102.7,91.84,2.0,0.0,85.62,4896,,
327,3,0.0,1696.0,1536.0,1681400157.0,,0.0,,270.1988415513661,,0,,2,92.69,1664.0,5341,270.1988415513661,,10.0,433,2.0,2.0,101.51,91.86,2.0,0.0,85.65,5216,,
328,3,0.0,1824.0,1632.0,1681400158.0,,0.0,,270.058257979814,,0,,2,92.63,1760.0,5663,270.058257979814,,10.0,434,2.0,2.0,100.37,91.87,2.0,0.0,85.7,5536,,
329,3,0.0,1920.0,1728.0,1681400160.0,,0.0,,270.0509916030661,,0,,2,92.62,1888.0,5986,270.0509916030661,,10.0,436,2.0,2.0,99.18,91.82,2.0,0.0,85.62,5856,,
330,3,0.0,2048.0,1824.0,1681400161.0,,0.0,,269.83978851978355,,0,,2,92.61,1984.0,6308,269.83978851978355,,10.0,437,2.0,2.0,98.06,91.82,2.0,0.0,85.62,6176,,
331,3,0.0,2144.0,1920.0,1681400162.0,,0.0,,269.9088173066175,,0,,2,92.51,2112.0,6629,269.9088173066175,,10.0,438,2.0,2.0,96.84,91.72,2.0,0.0,85.6,6528,,
332,3,0.0,2272.0,2048.0,1681400163.0,,0.0,,269.76287685216573,,0,,2,92.5,2208.0,6951,269.76287685216573,,10.0,439,2.0,2.0,95.7,91.7,2.0,0.0,85.7,6848,,
333,3,0.0,2368.0,2144.0,1681400164.0,,0.0,,269.9246431055533,,0,,2,92.42,2336.0,7275,269.9246431055533,,10.0,440,2.0,2.0,94.45,91.61,2.0,0.0,85.73,7168,,
334,3,0.0,2496.0,2240.0,1681400166.0,,0.0,,269.6053216480482,,0,,2,92.42,2432.0,7596,269.6053216480482,,10.0,442,2.0,2.0,93.36,91.62,2.0,0.0,85.89,7456,,
335,3,0.0,2592.0,2336.0,1681400167.0,,0.0,,269.6376850789581,,0,,2,92.31,2528.0,7919,269.6376850789581,,10.0,443,2.0,2.0,92.16,91.62,2.0,0.0,85.67,7776,,
336,3,0.0,2688.0,2432.0,1681400168.0,,0.0,,269.41636992486895,,0,,2,92.31,2656.0,8240,269.41636992486895,,10.0,444,2.0,2.0,91.04,91.6,2.0,0.0,85.73,8128,,
337,3,0.0,2816.0,2560.0,1681400169.0,,0.0,,269.14815653505065,,0,,2,92.27,2752.0,8562,269.14815653505065,,10.0,445,2.0,2.0,89.94,91.57,2.0,0.0,85.58,8448,,
338,3,0.0,2912.0,2656.0,1681400170.0,,0.0,,269.06889239011053,,0,,2,92.18,2880.0,8884,269.06889239011053,,10.0,446,2.0,2.0,88.77,91.48,2.0,0.0,85.49,8768,,
339,3,0.0,3040.0,2752.0,1681400172.0,,0.0,,269.0110236156851,,0,,2,92.12,2976.0,9203,269.0110236156851,,10.0,448,2.0,2.0,87.6,91.49,2.0,0.0,85.46,9056,,
