_step,_runtime,cpu/logical_core_count,memory/total_memory_sys_MB,_timestamp,cpu/load/avg_sys_load_fifteen_min_percent,disk/time/disk_read_time_sys_s,disk/time/disk_busy_time_sys_s,memory/used_memory_sys_MB,bandwidth/disk_write_sys_bandwidth_MBs,cpu/interrupts/ctx_switches_count,bandwidth/net_sent_sys_bandwidth_Mbits,process/memory/shared_memory_proc_MB,disk/counter/disk_write_sys_count,process/memory/resident_set_size_proc_MB,disk/counter/disk_read_sys_count,process/memory/dirty_pages_proc_count,bandwidth/disk_read_sys_bandwidth_MBs,cpu/load/avg_sys_load_one_min_percent,cpu/interrupts/soft_interrupts_count,bandwidth/net_recv_sys_bandwidth_Mbits,memory/available_memory_sys_MB,process/memory/text_resident_set_proc_MB,process/voluntary_proc_ctx_switches,disk/time/disk_write_time_sys_s,process/memory/lib_memory_proc_MB,process/memory/data_resident_set_proc_MB,cpu/interrupts/interrupts_count,memory/used_memory_sys_percent,cpu/load/avg_sys_load_five_min_percent,process/memory/virtual_memory_size_proc_MB,process/involuntary_proc_ctx_switches,02_timing/dataload_cuda_move_time_s,02_timing/loss_calc_time_s,02_timing/forward_time_s,02_timing/backward_time_s,03_hivemind/num_peers,02_timing/opt_step_time_s,01_general/locally_processed_samples,01_general/minibatch_loss,02_timing/step_time_s,03_hivemind/global_epoch,01_general/lr,02_timing/dataload_time_s,01_general/dataset_iteration_count,01_general/step
0,1,8.0,31557.169152,1696169856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,,,1696169856,4.625,0.0,0.0,1071.968256,0.0,6.0,0.8387169377551523,242.876416,0.0,550.801408,0.0,0.0,0.0,4.125,26.0,0.09494908737944117,30023.938048,2.654208,96.0,0.0,1110.441984,0.0,13.0,4.9,4.5,9347.15392,25.0,,,,,,,,,,,,,,
2,2,,,1696169857,4.625,0.0,0.016000000000005343,1269.9648,0.028577810439594703,3770.0,0.9647482876262607,247.226368,7.0,557.735936,0.0,0.0,0.0,4.125,2082.0,2.5710141983203667,29825.933312,2.654208,155.0,0.005999999999858119,1138.638848,0.0,5846.0,5.5,4.5,10060.488704,25.0,,,,,,,,,,,,,,
3,3,,,1696169858,4.625,0.0,0.02400000000000091,1297.035264,0.014425912078093664,5230.0,0.3599856751181235,247.291904,10.0,588.77952,0.0,0.0,0.0,4.125,3092.0,27.896706211912555,29798.858752,2.654208,338.0,0.009000000000014552,1169.48992,0.0,7319.0,5.6,4.5,10091.339776,26.0,,,,,,,,,,,,,,
4,4,,,1696169859,4.625,0.0,0.028000000000005798,1361.928192,0.004084243800876947,10245.0,1.4919455429125261,247.308288,11.0,632.733696,0.0,0.0,0.0,4.75,7763.0,780.2308580375916,29733.90848,2.654208,2452.0,0.010000000000218279,1213.31712,0.0,14309.0,5.8,4.625,10135.154688,26.0,,,,,,,,,,,,,,
5,5,,,1696169860,4.625,0.0,0.04000000000000625,1359.945728,0.1342569816381735,19084.0,2.846778808952151,247.373824,28.0,632.840192,0.0,0.0,0.0,4.75,16310.0,1540.8852569558903,29735.91552,2.654208,6603.0,0.03000000000020009,1213.31712,0.0,27220.0,5.8,4.625,10135.154688,28.0,,,,,,,,,,,,,,
6,6,,,1696169861,4.625,0.0,0.04399999999999693,2005.086208,0.004074178402089696,19665.0,0.08942503296142607,249.012224,29.0,1276.194816,0.0,0.0,0.0,4.75,16641.0,0.0686960588707861,29090.803712,2.654208,6631.0,0.03099999999994907,1855.070208,0.0,27953.0,7.8,4.625,10776.907776,32.0,,,,,,,,,,,,,,
7,7,,,1696169862,4.625,0.0,0.055999999999997385,2005.430272,0.1878417225008948,21124.0,0.25054602032395457,394.330112,33.0,1339.2896,0.0,0.0,0.0,4.75,17658.0,0.21161703562364,29077.905408,2.654208,6684.0,0.03499999999985448,1809.158144,0.0,30320.0,7.9,4.625,11372.597248,33.0,,,,,,,,,,,,,,
8,8,,,1696169863,4.625,0.0,0.06400000000000716,2683.98592,0.020423083425097816,24385.0,0.7569624404717978,510.85312,36.0,2130.915328,0.0,0.0,0.0,4.75,18975.0,1.2325729734765123,28399.321088,2.654208,6684.0,0.038000000000010914,2482.266112,0.0,33145.0,10.0,4.625,12314.140672,38.0,,,,,,,,,,,,,,
9,9,,,1696169864,4.75,0.0,0.07200000000000273,3427.856384,0.0040787332531828525,28260.0,0.5384326207242862,821.202944,37.0,3157.475328,0.0,0.0,0.0,5.375,20675.0,0.4356676618246272,27364.487168,2.654208,6948.0,0.038000000000010914,3236.855808,0.0,37493.0,13.3,4.75,14063.84128,44.0,,,,,,,,,,,,,,
