02_timing/forward_time_s,02_timing/dataload_time_s,02_timing/opt_step_time_s,disk/time/disk_read_time_sys_s,disk/counter/disk_write_sys_count,process/memory/resident_set_size_proc_MB,_runtime,01_general/lr,03_hivemind/global_epoch,memory/used_memory_sys_percent,02_timing/dataload_cuda_move_time_s,01_general/locally_processed_samples,process/memory/shared_memory_proc_MB,process/memory/dirty_pages_proc_count,bandwidth/net_recv_sys_bandwidth_Mbits,process/memory/text_resident_set_proc_MB,01_general/step,cpu/logical_core_count,memory/available_memory_sys_MB,cpu/interrupts/interrupts_count,disk/time/disk_write_time_sys_s,disk/counter/disk_read_sys_count,bandwidth/net_sent_sys_bandwidth_Mbits,02_timing/step_time_s,03_hivemind/num_peers,cpu/interrupts/ctx_switches_count,cpu/load/avg_sys_load_one_min_percent,01_general/minibatch_loss,02_timing/loss_calc_time_s,disk/time/disk_busy_time_sys_s,process/memory/lib_memory_proc_MB,01_general/dataset_iteration_count,process/involuntary_proc_ctx_switches,bandwidth/disk_write_sys_bandwidth_MBs,cpu/load/avg_sys_load_five_min_percent,cpu/load/avg_sys_load_fifteen_min_percent,_step,_timestamp,02_timing/backward_time_s,memory/used_memory_sys_MB,memory/total_memory_sys_MB,cpu/interrupts/soft_interrupts_count,bandwidth/disk_read_sys_bandwidth_MBs,process/memory/data_resident_set_proc_MB,process/voluntary_proc_ctx_switches,process/memory/virtual_memory_size_proc_MB
0.0062373380005738,,0.0006766610003978712,0.0,681.0,4065.042432,68,,,3.2,0.002453058999890345,,979.447808,0.0,486.8605422918929,2.719744,,,204293.81632,384342.0,0.2949999999999591,0.0,1.2602880425499676,,,215167.0,2.8666666666666667,,0.00011468400043668225,1.5480000000000018,5731.540992,,1197.0,0.15934043520692734,4.2,4.266666666666667,340,1680690947.0,0.007284618999619852,4867.964928,,237435.0,0.0,0.0,3523.0,19172.306944
,0.0004843639999307925,,,,,68,0.0001,0.0,,,8704.0,,,,,271.0,,,,,,,0.017250725000849343,2.0,,,6.94873046875,,,,0.0,,,,,341,1680690947.0,,,,,,,,
0.006598261000362982,0.08051053700000921,0.0007456229996023467,,,,68,0.0001,0.0,,0.002511354999114701,8736.0,,,,,272.0,,,,,,,0.09813243199914723,2.0,,,7.083251953125,0.00013641599980473984,,,0.0,,,,,342,1680690947.0,0.007630240000253252,,,,,,,
0.0066380030002619606,0.0005612949998976546,0.0006997529999352992,,,,68,0.0001,0.0,,0.0025134300003628596,8768.0,,,,,273.0,,,,,,,0.01801716300087719,2.0,,,7.1033935546875,0.00012173699997219956,,,0.0,,,,,343,1680690947.0,0.0074829450004472164,,,,,,,
0.006865782999739167,0.10166165800001181,0.0007289699997272692,,,,69,0.0001,0.0,,0.0024883620008040452,8800.0,,,,,274.0,,,,,,,0.11967401499896368,2.0,,,7.229248046875,0.00013761499940301292,,,0.0,,,,,344,1680690948.0,0.007791626999278378,,,,,,,
0.0063017749998834915,0.0005219730001044809,0.0006634869996560155,,,,69,0.0001,0.0,,0.002470604000336607,8832.0,,,,,275.0,,,,,,,0.017437124999560183,2.0,,,7.0687255859375,0.00011790499956987333,,,0.0,,,,,345,1680690948.0,0.007361381000009715,,,,,,,
0.006636674999754177,0.11142825600018114,0.000750834000427858,,,,69,0.0001,0.0,,0.002209169000707334,8864.0,,,,,276.0,,,,,,,0.1288255150011537,2.0,,,7.0751953125,0.00014192700018611504,,,0.0,,,,,346,1680690948.0,0.007658653999897069,,,,,,,
0.006360600999869348,0.00048313700062863063,0.0006548889996338403,,,,69,0.0001,0.0,,0.0024729139995542937,8896.0,,,,,277.0,,,,,,,0.017553828000018257,2.0,,,7.0531005859375,0.00011740100035240175,,,0.0,,,,,347,1680690948.0,0.007464885999979742,,,,,,,
0.006543415000123787,0.07772096000007878,0.0007324250000237953,,,,69,0.0001,0.0,,0.0022782200003348407,8928.0,,,,,278.0,,,,,,,0.09503346100063936,2.0,,,7.032958984375,0.00012867600071331253,,,0.0,,,,,348,1680690948.0,0.007629764999364852,,,,,,,
0.006485386999884213,0.0005275329995129141,0.0006581779998668935,,,,69,0.0001,0.0,,0.0025065649997486616,8960.0,,,,,279.0,,,,,,,0.017912035998961073,2.0,,,7.09375,0.00012156299999332987,,,0.0,,,,,349,1680690948.0,0.007612809999955061,,,,,,,
0.006692642000416527,0.08060695000040141,0.0007024110000202199,,,,69,0.0001,0.0,,0.0024185170004784595,8992.0,,,,,280.0,,,,,,,0.09810833000119601,2.0,,,6.8525390625,0.00012886900003650226,,,0.0,,,,,350,1680690948.0,0.007558940999842889,,,,,,,
0.006360782000228937,0.0005305149998093839,0.0006798470003559487,,,,69,0.0001,0.0,,0.0024551280002924614,9024.0,,,,,281.0,,,,,,,0.017614634000892693,2.0,,,7.05908203125,0.0001201149998451001,,,0.0,,,,,351,1680690948.0,0.007468247000360861,,,,,,,
0.006678732000182208,0.06028773700018064,0.0006939559998500044,,,,69,0.0001,0.0,,0.0023317690001931624,9056.0,,,,,282.0,,,,,,,0.07766393400015659,2.0,,,7.0616455078125,0.0001302820001001237,,,0.0,,,,,352,1680690948.0,0.007541457999650447,,,,,,,
0.006356806999974651,0.0005090670001663966,0.0007010149993220693,,,,69,0.0001,0.0,,0.002413846999843372,9088.0,,,,,283.0,,,,,,,0.017576975999872957,2.0,,,7.1722412109375,0.00011898400043719448,,,0.0,,,,,353,1680690948.0,0.007477256000129273,,,,,,,
0.0066810620000978815,0.06594127300013497,0.0007070850006130058,,,,69,0.0001,0.0,,0.002363120999689272,9120.0,,,,,284.0,,,,,,,0.08339944200088212,2.0,,,6.857177734375,0.00013223400037531974,,,0.0,,,,,354,1680690948.0,0.007574666999971669,,,,,,,
0.006434679999983928,0.0005645760002153111,0.000709397999344219,,,,69,0.0001,0.0,,0.0025105180002356065,9152.0,,,,,285.0,,,,,,,0.017975208000279963,2.0,,,7.0516357421875,0.00012416600020515034,,,0.0,,,,,355,1680690948.0,0.0076318700002957485,,,,,,,
0.006576224000127695,,,0.0,697.0,4065.107968,69,,,3.2,0.002319114000783884,,979.513344,0.0,469.97268495603333,2.719744,,,204318.048256,395765.0,0.30199999999990723,0.0,1.0446501867472455,,,224719.0,2.8666666666666667,,0.00013387499984673923,1.6160000000000139,5731.540992,,1221.0,0.06534148529434242,4.2,4.266666666666667,356,1680690948.0,0.007766353000079107,4862.11584,,250881.0,0.0,0.0,3708.0,19191.58272
,0.08660953099933977,0.0022303110008579097,,,,69,0.0001,0.0,,,9184.0,,,,,286.0,,,,,,,0.1056354080010351,2.0,,,6.9813232421875,,,,0.0,,,,,357,1680690948.0,,,,,,,,
0.006563183000253048,0.0005863180003871094,0.0007154080003601848,,,,69,0.0001,0.0,,0.0025140560001091217,9216.0,,,,,287.0,,,,,,,0.017897500000799482,2.0,,,6.99072265625,0.00013295299959281692,,,0.0,,,,,358,1680690948.0,0.007385582000097202,,,,,,,
0.006686042000183079,0.09606108000025415,0.0007141500000216183,,,,70,0.0001,0.0,,0.002374054000028991,9248.0,,,,,288.0,,,,,,,0.11367951700049161,2.0,,,7.09375,0.00013026499982515816,,,0.0,,,,,359,1680690949.0,0.007713926000178617,,,,,,,
0.0064395389999845065,0.0005794480002805358,0.000694679999469372,,,,70,0.0001,0.0,,0.0024661050001668627,9280.0,,,,,289.0,,,,,,,0.017863396999928227,2.0,,,7.1107177734375,0.00012282900024729315,,,0.0,,,,,360,1680690949.0,0.007560795999779657,,,,,,,
0.006723864999912621,0.08215536499938025,0.0007028499994703452,,,,70,0.0001,0.0,,0.0024115060004987754,9312.0,,,,,290.0,,,,,,,0.09967702299945813,2.0,,,7.0218505859375,0.0001279420002902043,,,0.0,,,,,361,1680690949.0,0.007555494999905932,,,,,,,
0.006465745000241441,0.0005414180004663649,0.0007183749994510435,,,,70,0.0001,0.0,,0.0024729629994908464,9344.0,,,,,291.0,,,,,,,0.01797987099871534,2.0,,,7.036865234375,0.00013031499929638812,,,0.0,,,,,362,1680690949.0,0.007651054999769258,,,,,,,
0.006715481000355794,0.06801396799983195,0.0007633830000486341,,,,70,0.0001,0.0,,0.0023929930002850597,9376.0,,,,,292.0,,,,,,,0.08565259100123512,2.0,,,7.1346435546875,0.00013190400022722315,,,0.0,,,,,363,1680690949.0,0.007634862000486464,,,,,,,
0.006409878999875218,0.0005747060004068771,0.0007028219997664564,,,,70,0.0001,0.0,,0.002472158000273339,9408.0,,,,,293.0,,,,,,,0.017783967000468692,2.0,,,6.9532470703125,0.00012063899976055836,,,0.0,,,,,364,1680690949.0,0.007503763000386243,,,,,,,
0.006612786000005144,0.0895930930000759,0.0007108699992386391,,,,70,0.0001,0.0,,0.0023500429997511674,9440.0,,,,,294.0,,,,,,,0.10705412400056957,2.0,,,7.06591796875,0.0001295630008826265,,,0.0,,,,,365,1680690949.0,0.007657769000616099,,,,,,,
0.0063783100004002335,0.0005167250001250068,0.000668206999762333,,,,70,0.0001,0.0,,0.002441646000079345,9472.0,,,,,295.0,,,,,,,0.0176812069994412,2.0,,,7.001220703125,0.00012135399992985185,,,0.0,,,,,366,1680690949.0,0.007554964999144431,,,,,,,
0.007516974000282062,0.07503773699954763,0.005072699999800534,,,,70,0.0001,0.0,,0.0023698949999015895,9504.0,,,,,296.0,,,,,,,0.09781697099970188,2.0,,,6.893798828125,0.00013392800065048505,,,0.0,,,,,367,1680690949.0,0.007685736999519577,,,,,,,
0.007319180999729724,0.0005226719995334861,0.0006875809995108284,,,,70,0.0001,0.0,,0.002604215000246768,9536.0,,,,,297.0,,,,,,,0.019698670998877787,2.0,,,6.9478759765625,0.00012567799967655446,,,0.0,,,,,368,1680690949.0,0.008439344000180427,,,,,,,
0.007645354000487714,0.0679723789999116,0.000802821999968728,,,,70,0.0001,0.0,,0.002516805000595923,9568.0,,,,,298.0,,,,,,,0.08745636100047705,2.0,,,6.9949951171875,0.00013869699978386052,,,0.0,,,,,369,1680690949.0,0.008380303999729222,,,,,,,
0.007448557999850891,0.0006220840004971251,0.0007708169996476499,,,,70,0.0001,0.0,,0.002602956000373524,9600.0,,,,,299.0,,,,,,,0.019741211000109615,2.0,,,7.067626953125,0.0001229050003530574,,,0.0,,,,,370,1680690949.0,0.008173890999387368,,,,,,,
0.007203221000054327,0.08186684100019193,0.0007692099998166668,,,,70,0.0001,0.0,,0.0026742770005512284,9632.0,,,,,300.0,,,,,,,0.10094921300060378,2.0,,,7.115966796875,0.00013203500020608772,,,0.0,,,,,371,1680690949.0,0.008303628999783541,,,,,,,
0.007503415000428504,0.016852898000252026,0.0007445300007020705,,,,70,0.0001,0.0,,0.0024463259996991837,9664.0,,,,,301.0,,,,,,,0.036178588001348544,2.0,,,7.0189208984375,0.00012710999999399064,,,0.0,,,,,372,1680690949.0,0.00850430900027277,,,,,,,
0.007652151999536727,,,0.0,717.0,4065.243136,70,,,3.2,0.0026742019999801414,,979.648512,0.0,504.2027099631386,2.719744,,,204313.141248,415936.0,0.3120000000000118,0.0,3.188767632840434,,,249104.0,3.4333333333333336,,0.0001293420000365586,1.6880000000000166,5731.540992,,1508.0,0.1512090464024853,4.300000000000001,4.300000000000001,373,1680690949.0,,4866.998272,,267661.0,0.0,0.0,4021.0,19172.315136
,0.05483197099965764,0.0007504610002797563,,,,70,0.0001,0.0,,,9696.0,,,,,302.0,,,,,,,0.07491393199961749,2.0,,,7.0484619140625,,,,0.0,,,,,374,1680690949.0,0.008875804000126664,,,,,,,
0.00766059400029917,0.02531276199988497,0.0007927050000944291,,,,70,0.0001,0.0,,0.002587974000562099,9728.0,,,,,303.0,,,,,,,0.04492145900076139,2.0,,,7.125732421875,0.00012855299974035006,,,0.0,,,,,375,1680690949.0,0.00843887100018037,,,,,,,
0.007672560999708367,0.04225155399944924,0.0008202649996746914,,,,70,0.0001,0.0,,0.0027231879994360497,9760.0,,,,,304.0,,,,,,,0.0619539809977141,2.0,,,6.934814453125,0.00012845599940192187,,,0.0,,,,,376,1680690949.0,0.008357957000043825,,,,,,,
0.007628936999935831,0.026834596999833593,0.000726801000382693,,,,71,0.0001,0.0,,0.0024168139998437255,9792.0,,,,,305.0,,,,,,,0.046277737001219066,2.0,,,7.1009521484375,0.0003079760008404264,,,0.0,,,,,377,1680690950.0,0.008362612000382796,,,,,,,
0.007693628999732027,0.06149816800007102,0.0009030430001075729,,,,71,0.0001,0.0,,0.0026688960006140405,9824.0,,,,,306.0,,,,,,,0.08119029899989982,2.0,,,7.091796875,0.0001316519992542453,,,0.0,,,,,378,1680690950.0,0.00829491100012092,,,,,,,
0.007270229000823747,0.010511074000532972,0.0009618260000934242,,,,71,0.0001,0.0,,0.002556819000346877,9856.0,,,,,307.0,,,,,,,0.029997390001881286,2.0,,,6.9068603515625,0.0002915800005212077,,,0.0,,,,,379,1680690950.0,0.008405861999563058,,,,,,,
0.007641565000085393,0.06865447899963328,0.0008055730004343786,,,,71,0.0001,0.0,,0.0025386850002178107,9888.0,,,,,308.0,,,,,,,0.08828377300051216,2.0,,,7.001953125,0.00013451500035444042,,,0.0,,,,,380,1680690950.0,0.00850895599978685,,,,,,,
0.007571479999569419,0.011394653999559523,0.0007282850001502084,,,,71,0.0001,0.0,,0.0024868269993021386,9920.0,,,,,309.0,,,,,,,0.03060948899928917,2.0,,,7.0455322265625,0.00012715400043816771,,,0.0,,,,,381,1680690950.0,0.008301089000269712,,,,,,,
0.00769302200023958,0.05546037199928833,0.0007537150004282012,,,,71,0.0001,0.0,,0.0027792380005848827,9952.0,,,,,310.0,,,,,,,0.07516225699964707,2.0,,,6.8394775390625,0.00013072699948679656,,,0.0,,,,,382,1680690950.0,0.008345182999619283,,,,,,,
0.007600270000693854,0.012010096000267367,0.0009419250000064494,,,,71,0.0001,0.0,,0.0026137320000998443,9984.0,,,,,311.0,,,,,,,0.03143544900103734,2.0,,,7.006591796875,0.00012800300009985222,,,0.0,,,,,383,1680690950.0,0.008141422999869974,,,,,,,
0.007608480000271811,0.07241892799993366,0.0007397429999400629,,,,71,0.0001,0.0,,0.0026584830002320814,10016.0,,,,,312.0,,,,,,,0.09194177200060949,2.0,,,7.1282958984375,0.0001383500002702931,,,0.0,,,,,384,1680690950.0,0.008377787999961583,,,,,,,
0.007245654000143986,0.0007255439995788038,0.0007074109998939093,,,,71,0.0001,0.0,,0.0023278799999388866,10048.0,,,,,313.0,,,,,,,0.019257220998952107,2.0,,,7.0771484375,0.00012402799984556623,,,0.0,,,,,385,1680690950.0,0.008126703999550955,,,,,,,
0.00778980299946852,0.15743066599952726,0.0009149679999609361,,,,71,0.0001,0.0,,0.002540367000619881,10080.0,,,,,314.0,,,,,,,0.1773107010003514,2.0,,,7.0128173828125,0.00013143200067133876,,,0.0,,,,,386,1680690950.0,0.00850346500010346,,,,,,,
0.00759273200037569,0.000514381000357389,0.0007517039994127117,,,,71,0.0001,0.0,,0.002644395000061195,10112.0,,,,,315.0,,,,,,,0.020134501999564236,2.0,,,6.994140625,0.00013380600012169452,,,0.0,,,,,387,1680690950.0,0.008497483999235556,,,,,,,
0.007631728999513143,0.09902971199971944,0.0007192220000433736,,,,71,0.0001,0.0,,0.002956401000119513,10144.0,,,,,316.0,,,,,,,0.11900513299951854,2.0,,,6.9248046875,0.00013448600020637969,,,0.0,,,,,388,1680690950.0,0.008533582999916689,,,,,,,
0.007376270999884582,,,0.0,739.0,4065.234944,71,,,3.2,0.0028356239999993704,,979.64032,0.0,509.47912037408435,2.719744,,,204294.709248,448756.0,0.32200000000000273,0.0,3.422743492879001,,,294770.0,3.4333333333333336,,0.00020869699983450118,1.76400000000001,5731.540992,,2325.0,0.18802791233427876,4.300000000000001,4.300000000000001,389,1680690950.0,,4866.633728,,288044.0,0.0,0.0,4257.0,19172.319232
,0.000547382999684487,0.0009070039996004198,,,,71,0.0001,0.0,,,10176.0,,,,,317.0,,,,,,,0.020468229999096366,2.0,,,6.9761962890625,,,,0.0,,,,,390,1680690950.0,0.008593251000093005,,,,,,,
0.007615876000272692,0.06825223800024105,0.0008889539994925144,,,,71,0.0001,0.0,,0.002869039999495726,10208.0,,,,,318.0,,,,,,,0.0881140889996459,2.0,,,7.0335693359375,0.00013286000012158183,,,0.0,,,,,391,1680690950.0,0.008355121000022336,,,,,,,
0.007039666000309808,0.0005260450006971951,0.000888885999302147,,,,71,0.0001,0.0,,0.0025909709993356955,10240.0,,,,,319.0,,,,,,,0.019263993999629747,2.0,,,7.0904541015625,0.00011770000037358841,,,0.0,,,,,392,1680690950.0,0.008100725999611313,,,,,,,
0.007796322000103828,0.07790469200062944,0.0009272739998777979,,,,72,0.0001,0.0,,0.002527167999687663,10272.0,,,,,320.0,,,,,,,0.09774431900041236,2.0,,,7.013671875,0.0001310380002905731,,,0.0,,,,,393,1680690951.0,0.00845782499982306,,,,,,,
0.007198354000138352,0.0005482570004460285,0.0008762170000409242,,,,72,0.0001,0.0,,0.002743785000347998,10304.0,,,,,321.0,,,,,,,0.019625387000814953,2.0,,,7.004150390625,0.00012495000009948853,,,0.0,,,,,394,1680690951.0,0.008133823999742162,,,,,,,
0.007482944999537722,0.10458595500040246,0.0009053049998328788,,,,72,0.0001,0.0,,0.0026847409999390948,10336.0,,,,,322.0,,,,,,,0.12422283300020354,2.0,,,7.064453125,0.00014504499995382503,,,0.0,,,,,395,1680690951.0,0.008418842000537552,,,,,,,
0.007268692999787163,0.0005001200006518047,0.000706393999280408,,,,72,0.0001,0.0,,0.0026000170000770595,10368.0,,,,,323.0,,,,,,,0.019234114000028057,2.0,,,7.0760498046875,0.00011951099986617919,,,0.0,,,,,396,1680690951.0,0.008039379000365443,,,,,,,
0.0077276889996937825,0.09483504700074263,0.0007333949997700984,,,,72,0.0001,0.0,,0.0026541450006334344,10400.0,,,,,324.0,,,,,,,0.11444885500077362,2.0,,,6.9908447265625,0.0001445580001018243,,,0.0,,,,,397,1680690951.0,0.008354020999831846,,,,,,,
0.007358501999988221,0.06269330399936734,0.000900645000001532,,,,72,0.0001,0.0,,0.0024663040003360948,10432.0,,,,,325.0,,,,,,,0.08209490000081132,2.0,,,6.9351806640625,0.00017499900059192441,,,0.0,,,,,398,1680690951.0,0.008501146000526205,,,,,,,
0.007746544999463367,0.008715768000001844,0.0009236949999831268,,,,72,0.0001,0.0,,0.0025642470000093454,10464.0,,,,,326.0,,,,,,,0.028542447998916032,2.0,,,7.098388671875,0.00014249399919208372,,,0.0,,,,,399,1680690951.0,0.008449699000266264,,,,,,,
0.007688560000133293,0.07301515900053346,0.0008606369992776308,,,,72,0.0001,0.0,,0.002527235000343353,10496.0,,,,,327.0,,,,,,,0.09267445099976612,2.0,,,6.997314453125,0.00015093899946805323,,,0.0,,,,,400,1680690951.0,0.008431921000010334,,,,,,,
0.007458852000127081,0.000777190999542654,0.0007813939992047381,,,,72,0.0001,0.0,,0.002597695000076783,10528.0,,,,,328.0,,,,,,,0.019875576997947064,2.0,,,7.059814453125,0.00012293099916860228,,,0.0,,,,,401,1680690951.0,0.008137513999827206,,,,,,,
0.007799396999871533,0.0745735339996827,0.0007281089992829948,,,,72,0.0001,0.0,,0.002577247999397514,10560.0,,,,,329.0,,,,,,,0.09415697799886402,2.0,,,7.090576171875,0.00013488000058714533,,,0.0,,,,,402,1680690951.0,0.00834381000004214,,,,,,,
0.007565761000478233,0.021081079999930807,0.0009336539997093496,,,,72,0.0001,0.0,,0.0025168259999190923,10592.0,,,,,330.0,,,,,,,0.040679044000171416,2.0,,,7.2220458984375,0.00014663599995401455,,,0.0,,,,,403,1680690951.0,0.00843508700017992,,,,,,,
0.007739536999906704,0.06386060699969676,0.0007406469994748477,,,,72,0.0001,0.0,,0.0025537769997754367,10624.0,,,,,331.0,,,,,,,0.08347428399792989,2.0,,,7.0126953125,0.00013068399948679144,,,0.0,,,,,404,1680690951.0,0.008449031999589351,,,,,,,
,,,0.0,754.0,4065.243136,72,,,3.2,,,979.648512,0.0,472.7736756768203,2.719744,,,204308.672512,482652.0,0.3289999999999509,0.0,3.485372510629002,,,341499.0,3.4333333333333336,,,1.832000000000022,5731.557376,,3124.0,0.0612859050336544,4.300000000000001,4.300000000000001,405,1680690951.0,,4872.323072,,309770.0,0.0,0.0,4468.0,19172.319232
0.007630371999766794,0.02218784000069718,0.0007339120002143318,,,,72,0.0001,0.0,,0.002516489000299771,10656.0,,,,,332.0,,,,,,,0.04140315600034228,2.0,,,7.0618896484375,0.00012718699963443214,,,0.0,,,,,406,1680690951.0,0.00820735599972977,,,,,,,
0.007653507999748399,0.10787909000009677,0.000734008000108588,,,,73,0.0001,0.0,,0.002515019999918877,10688.0,,,,,333.0,,,,,,,0.12738257000000885,2.0,,,7.09130859375,0.00012993100062885787,,,0.0,,,,,407,1680690952.0,0.008471012999507366,,,,,,,
0.0074400200001036865,0.0004941119996146881,0.0007077980008034501,,,,73,0.0001,0.0,,0.002503399000488571,10720.0,,,,,334.0,,,,,,,0.01962138200087793,2.0,,,7.1397705078125,0.0001267789994017221,,,0.0,,,,,408,1680690952.0,0.008349274000465812,,,,,,,
0.007623036000040884,0.11465042599957087,0.000744054000278993,,,,73,0.0001,0.0,,0.002660181000464945,10752.0,,,,,335.0,,,,,,,0.13405330600016896,2.0,,,7.0213623046875,0.00012906899974041153,,,0.0,,,,,409,1680690952.0,0.008246540000072855,,,,,,,
0.007093480999174062,0.0004676749995269347,0.000863184999616351,,,,73,0.0001,0.0,,0.0027287769999020384,10784.0,,,,,336.0,,,,,,,0.01938979699752963,2.0,,,7.0150146484375,0.0001274189999094233,,,0.0,,,,,410,1680690952.0,0.00810925999940082,,,,,,,
0.00760783299938339,0.0723906570001418,0.0007290209996426711,,,,73,0.0001,0.0,,0.002567970000200148,10816.0,,,,,337.0,,,,,,,0.0923738739993496,2.0,,,7.123291015625,0.00013175799995224224,,,0.0,,,,,411,1680690952.0,0.008946635000029346,,,,,,,
0.007077792000018235,0.0004839080002057017,0.000727611999536748,,,,73,0.0001,0.0,,0.0026280060001226957,10848.0,,,,,338.0,,,,,,,0.019144150999636622,2.0,,,6.992431640625,0.00012812399927497609,,,0.0,,,,,412,1680690952.0,0.008098709000478266,,,,,,,
0.007708836000347219,0.08681796800010488,0.0007605130003867089,,,,73,0.0001,0.0,,0.0025172190007651807,10880.0,,,,,339.0,,,,,,,0.10608153800149012,2.0,,,7.078857421875,0.0002981549996547983,,,0.0,,,,,413,1680690952.0,0.007978847000231326,,,,,,,
0.007589625000036904,0.02846370199949888,0.0007432270003846497,,,,73,0.0001,0.0,,0.002599518999886641,10912.0,,,,,340.0,,,,,,,0.04766740599916375,2.0,,,7.00537109375,0.00012843999957112828,,,0.0,,,,,414,1680690952.0,0.008142892999785545,,,,,,,
0.007763478000015311,0.04400653999982751,0.0007353909995799768,,,,73,0.0001,0.0,,0.0027174550004929188,10944.0,,,,,341.0,,,,,,,0.06351101899963396,2.0,,,7.04638671875,0.00013189800029067555,,,0.0,,,,,415,1680690952.0,0.008156256999427569,,,,,,,
0.007555499999398307,0.02488740399985545,0.0009053510002559051,,,,73,0.0001,0.0,,0.0024360269999306183,10976.0,,,,,342.0,,,,,,,0.04427257499901316,2.0,,,7.08203125,0.00030775599952903576,,,0.0,,,,,416,1680690952.0,0.008180537000043842,,,,,,,
0.00773848300013924,0.04856508600005327,0.0007393209998554084,,,,73,0.0001,0.0,,0.002557194000473828,11008.0,,,,,343.0,,,,,,,0.06804455900055473,2.0,,,7.1168212890625,0.00013606599986815127,,,0.0,,,,,417,1680690952.0,0.00830840900016483,,,,,,,
0.006630128999859153,0.02132849899953726,0.0007495050003853976,,,,73,0.0001,0.0,,0.002422943999590643,11040.0,,,,,344.0,,,,,,,0.03874076799911563,2.0,,,7.0186767578125,0.00013091300024825614,,,0.0,,,,,418,1680690952.0,0.007478777999494923,,,,,,,
0.006652484999904118,0.05514445500011789,0.0007381390005321009,,,,73,0.0001,0.0,,0.0023397089998979936,11072.0,,,,,345.0,,,,,,,0.07332166499963932,2.0,,,7.0853271484375,0.0001287199993385002,,,0.0,,,,,419,1680690952.0,0.008318156999848725,,,,,,,
0.007243895999636152,,,0.0,773.0,4065.23904,73,,,3.2,0.0022648240001217346,,979.644416,0.0,502.18714855813255,2.719744,,,204304.273408,511301.0,0.33799999999996544,0.0,3.163770799766423,,,379977.0,3.4333333333333336,,0.00012844800039601978,1.9040000000000248,5731.557376,,3818.0,0.15530412663641616,4.300000000000001,4.300000000000001,420,1680690952.0,,4876.279808,,330356.0,0.0,0.0,4631.0,19172.319232
,0.02451261300029728,0.0007421050004268182,,,,73,0.0001,0.0,,,11104.0,,,,,346.0,,,,,,,0.04299414200067986,2.0,,,7.033447265625,,,,0.0,,,,,421,1680690952.0,0.008102255999801855,,,,,,,
0.006610712000110652,0.052985947999331984,0.0007288179995157407,,,,73,0.0001,0.0,,0.002381897999839566,11136.0,,,,,347.0,,,,,,,0.07022236599823373,2.0,,,6.8814697265625,0.00013029999990976648,,,0.0,,,,,422,1680690952.0,0.007384689999526017,,,,,,,
0.006684491999294551,0.016775413000686967,0.0007555959991805139,,,,73,0.0001,0.0,,0.002243045999421156,11168.0,,,,,348.0,,,,,,,0.034201744998426875,2.0,,,7.12451171875,0.00012912799957121024,,,0.0,,,,,423,1680690952.0,0.007614070000272477,,,,,,,
0.006723247999616433,0.07340967199979787,0.0007680439994146582,,,,74,0.0001,0.0,,0.0024047240003710613,11200.0,,,,,349.0,,,,,,,0.09103137199872435,2.0,,,7.05126953125,0.00013706600020668702,,,0.0,,,,,424,1680690953.0,0.007588617999317648,,,,,,,
0.006472347999988415,0.0013252879998617573,0.0007308039994313731,,,,74,0.0001,0.0,,0.0022367970004779636,11232.0,,,,,350.0,,,,,,,0.018305846000657766,2.0,,,6.912841796875,0.00012186300045868848,,,0.0,,,,,425,1680690953.0,0.007418746000439569,,,,,,,
0.006702020999910019,0.08507528500012995,0.0007708880002610385,,,,74,0.0001,0.0,,0.0023456919998352532,11264.0,,,,,351.0,,,,,,,0.10263420099909126,2.0,,,7.134765625,0.00013842599946656264,,,0.0,,,,,426,1680690953.0,0.0076018889994884375,,,,,,,
0.006490592999398359,0.002740206999988004,0.000705382999512949,,,,74,0.0001,0.0,,0.002274747999763349,11296.0,,,,,352.0,,,,,,,0.01966071399874636,2.0,,,6.968994140625,0.0001259400005437783,,,0.0,,,,,427,1680690953.0,0.00732384299953992,,,,,,,
0.007597191000058956,0.07400802300071518,0.0007454939996023313,,,,74,0.0001,0.0,,0.0024164910000763484,11328.0,,,,,353.0,,,,,,,0.09254216899989842,2.0,,,6.9818115234375,0.00013279299946589163,,,0.0,,,,,428,1680690953.0,0.007642176999979711,,,,,,,
0.006513581000035629,0.00428734999968583,0.0007221430005301954,,,,74,0.0001,0.0,,0.0023215190003611497,11360.0,,,,,354.0,,,,,,,0.021446720999847457,2.0,,,7.0042724609375,0.00012623299971892266,,,0.0,,,,,429,1680690953.0,0.007475894999515731,,,,,,,
0.0067252070002723485,0.07686078799997631,0.0007540939996033558,,,,74,0.0001,0.0,,0.002340891999665473,11392.0,,,,,355.0,,,,,,,0.0944523649995972,2.0,,,7.1123046875,0.00013814700014336267,,,0.0,,,,,430,1680690953.0,0.007633236999936344,,,,,,,
0.006470422000347753,0.0007605189994137618,0.000731408999854466,,,,74,0.0001,0.0,,0.0023595700004079845,11424.0,,,,,356.0,,,,,,,0.017850635999820952,2.0,,,7.02587890625,0.00011968899980274728,,,0.0,,,,,431,1680690953.0,0.007409026999994239,,,,,,,
0.006732458999977098,0.11705174300004728,0.0008239030003096559,,,,74,0.0001,0.0,,0.002324027000213391,11456.0,,,,,357.0,,,,,,,0.13463577600032295,2.0,,,7.155517578125,0.00013420199957181467,,,0.0,,,,,432,1680690953.0,0.007569442000203708,,,,,,,
