02_timing/forward_time_s,02_timing/dataload_time_s,02_timing/opt_step_time_s,disk/time/disk_read_time_sys_s,disk/counter/disk_write_sys_count,process/memory/resident_set_size_proc_MB,_runtime,01_general/lr,03_hivemind/global_epoch,memory/used_memory_sys_percent,02_timing/dataload_cuda_move_time_s,01_general/locally_processed_samples,process/memory/shared_memory_proc_MB,process/memory/dirty_pages_proc_count,bandwidth/net_recv_sys_bandwidth_Mbits,process/memory/text_resident_set_proc_MB,01_general/step,cpu/logical_core_count,memory/available_memory_sys_MB,cpu/interrupts/interrupts_count,disk/time/disk_write_time_sys_s,disk/counter/disk_read_sys_count,bandwidth/net_sent_sys_bandwidth_Mbits,02_timing/step_time_s,03_hivemind/num_peers,cpu/interrupts/ctx_switches_count,cpu/load/avg_sys_load_one_min_percent,01_general/minibatch_loss,02_timing/loss_calc_time_s,disk/time/disk_busy_time_sys_s,process/memory/lib_memory_proc_MB,01_general/dataset_iteration_count,process/involuntary_proc_ctx_switches,bandwidth/disk_write_sys_bandwidth_MBs,cpu/load/avg_sys_load_five_min_percent,cpu/load/avg_sys_load_fifteen_min_percent,_step,_timestamp,02_timing/backward_time_s,memory/used_memory_sys_MB,memory/total_memory_sys_MB,cpu/interrupts/soft_interrupts_count,bandwidth/disk_read_sys_bandwidth_MBs,process/memory/data_resident_set_proc_MB,process/voluntary_proc_ctx_switches,process/memory/virtual_memory_size_proc_MB
,,,0.0,159.0,2102.390784,9,,,2.2,,,553.590784,0.0,0.0074083911758640745,2.719744,,,206435.078144,175428.0,0.08799999999996544,0.0,0.0041512537141866045,,,10223.0,2.733333333333333,,,0.07200000000000273,4146.5856,,54.0,0.004087388265504335,4.6,4.4,10,1680690888.0,,2789.810176,,3650.0,0.0,0.0,320.0,15410.946048
,,,0.0,160.0,2102.390784,10,,,2.2,,,553.590784,0.0,0.003392854050726505,2.719744,,,206435.078144,175726.0,0.08799999999996544,0.0,0.0026504177143678873,,,10763.0,2.5,,,0.07600000000002183,4146.5856,,54.0,0.004087391175627015,4.533333333333333,4.366666666666666,11,1680690889.0,,2789.810176,,3756.0,0.0,0.0,320.0,15410.946048
,,,0.0,161.0,2102.390784,11,,,2.2,,,553.590784,0.0,0.012173066789925573,2.719744,,,206435.078144,176045.0,0.08799999999996544,0.0,0.05833493253911424,,,11281.0,2.5,,,0.0800000000000125,4146.5856,,54.0,0.0040869575109383225,4.533333333333333,4.366666666666666,12,1680690890.0,,2789.810176,,3929.0,0.0,0.0,320.0,15410.946048
,,,0.0,182.0,2102.390784,12,,,2.2,,,553.590784,0.0,0.0033924657645999497,2.719744,,,206435.078144,176334.0,0.0949999999999136,0.0,0.0026501144397560322,,,11800.0,2.5,,,0.09200000000001296,4146.5856,,54.0,0.13078155129503674,4.533333333333333,4.366666666666666,13,1680690891.0,,2789.80608,,4039.0,0.0,0.0,320.0,15410.946048
,,,0.0,183.0,2102.390784,13,,,2.2,,,553.590784,0.0,0.01257217478043157,2.719744,,,206435.078144,176584.0,0.0949999999999136,0.0,0.048165398414961584,,,12226.0,2.5,,,0.09600000000000364,4146.5856,,54.0,0.004086954594174013,4.533333333333333,4.366666666666666,14,1680690892.0,,2789.797888,,4198.0,0.0,0.0,320.0,15410.946048
,,,0.0,184.0,2102.390784,14,,,2.2,,,553.590784,0.0,0.0033909580873662877,2.719744,,,206435.078144,176897.0,0.09600000000000364,0.0,0.002648936677772666,,,12789.0,2.5,,,0.10000000000002274,4146.5856,,54.0,0.0040851071673828525,4.533333333333333,4.366666666666666,15,1680690893.0,,2789.793792,,4317.0,0.0,0.0,320.0,15410.946048
,,,0.0,185.0,2102.390784,15,,,2.2,,,553.590784,0.0,0.01005544083830119,2.719744,,,206435.078144,177153.0,0.09600000000000364,0.0,0.047326757731040205,,,13215.0,2.3,,,0.10400000000001342,4146.5856,,54.0,0.004082780107142324,4.433333333333334,4.366666666666666,16,1680690894.0,,2789.793792,,4486.0,0.0,0.0,320.0,15410.946048
,,,0.0,186.0,2102.390784,16,,,2.2,,,553.590784,0.0,0.06821332112284287,2.719744,,,206435.078144,177519.0,0.09600000000000364,0.0,0.039642756296904114,,,13791.0,2.3,,,0.10800000000000409,4146.5856,,54.0,0.004087211285371159,4.433333333333334,4.366666666666666,17,1680690895.0,,2789.793792,,4721.0,0.0,0.0,320.0,15410.946048
,,,0.0,187.0,2102.390784,17,,,2.2,,,553.590784,0.0,0.03729264228254556,2.719744,,,206434.14016,177984.0,0.09600000000000364,0.0,0.11730463286508962,,,14553.0,2.3,,,0.11200000000002319,4146.5856,,54.0,0.0040859903384245074,4.433333333333334,4.366666666666666,18,1680690896.0,,2790.760448,,4995.0,0.0,0.0,320.0,15410.946048
,,,0.0,195.0,2102.390784,18,,,2.2,,,553.590784,0.0,0.007949155783537158,2.719744,,,206434.14016,178347.0,0.0989999999999327,0.0,0.030032804361094567,,,15157.0,2.3,,,0.12000000000000455,4146.5856,,54.0,0.07355363405734892,4.433333333333334,4.366666666666666,19,1680690897.0,,2790.756352,,5148.0,0.0,0.0,320.0,15410.946048
,,,0.0,196.0,2102.390784,19,,,2.2,,,553.590784,0.0,0.015877015533247107,2.719744,,,206434.14016,178633.0,0.09999999999990905,0.0,0.053913204182626406,,,15638.0,2.3,,,0.12400000000002365,4146.5856,,54.0,0.00408699444971997,4.433333333333334,4.366666666666666,20,1680690898.0,,2790.756352,,5334.0,0.0,0.0,320.0,15410.946048
,,,0.0,197.0,2102.390784,20,,,2.2,,,553.590784,0.0,0.00795094104695016,2.719744,,,206434.14016,178976.0,0.09999999999990905,0.0,0.03003954925796414,,,16241.0,2.1333333333333333,,,0.12800000000001432,4146.5856,,54.0,0.00408723073298788,4.366666666666666,4.333333333333334,21,1680690899.0,,2790.756352,,5509.0,0.0,0.0,320.0,15410.946048
,,,0.0,202.0,2102.390784,21,,,2.2,,,553.590784,0.0,0.015812874146833023,2.719744,,,206434.16064,179311.0,0.10199999999997544,0.0,0.053656809680933046,,,16793.0,2.1333333333333333,,,0.1360000000000241,4146.5856,,54.0,0.04904305840281482,4.366666666666666,4.333333333333334,22,1680690900.0,,2790.739968,,5698.0,0.0,0.0,320.0,15410.946048
,,,0.0,203.0,2102.390784,22,,,2.2,,,553.590784,0.0,0.00794981754104064,2.719744,,,206434.16064,179634.0,0.10199999999997544,0.0,0.008787900741961492,,,17338.0,2.1333333333333333,,,0.14000000000001478,4146.5856,,54.0,0.004086653210376605,4.366666666666666,4.333333333333334,23,1680690901.0,,2790.739968,,5844.0,0.0,0.0,320.0,15410.946048
,,,0.0,204.0,2102.390784,23,,,2.2,,,553.590784,0.0,0.01479140063318609,2.719744,,,206434.16064,179916.0,0.1029999999999518,0.0,0.05218897856402348,,,17811.0,2.1333333333333333,,,0.14400000000000546,4146.5856,,54.0,0.004086992512434771,4.366666666666666,4.333333333333334,24,1680690902.0,,2790.739968,,6018.0,0.0,0.0,320.0,15410.946048
,,,0.0,211.0,2102.390784,24,,,2.2,,,553.590784,0.0,0.0064505799866220025,2.719744,,,206434.164736,180201.0,0.10399999999992815,0.0,0.004510615919543832,,,18318.0,2.1333333333333333,,,0.15200000000001523,4146.5856,,54.0,0.02861247345118897,4.366666666666666,4.333333333333334,25,1680690903.0,,2790.735872,,6139.0,0.0,0.0,320.0,15410.946048
,,,0.0,212.0,2102.390784,25,,,2.2,,,553.590784,0.0,0.009323985574998585,2.719744,,,206434.164736,180456.0,0.10399999999992815,0.0,0.05272957132286434,,,18727.0,1.9666666666666666,,,0.1560000000000059,4146.618368,,54.0,0.00408373022148405,4.300000000000001,4.300000000000001,26,1680690904.0,,2790.731776,,6313.0,0.0,0.0,320.0,15410.946048
,,,0.0,215.0,2102.390784,26,,,2.2,,,553.590784,0.0,0.014487752088535918,2.719744,,,206434.168832,180870.0,0.10599999999999454,0.0,0.009315265393039575,,,19421.0,1.9666666666666666,,,0.1640000000000157,4146.618368,,54.0,0.04495593367537569,4.300000000000001,4.300000000000001,27,1680690905.0,,2790.719488,,6484.0,0.0,0.0,320.0,15410.946048
,,,0.0,216.0,2102.390784,27,,,2.2,,,553.590784,0.0,0.014680729557021724,2.719744,,,206434.177024,181118.0,0.1069999999999709,0.0,0.05385329078253182,,,19814.0,1.9666666666666666,,,0.16800000000000637,4146.618368,,54.0,0.00408729393175989,4.300000000000001,4.300000000000001,28,1680690906.0,,2790.719488,,6661.0,0.0,0.0,320.0,15410.946048
,,,0.0,217.0,2102.390784,28,,,2.2,,,553.590784,0.0,0.009355993396953696,2.719744,,,206434.18112,181425.0,0.1069999999999709,0.0,0.010194200958052138,,,20352.0,1.9666666666666666,,,0.17199999999999704,4146.618368,,54.0,0.0040872598974995384,4.300000000000001,4.300000000000001,29,1680690907.0,,2790.715392,,6818.0,0.0,0.0,320.0,15410.946048
,,,0.0,224.0,2102.41536,29,,,2.2,,,553.590784,0.0,0.01518205096364679,2.719744,,,206434.193408,181785.0,0.10799999999994725,0.0,0.05277798169342106,,,20960.0,1.9666666666666666,,,0.18000000000000682,4146.618368,,54.0,0.03678175130292972,4.300000000000001,4.300000000000001,30,1680690908.0,,2790.703104,,7023.0,0.0,0.0,320.0,15410.950144
,,,0.0,225.0,2102.41536,30,,,2.2,,,553.590784,0.0,0.058051587521298166,2.719744,,,206433.93536,182202.0,0.10799999999994725,0.0,0.1332832530236559,,,21626.0,1.8000000000000003,,,0.1839999999999975,4146.618368,,54.0,0.004085555027746589,4.233333333333333,4.266666666666667,31,1680690909.0,,2790.957056,,7265.0,0.0,0.0,321.0,15410.950144
,,,0.0,229.0,2102.41536,31,,,2.2,,,553.590784,0.0,0.09032754507137626,2.719744,,,206433.93536,182675.0,0.10999999999989996,0.0,0.07535277711995438,,,22396.0,1.8000000000000003,,,0.19200000000000728,4146.618368,,54.0,0.05313009368548796,4.233333333333333,4.266666666666667,32,1680690910.0,,2790.95296,,7524.0,0.0,0.0,321.0,15410.950144
,,,0.0,230.0,2102.41536,32,,,2.2,,,553.590784,0.0,0.009770057395742293,2.719744,,,206433.677312,183095.0,0.10999999999989996,0.0,0.012523872596914962,,,23128.0,1.8000000000000003,,,0.19599999999999795,4146.618368,,54.0,0.004086821399706583,4.233333333333333,4.266666666666667,33,1680690911.0,,2791.206912,,7735.0,0.0,0.0,321.0,15410.950144
,,,0.0,231.0,2102.41536,33,,,2.2,,,553.590784,0.0,0.00669665979141125,2.719744,,,206433.677312,183358.0,0.11099999999999,0.0,0.009761638757542974,,,23567.0,1.8000000000000003,,,0.20400000000000773,4146.618368,,54.0,0.0040866386287682945,4.233333333333333,4.266666666666667,34,1680690912.0,,2791.206912,,7903.0,0.0,0.0,321.0,15410.950144
,,,0.0,232.0,2102.41536,34,,,2.2,,,553.590784,0.0,0.016900639374034646,2.719744,,,206433.677312,183699.0,0.11099999999999,0.0,0.06570342981980883,,,24171.0,1.8000000000000003,,,0.2079999999999984,4146.618368,,54.0,0.00408551810046755,4.233333333333333,4.266666666666667,35,1680690913.0,,2791.206912,,8060.0,0.0,0.0,321.0,15410.950144
,,,0.0,238.0,2102.41536,35,,,2.2,,,553.590784,0.0,0.007218996840415931,2.719744,,,206433.681408,184023.0,0.11199999999996635,0.0,0.010792599770872841,,,24660.0,1.6666666666666667,,,0.21600000000000819,4146.618368,,54.0,0.036757058210613584,4.166666666666666,4.266666666666667,36,1680690914.0,,2791.202816,,8265.0,0.0,0.0,321.0,15410.950144
,,,0.0,241.0,2102.41536,36,,,2.2,,,553.590784,0.0,0.017187488464463593,2.719744,,,206433.685504,184343.0,0.1129999999999427,0.0,0.052256989981868264,,,25210.0,1.6666666666666667,,,0.22400000000001796,4146.618368,,54.0,0.04496049000482875,4.166666666666666,4.266666666666667,37,1680690915.0,,2791.19872,,8431.0,0.0,0.0,321.0,15410.950144
,,,0.0,242.0,2102.41536,37,,,2.2,,,553.590784,0.0,0.004877300742271182,2.719744,,,206433.210368,184568.0,0.11399999999991905,0.0,0.00875679032475577,,,25585.0,1.6666666666666667,,,0.22800000000000864,4146.618368,,54.0,0.00408703431330344,4.166666666666666,4.266666666666667,38,1680690916.0,,2791.665664,,8574.0,0.0,0.0,321.0,15410.950144
,,,0.0,243.0,2102.41536,38,,,2.2,,,553.590784,0.0,0.014751579825686948,2.719744,,,206433.23904,184885.0,0.11399999999991905,0.0,0.04923579240747773,,,26170.0,1.6666666666666667,,,0.23600000000001842,4146.618368,,54.0,0.0040870177916661685,4.166666666666666,4.266666666666667,39,1680690917.0,,2791.661568,,8732.0,0.0,0.0,321.0,15410.950144
,,,0.0,244.0,2102.41536,39,,,2.2,,,553.590784,0.0,0.0066982881914661695,2.719744,,,206433.23904,185160.0,0.11399999999991905,0.0,0.009284993050819644,,,26631.0,1.6666666666666667,,,0.2400000000000091,4146.618368,,54.0,0.0040876323603859675,4.166666666666666,4.266666666666667,40,1680690918.0,,2791.661568,,8900.0,0.0,0.0,321.0,15410.950144
,,,0.0,250.0,2102.41536,40,,,2.2,,,553.590784,0.0,0.016596087925074582,2.719744,,,206433.23904,185436.0,0.11599999999998545,0.0,0.05338049062762252,,,27122.0,1.5000000000000002,,,0.25200000000000955,4146.618368,,54.0,0.032697246849129356,4.1000000000000005,4.233333333333333,41,1680690919.0,,2791.661568,,9044.0,0.0,0.0,321.0,15410.950144
,,,0.0,253.0,2102.41536,41,,,2.2,,,553.590784,0.0,0.007223807037487428,2.719744,,,206432.985088,185744.0,0.1169999999999618,0.0,0.01079979106159541,,,27667.0,1.5000000000000002,,,0.2600000000000193,4146.618368,,54.0,0.040868388955843646,4.1000000000000005,4.233333333333333,42,1680690920.0,,2791.907328,,9255.0,0.0,0.0,321.0,15410.950144
,,,0.0,258.0,2102.41536,42,,,2.2,,,553.590784,0.0,0.017135534542940162,2.719744,,,206432.72704,186076.0,0.11899999999991451,0.0,0.05222827965057208,,,28246.0,1.5000000000000002,,,0.26400000000001,4146.618368,,54.0,0.05309782026663264,4.1000000000000005,4.233333333333333,43,1680690921.0,,2792.16128,,9428.0,0.0,0.0,321.0,15410.950144
,,,0.0,259.0,2102.41536,43,,,2.2,,,553.590784,0.0,0.006696995922647983,2.719744,,,206432.477184,186350.0,0.12000000000000455,0.0,0.009283201741360618,,,28667.0,1.5000000000000002,,,0.2680000000000007,4146.618368,,54.0,0.004086843760215143,4.1000000000000005,4.233333333333333,44,1680690922.0,,2792.411136,,9572.0,0.0,0.0,321.0,15410.950144
,,,0.0,260.0,2102.41536,44,,,2.2,,,553.590784,0.0,0.019319266990897355,2.719744,,,206432.477184,186649.0,0.12000000000000455,0.0,0.056378438975557076,,,29188.0,1.5000000000000002,,,0.2720000000000198,4146.618368,,54.0,0.00408400689559211,4.1000000000000005,4.233333333333333,45,1680690923.0,,2792.411136,,9743.0,0.0,0.0,321.0,15410.950144
,,,0.0,269.0,2102.41536,45,,,2.2,,,553.590784,0.0,0.002896967379380619,2.719744,,,206432.477184,186925.0,0.125,0.0,0.00434146078354985,,,29629.0,1.4000000000000001,,,0.28000000000000114,4146.618368,,54.0,0.03677472648555698,4.033333333333333,4.2,46,1680690924.0,,2792.411136,,9913.0,0.0,0.0,321.0,15410.950144
,,,0.0,270.0,2102.41536,46,,,2.2,,,553.590784,0.0,0.07280298331613475,2.719744,,,206432.477184,187332.0,0.125,0.0,0.0704320966705221,,,30289.0,1.4000000000000001,,,0.28400000000002024,4146.618368,,54.0,0.00408718502412185,4.033333333333333,4.2,47,1680690925.0,,2792.411136,,10134.0,0.0,0.0,321.0,15410.950144
,,,0.0,273.0,2102.771712,47,,,2.2,,,553.730048,0.0,0.01632518550856772,2.719744,,,206402.576384,188914.0,0.12599999999997635,0.0,0.02132806491613961,,,31236.0,1.4000000000000001,,,0.2880000000000109,4163.66592,,55.0,0.040852859111611455,4.033333333333333,4.2,48,1680690926.0,,2822.2464,,10773.0,0.0,0.0,332.0,15562.010624
,,,0.0,274.0,2147.5328,48,,,2.4,0.0027956610001638182,,598.286336,0.0,156.21892657848,2.719744,,,206014.3616,195357.0,0.12599999999997635,0.0,0.8188596741136998,,,35757.0,1.4000000000000001,,,0.2920000000000016,4163.940352,,55.0,0.004085282029677768,4.033333333333333,4.2,49,1680690927.0,,3138.74432,,18734.0,0.0,0.0,336.0,15775.686656
,,,0.0,275.0,3755.884544,49,,,3.0,,,899.158016,0.0,84.06611946616371,2.719744,,,204654.743552,196608.0,0.1269999999999527,0.0,0.04950835903410332,,,36527.0,1.4000000000000001,,,0.2960000000000207,5485.658112,,61.0,0.004086454909418822,4.033333333333333,4.2,50,1680690928.0,,4468.043776,,20079.0,0.0,0.0,336.0,18146.787328
1.252953697000521,0.967526843000087,0.0014744870004506083,,,,50,0.0001,0.0,,,32.0,,,,,0.0,,,,,,,2.3236686400005055,0.0,,,7.044677734375,0.00021564199960266706,,,0.0,,,,,51,1680690929.0,0.09870230999968044,,,,,,,
0.0066497480001999065,0.0038307020004140213,0.000861913999870012,,,,50,0.0001,0.0,,0.0024937970001701615,64.0,,,,,1.0,,,,,,,0.0214998920000653,0.0,,,7.0853271484375,0.0003397589998712647,,,0.0,,,,,52,1680690929.0,0.0073239719995399355,,,,,,,
0.006683054000859556,0.0031242320001183543,0.0008727389995328849,,,,50,0.0001,0.0,,0.002451605999340245,96.0,,,,,2.0,,,,,,,0.02232606899997336,0.0,,,7.0528564453125,0.0003128970001853304,,,0.0,,,,,53,1680690929.0,0.008881540999936988,,,,,,,
0.0063204139996742015,0.002565668999523041,0.0006876050001665135,,,,50,0.0001,0.0,,0.002358389000619354,128.0,,,,,3.0,,,,,,,0.019564304000596167,0.0,,,7.131591796875,0.00011339000047883019,,,0.0,,,,,54,1680690929.0,0.007518837000134226,,,,,,,
0.006373418999828573,0.000718453999979829,0.0007238400003188872,,,,50,0.0001,0.0,,0.0023434009999618866,160.0,,,,,4.0,,,,,,,0.017759375999958138,0.0,,,7.105712890625,0.0001097209997169557,,,0.0,,,,,55,1680690929.0,0.007490541000152007,,,,,,,
0.007108469999366207,0.03354925500025274,0.0009848930003499845,,,,50,0.0001,0.0,,0.0022067760000936687,192.0,,,,,5.0,,,,,,,0.052110098999946786,0.0,,,6.8427734375,0.00038054000015108613,,,0.0,,,,,56,1680690929.0,0.007880164999733097,,,,,,,
0.006838962999609066,0.007180411999797798,0.0009240560002581333,,,,50,0.0001,0.0,,0.0022479340004792903,224.0,,,,,6.0,,,,,,,0.02536496500033536,0.0,,,7.12646484375,0.0003301639999335748,,,0.0,,,,,57,1680690929.0,0.007843436000257498,,,,,,,
0.007107540000106383,0.055582811999556725,0.0009492620001765317,,,,50,0.0001,0.0,,0.0022361480005201884,256.0,,,,,7.0,,,,,,,0.07424117400114483,0.0,,,7.052001953125,0.0004016880002382095,,,0.0,,,,,58,1680690929.0,0.00796372400054679,,,,,,,
0.006981634999647213,0.015894817000116745,0.0009123079998971662,,,,50,0.0001,0.0,,0.00222000499979913,288.0,,,,,8.0,,,,,,,0.03410503899885953,0.0,,,7.0174560546875,0.0003474449995337636,,,0.0,,,,,59,1680690929.0,0.007748828999865509,,,,,,,
0.0071470699995188625,0.06559039700005087,0.001014686999951664,,,,50,0.0001,0.0,,0.0022594569991269964,320.0,,,,,9.0,,,,,,,0.08424302399816952,0.0,,,7.1634521484375,0.0004385490001368453,,,0.0,,,,,60,1680690929.0,0.007792863999384281,,,,,,,
0.006665322000117158,0.0015823009998712223,0.0009036910005306709,,,,50,0.0001,0.0,,0.00228901699938433,352.0,,,,,10.0,,,,,,,0.01931618199978402,0.0,,,7.116455078125,0.0003202839998266427,,,0.0,,,,,61,1680690929.0,0.007555567000053998,,,,,,,
0.00702310100041359,0.08011746499960282,0.0009515019992250018,,,,50,0.0001,0.0,,0.002440416999888839,384.0,,,,,11.0,,,,,,,0.09893417499915813,1.0,,,7.037353515625,0.00041942600000766106,,,0.0,,,,,62,1680690929.0,0.007982264000020223,,,,,,,
0.006660595000539615,0.0014644140001109918,0.0009291879996453645,,,,50,0.0001,0.0,,0.002392805999988923,416.0,,,,,12.0,,,,,,,0.019470951000585046,1.0,,,7.0731201171875,0.00032686400027159834,,,0.0,,,,,63,1680690929.0,0.007697084000028553,,,,,,,
0.0071328250005535665,0.08813455600011366,0.0009339700000055018,,,,50,0.0001,0.0,,0.0023162699999375036,448.0,,,,,13.0,,,,,,,0.10683522599993012,1.0,,,7.1724853515625,0.000387684000088484,,,0.0,,,,,64,1680690929.0,0.007929920999231399,,,,,,,
0.006655283000327472,0.0012047740001435159,0.0009128980000241427,,,,50,0.0001,0.0,,0.002402291000180412,480.0,,,,,14.0,,,,,,,0.019058476001191593,1.0,,,6.9913330078125,0.00031498699991061585,,,0.0,,,,,65,1680690929.0,0.007568243000605435,,,,,,,
0.00716046199977427,0.06500407499970606,0.0009224530003848486,,,,50,0.0001,0.0,,0.0024436250005237525,512.0,,,,,15.0,,,,,,,0.0838431700003639,1.0,,,7.0548095703125,0.0003691279998747632,,,0.0,,,,,66,1680690929.0,0.0079434270001002,,,,,,,
0.00670472699948732,0.0014163319992803736,0.000902855999811436,,,,50,0.0001,0.0,,0.0023966210001162835,544.0,,,,,16.0,,,,,,,0.019370300999980827,1.0,,,7.113525390625,0.00031571800082019763,,,0.0,,,,,67,1680690929.0,0.007634047000465216,,,,,,,
,,,0.0,292.0,4064.178176,50,,,3.1,,,979.329024,0.0,337.1776697033533,2.719744,,,204467.695616,204137.0,0.13199999999994816,0.0,0.44877147732137057,,,43301.0,2.1,,,0.3680000000000234,5730.824192,,135.0,0.0694740135626046,4.133333333333333,4.233333333333333,68,1680690929.0,,4712.910848,,27793.0,0.0,0.0,533.0,19171.782656
0.007018340000286116,0.07202615899950615,0.0009316480000052252,,,,50,0.0001,0.0,,0.002232941000329447,576.0,,,,,17.0,,,,,,,0.09057973900053184,1.0,,,7.017822265625,0.00040665699998498894,,,0.0,,,,,69,1680690929.0,0.007963994000419916,,,,,,,
0.006654529000115872,0.0012071720002495567,0.0008969539994723164,,,,50,0.0001,0.0,,0.0024024719996305066,608.0,,,,,18.0,,,,,,,0.019227896999836958,1.0,,,6.958984375,0.00031835000027058413,,,0.0,,,,,70,1680690929.0,0.007748420000098122,,,,,,,
0.007119485999282915,0.06841202299983706,0.0009227609998561093,,,,51,0.0001,0.0,,0.0023148700001911493,640.0,,,,,19.0,,,,,,,0.08708995399865671,1.0,,,6.98291015625,0.00042621699958544923,,,0.0,,,,,71,1680690930.0,0.007894596999904024,,,,,,,
0.006625271999837423,0.0012191570003778907,0.0009013850003611878,,,,51,0.0001,0.0,,0.0024086710000119638,672.0,,,,,20.0,,,,,,,0.019201828001314425,1.0,,,6.9903564453125,0.00031982900054572383,,,0.0,,,,,72,1680690930.0,0.007727514000180236,,,,,,,
0.007033062999653339,0.06999449000068125,0.0010023909999290481,,,,51,0.0001,0.0,,0.002265022999381472,704.0,,,,,21.0,,,,,,,0.08854205500028911,1.0,,,7.1156005859375,0.00039752900011080783,,,0.0,,,,,73,1680690930.0,0.00784955900053319,,,,,,,
