03_hivemind/estimated_current_samples,03_hivemind/optimistic_total_samples_per_second,03_hivemind/num_peers,03_hivemind/global_samples_accumulated,_step,03_hivemind/eta_next_epoch_s,_runtime,03_hivemind/global_epoch,03_hivemind/next_fetch_time_s,03_hivemind/actual_total_samples_per_second,_timestamp,03_hivemind/num_clients,04_peers/peer_1_samples_accumulated,04_peers/peer_1_epoch,04_peers/peer_1_samples_per_second,04_peers/peer_1_epoch_oos,04_peers/peer_3_samples_per_second,04_peers/peer_2_samples_accumulated,04_peers/peer_2_epoch,04_peers/peer_3_epoch_oos,04_peers/peer_3_epoch,04_peers/peer_3_samples_accumulated,04_peers/peer_2_epoch_oos,04_peers/peer_2_samples_per_second,04_peers/peer_4_samples_per_second,04_peers/peer_4_samples_accumulated,04_peers/peer_4_epoch,04_peers/peer_4_epoch_oos,03_hivemind/epoch_s,03_hivemind/undershot_TBS,03_hivemind/total_training_samples,03_hivemind/per_epoch_training_samples,03_hivemind/reached_TBS,03_hivemind/epoch_based_sps,03_hivemind/overshot_TBS
257,7.532296243277448,1,256,0,4316.23,43,0,10.0,7.532296243277448,1683049257,0,,,,,,,,,,,,,,,,,,,,,,,
679,41.911900780471456,1,672,1,765.63,44,0,10.0,41.911900780471456,1683049258,0,256.0,0.0,7.53,0.0,,,,,,,,,,,,,,,,,,,
1139,140.1571635898206,1,1120,2,225.67,45,0,10.0,140.1571635898206,1683049259,0,672.0,0.0,41.91,0.0,,,,,,,,,,,,,,,,,,,
1593,268.2597903266215,1,1568,3,116.21,46,0,10.0,268.2597903266215,1683049260,0,1120.0,0.0,140.16,0.0,,,,,,,,,,,,,,,,,,,
3134,530.5617446762017,3,3072,4,55.85,49,0,10.0,530.5617446762017,1683049263,0,1568.0,0.0,268.26,0.0,,,,,,,,,,,,,,,,,,,
4955,984.1578641372967,4,4800,5,28.26,50,0,10.0,984.1578641372967,1683049264,0,2528.0,0.0,361.51,0.0,40.31,384.0,0.0,0.0,0.0,160.0,0.0,128.73,,,,,,,,,,,
6784,1311.5508722896875,4,6592,6,19.81,51,0,10.0,1311.5508722896875,1683049265,0,2944.0,0.0,365.41,0.0,196.29,832.0,0.0,0.0,0.0,608.0,0.0,278.94,143.51,416.0,0.0,0.0,,,,,,,
8560,1428.5594486867228,4,8352,7,16.95,52,0,9.68,1428.5594486867228,1683049266,0,3392.0,0.0,366.5,0.0,312.73,1280.0,0.0,0.0,0.0,1056.0,0.0,345.48,286.83,864.0,0.0,0.0,,,,,,,
10336,1460.5097480512566,4,10144,8,15.36,54,0,8.78,1460.5097480512566,1683049268,0,3840.0,0.0,366.94,0.0,352.81,1696.0,0.0,0.0,0.0,1504.0,0.0,361.98,346.83,1312.0,0.0,0.0,,,,,,,
12105,1466.8116653410832,4,11904,9,14.09,55,0,8.05,1466.8116653410832,1683049269,0,4288.0,0.0,366.71,0.0,365.21,2144.0,0.0,0.0,0.0,1952.0,0.0,367.12,361.48,1760.0,0.0,0.0,,,,,,,
13875,1469.0221313715297,4,13632,10,12.86,56,0,7.35,1469.0221313715297,1683049270,0,4704.0,0.0,365.71,0.0,366.49,2592.0,0.0,0.0,0.0,2400.0,0.0,368.23,366.38,2208.0,0.0,0.0,,,,,,,
15644,1470.0781846867203,4,15424,11,11.65,57,0,6.66,1470.0781846867203,1683049271,0,5152.0,0.0,365.87,0.0,367.67,3040.0,0.0,0.0,0.0,2816.0,0.0,368.87,366.6,2624.0,0.0,0.0,,,,,,,
17403,1470.3406281751159,4,17216,12,10.45,58,0,5.97,1470.3406281751159,1683049272,0,5600.0,0.0,365.66,0.0,368.05,3488.0,0.0,0.0,0.0,3264.0,0.0,368.58,367.78,3072.0,0.0,0.0,,,,,,,
19165,1467.6315401919535,4,18944,13,9.27,60,0,5.3,1467.6315401919535,1683049274,0,6048.0,0.0,365.4,0.0,368.57,3936.0,0.0,0.0,0.0,3712.0,0.0,368.56,367.8,3520.0,0.0,0.0,,,,,,,
20925,1467.2313619071995,4,20704,14,8.07,61,0,4.61,1467.2313619071995,1683049275,0,6464.0,0.0,365.37,0.0,366.56,4352.0,0.0,0.0,0.0,4160.0,0.0,368.47,367.23,3968.0,0.0,0.0,,,,,,,
22686,1468.012350306643,4,22464,15,6.87,62,0,3.92,1468.012350306643,1683049276,0,6912.0,0.0,365.47,0.0,366.52,4800.0,0.0,0.0,0.0,4576.0,0.0,368.13,367.12,4416.0,0.0,0.0,,,,,,,
24451,1469.4855155381117,4,24224,16,5.66,63,0,3.23,1469.4855155381117,1683049277,0,7360.0,0.0,364.27,0.0,367.99,5248.0,0.0,0.0,0.0,5024.0,0.0,369.61,366.14,4832.0,0.0,0.0,,,,,,,
26210,1469.1018248617154,4,26016,17,4.46,64,0,2.55,1469.1018248617154,1683049278,0,7776.0,0.0,364.46,0.0,368.47,5696.0,0.0,0.0,0.0,5472.0,0.0,369.45,367.11,5280.0,0.0,0.0,,,,,,,
27977,1468.1201556594303,4,27808,18,3.26,66,0,1.86,1468.1201556594303,1683049280,0,8224.0,0.0,364.17,0.0,368.78,6144.0,0.0,0.0,0.0,5920.0,0.0,369.37,366.79,5728.0,0.0,0.0,,,,,,,
29744,1469.499930463205,4,29536,19,2.06,67,0,1.18,1469.499930463205,1683049281,0,8672.0,0.0,364.83,0.0,367.46,6592.0,0.0,0.0,0.0,6368.0,0.0,369.48,366.35,6176.0,0.0,0.0,,,,,,,
31510,1466.8095284968203,4,31264,20,0.86,68,0,0.5,1466.8095284968203,1683049282,0,9088.0,0.0,364.39,0.0,368.27,7040.0,0.0,0.0,0.0,6816.0,0.0,369.68,367.17,6592.0,0.0,0.0,,,,,,,
33265,1465.8956423622735,4,32832,21,0.0,69,0,0.5,1465.8956423622735,1683049283,0,9536.0,0.0,364.96,0.0,368.19,7456.0,0.0,0.0,0.0,7232.0,0.0,368.54,365.12,7040.0,0.0,0.0,,,,,,,
35029,1465.8956423622735,4,32832,22,0.0,70,0,0.5,1465.8956423622735,1683049284,0,9920.0,0.0,363.99,0.0,367.29,7872.0,0.0,0.0,0.0,7616.0,0.0,368.91,365.7,7424.0,0.0,0.0,,,,,,,
36784,1465.8956423622735,4,32832,23,0.0,72,0,0.5,1465.8956423622735,1683049286,0,9920.0,0.0,363.99,0.0,367.29,7872.0,0.0,0.0,0.0,7616.0,0.0,368.91,365.7,7424.0,0.0,0.0,,,,,,,
38537,1465.8956423622735,4,32832,24,0.0,73,0,0.5,1465.8956423622735,1683049287,0,9920.0,0.0,363.99,0.0,367.29,7872.0,0.0,0.0,0.0,7616.0,0.0,368.91,365.7,7424.0,0.0,0.0,,,,,,,
40300,1465.8956423622735,4,32832,25,0.0,74,0,0.5,1465.8956423622735,1683049288,0,9920.0,0.0,363.99,0.0,367.29,7872.0,0.0,0.0,0.0,7616.0,0.0,368.91,365.7,7424.0,0.0,0.0,,,,,,,
42065,1465.8956423622735,4,32832,26,0.0,75,0,0.5,1465.8956423622735,1683049289,0,9920.0,0.0,363.99,0.0,367.29,7872.0,0.0,0.0,0.0,7616.0,0.0,368.91,365.7,7424.0,0.0,0.0,,,,,,,
43839,1465.8956423622735,4,32832,27,0.0,76,0,0.5,1465.8956423622735,1683049290,0,9920.0,0.0,363.99,0.0,367.29,7872.0,0.0,0.0,0.0,7616.0,0.0,368.91,365.7,7424.0,0.0,0.0,,,,,,,
448,1415.63385332778,4,192,28,22.83,78,1,10.0,1415.63385332778,1683049292,0,9920.0,0.0,363.99,0.0,367.29,7872.0,0.0,0.0,0.0,7616.0,0.0,368.91,365.7,7424.0,0.0,0.0,,,,,,,
1851,1239.3141831247046,4,1600,29,24.95,79,1,10.0,1239.3141831247046,1683049293,0,0.0,1.0,363.99,0.0,343.16,64.0,1.0,0.0,1.0,64.0,0.0,354.45,354.03,64.0,1.0,0.0,35.010573003441095,0.0,32832.0,32832.0,0.0,937.7738546802142,1.0
