04_peers/peer_2_epoch,04_peers/peer_3_samples_per_second,03_hivemind/epoch_s,03_hivemind/num_clients,04_peers/peer_2_epoch_oos,04_peers/peer_1_samples_accumulated,03_hivemind/global_samples_accumulated,_step,04_peers/peer_3_samples_accumulated,03_hivemind/estimated_current_samples,03_hivemind/optimistic_total_samples_per_second,03_hivemind/num_peers,03_hivemind/reached_TBS,_timestamp,03_hivemind/epoch_based_sps,04_peers/peer_2_samples_accumulated,03_hivemind/actual_total_samples_per_second,04_peers/peer_1_epoch,03_hivemind/total_training_samples,04_peers/peer_1_samples_per_second,04_peers/peer_3_epoch,03_hivemind/global_epoch,03_hivemind/overshot_TBS,03_hivemind/undershot_TBS,04_peers/peer_2_samples_per_second,_runtime,04_peers/peer_1_epoch_oos,04_peers/peer_3_epoch_oos,03_hivemind/eta_next_epoch_s,03_hivemind/next_fetch_time_s,03_hivemind/per_epoch_training_samples
0.0,1432.35,,0,0.0,7296.0,32896,120,19712.0,262221,1937.4966625381144,3,,1681399268.0,,5888.0,1937.4966625381144,0.0,,250.31,0.0,0,,,254.83,196,0.0,0.0,0.0,0.5,
0.0,1432.35,,0,0.0,7296.0,32896,121,19712.0,264540,1937.4966625381144,3,,1681399269.0,,5888.0,1937.4966625381144,0.0,,250.31,0.0,0,,,254.83,197,0.0,0.0,0.0,0.5,
0.0,1432.35,,0,0.0,7296.0,32896,122,19712.0,266860,1937.4966625381144,3,,1681399270.0,,5888.0,1937.4966625381144,0.0,,250.31,0.0,0,,,254.83,198,0.0,0.0,0.0,0.5,
0.0,1432.35,,0,0.0,7296.0,32896,123,19712.0,269162,1937.4966625381144,3,,1681399271.0,,5888.0,1937.4966625381144,0.0,,250.31,0.0,0,,,254.83,199,0.0,0.0,0.0,0.5,
0.0,1432.35,,0,0.0,7296.0,32896,124,19712.0,271469,1937.4966625381144,3,,1681399272.0,,5888.0,1937.4966625381144,0.0,,250.31,0.0,0,,,254.83,200,0.0,0.0,0.0,0.5,
0.0,1432.35,,0,0.0,7296.0,32896,125,19712.0,273779,1937.4966625381144,3,,1681399274.0,,5888.0,1937.4966625381144,0.0,,250.31,0.0,0,,,254.83,202,0.0,0.0,0.0,0.5,
0.0,1432.35,,0,0.0,7296.0,32896,126,19712.0,276104,1937.4966625381144,3,,1681399275.0,,5888.0,1937.4966625381144,0.0,,250.31,0.0,0,,,254.83,203,0.0,0.0,0.0,0.5,
0.0,1432.35,,0,0.0,7296.0,32896,127,19712.0,278404,1937.4966625381144,3,,1681399276.0,,5888.0,1937.4966625381144,0.0,,250.31,0.0,0,,,254.83,204,0.0,0.0,0.0,0.5,
0.0,1432.35,,0,0.0,7296.0,32896,128,19712.0,280722,1937.4966625381144,3,,1681399277.0,,5888.0,1937.4966625381144,0.0,,250.31,0.0,0,,,254.83,205,0.0,0.0,0.0,0.5,
0.0,1432.35,,0,0.0,7296.0,32896,129,19712.0,283040,1937.4966625381144,3,,1681399278.0,,5888.0,1937.4966625381144,0.0,,250.31,0.0,0,,,254.83,206,0.0,0.0,0.0,0.5,
0.0,1432.35,,0,0.0,7296.0,32896,130,19712.0,285670,1937.4966625381144,3,,1681399280.0,,5888.0,1937.4966625381144,0.0,,250.31,0.0,0,,,254.83,208,0.0,0.0,0.0,0.5,
0.0,1432.35,,0,0.0,7296.0,32896,131,19712.0,287981,1937.4966625381144,3,,1681399281.0,,5888.0,1937.4966625381144,0.0,,250.31,0.0,0,,,254.83,209,0.0,0.0,0.0,0.5,
0.0,1432.35,,0,0.0,7296.0,32896,132,19712.0,290281,1937.4966625381144,3,,1681399282.0,,5888.0,1937.4966625381144,0.0,,250.31,0.0,0,,,254.83,210,0.0,0.0,0.0,0.5,
0.0,1432.35,,0,0.0,7296.0,32896,133,19712.0,292599,1937.4966625381144,3,,1681399283.0,,5888.0,1937.4966625381144,0.0,,250.31,0.0,0,,,254.83,211,0.0,0.0,0.0,0.5,
0.0,1432.35,,0,0.0,7296.0,32896,134,19712.0,294918,1937.4966625381144,3,,1681399285.0,,5888.0,1937.4966625381144,0.0,,250.31,0.0,0,,,254.83,213,0.0,0.0,0.0,0.5,
0.0,1432.35,,0,0.0,7296.0,32896,135,19712.0,297231,1937.4966625381144,3,,1681399286.0,,5888.0,1937.4966625381144,0.0,,250.31,0.0,0,,,254.83,214,0.0,0.0,0.0,0.5,
0.0,1432.35,,0,0.0,7296.0,32896,136,19712.0,299535,1937.4966625381144,3,,1681399287.0,,5888.0,1937.4966625381144,0.0,,250.31,0.0,0,,,254.83,215,0.0,0.0,0.0,0.5,
0.0,1432.35,,0,0.0,7296.0,32896,137,19712.0,301851,1937.4966625381144,3,,1681399288.0,,5888.0,1937.4966625381144,0.0,,250.31,0.0,0,,,254.83,216,0.0,0.0,0.0,0.5,
0.0,1432.35,,0,0.0,7296.0,32896,138,19712.0,304171,1937.4966625381144,3,,1681399289.0,,5888.0,1937.4966625381144,0.0,,250.31,0.0,0,,,254.83,217,0.0,0.0,0.0,0.5,
0.0,1432.35,,0,0.0,7296.0,32896,139,19712.0,306472,1937.4966625381144,3,,1681399290.0,,5888.0,1937.4966625381144,0.0,,250.31,0.0,0,,,254.83,218,0.0,0.0,0.0,0.5,
0.0,1432.35,,0,0.0,7296.0,32896,140,19712.0,308794,1937.4966625381144,3,,1681399292.0,,5888.0,1937.4966625381144,0.0,,250.31,0.0,0,,,254.83,220,0.0,0.0,0.0,0.5,
0.0,1432.35,,0,0.0,7296.0,32896,141,19712.0,311104,1937.4966625381144,3,,1681399293.0,,5888.0,1937.4966625381144,0.0,,250.31,0.0,0,,,254.83,221,0.0,0.0,0.0,0.5,
0.0,1432.35,,0,0.0,7296.0,32896,142,19712.0,313412,1937.4966625381144,3,,1681399294.0,,5888.0,1937.4966625381144,0.0,,250.31,0.0,0,,,254.83,222,0.0,0.0,0.0,0.5,
0.0,1432.35,,0,0.0,7296.0,32896,143,19712.0,315719,1937.4966625381144,3,,1681399295.0,,5888.0,1937.4966625381144,0.0,,250.31,0.0,0,,,254.83,223,0.0,0.0,0.0,0.5,
0.0,1432.35,,0,0.0,7296.0,32896,144,19712.0,318015,1937.4966625381144,3,,1681399296.0,,5888.0,1937.4966625381144,0.0,,250.31,0.0,0,,,254.83,224,0.0,0.0,0.0,0.5,
0.0,1432.35,,0,0.0,7296.0,32896,145,19712.0,320339,1937.4966625381144,3,,1681399298.0,,5888.0,1937.4966625381144,0.0,,250.31,0.0,0,,,254.83,226,0.0,0.0,0.0,0.5,
0.0,1432.35,,0,0.0,7296.0,32896,146,19712.0,322656,1937.4966625381144,3,,1681399299.0,,5888.0,1937.4966625381144,0.0,,250.31,0.0,0,,,254.83,227,0.0,0.0,0.0,0.5,
0.0,1432.35,,0,0.0,7296.0,32896,147,19712.0,324961,1937.4966625381144,3,,1681399300.0,,5888.0,1937.4966625381144,0.0,,250.31,0.0,0,,,254.83,228,0.0,0.0,0.0,0.5,
0.0,1432.35,,0,0.0,7296.0,32896,148,19712.0,327264,1937.4966625381144,3,,1681399301.0,,5888.0,1937.4966625381144,0.0,,250.31,0.0,0,,,254.83,229,0.0,0.0,0.0,0.5,
0.0,1432.35,,0,0.0,7296.0,32896,149,19712.0,329570,1937.4966625381144,3,,1681399302.0,,5888.0,1937.4966625381144,0.0,,250.31,0.0,0,,,254.83,230,0.0,0.0,0.0,0.5,
0.0,1432.35,,0,0.0,7296.0,32896,150,19712.0,331886,1937.4966625381144,3,,1681399304.0,,5888.0,1937.4966625381144,0.0,,250.31,0.0,0,,,254.83,232,0.0,0.0,0.0,0.5,
0.0,1432.35,,0,0.0,7296.0,32896,151,19712.0,334188,1937.4966625381144,3,,1681399305.0,,5888.0,1937.4966625381144,0.0,,250.31,0.0,0,,,254.83,233,0.0,0.0,0.0,0.5,
0.0,1432.35,,0,0.0,7296.0,32896,152,19712.0,336505,1937.4966625381144,3,,1681399306.0,,5888.0,1937.4966625381144,0.0,,250.31,0.0,0,,,254.83,234,0.0,0.0,0.0,0.5,
0.0,1432.35,,0,0.0,7296.0,32896,153,19712.0,338818,1937.4966625381144,3,,1681399307.0,,5888.0,1937.4966625381144,0.0,,250.31,0.0,0,,,254.83,235,0.0,0.0,0.0,0.5,
0.0,1432.35,,0,0.0,7296.0,32896,154,19712.0,341131,1937.4966625381144,3,,1681399308.0,,5888.0,1937.4966625381144,0.0,,250.31,0.0,0,,,254.83,236,0.0,0.0,0.0,0.5,
0.0,1432.35,,0,0.0,7296.0,32896,155,19712.0,343445,1937.4966625381144,3,,1681399310.0,,5888.0,1937.4966625381144,0.0,,250.31,0.0,0,,,254.83,238,0.0,0.0,0.0,0.5,
0.0,1432.35,,0,0.0,7296.0,32896,156,19712.0,345758,1937.4966625381144,3,,1681399311.0,,5888.0,1937.4966625381144,0.0,,250.31,0.0,0,,,254.83,239,0.0,0.0,0.0,0.5,
0.0,1432.35,,0,0.0,7296.0,32896,157,19712.0,348070,1937.4966625381144,3,,1681399312.0,,5888.0,1937.4966625381144,0.0,,250.31,0.0,0,,,254.83,240,0.0,0.0,0.0,0.5,
0.0,1432.35,,0,0.0,7296.0,32896,158,19712.0,350385,1937.4966625381144,3,,1681399313.0,,5888.0,1937.4966625381144,0.0,,250.31,0.0,0,,,254.83,241,0.0,0.0,0.0,0.5,
0.0,1432.35,,0,0.0,7296.0,32896,159,19712.0,352701,1937.4966625381144,3,,1681399314.0,,5888.0,1937.4966625381144,0.0,,250.31,0.0,0,,,254.83,242,0.0,0.0,0.0,0.5,
0.0,1432.35,,0,0.0,7296.0,32896,160,19712.0,355015,1937.4966625381144,3,,1681399316.0,,5888.0,1937.4966625381144,0.0,,250.31,0.0,0,,,254.83,244,0.0,0.0,0.0,0.5,
0.0,1432.35,,0,0.0,7296.0,32896,161,19712.0,357330,1937.4966625381144,3,,1681399317.0,,5888.0,1937.4966625381144,0.0,,250.31,0.0,0,,,254.83,245,0.0,0.0,0.0,0.5,
0.0,1432.35,,0,0.0,7296.0,32896,162,19712.0,359647,1937.4966625381144,3,,1681399318.0,,5888.0,1937.4966625381144,0.0,,250.31,0.0,0,,,254.83,246,0.0,0.0,0.0,0.5,
0.0,1432.35,,0,0.0,7296.0,32896,163,19712.0,361951,1937.4966625381144,3,,1681399319.0,,5888.0,1937.4966625381144,0.0,,250.31,0.0,0,,,254.83,247,0.0,0.0,0.0,0.5,
0.0,1432.35,,0,0.0,7296.0,32896,164,19712.0,364262,1937.4966625381144,3,,1681399320.0,,5888.0,1937.4966625381144,0.0,,250.31,0.0,0,,,254.83,248,0.0,0.0,0.0,0.5,
0.0,1432.35,,0,0.0,7296.0,32896,165,19712.0,366576,1937.4966625381144,3,,1681399321.0,,5888.0,1937.4966625381144,0.0,,250.31,0.0,0,,,254.83,249,0.0,0.0,0.0,0.5,
0.0,1432.35,,0,0.0,7296.0,32896,166,19712.0,368900,1937.4966625381144,3,,1681399323.0,,5888.0,1937.4966625381144,0.0,,250.31,0.0,0,,,254.83,251,0.0,0.0,0.0,0.5,
0.0,1432.35,,0,0.0,7296.0,832,167,19712.0,1523,1774.8919282438783,3,,1681399324.0,,5888.0,1774.8919282438783,0.0,,250.31,0.0,1,,,254.83,252,0.0,0.0,17.6,8.8,
1.0,1299.29,203.17865558434278,0,0.0,192.0,2336,168,512.0,2887,1510.7528019011795,3,0.0,1681399325.0,161.9067706959225,128.0,1510.7528019011795,1.0,32896.0,239.2,1.0,1,1.0,0.0,236.39,253,0.0,0.0,19.78,9.89,32896.0
1.0,1081.27,,0,0.0,416.0,4736,169,1536.0,5604,1805.7771700385563,3,,1681399326.0,,384.0,1805.7771700385563,1.0,,218.47,1.0,1,,,211.02,254,0.0,0.0,15.04,7.52,
1.0,1345.74,,0,0.0,576.0,6528,170,3584.0,7884,1878.6989695404402,3,,1681399327.0,,576.0,1878.6989695404402,1.0,,230.62,1.0,1,,,229.42,255,0.0,0.0,13.25,6.62,
1.0,1585.59,,0,0.0,672.0,8160,171,5120.0,8861,1523.0570605685498,3,,1681399329.0,,736.0,1523.0570605685498,1.0,,131.35,1.0,1,,,161.76,257,0.0,0.0,15.7,7.85,
1.0,1170.06,,0,0.0,736.0,10240,172,6400.0,10821,1611.3674157256096,3,,1681399330.0,,1024.0,1611.3674157256096,1.0,,144.46,1.0,1,,,208.54,258,0.0,0.0,13.62,6.81,
1.0,1242.17,,0,0.0,960.0,12608,173,7936.0,13388,1856.7626509077345,3,,1681399331.0,,1344.0,1856.7626509077345,1.0,,132.42,1.0,1,,,236.78,259,0.0,0.0,10.44,5.22,
1.0,1423.23,,0,0.0,1248.0,15008,174,9728.0,15836,1971.0158963287777,3,,1681399332.0,,1632.0,1971.0158963287777,1.0,,186.0,1.0,1,,,247.53,260,0.0,0.0,8.59,4.3,
1.0,1497.77,,0,0.0,1536.0,17408,175,11520.0,18269,2022.2436617583041,3,,1681399333.0,,1952.0,2022.2436617583041,1.0,,220.96,1.0,1,,,252.28,261,0.0,0.0,7.17,3.58,
1.0,1529.05,,0,0.0,1856.0,19808,176,13312.0,20587,2006.524306139497,3,,1681399335.0,,2240.0,2006.524306139497,1.0,,239.3,1.0,1,,,253.89,263,0.0,0.0,6.07,3.04,
1.0,1505.79,,0,0.0,2144.0,22176,177,15104.0,22933,1984.5765253439984,3,,1681399336.0,,2560.0,1984.5765253439984,1.0,,246.21,1.0,1,,,254.52,264,0.0,0.0,4.96,2.48,
1.0,1480.92,,0,0.0,2432.0,24352,178,16896.0,25148,1897.0551578508491,3,,1681399337.0,,2848.0,1897.0551578508491,1.0,,249.25,1.0,1,,,254.41,265,0.0,0.0,4.02,2.01,
1.0,1392.34,,0,0.0,2752.0,26720,179,18432.0,27740,1998.0265418449608,3,,1681399338.0,,3168.0,1998.0265418449608,1.0,,250.55,1.0,1,,,254.17,266,0.0,0.0,2.52,1.26,
1.0,1492.41,,0,0.0,3040.0,29152,180,20224.0,30270,2073.313978225896,3,,1681399339.0,,3456.0,2073.313978225896,1.0,,251.26,1.0,1,,,254.35,267,0.0,0.0,1.21,0.6,
1.0,1567.7,,0,0.0,3360.0,31776,181,22016.0,32496,2026.9240838897315,3,,1681399341.0,,3776.0,2026.9240838897315,1.0,,251.17,1.0,1,,,254.44,269,0.0,0.0,0.13,0.5,
1.0,1522.61,,0,0.0,3648.0,32800,182,24064.0,34826,2004.1921681176807,3,,1681399342.0,,4064.0,2004.1921681176807,1.0,,249.87,1.0,1,,,254.44,270,0.0,0.0,0.0,0.5,
1.0,1500.11,,0,0.0,3776.0,32800,183,24832.0,37223,2004.1921681176807,3,,1681399343.0,,4192.0,2004.1921681176807,1.0,,249.73,1.0,1,,,254.35,271,0.0,0.0,0.0,0.5,
1.0,1500.11,,0,0.0,3776.0,32800,184,24832.0,39618,2004.1921681176807,3,,1681399344.0,,4192.0,2004.1921681176807,1.0,,249.73,1.0,1,,,254.35,272,0.0,0.0,0.0,0.5,
1.0,1500.11,,0,0.0,3776.0,32800,185,24832.0,42014,2004.1921681176807,3,,1681399345.0,,4192.0,2004.1921681176807,1.0,,249.73,1.0,1,,,254.35,273,0.0,0.0,0.0,0.5,
1.0,1500.11,,0,0.0,3776.0,32800,186,24832.0,44405,2004.1921681176807,3,,1681399347.0,,4192.0,2004.1921681176807,1.0,,249.73,1.0,1,,,254.35,275,0.0,0.0,0.0,0.5,
1.0,1500.11,,0,0.0,3776.0,32800,187,24832.0,46801,2004.1921681176807,3,,1681399348.0,,4192.0,2004.1921681176807,1.0,,249.73,1.0,1,,,254.35,276,0.0,0.0,0.0,0.5,
1.0,1500.11,,0,0.0,3776.0,32800,188,24832.0,49201,2004.1921681176807,3,,1681399349.0,,4192.0,2004.1921681176807,1.0,,249.73,1.0,1,,,254.35,277,0.0,0.0,0.0,0.5,
1.0,1500.11,,0,0.0,3776.0,32800,189,24832.0,51600,2004.1921681176807,3,,1681399350.0,,4192.0,2004.1921681176807,1.0,,249.73,1.0,1,,,254.35,278,0.0,0.0,0.0,0.5,
1.0,1500.11,,0,0.0,3776.0,32800,190,24832.0,54008,2004.1921681176807,3,,1681399351.0,,4192.0,2004.1921681176807,1.0,,249.73,1.0,1,,,254.35,279,0.0,0.0,0.0,0.5,
1.0,1500.11,,0,0.0,3776.0,32800,191,24832.0,56404,2004.1921681176807,3,,1681399353.0,,4192.0,2004.1921681176807,1.0,,249.73,1.0,1,,,254.35,281,0.0,0.0,0.0,0.5,
1.0,1500.11,,0,0.0,3776.0,32800,192,24832.0,58798,2004.1921681176807,3,,1681399354.0,,4192.0,2004.1921681176807,1.0,,249.73,1.0,1,,,254.35,282,0.0,0.0,0.0,0.5,
1.0,1500.11,,0,0.0,3776.0,32800,193,24832.0,61199,2004.1921681176807,3,,1681399355.0,,4192.0,2004.1921681176807,1.0,,249.73,1.0,1,,,254.35,283,0.0,0.0,0.0,0.5,
1.0,1500.11,,0,0.0,3776.0,32800,194,24832.0,63588,2004.1921681176807,3,,1681399356.0,,4192.0,2004.1921681176807,1.0,,249.73,1.0,1,,,254.35,284,0.0,0.0,0.0,0.5,
1.0,1500.11,,0,0.0,3776.0,32800,195,24832.0,65981,2004.1921681176807,3,,1681399357.0,,4192.0,2004.1921681176807,1.0,,249.73,1.0,1,,,254.35,285,0.0,0.0,0.0,0.5,
1.0,1500.11,,0,0.0,3776.0,32800,196,24832.0,68380,2004.1921681176807,3,,1681399358.0,,4192.0,2004.1921681176807,1.0,,249.73,1.0,1,,,254.35,286,0.0,0.0,0.0,0.5,
1.0,1500.11,,0,0.0,3776.0,32800,197,24832.0,70776,2004.1921681176807,3,,1681399360.0,,4192.0,2004.1921681176807,1.0,,249.73,1.0,1,,,254.35,288,0.0,0.0,0.0,0.5,
1.0,1500.11,,0,0.0,3776.0,32800,198,24832.0,73167,2004.1921681176807,3,,1681399361.0,,4192.0,2004.1921681176807,1.0,,249.73,1.0,1,,,254.35,289,0.0,0.0,0.0,0.5,
1.0,1500.11,,0,0.0,3776.0,32800,199,24832.0,75569,2004.1921681176807,3,,1681399362.0,,4192.0,2004.1921681176807,1.0,,249.73,1.0,1,,,254.35,290,0.0,0.0,0.0,0.5,
1.0,1500.11,,0,0.0,3776.0,32800,200,24832.0,77950,2004.1921681176807,3,,1681399363.0,,4192.0,2004.1921681176807,1.0,,249.73,1.0,1,,,254.35,291,0.0,0.0,0.0,0.5,
1.0,1500.11,,0,0.0,3776.0,32800,201,24832.0,80345,2004.1921681176807,3,,1681399364.0,,4192.0,2004.1921681176807,1.0,,249.73,1.0,1,,,254.35,292,0.0,0.0,0.0,0.5,
1.0,1500.11,,0,0.0,3776.0,32800,202,24832.0,82744,2004.1921681176807,3,,1681399366.0,,4192.0,2004.1921681176807,1.0,,249.73,1.0,1,,,254.35,294,0.0,0.0,0.0,0.5,
1.0,1500.11,,0,0.0,3776.0,32800,203,24832.0,85125,2004.1921681176807,3,,1681399367.0,,4192.0,2004.1921681176807,1.0,,249.73,1.0,1,,,254.35,295,0.0,0.0,0.0,0.5,
1.0,1500.11,,0,0.0,3776.0,32800,204,24832.0,87521,2004.1921681176807,3,,1681399368.0,,4192.0,2004.1921681176807,1.0,,249.73,1.0,1,,,254.35,296,0.0,0.0,0.0,0.5,
1.0,1500.11,,0,0.0,3776.0,32800,205,24832.0,89920,2004.1921681176807,3,,1681399369.0,,4192.0,2004.1921681176807,1.0,,249.73,1.0,1,,,254.35,297,0.0,0.0,0.0,0.5,
1.0,1500.11,,0,0.0,3776.0,32800,206,24832.0,92319,2004.1921681176807,3,,1681399370.0,,4192.0,2004.1921681176807,1.0,,249.73,1.0,1,,,254.35,298,0.0,0.0,0.0,0.5,
1.0,1500.11,,0,0.0,3776.0,32800,207,24832.0,94714,2004.1921681176807,3,,1681399372.0,,4192.0,2004.1921681176807,1.0,,249.73,1.0,1,,,254.35,300,0.0,0.0,0.0,0.5,
1.0,1500.11,,0,0.0,3776.0,32800,208,24832.0,97112,2004.1921681176807,3,,1681399373.0,,4192.0,2004.1921681176807,1.0,,249.73,1.0,1,,,254.35,301,0.0,0.0,0.0,0.5,
1.0,1500.11,,0,0.0,3776.0,32800,209,24832.0,99507,2004.1921681176807,3,,1681399374.0,,4192.0,2004.1921681176807,1.0,,249.73,1.0,1,,,254.35,302,0.0,0.0,0.0,0.5,
1.0,1500.11,,0,0.0,3776.0,32800,210,24832.0,101901,2004.1921681176807,3,,1681399375.0,,4192.0,2004.1921681176807,1.0,,249.73,1.0,1,,,254.35,303,0.0,0.0,0.0,0.5,
1.0,1500.11,,0,0.0,3776.0,32800,211,24832.0,104284,2004.1921681176807,3,,1681399376.0,,4192.0,2004.1921681176807,1.0,,249.73,1.0,1,,,254.35,304,0.0,0.0,0.0,0.5,
1.0,1500.11,,0,0.0,3776.0,32800,212,24832.0,106679,2004.1921681176807,3,,1681399378.0,,4192.0,2004.1921681176807,1.0,,249.73,1.0,1,,,254.35,306,0.0,0.0,0.0,0.5,
1.0,1500.11,,0,0.0,3776.0,32800,213,24832.0,109075,2004.1921681176807,3,,1681399379.0,,4192.0,2004.1921681176807,1.0,,249.73,1.0,1,,,254.35,307,0.0,0.0,0.0,0.5,
1.0,1500.11,,0,0.0,3776.0,32800,214,24832.0,111458,2004.1921681176807,3,,1681399380.0,,4192.0,2004.1921681176807,1.0,,249.73,1.0,1,,,254.35,308,0.0,0.0,0.0,0.5,
1.0,1500.11,,0,0.0,3776.0,32800,215,24832.0,113860,2004.1921681176807,3,,1681399381.0,,4192.0,2004.1921681176807,1.0,,249.73,1.0,1,,,254.35,309,0.0,0.0,0.0,0.5,
1.0,1500.11,,0,0.0,3776.0,32800,216,24832.0,116258,2004.1921681176807,3,,1681399382.0,,4192.0,2004.1921681176807,1.0,,249.73,1.0,1,,,254.35,310,0.0,0.0,0.0,0.5,
1.0,1500.11,,0,0.0,3776.0,32800,217,24832.0,118634,2004.1921681176807,3,,1681399384.0,,4192.0,2004.1921681176807,1.0,,249.73,1.0,1,,,254.35,312,0.0,0.0,0.0,0.5,
1.0,1500.11,,0,0.0,3776.0,32800,218,24832.0,121023,2004.1921681176807,3,,1681399385.0,,4192.0,2004.1921681176807,1.0,,249.73,1.0,1,,,254.35,313,0.0,0.0,0.0,0.5,
1.0,1500.11,,0,0.0,3776.0,32800,219,24832.0,123412,2004.1921681176807,3,,1681399386.0,,4192.0,2004.1921681176807,1.0,,249.73,1.0,1,,,254.35,314,0.0,0.0,0.0,0.5,
1.0,1500.11,,0,0.0,3776.0,32800,220,24832.0,125794,2004.1921681176807,3,,1681399387.0,,4192.0,2004.1921681176807,1.0,,249.73,1.0,1,,,254.35,315,0.0,0.0,0.0,0.5,
1.0,1500.11,,0,0.0,3776.0,32800,221,24832.0,128189,2004.1921681176807,3,,1681399388.0,,4192.0,2004.1921681176807,1.0,,249.73,1.0,1,,,254.35,316,0.0,0.0,0.0,0.5,
1.0,1500.11,,0,0.0,3776.0,32800,222,24832.0,130571,2004.1921681176807,3,,1681399390.0,,4192.0,2004.1921681176807,1.0,,249.73,1.0,1,,,254.35,318,0.0,0.0,0.0,0.5,
1.0,1500.11,,0,0.0,3776.0,32800,223,24832.0,133164,2004.1921681176807,3,,1681399391.0,,4192.0,2004.1921681176807,1.0,,249.73,1.0,1,,,254.35,319,0.0,0.0,0.0,0.5,
1.0,1500.11,,0,0.0,3776.0,32800,224,24832.0,135557,2004.1921681176807,3,,1681399392.0,,4192.0,2004.1921681176807,1.0,,249.73,1.0,1,,,254.35,320,0.0,0.0,0.0,0.5,
1.0,1500.11,,0,0.0,3776.0,32800,225,24832.0,137956,2004.1921681176807,3,,1681399393.0,,4192.0,2004.1921681176807,1.0,,249.73,1.0,1,,,254.35,321,0.0,0.0,0.0,0.5,
1.0,1500.11,,0,0.0,3776.0,32800,226,24832.0,140348,2004.1921681176807,3,,1681399394.0,,4192.0,2004.1921681176807,1.0,,249.73,1.0,1,,,254.35,322,0.0,0.0,0.0,0.5,
1.0,1500.11,,0,0.0,3776.0,32800,227,24832.0,142742,2004.1921681176807,3,,1681399396.0,,4192.0,2004.1921681176807,1.0,,249.73,1.0,1,,,254.35,324,0.0,0.0,0.0,0.5,
1.0,1500.11,,0,0.0,3776.0,32800,228,24832.0,145131,2004.1921681176807,3,,1681399397.0,,4192.0,2004.1921681176807,1.0,,249.73,1.0,1,,,254.35,325,0.0,0.0,0.0,0.5,
1.0,1500.11,,0,0.0,3776.0,32800,229,24832.0,147508,2004.1921681176807,3,,1681399398.0,,4192.0,2004.1921681176807,1.0,,249.73,1.0,1,,,254.35,326,0.0,0.0,0.0,0.5,
1.0,1500.11,,0,0.0,3776.0,32800,230,24832.0,149905,2004.1921681176807,3,,1681399399.0,,4192.0,2004.1921681176807,1.0,,249.73,1.0,1,,,254.35,327,0.0,0.0,0.0,0.5,
1.0,1500.11,,0,0.0,3776.0,32800,231,24832.0,152309,2004.1921681176807,3,,1681399400.0,,4192.0,2004.1921681176807,1.0,,249.73,1.0,1,,,254.35,328,0.0,0.0,0.0,0.5,
1.0,1500.11,,0,0.0,3776.0,32800,232,24832.0,154703,2004.1921681176807,3,,1681399402.0,,4192.0,2004.1921681176807,1.0,,249.73,1.0,1,,,254.35,330,0.0,0.0,0.0,0.5,
1.0,1500.11,,0,0.0,3776.0,32800,233,24832.0,157099,2004.1921681176807,3,,1681399403.0,,4192.0,2004.1921681176807,1.0,,249.73,1.0,1,,,254.35,331,0.0,0.0,0.0,0.5,
1.0,1500.11,,0,0.0,3776.0,32800,234,24832.0,159495,2004.1921681176807,3,,1681399404.0,,4192.0,2004.1921681176807,1.0,,249.73,1.0,1,,,254.35,332,0.0,0.0,0.0,0.5,
1.0,1500.11,,0,0.0,3776.0,32800,235,24832.0,161872,2004.1921681176807,3,,1681399405.0,,4192.0,2004.1921681176807,1.0,,249.73,1.0,1,,,254.35,333,0.0,0.0,0.0,0.5,
1.0,1500.11,,0,0.0,3776.0,32800,236,24832.0,164260,2004.1921681176807,3,,1681399406.0,,4192.0,2004.1921681176807,1.0,,249.73,1.0,1,,,254.35,334,0.0,0.0,0.0,0.5,
1.0,1500.11,,0,0.0,3776.0,32800,237,24832.0,166648,2004.1921681176807,3,,1681399408.0,,4192.0,2004.1921681176807,1.0,,249.73,1.0,1,,,254.35,336,0.0,0.0,0.0,0.5,
1.0,1500.11,,0,0.0,3776.0,32800,238,24832.0,169056,2004.1921681176807,3,,1681399409.0,,4192.0,2004.1921681176807,1.0,,249.73,1.0,1,,,254.35,337,0.0,0.0,0.0,0.5,
1.0,1500.11,,0,0.0,3776.0,32800,239,24832.0,171439,2004.1921681176807,3,,1681399410.0,,4192.0,2004.1921681176807,1.0,,249.73,1.0,1,,,254.35,338,0.0,0.0,0.0,0.5,
1.0,1500.11,,0,0.0,3776.0,32800,240,24832.0,173820,2004.1921681176807,3,,1681399411.0,,4192.0,2004.1921681176807,1.0,,249.73,1.0,1,,,254.35,339,0.0,0.0,0.0,0.5,
1.0,1500.11,,0,0.0,3776.0,32800,241,24832.0,176211,2004.1921681176807,3,,1681399412.0,,4192.0,2004.1921681176807,1.0,,249.73,1.0,1,,,254.35,340,0.0,0.0,0.0,0.5,
1.0,1500.11,,0,0.0,3776.0,32800,242,24832.0,178616,2004.1921681176807,3,,1681399414.0,,4192.0,2004.1921681176807,1.0,,249.73,1.0,1,,,254.35,342,0.0,0.0,0.0,0.5,
1.0,1500.11,,0,0.0,3776.0,32800,243,24832.0,181013,2004.1921681176807,3,,1681399415.0,,4192.0,2004.1921681176807,1.0,,249.73,1.0,1,,,254.35,343,0.0,0.0,0.0,0.5,
1.0,1500.11,,0,0.0,3776.0,32800,244,24832.0,183410,2004.1921681176807,3,,1681399416.0,,4192.0,2004.1921681176807,1.0,,249.73,1.0,1,,,254.35,344,0.0,0.0,0.0,0.5,
