04_peers/peer_2_epoch,04_peers/peer_3_samples_per_second,03_hivemind/epoch_s,03_hivemind/num_clients,04_peers/peer_2_epoch_oos,04_peers/peer_1_samples_accumulated,03_hivemind/global_samples_accumulated,_step,04_peers/peer_3_samples_accumulated,03_hivemind/estimated_current_samples,03_hivemind/optimistic_total_samples_per_second,03_hivemind/num_peers,03_hivemind/reached_TBS,_timestamp,03_hivemind/epoch_based_sps,04_peers/peer_2_samples_accumulated,03_hivemind/actual_total_samples_per_second,04_peers/peer_1_epoch,03_hivemind/total_training_samples,04_peers/peer_1_samples_per_second,04_peers/peer_3_epoch,03_hivemind/global_epoch,03_hivemind/overshot_TBS,03_hivemind/undershot_TBS,04_peers/peer_2_samples_per_second,_runtime,04_peers/peer_1_epoch_oos,04_peers/peer_3_epoch_oos,03_hivemind/eta_next_epoch_s,03_hivemind/next_fetch_time_s,03_hivemind/per_epoch_training_samples
0.0,1432.35,,0,0.0,7296.0,32896,28,19712.0,48545,1937.4966625381144,3,,1681399157.0,,5888.0,1937.4966625381144,0.0,,250.31,0.0,0,,,254.83,85,0.0,0.0,0.0,0.5,
0.0,1432.35,,0,0.0,7296.0,32896,29,19712.0,50856,1937.4966625381144,3,,1681399159.0,,5888.0,1937.4966625381144,0.0,,250.31,0.0,0,,,254.83,87,0.0,0.0,0.0,0.5,
0.0,1432.35,,0,0.0,7296.0,32896,30,19712.0,53174,1937.4966625381144,3,,1681399160.0,,5888.0,1937.4966625381144,0.0,,250.31,0.0,0,,,254.83,88,0.0,0.0,0.0,0.5,
0.0,1432.35,,0,0.0,7296.0,32896,31,19712.0,55500,1937.4966625381144,3,,1681399161.0,,5888.0,1937.4966625381144,0.0,,250.31,0.0,0,,,254.83,89,0.0,0.0,0.0,0.5,
0.0,1432.35,,0,0.0,7296.0,32896,32,19712.0,57803,1937.4966625381144,3,,1681399162.0,,5888.0,1937.4966625381144,0.0,,250.31,0.0,0,,,254.83,90,0.0,0.0,0.0,0.5,
0.0,1432.35,,0,0.0,7296.0,32896,33,19712.0,60117,1937.4966625381144,3,,1681399163.0,,5888.0,1937.4966625381144,0.0,,250.31,0.0,0,,,254.83,91,0.0,0.0,0.0,0.5,
0.0,1432.35,,0,0.0,7296.0,32896,34,19712.0,62429,1937.4966625381144,3,,1681399165.0,,5888.0,1937.4966625381144,0.0,,250.31,0.0,0,,,254.83,93,0.0,0.0,0.0,0.5,
0.0,1432.35,,0,0.0,7296.0,32896,35,19712.0,64746,1937.4966625381144,3,,1681399166.0,,5888.0,1937.4966625381144,0.0,,250.31,0.0,0,,,254.83,94,0.0,0.0,0.0,0.5,
0.0,1432.35,,0,0.0,7296.0,32896,36,19712.0,67054,1937.4966625381144,3,,1681399167.0,,5888.0,1937.4966625381144,0.0,,250.31,0.0,0,,,254.83,95,0.0,0.0,0.0,0.5,
0.0,1432.35,,0,0.0,7296.0,32896,37,19712.0,69359,1937.4966625381144,3,,1681399168.0,,5888.0,1937.4966625381144,0.0,,250.31,0.0,0,,,254.83,96,0.0,0.0,0.0,0.5,
0.0,1432.35,,0,0.0,7296.0,32896,38,19712.0,71682,1937.4966625381144,3,,1681399169.0,,5888.0,1937.4966625381144,0.0,,250.31,0.0,0,,,254.83,97,0.0,0.0,0.0,0.5,
0.0,1432.35,,0,0.0,7296.0,32896,39,19712.0,73982,1937.4966625381144,3,,1681399170.0,,5888.0,1937.4966625381144,0.0,,250.31,0.0,0,,,254.83,98,0.0,0.0,0.0,0.5,
0.0,1432.35,,0,0.0,7296.0,32896,40,19712.0,76296,1937.4966625381144,3,,1681399172.0,,5888.0,1937.4966625381144,0.0,,250.31,0.0,0,,,254.83,100,0.0,0.0,0.0,0.5,
0.0,1432.35,,0,0.0,7296.0,32896,41,19712.0,78609,1937.4966625381144,3,,1681399173.0,,5888.0,1937.4966625381144,0.0,,250.31,0.0,0,,,254.83,101,0.0,0.0,0.0,0.5,
0.0,1432.35,,0,0.0,7296.0,32896,42,19712.0,80905,1937.4966625381144,3,,1681399174.0,,5888.0,1937.4966625381144,0.0,,250.31,0.0,0,,,254.83,102,0.0,0.0,0.0,0.5,
0.0,1432.35,,0,0.0,7296.0,32896,43,19712.0,83215,1937.4966625381144,3,,1681399175.0,,5888.0,1937.4966625381144,0.0,,250.31,0.0,0,,,254.83,103,0.0,0.0,0.0,0.5,
0.0,1432.35,,0,0.0,7296.0,32896,44,19712.0,85522,1937.4966625381144,3,,1681399176.0,,5888.0,1937.4966625381144,0.0,,250.31,0.0,0,,,254.83,104,0.0,0.0,0.0,0.5,
0.0,1432.35,,0,0.0,7296.0,32896,45,19712.0,87833,1937.4966625381144,3,,1681399178.0,,5888.0,1937.4966625381144,0.0,,250.31,0.0,0,,,254.83,106,0.0,0.0,0.0,0.5,
0.0,1432.35,,0,0.0,7296.0,32896,46,19712.0,90150,1937.4966625381144,3,,1681399179.0,,5888.0,1937.4966625381144,0.0,,250.31,0.0,0,,,254.83,107,0.0,0.0,0.0,0.5,
0.0,1432.35,,0,0.0,7296.0,32896,47,19712.0,92464,1937.4966625381144,3,,1681399180.0,,5888.0,1937.4966625381144,0.0,,250.31,0.0,0,,,254.83,108,0.0,0.0,0.0,0.5,
0.0,1432.35,,0,0.0,7296.0,32896,48,19712.0,94783,1937.4966625381144,3,,1681399181.0,,5888.0,1937.4966625381144,0.0,,250.31,0.0,0,,,254.83,109,0.0,0.0,0.0,0.5,
0.0,1432.35,,0,0.0,7296.0,32896,49,19712.0,97088,1937.4966625381144,3,,1681399182.0,,5888.0,1937.4966625381144,0.0,,250.31,0.0,0,,,254.83,110,0.0,0.0,0.0,0.5,
0.0,1432.35,,0,0.0,7296.0,32896,50,19712.0,99406,1937.4966625381144,3,,1681399184.0,,5888.0,1937.4966625381144,0.0,,250.31,0.0,0,,,254.83,112,0.0,0.0,0.0,0.5,
0.0,1432.35,,0,0.0,7296.0,32896,51,19712.0,101723,1937.4966625381144,3,,1681399185.0,,5888.0,1937.4966625381144,0.0,,250.31,0.0,0,,,254.83,113,0.0,0.0,0.0,0.5,
0.0,1432.35,,0,0.0,7296.0,32896,52,19712.0,104034,1937.4966625381144,3,,1681399186.0,,5888.0,1937.4966625381144,0.0,,250.31,0.0,0,,,254.83,114,0.0,0.0,0.0,0.5,
0.0,1432.35,,0,0.0,7296.0,32896,53,19712.0,106359,1937.4966625381144,3,,1681399187.0,,5888.0,1937.4966625381144,0.0,,250.31,0.0,0,,,254.83,115,0.0,0.0,0.0,0.5,
0.0,1432.35,,0,0.0,7296.0,32896,54,19712.0,108673,1937.4966625381144,3,,1681399188.0,,5888.0,1937.4966625381144,0.0,,250.31,0.0,0,,,254.83,116,0.0,0.0,0.0,0.5,
0.0,1432.35,,0,0.0,7296.0,32896,55,19712.0,110988,1937.4966625381144,3,,1681399190.0,,5888.0,1937.4966625381144,0.0,,250.31,0.0,0,,,254.83,118,0.0,0.0,0.0,0.5,
0.0,1432.35,,0,0.0,7296.0,32896,56,19712.0,113305,1937.4966625381144,3,,1681399191.0,,5888.0,1937.4966625381144,0.0,,250.31,0.0,0,,,254.83,119,0.0,0.0,0.0,0.5,
0.0,1432.35,,0,0.0,7296.0,32896,57,19712.0,115618,1937.4966625381144,3,,1681399192.0,,5888.0,1937.4966625381144,0.0,,250.31,0.0,0,,,254.83,120,0.0,0.0,0.0,0.5,
0.0,1432.35,,0,0.0,7296.0,32896,58,19712.0,117932,1937.4966625381144,3,,1681399193.0,,5888.0,1937.4966625381144,0.0,,250.31,0.0,0,,,254.83,121,0.0,0.0,0.0,0.5,
0.0,1432.35,,0,0.0,7296.0,32896,59,19712.0,120249,1937.4966625381144,3,,1681399194.0,,5888.0,1937.4966625381144,0.0,,250.31,0.0,0,,,254.83,122,0.0,0.0,0.0,0.5,
0.0,1432.35,,0,0.0,7296.0,32896,60,19712.0,122566,1937.4966625381144,3,,1681399196.0,,5888.0,1937.4966625381144,0.0,,250.31,0.0,0,,,254.83,124,0.0,0.0,0.0,0.5,
0.0,1432.35,,0,0.0,7296.0,32896,61,19712.0,124872,1937.4966625381144,3,,1681399197.0,,5888.0,1937.4966625381144,0.0,,250.31,0.0,0,,,254.83,125,0.0,0.0,0.0,0.5,
0.0,1432.35,,0,0.0,7296.0,32896,62,19712.0,128140,1937.4966625381144,3,,1681399198.0,,5888.0,1937.4966625381144,0.0,,250.31,0.0,0,,,254.83,126,0.0,0.0,0.0,0.5,
0.0,1432.35,,0,0.0,7296.0,32896,63,19712.0,130449,1937.4966625381144,3,,1681399200.0,,5888.0,1937.4966625381144,0.0,,250.31,0.0,0,,,254.83,128,0.0,0.0,0.0,0.5,
0.0,1432.35,,0,0.0,7296.0,32896,64,19712.0,132762,1937.4966625381144,3,,1681399201.0,,5888.0,1937.4966625381144,0.0,,250.31,0.0,0,,,254.83,129,0.0,0.0,0.0,0.5,
0.0,1432.35,,0,0.0,7296.0,32896,65,19712.0,135071,1937.4966625381144,3,,1681399202.0,,5888.0,1937.4966625381144,0.0,,250.31,0.0,0,,,254.83,130,0.0,0.0,0.0,0.5,
0.0,1432.35,,0,0.0,7296.0,32896,66,19712.0,137375,1937.4966625381144,3,,1681399203.0,,5888.0,1937.4966625381144,0.0,,250.31,0.0,0,,,254.83,131,0.0,0.0,0.0,0.5,
0.0,1432.35,,0,0.0,7296.0,32896,67,19712.0,139673,1937.4966625381144,3,,1681399204.0,,5888.0,1937.4966625381144,0.0,,250.31,0.0,0,,,254.83,132,0.0,0.0,0.0,0.5,
0.0,1432.35,,0,0.0,7296.0,32896,68,19712.0,141978,1937.4966625381144,3,,1681399206.0,,5888.0,1937.4966625381144,0.0,,250.31,0.0,0,,,254.83,134,0.0,0.0,0.0,0.5,
0.0,1432.35,,0,0.0,7296.0,32896,69,19712.0,144291,1937.4966625381144,3,,1681399207.0,,5888.0,1937.4966625381144,0.0,,250.31,0.0,0,,,254.83,135,0.0,0.0,0.0,0.5,
0.0,1432.35,,0,0.0,7296.0,32896,70,19712.0,146605,1937.4966625381144,3,,1681399208.0,,5888.0,1937.4966625381144,0.0,,250.31,0.0,0,,,254.83,136,0.0,0.0,0.0,0.5,
0.0,1432.35,,0,0.0,7296.0,32896,71,19712.0,148916,1937.4966625381144,3,,1681399209.0,,5888.0,1937.4966625381144,0.0,,250.31,0.0,0,,,254.83,137,0.0,0.0,0.0,0.5,
0.0,1432.35,,0,0.0,7296.0,32896,72,19712.0,151232,1937.4966625381144,3,,1681399210.0,,5888.0,1937.4966625381144,0.0,,250.31,0.0,0,,,254.83,138,0.0,0.0,0.0,0.5,
0.0,1432.35,,0,0.0,7296.0,32896,73,19712.0,153551,1937.4966625381144,3,,1681399212.0,,5888.0,1937.4966625381144,0.0,,250.31,0.0,0,,,254.83,140,0.0,0.0,0.0,0.5,
0.0,1432.35,,0,0.0,7296.0,32896,74,19712.0,155867,1937.4966625381144,3,,1681399213.0,,5888.0,1937.4966625381144,0.0,,250.31,0.0,0,,,254.83,141,0.0,0.0,0.0,0.5,
0.0,1432.35,,0,0.0,7296.0,32896,75,19712.0,158182,1937.4966625381144,3,,1681399214.0,,5888.0,1937.4966625381144,0.0,,250.31,0.0,0,,,254.83,142,0.0,0.0,0.0,0.5,
0.0,1432.35,,0,0.0,7296.0,32896,76,19712.0,160497,1937.4966625381144,3,,1681399215.0,,5888.0,1937.4966625381144,0.0,,250.31,0.0,0,,,254.83,143,0.0,0.0,0.0,0.5,
0.0,1432.35,,0,0.0,7296.0,32896,77,19712.0,162808,1937.4966625381144,3,,1681399216.0,,5888.0,1937.4966625381144,0.0,,250.31,0.0,0,,,254.83,144,0.0,0.0,0.0,0.5,
0.0,1432.35,,0,0.0,7296.0,32896,78,19712.0,165120,1937.4966625381144,3,,1681399218.0,,5888.0,1937.4966625381144,0.0,,250.31,0.0,0,,,254.83,146,0.0,0.0,0.0,0.5,
0.0,1432.35,,0,0.0,7296.0,32896,79,19712.0,167424,1937.4966625381144,3,,1681399219.0,,5888.0,1937.4966625381144,0.0,,250.31,0.0,0,,,254.83,147,0.0,0.0,0.0,0.5,
0.0,1432.35,,0,0.0,7296.0,32896,80,19712.0,169745,1937.4966625381144,3,,1681399220.0,,5888.0,1937.4966625381144,0.0,,250.31,0.0,0,,,254.83,148,0.0,0.0,0.0,0.5,
0.0,1432.35,,0,0.0,7296.0,32896,81,19712.0,172045,1937.4966625381144,3,,1681399221.0,,5888.0,1937.4966625381144,0.0,,250.31,0.0,0,,,254.83,149,0.0,0.0,0.0,0.5,
0.0,1432.35,,0,0.0,7296.0,32896,82,19712.0,174358,1937.4966625381144,3,,1681399222.0,,5888.0,1937.4966625381144,0.0,,250.31,0.0,0,,,254.83,150,0.0,0.0,0.0,0.5,
0.0,1432.35,,0,0.0,7296.0,32896,83,19712.0,176678,1937.4966625381144,3,,1681399223.0,,5888.0,1937.4966625381144,0.0,,250.31,0.0,0,,,254.83,151,0.0,0.0,0.0,0.5,
0.0,1432.35,,0,0.0,7296.0,32896,84,19712.0,178979,1937.4966625381144,3,,1681399225.0,,5888.0,1937.4966625381144,0.0,,250.31,0.0,0,,,254.83,153,0.0,0.0,0.0,0.5,
0.0,1432.35,,0,0.0,7296.0,32896,85,19712.0,181297,1937.4966625381144,3,,1681399226.0,,5888.0,1937.4966625381144,0.0,,250.31,0.0,0,,,254.83,154,0.0,0.0,0.0,0.5,
0.0,1432.35,,0,0.0,7296.0,32896,86,19712.0,183598,1937.4966625381144,3,,1681399227.0,,5888.0,1937.4966625381144,0.0,,250.31,0.0,0,,,254.83,155,0.0,0.0,0.0,0.5,
0.0,1432.35,,0,0.0,7296.0,32896,87,19712.0,185914,1937.4966625381144,3,,1681399228.0,,5888.0,1937.4966625381144,0.0,,250.31,0.0,0,,,254.83,156,0.0,0.0,0.0,0.5,
0.0,1432.35,,0,0.0,7296.0,32896,88,19712.0,188219,1937.4966625381144,3,,1681399229.0,,5888.0,1937.4966625381144,0.0,,250.31,0.0,0,,,254.83,157,0.0,0.0,0.0,0.5,
0.0,1432.35,,0,0.0,7296.0,32896,89,19712.0,190535,1937.4966625381144,3,,1681399231.0,,5888.0,1937.4966625381144,0.0,,250.31,0.0,0,,,254.83,159,0.0,0.0,0.0,0.5,
0.0,1432.35,,0,0.0,7296.0,32896,90,19712.0,192856,1937.4966625381144,3,,1681399232.0,,5888.0,1937.4966625381144,0.0,,250.31,0.0,0,,,254.83,160,0.0,0.0,0.0,0.5,
0.0,1432.35,,0,0.0,7296.0,32896,91,19712.0,195165,1937.4966625381144,3,,1681399233.0,,5888.0,1937.4966625381144,0.0,,250.31,0.0,0,,,254.83,161,0.0,0.0,0.0,0.5,
0.0,1432.35,,0,0.0,7296.0,32896,92,19712.0,197480,1937.4966625381144,3,,1681399234.0,,5888.0,1937.4966625381144,0.0,,250.31,0.0,0,,,254.83,162,0.0,0.0,0.0,0.5,
0.0,1432.35,,0,0.0,7296.0,32896,93,19712.0,199798,1937.4966625381144,3,,1681399235.0,,5888.0,1937.4966625381144,0.0,,250.31,0.0,0,,,254.83,163,0.0,0.0,0.0,0.5,
0.0,1432.35,,0,0.0,7296.0,32896,94,19712.0,202104,1937.4966625381144,3,,1681399237.0,,5888.0,1937.4966625381144,0.0,,250.31,0.0,0,,,254.83,165,0.0,0.0,0.0,0.5,
0.0,1432.35,,0,0.0,7296.0,32896,95,19712.0,204407,1937.4966625381144,3,,1681399238.0,,5888.0,1937.4966625381144,0.0,,250.31,0.0,0,,,254.83,166,0.0,0.0,0.0,0.5,
0.0,1432.35,,0,0.0,7296.0,32896,96,19712.0,206713,1937.4966625381144,3,,1681399239.0,,5888.0,1937.4966625381144,0.0,,250.31,0.0,0,,,254.83,167,0.0,0.0,0.0,0.5,
0.0,1432.35,,0,0.0,7296.0,32896,97,19712.0,209028,1937.4966625381144,3,,1681399240.0,,5888.0,1937.4966625381144,0.0,,250.31,0.0,0,,,254.83,168,0.0,0.0,0.0,0.5,
0.0,1432.35,,0,0.0,7296.0,32896,98,19712.0,211342,1937.4966625381144,3,,1681399241.0,,5888.0,1937.4966625381144,0.0,,250.31,0.0,0,,,254.83,169,0.0,0.0,0.0,0.5,
0.0,1432.35,,0,0.0,7296.0,32896,99,19712.0,213656,1937.4966625381144,3,,1681399243.0,,5888.0,1937.4966625381144,0.0,,250.31,0.0,0,,,254.83,171,0.0,0.0,0.0,0.5,
0.0,1432.35,,0,0.0,7296.0,32896,100,19712.0,215958,1937.4966625381144,3,,1681399244.0,,5888.0,1937.4966625381144,0.0,,250.31,0.0,0,,,254.83,172,0.0,0.0,0.0,0.5,
0.0,1432.35,,0,0.0,7296.0,32896,101,19712.0,218278,1937.4966625381144,3,,1681399245.0,,5888.0,1937.4966625381144,0.0,,250.31,0.0,0,,,254.83,173,0.0,0.0,0.0,0.5,
0.0,1432.35,,0,0.0,7296.0,32896,102,19712.0,220596,1937.4966625381144,3,,1681399246.0,,5888.0,1937.4966625381144,0.0,,250.31,0.0,0,,,254.83,174,0.0,0.0,0.0,0.5,
0.0,1432.35,,0,0.0,7296.0,32896,103,19712.0,222899,1937.4966625381144,3,,1681399247.0,,5888.0,1937.4966625381144,0.0,,250.31,0.0,0,,,254.83,175,0.0,0.0,0.0,0.5,
0.0,1432.35,,0,0.0,7296.0,32896,104,19712.0,225203,1937.4966625381144,3,,1681399249.0,,5888.0,1937.4966625381144,0.0,,250.31,0.0,0,,,254.83,177,0.0,0.0,0.0,0.5,
0.0,1432.35,,0,0.0,7296.0,32896,105,19712.0,227519,1937.4966625381144,3,,1681399250.0,,5888.0,1937.4966625381144,0.0,,250.31,0.0,0,,,254.83,178,0.0,0.0,0.0,0.5,
0.0,1432.35,,0,0.0,7296.0,32896,106,19712.0,229837,1937.4966625381144,3,,1681399251.0,,5888.0,1937.4966625381144,0.0,,250.31,0.0,0,,,254.83,179,0.0,0.0,0.0,0.5,
0.0,1432.35,,0,0.0,7296.0,32896,107,19712.0,232153,1937.4966625381144,3,,1681399252.0,,5888.0,1937.4966625381144,0.0,,250.31,0.0,0,,,254.83,180,0.0,0.0,0.0,0.5,
0.0,1432.35,,0,0.0,7296.0,32896,108,19712.0,234472,1937.4966625381144,3,,1681399253.0,,5888.0,1937.4966625381144,0.0,,250.31,0.0,0,,,254.83,181,0.0,0.0,0.0,0.5,
0.0,1432.35,,0,0.0,7296.0,32896,109,19712.0,236790,1937.4966625381144,3,,1681399255.0,,5888.0,1937.4966625381144,0.0,,250.31,0.0,0,,,254.83,183,0.0,0.0,0.0,0.5,
0.0,1432.35,,0,0.0,7296.0,32896,110,19712.0,239105,1937.4966625381144,3,,1681399256.0,,5888.0,1937.4966625381144,0.0,,250.31,0.0,0,,,254.83,184,0.0,0.0,0.0,0.5,
0.0,1432.35,,0,0.0,7296.0,32896,111,19712.0,241424,1937.4966625381144,3,,1681399257.0,,5888.0,1937.4966625381144,0.0,,250.31,0.0,0,,,254.83,185,0.0,0.0,0.0,0.5,
0.0,1432.35,,0,0.0,7296.0,32896,112,19712.0,243742,1937.4966625381144,3,,1681399258.0,,5888.0,1937.4966625381144,0.0,,250.31,0.0,0,,,254.83,186,0.0,0.0,0.0,0.5,
0.0,1432.35,,0,0.0,7296.0,32896,113,19712.0,246060,1937.4966625381144,3,,1681399259.0,,5888.0,1937.4966625381144,0.0,,250.31,0.0,0,,,254.83,187,0.0,0.0,0.0,0.5,
0.0,1432.35,,0,0.0,7296.0,32896,114,19712.0,248357,1937.4966625381144,3,,1681399260.0,,5888.0,1937.4966625381144,0.0,,250.31,0.0,0,,,254.83,188,0.0,0.0,0.0,0.5,
0.0,1432.35,,0,0.0,7296.0,32896,115,19712.0,250662,1937.4966625381144,3,,1681399262.0,,5888.0,1937.4966625381144,0.0,,250.31,0.0,0,,,254.83,190,0.0,0.0,0.0,0.5,
0.0,1432.35,,0,0.0,7296.0,32896,116,19712.0,252974,1937.4966625381144,3,,1681399263.0,,5888.0,1937.4966625381144,0.0,,250.31,0.0,0,,,254.83,191,0.0,0.0,0.0,0.5,
0.0,1432.35,,0,0.0,7296.0,32896,117,19712.0,255284,1937.4966625381144,3,,1681399264.0,,5888.0,1937.4966625381144,0.0,,250.31,0.0,0,,,254.83,192,0.0,0.0,0.0,0.5,
0.0,1432.35,,0,0.0,7296.0,32896,118,19712.0,257599,1937.4966625381144,3,,1681399265.0,,5888.0,1937.4966625381144,0.0,,250.31,0.0,0,,,254.83,193,0.0,0.0,0.0,0.5,
0.0,1432.35,,0,0.0,7296.0,32896,119,19712.0,259920,1937.4966625381144,3,,1681399266.0,,5888.0,1937.4966625381144,0.0,,250.31,0.0,0,,,254.83,194,0.0,0.0,0.0,0.5,
