03_hivemind/epoch_s,_timestamp,04_peers/peer_1_epoch_oos,03_hivemind/optimistic_total_samples_per_second,03_hivemind/num_clients,_step,03_hivemind/next_fetch_time_s,_runtime,03_hivemind/eta_next_epoch_s,03_hivemind/estimated_current_samples,04_peers/peer_1_epoch,03_hivemind/overshot_TBS,04_peers/peer_2_epoch_oos,03_hivemind/total_training_samples,03_hivemind/global_epoch,03_hivemind/per_epoch_training_samples,03_hivemind/undershot_TBS,03_hivemind/num_peers,03_hivemind/actual_total_samples_per_second,04_peers/peer_1_samples_per_second,04_peers/peer_1_samples_accumulated,04_peers/peer_2_samples_accumulated,03_hivemind/epoch_based_sps,04_peers/peer_2_samples_per_second,03_hivemind/global_samples_accumulated,03_hivemind/reached_TBS,04_peers/peer_2_epoch
,1696172119.0,0.0,11.095229777072326,0.0,195,0.5,271,0.0,516.0,5.0,,0.0,,5.0,,,2.0,11.095229777072326,5.36,0.0,0.0,,5.73,0.0,,5.0
,1696172120.0,0.0,11.095229777072326,0.0,196,0.5,272,0.0,528.0,5.0,,0.0,,5.0,,,2.0,11.095229777072326,5.36,0.0,0.0,,5.73,0.0,,5.0
,1696172121.0,0.0,11.095229777072326,0.0,197,0.5,273,0.0,539.0,5.0,,0.0,,5.0,,,2.0,11.095229777072326,5.36,0.0,0.0,,5.73,0.0,,5.0
,1696172122.0,0.0,11.095229777072326,0.0,198,0.5,274,0.0,550.0,5.0,,0.0,,5.0,,,2.0,11.095229777072326,5.36,0.0,0.0,,5.73,0.0,,5.0
,1696172123.0,0.0,11.095229777072326,0.0,199,0.5,275,0.0,561.0,5.0,,0.0,,5.0,,,2.0,11.095229777072326,5.36,0.0,0.0,,5.73,0.0,,5.0
,1696172124.0,0.0,11.095229777072326,0.0,200,0.5,276,0.0,573.0,5.0,,0.0,,5.0,,,2.0,11.095229777072326,5.36,0.0,0.0,,5.73,0.0,,5.0
,1696172125.0,0.0,11.095229777072326,0.0,201,0.5,277,0.0,584.0,5.0,,0.0,,5.0,,,2.0,11.095229777072326,5.36,0.0,0.0,,5.73,0.0,,5.0
,1696172126.0,0.0,11.095229777072326,0.0,202,0.5,278,0.0,595.0,5.0,,0.0,,5.0,,,2.0,11.095229777072326,5.36,0.0,0.0,,5.73,0.0,,5.0
,1696172127.0,0.0,11.095229777072326,0.0,203,0.5,279,0.0,607.0,5.0,,0.0,,5.0,,,2.0,11.095229777072326,5.36,0.0,0.0,,5.73,0.0,,5.0
,1696172128.0,0.0,11.095229777072326,0.0,204,0.5,280,0.0,618.0,5.0,,0.0,,5.0,,,2.0,11.095229777072326,5.36,0.0,0.0,,5.73,0.0,,5.0
,1696172129.0,0.0,11.095229777072326,0.0,205,0.5,281,0.0,629.0,5.0,,0.0,,5.0,,,2.0,11.095229777072326,5.36,0.0,0.0,,5.73,0.0,,5.0
,1696172130.0,0.0,11.095229777072326,0.0,206,0.5,282,0.0,641.0,5.0,,0.0,,5.0,,,2.0,11.095229777072326,5.36,0.0,0.0,,5.73,0.0,,5.0
,1696172131.0,0.0,11.095229777072326,0.0,207,0.5,283,0.0,652.0,5.0,,0.0,,5.0,,,2.0,11.095229777072326,5.36,0.0,0.0,,5.73,0.0,,5.0
,1696172132.0,0.0,11.095229777072326,0.0,208,0.5,284,0.0,663.0,5.0,,0.0,,5.0,,,2.0,11.095229777072326,5.36,0.0,0.0,,5.73,0.0,,5.0
,1696172132.0,0.0,,,209,,284,,,5.0,,0.0,,,,,,,5.36,0.0,0.0,,5.73,,,5.0
