01_general/dataset_iteration_count,process/involuntary_proc_ctx_switches,process/memory/dirty_pages_proc_count,02_timing/dataload_time_s,disk/time/disk_write_time_sys_s,cpu/interrupts/ctx_switches_count,cpu/load/avg_sys_load_one_min_percent,01_general/minibatch_loss,disk/counter/disk_read_sys_count,_step,01_general/lr,_runtime,cpu/logical_core_count,02_timing/forward_time_s,disk/time/disk_read_time_sys_s,cpu/interrupts/soft_interrupts_count,02_timing/loss_calc_time_s,03_hivemind/num_peers,memory/available_memory_sys_MB,01_general/step,memory/used_memory_sys_percent,_timestamp,memory/total_memory_sys_MB,02_timing/opt_step_time_s,process/memory/shared_memory_proc_MB,02_timing/step_time_s,cpu/interrupts/interrupts_count,bandwidth/disk_read_sys_bandwidth_MBs,02_timing/dataload_cuda_move_time_s,process/memory/text_resident_set_proc_MB,process/memory/data_resident_set_proc_MB,process/memory/virtual_memory_size_proc_MB,02_timing/backward_time_s,process/voluntary_proc_ctx_switches,disk/time/disk_busy_time_sys_s,bandwidth/net_recv_sys_bandwidth_Mbits,process/memory/lib_memory_proc_MB,03_hivemind/global_epoch,cpu/load/avg_sys_load_fifteen_min_percent,bandwidth/disk_write_sys_bandwidth_MBs,process/memory/resident_set_size_proc_MB,01_general/locally_processed_samples,bandwidth/net_sent_sys_bandwidth_Mbits,disk/counter/disk_write_sys_count,memory/used_memory_sys_MB,cpu/load/avg_sys_load_five_min_percent
,43.0,0.0,,0.06399999999985084,25730.0,3.5000000000000004,,6.0,10,,9,,,0.004000000000001336,17926.0,,,27259.813888,,13.6,1696169590.0,,,833.634304,,64579.0,0.0,,2.654208,0.0,13978.669056,,4368.0,0.09600000000000364,0.10173598496749679,2737.324032,,4.0,0.004086038930584609,2641.67424,,0.22142021516323032,71.0,3481.84576,3.875
,43.0,0.0,,0.06399999999985084,31247.0,5.25,,6.0,11,,10,,,0.004000000000001336,20155.0,,,27096.69888,,14.1,1696169591.0,,,833.6384,,69641.0,0.0,,2.654208,0.0,14054.170624,,4368.0,0.10000000000000853,0.6784771909941792,2745.847808,,4.125,0.004086923478650507,2643.873792,,1.1283181531190047,72.0,3644.973056,4.125
,44.0,0.0,,0.06500000000005457,37165.0,5.25,,452.0,12,,11,,,0.4690000000000012,22798.0,,,27099.32032,,14.1,1696169592.0,,,891.04384,,75587.0,52.23967061801318,0.006698531999973056,2.654208,0.0,14302.953472,,4752.0,0.7000000000000028,0.6128459691919977,2781.884416,,4.125,0.004085692994315271,2737.201152,,1.1926552801934018,73.0,3601.752064,4.125
,46.0,0.0,,0.06599999999980355,43842.0,5.25,,1198.0,13,,12,,,1.1370000000000005,25903.0,,,26761.146368,,15.2,1696169593.0,,,948.281344,,82138.0,84.68424796259293,,2.654208,0.0,14595.497984,,5397.0,1.608000000000004,0.8169266402715689,2973.81888,,4.125,0.004087866766596966,2985.111552,,1.2781050782475523,74.0,3939.96288,4.125
,47.0,0.0,,0.06799999999975626,50046.0,5.25,,1902.0,14,,13,,,1.7680000000000007,28883.0,,,26598.649856,,15.7,1696169594.0,,,1061.122048,,88119.0,75.44577366145691,,2.654208,0.0,15628.107776,,5991.0,2.323999999999998,0.8700784894413721,3236.769792,,4.125,0.03676893718422122,3356.22144,,1.3137474228673987,77.0,4083.13856,4.125
,50.0,0.0,,0.06899999999995998,56626.0,5.25,,2770.0,15,,14,,,2.5489999999999995,32149.0,,,26369.933312,,16.4,1696169595.0,,,1127.559168,,93577.0,94.7384403627466,,2.654208,0.0,15955.542016,,6719.0,3.2040000000000077,1.0096972873158436,3463.569408,,4.125,0.004086195399349432,3650.449408,,1.4439832422356882,78.0,4311.814144,4.125
,53.0,0.0,,0.06899999999995998,62930.0,6.75,,3597.0,16,,15,,,3.146000000000001,35072.0,,,26119.360512,,17.2,1696169596.0,,,1206.644736,,98697.0,82.61066986159226,,2.654208,0.0,25432.907776,,7431.0,3.9680000000000035,0.9023619796757985,3713.490944,,4.25,0.004085794048822368,3978.039296,,1.396591438250889,79.0,4562.444288,4.5
,53.0,0.0,,0.06999999999970896,69163.0,6.75,,4375.0,17,,16,,4.8598182590001215,3.7959999999999994,38009.0,1.2069999684172217e-06,,26036.424704,,17.5,1696169597.0,,,1269.235712,,104133.0,77.8564472488026,,2.654208,0.0,30744.59648,,7440.0,4.719999999999999,0.8778515774018857,3802.411008,,4.25,0.004085665788186668,4122.013696,,1.3290383533737866,80.0,4645.35552,4.5
,53.0,0.0,,0.0729999999998654,88409.0,6.75,,4590.0,18,,17,,,3.9559999999999995,44209.0,,,25758.068736,,18.4,1696169598.0,,,1288.450048,,118914.0,19.688345843640583,,2.654208,0.0,30744.59648,1.1292223250000006,7444.0,4.924000000000007,921.308908150726,3829.153792,,4.25,0.09805360038254267,4166.115328,,2.6701173176656896,84.0,4923.744256,4.5
,53.0,0.0,,0.07400000000006912,117233.0,6.75,,4590.0,19,,18,,,3.9559999999999995,52008.0,,,25610.1376,,18.8,1696169599.0,,,1288.450048,,139804.0,0.0,,2.654208,0.0,30744.59648,,7444.0,4.9280000000000115,1293.7245817551652,3829.153792,,4.25,0.004085575427574031,4166.115328,,2.9914551357957637,85.0,5071.699968,4.5
