01_general/dataset_iteration_count,process/involuntary_proc_ctx_switches,process/memory/dirty_pages_proc_count,02_timing/dataload_time_s,disk/time/disk_write_time_sys_s,cpu/interrupts/ctx_switches_count,cpu/load/avg_sys_load_one_min_percent,01_general/minibatch_loss,disk/counter/disk_read_sys_count,_step,01_general/lr,_runtime,cpu/logical_core_count,02_timing/forward_time_s,disk/time/disk_read_time_sys_s,cpu/interrupts/soft_interrupts_count,02_timing/loss_calc_time_s,03_hivemind/num_peers,memory/available_memory_sys_MB,01_general/step,memory/used_memory_sys_percent,_timestamp,memory/total_memory_sys_MB,02_timing/opt_step_time_s,process/memory/shared_memory_proc_MB,02_timing/step_time_s,cpu/interrupts/interrupts_count,bandwidth/disk_read_sys_bandwidth_MBs,02_timing/dataload_cuda_move_time_s,process/memory/text_resident_set_proc_MB,process/memory/data_resident_set_proc_MB,process/memory/virtual_memory_size_proc_MB,02_timing/backward_time_s,process/voluntary_proc_ctx_switches,disk/time/disk_busy_time_sys_s,bandwidth/net_recv_sys_bandwidth_Mbits,process/memory/lib_memory_proc_MB,03_hivemind/global_epoch,cpu/load/avg_sys_load_fifteen_min_percent,bandwidth/disk_write_sys_bandwidth_MBs,process/memory/resident_set_size_proc_MB,01_general/locally_processed_samples,bandwidth/net_sent_sys_bandwidth_Mbits,disk/counter/disk_write_sys_count,memory/used_memory_sys_MB,cpu/load/avg_sys_load_five_min_percent
,55.0,0.0,,0.07400000000006912,125232.0,6.75,,4590.0,20,,19,,,3.9559999999999995,53694.0,,,25312.919552,,19.8,1696169600.0,,,1588.20352,,145909.0,0.0,,2.654208,0.0,31119.466496,,7447.0,4.932000000000002,207.3504854669035,3901.231104,,4.25,0.0040861273679792575,4538.843136,,0.5452825244182437,86.0,5065.826304,4.5
,55.0,0.0,,0.6700000000000728,137932.0,6.25,,4590.0,21,,20,,,3.9559999999999995,56828.0,,,25233.670144,,20.0,1696169601.0,,,1588.20352,,154855.0,0.0,,2.654208,0.0,31119.466496,,7447.0,4.9480000000000075,566.3566026975051,3901.231104,,4.125,3.3052588175090047,4538.843136,,1.0033684615300498,295.0,5145.075712,4.5
,55.0,0.0,,0.6720000000000255,141872.0,6.25,,4590.0,22,,21,,,3.9559999999999995,58019.0,,,25208.864768,,20.1,1696169602.0,,,1588.20352,,157717.0,0.0,,2.654208,0.0,31119.466496,,7447.0,4.956000000000003,168.1573005288835,3901.267968,,4.125,0.012256321137933342,4538.933248,,0.41764850565486006,297.0,5169.876992,4.5
,55.0,0.0,,0.6729999999997744,142468.0,6.25,,4590.0,23,,22,,,3.9559999999999995,58319.0,,,25206.575104,,20.1,1696169603.0,,,1588.20352,,158204.0,0.0,,2.654208,0.0,31119.466496,,7447.0,4.960000000000008,16.841353191420964,3901.267968,,4.125,0.05311317525286268,4538.933248,,0.07196133029278502,300.0,5172.158464,4.5
,55.0,0.0,,0.6739999999999782,142703.0,6.25,,4590.0,24,,23,,,3.9559999999999995,58477.0,,,25206.423552,,20.1,1696169604.0,,,1588.20352,,158384.0,0.0,,2.654208,0.0,31119.466496,,7447.0,4.9680000000000035,0.015103363590608375,3901.267968,,4.125,0.004085009062647818,4538.933248,,0.06871112901997313,301.0,5172.314112,4.5
,55.0,0.0,,0.6749999999997272,146974.0,6.25,,4590.0,25,,24,,,3.9559999999999995,59820.0,,,25070.444544,,20.6,1696169605.0,,,1588.20352,,161575.0,0.0,,2.654208,0.0,31119.466496,,7447.0,4.972000000000008,185.6684013446075,3901.267968,,4.125,0.004082084546460171,4538.933248,,0.40284274580110496,302.0,5308.29312,4.5
0.0,,,4.273881583000048,,,,3.9990053176879883,,26,0.0001,25,,,,,,1.0,,0.0,,1696169606.0,,8.312600512000017,,18.58222241800013,,,,,,,,,,,,1.0,,,,20.0,,,,
,62.0,0.0,,0.6759999999999309,160889.0,6.75,,4590.0,27,,25,,0.2298168340000757,3.9559999999999995,63413.0,0.00034922200006803905,,25427.382272,,19.4,1696169606.0,,,1287.33184,,172768.0,0.0,0.006390605999968102,2.654208,0.0,30816.33792,0.01668973300002108,7502.0,4.980000000000004,274.0560430014558,3901.353984,,4.25,0.00817122080898873,4238.286848,,1.2275104745403653,304.0,5273.718784,4.625
0.0,,,0.006932673999926919,,,,3.0973525047302246,,28,0.0001,26,,,,,,1.0,,1.0,,1696169607.0,,0.4637418180000168,,0.7239208870000766,,,,,,,,,,,,2.0,,,,40.0,,,,
0.0,,,0.006582538000202476,,,,3.102661609649658,,29,0.0001,26,,0.15806690099998377,,,0.0003879259998029738,1.0,,2.0,,1696169607.0,,0.3600802380001369,,0.5488509680003517,,,0.005733327000143618,,,,0.018000038000081986,,,,,2.0,,,,60.0,,,,
,216.0,0.0,,0.6799999999998363,168022.0,6.75,,4590.0,30,,26,,0.15641900800005715,3.9559999999999995,66363.0,0.000509778000150618,,25334.505472,,19.7,1696169607.0,,,1285.505024,,179701.0,0.0,0.005554341000106433,2.654208,0.0,31118.606336,0.01637760500011609,7604.0,5.004000000000005,1.7603168926977053,3935.752192,,4.25,0.04881118437488682,4236.734464,,2.0296523049102784,308.0,5405.02016,4.625
0.0,,,0.00493554500008031,,,,2.7576746940612793,,31,0.0001,27,,,,,,1.0,,3.0,,1696169608.0,,0.03717515700009244,,0.22097143400060304,,,,,,,,,,,,2.0,,,,80.0,,,,
0.0,,,0.0051638800000546325,,,,2.758530378341675,,32,0.0001,27,,0.15830055200012794,,,0.0005403089999163058,1.0,,4.0,,1696169608.0,,0.021762015000149404,,0.21463445500012313,,,0.0054827199999181175,,,,0.02338497899995673,,,,,2.0,,,,100.0,,,,
,219.0,0.0,,0.681999999999789,175656.0,6.75,,4592.0,33,,27,,,3.9570000000000007,70006.0,,,25274.294272,,19.9,1696169608.0,,,1285.558272,,187447.0,0.11441793432277012,,2.654208,0.0,31118.614528,,7664.0,5.028000000000006,1.5825685938212328,3936.718848,,4.25,0.012259064391636255,4236.988416,,264.60330918448676,312.0,5465.25184,4.625
,219.0,0.0,,0.6829999999999927,187983.0,6.75,,4592.0,34,,28,,,3.9570000000000007,77102.0,,,25365.925888,,19.6,1696169609.0,,,1285.558272,,198707.0,0.0,,2.654208,0.0,31118.614528,,7664.0,5.032000000000011,2.690190345013566,3936.772096,,4.25,0.0040831993081733705,4236.988416,,947.7077844159077,313.0,5354.41408,4.625
,221.0,0.0,,0.7419999999997344,191018.0,6.75,,4592.0,35,,29,,,3.9570000000000007,78471.0,,,25285.69344,,19.9,1696169610.0,,,1286.950912,,202150.0,0.0,0.005542388000094434,2.654208,0.0,31118.876672,,7669.0,5.044000000000011,0.6797869974717414,3937.062912,,4.25,0.5513144574525123,4238.647296,,0.9016767094484133,337.0,5453.459456,4.625
,224.0,0.0,,0.7419999999997344,193269.0,9.25,,4592.0,36,,30,,0.22458846499989704,3.9570000000000007,79477.0,0.0005338220000794536,,25381.060608,,19.6,1696169611.0,,,1286.950912,,204973.0,0.0,,2.654208,0.0,31119.138816,0.020515609000085533,7681.0,5.048000000000002,1.011488357611901,3937.456128,,4.375,0.004055934833143843,4238.97088,,0.31855724105935973,338.0,5320.040448,5.125
,224.0,0.0,,0.8359999999997854,194320.0,9.25,,4592.0,37,,31,,,3.9570000000000007,79969.0,,,25303.691264,,19.8,1696169612.0,,,1286.950912,,206013.0,0.0,,2.654208,0.0,31119.138816,,7681.0,5.064000000000007,0.1414577271047515,3937.456128,,4.375,0.4126508706530214,4238.97088,,0.2742095039501148,400.0,5397.405696,5.125
,224.0,0.0,,0.8369999999999891,194630.0,9.25,,4592.0,38,,32,,,3.9570000000000007,80226.0,,,25435.496448,,19.4,1696169613.0,,,1286.950912,,206381.0,0.0,,2.654208,0.0,31119.138816,,7681.0,5.067999999999998,0.00833893745798566,3937.456128,,4.375,0.00408568036285336,4238.97088,,0.07143556758422828,401.0,5246.373888,5.125
,224.0,0.0,,0.8369999999999891,194826.0,9.25,,4592.0,39,,33,,,3.9570000000000007,80359.0,,,25435.496448,,19.4,1696169614.0,,,1286.950912,,206534.0,0.0,,2.654208,0.0,31119.138816,,7681.0,5.072000000000003,0.002345709438675407,3937.456128,,4.375,0.004085045002123853,4238.97088,,0.0008776463874939355,402.0,5246.373888,5.125
,224.0,0.0,,4.569999999999709,195127.0,9.25,,4592.0,40,,34,,,3.9570000000000007,80632.0,,,25435.496448,,19.4,1696169615.0,,,1286.950912,,206884.0,0.0,,2.654208,0.0,31119.138816,,7681.0,5.260000000000005,0.014785832471757234,3937.456128,,4.375,49.71180403913963,4238.97088,,0.12570750393449381,603.0,5246.369792,5.125
,224.0,0.0,,35.3119999999999,195418.0,9.5,,4592.0,41,,35,,,3.9570000000000007,81179.0,,,25435.5456,,19.4,1696169616.0,,,1286.950912,,207490.0,0.0,,2.654208,0.0,31119.138816,,7681.0,5.912000000000006,0.00560985733742904,3937.456128,,4.5,105.23128392859668,4238.97088,,0.0674140466231177,1011.0,5246.316544,5.25
