02_timing/forward_time_s,02_timing/opt_step_time_s,memory/used_memory_sys_MB,memory/used_memory_sys_percent,disk/counter/disk_read_sys_count,cpu/interrupts/ctx_switches_count,cpu/load/avg_sys_load_fifteen_min_percent,_step,disk/time/disk_write_time_sys_s,02_timing/dataload_cuda_move_time_s,process/memory/shared_memory_proc_MB,bandwidth/disk_read_sys_bandwidth_MBs,bandwidth/net_recv_sys_bandwidth_Mbits,process/memory/virtual_memory_size_proc_MB,cpu/logical_core_count,02_timing/backward_time_s,disk/time/disk_busy_time_sys_s,process/memory/lib_memory_proc_MB,process/voluntary_proc_ctx_switches,01_general/locally_processed_samples,process/memory/dirty_pages_proc_count,bandwidth/net_sent_sys_bandwidth_Mbits,02_timing/loss_calc_time_s,disk/time/disk_read_time_sys_s,cpu/load/avg_sys_load_five_min_percent,_runtime,01_general/lr,03_hivemind/global_epoch,01_general/dataset_iteration_count,process/involuntary_proc_ctx_switches,bandwidth/disk_write_sys_bandwidth_MBs,03_hivemind/num_peers,cpu/interrupts/interrupts_count,_timestamp,01_general/minibatch_loss,memory/available_memory_sys_MB,process/memory/data_resident_set_proc_MB,process/memory/resident_set_size_proc_MB,process/memory/text_resident_set_proc_MB,01_general/step,02_timing/step_time_s,02_timing/dataload_time_s,memory/total_memory_sys_MB,disk/counter/disk_write_sys_count,cpu/interrupts/soft_interrupts_count,cpu/load/avg_sys_load_one_min_percent
,0.10834150000027876,,,,,,291,,,,,,,,0.3518469990003723,,,,4800.0,,,,,,141,0.0001,0.0,0.0,,,6.0,,1681079835.0,7.23291015625,,,,,149.0,0.49831804299992655,0.004288670000278216,,,,
0.028341696999632404,,6908.452864,28.8,0.0,246338.0,3.125,292,1.2380000000002838,0.006888871999763069,2395.230208,0.0,39.471429137741985,28126.26944,,,1.7040000000000077,4705.4848,3131.0,,0.0,0.5449654817074634,0.0006881170002088766,0.0,5.625,142,,,,264.0,0.008168340017778098,,528775.0,1681079836.0,,22484.348928,0.0,6171.05408,2.654208,,,,,956.0,185443.0,13.375
,0.10743678500057285,,,,,,293,,,,,,,,0.34905363799953193,,,,4832.0,,,,,,142,0.0001,0.0,0.0,,,6.0,,1681079836.0,7.2320556640625,,,,,150.0,0.49764347200016346,0.005234363000454323,,,,
0.025382343000273977,,6909.333504,28.8,0.0,248081.0,3.125,294,1.2409999999999854,0.006830479000200285,2395.242496,0.0,38.284577781236024,28126.531584,,0.3533245970002099,1.7160000000000082,4705.746944,3148.0,,0.0,0.491655778553813,0.0006768320008632145,0.0,5.625,143,,,,268.0,0.05309419748622003,,530907.0,1681079837.0,,22483.185664,0.0,6171.066368,2.654208,,,,,960.0,186695.0,13.375
,0.10822975999963091,,,,,,295,,,,,,,,,,,,4864.0,,,,,,143,0.0001,0.0,0.0,,,6.0,,1681079837.0,7.151611328125,,,,,151.0,0.4987925270015694,0.0043485160003911005,,,,
0.025948796999728074,0.1086107320006704,6909.857792,28.8,0.0,249788.0,3.125,296,1.2420000000001892,0.006978586000514042,2395.230208,0.0,30.51034198109903,28126.531584,,0.35004813199975615,1.7239999999999895,4705.746944,3167.0,,0.0,0.6139305669350931,0.0008637909995741211,0.0,5.625,144,,,,269.0,0.008172439397262006,,532976.0,1681079838.0,,22482.796544,0.0,6171.05408,2.654208,,,,,962.0,187917.0,13.375
,,,,,,,297,,,,,,,,,,,,4896.0,,,,,,144,0.0001,0.0,0.0,,,6.0,,1681079838.0,7.1573486328125,,,,,152.0,0.4973184640002728,0.004868426000030013,,,,
0.025540014000398514,0.11609459499959485,6909.792256,28.8,0.0,252062.0,3.125,298,1.2439999999996871,0.00671317700016516,2397.323264,0.0,32.43646142944678,28126.543872,,0.3523891730001196,1.7319999999999993,4705.746944,3197.0,,0.0,0.6158754106403006,0.0008648259999972652,0.0,5.625,145,,,,273.0,0.008172194481049557,,535336.0,1681079839.0,,22482.857984,0.0,6173.151232,2.654208,,,,,964.0,189152.0,13.375
,,,,,,,299,,,,,,,,,,,,4928.0,,,,,,145,0.0001,0.0,0.0,,,6.0,,1681079839.0,6.891845703125,,,,,153.0,0.5062277980005092,0.004626013000233797,,,,
0.0265546609998637,0.1084642840005472,,,,,,300,,0.006755690000318282,,,,,,0.3509481279997999,,,,4960.0,,,0.0008504110001013032,,,146,0.0001,0.0,0.0,,,6.0,,1681079840.0,7.21435546875,,,,,154.0,0.4985786100005498,0.0050054359999194276,,,,
,,6909.485056,28.7,0.0,255912.0,3.125,301,1.2460000000000946,,2378.194944,0.0,47.99369474842211,28126.543872,,,1.7479999999999905,4705.746944,3223.0,,0.0,0.8193071939936781,,0.0,5.625,146,,,,274.0,0.012246791978837672,,539240.0,1681079840.0,,22501.70368,0.0,6154.022912,2.654208,,,,,967.0,191342.0,13.375
0.02564851900024223,0.10766894400057936,,,,,,302,,0.006481506000454829,,,,,,0.3515718509997896,,,,4992.0,,,0.0008673960001033265,,,147,0.0001,0.0,0.0,,,6.0,,1681079841.0,7.09765625,,,,,155.0,0.49703604400110635,0.004797827999936999,,,,
0.025115833999734605,,6906.6752,28.7,0.0,258519.0,3.25,303,1.2470000000002983,0.006808250000176486,2395.369472,0.0,33.157099010536285,28126.543872,,,1.759999999999991,4705.746944,3277.0,,0.0,0.4860124809921552,0.0008412440001848154,0.0,5.625,147,,,,276.0,0.00817646311801723,,541979.0,1681079841.0,,22505.24672,0.0,6171.19744,2.654208,,,,,969.0,192840.0,13.25
,0.1092026430005717,,,,,,304,,,,,,,,0.35367882199989253,,,,5024.0,,,,,,148,0.0001,0.0,0.0,,,6.0,,1681079842.0,7.1119384765625,,,,,156.0,0.5002678830005607,0.0046210900000005495,,,,
0.024942504999671655,,6909.202432,28.8,0.0,260861.0,3.25,305,1.25,0.006848067000646552,2395.38176,0.0,41.05453149027847,28126.543872,,,1.7760000000000105,4705.746944,3295.0,,0.0,0.5687236498074324,0.0006746190001649666,0.0,5.625,148,,,,279.0,0.04085738661834204,,544659.0,1681079842.0,,22483.443712,0.0,6171.209728,2.654208,,,,,973.0,194461.0,13.25
,0.10799839199989947,,,,,,306,,,,,,,,0.35128451499986113,,,,5056.0,,,,,,148,0.0001,0.0,0.0,,,6.0,,1681079842.0,7.13134765625,,,,,157.0,0.49619761200028734,0.004449514000043564,,,,
0.02648890399996162,,6910.50496,28.8,0.0,262373.0,3.25,307,1.2520000000004075,0.006807566000134102,2395.369472,0.0,38.93169203064761,28126.543872,,,1.788000000000011,4705.746944,3313.0,,0.0,0.7199200243601074,0.0008930650001275353,0.0,5.625,149,,,,280.0,0.008171387931938844,,546677.0,1681079843.0,,22482.272256,0.0,6171.19744,2.654208,,,,,975.0,195724.0,13.25
,0.10854913999992277,,,,,,308,,,,,,,,0.3513091180002448,,,,5088.0,,,,,,149,0.0001,0.0,0.0,,,6.0,,1681079843.0,7.3297119140625,,,,,158.0,0.49870235600064916,0.004654563000258349,,,,
0.025750974000402493,0.10859399000037229,6911.025152,28.8,0.0,263924.0,3.25,309,1.2539999999999054,0.0066792349998650025,2395.38176,0.0,27.04530298451851,28126.543872,,0.35224252300031367,1.7959999999999923,4705.746944,3339.0,,0.0,0.4559127351254468,0.0007220580000648624,0.0,5.625,150,,,,282.0,0.008171222750404092,,548649.0,1681079844.0,,22481.6128,0.0,6171.209728,2.654208,,,,,977.0,196918.0,13.25
,,,,,,,310,,,,,,,,,,,,5120.0,,,,,,150,0.0001,0.0,0.0,,,6.0,,1681079844.0,7.1944580078125,,,,,159.0,0.4986621730013212,0.0046733930003028945,,,,
0.027216311000302085,0.10845960000006016,6911.61088,28.8,0.0,265911.0,3.25,311,1.2550000000001091,0.00688851699942461,2395.369472,0.0,29.582971328254832,28126.543872,,0.35185273099978076,1.8120000000000118,4705.746944,3359.0,,0.0,0.6898102130470312,0.0007380999995802995,0.0,5.625,151,,,,284.0,0.008172501599620659,,550836.0,1681079845.0,,22481.03936,0.0,6171.19744,2.654208,,,,,979.0,198094.0,13.25
,,,,,,,312,,,,,,,,,,,,5152.0,,,,,,151,0.0001,0.0,0.0,,,6.0,,1681079845.0,7.4056396484375,,,,,160.0,0.49981272199875093,0.004657462999603013,,,,
0.02644758700080274,0.10767668399967079,6911.827968,28.8,0.0,267531.0,3.375,313,1.2600000000002183,0.006903681999574474,2395.38176,0.0,22.570556959765046,28126.543872,,0.35244933100057096,1.828000000000003,4705.746944,3374.0,,0.0,0.4921851705652028,0.0007398560001092847,0.0,6.0,152,,,,284.0,0.08584040217827861,,552835.0,1681079846.0,,22480.953344,0.0,6171.209728,2.654208,,,,,984.0,199333.0,14.249999999999998
,,,,,,,314,,,,,,,,,,,,5184.0,,,,,,152,0.0001,0.0,0.0,,,6.0,,1681079846.0,7.145751953125,,,,,161.0,0.49875716299993655,0.004540022999208304,,,,
0.02512836900041293,0.10770219899950462,,,,,,315,,0.00677372700010892,,,,,,0.3514754260004338,,,,5216.0,,,0.0006646460005867993,,,153,0.0001,0.0,0.0,,,6.0,,1681079847.0,7.4371337890625,,,,,162.0,0.49607873300101346,0.004334365999966394,,,,
,,6910.877696,28.7,0.0,269357.0,3.375,316,1.2619999999997162,0.006936685000255238,2395.38176,0.0,40.17325496823414,28126.543872,,,1.843999999999994,4705.75104,3399.0,,0.0,0.5615631638491984,,0.0,6.0,153,,,,286.0,0.012251939142996078,,555044.0,1681079847.0,,22501.040128,0.0,6171.209728,2.654208,,,,,987.0,200651.0,14.249999999999998
0.026446144000146887,0.1087796250003521,,,,,,317,,,,,,,,0.3515186829999948,,,,5248.0,,,0.0007121380003809463,,,154,0.0001,0.0,0.0,,,6.0,,1681079848.0,7.0582275390625,,,,,163.0,0.4985672210013945,0.00417394600026455,,,,
0.024436696000520897,,6908.268544,28.7,0.0,271045.0,3.375,318,1.2660000000005311,0.006632571000409371,2395.369472,0.0,34.82624709058023,28126.543872,,,1.8559999999999945,4705.75104,3429.0,,0.0,0.43936894803214654,0.0006505299998025293,0.0,6.0,154,,,,288.0,0.07757556902235539,,557246.0,1681079848.0,,22503.514112,0.0,6171.19744,2.654208,,,,,992.0,202044.0,14.249999999999998
,0.10775236600056814,,,,,,319,,,,,,,,0.3543086690006021,,,,5280.0,,,,,,155,0.0001,0.0,0.0,,,6.0,,1681079849.0,6.971923828125,,,,,164.0,0.4981246610022936,0.004343829000390542,,,,
0.025767382000594807,,6909.796352,28.8,0.0,272578.0,3.375,320,1.268000000000029,0.006754914999874018,2395.38176,0.0,47.43159098728783,28126.543872,,,1.872000000000014,4705.75104,3446.0,,0.0,0.43965683767715,0.0007200629997896613,0.0,6.0,155,,,,289.0,0.008159500540916012,,559357.0,1681079849.0,,22482.853888,0.0,6171.209728,2.654208,,,,,994.0,203398.0,14.249999999999998
,0.10773937100020703,,,,,,321,,,,,,,,0.3545822149999367,,,,5312.0,,,,,,155,0.0001,0.0,0.0,,,6.0,,1681079849.0,7.07470703125,,,,,165.0,0.4998988510005802,0.004334905000177969,,,,
0.02656101699994906,,6911.967232,28.8,0.0,273963.0,3.375,322,1.2700000000004366,0.006842529000095965,2395.369472,0.0,31.30374852813392,28126.543872,,0.35206629799995426,1.8799999999999955,4705.75104,3467.0,,0.0,0.451317276164242,0.0007324890002564644,0.0,6.0,156,,,,291.0,0.008168349727086304,,561212.0,1681079850.0,,22480.678912,0.0,6171.19744,2.654208,,,,,996.0,204555.0,14.249999999999998
,0.10932046600009926,,,,,,323,,,,,,,,,,,,5344.0,,,,,,156,0.0001,0.0,0.0,,,6.0,,1681079850.0,7.4718017578125,,,,,166.0,0.4999004050005169,0.004377606000161904,,,,
0.02515585099990858,0.10906035700008943,6913.060864,28.8,0.0,275689.0,3.5000000000000004,324,1.2730000000001382,0.00675934400078404,2395.38176,0.0,29.952603110713838,28202.04544,,0.35420847899968066,1.8880000000000052,4714.274816,3494.0,,0.0,0.6222849155877063,0.00072782300048857,0.0,6.375,157,,,,294.0,0.05311935258130534,,563387.0,1681079851.0,,22479.58528,0.0,6171.209728,2.654208,,,,,1000.0,205928.0,15.125
,,,,,,,325,,,,,,,,,,,,5376.0,,,,,,157,0.0001,0.0,0.0,,,6.0,,1681079851.0,7.0211181640625,,,,,167.0,0.500788609000665,0.004876754999713739,,,,
0.025635607999902277,0.10749871899952268,6910.582784,28.8,0.0,277522.0,3.5000000000000004,326,1.2750000000005457,0.006754936000106682,2395.369472,0.0,43.29866526006772,28202.049536,,0.35590138800034765,1.9000000000000057,4714.274816,3513.0,,0.0,0.5040588461720354,0.0006220269997356809,0.0,6.375,158,,,,296.0,0.008171813535095886,,565829.0,1681079852.0,,22482.18624,0.0,6171.19744,2.654208,,,,,1002.0,207504.0,15.125
,,,,,,,327,,,,,,,,,,,,5408.0,,,,,,158,0.0001,0.0,0.0,,,6.0,,1681079852.0,7.159423828125,,,,,168.0,0.500725710999177,0.004313032999561983,,,,
0.026222708000204875,0.10789568400014105,6910.210048,28.8,0.0,279301.0,3.5000000000000004,328,1.27599999999984,0.0067048109995084815,2395.38176,0.0,28.47138863214631,28202.04544,,0.35306085200045345,1.907999999999987,4714.274816,3523.0,,0.0,0.66119753672111,0.0007243869995363639,0.0,6.375,159,,,,297.0,0.00817367390237446,,567983.0,1681079853.0,,22482.419712,0.0,6171.21792,2.654208,,,,,1004.0,208846.0,15.125
,,,,,,,329,,,,,,,,,,,,5440.0,,,,,,159,0.0001,0.0,0.0,,,6.0,,1681079853.0,7.197998046875,,,,,169.0,0.49881898399962665,0.004210541999782436,,,,
0.025501193999843963,0.1086093100002472,,,,,,330,,0.006826935000390222,,,,,,0.3544154749997688,,,,5472.0,,,0.0006691930002489244,,,160,0.0001,0.0,0.0,,,6.0,,1681079854.0,7.0008544921875,,,,,170.0,0.5003693370008477,0.004347230000348645,,,,
,,6910.398464,28.7,0.0,281368.0,3.5000000000000004,331,1.2780000000002474,0.0069397450006363215,2395.38176,0.0,27.748531053376958,28202.04544,,,1.9240000000000066,4714.274816,3548.0,,0.0,0.7057817436358017,,0.0,6.375,160,,,,298.0,0.012254762026403365,,570283.0,1681079854.0,,22501.371904,0.0,6171.21792,2.654208,,,,,1007.0,210175.0,15.125
0.027602271999967343,0.10846786599995539,,,,,,332,,,,,,,,0.351649148999968,,,,5504.0,,,0.0010311670002920437,,,161,0.0001,0.0,0.0,,,6.0,,1681079855.0,7.1580810546875,,,,,171.0,0.5000478000010844,0.0043576010002652765,,,,
0.029382162000729295,,6907.31008,28.7,0.0,283482.0,3.5000000000000004,333,1.2799999999997453,0.00661216600019543,2395.369472,0.0,29.96860002325757,28202.04544,,,1.931999999999988,4714.283008,3573.0,,0.0,0.7298069229198719,0.0007238670004880987,0.0,6.375,161,,,,300.0,0.008171654170285144,,572627.0,1681079855.0,,22504.472576,0.0,6171.205632,2.654208,,,,,1009.0,211491.0,15.125
,0.1095181410000805,,,,,,334,,,,,,,,0.3502850619997844,,,,5536.0,,,,,,162,0.0001,0.0,0.0,,,6.0,,1681079856.0,7.5389404296875,,,,,172.0,0.5021161140011827,0.00559471599990502,,,,
0.02502365100008319,,6909.034496,28.8,0.0,285085.0,3.6249999999999996,335,1.2830000000003565,0.006880667000586982,2395.38176,0.0,40.35818197587769,28202.04544,,,1.9439999999999884,4714.283008,3584.0,,0.0,0.508103536204378,0.000733150999622012,0.0,6.625,162,,,,300.0,0.05311414786571493,,574781.0,1681079856.0,,22483.468288,0.0,6171.21792,2.654208,,,,,1013.0,212932.0,15.875
,0.10749852299977647,,,,,,336,,,,,,,,0.35308090999933484,,,,5568.0,,,,,,163,0.0001,0.0,0.0,,,6.0,,1681079857.0,7.1353759765625,,,,,173.0,0.4976506449993394,0.00443374299993593,,,,
0.025755655000466504,,6909.779968,28.8,0.0,286686.0,3.6249999999999996,337,1.2839999999996508,0.006751742000233207,2395.369472,0.0,31.979752127200445,28202.04544,,,1.9559999999999889,4714.283008,3602.0,,0.0,0.4518716678901633,0.0007164260005083634,0.0,6.625,163,,,,302.0,0.00817173968596658,,576794.0,1681079857.0,,22483.132416,0.0,6171.205632,2.654208,,,,,1015.0,214131.0,15.875
,0.10856738599977689,,,,,,338,,,,,,,,0.3520611089998056,,,,5600.0,,,,,,163,0.0001,0.0,0.0,,,6.0,,1681079857.0,7.0355224609375,,,,,174.0,0.498447625001063,0.004595307000272442,,,,
0.025734716999977536,0.10954180499993527,6910.234624,28.8,0.0,289041.0,3.6249999999999996,339,1.3869999999997162,0.006781165000575129,2395.38176,0.0,35.114186729002554,28202.04544,,0.3578062269998554,1.975999999999999,4714.283008,3627.0,,0.0,0.8541635658507093,0.0007206579994090134,0.0,6.625,164,,,,303.0,0.36382992492535426,,579419.0,1681079858.0,,22482.407424,0.0,6171.21792,2.654208,,,,,1080.0,215669.0,15.875
,,,,,,,340,,,,,,,,,,,,5632.0,,,,,,164,0.0001,0.0,0.0,,,6.0,,1681079858.0,7.1826171875,,,,,175.0,0.5050328819997958,0.004448310000043421,,,,
0.02700830699996004,,6910.09536,28.8,0.0,292288.0,3.6249999999999996,341,1.3900000000003274,0.00701084600041213,2395.369472,0.0,30.939209468771786,28202.04544,,0.35014892100025463,1.9840000000000089,4714.340352,3678.0,,0.0,1.2260441398952235,0.0008687270001246361,0.0,6.625,165,,,,305.0,0.05310679731108831,,582591.0,1681079859.0,,22482.673664,0.0,6171.459584,2.654208,,,,,1085.0,217400.0,15.875
,,6910.398464,28.8,0.0,293655.0,3.6249999999999996,342,1.3910000000005311,,2397.462528,0.0,0.4311858148308227,28202.04544,,,1.9879999999999995,4714.340352,3686.0,,0.0,0.3438522951053935,,0.0,6.625,166,,,,306.0,0.004085405404999539,,584260.0,1681079860.0,,22482.2272,0.0,6173.55264,2.654208,,,,,1086.0,218179.0,15.875
,,6910.316544,28.8,0.0,293952.0,3.6249999999999996,343,1.3919999999998254,,2397.462528,0.0,0.3308456557273062,28202.04544,,,1.9919999999999902,4714.340352,3686.0,,0.0,0.06051285866883289,,0.0,6.75,167,,,,306.0,0.004085795020524585,,584760.0,1681079861.0,,22482.30912,0.0,6173.55264,2.654208,,,,,1087.0,218399.0,15.625
,,6993.309696,29.0,0.0,308826.0,3.6249999999999996,344,1.3919999999998254,,2397.462528,0.0,54.263966114935904,28202.04544,,,1.9960000000000093,4714.340352,3686.0,,0.0,118.747680151178,,0.0,6.75,168,,,,306.0,0.004086047675154971,,595186.0,1681079862.0,,22399.332352,0.0,6173.55264,2.654208,,,,,1088.0,222171.0,15.625
,,7021.268992,29.1,0.0,320089.0,3.6249999999999996,345,1.393000000000029,,2397.462528,0.0,66.50439815608038,28202.04544,,,2.0,4714.340352,3686.0,,0.0,106.67730661464957,,0.0,6.75,169,,,,306.0,0.004089571628726286,,604143.0,1681079863.0,,22371.373056,0.0,6173.55264,2.654208,,,,,1089.0,226267.0,15.625
,,7090.03264,29.3,0.0,357588.0,3.6249999999999996,346,1.3969999999999345,,2397.462528,0.0,232.46363986585465,28202.04544,,,2.0120000000000005,4714.340352,3686.0,,0.0,282.0441705151805,,0.0,6.75,170,,,,306.0,0.04898955428250735,,628574.0,1681079864.0,,22302.609408,0.0,6173.55264,2.654208,,,,,1094.0,233608.0,15.625
,,7163.670528,29.6,0.0,391456.0,3.6249999999999996,347,1.3980000000001382,,2397.462528,0.0,343.6477855575224,28202.04544,,,2.015999999999991,4714.340352,3686.0,,0.0,304.18536872840787,,0.0,6.75,171,,,,306.0,0.0040846895223352825,,650974.0,1681079865.0,,22228.975616,0.0,6173.55264,2.654208,,,,,1095.0,240635.0,15.625
,,7243.603968,29.8,0.0,427419.0,4.0,348,1.3980000000001382,,2397.462528,0.0,395.67595258854374,28202.04544,,,2.0200000000000102,4714.340352,3686.0,,0.0,397.9941462697681,,0.0,7.875,172,,,,306.0,0.004087764638711037,,674520.0,1681079866.0,,22149.03808,0.0,6173.55264,2.654208,,,,,1096.0,247851.0,20.375
,,7312.007168,30.0,0.0,458721.0,4.0,349,1.399000000000342,,2397.462528,0.0,439.1474959764919,28202.04544,,,2.024000000000001,4714.340352,3686.0,,0.0,366.7871877032089,,0.0,7.875,173,,,,306.0,0.004085516160955668,,695745.0,1681079867.0,,22080.638976,0.0,6173.55264,2.654208,,,,,1097.0,254798.0,20.375
,,7391.023104,30.3,0.0,482866.0,4.0,350,1.4089999999996508,,2397.462528,0.0,338.37858391067664,28202.04544,,,2.0320000000000107,4714.340352,3686.0,,0.0,379.9792722180682,,0.0,7.875,174,,,,306.0,0.04902993669684182,,712265.0,1681079868.0,,22001.618944,0.0,6173.55264,2.654208,,,,,1108.0,260497.0,20.375
,,7441.727488,30.4,0.0,504886.0,4.0,351,1.4110000000000582,,2397.462528,0.0,395.23364790710946,28202.04544,,,2.039999999999992,4714.340352,3686.0,,0.0,329.8974894611508,,0.0,7.875,175,,,,306.0,0.03677292478553804,,727727.0,1681079869.0,,21950.918656,0.0,6173.55264,2.654208,,,,,1111.0,265986.0,20.375
,,7527.481344,30.7,0.0,540164.0,4.0,352,1.412000000000262,,2397.462528,0.0,406.5046761069481,28202.04544,,,2.048000000000002,4714.340352,3686.0,,0.0,459.8919191708466,,0.0,7.875,176,,,,306.0,0.004085820281315525,,750624.0,1681079870.0,,21865.1648,0.0,6173.55264,2.654208,,,,,1112.0,273137.0,20.375
,,7552.016384,30.8,0.0,560949.0,4.0,353,1.4130000000004657,,2397.462528,0.0,396.3343626674627,28202.04544,,,2.0519999999999925,4714.340352,3686.0,,0.0,284.1516426981313,,0.0,7.75,177,,,,306.0,0.00408723753606726,,765344.0,1681079871.0,,21840.62976,0.0,6173.55264,2.654208,,,,,1113.0,278468.0,18.75
,,7610.220544,31.0,0.0,585950.0,4.0,354,1.41399999999976,,2397.462528,0.0,304.2247543039136,28202.04544,,,2.0560000000000116,4714.340352,3686.0,,0.0,319.2823158943883,,0.0,7.75,178,,,,306.0,0.004084235062212875,,782019.0,1681079872.0,,21782.421504,0.0,6173.55264,2.654208,,,,,1114.0,284059.0,18.75
,,7639.92064,31.1,0.0,610171.0,4.0,355,1.4149999999999636,,2397.462528,0.0,290.8311269433832,28202.04544,,,2.0600000000000023,4714.340352,3686.0,,0.0,282.03311312926854,,0.0,7.75,179,,,,306.0,0.004084544822134637,,798066.0,1681079873.0,,21752.721408,0.0,6173.55264,2.654208,,,,,1115.0,289231.0,18.75
,,7661.309952,31.1,0.0,634832.0,4.0,356,1.417000000000371,,2397.462528,0.0,439.8913955718901,28202.04544,,,2.063999999999993,4714.340352,3686.0,,0.0,310.8067524202694,,0.0,7.75,180,,,,306.0,0.028596572972002392,,815237.0,1681079874.0,,21731.336192,0.0,6173.55264,2.654208,,,,,1118.0,295348.0,18.75
,,7695.601664,31.2,0.0,656403.0,4.0,357,1.4179999999996653,,2397.462528,0.0,165.2366364294757,28202.04544,,,2.068000000000012,4714.340352,3686.0,,0.0,301.9460908952055,,0.0,7.75,181,,,,306.0,0.004086027270610839,,829197.0,1681079875.0,,21697.040384,0.0,6173.55264,2.654208,,,,,1119.0,299742.0,18.75
,,7727.931392,31.3,0.0,683018.0,4.0,358,1.418999999999869,,2397.462528,0.0,414.698596751563,28202.04544,,,2.0759999999999934,4714.340352,3686.0,,0.0,350.0519349071652,,0.0,7.625,182,,,,306.0,0.0040857551811126725,,847257.0,1681079876.0,,21664.710656,0.0,6173.55264,2.654208,,,,,1120.0,305837.0,17.25
,,7741.80864,31.4,0.0,707641.0,4.0,359,1.4220000000004802,,2397.462528,0.0,188.59077861234167,28202.04544,,,2.084000000000003,4714.340352,3686.0,,0.0,296.3572147718875,,0.0,7.625,183,,,,306.0,0.07352573998487062,,863535.0,1681079877.0,,21650.837504,0.0,6173.55264,2.654208,,,,,1124.0,310850.0,17.25
,,7784.931328,31.5,0.0,723181.0,4.0,360,1.4229999999997744,,2397.462528,0.0,97.08697821091327,28202.04544,,,2.087999999999994,4714.340352,3686.0,,0.0,167.59798645150107,,0.0,7.625,184,,,,306.0,0.004084685637632216,,873785.0,1681079878.0,,21607.698432,0.0,6173.55264,2.654208,,,,,1125.0,313868.0,17.25
,,7802.90048,31.6,0.0,759816.0,4.0,361,1.4260000000003856,,2397.462528,0.0,87.84056399557264,28202.04544,,,2.0960000000000036,4714.340352,3686.0,,0.0,98.45880927406456,,0.0,7.625,185,,,,306.0,0.05311400891521205,,900570.0,1681079879.0,,21589.721088,0.0,6173.55264,2.654208,,,,,1129.0,324801.0,17.25
,,7799.963648,31.6,0.0,769367.0,4.0,362,1.4290000000000873,,2397.462528,0.0,90.05139667461874,28202.04544,,,2.108000000000004,4714.340352,3686.0,,0.0,68.38956617143747,,0.0,7.625,186,,,,306.0,0.05719564846026952,,907813.0,1681079880.0,,21592.674304,0.0,6173.55264,2.654208,,,,,1133.0,327870.0,17.25
,,7807.516672,31.6,0.0,785616.0,4.0,363,1.430000000000291,,2397.462528,0.0,82.49335200573734,28202.04544,,,2.1119999999999948,4714.340352,3686.0,,0.0,30.449503679616107,,0.0,7.5,187,,,,306.0,0.004084854629046098,,919132.0,1681079881.0,,21585.117184,0.0,6173.55264,2.654208,,,,,1134.0,332004.0,15.875
,,7808.606208,31.6,0.0,799930.0,4.0,364,1.4790000000002692,,2397.462528,0.0,39.67326623499001,28202.04544,,,2.1239999999999952,4714.340352,3686.0,,0.0,42.982798527366015,,0.0,7.5,188,,,,306.0,0.175689102290784,,930070.0,1681079882.0,,21584.031744,0.0,6173.55264,2.654208,,,,,1170.0,336587.0,15.875
,,7808.577536,31.6,0.0,806538.0,4.0,365,1.480000000000473,,2397.462528,0.0,45.64935565484565,28202.04544,,,2.132000000000005,4714.340352,3686.0,,0.0,22.189978543797395,,0.0,7.5,189,,,,306.0,0.008172110906759865,,935226.0,1681079883.0,,21584.064512,0.0,6173.55264,2.654208,,,,,1172.0,338911.0,15.875
,24.613962526999785,,,,,,366,,,,,,,,,,,,5664.0,,,,,,189,0.0001,1.0,0.0,,,6.0,,1681079883.0,7.27490234375,,,,,176.0,25.00354707600036,0.0045477479998226045,,,,
0.0650170219996653,0.10620941200068046,8266.428416,33.1,0.0,821549.0,4.0,367,1.481999999999971,0.00776494899946556,2395.447296,0.0,38.6970112857933,28504.051712,,0.36589457399986713,2.147999999999996,4748.435456,3764.0,,0.0,4.919628023720921,0.0019459109998933855,0.0,7.5,190,,,,325.0,0.008163267149893964,,1139948.0,1681079884.0,,21126.213632,0.0,6173.884416,2.654208,,,,,1174.0,344432.0,15.875
,,,,,,,368,,,,,,,,,,,,5696.0,,,,,,190,0.0001,1.0,0.0,,,6.0,,1681079884.0,7.2227783203125,,,,,177.0,0.5532570670002315,0.0064251990006596316,,,,
0.035609309000392386,,8529.641472,33.9,0.0,822802.0,4.0,369,1.4849999999996726,0.008570320999751857,2395.385856,0.0,24.980878365158095,28504.051712,,0.3368907410003885,2.1639999999999873,4748.435456,3783.0,,0.0,0.2940557208616395,0.0007827929994164151,0.0,7.5,191,,,,326.0,0.06127158109945025,,1231366.0,1681079885.0,,20862.988288,0.0,6173.822976,2.654208,,,,,1178.0,345581.0,15.875
,0.6397588560002987,,,,,,370,,,,,,,,,,,,5728.0,,,,,,191,0.0001,1.0,0.0,,,6.0,,1681079885.0,7.30419921875,,,,,178.0,1.0294438629998695,0.007831842999621585,,,,
0.031796031999874685,0.10637998699985474,8526.815232,33.9,0.0,824687.0,4.0,371,1.48700000000008,0.006739540000125999,2395.4432,0.0,0.5630338056687857,28504.051712,,0.3416188589999365,2.1759999999999877,4748.435456,3809.0,,0.0,0.6474856844948091,0.000677739999446203,0.0,7.5,192,,,,327.0,0.008171475381769131,,1233166.0,1681079886.0,,20865.957888,0.0,6173.88032,2.654208,,,,,1180.0,346462.0,15.625
,,,,,,,372,,,,,,,,,,,,5760.0,,,,,,192,0.0001,1.0,0.0,,,6.0,,1681079886.0,7.419189453125,,,,,179.0,0.4926265339991005,0.005414375999862386,,,,
