02_timing/forward_time_s,02_timing/opt_step_time_s,memory/used_memory_sys_MB,memory/used_memory_sys_percent,disk/counter/disk_read_sys_count,cpu/interrupts/ctx_switches_count,cpu/load/avg_sys_load_fifteen_min_percent,_step,disk/time/disk_write_time_sys_s,02_timing/dataload_cuda_move_time_s,process/memory/shared_memory_proc_MB,bandwidth/disk_read_sys_bandwidth_MBs,bandwidth/net_recv_sys_bandwidth_Mbits,process/memory/virtual_memory_size_proc_MB,cpu/logical_core_count,02_timing/backward_time_s,disk/time/disk_busy_time_sys_s,process/memory/lib_memory_proc_MB,process/voluntary_proc_ctx_switches,01_general/locally_processed_samples,process/memory/dirty_pages_proc_count,bandwidth/net_sent_sys_bandwidth_Mbits,02_timing/loss_calc_time_s,disk/time/disk_read_time_sys_s,cpu/load/avg_sys_load_five_min_percent,_runtime,01_general/lr,03_hivemind/global_epoch,01_general/dataset_iteration_count,process/involuntary_proc_ctx_switches,bandwidth/disk_write_sys_bandwidth_MBs,03_hivemind/num_peers,cpu/interrupts/interrupts_count,_timestamp,01_general/minibatch_loss,memory/available_memory_sys_MB,process/memory/data_resident_set_proc_MB,process/memory/resident_set_size_proc_MB,process/memory/text_resident_set_proc_MB,01_general/step,02_timing/step_time_s,02_timing/dataload_time_s,memory/total_memory_sys_MB,disk/counter/disk_write_sys_count,cpu/interrupts/soft_interrupts_count,cpu/load/avg_sys_load_one_min_percent
,0.10818572600055631,,,,,,514,,,,,,,,,,,,8192.0,,,,,,259,0.0001,1.0,0.0,,,6.0,,1681079953.0,7.1021728515625,,,,,255.0,0.4991299040020749,0.004406168999594229,,,,
0.025631276999774855,0.10775479699987045,8506.896384,33.8,0.0,941661.0,5.0,515,1.7420000000001892,0.0067949710000903,2395.4432,0.0,42.74943019527252,28504.051712,,0.35436373299944535,2.9720000000000084,4748.455936,4991.0,,0.0,0.7151561515344903,0.0007523020003645797,0.0,9.75,259,,,,429.0,0.008172118677748728,,1378602.0,1681079953.0,,20885.745664,0.0,6173.929472,2.654208,,,,,1443.0,435152.0,17.625
,,,,,,,516,,,,,,,,,,,,8224.0,,,,,,259,0.0001,1.0,0.0,,,6.0,,1681079953.0,6.9456787109375,,,,,256.0,0.4996606519989655,0.004363571999419946,,,,
0.029015529999924183,0.10838201400019898,8506.437632,33.8,0.0,943064.0,5.0,517,1.7439999999996871,0.00675346099978924,2395.38176,0.0,28.039431788441828,28504.051712,,0.35126775900062057,2.984000000000009,4748.455936,5005.0,,0.0,0.4858259709563516,0.0006645920002483763,0.0,9.75,260,,,,431.0,0.008171848522076345,,1380414.0,1681079954.0,,20886.204416,0.0,6173.868032,2.654208,,,,,1445.0,436229.0,17.625
,,,,,,,518,,,,,,,,,,,,8256.0,,,,,,260,0.0001,1.0,0.0,,,6.0,,1681079954.0,7.364501953125,,,,,257.0,0.5014118010003585,0.0053284449995771865,,,,
0.025194888000442006,0.10858178299986321,8506.785792,33.8,0.0,944774.0,5.0,519,1.748000000000502,0.00698263800040877,2395.4432,0.0,30.122105249034057,28504.051712,,0.356186565999451,3.0,4748.455936,5017.0,,0.0,0.7355088501534431,0.0007281499993041507,0.0,9.75,261,,,,433.0,0.03677424543186843,,1382389.0,1681079955.0,,20885.856256,0.0,6173.929472,2.654208,,,,,1450.0,437373.0,17.625
,,,,,,,520,,,,,,,,,,,,8288.0,,,,,,261,0.0001,1.0,0.0,,,6.0,,1681079955.0,7.0325927734375,,,,,258.0,0.5021522239994738,0.004478199000004679,,,,
0.0249904329994024,0.10815128299964272,,,,,,521,,0.0068995540004834766,,,,,,0.356568471999708,,,,8320.0,,,0.0007065529998726561,,,262,0.0001,1.0,0.0,,,6.0,,1681079956.0,7.3525390625,,,,,259.0,0.5016800339990368,0.004363738999927591,,,,
0.024842235000505752,,8523.321344,33.8,0.0,949115.0,5.0,522,1.7520000000004075,0.006859504999738419,2395.4432,0.0,120.91899024007164,28504.051712,,,3.015999999999991,4748.455936,5041.0,,0.0,0.9893843695717961,0.0007903420000729966,0.0,9.75,262,,,,437.0,0.05720110306880185,,1387178.0,1681079956.0,,20888.600576,0.0,6173.929472,2.654208,,,,,1455.0,439897.0,17.25
,0.10800579199985805,,,,,,523,,,,,,,,0.35630722399946535,,,,8352.0,,,,,,263,0.0001,1.0,0.0,,,6.0,,1681079957.0,7.1727294921875,,,,,260.0,0.5009241439993275,0.004119045999686932,,,,
0.02549606100001256,,8524.689408,33.9,0.0,950942.0,5.0,524,1.7539999999999054,0.007009031000052346,2395.38176,0.0,51.82025996025726,28504.051712,,,3.0279999999999916,4748.455936,5052.0,,0.0,0.46985088654705903,0.0007958500000313506,0.0,9.75,263,,,,439.0,0.008164663791460813,,1389475.0,1681079957.0,,20867.956736,0.0,6173.868032,2.654208,,,,,1457.0,441307.0,17.25
,0.10859960099969612,,,,,,525,,,,,,,,0.35378996700001153,,,,8384.0,,,,,,264,0.0001,1.0,0.0,,,6.0,,1681079958.0,7.1409912109375,,,,,261.0,0.5001454169996578,0.004454906999853847,,,,
0.024842906999765546,,8526.610432,33.9,0.0,952579.0,5.0,526,1.7560000000003129,0.006813258999500249,2395.4432,0.0,42.769101994141316,28504.051712,,,3.039999999999992,4748.455936,5071.0,,0.0,0.5893176572557931,0.0006754010000804556,0.0,9.75,264,,,,439.0,0.008160506309787322,,1391493.0,1681079958.0,,20866.031616,0.0,6173.929472,2.654208,,,,,1459.0,442518.0,17.25
,0.10988436000025104,,,,,,527,,,,,,,,0.34649826399981976,,,,8416.0,,,,,,265,0.0001,1.0,0.0,,,6.0,,1681079959.0,7.06396484375,,,,,262.0,0.4930154889998448,0.004301298000427778,,,,
0.02577655599998252,,8524.816384,33.9,0.0,954486.0,5.0,528,1.7590000000000146,0.0066600230002222816,2395.38176,0.0,44.37157834520331,28504.051712,,0.3565853939999215,3.048000000000002,4748.455936,5086.0,,0.0,0.5569990861934806,0.000816310000118392,0.0,9.75,265,,,,439.0,0.0694125570337247,,1393916.0,1681079959.0,,20867.813376,0.0,6173.868032,2.654208,,,,,1464.0,444013.0,17.25
,0.10817377700004727,,,,,,529,,,,,,,,,,,,8448.0,,,,,,266,0.0001,1.0,0.0,,,6.0,,1681079960.0,7.1866455078125,,,,,263.0,0.5024285570007123,0.00441649700042035,,,,
0.024643914999614935,0.10896730500007834,8526.860288,33.9,0.0,956026.0,5.0,530,1.761000000000422,0.006690954999612586,2395.4432,0.0,30.459970463888354,28504.051712,,0.35784868100017775,3.0560000000000116,4748.455936,5100.0,,0.0,0.49992494713687563,0.0008331779999934952,0.0,9.75,266,,,,441.0,0.0081706378836086,,1395839.0,1681079960.0,,20865.769472,0.0,6173.929472,2.654208,,,,,1466.0,445199.0,17.25
,,,,,,,531,,,,,,,,,,,,8480.0,,,,,,266,0.0001,1.0,0.0,,,6.0,,1681079960.0,7.40625,,,,,264.0,0.5035563279998314,0.0045722940003543044,,,,
0.0351506220004012,0.10853209699962463,8526.92992,33.9,0.0,957538.0,5.125,532,1.7619999999997162,0.007066058999953384,2395.38176,0.0,33.24781047746105,28504.051712,,0.34669323100024485,3.068000000000012,4748.455936,5111.0,,0.0,0.4627053878542484,0.0007330020007429994,0.0,9.75,267,,,,443.0,0.008171679435023463,,1397898.0,1681079961.0,,20865.716224,0.0,6173.868032,2.654208,,,,,1468.0,446521.0,16.875
,,,,,,,533,,,,,,,,,,,,8512.0,,,,,,267,0.0001,1.0,0.0,,,6.0,,1681079961.0,7.2857666015625,,,,,265.0,0.5034616820012161,0.005286671000249044,,,,
0.02508629799922346,0.10930293499950494,8529.42848,33.9,0.0,959394.0,5.125,534,1.7640000000001237,0.006856580999738071,2395.4432,0.0,46.68484382075143,28504.051712,,0.35558051299994986,3.0759999999999934,4748.455936,5122.0,,0.0,0.5433762007196316,0.0008036780000111321,0.0,9.75,268,,,,446.0,0.008171430684955353,,1400432.0,1681079962.0,,20863.22176,0.0,6173.929472,2.654208,,,,,1470.0,448130.0,16.875
,,,,,,,535,,,,,,,,,,,,8544.0,,,,,,268,0.0001,1.0,0.0,,,6.0,,1681079962.0,7.1611328125,,,,,266.0,0.5017534359985802,0.004123431000152777,,,,
0.024434012000710936,0.10845826999957353,,,,,,536,,0.006755858999895281,,,,,,0.35726777899981244,,,,8576.0,,,0.0008153910002874909,,,269,0.0001,1.0,0.0,,,6.0,,1681079963.0,7.05029296875,,,,,267.0,0.502153981000447,0.0044226700001672725,,,,
0.026776046000122733,,8524.55424,33.8,0.0,961140.0,5.125,537,1.7660000000005311,0.006841311999778554,2395.4432,0.0,25.194601074495235,28504.055808,,,3.087999999999994,4748.455936,5146.0,,0.0,0.8096282796364097,0.0006778369997846312,0.0,9.75,269,,,,447.0,0.01225693906637849,,1402428.0,1681079963.0,,20887.36768,0.0,6173.929472,2.654208,,,,,1473.0,449322.0,16.875
,0.10802010099996551,,,,,,538,,,,,,,,0.3522023410005204,,,,8608.0,,,,,,270,0.0001,1.0,0.0,,,6.0,,1681079964.0,7.043701171875,,,,,268.0,0.4986701059997358,0.004152468999564007,,,,
0.024594190000243543,,8525.45536,33.8,0.0,962829.0,5.125,539,1.7690000000002328,0.006798493000133021,2395.377664,0.0,45.62444085860918,28504.051712,,,3.1040000000000134,4748.455936,5156.0,,0.0,0.5508220817101881,0.0007284419998541125,0.0,9.75,270,,,,448.0,0.049026508714851424,,1404672.0,1681079964.0,,20886.458368,0.0,6173.863936,2.654208,,,,,1477.0,450693.0,16.875
,0.10834426899964456,,,,,,540,,,,,,,,0.3574796030006837,,,,8640.0,,,,,,271,0.0001,1.0,0.0,,,6.0,,1681079965.0,7.337646484375,,,,,269.0,0.5022174450004968,0.004272447999937867,,,,
0.024685225999746763,,8528.73216,33.9,0.0,964554.0,5.125,541,1.7709999999997308,0.006704053999783355,2395.439104,0.0,53.56908445220768,28504.051712,,,3.1119999999999948,4748.455936,5171.0,,0.0,0.6496723641450416,0.0006612639999730163,0.0,9.75,271,,,,449.0,0.008172079804806614,,1407106.0,1681079965.0,,20863.901696,0.0,6173.925376,2.654208,,,,,1479.0,452315.0,16.875
,0.10843233699961274,,,,,,542,,,,,,,,0.3571984340005656,,,,8672.0,,,,,,272,0.0001,1.0,0.0,,,6.0,,1681079966.0,7.2872314453125,,,,,270.0,0.5018247930001962,0.004143478000514733,,,,
0.026607705000060378,,8528.932864,33.9,0.0,966198.0,5.125,543,1.7719999999999345,0.007014284999968368,2395.377664,0.0,34.289545930264616,28504.051712,,0.353986506000183,3.1200000000000045,4748.455936,5186.0,,0.0,0.5978520261022015,0.0006830150005043834,0.0,9.875,272,,,,450.0,0.008169971505414961,,1409184.0,1681079966.0,,20863.71328,0.0,6173.863936,2.654208,,,,,1481.0,453588.0,16.5
,0.10856658300053823,,,,,,544,,,,,,,,,,,,8704.0,,,,,,273,0.0001,1.0,0.0,,,6.0,,1681079967.0,6.8885498046875,,,,,271.0,0.5011504740014061,0.004292380000151752,,,,
0.02455723200000648,0.10824225000033039,8528.994304,33.9,0.0,968190.0,5.125,545,1.774000000000342,0.00679765499990026,2395.439104,0.0,33.86819636317022,28504.051712,,0.3557914009998058,3.132000000000005,4748.455936,5211.0,,0.0,0.5417716277125265,0.0007858369999667048,0.0,9.875,273,,,,450.0,0.008171902941218391,,1411501.0,1681079967.0,,20863.655936,0.0,6173.925376,2.654208,,,,,1483.0,454972.0,16.5
,,,,,,,546,,,,,,,,,,,,8736.0,,,,,,274,0.0001,1.0,0.0,,,6.0,,1681079968.0,7.323486328125,,,,,272.0,0.5003877819999616,0.004213406999951985,,,,
0.025385881000147492,0.10949308500039479,8529.338368,33.9,0.0,969771.0,5.125,547,1.7799999999997453,0.006603992000236758,2395.377664,0.0,25.742130711965483,28504.051712,,0.3608075380006994,3.1440000000000055,4748.455936,5224.0,,0.0,0.5656257206512,0.0007506709998779115,0.0,9.875,274,,,,452.0,0.036771018320747584,,1413399.0,1681079968.0,,20863.307776,0.0,6173.863936,2.654208,,,,,1491.0,456114.0,16.5
,,,,,,,548,,,,,,,,,,,,8768.0,,,,,,274,0.0001,1.0,0.0,,,6.0,,1681079968.0,7.297119140625,,,,,273.0,0.5082668930008367,0.005225725999480346,,,,
0.024282467999910295,0.10829165900031512,8527.917056,33.9,0.0,971360.0,5.125,549,1.7820000000001528,0.00671811499978503,2395.439104,0.0,28.573878167102833,28504.051712,,0.35523324600035266,3.156000000000006,4748.455936,5265.0,,0.0,0.5279530382780739,0.0008034059992496623,0.0,9.875,275,,,,455.0,0.008171461778339262,,1415353.0,1681079969.0,,20864.729088,0.0,6173.925376,2.654208,,,,,1493.0,457280.0,16.5
,,,,,,,550,,,,,,,,,,,,8800.0,,,,,,275,0.0001,1.0,0.0,,,6.0,,1681079969.0,7.2606201171875,,,,,274.0,0.4998139319995971,0.004485037999984343,,,,
0.024577827000030084,0.10873627100045269,,,,,,551,,0.006788880999920366,,,,,,0.35725054099930276,,,,8832.0,,,0.0008304410002892837,,,276,0.0001,1.0,0.0,,,6.0,,1681079970.0,7.1768798828125,,,,,275.0,0.5025552550005159,0.00437129400052072,,,,
0.024347515999579628,,8526.19264,33.8,0.0,973134.0,5.125,552,1.7849999999998545,0.006862934000309906,2395.439104,0.0,31.319892607369894,28504.051712,,,3.171999999999997,4748.455936,5286.0,,0.0,0.551165529012697,0.0009028760005094227,0.0,9.875,276,,,,460.0,0.04494359557683384,,1417444.0,1681079970.0,,20885.58592,0.0,6173.925376,2.654208,,,,,1498.0,458560.0,16.5
,0.1083440630000041,,,,,,553,,,,,,,,0.3579679960002977,,,,8864.0,,,,,,277,0.0001,1.0,0.0,,,6.0,,1681079971.0,7.2078857421875,,,,,276.0,0.5030968690007285,0.004671484000027704,,,,
0.025280144000134896,,8523.374592,33.8,0.0,974881.0,5.125,554,1.7880000000004657,0.006668830000307935,2395.377664,0.0,35.52519183910344,28504.051712,,,3.1839999999999975,4748.455936,5300.0,,0.0,0.5605170293597461,0.0008484279996991972,0.0,9.875,277,,,,461.0,0.06946309138994684,,1419612.0,1681079971.0,,20888.543232,0.0,6173.863936,2.654208,,,,,1501.0,459820.0,16.25
,0.10837880899998709,,,,,,555,,,,,,,,0.35597989199959557,,,,8896.0,,,,,,278,0.0001,1.0,0.0,,,6.0,,1681079972.0,7.277099609375,,,,,277.0,0.5020358319998195,0.004879729000094812,,,,
0.024675820999618736,,8525.664256,33.9,0.0,976380.0,5.125,556,1.78899999999976,0.006760158000361116,2395.439104,0.0,55.60593331432803,28504.051712,,,3.1920000000000073,4748.455936,5316.0,,0.0,0.49357122145799653,0.0008958060006989399,0.0,9.875,278,,,,461.0,0.008171656113721006,,1421856.0,1681079972.0,,20866.973696,0.0,6173.925376,2.654208,,,,,1503.0,461348.0,16.25
,0.10837603900017712,,,,,,557,,,,,,,,0.3571319510001558,,,,8928.0,,,,,,279,0.0001,1.0,0.0,,,6.0,,1681079973.0,7.1832275390625,,,,,278.0,0.5025862140009849,0.004746438999973179,,,,
0.02494120200026373,,8527.118336,33.9,0.0,978080.0,5.125,558,1.7929999999996653,0.006929512999704457,2395.377664,0.0,43.89523228783969,28504.051712,,0.3561667779995332,3.2079999999999984,4748.455936,5328.0,,0.0,0.7263820981900362,0.0008884979997674236,0.0,9.875,279,,,,462.0,0.08988704151636515,,1424042.0,1681079973.0,,20865.519616,0.0,6173.863936,2.654208,,,,,1508.0,462649.0,16.25
,0.10865026999999827,,,,,,559,,,,,,,,,,,,8960.0,,,,,,280,0.0001,1.0,0.0,,,6.0,,1681079974.0,7.3343505859375,,,,,279.0,0.5022960599990256,0.0047197989997584955,,,,
0.02444430299965461,0.10829875800027366,8524.087296,33.9,0.0,980890.0,5.125,560,1.793999999999869,0.006835264000073948,2395.439104,0.0,24.317997893965934,28504.051712,,0.3619349320006222,3.216000000000008,4748.455936,5346.0,,0.0,0.6593752984220429,0.0009257560004698462,0.0,9.875,280,,,,463.0,0.008172952595039897,,1426897.0,1681079974.0,,20868.562944,0.0,6173.925376,2.654208,,,,,1510.0,464190.0,16.25
,,,,,,,561,,,,,,,,,,,,8992.0,,,,,,281,0.0001,1.0,0.0,,,6.0,,1681079975.0,7.4222412109375,,,,,280.0,0.5070504450013686,0.0046114320002743625,,,,
0.024218441999437346,0.10914122600024712,8525.565952,33.9,0.0,982489.0,5.125,562,1.7960000000002765,0.006788621999476163,2395.377664,0.0,39.343936978344246,28504.051712,,0.3577570839997861,3.2280000000000086,4748.455936,5361.0,,0.0,0.6859072433759226,0.0008944339997469797,0.0,9.875,281,,,,466.0,0.008171642509689379,,1429012.0,1681079975.0,,20867.080192,0.0,6173.863936,2.654208,,,,,1512.0,465531.0,16.25
,,,,,,,563,,,,,,,,,,,,9024.0,,,,,,281,0.0001,1.0,0.0,,,6.0,,1681079975.0,7.2742919921875,,,,,281.0,0.5034784699982993,0.004678661999605538,,,,
0.024938004999967234,0.10843931199997314,8524.566528,33.9,0.0,984258.0,5.25,564,1.7989999999999782,0.006768944999748783,2395.439104,0.0,37.35232544534632,28504.055808,,0.3541003720001754,3.240000000000009,4748.455936,5371.0,,0.0,0.7086417701483686,0.0008852159999150899,0.0,10.0,282,,,,467.0,0.020428392094163486,,1431222.0,1681079976.0,,20868.079616,0.0,6173.925376,2.654208,,,,,1516.0,466868.0,15.875
,,,,,,,565,,,,,,,,,,,,9056.0,,,,,,282,0.0001,1.0,0.0,,,6.0,,1681079976.0,7.1776123046875,,,,,282.0,0.499820611999894,0.004688762000114366,,,,
0.024167122000108066,0.10759814599987294,8525.80352,33.9,0.0,986282.0,5.25,566,1.800000000000182,0.006647370000791852,2395.373568,0.0,28.29912335111961,28504.051712,,0.35942186000011134,3.2479999999999905,4748.455936,5380.0,,0.0,0.6415164910414589,0.0009459050006626057,0.0,10.0,283,,,,469.0,0.008171879618640193,,1433626.0,1681079977.0,,20866.84672,0.0,6173.85984,2.654208,,,,,1518.0,468340.0,15.875
,,,,,,,567,,,,,,,,,,,,9088.0,,,,,,283,0.0001,1.0,0.0,,,6.0,,1681079977.0,6.9136962890625,,,,,283.0,0.5034258960013176,0.004645492999770795,,,,
0.02504774599947268,0.10789880900028948,,,,,,568,,0.006690883999908692,,,,,,0.3548217890001979,,,,9120.0,,,0.0009407970001120702,,,284,0.0001,1.0,0.0,,,6.0,,1681079978.0,7.486328125,,,,,284.0,0.4997940519997428,0.004394026999761991,,,,
0.024507821000042895,,8523.005952,33.8,0.0,988194.0,5.25,569,1.8040000000000873,0.0068342970007506665,2395.373568,0.0,36.93187664508494,28504.051712,,,3.259999999999991,4748.455936,5398.0,,0.0,0.46208146223732943,0.0008841639992169803,0.0,10.0,284,,,,472.0,0.049073142344212256,,1435957.0,1681079978.0,,20888.920064,0.0,6173.85984,2.654208,,,,,1523.0,469787.0,15.875
,0.10767191600007209,,,,,,570,,,,,,,,0.3573827789996358,,,,9152.0,,,,,,285,0.0001,1.0,0.0,,,6.0,,1681079979.0,7.1002197265625,,,,,285.0,0.5019315609997648,0.004650584000046365,,,,
0.024876847000086855,,8525.479936,33.9,0.0,989857.0,5.25,571,1.8060000000004948,0.006916743999681785,2395.435008,0.0,52.427330632761674,28504.051712,,,3.2680000000000007,4748.455936,5415.0,,0.0,0.560486253405325,0.000854060000165191,0.0,10.0,285,,,,473.0,0.0081717960471615,,1438296.0,1681079979.0,,20867.162112,0.0,6173.92128,2.654208,,,,,1525.0,471350.0,15.875
,0.10847278999972332,,,,,,572,,,,,,,,0.35660685099992406,,,,9184.0,,,,,,286,0.0001,1.0,0.0,,,6.0,,1681079980.0,7.38916015625,,,,,286.0,0.5023112449998735,0.00458395300029224,,,,
0.02551670100001502,,8525.758464,33.9,0.0,991351.0,5.25,573,1.806999999999789,0.006751081999937014,2395.373568,0.0,33.07177093356979,28504.051712,,,3.2760000000000105,4748.455936,5428.0,,0.0,0.49206117121352394,0.0008378289994652732,0.0,10.0,286,,,,473.0,0.008171228583727605,,1440231.0,1681079980.0,,20867.022848,0.0,6173.85984,2.654208,,,,,1527.0,472538.0,15.875
,0.10930383799950505,,,,,,574,,,,,,,,0.3564971450005032,,,,9216.0,,,,,,287,0.0001,1.0,0.0,,,6.0,,1681079981.0,7.2320556640625,,,,,287.0,0.5036998509995101,0.0047932560000845115,,,,
0.025195035000251664,,8526.594048,33.9,0.0,992864.0,5.25,575,1.8090000000001965,0.006911419000061869,2395.435008,0.0,27.077666718127322,28504.051712,,0.3573270329998195,3.283999999999992,4748.455936,5445.0,,0.0,0.4864836787373641,0.0009898400003294228,0.0,10.0,287,,,,474.0,0.008170429989402601,,1442156.0,1681079981.0,,20866.043904,0.0,6173.92128,2.654208,,,,,1529.0,473693.0,15.625
,0.10839618600039103,,,,,,576,,,,,,,,,,,,9248.0,,,,,,288,0.0001,1.0,0.0,,,6.0,,1681079982.0,7.241943359375,,,,,288.0,0.5035347370003365,0.004715223999482987,,,,
0.034428887000103714,0.1085506389999864,8525.914112,33.9,0.0,994493.0,5.25,577,1.8100000000004002,0.007015877999947406,2395.373568,0.0,36.99599262019001,28504.051712,,0.3454173139998602,3.2959999999999923,4748.455936,5457.0,,0.0,0.47737052986784084,0.0007011859997874126,0.0,10.0,288,,,,476.0,0.008171638626460457,,1444436.0,1681079982.0,,20866.732032,0.0,6173.85984,2.654208,,,,,1531.0,475235.0,15.625
,,,,,,,578,,,,,,,,,,,,9280.0,,,,,,289,0.0001,1.0,0.0,,,6.0,,1681079983.0,6.9615478515625,,,,,289.0,0.5010916900000666,0.004977786000381457,,,,
0.03374473999974725,0.10869854900010978,8526.127104,33.9,0.0,996343.0,5.25,579,1.8130000000001019,0.006990068000050087,2395.435008,0.0,38.84273831968534,28504.051712,,0.3526286220003385,3.3160000000000025,4748.455936,5473.0,,0.0,0.8515357596644679,0.0006775669999115053,0.0,10.0,289,,,,480.0,0.05311624478862746,,1446903.0,1681079983.0,,20866.514944,0.0,6173.92128,2.654208,,,,,1535.0,476784.0,15.625
,,,,,,,580,,,,,,,,,,,,9312.0,,,,,,289,0.0001,1.0,0.0,,,6.0,,1681079983.0,7.1387939453125,,,,,290.0,0.5079184149999492,0.00517886899979203,,,,
0.02488228699985484,0.10870151800008898,8525.893632,33.9,0.0,997873.0,5.25,581,1.8150000000005093,0.006894414999806031,2395.373568,0.0,29.363156165228695,28504.051712,,0.3562031620003836,3.3240000000000123,4748.455936,5482.0,,0.0,0.5390054213427034,0.0006801589997849078,0.0,10.0,290,,,,482.0,0.008170859386144707,,1448848.0,1681079984.0,,20866.748416,0.0,6173.85984,2.654208,,,,,1537.0,477977.0,15.625
,,,,,,,582,,,,,,,,,,,,9344.0,,,,,,290,0.0001,1.0,0.0,,,6.0,,1681079984.0,7.55517578125,,,,,291.0,0.5013942039995527,0.00403266299963434,,,,
0.024223783000707044,0.10869190399989748,,,,,,583,,0.00682127300024149,,,,,,0.35750129200005176,,,,9376.0,,,0.0006748759997208253,,,291,0.0001,1.0,0.0,,,6.0,,1681079985.0,7.3531494140625,,,,,292.0,0.5022598200011998,0.004346692000581243,,,,
0.027163382999788155,,8523.829248,33.8,0.0,999672.0,5.25,584,1.8170000000000073,0.0063928789995770785,2395.373568,0.0,30.875904986945066,28504.051712,,,3.3400000000000034,4748.455936,5506.0,,0.0,0.6371819711464821,0.0006962860006751725,0.0,10.0,291,,,,486.0,0.012227627185004012,,1451029.0,1681079985.0,,20887.945216,0.0,6173.85984,2.654208,,,,,1540.0,479303.0,15.625
,0.1079709659998116,,,,,,585,,,,,,,,0.35614619300031336,,,,9408.0,,,,,,292,0.0001,1.0,0.0,,,6.0,,1681079986.0,7.46484375,,,,,293.0,0.5026672929998313,0.004297585999665898,,,,
0.025300844999947003,,8541.700096,33.9,0.0,1001429.0,5.375,586,1.8209999999999127,0.006825847999607504,2395.435008,0.0,34.314159023600006,28504.051712,,,3.348000000000013,4748.455936,5520.0,,0.0,0.542254065899492,0.0007437379999828408,0.0,10.25,292,,,,489.0,0.08579545171457904,,1453228.0,1681079986.0,,20870.213632,0.0,6173.92128,2.654208,,,,,1545.0,480583.0,16.375
,0.10827548999986902,,,,,,587,,,,,,,,0.3628130630004307,,,,9440.0,,,,,,293,0.0001,1.0,0.0,,,6.0,,1681079987.0,7.4149169921875,,,,,294.0,0.5085652810003012,0.00460629700046411,,,,
0.02530889100034983,,8541.761536,33.9,0.0,1003432.0,5.375,588,1.8220000000001164,0.006829342999481014,2395.373568,0.0,39.443732402977915,28504.051712,,,3.3600000000000136,4748.455936,5535.0,,0.0,0.6236683633464759,0.0007906979999461328,0.0,10.25,293,,,,490.0,0.008171094502852588,,1455755.0,1681079987.0,,20851.027968,0.0,6173.85984,2.654208,,,,,1547.0,482133.0,16.375
,0.10924883600000612,,,,,,589,,,,,,,,0.35611451600016153,,,,9472.0,,,,,,294,0.0001,1.0,0.0,,,6.0,,1681079988.0,7.1737060546875,,,,,295.0,0.5028335460001472,0.0045412620002025506,,,,
0.024279840000417607,,8545.787904,33.9,0.0,1005232.0,5.375,590,1.8240000000005239,0.0069331489994510775,2395.435008,0.0,73.94366819899976,28504.051712,,0.3564980450000803,3.367999999999995,4748.455936,5553.0,,0.0,0.5551182914384202,0.0006695659994875314,0.0,10.25,294,,,,490.0,0.008170544619347204,,1458487.0,1681079988.0,,20846.862336,0.0,6173.92128,2.654208,,,,,1549.0,483959.0,16.375
,0.10889123100059805,,,,,,591,,,,,,,,,,,,9504.0,,,,,,295,0.0001,1.0,0.0,,,6.0,,1681079989.0,7.14306640625,,,,,296.0,0.5019102440001006,0.004638413000066066,,,,
0.03046740999980102,0.10844597499999509,8546.992128,33.9,0.0,1006854.0,5.375,592,1.8260000000000218,0.006883451000248897,2395.369472,0.0,35.752645407582094,28504.051712,,0.3526295530000425,3.3799999999999955,4748.455936,5570.0,,0.0,0.562958454508211,0.0008271019996755058,0.0,10.25,295,,,,492.0,0.008170729203374645,,1460598.0,1681079989.0,,20845.658112,0.0,6173.855744,2.654208,,,,,1551.0,485331.0,16.375
,,,,,,,593,,,,,,,,,,,,9536.0,,,,,,296,0.0001,1.0,0.0,,,6.0,,1681079990.0,7.1461181640625,,,,,297.0,0.5045656659995075,0.005312174999744457,,,,
0.02716193000014755,0.10847608499989292,8545.820672,33.9,0.0,1008209.0,5.375,594,1.8270000000002256,0.0068186469998181565,2395.430912,0.0,27.43191122624387,28504.051712,,0.35700032800014014,3.3880000000000052,4748.455936,5589.0,,0.0,0.4866172272616069,0.0007767820006847614,0.0,10.25,296,,,,493.0,0.008170126919180693,,1462347.0,1681079990.0,,20846.829568,0.0,6173.917184,2.654208,,,,,1553.0,486407.0,16.375
,,,,,,,595,,,,,,,,,,,,9568.0,,,,,,296,0.0001,1.0,0.0,,,6.0,,1681079990.0,7.2117919921875,,,,,298.0,0.504990978000933,0.004757206000249425,,,,
0.025572894999640994,0.10862176199952955,8547.069952,33.9,0.0,1009622.0,5.5,596,1.8320000000003347,0.006514727999274328,2395.369472,0.0,26.44513992762487,28504.051712,,0.35717393300001277,3.407999999999987,4748.455936,5604.0,,0.0,0.49244996410302144,0.0007728280006631394,0.0,10.5,297,,,,494.0,0.053105862850270996,,1464181.0,1681079991.0,,20845.580288,0.0,6173.855744,2.654208,,,,,1559.0,487524.0,17.125
,,,,,,,597,,,,,,,,,,,,9600.0,,,,,,297,0.0001,1.0,0.0,,,6.0,,1681079991.0,7.0341796875,,,,,299.0,0.5030151169985402,0.004358970999419398,,,,
0.023865113999818277,0.10840902899963112,,,,,,598,,0.006796695000048203,,,,,,0.3583252279995577,,,,9632.0,,,0.0006777990001864964,,,298,0.0001,1.0,0.0,,,6.0,,1681079992.0,7.3570556640625,,,,,300.0,0.5021242159991743,0.0040503509999325615,,,,
