03_hivemind/num_peers,03_hivemind/num_clients,03_hivemind/global_epoch,04_peers/peer_2_epoch_oos,03_hivemind/epoch_based_sps,03_hivemind/total_training_samples,03_hivemind/optimistic_total_samples_per_second,03_hivemind/next_fetch_time_s,04_peers/peer_2_samples_accumulated,03_hivemind/actual_total_samples_per_second,_runtime,03_hivemind/epoch_s,04_peers/peer_2_epoch,03_hivemind/undershot_TBS,04_peers/peer_1_epoch_oos,04_peers/peer_2_samples_per_second,03_hivemind/estimated_current_samples,_step,_timestamp,03_hivemind/eta_next_epoch_s,03_hivemind/per_epoch_training_samples,04_peers/peer_1_epoch,03_hivemind/reached_TBS,03_hivemind/overshot_TBS,04_peers/peer_1_samples_per_second,04_peers/peer_1_samples_accumulated,03_hivemind/global_samples_accumulated
2,0,0,0.0,,,1500.8052314918432,0.5,1024.0,1500.8052314918432,71,,0.0,,0.0,67.83,44283,23,1681407833.0,0.0,,0.0,,,1432.97,32000.0,33024
2,0,0,0.0,,,1500.8052314918432,0.5,1024.0,1500.8052314918432,72,,0.0,,0.0,67.83,45850,24,1681407834.0,0.0,,0.0,,,1432.97,32000.0,33024
2,0,0,0.0,,,1500.8052314918432,0.5,1024.0,1500.8052314918432,73,,0.0,,0.0,67.83,47413,25,1681407835.0,0.0,,0.0,,,1432.97,32000.0,33024
2,0,0,0.0,,,1500.8052314918432,0.5,1024.0,1500.8052314918432,74,,0.0,,0.0,67.83,48978,26,1681407836.0,0.0,,0.0,,,1432.97,32000.0,33024
2,0,0,0.0,,,1500.8052314918432,0.5,1024.0,1500.8052314918432,75,,0.0,,0.0,67.83,50538,27,1681407837.0,0.0,,0.0,,,1432.97,32000.0,33024
2,0,0,0.0,,,1500.8052314918432,0.5,1024.0,1500.8052314918432,77,,0.0,,0.0,67.83,52106,28,1681407839.0,0.0,,0.0,,,1432.97,32000.0,33024
2,0,0,0.0,,,1500.8052314918432,0.5,1024.0,1500.8052314918432,78,,0.0,,0.0,67.83,53672,29,1681407840.0,0.0,,0.0,,,1432.97,32000.0,33024
2,0,0,0.0,,,1500.8052314918432,0.5,1024.0,1500.8052314918432,79,,0.0,,0.0,67.83,55255,30,1681407841.0,0.0,,0.0,,,1432.97,32000.0,33024
2,0,0,0.0,,,1500.8052314918432,0.5,1024.0,1500.8052314918432,80,,0.0,,0.0,67.83,56832,31,1681407842.0,0.0,,0.0,,,1432.97,32000.0,33024
2,0,0,0.0,,,1500.8052314918432,0.5,1024.0,1500.8052314918432,81,,0.0,,0.0,67.83,58400,32,1681407843.0,0.0,,0.0,,,1432.97,32000.0,33024
2,0,0,0.0,,,1500.8052314918432,0.5,1024.0,1500.8052314918432,82,,0.0,,0.0,67.83,59968,33,1681407844.0,0.0,,0.0,,,1432.97,32000.0,33024
2,0,0,0.0,,,1500.8052314918432,0.5,1024.0,1500.8052314918432,83,,0.0,,0.0,67.83,61532,34,1681407845.0,0.0,,0.0,,,1432.97,32000.0,33024
2,0,0,0.0,,,1500.8052314918432,0.5,1024.0,1500.8052314918432,84,,0.0,,0.0,67.83,63099,35,1681407846.0,0.0,,0.0,,,1432.97,32000.0,33024
2,0,0,0.0,,,1500.8052314918432,0.5,1024.0,1500.8052314918432,85,,0.0,,0.0,67.83,64663,36,1681407847.0,0.0,,0.0,,,1432.97,32000.0,33024
2,0,0,0.0,,,1500.8052314918432,0.5,1024.0,1500.8052314918432,86,,0.0,,0.0,67.83,66228,37,1681407848.0,0.0,,0.0,,,1432.97,32000.0,33024
2,0,0,0.0,,,1500.8052314918432,0.5,1024.0,1500.8052314918432,87,,0.0,,0.0,67.83,67791,38,1681407849.0,0.0,,0.0,,,1432.97,32000.0,33024
2,0,0,0.0,,,1500.8052314918432,0.5,1024.0,1500.8052314918432,88,,0.0,,0.0,67.83,69353,39,1681407850.0,0.0,,0.0,,,1432.97,32000.0,33024
2,0,0,0.0,,,1500.8052314918432,0.5,1024.0,1500.8052314918432,89,,0.0,,0.0,67.83,70933,40,1681407851.0,0.0,,0.0,,,1432.97,32000.0,33024
2,0,0,0.0,,,1500.8052314918432,0.5,1024.0,1500.8052314918432,90,,0.0,,0.0,67.83,72492,41,1681407852.0,0.0,,0.0,,,1432.97,32000.0,33024
2,0,0,0.0,,,1500.8052314918432,0.5,1024.0,1500.8052314918432,91,,0.0,,0.0,67.83,74058,42,1681407853.0,0.0,,0.0,,,1432.97,32000.0,33024
2,0,0,0.0,,,1500.8052314918432,0.5,1024.0,1500.8052314918432,92,,0.0,,0.0,67.83,75624,43,1681407854.0,0.0,,0.0,,,1432.97,32000.0,33024
2,0,0,0.0,,,1500.8052314918432,0.5,1024.0,1500.8052314918432,93,,0.0,,0.0,67.83,77187,44,1681407855.0,0.0,,0.0,,,1432.97,32000.0,33024
2,0,0,0.0,,,1500.8052314918432,0.5,1024.0,1500.8052314918432,94,,0.0,,0.0,67.83,78757,45,1681407856.0,0.0,,0.0,,,1432.97,32000.0,33024
2,0,0,0.0,,,1500.8052314918432,0.5,1024.0,1500.8052314918432,95,,0.0,,0.0,67.83,80323,46,1681407857.0,0.0,,0.0,,,1432.97,32000.0,33024
2,0,0,0.0,,,1500.8052314918432,0.5,1024.0,1500.8052314918432,96,,0.0,,0.0,67.83,81887,47,1681407858.0,0.0,,0.0,,,1432.97,32000.0,33024
2,0,0,0.0,,,1500.8052314918432,0.5,1024.0,1500.8052314918432,97,,0.0,,0.0,67.83,83452,48,1681407859.0,0.0,,0.0,,,1432.97,32000.0,33024
2,0,0,0.0,,,1500.8052314918432,0.5,1024.0,1500.8052314918432,98,,0.0,,0.0,67.83,85014,49,1681407860.0,0.0,,0.0,,,1432.97,32000.0,33024
2,0,0,0.0,,,1500.8052314918432,0.5,1024.0,1500.8052314918432,100,,0.0,,0.0,67.83,86580,50,1681407862.0,0.0,,0.0,,,1432.97,32000.0,33024
2,0,0,0.0,,,1500.8052314918432,0.5,1024.0,1500.8052314918432,101,,0.0,,0.0,67.83,88150,51,1681407863.0,0.0,,0.0,,,1432.97,32000.0,33024
2,0,0,0.0,,,1500.8052314918432,0.5,1024.0,1500.8052314918432,102,,0.0,,0.0,67.83,89719,52,1681407864.0,0.0,,0.0,,,1432.97,32000.0,33024
2,0,0,0.0,,,1500.8052314918432,0.5,1024.0,1500.8052314918432,103,,0.0,,0.0,67.83,91296,53,1681407865.0,0.0,,0.0,,,1432.97,32000.0,33024
2,0,0,0.0,,,1500.8052314918432,0.5,1024.0,1500.8052314918432,104,,0.0,,0.0,67.83,92862,54,1681407866.0,0.0,,0.0,,,1432.97,32000.0,33024
2,0,0,0.0,,,1500.8052314918432,0.5,1024.0,1500.8052314918432,105,,0.0,,0.0,67.83,94439,55,1681407867.0,0.0,,0.0,,,1432.97,32000.0,33024
2,0,0,0.0,,,1500.8052314918432,0.5,1024.0,1500.8052314918432,106,,0.0,,0.0,67.83,96010,56,1681407868.0,0.0,,0.0,,,1432.97,32000.0,33024
2,0,0,0.0,,,1500.8052314918432,0.5,1024.0,1500.8052314918432,107,,0.0,,0.0,67.83,97579,57,1681407869.0,0.0,,0.0,,,1432.97,32000.0,33024
2,0,0,0.0,,,1500.8052314918432,0.5,1024.0,1500.8052314918432,111,,0.0,,0.0,67.83,103646,58,1681407873.0,0.0,,0.0,,,1432.97,32000.0,33024
2,0,0,0.0,,,1500.8052314918432,0.5,1024.0,1500.8052314918432,112,,0.0,,0.0,67.83,105209,59,1681407874.0,0.0,,0.0,,,1432.97,32000.0,33024
2,0,0,0.0,,,1500.8052314918432,0.5,1024.0,1500.8052314918432,113,,0.0,,0.0,67.83,106787,60,1681407875.0,0.0,,0.0,,,1432.97,32000.0,33024
2,0,1,0.0,,,1333.3866035514782,9.72,1024.0,1333.3866035514782,114,,0.0,,0.0,67.83,364,61,1681407876.0,24.3,,0.0,,,1432.97,32000.0,256
2,0,1,0.0,474.18993059942727,33024.0,1272.3179491809065,9.8,0.0,1272.3179491809065,115,69.64298031013459,1.0,0.0,0.0,67.83,1608,62,1681407877.0,24.49,33024.0,1.0,0.0,1.0,1265.55,256.0,1120
2,0,1,0.0,,,1401.46203664898,8.45,96.0,1401.46203664898,116,,1.0,,0.0,73.5,3178,63,1681407878.0,21.11,,1.0,,,1198.82,1024.0,3040
2,0,1,0.0,,,1618.5951451765939,6.82,224.0,1618.5951451765939,117,,1.0,,0.0,82.91,5167,64,1681407879.0,17.05,,1.0,,,1318.55,2816.0,4896
2,0,1,0.0,,,1804.5865877510682,5.65,288.0,1804.5865877510682,118,,1.0,,0.0,87.27,7272,65,1681407880.0,14.13,,1.0,,,1531.32,4608.0,6560
2,0,1,0.0,,,1813.9373848493383,5.2,416.0,1813.9373848493383,119,,1.0,,0.0,87.52,9189,66,1681407881.0,13.0,,1.0,,,1717.07,6144.0,6688
2,0,1,0.0,,,1255.0193783360974,7.68,544.0,1255.0193783360974,120,,1.0,,0.0,96.87,8681,67,1681407882.0,19.19,,1.0,,,1717.07,6144.0,8576
2,0,1,0.0,,,1148.3093389234978,8.06,640.0,1148.3093389234978,121,,1.0,,0.0,93.77,9616,68,1681407883.0,20.16,,1.0,,,1161.25,7936.0,9408
2,0,1,0.0,,,1261.3243050055883,6.83,704.0,1261.3243050055883,122,,1.0,,0.0,84.85,11236,69,1681407884.0,17.07,,1.0,,,1063.46,8704.0,11072
2,0,1,0.0,,,1438.7081022528887,5.47,832.0,1438.7081022528887,123,,1.0,,0.0,94.69,13087,70,1681407885.0,13.68,,1.0,,,1166.63,10240.0,12992
2,0,1,0.0,,,1575.8378230805297,4.54,960.0,1575.8378230805297,124,,1.0,,0.0,102.41,14891,71,1681407886.0,11.34,,1.0,,,1336.3,12032.0,14656
2,0,1,0.0,,,1439.6698316800519,4.6,1088.0,1439.6698316800519,126,,1.0,,0.0,108.18,16198,72,1681407888.0,11.51,,1.0,,,1467.66,13568.0,16064
2,0,1,0.0,,,1458.973488816026,4.1,1216.0,1458.973488816026,127,,1.0,,0.0,112.31,17828,73,1681407889.0,10.24,,1.0,,,1327.36,14848.0,17728
2,0,1,0.0,,,1682.9363307974327,3.07,1344.0,1682.9363307974327,128,,1.0,,0.0,115.22,19870,74,1681407890.0,7.66,,1.0,,,1343.76,16384.0,19616
2,0,1,0.0,,,1558.3066201775603,2.96,1440.0,1558.3066201775603,129,,1.0,,0.0,116.7,21246,75,1681407891.0,7.39,,1.0,,,1566.24,18176.0,21024
2,0,1,0.0,,,1544.1456883143508,2.57,1568.0,1544.1456883143508,130,,1.0,,0.0,118.19,22847,76,1681407892.0,6.43,,1.0,,,1440.11,19456.0,22688
2,0,1,0.0,,,1531.3060456654534,2.16,1696.0,1531.3060456654534,131,,1.0,,0.0,119.1,24486,77,1681407893.0,5.41,,1.0,,,1425.05,20992.0,24352
2,0,1,0.0,,,1641.48625562249,1.57,1824.0,1641.48625562249,132,,1.0,,0.0,119.67,26338,78,1681407894.0,3.92,,1.0,,,1411.63,22528.0,26016
2,0,1,0.0,,,1635.7308527842185,1.17,1952.0,1635.7308527842185,133,,1.0,,0.0,120.2,28004,79,1681407895.0,2.91,,1.0,,,1521.28,24064.0,27680
2,0,1,0.0,,,1586.4249129380298,0.8,2080.0,1586.4249129380298,134,,1.0,,0.0,120.52,29599,80,1681407896.0,2.0,,1.0,,,1515.21,25600.0,29344
2,0,1,0.0,,,1571.4301348047281,0.5,2208.0,1571.4301348047281,135,,1.0,,0.0,120.74,31258,81,1681407897.0,0.96,,1.0,,,1465.69,27136.0,31008
2,0,1,0.0,,,1663.000462493459,0.5,2336.0,1663.000462493459,136,,1.0,,0.0,120.79,33118,82,1681407898.0,0.0,,1.0,,,1450.64,28672.0,32928
2,0,1,0.0,,,1663.000462493459,0.5,2464.0,1663.000462493459,137,,1.0,,0.0,120.86,34851,83,1681407899.0,0.0,,1.0,,,1542.14,30464.0,32928
2,0,1,0.0,,,1663.000462493459,0.5,2464.0,1663.000462493459,138,,1.0,,0.0,120.86,36579,84,1681407900.0,0.0,,1.0,,,1542.14,30464.0,32928
2,0,1,0.0,,,1663.000462493459,0.5,2464.0,1663.000462493459,139,,1.0,,0.0,120.86,38308,85,1681407901.0,0.0,,1.0,,,1542.14,30464.0,32928
2,0,1,0.0,,,1663.000462493459,0.5,2464.0,1663.000462493459,140,,1.0,,0.0,120.86,40045,86,1681407902.0,0.0,,1.0,,,1542.14,30464.0,32928
2,0,1,0.0,,,1663.000462493459,0.5,2464.0,1663.000462493459,141,,1.0,,0.0,120.86,41775,87,1681407903.0,0.0,,1.0,,,1542.14,30464.0,32928
2,0,1,0.0,,,1663.000462493459,0.5,2464.0,1663.000462493459,142,,1.0,,0.0,120.86,43501,88,1681407904.0,0.0,,1.0,,,1542.14,30464.0,32928
2,0,1,0.0,,,1663.000462493459,0.5,2464.0,1663.000462493459,143,,1.0,,0.0,120.86,45233,89,1681407905.0,0.0,,1.0,,,1542.14,30464.0,32928
2,0,1,0.0,,,1663.000462493459,0.5,2464.0,1663.000462493459,144,,1.0,,0.0,120.86,46967,90,1681407906.0,0.0,,1.0,,,1542.14,30464.0,32928
2,0,1,0.0,,,1663.000462493459,0.5,2464.0,1663.000462493459,145,,1.0,,0.0,120.86,48699,91,1681407907.0,0.0,,1.0,,,1542.14,30464.0,32928
2,0,1,0.0,,,1663.000462493459,0.5,2464.0,1663.000462493459,146,,1.0,,0.0,120.86,50428,92,1681407908.0,0.0,,1.0,,,1542.14,30464.0,32928
2,0,1,0.0,,,1663.000462493459,0.5,2464.0,1663.000462493459,147,,1.0,,0.0,120.86,52161,93,1681407909.0,0.0,,1.0,,,1542.14,30464.0,32928
2,0,1,0.0,,,1663.000462493459,0.5,2464.0,1663.000462493459,148,,1.0,,0.0,120.86,53891,94,1681407910.0,0.0,,1.0,,,1542.14,30464.0,32928
2,0,1,0.0,,,1663.000462493459,0.5,2464.0,1663.000462493459,149,,1.0,,0.0,120.86,55620,95,1681407911.0,0.0,,1.0,,,1542.14,30464.0,32928
2,0,1,0.0,,,1663.000462493459,0.5,2464.0,1663.000462493459,150,,1.0,,0.0,120.86,57354,96,1681407912.0,0.0,,1.0,,,1542.14,30464.0,32928
2,0,1,0.0,,,1663.000462493459,0.5,2464.0,1663.000462493459,152,,1.0,,0.0,120.86,59092,97,1681407914.0,0.0,,1.0,,,1542.14,30464.0,32928
2,0,1,0.0,,,1663.000462493459,0.5,2464.0,1663.000462493459,153,,1.0,,0.0,120.86,60824,98,1681407915.0,0.0,,1.0,,,1542.14,30464.0,32928
2,0,1,0.0,,,1663.000462493459,0.5,2464.0,1663.000462493459,154,,1.0,,0.0,120.86,62558,99,1681407916.0,0.0,,1.0,,,1542.14,30464.0,32928
2,0,1,0.0,,,1663.000462493459,0.5,2464.0,1663.000462493459,155,,1.0,,0.0,120.86,64293,100,1681407917.0,0.0,,1.0,,,1542.14,30464.0,32928
2,0,1,0.0,,,1663.000462493459,0.5,2464.0,1663.000462493459,156,,1.0,,0.0,120.86,66022,101,1681407918.0,0.0,,1.0,,,1542.14,30464.0,32928
2,0,1,0.0,,,1663.000462493459,0.5,2464.0,1663.000462493459,157,,1.0,,0.0,120.86,67750,102,1681407919.0,0.0,,1.0,,,1542.14,30464.0,32928
2,0,1,0.0,,,1663.000462493459,0.5,2464.0,1663.000462493459,158,,1.0,,0.0,120.86,69492,103,1681407920.0,0.0,,1.0,,,1542.14,30464.0,32928
2,0,1,0.0,,,1663.000462493459,0.5,2464.0,1663.000462493459,159,,1.0,,0.0,120.86,71220,104,1681407921.0,0.0,,1.0,,,1542.14,30464.0,32928
2,0,1,0.0,,,1663.000462493459,0.5,2464.0,1663.000462493459,160,,1.0,,0.0,120.86,72957,105,1681407922.0,0.0,,1.0,,,1542.14,30464.0,32928
2,0,1,0.0,,,1663.000462493459,0.5,2464.0,1663.000462493459,161,,1.0,,0.0,120.86,74691,106,1681407923.0,0.0,,1.0,,,1542.14,30464.0,32928
2,0,1,0.0,,,1663.000462493459,0.5,2464.0,1663.000462493459,162,,1.0,,0.0,120.86,76421,107,1681407924.0,0.0,,1.0,,,1542.14,30464.0,32928
2,0,1,0.0,,,1663.000462493459,0.5,2464.0,1663.000462493459,163,,1.0,,0.0,120.86,78153,108,1681407925.0,0.0,,1.0,,,1542.14,30464.0,32928
2,0,1,0.0,,,1663.000462493459,0.5,2464.0,1663.000462493459,164,,1.0,,0.0,120.86,79882,109,1681407926.0,0.0,,1.0,,,1542.14,30464.0,32928
2,0,1,0.0,,,1663.000462493459,0.5,2464.0,1663.000462493459,165,,1.0,,0.0,120.86,81615,110,1681407927.0,0.0,,1.0,,,1542.14,30464.0,32928
2,0,1,0.0,,,1663.000462493459,0.5,2464.0,1663.000462493459,166,,1.0,,0.0,120.86,83368,111,1681407928.0,0.0,,1.0,,,1542.14,30464.0,32928
2,0,1,0.0,,,1663.000462493459,0.5,2464.0,1663.000462493459,167,,1.0,,0.0,120.86,85102,112,1681407929.0,0.0,,1.0,,,1542.14,30464.0,32928
2,0,1,0.0,,,1663.000462493459,0.5,2464.0,1663.000462493459,168,,1.0,,0.0,120.86,86835,113,1681407930.0,0.0,,1.0,,,1542.14,30464.0,32928
2,0,2,0.0,,,1663.000462493459,7.84,2464.0,1663.000462493459,169,,1.0,,0.0,120.86,189,114,1681407931.0,19.59,,1.0,,,1542.14,30464.0,0
2,0,2,0.0,595.900711543218,65952.0,1384.4994647517394,9.13,0.0,1384.4994647517394,170,55.25752757489681,2.0,0.0,0.0,120.86,1177,115,1681407932.0,22.82,32928.0,2.0,0.0,2.0,1542.14,0.0,576
2,0,2,0.0,,,1439.3685544293992,8.38,64.0,1439.3685544293992,171,,2.0,,0.0,100.22,2626,116,1681407933.0,20.94,,2.0,,,1284.28,512.0,2496
2,0,2,0.0,,,1665.805362705165,6.75,192.0,1665.805362705165,172,,2.0,,0.0,108.19,4660,117,1681407934.0,16.87,,2.0,,,1331.18,2304.0,4416
2,0,2,0.0,,,1888.2163008090993,5.49,320.0,1888.2163008090993,173,,2.0,,0.0,112.32,6873,118,1681407935.0,13.71,,2.0,,,1553.48,4096.0,6592
2,0,2,0.0,,,1996.5692767783867,4.75,448.0,1996.5692767783867,174,,2.0,,0.0,115.18,9070,119,1681407936.0,11.87,,2.0,,,1773.04,6144.0,8512
2,0,2,0.0,,,1971.516858328534,4.4,576.0,1971.516858328534,176,,2.0,,0.0,117.11,11065,120,1681407938.0,11.01,,2.0,,,1879.46,7936.0,8544
2,0,2,0.0,,,1028.0431999886378,8.97,608.0,1028.0431999886378,177,,2.0,,0.0,92.06,9719,121,1681407939.0,22.42,,2.0,,,1879.46,7936.0,8864
2,0,2,0.0,,,818.2439572614356,10.0,672.0,818.2439572614356,178,,2.0,,0.0,96.52,9866,122,1681407940.0,27.99,,2.0,,,931.52,8192.0,9248
2,0,2,0.0,,,703.5880525259421,10.0,800.0,703.5880525259421,179,,2.0,,0.0,94.32,10128,123,1681407941.0,32.18,,2.0,,,723.93,8448.0,9632
2,0,2,0.0,,,640.6391839567577,10.0,928.0,640.6391839567577,180,,2.0,,0.0,102.12,10490,124,1681407942.0,34.77,,2.0,,,601.47,8704.0,10016
2,0,2,0.0,,,564.6113851051689,10.0,1056.0,564.6113851051689,181,,2.0,,0.0,107.89,10693,125,1681407943.0,39.1,,2.0,,,532.75,8960.0,10656
2,0,2,0.0,,,567.4589602991554,10.0,1184.0,567.4589602991554,182,,2.0,,0.0,112.01,11290,126,1681407944.0,37.85,,2.0,,,452.6,9472.0,10784
2,0,2,0.0,,,529.456026699786,10.0,1312.0,529.456026699786,183,,2.0,,0.0,114.86,11600,127,1681407945.0,39.98,,2.0,,,452.6,9472.0,11168
2,0,2,0.0,,,487.2645340733534,10.0,1440.0,487.2645340733534,184,,2.0,,0.0,116.81,11833,128,1681407946.0,42.96,,2.0,,,412.65,9728.0,11808
2,0,2,0.0,,,470.1669367824541,10.0,1568.0,470.1669367824541,185,,2.0,,0.0,118.2,12214,129,1681407947.0,43.72,,2.0,,,369.06,10240.0,12160
2,0,2,0.0,,,457.99283596946003,10.0,1664.0,457.99283596946003,186,,2.0,,0.0,118.94,12608,130,1681407948.0,44.02,,2.0,,,351.22,10496.0,12544
2,0,2,0.0,,,447.3373892139184,10.0,1792.0,447.3373892139184,187,,2.0,,0.0,119.97,13002,131,1681407949.0,44.19,,2.0,,,338.02,10752.0,12928
2,0,2,0.0,,,437.94789167456497,10.0,1920.0,437.94789167456497,188,,2.0,,0.0,120.2,13391,132,1681407950.0,44.24,,2.0,,,327.13,11008.0,13312
2,0,2,0.0,,,430.67651374415226,10.0,2048.0,430.67651374415226,189,,2.0,,0.0,120.34,13787,133,1681407951.0,44.07,,2.0,,,317.61,11264.0,13696
2,0,2,0.0,,,424.46006161300767,10.0,2176.0,424.46006161300767,190,,2.0,,0.0,120.54,14181,134,1681407952.0,43.79,,2.0,,,310.14,11520.0,14080
2,0,2,0.0,,,419.8635408042652,10.0,2304.0,419.8635408042652,194,,2.0,,0.0,120.65,15844,135,1681407956.0,40.31,,2.0,,,303.81,11776.0,14464
2,0,2,0.0,,,404.54244454537957,10.0,2432.0,404.54244454537957,195,,2.0,,0.0,120.74,16119,136,1681407957.0,41.16,,2.0,,,299.12,12032.0,16000
2,0,2,0.0,,,400.6704196662538,10.0,2944.0,400.6704196662538,196,,2.0,,0.0,120.96,16503,137,1681407958.0,40.59,,2.0,,,283.58,13056.0,16352
2,0,2,0.0,,,397.1140211282383,10.0,3040.0,397.1140211282383,197,,2.0,,0.0,120.96,16887,138,1681407959.0,39.99,,2.0,,,279.71,13312.0,16736
2,0,2,0.0,,,396.09862471611143,10.0,3168.0,396.09862471611143,198,,2.0,,0.0,120.98,17292,139,1681407960.0,39.07,,2.0,,,276.14,13568.0,17120
2,0,2,0.0,,,392.83441656752717,10.0,3296.0,392.83441656752717,199,,2.0,,0.0,120.93,17673,140,1681407961.0,38.43,,2.0,,,275.17,13824.0,17504
2,0,2,0.0,,,391.42122221126675,10.0,3424.0,391.42122221126675,200,,2.0,,0.0,120.81,18068,141,1681407962.0,37.56,,2.0,,,272.02,14080.0,17888
2,0,2,0.0,,,392.7950350016173,10.0,3552.0,392.7950350016173,201,,2.0,,0.0,120.81,18492,142,1681407963.0,36.35,,2.0,,,270.61,14336.0,18272
2,0,2,0.0,,,390.87848087941677,10.0,3680.0,390.87848087941677,203,,2.0,,0.0,120.7,18883,143,1681407965.0,35.52,,2.0,,,272.09,14592.0,18656
2,0,2,0.0,,,389.0899399011977,10.0,3808.0,389.0899399011977,204,,2.0,,0.0,120.55,19275,144,1681407966.0,34.68,,2.0,,,270.33,14848.0,19040
2,0,2,0.0,,,387.3166053067138,10.0,3936.0,387.3166053067138,205,,2.0,,0.0,120.57,19661,145,1681407967.0,33.84,,2.0,,,268.52,15104.0,19424
2,0,2,0.0,,,387.4350405784968,10.0,4064.0,387.4350405784968,206,,2.0,,0.0,120.63,20065,146,1681407968.0,32.79,,2.0,,,266.68,15360.0,19808
2,0,2,0.0,,,384.55714559224884,10.0,4192.0,384.55714559224884,207,,2.0,,0.0,120.68,20439,147,1681407969.0,32.06,,2.0,,,266.75,15616.0,20192
