03_hivemind/global_epoch,03_hivemind/undershot_TBS,04_peers/peer_1_epoch_oos,03_hivemind/epoch_s,03_hivemind/eta_next_epoch_s,04_peers/peer_1_epoch,04_peers/peer_3_epoch_oos,04_peers/peer_1_samples_per_second,03_hivemind/actual_total_samples_per_second,03_hivemind/global_samples_accumulated,03_hivemind/per_epoch_training_samples,_timestamp,03_hivemind/num_clients,03_hivemind/epoch_based_sps,04_peers/peer_2_samples_accumulated,_step,04_peers/peer_1_samples_accumulated,04_peers/peer_3_samples_accumulated,03_hivemind/optimistic_total_samples_per_second,04_peers/peer_3_epoch,03_hivemind/overshot_TBS,03_hivemind/next_fetch_time_s,04_peers/peer_3_samples_per_second,03_hivemind/total_training_samples,03_hivemind/estimated_current_samples,_runtime,03_hivemind/num_peers,04_peers/peer_2_epoch,03_hivemind/reached_TBS,04_peers/peer_2_epoch_oos,04_peers/peer_2_samples_per_second
0,,0.0,,42.18,0.0,0.0,92.59,442.5560601663482,13888,,1681398637.0,0,,3552.0,30,4224.0,5376.0,442.5560601663482,0.0,,10.0,236.8,,14103,87,3,0.0,,0.0,95.04
0,,0.0,,40.29,0.0,0.0,92.52,448.64847973801125,14368,,1681398638.0,0,,3648.0,31,4352.0,5888.0,448.64847973801125,0.0,,10.0,255.02,,14693,88,3,0.0,,0.0,95.01
0,,0.0,,37.34,0.0,0.0,92.46,465.2864856240062,15072,,1681398639.0,0,,3776.0,32,4448.0,6144.0,465.2864856240062,0.0,,10.0,261.38,,15393,89,3,0.0,,0.0,94.81
0,,0.0,,35.22,0.0,0.0,92.47,474.93337205655706,15840,,1681398640.0,0,,3872.0,33,4544.0,6656.0,474.93337205655706,0.0,,10.0,278.05,,16042,90,3,0.0,,0.0,94.77
0,,0.0,,33.47,0.0,0.0,92.42,481.1484562706137,16288,,1681398641.0,0,,4000.0,34,4672.0,7168.0,481.1484562706137,0.0,,10.0,287.72,,16665,91,3,0.0,,0.0,94.78
0,,0.0,,31.34,0.0,0.0,92.37,492.27199353017494,17056,,1681398642.0,0,,4096.0,35,4768.0,7424.0,492.27199353017494,0.0,,10.0,294.1,,17342,92,3,0.0,,0.0,94.67
0,,0.0,,29.63,0.0,0.0,92.35,498.851932791995,17760,,1681398644.0,0,,4224.0,36,4896.0,7936.0,498.851932791995,0.0,,10.0,305.34,,17988,94,3,0.0,,0.0,94.58
0,,0.0,,28.06,0.0,0.0,92.26,503.96124098472393,18272,,1681398645.0,0,,4320.0,37,4992.0,8448.0,503.96124098472393,0.0,,10.0,312.02,,18629,95,3,0.0,,0.0,94.57
0,,0.0,,26.5,0.0,0.0,92.24,509.0564730870657,18976,,1681398646.0,0,,4448.0,38,5120.0,8704.0,509.0564730870657,0.0,,10.0,317.12,,19276,96,3,0.0,,0.0,94.6
0,,0.0,,24.74,0.0,0.0,92.2,517.802408691178,19744,,1681398647.0,0,,4544.0,39,5216.0,9216.0,517.802408691178,0.0,,10.0,322.32,,19960,97,3,0.0,,0.0,94.53
0,,0.0,,23.55,0.0,0.0,92.12,517.6891409106255,20192,,1681398648.0,0,,4672.0,40,5344.0,9728.0,517.6891409106255,0.0,,10.0,331.24,,20578,98,3,0.0,,0.0,94.44
0,,0.0,,22.01,0.0,0.0,92.11,523.45355314787,20928,,1681398650.0,0,,4768.0,41,5440.0,9984.0,523.45355314787,0.0,,10.0,331.13,,21246,100,3,0.0,,0.0,94.45
0,,0.0,,20.68,0.0,0.0,92.14,525.8473444291171,21664,,1681398651.0,0,,4896.0,42,5536.0,10496.0,525.8473444291171,0.0,,10.0,336.82,,21893,101,3,0.0,,0.0,94.49
0,,0.0,,19.32,0.0,0.0,92.23,529.0225146807068,22144,,1681398652.0,0,,4992.0,43,5664.0,11008.0,529.0225146807068,0.0,,9.66,339.06,,22550,102,3,0.0,,0.0,94.56
0,,0.0,,18.64,0.0,0.0,92.28,518.5337657336786,22880,,1681398653.0,0,,5120.0,44,5760.0,11264.0,518.5337657336786,0.0,,9.32,342.28,,23101,103,3,0.0,,0.0,94.46
0,,0.0,,17.28,0.0,0.0,92.21,521.9199877587049,23360,,1681398654.0,0,,5216.0,45,5888.0,11776.0,521.9199877587049,0.0,,8.64,331.96,,23750,104,3,0.0,,0.0,94.36
0,,0.0,,16.24,0.0,0.0,92.29,519.0445553129232,24096,,1681398656.0,0,,5344.0,46,5984.0,12032.0,519.0445553129232,0.0,,8.12,335.36,,24341,106,3,0.0,,0.0,94.28
0,,0.0,,16.0,0.0,0.0,92.27,498.84910017740003,24576,,1681398657.0,0,,5440.0,47,6112.0,12544.0,498.84910017740003,0.0,,8.0,332.49,,24788,107,3,0.0,,0.0,94.28
0,,0.0,,14.55,0.0,0.0,92.3,504.30182988876385,25056,,1681398658.0,0,,5568.0,48,6208.0,12800.0,504.30182988876385,0.0,,7.28,312.33,,25428,108,3,0.0,,0.0,94.22
0,,0.0,,14.7,0.0,0.0,92.22,476.15686230098987,25536,,1681398659.0,0,,5664.0,49,6336.0,13056.0,476.15686230098987,0.0,,7.35,317.9,,25767,109,3,0.0,,0.0,94.19
0,,0.0,,13.18,0.0,0.0,92.13,483.00320425970415,25984,,1681398660.0,0,,5792.0,50,6432.0,13312.0,483.00320425970415,0.0,,6.59,289.82,,26402,110,3,0.0,,0.0,94.2
0,,0.0,,11.76,0.0,0.0,92.12,488.26168643888144,26752,,1681398662.0,0,,5888.0,51,6528.0,13568.0,488.26168643888144,0.0,,5.88,296.75,,27027,112,3,0.0,,0.0,94.14
0,,0.0,,10.23,0.0,0.0,92.08,496.7180853911998,27488,,1681398663.0,0,,6016.0,52,6656.0,14080.0,496.7180853911998,0.0,,5.11,302.04,,27689,113,3,0.0,,0.0,94.14
0,,0.0,,9.17,0.0,0.0,92.08,492.9561619350643,27968,,1681398664.0,0,,6144.0,53,6752.0,14592.0,492.9561619350643,0.0,,4.58,310.55,,28249,114,3,0.0,,0.0,94.09
0,,0.0,,7.62,0.0,0.0,92.06,503.2161217498646,28704,,1681398665.0,0,,6240.0,54,6880.0,14848.0,503.2161217498646,0.0,,3.81,306.83,,28934,115,3,0.0,,0.0,94.07
0,,0.0,,6.37,0.0,0.0,92.06,504.94023408831345,29184,,1681398666.0,0,,6368.0,55,6976.0,15360.0,504.94023408831345,0.0,,3.19,317.06,,29551,116,3,0.0,,0.0,94.09
0,,0.0,,4.92,0.0,0.0,91.96,514.0862574012807,29920,,1681398668.0,0,,6464.0,56,7104.0,15616.0,514.0862574012807,0.0,,2.46,318.85,,30239,118,3,0.0,,0.0,94.14
0,,0.0,,3.89,0.0,0.0,91.96,507.53212856164043,30368,,1681398669.0,0,,6592.0,57,7200.0,16128.0,507.53212856164043,0.0,,1.95,328.06,,30791,119,3,0.0,,0.0,94.07
0,,0.0,,2.67,0.0,0.0,91.94,508.43704643336685,31136,,1681398670.0,0,,6688.0,58,7296.0,16384.0,508.43704643336685,0.0,,1.34,321.69,,31409,120,3,0.0,,0.0,93.9
0,,0.0,,1.42,0.0,0.0,91.88,511.1622510602705,31840,,1681398671.0,0,,6816.0,59,7424.0,16896.0,511.1622510602705,0.0,,0.71,322.82,,32045,121,3,0.0,,0.0,93.74
0,,0.0,,0.14,0.0,0.0,91.82,515.655898041735,32352,,1681398672.0,0,,6912.0,60,7520.0,17408.0,515.655898041735,0.0,,0.5,325.63,,32695,122,3,0.0,,0.0,93.71
0,,0.0,,0.0,0.0,0.0,91.84,520.001882920081,32992,,1681398677.0,0,,7040.0,61,7648.0,17664.0,520.001882920081,0.0,,0.5,330.22,,34905,127,3,0.0,,0.0,93.59
0,,0.0,,0.0,0.0,0.0,91.8,520.001882920081,32992,,1681398678.0,0,,7104.0,62,7712.0,18176.0,520.001882920081,0.0,,0.5,334.65,,35528,128,3,0.0,,0.0,93.55
0,,0.0,,0.0,0.0,0.0,91.8,520.001882920081,32992,,1681398679.0,0,,7104.0,63,7712.0,18176.0,520.001882920081,0.0,,0.5,334.65,,36147,129,3,0.0,,0.0,93.55
0,,0.0,,0.0,0.0,0.0,91.8,520.001882920081,32992,,1681398680.0,0,,7104.0,64,7712.0,18176.0,520.001882920081,0.0,,0.5,334.65,,36770,130,3,0.0,,0.0,93.55
0,,0.0,,0.0,0.0,0.0,91.8,520.001882920081,32992,,1681398681.0,0,,7104.0,65,7712.0,18176.0,520.001882920081,0.0,,0.5,334.65,,37387,131,3,0.0,,0.0,93.55
0,,0.0,,0.0,0.0,0.0,91.8,520.001882920081,32992,,1681398683.0,0,,7104.0,66,7712.0,18176.0,520.001882920081,0.0,,0.5,334.65,,38007,133,3,0.0,,0.0,93.55
0,,0.0,,0.0,0.0,0.0,91.8,520.001882920081,32992,,1681398684.0,0,,7104.0,67,7712.0,18176.0,520.001882920081,0.0,,0.5,334.65,,38628,134,3,0.0,,0.0,93.55
0,,0.0,,0.0,0.0,0.0,91.8,520.001882920081,32992,,1681398685.0,0,,7104.0,68,7712.0,18176.0,520.001882920081,0.0,,0.5,334.65,,39249,135,3,0.0,,0.0,93.55
0,,0.0,,0.0,0.0,0.0,91.8,520.001882920081,32992,,1681398686.0,0,,7104.0,69,7712.0,18176.0,520.001882920081,0.0,,0.5,334.65,,39871,136,3,0.0,,0.0,93.55
0,,0.0,,0.0,0.0,0.0,91.8,520.001882920081,32992,,1681398687.0,0,,7104.0,70,7712.0,18176.0,520.001882920081,0.0,,0.5,334.65,,40490,137,3,0.0,,0.0,93.55
0,,0.0,,0.0,0.0,0.0,91.8,520.001882920081,32992,,1681398688.0,0,,7104.0,71,7712.0,18176.0,520.001882920081,0.0,,0.5,334.65,,41115,138,3,0.0,,0.0,93.55
0,,0.0,,0.0,0.0,0.0,91.8,520.001882920081,32992,,1681398690.0,0,,7104.0,72,7712.0,18176.0,520.001882920081,0.0,,0.5,334.65,,41734,140,3,0.0,,0.0,93.55
0,,0.0,,0.0,0.0,0.0,91.8,520.001882920081,32992,,1681398691.0,0,,7104.0,73,7712.0,18176.0,520.001882920081,0.0,,0.5,334.65,,42355,141,3,0.0,,0.0,93.55
0,,0.0,,0.0,0.0,0.0,91.8,520.001882920081,32992,,1681398692.0,0,,7104.0,74,7712.0,18176.0,520.001882920081,0.0,,0.5,334.65,,42972,142,3,0.0,,0.0,93.55
0,,0.0,,0.0,0.0,0.0,91.8,520.001882920081,32992,,1681398693.0,0,,7104.0,75,7712.0,18176.0,520.001882920081,0.0,,0.5,334.65,,43593,143,3,0.0,,0.0,93.55
0,,0.0,,0.0,0.0,0.0,91.8,520.001882920081,32992,,1681398694.0,0,,7104.0,76,7712.0,18176.0,520.001882920081,0.0,,0.5,334.65,,44213,144,3,0.0,,0.0,93.55
0,,0.0,,0.0,0.0,0.0,91.8,520.001882920081,32992,,1681398696.0,0,,7104.0,77,7712.0,18176.0,520.001882920081,0.0,,0.5,334.65,,44833,146,3,0.0,,0.0,93.55
0,,0.0,,0.0,0.0,0.0,91.8,520.001882920081,32992,,1681398697.0,0,,7104.0,78,7712.0,18176.0,520.001882920081,0.0,,0.5,334.65,,45454,147,3,0.0,,0.0,93.55
0,,0.0,,0.0,0.0,0.0,91.8,520.001882920081,32992,,1681398698.0,0,,7104.0,79,7712.0,18176.0,520.001882920081,0.0,,0.5,334.65,,46075,148,3,0.0,,0.0,93.55
0,,0.0,,0.0,0.0,0.0,91.8,520.001882920081,32992,,1681398699.0,0,,7104.0,80,7712.0,18176.0,520.001882920081,0.0,,0.5,334.65,,46696,149,3,0.0,,0.0,93.55
0,,0.0,,0.0,0.0,0.0,91.8,520.001882920081,32992,,1681398700.0,0,,7104.0,81,7712.0,18176.0,520.001882920081,0.0,,0.5,334.65,,47317,150,3,0.0,,0.0,93.55
0,,0.0,,0.0,0.0,0.0,91.8,520.001882920081,32992,,1681398702.0,0,,7104.0,82,7712.0,18176.0,520.001882920081,0.0,,0.5,334.65,,47936,152,3,0.0,,0.0,93.55
0,,0.0,,0.0,0.0,0.0,91.8,520.001882920081,32992,,1681398703.0,0,,7104.0,83,7712.0,18176.0,520.001882920081,0.0,,0.5,334.65,,48556,153,3,0.0,,0.0,93.55
0,,0.0,,0.0,0.0,0.0,91.8,520.001882920081,32992,,1681398704.0,0,,7104.0,84,7712.0,18176.0,520.001882920081,0.0,,0.5,334.65,,49173,154,3,0.0,,0.0,93.55
0,,0.0,,0.0,0.0,0.0,91.8,520.001882920081,32992,,1681398705.0,0,,7104.0,85,7712.0,18176.0,520.001882920081,0.0,,0.5,334.65,,49791,155,3,0.0,,0.0,93.55
0,,0.0,,0.0,0.0,0.0,91.8,520.001882920081,32992,,1681398706.0,0,,7104.0,86,7712.0,18176.0,520.001882920081,0.0,,0.5,334.65,,50413,156,3,0.0,,0.0,93.55
0,,0.0,,0.0,0.0,0.0,91.8,520.001882920081,32992,,1681398708.0,0,,7104.0,87,7712.0,18176.0,520.001882920081,0.0,,0.5,334.65,,51034,158,3,0.0,,0.0,93.55
0,,0.0,,0.0,0.0,0.0,91.8,520.001882920081,32992,,1681398709.0,0,,7104.0,88,7712.0,18176.0,520.001882920081,0.0,,0.5,334.65,,51654,159,3,0.0,,0.0,93.55
0,,0.0,,0.0,0.0,0.0,91.8,520.001882920081,32992,,1681398710.0,0,,7104.0,89,7712.0,18176.0,520.001882920081,0.0,,0.5,334.65,,52277,160,3,0.0,,0.0,93.55
0,,0.0,,0.0,0.0,0.0,91.8,520.001882920081,32992,,1681398711.0,0,,7104.0,90,7712.0,18176.0,520.001882920081,0.0,,0.5,334.65,,52896,161,3,0.0,,0.0,93.55
0,,0.0,,0.0,0.0,0.0,91.8,520.001882920081,32992,,1681398712.0,0,,7104.0,91,7712.0,18176.0,520.001882920081,0.0,,0.5,334.65,,53518,162,3,0.0,,0.0,93.55
0,,0.0,,0.0,0.0,0.0,91.8,520.001882920081,32992,,1681398714.0,0,,7104.0,92,7712.0,18176.0,520.001882920081,0.0,,0.5,334.65,,54135,164,3,0.0,,0.0,93.55
0,,0.0,,0.0,0.0,0.0,91.8,520.001882920081,32992,,1681398715.0,0,,7104.0,93,7712.0,18176.0,520.001882920081,0.0,,0.5,334.65,,54757,165,3,0.0,,0.0,93.55
0,,0.0,,0.0,0.0,0.0,91.8,520.001882920081,32992,,1681398716.0,0,,7104.0,94,7712.0,18176.0,520.001882920081,0.0,,0.5,334.65,,55378,166,3,0.0,,0.0,93.55
0,,0.0,,0.0,0.0,0.0,91.8,520.001882920081,32992,,1681398717.0,0,,7104.0,95,7712.0,18176.0,520.001882920081,0.0,,0.5,334.65,,55998,167,3,0.0,,0.0,93.55
0,,0.0,,0.0,0.0,0.0,91.8,520.001882920081,32992,,1681398718.0,0,,7104.0,96,7712.0,18176.0,520.001882920081,0.0,,0.5,334.65,,56619,168,3,0.0,,0.0,93.55
0,,0.0,,0.0,0.0,0.0,91.8,520.001882920081,32992,,1681398720.0,0,,7104.0,97,7712.0,18176.0,520.001882920081,0.0,,0.5,334.65,,57241,170,3,0.0,,0.0,93.55
0,,0.0,,0.0,0.0,0.0,91.8,520.001882920081,32992,,1681398721.0,0,,7104.0,98,7712.0,18176.0,520.001882920081,0.0,,0.5,334.65,,57863,171,3,0.0,,0.0,93.55
0,,0.0,,0.0,0.0,0.0,91.8,520.001882920081,32992,,1681398722.0,0,,7104.0,99,7712.0,18176.0,520.001882920081,0.0,,0.5,334.65,,58485,172,3,0.0,,0.0,93.55
0,,0.0,,0.0,0.0,0.0,91.8,520.001882920081,32992,,1681398723.0,0,,7104.0,100,7712.0,18176.0,520.001882920081,0.0,,0.5,334.65,,59107,173,3,0.0,,0.0,93.55
1,,0.0,,62.92,0.0,0.0,91.8,510.35919934022604,448,,1681398724.0,0,,7104.0,101,7712.0,18176.0,510.35919934022604,0.0,,10.0,334.65,,658,174,3,0.0,,0.0,93.55
1,0.0,0.0,130.61823379900306,59.56,1.0,0.0,93.53,526.7928208943855,1152,32992.0,1681398725.0,0,252.58341841284192,96.0,102,96.0,256.0,526.7928208943855,1.0,1.0,10.0,325.77,32992.0,1393,175,3,1.0,0.0,0.0,91.07
1,,0.0,,62.52,1.0,0.0,93.45,494.219716571076,1536,,1681398727.0,0,,192.0,103,192.0,768.0,494.219716571076,1.0,,10.0,338.33,,1869,177,3,1.0,,0.0,95.01
1,,0.0,,59.24,1.0,0.0,78.83,509.812726233137,2240,,1681398728.0,0,,256.0,104,256.0,1024.0,509.812726233137,1.0,,10.0,338.39,,2564,178,3,1.0,,0.0,76.99
1,,0.0,,56.53,1.0,0.0,82.28,522.2664288241205,3008,,1681398729.0,0,,352.0,105,352.0,1536.0,522.2664288241205,1.0,,10.0,346.49,,3247,179,3,1.0,,0.0,81.04
1,,0.0,,54.87,1.0,0.0,85.6,526.3176573372946,3200,,1681398730.0,0,,480.0,106,480.0,2048.0,526.3176573372946,1.0,,10.0,351.54,,3889,180,3,1.0,,0.0,85.13
1,,0.0,,53.22,1.0,0.0,87.43,530.4358140564173,3456,,1681398731.0,0,,576.0,107,576.0,2048.0,530.4358140564173,1.0,,10.0,351.54,,4537,181,3,1.0,,0.0,87.35
1,,0.0,,51.8,1.0,0.0,89.19,532.6390252646038,3648,,1681398733.0,0,,704.0,108,704.0,2048.0,532.6390252646038,1.0,,10.0,351.54,,5180,183,3,1.0,,0.0,89.7
1,,0.0,,68.56,1.0,0.0,90.12,413.8533889272518,4160,,1681398734.0,0,,800.0,109,800.0,2048.0,413.8533889272518,1.0,,10.0,351.54,,4394,184,3,1.0,,0.0,90.98
1,,0.0,,64.18,1.0,0.0,90.92,431.3574348479575,4864,,1681398735.0,0,,928.0,110,928.0,2304.0,431.3574348479575,1.0,,10.0,230.78,,5082,185,3,1.0,,0.0,92.16
1,,0.0,,62.09,1.0,0.0,91.31,436.80291797565525,5376,,1681398736.0,0,,1024.0,111,1024.0,2816.0,436.80291797565525,1.0,,10.0,247.39,,5649,186,3,1.0,,0.0,92.66
1,,0.0,,58.56,1.0,0.0,91.69,451.5594937706177,6080,,1681398737.0,0,,1152.0,112,1152.0,3072.0,451.5594937706177,1.0,,10.0,251.94,,6326,187,3,1.0,,0.0,93.17
1,,0.0,,55.37,1.0,0.0,91.87,465.42603652631226,6848,,1681398739.0,0,,1248.0,113,1248.0,3584.0,465.42603652631226,1.0,,10.0,266.43,,6999,189,3,1.0,,0.0,93.27
1,,0.0,,53.25,1.0,0.0,92.03,472.20569765458606,7296,,1681398740.0,0,,1376.0,114,1376.0,4096.0,472.20569765458606,1.0,,10.0,279.73,,7621,190,3,1.0,,0.0,93.67
1,,0.0,,51.06,1.0,0.0,92.13,479.93389113015434,8032,,1681398741.0,0,,1472.0,115,1472.0,4352.0,479.93389113015434,1.0,,10.0,286.28,,8261,191,3,1.0,,0.0,93.8
1,,0.0,,49.2,1.0,0.0,92.16,485.4163723860672,8512,,1681398742.0,0,,1600.0,116,1568.0,4864.0,485.4163723860672,1.0,,10.0,293.87,,8886,192,3,1.0,,0.0,93.9
1,,0.0,,46.74,1.0,0.0,92.17,496.3558054366918,9248,,1681398743.0,0,,1696.0,117,1696.0,5120.0,496.3558054366918,1.0,,10.0,299.28,,9568,193,3,1.0,,0.0,93.97
1,,0.0,,45.01,1.0,0.0,92.15,501.4269788070253,9984,,1681398745.0,0,,1824.0,118,1792.0,5632.0,501.4269788070253,1.0,,10.0,310.16,,10199,195,3,1.0,,0.0,94.04
1,,0.0,,43.38,1.0,0.0,92.13,505.63487294204793,10464,,1681398746.0,0,,1920.0,119,1920.0,6144.0,505.63487294204793,1.0,,10.0,315.22,,10836,196,3,1.0,,0.0,94.08
1,,0.0,,41.61,1.0,0.0,92.11,511.402174878904,11200,,1681398747.0,0,,2048.0,120,2016.0,6400.0,511.402174878904,1.0,,10.0,319.47,,11489,197,3,1.0,,0.0,94.05
1,,0.0,,39.94,1.0,0.0,92.15,516.5278042629748,11936,,1681398748.0,0,,2144.0,121,2144.0,6912.0,516.5278042629748,1.0,,10.0,325.22,,12140,198,3,1.0,,0.0,94.03
1,,0.0,,38.85,1.0,0.0,92.22,515.3578564819747,12384,,1681398749.0,0,,2272.0,122,2240.0,7424.0,515.3578564819747,1.0,,10.0,330.27,,12747,199,3,1.0,,0.0,94.05
1,,0.0,,36.98,1.0,0.0,92.23,523.0185256070631,13152,,1681398751.0,0,,2368.0,123,2336.0,7680.0,523.0185256070631,1.0,,10.0,329.07,,13427,201,3,1.0,,0.0,94.06
1,,0.0,,35.71,1.0,0.0,92.29,523.9800221952087,13600,,1681398752.0,0,,2496.0,124,2464.0,8192.0,523.9800221952087,1.0,,10.0,336.83,,14059,202,3,1.0,,0.0,93.9
1,,0.0,,34.39,1.0,0.0,92.31,525.4151430216999,14368,,1681398753.0,0,,2592.0,125,2560.0,8448.0,525.4151430216999,1.0,,10.0,337.9,,14697,203,3,1.0,,0.0,93.77
1,,0.0,,32.72,1.0,0.0,92.21,531.521786635375,15072,,1681398754.0,0,,2720.0,126,2688.0,8960.0,531.521786635375,1.0,,10.0,339.5,,15376,204,3,1.0,,0.0,93.7
1,,0.0,,31.73,1.0,0.0,92.18,528.7873343455337,15584,,1681398755.0,0,,2816.0,127,2784.0,9472.0,528.7873343455337,1.0,,10.0,345.75,,15988,205,3,1.0,,0.0,93.59
