03_hivemind/global_epoch,03_hivemind/undershot_TBS,04_peers/peer_1_epoch_oos,03_hivemind/epoch_s,03_hivemind/eta_next_epoch_s,04_peers/peer_1_epoch,04_peers/peer_3_epoch_oos,04_peers/peer_1_samples_per_second,03_hivemind/actual_total_samples_per_second,03_hivemind/global_samples_accumulated,03_hivemind/per_epoch_training_samples,_timestamp,03_hivemind/num_clients,03_hivemind/epoch_based_sps,04_peers/peer_2_samples_accumulated,_step,04_peers/peer_1_samples_accumulated,04_peers/peer_3_samples_accumulated,03_hivemind/optimistic_total_samples_per_second,04_peers/peer_3_epoch,03_hivemind/overshot_TBS,03_hivemind/next_fetch_time_s,04_peers/peer_3_samples_per_second,03_hivemind/total_training_samples,03_hivemind/estimated_current_samples,_runtime,03_hivemind/num_peers,04_peers/peer_2_epoch,03_hivemind/reached_TBS,04_peers/peer_2_epoch_oos,04_peers/peer_2_samples_per_second
1,,0.0,,30.36,1.0,0.0,92.19,531.2949462750578,16288,,1681398756.0,0,,2944.0,128,2912.0,9728.0,531.2949462750578,1.0,,10.0,343.01,,16638,206,3,1.0,,0.0,93.58
1,,0.0,,28.67,1.0,0.0,92.15,536.1073828763286,17024,,1681398758.0,0,,3040.0,129,3008.0,10240.0,536.1073828763286,1.0,,10.0,345.65,,17399,208,3,1.0,,0.0,93.5
1,,0.0,,27.49,1.0,0.0,92.16,535.8011551227808,17792,,1681398759.0,0,,3168.0,130,3104.0,10752.0,535.8011551227808,1.0,,10.0,350.53,,18036,209,3,1.0,,0.0,93.42
1,,0.0,,26.22,1.0,0.0,92.11,536.9733522434393,18272,,1681398760.0,0,,3296.0,131,3232.0,11264.0,536.9733522434393,1.0,,10.0,350.36,,18686,210,3,1.0,,0.0,93.33
1,,0.0,,25.01,1.0,0.0,91.99,537.0916792483605,18976,,1681398761.0,0,,3392.0,132,3360.0,11520.0,537.0916792483605,1.0,,10.0,351.67,,19338,211,3,1.0,,0.0,93.31
1,,0.0,,23.65,1.0,0.0,91.97,539.8442420047897,19744,,1681398763.0,0,,3488.0,133,3456.0,12032.0,539.8442420047897,1.0,,10.0,351.88,,20002,213,3,1.0,,0.0,93.24
1,,0.0,,22.27,1.0,0.0,91.99,542.9961352526402,20480,,1681398764.0,0,,3616.0,134,3584.0,12544.0,542.9961352526402,1.0,,10.0,354.65,,20674,214,3,1.0,,0.0,93.21
1,,0.0,,21.24,1.0,0.0,91.89,540.0095653642468,20960,,1681398765.0,0,,3744.0,135,3680.0,13056.0,540.0095653642468,1.0,,10.0,357.98,,21296,215,3,1.0,,0.0,93.13
1,,0.0,,19.97,1.0,0.0,91.91,541.6166536127573,21664,,1681398766.0,0,,3840.0,136,3808.0,13312.0,541.6166536127573,1.0,,9.99,355.04,,21951,216,3,1.0,,0.0,93.06
1,,0.0,,18.6,1.0,0.0,91.85,545.3810121011973,22400,,1681398767.0,0,,3936.0,137,3904.0,13824.0,545.3810121011973,1.0,,9.3,356.73,,22625,217,3,1.0,,0.0,93.04
1,,0.0,,17.4,1.0,0.0,91.87,545.6075806121639,22880,,1681398769.0,0,,4064.0,138,4000.0,14336.0,545.6075806121639,1.0,,8.7,360.49,,23277,219,3,1.0,,0.0,93.02
1,,0.0,,16.39,1.0,0.0,91.79,541.3473648576307,23616,,1681398770.0,0,,4160.0,139,4128.0,14592.0,541.3473648576307,1.0,,8.2,360.81,,23893,220,3,1.0,,0.0,93.01
1,,0.0,,15.08,1.0,0.0,91.79,544.1779189779444,24352,,1681398771.0,0,,4288.0,140,4224.0,15104.0,544.1779189779444,1.0,,7.54,356.61,,24561,221,3,1.0,,0.0,92.94
1,,0.0,,13.85,1.0,0.0,91.72,545.1951737595857,24832,,1681398772.0,0,,4384.0,141,4352.0,15616.0,545.1951737595857,1.0,,6.92,359.56,,25219,222,3,1.0,,0.0,92.9
1,,0.0,,12.83,1.0,0.0,91.71,540.6867029395573,25536,,1681398773.0,0,,4512.0,142,4448.0,15872.0,540.6867029395573,1.0,,6.41,360.63,,25832,223,3,1.0,,0.0,92.86
1,,0.0,,11.58,1.0,0.0,91.7,542.2250911783984,26048,,1681398775.0,0,,4608.0,143,4544.0,16384.0,542.2250911783984,1.0,,5.79,356.17,,26489,225,3,1.0,,0.0,92.82
1,,0.0,,10.43,1.0,0.0,91.59,541.1904139529963,26752,,1681398776.0,0,,4736.0,144,4672.0,16640.0,541.1904139529963,1.0,,5.21,357.84,,27126,226,3,1.0,,0.0,92.79
1,,0.0,,9.21,1.0,0.0,91.58,542.2050804436492,27520,,1681398777.0,0,,4832.0,145,4768.0,17152.0,542.2050804436492,1.0,,4.6,356.83,,27776,227,3,1.0,,0.0,92.78
1,,0.0,,8.16,1.0,0.0,91.55,537.3650404346909,27968,,1681398778.0,0,,4960.0,146,4896.0,17664.0,537.3650404346909,1.0,,4.08,357.89,,28384,228,3,1.0,,0.0,92.76
1,,0.0,,6.89,1.0,0.0,91.46,540.0018285897114,28672,,1681398779.0,0,,5056.0,147,4992.0,17920.0,540.0018285897114,1.0,,3.45,353.15,,29045,229,3,1.0,,0.0,92.76
1,,0.0,,5.77,1.0,0.0,91.47,537.2892384684835,29440,,1681398781.0,0,,5152.0,148,5088.0,18432.0,537.2892384684835,1.0,,2.88,355.83,,29669,231,3,1.0,,0.0,92.7
1,,0.0,,4.56,1.0,0.0,91.53,537.8074104316446,29888,,1681398782.0,0,,5280.0,149,5216.0,18944.0,537.8074104316446,1.0,,2.28,353.18,,30317,232,3,1.0,,0.0,92.58
1,,0.0,,3.35,1.0,0.0,91.46,538.1692889013998,30656,,1681398783.0,0,,5376.0,150,5312.0,19200.0,538.1692889013998,1.0,,1.68,353.84,,30965,233,3,1.0,,0.0,92.5
1,,0.0,,2.14,1.0,0.0,91.49,538.9505371010393,31360,,1681398784.0,0,,5504.0,151,5440.0,19712.0,538.9505371010393,1.0,,1.07,354.24,,31614,234,3,1.0,,0.0,92.44
1,,0.0,,0.95,1.0,0.0,91.46,538.8987740014715,31872,,1681398785.0,0,,5600.0,152,5536.0,20224.0,538.8987740014715,1.0,,0.5,355.12,,32254,235,3,1.0,,0.0,92.37
1,,0.0,,0.0,1.0,0.0,91.45,539.8478004479862,32576,,1681398786.0,0,,5728.0,153,5664.0,20480.0,539.8478004479862,1.0,,0.5,355.05,,32906,236,3,1.0,,0.0,92.4
1,,0.0,,0.0,1.0,0.0,91.43,539.7463481620559,32896,,1681398788.0,0,,5824.0,154,5760.0,20992.0,539.7463481620559,1.0,,0.5,356.05,,33549,238,3,1.0,,0.0,92.36
1,,0.0,,0.0,1.0,0.0,91.45,539.7463481620559,32896,,1681398789.0,0,,5856.0,155,5792.0,21248.0,539.7463481620559,1.0,,0.5,355.98,,34192,239,3,1.0,,0.0,92.32
1,,0.0,,0.0,1.0,0.0,91.45,539.7463481620559,32896,,1681398790.0,0,,5856.0,156,5792.0,21248.0,539.7463481620559,1.0,,0.5,355.98,,34838,240,3,1.0,,0.0,92.32
1,,0.0,,0.0,1.0,0.0,91.45,539.7463481620559,32896,,1681398791.0,0,,5856.0,157,5792.0,21248.0,539.7463481620559,1.0,,0.5,355.98,,35483,241,3,1.0,,0.0,92.32
1,,0.0,,0.0,1.0,0.0,91.45,539.7463481620559,32896,,1681398792.0,0,,5856.0,158,5792.0,21248.0,539.7463481620559,1.0,,0.5,355.98,,36128,242,3,1.0,,0.0,92.32
1,,0.0,,0.0,1.0,0.0,91.45,539.7463481620559,32896,,1681398794.0,0,,5856.0,159,5792.0,21248.0,539.7463481620559,1.0,,0.5,355.98,,36770,244,3,1.0,,0.0,92.32
1,,0.0,,0.0,1.0,0.0,91.45,539.7463481620559,32896,,1681398795.0,0,,5856.0,160,5792.0,21248.0,539.7463481620559,1.0,,0.5,355.98,,37414,245,3,1.0,,0.0,92.32
1,,0.0,,0.0,1.0,0.0,91.45,539.7463481620559,32896,,1681398796.0,0,,5856.0,161,5792.0,21248.0,539.7463481620559,1.0,,0.5,355.98,,38071,246,3,1.0,,0.0,92.32
1,,0.0,,0.0,1.0,0.0,91.45,539.7463481620559,32896,,1681398797.0,0,,5856.0,162,5792.0,21248.0,539.7463481620559,1.0,,0.5,355.98,,38715,247,3,1.0,,0.0,92.32
1,,0.0,,0.0,1.0,0.0,91.45,539.7463481620559,32896,,1681398798.0,0,,5856.0,163,5792.0,21248.0,539.7463481620559,1.0,,0.5,355.98,,39360,248,3,1.0,,0.0,92.32
1,,0.0,,0.0,1.0,0.0,91.45,539.7463481620559,32896,,1681398800.0,0,,5856.0,164,5792.0,21248.0,539.7463481620559,1.0,,0.5,355.98,,40006,250,3,1.0,,0.0,92.32
1,,0.0,,0.0,1.0,0.0,91.45,539.7463481620559,32896,,1681398801.0,0,,5856.0,165,5792.0,21248.0,539.7463481620559,1.0,,0.5,355.98,,40647,251,3,1.0,,0.0,92.32
1,,0.0,,0.0,1.0,0.0,91.45,539.7463481620559,32896,,1681398802.0,0,,5856.0,166,5792.0,21248.0,539.7463481620559,1.0,,0.5,355.98,,41293,252,3,1.0,,0.0,92.32
1,,0.0,,0.0,1.0,0.0,91.45,539.7463481620559,32896,,1681398803.0,0,,5856.0,167,5792.0,21248.0,539.7463481620559,1.0,,0.5,355.98,,41936,253,3,1.0,,0.0,92.32
1,,0.0,,0.0,1.0,0.0,91.45,539.7463481620559,32896,,1681398804.0,0,,5856.0,168,5792.0,21248.0,539.7463481620559,1.0,,0.5,355.98,,42582,254,3,1.0,,0.0,92.32
1,,0.0,,0.0,1.0,0.0,91.45,539.7463481620559,32896,,1681398806.0,0,,5856.0,169,5792.0,21248.0,539.7463481620559,1.0,,0.5,355.98,,43224,256,3,1.0,,0.0,92.32
1,,0.0,,0.0,1.0,0.0,91.45,539.7463481620559,32896,,1681398807.0,0,,5856.0,170,5792.0,21248.0,539.7463481620559,1.0,,0.5,355.98,,43870,257,3,1.0,,0.0,92.32
1,,0.0,,0.0,1.0,0.0,91.45,539.7463481620559,32896,,1681398808.0,0,,5856.0,171,5792.0,21248.0,539.7463481620559,1.0,,0.5,355.98,,44515,258,3,1.0,,0.0,92.32
1,,0.0,,0.0,1.0,0.0,91.45,539.7463481620559,32896,,1681398809.0,0,,5856.0,172,5792.0,21248.0,539.7463481620559,1.0,,0.5,355.98,,45161,259,3,1.0,,0.0,92.32
1,,0.0,,0.0,1.0,0.0,91.45,539.7463481620559,32896,,1681398810.0,0,,5856.0,173,5792.0,21248.0,539.7463481620559,1.0,,0.5,355.98,,45802,260,3,1.0,,0.0,92.32
1,,0.0,,0.0,1.0,0.0,91.45,539.7463481620559,32896,,1681398812.0,0,,5856.0,174,5792.0,21248.0,539.7463481620559,1.0,,0.5,355.98,,46450,262,3,1.0,,0.0,92.32
1,,0.0,,0.0,1.0,0.0,91.45,539.7463481620559,32896,,1681398813.0,0,,5856.0,175,5792.0,21248.0,539.7463481620559,1.0,,0.5,355.98,,47094,263,3,1.0,,0.0,92.32
1,,0.0,,0.0,1.0,0.0,91.45,539.7463481620559,32896,,1681398814.0,0,,5856.0,176,5792.0,21248.0,539.7463481620559,1.0,,0.5,355.98,,47735,264,3,1.0,,0.0,92.32
1,,0.0,,0.0,1.0,0.0,91.45,539.7463481620559,32896,,1681398815.0,0,,5856.0,177,5792.0,21248.0,539.7463481620559,1.0,,0.5,355.98,,48380,265,3,1.0,,0.0,92.32
1,,0.0,,0.0,1.0,0.0,91.45,539.7463481620559,32896,,1681398816.0,0,,5856.0,178,5792.0,21248.0,539.7463481620559,1.0,,0.5,355.98,,49024,266,3,1.0,,0.0,92.32
1,,0.0,,0.0,1.0,0.0,91.45,539.7463481620559,32896,,1681398818.0,0,,5856.0,179,5792.0,21248.0,539.7463481620559,1.0,,0.5,355.98,,49668,268,3,1.0,,0.0,92.32
1,,0.0,,0.0,1.0,0.0,91.45,539.7463481620559,32896,,1681398819.0,0,,5856.0,180,5792.0,21248.0,539.7463481620559,1.0,,0.5,355.98,,50312,269,3,1.0,,0.0,92.32
1,,0.0,,0.0,1.0,0.0,91.45,539.7463481620559,32896,,1681398820.0,0,,5856.0,181,5792.0,21248.0,539.7463481620559,1.0,,0.5,355.98,,50957,270,3,1.0,,0.0,92.32
1,,0.0,,0.0,1.0,0.0,91.45,539.7463481620559,32896,,1681398821.0,0,,5856.0,182,5792.0,21248.0,539.7463481620559,1.0,,0.5,355.98,,51602,271,3,1.0,,0.0,92.32
1,,0.0,,0.0,1.0,0.0,91.45,539.7463481620559,32896,,1681398822.0,0,,5856.0,183,5792.0,21248.0,539.7463481620559,1.0,,0.5,355.98,,52245,272,3,1.0,,0.0,92.32
1,,0.0,,0.0,1.0,0.0,91.45,539.7463481620559,32896,,1681398824.0,0,,5856.0,184,5792.0,21248.0,539.7463481620559,1.0,,0.5,355.98,,52890,274,3,1.0,,0.0,92.32
1,,0.0,,0.0,1.0,0.0,91.45,539.7463481620559,32896,,1681398825.0,0,,5856.0,185,5792.0,21248.0,539.7463481620559,1.0,,0.5,355.98,,53538,275,3,1.0,,0.0,92.32
1,,0.0,,0.0,1.0,0.0,91.45,539.7463481620559,32896,,1681398826.0,0,,5856.0,186,5792.0,21248.0,539.7463481620559,1.0,,0.5,355.98,,54184,276,3,1.0,,0.0,92.32
1,,0.0,,0.0,1.0,0.0,91.45,539.7463481620559,32896,,1681398827.0,0,,5856.0,187,5792.0,21248.0,539.7463481620559,1.0,,0.5,355.98,,54831,277,3,1.0,,0.0,92.32
1,,0.0,,0.0,1.0,0.0,91.45,539.7463481620559,32896,,1681398828.0,0,,5856.0,188,5792.0,21248.0,539.7463481620559,1.0,,0.5,355.98,,55475,278,3,1.0,,0.0,92.32
1,,0.0,,0.0,1.0,0.0,91.45,539.7463481620559,32896,,1681398829.0,0,,5856.0,189,5792.0,21248.0,539.7463481620559,1.0,,0.5,355.98,,56119,279,3,1.0,,0.0,92.32
1,,0.0,,0.0,1.0,0.0,91.45,539.7463481620559,32896,,1681398831.0,0,,5856.0,190,5792.0,21248.0,539.7463481620559,1.0,,0.5,355.98,,56762,281,3,1.0,,0.0,92.32
1,,0.0,,0.0,1.0,0.0,91.45,539.7463481620559,32896,,1681398832.0,0,,5856.0,191,5792.0,21248.0,539.7463481620559,1.0,,0.5,355.98,,57406,282,3,1.0,,0.0,92.32
1,,0.0,,0.0,1.0,0.0,91.45,539.7463481620559,32896,,1681398833.0,0,,5856.0,192,5792.0,21248.0,539.7463481620559,1.0,,0.5,355.98,,58050,283,3,1.0,,0.0,92.32
1,,0.0,,0.0,1.0,0.0,91.45,539.7463481620559,32896,,1681398834.0,0,,5856.0,193,5792.0,21248.0,539.7463481620559,1.0,,0.5,355.98,,58694,284,3,1.0,,0.0,92.32
1,,0.0,,0.0,1.0,0.0,91.45,539.7463481620559,32896,,1681398835.0,0,,5856.0,194,5792.0,21248.0,539.7463481620559,1.0,,0.5,355.98,,59337,285,3,1.0,,0.0,92.32
1,,0.0,,0.0,1.0,0.0,91.45,539.7463481620559,32896,,1681398837.0,0,,5856.0,195,5792.0,21248.0,539.7463481620559,1.0,,0.5,355.98,,59981,287,3,1.0,,0.0,92.32
1,,0.0,,0.0,1.0,0.0,91.45,539.7463481620559,32896,,1681398838.0,0,,5856.0,196,5792.0,21248.0,539.7463481620559,1.0,,0.5,355.98,,60626,288,3,1.0,,0.0,92.32
1,,0.0,,0.0,1.0,0.0,91.45,539.7463481620559,32896,,1681398839.0,0,,5856.0,197,5792.0,21248.0,539.7463481620559,1.0,,0.5,355.98,,61270,289,3,1.0,,0.0,92.32
1,,0.0,,0.0,1.0,0.0,91.45,539.7463481620559,32896,,1681398840.0,0,,5856.0,198,5792.0,21248.0,539.7463481620559,1.0,,0.5,355.98,,61917,290,3,1.0,,0.0,92.32
1,,0.0,,0.0,1.0,0.0,91.45,539.7463481620559,32896,,1681398841.0,0,,5856.0,199,5792.0,21248.0,539.7463481620559,1.0,,0.5,355.98,,62561,291,3,1.0,,0.0,92.32
1,,0.0,,0.0,1.0,0.0,91.45,539.7463481620559,32896,,1681398843.0,0,,5856.0,200,5792.0,21248.0,539.7463481620559,1.0,,0.5,355.98,,63206,293,3,1.0,,0.0,92.32
1,,0.0,,0.0,1.0,0.0,91.45,539.7463481620559,32896,,1681398844.0,0,,5856.0,201,5792.0,21248.0,539.7463481620559,1.0,,0.5,355.98,,63852,294,3,1.0,,0.0,92.32
1,,0.0,,0.0,1.0,0.0,91.45,539.7463481620559,32896,,1681398845.0,0,,5856.0,202,5792.0,21248.0,539.7463481620559,1.0,,0.5,355.98,,64497,295,3,1.0,,0.0,92.32
1,,0.0,,0.0,1.0,0.0,91.45,539.7463481620559,32896,,1681398846.0,0,,5856.0,203,5792.0,21248.0,539.7463481620559,1.0,,0.5,355.98,,65141,296,3,1.0,,0.0,92.32
1,,0.0,,0.0,1.0,0.0,91.45,539.7463481620559,32896,,1681398847.0,0,,5856.0,204,5792.0,21248.0,539.7463481620559,1.0,,0.5,355.98,,65787,297,3,1.0,,0.0,92.32
1,,0.0,,0.0,1.0,0.0,91.45,539.7463481620559,32896,,1681398849.0,0,,5856.0,205,5792.0,21248.0,539.7463481620559,1.0,,0.5,355.98,,66431,299,3,1.0,,0.0,92.32
1,,0.0,,0.0,1.0,0.0,91.45,539.7463481620559,32896,,1681398850.0,0,,5856.0,206,5792.0,21248.0,539.7463481620559,1.0,,0.5,355.98,,67075,300,3,1.0,,0.0,92.32
1,,0.0,,0.0,1.0,0.0,91.45,539.7463481620559,32896,,1681398851.0,0,,5856.0,207,5792.0,21248.0,539.7463481620559,1.0,,0.5,355.98,,67720,301,3,1.0,,0.0,92.32
1,,0.0,,0.0,1.0,0.0,91.45,539.7463481620559,32896,,1681398852.0,0,,5856.0,208,5792.0,21248.0,539.7463481620559,1.0,,0.5,355.98,,68361,302,3,1.0,,0.0,92.32
1,,0.0,,0.0,1.0,0.0,91.45,539.7463481620559,32896,,1681398853.0,0,,5856.0,209,5792.0,21248.0,539.7463481620559,1.0,,0.5,355.98,,69006,303,3,1.0,,0.0,92.32
1,,0.0,,0.0,1.0,0.0,91.45,539.7463481620559,32896,,1681398855.0,0,,5856.0,210,5792.0,21248.0,539.7463481620559,1.0,,0.5,355.98,,69652,305,3,1.0,,0.0,92.32
1,,0.0,,0.0,1.0,0.0,91.45,539.7463481620559,32896,,1681398856.0,0,,5856.0,211,5792.0,21248.0,539.7463481620559,1.0,,0.5,355.98,,70296,306,3,1.0,,0.0,92.32
1,,0.0,,0.0,1.0,0.0,91.45,539.7463481620559,32896,,1681398857.0,0,,5856.0,212,5792.0,21248.0,539.7463481620559,1.0,,0.5,355.98,,70939,307,3,1.0,,0.0,92.32
1,,0.0,,0.0,1.0,0.0,91.45,539.7463481620559,32896,,1681398858.0,0,,5856.0,213,5792.0,21248.0,539.7463481620559,1.0,,0.5,355.98,,71583,308,3,1.0,,0.0,92.32
1,,0.0,,0.0,1.0,0.0,91.45,539.7463481620559,32896,,1681398859.0,0,,5856.0,214,5792.0,21248.0,539.7463481620559,1.0,,0.5,355.98,,72231,309,3,1.0,,0.0,92.32
1,,0.0,,0.0,1.0,0.0,91.45,539.7463481620559,32896,,1681398861.0,0,,5856.0,215,5792.0,21248.0,539.7463481620559,1.0,,0.5,355.98,,72871,311,3,1.0,,0.0,92.32
1,,0.0,,0.0,1.0,0.0,91.45,539.7463481620559,32896,,1681398862.0,0,,5856.0,216,5792.0,21248.0,539.7463481620559,1.0,,0.5,355.98,,73516,312,3,1.0,,0.0,92.32
1,,0.0,,0.0,1.0,0.0,91.45,539.7463481620559,32896,,1681398863.0,0,,5856.0,217,5792.0,21248.0,539.7463481620559,1.0,,0.5,355.98,,74160,313,3,1.0,,0.0,92.32
1,,0.0,,0.0,1.0,0.0,91.45,539.7463481620559,32896,,1681398864.0,0,,5856.0,218,5792.0,21248.0,539.7463481620559,1.0,,0.5,355.98,,74803,314,3,1.0,,0.0,92.32
1,,0.0,,0.0,1.0,0.0,91.45,539.7463481620559,32896,,1681398865.0,0,,5856.0,219,5792.0,21248.0,539.7463481620559,1.0,,0.5,355.98,,75445,315,3,1.0,,0.0,92.32
2,,0.0,,60.16,1.0,0.0,91.45,446.5932145799976,32,,1681398867.0,0,,5856.0,220,5792.0,21248.0,538.0406756756474,1.0,,10.0,355.98,,400,317,3,1.0,,0.0,92.32
2,0.0,1.0,142.22457080939785,59.06,1.0,0.0,91.45,537.3634586088306,768,32896.0,1681398868.0,0,231.29618048969576,32.0,221,5792.0,0.0,537.3634586088306,2.0,2.0,10.0,355.98,65888.0,1030,318,3,2.0,0.0,0.0,90.61
2,,0.0,,57.15,2.0,0.0,93.42,543.3346890973905,1504,,1681398869.0,0,,160.0,222,96.0,512.0,543.3346890973905,2.0,,10.0,349.3,,1717,319,3,2.0,,0.0,94.64
2,,0.0,,60.25,2.0,0.0,93.36,507.48281727500125,1856,,1681398870.0,0,,256.0,223,224.0,1024.0,507.48281727500125,2.0,,10.0,354.78,,2192,320,3,2.0,,0.0,95.2
2,,0.0,,57.44,2.0,0.0,80.31,520.4590932702376,2592,,1681398871.0,0,,288.0,224,288.0,1280.0,520.4590932702376,2.0,,10.0,352.47,,2875,321,3,2.0,,0.0,74.7
2,,0.0,,55.52,2.0,0.0,83.42,526.641665600855,3296,,1681398872.0,0,,416.0,225,384.0,1792.0,526.641665600855,2.0,,10.0,356.46,,3529,322,3,2.0,,0.0,80.58
2,,0.0,,53.48,2.0,0.0,85.77,534.1903310379878,3808,,1681398874.0,0,,512.0,226,480.0,2304.0,534.1903310379878,2.0,,10.0,356.95,,4197,324,3,2.0,,0.0,83.92
2,,0.0,,51.58,2.0,0.0,88.04,540.744830161014,4512,,1681398875.0,0,,640.0,227,608.0,2560.0,540.744830161014,2.0,,10.0,358.97,,4875,325,3,2.0,,0.0,87.18
2,,0.0,,49.82,2.0,0.0,89.18,546.3534817104892,5280,,1681398876.0,0,,736.0,228,704.0,3072.0,546.3534817104892,2.0,,10.0,362.61,,5550,326,3,2.0,,0.0,88.95
2,,0.0,,46.6,2.0,0.0,90.37,566.824690020829,5984,,1681398877.0,0,,864.0,229,832.0,3584.0,566.824690020829,2.0,,10.0,365.31,,6354,327,3,2.0,,0.0,90.67
2,,0.0,,44.16,2.0,0.0,90.95,580.6182542387119,6752,,1681398878.0,0,,960.0,230,928.0,4096.0,580.6182542387119,2.0,,10.0,384.25,,7127,328,3,2.0,,0.0,91.62
2,,0.0,,42.92,2.0,0.0,91.48,581.2830511559923,6944,,1681398880.0,0,,1088.0,231,1056.0,4608.0,581.2830511559923,2.0,,10.0,396.69,,7822,330,3,2.0,,0.0,92.45
2,,0.0,,41.67,2.0,0.0,91.72,581.9346719878101,7200,,1681398881.0,0,,1184.0,232,1152.0,4608.0,581.9346719878101,2.0,,10.0,396.69,,8520,331,3,2.0,,0.0,92.87
2,,0.0,,40.45,2.0,0.0,91.92,582.2626526837035,7392,,1681398882.0,0,,1312.0,233,1280.0,4608.0,582.2626526837035,2.0,,10.0,396.69,,9216,332,3,2.0,,0.0,93.32
2,,0.0,,56.91,2.0,0.0,92.05,431.7762806411025,7872,,1681398883.0,0,,1408.0,234,1376.0,4608.0,431.7762806411025,2.0,,10.0,396.69,,8197,333,3,2.0,,0.0,93.52
2,,0.0,,53.78,2.0,0.0,92.16,444.72115430225335,8608,,1681398884.0,0,,1536.0,235,1472.0,4864.0,444.72115430225335,2.0,,10.0,245.86,,8851,334,3,2.0,,0.0,93.76
2,,0.0,,50.73,2.0,0.0,92.16,458.2713819442514,9344,,1681398886.0,0,,1632.0,236,1600.0,5376.0,458.2713819442514,2.0,,10.0,258.72,,9520,336,3,2.0,,0.0,93.84
2,,0.0,,49.01,2.0,0.0,92.19,462.374315721097,9824,,1681398887.0,0,,1760.0,237,1696.0,5888.0,462.374315721097,2.0,,10.0,272.15,,10108,337,3,2.0,,0.0,93.93
2,,0.0,,46.26,2.0,0.0,92.15,475.246853581887,10560,,1681398888.0,0,,1856.0,238,1824.0,6144.0,475.246853581887,2.0,,10.0,276.22,,10783,338,3,2.0,,0.0,94.01
2,,0.0,,44.41,2.0,0.0,92.17,481.0183834131075,11040,,1681398889.0,0,,1984.0,239,1920.0,6656.0,481.0183834131075,2.0,,10.0,289.04,,11406,339,3,2.0,,0.0,94.03
2,,0.0,,42.33,2.0,0.0,92.14,489.216547052108,11776,,1681398890.0,0,,2080.0,240,2048.0,6912.0,489.216547052108,2.0,,10.0,294.86,,12058,340,3,2.0,,0.0,94.02
2,,0.0,,40.08,2.0,0.0,92.09,499.75610389685374,12512,,1681398892.0,0,,2208.0,241,2144.0,7424.0,499.75610389685374,2.0,,10.0,303.12,,12738,342,3,2.0,,0.0,94.01
2,,0.0,,38.94,2.0,0.0,92.01,499.2547067804934,12992,,1681398893.0,0,,2304.0,242,2272.0,7936.0,499.2547067804934,2.0,,10.0,313.7,,13327,343,3,2.0,,0.0,94.04
2,,0.0,,36.95,2.0,0.0,92.01,507.9390452725547,13696,,1681398894.0,0,,2432.0,243,2368.0,8192.0,507.9390452725547,2.0,,10.0,313.18,,14001,344,3,2.0,,0.0,94.07
2,,0.0,,35.37,2.0,0.0,92.0,512.365824028315,14464,,1681398895.0,0,,2528.0,244,2464.0,8704.0,512.365824028315,2.0,,10.0,321.92,,14645,345,3,2.0,,0.0,94.01
2,,0.0,,33.94,2.0,0.0,92.07,515.2801341867502,14912,,1681398896.0,0,,2656.0,245,2592.0,9216.0,515.2801341867502,2.0,,10.0,326.53,,15279,346,3,2.0,,0.0,93.77
2,,0.0,,32.32,2.0,0.0,92.1,520.7019996537133,15680,,1681398898.0,0,,2752.0,246,2688.0,9472.0,520.7019996537133,2.0,,10.0,329.47,,15938,348,3,2.0,,0.0,93.71
2,,0.0,,31.2,2.0,0.0,92.11,519.7086701145738,16128,,1681398899.0,0,,2880.0,247,2816.0,9984.0,519.7086701145738,2.0,,10.0,335.11,,16552,349,3,2.0,,0.0,93.49
2,,0.0,,29.61,2.0,0.0,92.14,525.0704264254989,16864,,1681398900.0,0,,2976.0,248,2912.0,10240.0,525.0704264254989,2.0,,10.0,334.09,,17221,350,3,2.0,,0.0,93.47
2,,0.0,,28.05,2.0,0.0,92.12,530.3042391538104,17600,,1681398901.0,0,,3104.0,249,3008.0,10752.0,530.3042391538104,2.0,,10.0,339.6,,17895,351,3,2.0,,0.0,93.35
2,,0.0,,26.99,2.0,0.0,92.12,528.1431598394687,18080,,1681398902.0,0,,3200.0,250,3136.0,11264.0,528.1431598394687,2.0,,10.0,344.84,,18512,352,3,2.0,,0.0,93.34
2,,0.0,,25.62,2.0,0.0,92.1,530.8777974190439,18816,,1681398903.0,0,,3328.0,251,3232.0,11520.0,530.8777974190439,2.0,,10.0,342.82,,19165,353,3,2.0,,0.0,93.23
2,,0.0,,24.46,2.0,0.0,91.99,530.375887023165,19552,,1681398905.0,0,,3424.0,252,3360.0,12032.0,530.375887023165,2.0,,10.0,345.75,,19796,355,3,2.0,,0.0,93.14
2,,0.0,,23.14,2.0,0.0,91.99,532.468584325221,20032,,1681398906.0,0,,3552.0,253,3456.0,12544.0,532.468584325221,2.0,,10.0,345.26,,20446,356,3,2.0,,0.0,93.13
2,,0.0,,21.84,2.0,0.0,91.96,534.4115440908001,20736,,1681398907.0,0,,3648.0,254,3584.0,12800.0,534.4115440908001,2.0,,10.0,347.42,,21095,357,3,2.0,,0.0,93.09
2,,0.0,,20.74,2.0,0.0,91.93,532.7482357341823,21472,,1681398908.0,0,,3744.0,255,3680.0,13312.0,532.7482357341823,2.0,,10.0,349.48,,21720,358,3,2.0,,0.0,93.0
2,,0.0,,19.45,2.0,0.0,91.91,534.4857318131886,21952,,1681398909.0,0,,3872.0,256,3776.0,13824.0,534.4857318131886,2.0,,9.73,347.86,,22370,359,3,2.0,,0.0,92.98
