03_hivemind/next_fetch_time_s,04_peers/peer_8_samples_accumulated,_timestamp,04_peers/peer_3_epoch_oos,04_peers/peer_5_epoch_oos,03_hivemind/eta_next_epoch_s,04_peers/peer_7_samples_per_second,04_peers/peer_1_samples_accumulated,04_peers/peer_2_samples_accumulated,04_peers/peer_8_epoch,03_hivemind/total_training_samples,04_peers/peer_5_samples_per_second,04_peers/peer_8_samples_per_second,03_hivemind/estimated_current_samples,03_hivemind/actual_total_samples_per_second,03_hivemind/num_peers,04_peers/peer_1_epoch,03_hivemind/optimistic_total_samples_per_second,04_peers/peer_2_epoch,03_hivemind/num_clients,04_peers/peer_1_epoch_oos,04_peers/peer_4_epoch_oos,03_hivemind/epoch_based_sps,_runtime,04_peers/peer_7_epoch,04_peers/peer_6_samples_per_second,04_peers/peer_3_epoch,03_hivemind/global_epoch,03_hivemind/overshot_TBS,04_peers/peer_5_samples_accumulated,04_peers/peer_2_epoch_oos,04_peers/peer_1_samples_per_second,04_peers/peer_2_samples_per_second,04_peers/peer_9_samples_per_second,04_peers/peer_8_epoch_oos,04_peers/peer_4_samples_per_second,04_peers/peer_4_samples_accumulated,04_peers/peer_7_samples_accumulated,04_peers/peer_6_epoch,04_peers/peer_9_epoch,03_hivemind/reached_TBS,04_peers/peer_6_epoch_oos,04_peers/peer_9_epoch_oos,04_peers/peer_9_samples_accumulated,03_hivemind/per_epoch_training_samples,03_hivemind/undershot_TBS,04_peers/peer_7_epoch_oos,04_peers/peer_3_samples_accumulated,04_peers/peer_6_samples_accumulated,_step,03_hivemind/epoch_s,04_peers/peer_4_epoch,04_peers/peer_3_samples_per_second,04_peers/peer_5_epoch,03_hivemind/global_samples_accumulated
2.9,3104.0,1681395620.0,0.0,0.0,3.86,91.99,3136.0,3168.0,2.0,,90.97,91.36,29599,820.1348519411199,9,2.0,820.1348519411199,2.0,0,0.0,0.0,,268,2.0,91.62,2.0,2,,3136.0,0.0,92.95,93.5,85.02,0.0,92.05,3136.0,3168.0,2.0,2.0,,0.0,0.0,2848.0,,,0.0,3136.0,3136.0,134,,2.0,91.02,2.0,29088
1.84,3232.0,1681395621.0,0.0,0.0,2.46,91.98,3264.0,3296.0,2.0,,90.96,91.32,30755,819.9013392951895,9,2.0,819.9013392951895,2.0,0,0.0,0.0,,269,2.0,91.57,2.0,2,,3264.0,0.0,92.89,93.36,85.09,0.0,91.99,3264.0,3264.0,2.0,2.0,,0.0,0.0,2976.0,,,0.0,3264.0,3264.0,135,,2.0,90.97,2.0,30240
0.79,3360.0,1681395623.0,0.0,0.0,1.06,91.96,3392.0,3424.0,2.0,,90.92,91.34,31903,819.5498448135041,9,2.0,819.5498448135041,2.0,0,0.0,0.0,,271,2.0,91.52,2.0,2,,3392.0,0.0,92.89,93.28,85.21,0.0,91.96,3392.0,3392.0,2.0,2.0,,0.0,0.0,3104.0,,,0.0,3392.0,3392.0,136,,2.0,90.83,2.0,31392
0.5,3488.0,1681395624.0,0.0,0.0,0.0,91.95,3520.0,3584.0,2.0,,90.83,91.32,33055,819.0365406131334,9,2.0,819.0365406131334,2.0,0,0.0,0.0,,272,2.0,91.47,2.0,2,,3520.0,0.0,92.82,93.2,85.22,0.0,91.97,3520.0,3520.0,2.0,2.0,,0.0,0.0,3200.0,,,0.0,3520.0,3520.0,137,,2.0,90.76,2.0,32576
0.5,3616.0,1681395626.0,0.0,0.0,0.0,91.9,3648.0,3712.0,2.0,,90.83,91.21,34203,818.9033148378852,9,2.0,818.9033148378852,2.0,0,0.0,0.0,,274,2.0,91.38,2.0,2,,3648.0,0.0,92.78,93.2,85.2,0.0,91.83,3648.0,3680.0,2.0,2.0,,0.0,0.0,3328.0,,,0.0,3648.0,3648.0,138,,2.0,90.7,2.0,32896
0.5,3648.0,1681395627.0,0.0,0.0,0.0,91.91,3680.0,3744.0,2.0,,90.81,91.15,35350,818.9033148378852,9,2.0,818.9033148378852,2.0,0,0.0,0.0,,275,2.0,91.39,2.0,2,,3680.0,0.0,92.79,93.18,85.13,0.0,91.85,3680.0,3712.0,2.0,2.0,,0.0,0.0,3392.0,,,0.0,3680.0,3680.0,139,,2.0,90.69,2.0,32896
0.5,3648.0,1681395628.0,0.0,0.0,0.0,91.91,3680.0,3744.0,2.0,,90.81,91.15,36501,818.9033148378852,9,2.0,818.9033148378852,2.0,0,0.0,0.0,,276,2.0,91.39,2.0,2,,3680.0,0.0,92.79,93.18,85.13,0.0,91.85,3680.0,3712.0,2.0,2.0,,0.0,0.0,3392.0,,,0.0,3680.0,3680.0,140,,2.0,90.69,2.0,32896
0.5,3648.0,1681395630.0,0.0,0.0,0.0,91.91,3680.0,3744.0,2.0,,90.81,91.15,37652,818.9033148378852,9,2.0,818.9033148378852,2.0,0,0.0,0.0,,278,2.0,91.39,2.0,2,,3680.0,0.0,92.79,93.18,85.13,0.0,91.85,3680.0,3712.0,2.0,2.0,,0.0,0.0,3392.0,,,0.0,3680.0,3680.0,141,,2.0,90.69,2.0,32896
0.5,3648.0,1681395631.0,0.0,0.0,0.0,91.91,3680.0,3744.0,2.0,,90.81,91.15,38803,818.9033148378852,9,2.0,818.9033148378852,2.0,0,0.0,0.0,,279,2.0,91.39,2.0,2,,3680.0,0.0,92.79,93.18,85.13,0.0,91.85,3680.0,3712.0,2.0,2.0,,0.0,0.0,3392.0,,,0.0,3680.0,3680.0,142,,2.0,90.69,2.0,32896
0.5,3648.0,1681395633.0,0.0,0.0,0.0,91.91,3680.0,3744.0,2.0,,90.81,91.15,39953,818.9033148378852,9,2.0,818.9033148378852,2.0,0,0.0,0.0,,281,2.0,91.39,2.0,2,,3680.0,0.0,92.79,93.18,85.13,0.0,91.85,3680.0,3712.0,2.0,2.0,,0.0,0.0,3392.0,,,0.0,3680.0,3680.0,143,,2.0,90.69,2.0,32896
0.5,3648.0,1681395634.0,0.0,0.0,0.0,91.91,3680.0,3744.0,2.0,,90.81,91.15,41097,818.9033148378852,9,2.0,818.9033148378852,2.0,0,0.0,0.0,,282,2.0,91.39,2.0,2,,3680.0,0.0,92.79,93.18,85.13,0.0,91.85,3680.0,3712.0,2.0,2.0,,0.0,0.0,3392.0,,,0.0,3680.0,3680.0,144,,2.0,90.69,2.0,32896
0.5,3648.0,1681395635.0,0.0,0.0,0.0,91.91,3680.0,3744.0,2.0,,90.81,91.15,42240,818.9033148378852,9,2.0,818.9033148378852,2.0,0,0.0,0.0,,283,2.0,91.39,2.0,2,,3680.0,0.0,92.79,93.18,85.13,0.0,91.85,3680.0,3712.0,2.0,2.0,,0.0,0.0,3392.0,,,0.0,3680.0,3680.0,145,,2.0,90.69,2.0,32896
0.5,3648.0,1681395637.0,0.0,0.0,0.0,91.91,3680.0,3744.0,2.0,,90.81,91.15,43384,818.9033148378852,9,2.0,818.9033148378852,2.0,0,0.0,0.0,,285,2.0,91.39,2.0,2,,3680.0,0.0,92.79,93.18,85.13,0.0,91.85,3680.0,3712.0,2.0,2.0,,0.0,0.0,3392.0,,,0.0,3680.0,3680.0,146,,2.0,90.69,2.0,32896
0.5,3648.0,1681395638.0,0.0,0.0,0.0,91.91,3680.0,3744.0,2.0,,90.81,91.15,44534,818.9033148378852,9,2.0,818.9033148378852,2.0,0,0.0,0.0,,286,2.0,91.39,2.0,2,,3680.0,0.0,92.79,93.18,85.13,0.0,91.85,3680.0,3712.0,2.0,2.0,,0.0,0.0,3392.0,,,0.0,3680.0,3680.0,147,,2.0,90.69,2.0,32896
0.5,3648.0,1681395640.0,0.0,0.0,0.0,91.91,3680.0,3744.0,2.0,,90.81,91.15,45685,818.9033148378852,9,2.0,818.9033148378852,2.0,0,0.0,0.0,,288,2.0,91.39,2.0,2,,3680.0,0.0,92.79,93.18,85.13,0.0,91.85,3680.0,3712.0,2.0,2.0,,0.0,0.0,3392.0,,,0.0,3680.0,3680.0,148,,2.0,90.69,2.0,32896
0.5,3648.0,1681395641.0,0.0,0.0,0.0,91.91,3680.0,3744.0,2.0,,90.81,91.15,46837,818.9033148378852,9,2.0,818.9033148378852,2.0,0,0.0,0.0,,289,2.0,91.39,2.0,2,,3680.0,0.0,92.79,93.18,85.13,0.0,91.85,3680.0,3712.0,2.0,2.0,,0.0,0.0,3392.0,,,0.0,3680.0,3680.0,149,,2.0,90.69,2.0,32896
0.5,3648.0,1681395642.0,0.0,0.0,0.0,91.91,3680.0,3744.0,2.0,,90.81,91.15,47992,818.9033148378852,9,2.0,818.9033148378852,2.0,0,0.0,0.0,,290,2.0,91.39,2.0,2,,3680.0,0.0,92.79,93.18,85.13,0.0,91.85,3680.0,3712.0,2.0,2.0,,0.0,0.0,3392.0,,,0.0,3680.0,3680.0,150,,2.0,90.69,2.0,32896
0.5,3648.0,1681395644.0,0.0,0.0,0.0,91.91,3680.0,3744.0,2.0,,90.81,91.15,49145,818.9033148378852,9,2.0,818.9033148378852,2.0,0,0.0,0.0,,292,2.0,91.39,2.0,2,,3680.0,0.0,92.79,93.18,85.13,0.0,91.85,3680.0,3712.0,2.0,2.0,,0.0,0.0,3392.0,,,0.0,3680.0,3680.0,151,,2.0,90.69,2.0,32896
0.5,3648.0,1681395645.0,0.0,0.0,0.0,91.91,3680.0,3744.0,2.0,,90.81,91.15,50397,818.9033148378852,9,2.0,818.9033148378852,2.0,0,0.0,0.0,,293,2.0,91.39,2.0,2,,3680.0,0.0,92.79,93.18,85.13,0.0,91.85,3680.0,3712.0,2.0,2.0,,0.0,0.0,3392.0,,,0.0,3680.0,3680.0,152,,2.0,90.69,2.0,32896
0.5,3648.0,1681395647.0,0.0,0.0,0.0,91.91,3680.0,3744.0,2.0,,90.81,91.15,51549,818.9033148378852,9,2.0,818.9033148378852,2.0,0,0.0,0.0,,295,2.0,91.39,2.0,2,,3680.0,0.0,92.79,93.18,85.13,0.0,91.85,3680.0,3712.0,2.0,2.0,,0.0,0.0,3392.0,,,0.0,3680.0,3680.0,153,,2.0,90.69,2.0,32896
0.5,3648.0,1681395648.0,0.0,0.0,0.0,91.91,3680.0,3744.0,2.0,,90.81,91.15,52696,818.9033148378852,9,2.0,818.9033148378852,2.0,0,0.0,0.0,,296,2.0,91.39,2.0,2,,3680.0,0.0,92.79,93.18,85.13,0.0,91.85,3680.0,3712.0,2.0,2.0,,0.0,0.0,3392.0,,,0.0,3680.0,3680.0,154,,2.0,90.69,2.0,32896
0.5,3648.0,1681395650.0,0.0,0.0,0.0,91.91,3680.0,3744.0,2.0,,90.81,91.15,53848,818.9033148378852,9,2.0,818.9033148378852,2.0,0,0.0,0.0,,298,2.0,91.39,2.0,2,,3680.0,0.0,92.79,93.18,85.13,0.0,91.85,3680.0,3712.0,2.0,2.0,,0.0,0.0,3392.0,,,0.0,3680.0,3680.0,155,,2.0,90.69,2.0,32896
0.5,3648.0,1681395651.0,0.0,0.0,0.0,91.91,3680.0,3744.0,2.0,,90.81,91.15,55003,818.9033148378852,9,2.0,818.9033148378852,2.0,0,0.0,0.0,,299,2.0,91.39,2.0,2,,3680.0,0.0,92.79,93.18,85.13,0.0,91.85,3680.0,3712.0,2.0,2.0,,0.0,0.0,3392.0,,,0.0,3680.0,3680.0,156,,2.0,90.69,2.0,32896
0.5,3648.0,1681395652.0,0.0,0.0,0.0,91.91,3680.0,3744.0,2.0,,90.81,91.15,56154,818.9033148378852,9,2.0,818.9033148378852,2.0,0,0.0,0.0,,300,2.0,91.39,2.0,2,,3680.0,0.0,92.79,93.18,85.13,0.0,91.85,3680.0,3712.0,2.0,2.0,,0.0,0.0,3392.0,,,0.0,3680.0,3680.0,157,,2.0,90.69,2.0,32896
0.5,3648.0,1681395654.0,0.0,0.0,0.0,91.91,3680.0,3744.0,2.0,,90.81,91.15,57298,818.9033148378852,9,2.0,818.9033148378852,2.0,0,0.0,0.0,,302,2.0,91.39,2.0,2,,3680.0,0.0,92.79,93.18,85.13,0.0,91.85,3680.0,3712.0,2.0,2.0,,0.0,0.0,3392.0,,,0.0,3680.0,3680.0,158,,2.0,90.69,2.0,32896
0.5,3648.0,1681395655.0,0.0,0.0,0.0,91.91,3680.0,3744.0,2.0,,90.81,91.15,58449,818.9033148378852,9,2.0,818.9033148378852,2.0,0,0.0,0.0,,303,2.0,91.39,2.0,2,,3680.0,0.0,92.79,93.18,85.13,0.0,91.85,3680.0,3712.0,2.0,2.0,,0.0,0.0,3392.0,,,0.0,3680.0,3680.0,159,,2.0,90.69,2.0,32896
0.5,3648.0,1681395657.0,0.0,0.0,0.0,91.91,3680.0,3744.0,2.0,,90.81,91.15,59601,818.9033148378852,9,2.0,818.9033148378852,2.0,0,0.0,0.0,,305,2.0,91.39,2.0,2,,3680.0,0.0,92.79,93.18,85.13,0.0,91.85,3680.0,3712.0,2.0,2.0,,0.0,0.0,3392.0,,,0.0,3680.0,3680.0,160,,2.0,90.69,2.0,32896
0.5,3648.0,1681395658.0,0.0,0.0,0.0,91.91,3680.0,3744.0,2.0,,90.81,91.15,60757,818.9033148378852,9,2.0,818.9033148378852,2.0,0,0.0,0.0,,306,2.0,91.39,2.0,2,,3680.0,0.0,92.79,93.18,85.13,0.0,91.85,3680.0,3712.0,2.0,2.0,,0.0,0.0,3392.0,,,0.0,3680.0,3680.0,161,,2.0,90.69,2.0,32896
0.5,3648.0,1681395659.0,0.0,0.0,0.0,91.91,3680.0,3744.0,2.0,,90.81,91.15,61907,818.9033148378852,9,2.0,818.9033148378852,2.0,0,0.0,0.0,,307,2.0,91.39,2.0,2,,3680.0,0.0,92.79,93.18,85.13,0.0,91.85,3680.0,3712.0,2.0,2.0,,0.0,0.0,3392.0,,,0.0,3680.0,3680.0,162,,2.0,90.69,2.0,32896
0.5,3648.0,1681395661.0,0.0,0.0,0.0,91.91,3680.0,3744.0,2.0,,90.81,91.15,63063,818.9033148378852,9,2.0,818.9033148378852,2.0,0,0.0,0.0,,309,2.0,91.39,2.0,2,,3680.0,0.0,92.79,93.18,85.13,0.0,91.85,3680.0,3712.0,2.0,2.0,,0.0,0.0,3392.0,,,0.0,3680.0,3680.0,163,,2.0,90.69,2.0,32896
0.5,3648.0,1681395662.0,0.0,0.0,0.0,91.91,3680.0,3744.0,2.0,,90.81,91.15,64284,818.9033148378852,9,2.0,818.9033148378852,2.0,0,0.0,0.0,,310,2.0,91.39,2.0,2,,3680.0,0.0,92.79,93.18,85.13,0.0,91.85,3680.0,3712.0,2.0,2.0,,0.0,0.0,3392.0,,,0.0,3680.0,3680.0,164,,2.0,90.69,2.0,32896
10.0,3648.0,1681395664.0,0.0,0.0,39.04,91.91,3680.0,3744.0,2.0,,90.81,91.15,796,642.3805563855761,9,2.0,818.9033148378852,2.0,0,0.0,0.0,,312,2.0,91.39,2.0,3,,3680.0,0.0,92.79,93.18,85.13,0.0,91.85,3680.0,3712.0,2.0,2.0,,0.0,0.0,3392.0,,,0.0,3680.0,3680.0,165,,2.0,90.69,2.0,0
10.0,0.0,1681395665.0,0.0,0.0,37.37,91.91,0.0,0.0,3.0,98688.0,90.81,91.15,2163,818.9033148378852,9,3.0,818.9033148378852,3.0,0,0.0,0.0,417.0113553027542,313,3.0,91.39,3.0,3,3.0,0.0,0.0,92.79,93.18,85.13,0.0,91.85,0.0,0.0,2.0,2.0,0.0,1.0,1.0,3392.0,32896.0,0.0,0.0,0.0,3680.0,166,78.88514205114916,3.0,90.69,3.0,0
10.0,0.0,1681395667.0,0.0,0.0,35.97,91.91,0.0,0.0,3.0,,90.81,91.15,3312,818.9033148378852,9,3.0,818.9033148378852,3.0,0,0.0,0.0,,315,3.0,91.39,3.0,3,,0.0,0.0,92.79,93.18,85.13,0.0,91.85,0.0,0.0,3.0,3.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,167,,3.0,90.69,3.0,0
10.0,0.0,1681395671.0,0.0,0.0,36.85,91.91,0.0,0.0,3.0,,90.81,91.15,5931,728.2138039219159,8,3.0,728.2138039219159,3.0,0,0.0,0.0,,319,3.0,91.39,3.0,3,,0.0,0.0,92.79,93.18,85.13,0.0,91.85,0.0,0.0,3.0,3.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,168,,3.0,90.69,3.0,0
10.0,0.0,1681395675.0,,0.0,32.81,91.91,0.0,0.0,3.0,,90.81,91.15,8873,728.2138039219159,8,3.0,728.2138039219159,3.0,0,0.0,0.0,,323,3.0,91.39,,3,,0.0,0.0,92.79,93.18,85.13,0.0,91.85,0.0,0.0,3.0,3.0,,0.0,0.0,0.0,,,0.0,,0.0,169,,3.0,,3.0,0
10.0,0.0,1681395676.0,,0.0,31.78,91.91,0.0,0.0,3.0,,90.81,91.15,9627,728.2138039219159,8,3.0,728.2138039219159,3.0,0,0.0,0.0,,324,3.0,91.39,,3,,0.0,0.0,92.79,93.18,85.13,0.0,91.85,0.0,0.0,3.0,3.0,,0.0,0.0,0.0,,,0.0,,0.0,170,,3.0,,3.0,0
10.0,0.0,1681395677.0,,0.0,30.74,91.91,0.0,0.0,3.0,,90.81,91.15,10381,728.2138039219159,8,3.0,728.2138039219159,3.0,0,0.0,0.0,,325,3.0,91.39,,3,,0.0,0.0,92.79,93.18,85.13,0.0,91.85,0.0,0.0,3.0,3.0,,0.0,0.0,0.0,,,0.0,,0.0,171,,3.0,,3.0,0
10.0,0.0,1681395678.0,,0.0,29.71,91.91,0.0,0.0,3.0,,90.81,91.15,11133,728.2138039219159,8,3.0,728.2138039219159,3.0,0,0.0,0.0,,326,3.0,91.39,,3,,0.0,0.0,92.79,93.18,85.13,0.0,91.85,0.0,0.0,3.0,3.0,,0.0,0.0,0.0,,,0.0,,0.0,172,,3.0,,3.0,0
10.0,0.0,1681395679.0,,0.0,28.67,91.91,0.0,0.0,3.0,,90.81,91.15,11889,728.2138039219159,8,3.0,728.2138039219159,3.0,0,0.0,0.0,,327,3.0,91.39,,3,,0.0,0.0,92.79,93.18,85.13,0.0,91.85,0.0,0.0,3.0,3.0,,0.0,0.0,0.0,,,0.0,,0.0,173,,3.0,,3.0,0
10.0,0.0,1681395680.0,,0.0,27.64,91.91,0.0,0.0,3.0,,90.81,91.15,12644,728.2138039219159,8,3.0,728.2138039219159,3.0,0,0.0,0.0,,328,3.0,91.39,,3,,0.0,0.0,92.79,93.18,85.13,0.0,91.85,0.0,0.0,3.0,3.0,,0.0,0.0,0.0,,,0.0,,0.0,174,,3.0,,3.0,0
10.0,0.0,1681395681.0,,0.0,26.59,91.91,0.0,0.0,3.0,,90.81,91.15,13403,728.2138039219159,8,3.0,728.2138039219159,3.0,0,0.0,0.0,,329,3.0,91.39,,3,,0.0,0.0,92.79,93.18,85.13,0.0,91.85,0.0,0.0,3.0,3.0,,0.0,0.0,0.0,,,0.0,,0.0,175,,3.0,,3.0,0
10.0,0.0,1681395682.0,,0.0,25.56,91.91,0.0,0.0,3.0,,90.81,91.15,14157,728.2138039219159,8,3.0,728.2138039219159,3.0,0,0.0,0.0,,330,3.0,91.39,,3,,0.0,0.0,92.79,93.18,85.13,0.0,91.85,0.0,0.0,3.0,3.0,,0.0,0.0,0.0,,,0.0,,0.0,176,,3.0,,3.0,0
10.0,0.0,1681395683.0,,0.0,24.52,91.91,0.0,0.0,3.0,,90.81,91.15,14912,728.2138039219159,8,3.0,728.2138039219159,3.0,0,0.0,0.0,,331,3.0,91.39,,3,,0.0,0.0,92.79,93.18,85.13,0.0,91.85,0.0,0.0,3.0,3.0,,0.0,0.0,0.0,,,0.0,,0.0,177,,3.0,,3.0,0
10.0,0.0,1681395684.0,,0.0,23.47,91.91,0.0,0.0,3.0,,90.81,91.15,15674,728.2138039219159,8,3.0,728.2138039219159,3.0,0,0.0,0.0,,332,3.0,91.39,,3,,0.0,0.0,92.79,93.18,85.13,0.0,91.85,0.0,0.0,3.0,3.0,,0.0,0.0,0.0,,,0.0,,0.0,178,,3.0,,3.0,0
10.0,0.0,1681395685.0,,0.0,22.43,91.91,0.0,0.0,3.0,,90.81,91.15,16432,728.2138039219159,8,3.0,728.2138039219159,3.0,0,0.0,0.0,,333,3.0,91.39,,3,,0.0,0.0,92.79,93.18,85.13,0.0,91.85,0.0,0.0,3.0,3.0,,0.0,0.0,0.0,,,0.0,,0.0,179,,3.0,,3.0,0
10.0,0.0,1681395686.0,,0.0,21.4,91.91,0.0,0.0,3.0,,90.81,91.15,17186,728.2138039219159,8,3.0,728.2138039219159,3.0,0,0.0,0.0,,334,3.0,91.39,,3,,0.0,0.0,92.79,93.18,85.13,0.0,91.85,0.0,0.0,3.0,3.0,,0.0,0.0,0.0,,,0.0,,0.0,180,,3.0,,3.0,0
10.0,0.0,1681395687.0,,0.0,20.36,91.91,0.0,0.0,3.0,,90.81,91.15,17939,728.2138039219159,8,3.0,728.2138039219159,3.0,0,0.0,0.0,,335,3.0,91.39,,3,,0.0,0.0,92.79,93.18,85.13,0.0,91.85,0.0,0.0,3.0,3.0,,0.0,0.0,0.0,,,0.0,,0.0,181,,3.0,,3.0,0
10.0,0.0,1681395688.0,,0.0,19.31,91.91,0.0,0.0,3.0,,90.81,91.15,18706,728.2138039219159,8,3.0,728.2138039219159,3.0,0,0.0,0.0,,336,3.0,91.39,,3,,0.0,0.0,92.79,93.18,85.13,0.0,91.85,0.0,0.0,3.0,3.0,,0.0,0.0,0.0,,,0.0,,0.0,182,,3.0,,3.0,0
10.0,0.0,1681395689.0,,0.0,18.28,91.91,0.0,0.0,3.0,,90.81,91.15,19457,728.2138039219159,8,3.0,728.2138039219159,3.0,0,0.0,0.0,,337,3.0,91.39,,3,,0.0,0.0,92.79,93.18,85.13,0.0,91.85,0.0,0.0,3.0,3.0,,0.0,0.0,0.0,,,0.0,,0.0,183,,3.0,,3.0,0
10.0,0.0,1681395690.0,,0.0,17.25,91.91,0.0,0.0,3.0,,90.81,91.15,20209,728.2138039219159,8,3.0,728.2138039219159,3.0,0,0.0,0.0,,338,3.0,91.39,,3,,0.0,0.0,92.79,93.18,85.13,0.0,91.85,0.0,0.0,3.0,3.0,,0.0,0.0,0.0,,,0.0,,0.0,184,,3.0,,3.0,0
10.0,0.0,1681395691.0,,0.0,16.19,91.91,0.0,0.0,3.0,,90.81,91.15,20975,728.2138039219159,8,3.0,728.2138039219159,3.0,0,0.0,0.0,,339,3.0,91.39,,3,,0.0,0.0,92.79,93.18,85.13,0.0,91.85,0.0,0.0,3.0,3.0,,0.0,0.0,0.0,,,0.0,,0.0,185,,3.0,,3.0,0
10.0,0.0,1681395692.0,,0.0,15.16,91.91,0.0,0.0,3.0,,90.81,91.15,21727,728.2138039219159,8,3.0,728.2138039219159,3.0,0,0.0,0.0,,340,3.0,91.39,,3,,0.0,0.0,92.79,93.18,85.13,0.0,91.85,0.0,0.0,3.0,3.0,,0.0,0.0,0.0,,,0.0,,0.0,186,,3.0,,3.0,0
10.0,0.0,1681395693.0,,0.0,14.13,91.91,0.0,0.0,3.0,,90.81,91.15,22479,728.2138039219159,8,3.0,728.2138039219159,3.0,0,0.0,0.0,,341,3.0,91.39,,3,,0.0,0.0,92.79,93.18,85.13,0.0,91.85,0.0,0.0,3.0,3.0,,0.0,0.0,0.0,,,0.0,,0.0,187,,3.0,,3.0,0
9.53,0.0,1681395694.0,,0.0,13.1,91.91,0.0,0.0,3.0,,90.81,91.15,23229,728.2138039219159,8,3.0,728.2138039219159,3.0,0,0.0,0.0,,342,3.0,91.39,,3,,0.0,0.0,92.79,93.18,85.13,0.0,91.85,0.0,0.0,3.0,3.0,,0.0,0.0,0.0,,,0.0,,0.0,188,,3.0,,3.0,0
8.78,0.0,1681395696.0,,0.0,12.07,91.91,0.0,0.0,3.0,,90.81,91.15,23980,728.2138039219159,8,3.0,728.2138039219159,3.0,0,0.0,0.0,,344,3.0,91.39,,3,,0.0,0.0,92.79,93.18,85.13,0.0,91.85,0.0,0.0,3.0,3.0,,0.0,0.0,0.0,,,0.0,,0.0,189,,3.0,,3.0,0
8.03,0.0,1681395697.0,,0.0,11.04,91.91,0.0,0.0,3.0,,90.81,91.15,24730,728.2138039219159,8,3.0,728.2138039219159,3.0,0,0.0,0.0,,345,3.0,91.39,,3,,0.0,0.0,92.79,93.18,85.13,0.0,91.85,0.0,0.0,3.0,3.0,,0.0,0.0,0.0,,,0.0,,0.0,190,,3.0,,3.0,0
7.27,0.0,1681395698.0,,0.0,10.0,91.91,0.0,0.0,3.0,,90.81,91.15,25484,728.2138039219159,8,3.0,728.2138039219159,3.0,0,0.0,0.0,,346,3.0,91.39,,3,,0.0,0.0,92.79,93.18,85.13,0.0,91.85,0.0,0.0,3.0,3.0,,0.0,0.0,0.0,,,0.0,,0.0,191,,3.0,,3.0,0
6.52,0.0,1681395699.0,,0.0,8.97,91.91,0.0,0.0,3.0,,90.81,91.15,26236,728.2138039219159,8,3.0,728.2138039219159,3.0,0,0.0,0.0,,347,3.0,91.39,,3,,0.0,0.0,92.79,93.18,85.13,0.0,91.85,0.0,0.0,3.0,3.0,,0.0,0.0,0.0,,,0.0,,0.0,192,,3.0,,3.0,0
5.77,0.0,1681395700.0,,0.0,7.94,91.91,0.0,0.0,3.0,,90.81,91.15,26987,728.2138039219159,8,3.0,728.2138039219159,3.0,0,0.0,0.0,,348,3.0,91.39,,3,,0.0,0.0,92.79,93.18,85.13,0.0,91.85,0.0,0.0,3.0,3.0,,0.0,0.0,0.0,,,0.0,,0.0,193,,3.0,,3.0,0
5.02,0.0,1681395701.0,,0.0,6.9,91.91,0.0,0.0,3.0,,90.81,91.15,27742,728.2138039219159,8,3.0,728.2138039219159,3.0,0,0.0,0.0,,349,3.0,91.39,,3,,0.0,0.0,92.79,93.18,85.13,0.0,91.85,0.0,0.0,3.0,3.0,,0.0,0.0,0.0,,,0.0,,0.0,194,,3.0,,3.0,0
4.27,0.0,1681395702.0,,0.0,5.87,91.91,0.0,0.0,3.0,,90.81,91.15,28493,728.2138039219159,8,3.0,728.2138039219159,3.0,0,0.0,0.0,,350,3.0,91.39,,3,,0.0,0.0,92.79,93.18,85.13,0.0,91.85,0.0,0.0,3.0,3.0,,0.0,0.0,0.0,,,0.0,,0.0,195,,3.0,,3.0,0
3.51,0.0,1681395703.0,,0.0,4.83,91.91,0.0,0.0,3.0,,90.81,91.15,29249,728.2138039219159,8,3.0,728.2138039219159,3.0,0,0.0,0.0,,351,3.0,91.39,,3,,0.0,0.0,92.79,93.18,85.13,0.0,91.85,0.0,0.0,3.0,3.0,,0.0,0.0,0.0,,,0.0,,0.0,196,,3.0,,3.0,0
2.77,0.0,1681395704.0,,0.0,3.8,91.91,0.0,0.0,3.0,,90.81,91.15,29999,728.2138039219159,8,3.0,728.2138039219159,3.0,0,0.0,0.0,,352,3.0,91.39,,3,,0.0,0.0,92.79,93.18,85.13,0.0,91.85,0.0,0.0,3.0,3.0,,0.0,0.0,0.0,,,0.0,,0.0,197,,3.0,,3.0,0
2.02,0.0,1681395705.0,,0.0,2.77,91.91,0.0,0.0,3.0,,90.81,91.15,30749,728.2138039219159,8,3.0,728.2138039219159,3.0,0,0.0,0.0,,353,3.0,91.39,,3,,0.0,0.0,92.79,93.18,85.13,0.0,91.85,0.0,0.0,3.0,3.0,,0.0,0.0,0.0,,,0.0,,0.0,198,,3.0,,3.0,0
1.27,0.0,1681395706.0,,0.0,1.74,91.91,0.0,0.0,3.0,,90.81,91.15,31498,728.2138039219159,8,3.0,728.2138039219159,3.0,0,0.0,0.0,,354,3.0,91.39,,3,,0.0,0.0,92.79,93.18,85.13,0.0,91.85,0.0,0.0,3.0,3.0,,0.0,0.0,0.0,,,0.0,,0.0,199,,3.0,,3.0,0
