03_hivemind/next_fetch_time_s,04_peers/peer_8_samples_accumulated,_timestamp,04_peers/peer_3_epoch_oos,04_peers/peer_5_epoch_oos,03_hivemind/eta_next_epoch_s,04_peers/peer_7_samples_per_second,04_peers/peer_1_samples_accumulated,04_peers/peer_2_samples_accumulated,04_peers/peer_8_epoch,03_hivemind/total_training_samples,04_peers/peer_5_samples_per_second,04_peers/peer_8_samples_per_second,03_hivemind/estimated_current_samples,03_hivemind/actual_total_samples_per_second,03_hivemind/num_peers,04_peers/peer_1_epoch,03_hivemind/optimistic_total_samples_per_second,04_peers/peer_2_epoch,03_hivemind/num_clients,04_peers/peer_1_epoch_oos,04_peers/peer_4_epoch_oos,03_hivemind/epoch_based_sps,_runtime,04_peers/peer_7_epoch,04_peers/peer_6_samples_per_second,04_peers/peer_3_epoch,03_hivemind/global_epoch,03_hivemind/overshot_TBS,04_peers/peer_5_samples_accumulated,04_peers/peer_2_epoch_oos,04_peers/peer_1_samples_per_second,04_peers/peer_2_samples_per_second,04_peers/peer_9_samples_per_second,04_peers/peer_8_epoch_oos,04_peers/peer_4_samples_per_second,04_peers/peer_4_samples_accumulated,04_peers/peer_7_samples_accumulated,04_peers/peer_6_epoch,04_peers/peer_9_epoch,03_hivemind/reached_TBS,04_peers/peer_6_epoch_oos,04_peers/peer_9_epoch_oos,04_peers/peer_9_samples_accumulated,03_hivemind/per_epoch_training_samples,03_hivemind/undershot_TBS,04_peers/peer_7_epoch_oos,04_peers/peer_3_samples_accumulated,04_peers/peer_6_samples_accumulated,_step,03_hivemind/epoch_s,04_peers/peer_4_epoch,04_peers/peer_3_samples_per_second,04_peers/peer_5_epoch,03_hivemind/global_samples_accumulated
0.52,0.0,1681395707.0,,0.0,0.71,91.91,0.0,0.0,3.0,,90.81,91.15,32249,728.2138039219159,8,3.0,728.2138039219159,3.0,0,0.0,0.0,,355,3.0,91.39,,3,,0.0,0.0,92.79,93.18,85.13,0.0,91.85,0.0,0.0,3.0,3.0,,0.0,0.0,0.0,,,0.0,,0.0,200,,3.0,,3.0,0
0.5,0.0,1681395708.0,,0.0,0.0,91.91,0.0,0.0,3.0,,90.81,91.15,33002,728.2138039219159,8,3.0,728.2138039219159,3.0,0,0.0,0.0,,356,3.0,91.39,,3,,0.0,0.0,92.79,93.18,85.13,0.0,91.85,0.0,0.0,3.0,3.0,,0.0,0.0,0.0,,,0.0,,0.0,201,,3.0,,3.0,0
0.5,0.0,1681395709.0,,0.0,0.0,91.91,0.0,0.0,3.0,,90.81,91.15,33755,728.2138039219159,8,3.0,728.2138039219159,3.0,0,0.0,0.0,,357,3.0,91.39,,3,,0.0,0.0,92.79,93.18,85.13,0.0,91.85,0.0,0.0,3.0,3.0,,0.0,0.0,0.0,,,0.0,,0.0,202,,3.0,,3.0,0
0.5,0.0,1681395710.0,,0.0,0.0,91.91,0.0,0.0,3.0,,90.81,91.15,34505,728.2138039219159,8,3.0,728.2138039219159,3.0,0,0.0,0.0,,358,3.0,91.39,,3,,0.0,0.0,92.79,93.18,85.13,0.0,91.85,0.0,0.0,3.0,3.0,,0.0,0.0,0.0,,,0.0,,0.0,203,,3.0,,3.0,0
0.5,0.0,1681395711.0,,0.0,0.0,91.91,0.0,0.0,3.0,,90.81,91.15,35259,728.2138039219159,8,3.0,728.2138039219159,3.0,0,0.0,0.0,,359,3.0,91.39,,3,,0.0,0.0,92.79,93.18,85.13,0.0,91.85,0.0,0.0,3.0,3.0,,0.0,0.0,0.0,,,0.0,,0.0,204,,3.0,,3.0,0
0.5,0.0,1681395712.0,,0.0,0.0,91.91,0.0,0.0,3.0,,90.81,91.15,36011,728.2138039219159,8,3.0,728.2138039219159,3.0,0,0.0,0.0,,360,3.0,91.39,,3,,0.0,0.0,92.79,93.18,85.13,0.0,91.85,0.0,0.0,3.0,3.0,,0.0,0.0,0.0,,,0.0,,0.0,205,,3.0,,3.0,0
0.5,0.0,1681395713.0,,0.0,0.0,91.91,0.0,0.0,3.0,,90.81,91.15,36764,728.2138039219159,8,3.0,728.2138039219159,3.0,0,0.0,0.0,,361,3.0,91.39,,3,,0.0,0.0,92.79,93.18,85.13,0.0,91.85,0.0,0.0,3.0,3.0,,0.0,0.0,0.0,,,0.0,,0.0,206,,3.0,,3.0,0
10.0,0.0,1681395714.0,,0.0,125.96,91.91,0.0,0.0,3.0,,90.81,91.15,9503,184.6995652250406,2,3.0,184.6995652250406,3.0,0,0.0,0.0,,362,3.0,91.39,,3,,0.0,0.0,92.79,93.18,85.13,0.0,91.85,0.0,0.0,3.0,3.0,,0.0,0.0,0.0,,,0.0,,0.0,207,,3.0,,3.0,0
10.0,,1681395715.0,,,300.73,91.91,0.0,,,,,,4864,92.78734556057918,1,3.0,92.78734556057918,,0,0.0,,,363,3.0,,,3,,,,92.79,,,,,,0.0,,,,,,,,,0.0,,,208,,,,,0
10.0,,1681395716.0,,,299.71,,0.0,,,,,,4958,92.78734556057918,1,3.0,92.78734556057918,,0,0.0,,,364,,,,3,,,,92.79,,,,,,,,,,,,,,,,,,209,,,,,0
10.0,,1681395717.0,,,298.7,,0.0,,,,,,5053,92.78734556057918,1,3.0,92.78734556057918,,0,0.0,,,365,,,,3,,,,92.79,,,,,,,,,,,,,,,,,,210,,,,,0
10.0,,1681395718.0,,,297.68,,0.0,,,,,,5147,92.78734556057918,1,3.0,92.78734556057918,,0,0.0,,,366,,,,3,,,,92.79,,,,,,,,,,,,,,,,,,211,,,,,0
10.0,,1681395719.0,,,296.66,,0.0,,,,,,5241,92.78734556057918,1,3.0,92.78734556057918,,0,0.0,,,367,,,,3,,,,92.79,,,,,,,,,,,,,,,,,,212,,,,,0
10.0,,1681395720.0,,,295.65,,0.0,,,,,,5336,92.78734556057918,1,3.0,92.78734556057918,,0,0.0,,,368,,,,3,,,,92.79,,,,,,,,,,,,,,,,,,213,,,,,0
10.0,,1681395721.0,,,294.63,,0.0,,,,,,5430,92.78734556057918,1,3.0,92.78734556057918,,0,0.0,,,369,,,,3,,,,92.79,,,,,,,,,,,,,,,,,,214,,,,,0
10.0,,1681395722.0,,,293.62,,0.0,,,,,,5524,92.78734556057918,1,3.0,92.78734556057918,,0,0.0,,,370,,,,3,,,,92.79,,,,,,,,,,,,,,,,,,215,,,,,0
