03_hivemind/global_epoch,disk/counter/disk_read_sys_count,01_general/locally_processed_samples,process/memory/text_resident_set_proc_MB,_timestamp,cpu/interrupts/ctx_switches_count,disk/counter/disk_write_sys_count,01_general/dataset_iteration_count,bandwidth/disk_write_sys_bandwidth_MBs,process/memory/lib_memory_proc_MB,cpu/interrupts/soft_interrupts_count,bandwidth/net_sent_sys_bandwidth_Mbits,cpu/load/avg_sys_load_five_min_percent,process/memory/resident_set_size_proc_MB,memory/total_memory_sys_MB,memory/available_memory_sys_MB,disk/time/disk_write_time_sys_s,_step,01_general/minibatch_loss,disk/time/disk_busy_time_sys_s,cpu/load/avg_sys_load_fifteen_min_percent,disk/time/disk_read_time_sys_s,memory/used_memory_sys_percent,cpu/interrupts/interrupts_count,_runtime,01_general/step,cpu/logical_core_count,02_timing/forward_time_s,02_timing/loss_calc_time_s,bandwidth/net_recv_sys_bandwidth_Mbits,02_timing/dataload_cuda_move_time_s,process/voluntary_proc_ctx_switches,bandwidth/disk_read_sys_bandwidth_MBs,01_general/lr,02_timing/step_time_s,03_hivemind/num_peers,02_timing/backward_time_s,memory/used_memory_sys_MB,cpu/load/avg_sys_load_one_min_percent,process/involuntary_proc_ctx_switches,process/memory/data_resident_set_proc_MB,02_timing/dataload_time_s,02_timing/opt_step_time_s,process/memory/shared_memory_proc_MB,process/memory/dirty_pages_proc_count,process/memory/virtual_memory_size_proc_MB
,2.0,,2.719744,1681395435.0,64735.0,179.0,,0.01634513926906927,6457.229312,74334.0,1.3201892368072623,0.8666666666666666,6270.406656,,199968.075776,0.09199999999998454,45,,0.22400000000000375,1.3333333333333335,0.002000000000000668,5.3,1039010.0,18,,,0.01741118199970515,0.00047654199988755863,97.93835856619093,0.0031070720001480368,1051.0,0.0,,,,0.13921013500021218,7668.088832,1.3,1118.0,0.0,,,2450.567168,0.0,31823.159296
0.0,,896.0,,1681395435.0,,,0.0,,,,,,,,,,46,7.3531494140625,,,,,,18,27.0,,,,,,,,0.0001,0.20186709600011454,5.0,,,,,,0.002782437999940157,0.038879727000221465,,,
0.0,,928.0,,1681395436.0,,,0.0,,,,,,,,,,47,7.4713134765625,,,,,,19,28.0,,0.017157769000277767,0.0004903260000901355,,0.003049536000162334,,,0.0001,0.20088867600088633,5.0,0.1388088990001961,,,,,0.0026847020003515354,0.038697443999808456,,,
0.0,,960.0,,1681395436.0,,,0.0,,,,,,,,,,48,7.1494140625,,,,,,19,29.0,,0.018180220999965968,0.00047270699997170595,,0.003093977999924391,,,0.0001,0.20324720899998283,5.0,0.1395614210000531,,,,,0.0027545869997993577,0.03918429500026832,,,
,2.0,,2.719744,1681395436.0,68896.0,185.0,,0.0613035021647281,6457.499648,80108.0,1.2373968232320538,0.8666666666666666,6270.529536,,199966.674944,0.09600000000000364,49,,0.24399999999999977,1.3333333333333335,0.002000000000000668,5.3,1044015.0,19,,,0.01736090400027024,0.0004663279996748315,97.82469640063344,0.0031172730000434967,1097.0,0.0,,,,0.14043503599987162,7668.994048,1.3,1178.0,0.0,,,2450.567168,0.0,31823.42144
0.0,,992.0,,1681395436.0,,,0.0,,,,,,,,,,50,7.177978515625,,,,,,19,30.0,,,,,,,,0.0001,0.2030791379997936,5.0,,,,,,0.002891741999974329,0.03880785499995909,,,
0.0,,1024.0,,1681395437.0,,,0.0,,,,,,,,,,51,7.30322265625,,,,,,20,31.0,,0.01734295699998256,0.0004752830000143149,,0.003072176999921794,,,0.0001,0.20173282799987646,5.0,0.13954400300008274,,,,,0.002377681999860215,0.03892072600001484,,,
0.0,,1056.0,,1681395437.0,,,0.0,,,,,,,,,,52,7.3575439453125,,,,,,20,32.0,,0.017188482999699772,0.00045278900006451295,,0.0030949109996072366,,,0.0001,0.2025953989991649,5.0,0.14001143499990576,,,,,0.002766499999779626,0.03908128100010799,,,
,2.0,,2.719744,1681395437.0,73039.0,189.0,,0.016347386692765625,6457.503744,85067.0,1.6133306167452286,0.8666666666666666,6270.537728,,199964.618752,0.09699999999997999,53,,0.2639999999999958,1.3333333333333335,0.002000000000000668,5.3,1048624.0,20,,,0.017229470000074798,0.0004592280001816107,93.77272883175534,0.0030765410001549753,1137.0,0.0,,,,,7670.796288,1.3,1228.0,0.0,,,2450.567168,0.0,31823.42144
0.0,,1088.0,,1681395437.0,,,0.0,,,,,,,,,,54,7.06396484375,,,,,,20,33.0,,,,,,,,0.0001,0.2018510430002607,5.0,0.13947296900005313,,,,,0.0025016739996317483,0.03911116100016443,,,
0.0,,1120.0,,1681395438.0,,,0.0,,,,,,,,,,55,7.3204345703125,,,,,,21,34.0,,0.01790064099986921,0.0004625310002666083,,0.0030618630003118597,,,0.0001,0.20201291100011076,5.0,0.1387197159997413,,,,,0.0026530909999564756,0.0392150689999653,,,
0.0,,1152.0,,1681395438.0,,,0.0,,,,,,,,,,56,7.063232421875,,,,,,21,35.0,,0.017180367000037222,0.000476656000046205,,0.003017412999724911,,,0.0001,0.20408638400022028,5.0,0.14156943000034516,,,,,0.0027605010000115726,0.0390820170000552,,,
,2.0,,2.719744,1681395438.0,77706.0,193.0,,0.016347970035219168,6457.511936,89543.0,2.2659020847131046,0.8666666666666666,6270.541824,,199963.164672,0.09899999999998954,57,,0.28000000000000114,1.3333333333333335,0.002000000000000668,5.3,1053831.0,21,,,0.017292761999669892,0.00045594399989568046,69.86552448199978,0.00309907100017881,1164.0,0.0,,,,,7673.147392,1.3,1306.0,0.0,,,2450.567168,0.0,31823.42144
0.0,,1184.0,,1681395438.0,,,0.0,,,,,,,,,,58,7.091552734375,,,,,,21,36.0,,,,,,,,0.0001,0.20574060599938093,5.0,0.142723243999626,,,,,0.00279052199994112,0.039379063000069436,,,
0.0,,1216.0,,1681395439.0,,,0.0,,,,,,,,,,59,7.349609375,,,,,,22,37.0,,0.017574237000189896,0.0004845180001211702,,0.0031004630000097677,,,0.0001,0.20272367300049154,5.0,0.13962223099997573,,,,,0.0027283190001980984,0.039213904999996885,,,
0.0,,1248.0,,1681395439.0,,,0.0,,,,,,,,,,60,7.1668701171875,,,,,,22,38.0,,0.017833057999723678,0.0005087260001346294,,0.0031166049998319068,,,0.0001,0.20272935399952985,5.0,0.1389598539999497,,,,,0.0029418720000649046,0.03936923899982503,,,
,2.0,,2.719744,1681395439.0,84373.0,210.0,,0.13077934240471847,6457.520128,95992.0,2.0537241826264867,0.8666666666666666,6270.54592,,199914.082304,0.1069999999999709,61,,0.29999999999999716,1.3333333333333335,0.002000000000000668,5.3,1059188.0,22,,,0.017395716000009998,0.00046903500015105237,131.69748778543897,0.003068066000196268,1209.0,0.0,,,,,7722.258432,1.3,1450.0,0.0,,,2450.567168,0.0,31823.425536
0.0,,1280.0,,1681395439.0,,,0.0,,,,,,,,,,62,7.2569580078125,,,,,,22,39.0,,,,,,,,0.0001,0.20263356799932808,5.0,0.13985699499971815,,,,,0.00255973199955406,0.03928402399969855,,,
0.0,,1312.0,,1681395440.0,,,0.0,,,,,,,,,,63,7.382568359375,,,,,,23,40.0,,0.01738162799983911,0.0004496679998737818,,0.003101390000210813,,,0.0001,0.2020607800000107,5.0,0.13909932600017783,,,,,0.0027670389999912004,0.03926172899991798,,,
0.0,,1344.0,,1681395440.0,,,0.0,,,,,,,,,,64,7.0662841796875,,,,,,23,41.0,,0.01717240399966613,0.0004687559999183577,,0.003082973999880778,,,0.0001,0.20292469899914067,5.0,0.14015792199961652,,,,,0.0028035490004185704,0.03923909399964032,,,
