03_hivemind/global_epoch,disk/counter/disk_read_sys_count,01_general/locally_processed_samples,process/memory/text_resident_set_proc_MB,_timestamp,cpu/interrupts/ctx_switches_count,disk/counter/disk_write_sys_count,01_general/dataset_iteration_count,bandwidth/disk_write_sys_bandwidth_MBs,process/memory/lib_memory_proc_MB,cpu/interrupts/soft_interrupts_count,bandwidth/net_sent_sys_bandwidth_Mbits,cpu/load/avg_sys_load_five_min_percent,process/memory/resident_set_size_proc_MB,memory/total_memory_sys_MB,memory/available_memory_sys_MB,disk/time/disk_write_time_sys_s,_step,01_general/minibatch_loss,disk/time/disk_busy_time_sys_s,cpu/load/avg_sys_load_fifteen_min_percent,disk/time/disk_read_time_sys_s,memory/used_memory_sys_percent,cpu/interrupts/interrupts_count,_runtime,01_general/step,cpu/logical_core_count,02_timing/forward_time_s,02_timing/loss_calc_time_s,bandwidth/net_recv_sys_bandwidth_Mbits,02_timing/dataload_cuda_move_time_s,process/voluntary_proc_ctx_switches,bandwidth/disk_read_sys_bandwidth_MBs,01_general/lr,02_timing/step_time_s,03_hivemind/num_peers,02_timing/backward_time_s,memory/used_memory_sys_MB,cpu/load/avg_sys_load_one_min_percent,process/involuntary_proc_ctx_switches,process/memory/data_resident_set_proc_MB,02_timing/dataload_time_s,02_timing/opt_step_time_s,process/memory/shared_memory_proc_MB,process/memory/dirty_pages_proc_count,process/memory/virtual_memory_size_proc_MB
0.0,,3712.0,,1681395465.0,,,0.0,,,,,,,,,,163,7.3118896484375,,,,,,48,115.0,,0.01703735399996731,0.00038984399998298613,,0.00310727499982022,,,0.0001,0.20610309099993174,9.0,0.14313547599977028,,,,,0.0028267350003261527,0.03960640700006479,,,
,2.0,,2.719744,1681395465.0,255122.0,360.0,,0.01635092238644516,6458.294272,251583.0,2.6446579056145767,1.4000000000000001,6271.737856,,199822.749696,0.16800000000000637,164,,0.7879999999999967,1.4666666666666666,0.002000000000000668,5.3,1195754.0,48,,,0.01727481100033401,0.0004112599999643862,95.91083015117975,0.003087365000283171,2482.0,0.0,,,,,7813.849088,3.2,2888.0,0.0,,,2450.75968,0.0,31823.958016
0.0,,3744.0,,1681395465.0,,,0.0,,,,,,,,,,165,7.347900390625,,,,,,48,116.0,,,,,,,,0.0001,0.2046354680010154,9.0,0.14168072300026324,,,,,0.0027291820001664746,0.03945212700000411,,,
0.0,,3776.0,,1681395466.0,,,0.0,,,,,,,,,,166,7.1070556640625,,,,,,49,117.0,,0.01708923700016385,0.0003787800001191499,,0.003069728999889776,,,0.0001,0.20473506300049849,9.0,0.14199432000032175,,,,,0.00279435199990985,0.03940864500009411,,,
0.0,,3808.0,,1681395466.0,,,0.0,,,,,,,,,,167,7.0531005859375,,,,,,49,118.0,,0.017051806000381475,0.0003785359999710636,,0.003068657000312669,,,0.0001,0.20615555200129165,9.0,0.14331491800021467,,,,,0.0027475440001580864,0.039594091000253684,,,
,2.0,,2.719744,1681395466.0,261642.0,364.0,,0.016346745064148252,6458.294272,256484.0,2.420571413179299,1.4000000000000001,6271.737856,,199816.818688,0.16899999999998272,168,,0.8079999999999927,1.4666666666666666,0.002000000000000668,5.3,1200273.0,49,,,0.017174006000004738,0.0003863229999296891,92.43938265376823,0.003123446999779844,2526.0,0.0,,,,,7819.780096,3.2,2891.0,0.0,,,2450.75968,0.0,31823.958016
0.0,,3840.0,,1681395466.0,,,0.0,,,,,,,,,,169,7.13427734375,,,,,,49,119.0,,,,,,,,0.0001,0.2044453139997131,9.0,0.14168710900003134,,,,,0.0027015919999939797,0.039372836999973515,,,
0.0,,3872.0,,1681395467.0,,,0.0,,,,,,,,,,170,7.2119140625,,,,,,50,120.0,,0.017066393999812135,0.00038004899988663965,,0.003108801000053063,,,0.0001,0.20520620600018447,9.0,0.14229372399995555,,,,,0.0028695660002995282,0.039487672000177554,,,
0.0,,3904.0,,1681395467.0,,,0.0,,,,,,,,,,171,7.164306640625,,,,,,50,121.0,,0.017185395000069548,0.00038164699981280137,,0.0030477919999611913,,,0.0001,0.20516801600024337,9.0,0.14217506700015292,,,,,0.002786125000056927,0.03959199000018998,,,
,2.0,,2.719744,1681395467.0,268065.0,368.0,,0.0163553081411803,6458.294272,263502.0,2.6630562432945526,1.4000000000000001,6271.737856,,199833.837568,0.16999999999995907,172,,0.8239999999999981,1.4666666666666666,0.002000000000000668,5.3,1205889.0,50,,,0.01718634300004851,0.0003786459997172642,93.06737340474702,0.003077319000112766,2586.0,0.0,,,,,7821.533184,3.2,2899.0,0.0,,,2450.75968,0.0,31823.958016
0.0,,3936.0,,1681395467.0,,,0.0,,,,,,,,,,173,7.2445068359375,,,,,,50,122.0,,,,,,,,0.0001,0.205454756999643,9.0,0.14268105000019204,,,,,0.0026004919996012177,0.039530906999971194,,,
0.0,,3968.0,,1681395468.0,,,0.0,,,,,,,,,,174,7.0633544921875,,,,,,51,123.0,,0.017197855999711464,0.00038596500007770373,,0.003061814999909984,,,0.0001,0.20393377399932433,9.0,0.1413329669999257,,,,,0.0027014489996872726,0.0392537220000122,,,
0.0,,4000.0,,1681395468.0,,,0.0,,,,,,,,,,175,7.24951171875,,,,,,51,124.0,,0.01701683100009177,0.00036943299983249744,,0.0030969419999564707,,,0.0001,0.20597782100003315,9.0,0.1430687189999844,,,,,0.002773197999886179,0.039652698000281816,,,
,2.0,,2.719744,1681395468.0,274924.0,372.0,,0.016346799503408775,6458.30656,270103.0,2.988407265627913,1.4000000000000001,6271.737856,,199839.899648,0.17099999999999227,176,,0.8400000000000034,1.4666666666666666,0.002000000000000668,5.3,1211540.0,51,,,0.01682236800024839,0.00039859099979366874,88.28662964568652,0.0030639479996352748,2662.0,0.0,,,,,7815.430144,3.2,2905.0,0.0,,,2450.75968,0.0,31823.958016
0.0,,4032.0,,1681395468.0,,,0.0,,,,,,,,,,177,7.207763671875,,,,,,51,125.0,,,,,,,,0.0001,0.20511065999971834,9.0,0.14250914700005524,,,,,0.002688685000066471,0.0396279209999193,,,
0.0,,4064.0,,1681395469.0,,,0.0,,,,,,,,,,178,7.218505859375,,,,,,52,126.0,,0.017022723000081896,0.00038922000021557324,,0.0030958769998505886,,,0.0001,0.20481006300042282,9.0,0.14164751099997375,,,,,0.0029306850001376006,0.03972404700016341,,,
0.0,,4096.0,,1681395469.0,,,0.0,,,,,,,,,,179,7.1328125,,,,,,52,127.0,,0.017013521999615477,0.000388556000416429,,0.0030685530000482686,,,0.0001,0.20577068500006135,9.0,0.1422586369999408,,,,,0.0029980039998918073,0.040043413000148576,,,
,2.0,,2.719744,1681395469.0,281117.0,387.0,,0.15122512646294678,6458.310656,275578.0,2.3917103113742058,1.4000000000000001,6271.737856,,199838.441472,0.17699999999996407,180,,0.8640000000000043,1.4666666666666666,0.002000000000000668,5.3,1216161.0,52,,,0.017035315000157425,0.00037699899985454977,97.20349437104024,0.0030924950001463003,2716.0,0.0,,,,,7816.482816,3.2,2909.0,0.0,,,2450.75968,0.0,31823.958016
0.0,,4128.0,,1681395469.0,,,0.0,,,,,,,,,,181,7.0802001953125,,,,,,52,128.0,,,,,,,,0.0001,0.20577379400037898,9.0,0.1430537739997817,,,,,0.0026915480002571712,0.03952366300018184,,,
0.0,,4160.0,,1681395470.0,,,0.0,,,,,,,,,,182,7.14892578125,,,,,,53,129.0,,0.017316807999577577,0.0003969220001636131,,0.0030368520001502475,,,0.0001,0.20576470099922517,9.0,0.142008495999562,,,,,0.0033512929999233165,0.039654329999848414,,,
,2.0,,2.719744,1681395470.0,287448.0,390.0,,0.012261525908783762,6458.679296,280804.0,3.0783694351455915,1.4333333333333333,6274.105344,,199824.306176,0.17799999999999727,183,,0.8799999999999955,1.5000000000000002,0.002000000000000668,5.3,1222034.0,53,,,0.01706354999987525,0.00038662999986627256,80.7718200567284,0.003127665999727469,2785.0,0.0,,,,0.1422307660000115,7811.735552,3.2333333333333334,2993.0,0.0,,,2452.844544,0.0,31824.22016
,2.0,,2.719744,1681395471.0,288126.0,391.0,,0.00408569784896182,6458.679296,281413.0,0.3136650888000966,1.4333333333333333,6274.105344,,199824.318464,0.17799999999999727,184,,0.8840000000000003,1.5000000000000002,0.002000000000000668,5.3,1223393.0,54,,,,,0.04420054767350488,,2786.0,0.0,,,,,7811.735552,3.2333333333333334,2997.0,0.0,,,2452.844544,0.0,31824.22016
,2.0,,2.719744,1681395472.0,289153.0,395.0,,0.08174685112764639,6458.679296,282104.0,0.40064738451113624,1.4333333333333333,6274.105344,,199824.064512,0.18000000000000682,185,,0.8919999999999959,1.5000000000000002,0.002000000000000668,5.3,1224418.0,55,,,,,0.20316966416266857,,2786.0,0.0,,,,,7811.985408,3.2333333333333334,2997.0,0.0,,,2452.844544,0.0,31824.22016
,2.0,,2.719744,1681395473.0,327812.0,396.0,,0.004085323795561654,6458.679296,290236.0,245.56602881232035,1.4333333333333333,6274.105344,,199681.380352,0.18099999999998317,186,,0.8960000000000008,1.5000000000000002,0.002000000000000668,5.4,1247555.0,56,,,,,142.1982404784927,,2786.0,0.0,,,,,7954.673664,3.2333333333333334,2997.0,0.0,,,2452.844544,0.0,31824.22016
,2.0,,2.719744,1681395474.0,345310.0,397.0,,0.0040841214666101884,6458.679296,297930.0,63.66872553349649,1.4333333333333333,6274.105344,,199650.443264,0.18099999999998317,187,,0.8999999999999915,1.5000000000000002,0.002000000000000668,5.4,1259592.0,57,,,,,67.75762509894487,,2786.0,0.0,,,,,7985.614848,3.2333333333333334,2997.0,0.0,,,2452.844544,0.0,31824.22016
,2.0,,2.719744,1681395475.0,403136.0,403.0,,0.03677179662638517,6458.679296,312990.0,219.58370922435066,1.5666666666666667,6274.105344,,199558.88128,0.18399999999996908,188,,0.9119999999999919,1.5333333333333334,0.002000000000000668,5.5,1294405.0,58,,,,,408.2950373450047,,2786.0,0.0,,,,,8077.172736,3.766666666666666,2997.0,0.0,,,2452.844544,0.0,31824.22016
,2.0,,2.719744,1681395476.0,520507.0,404.0,,0.004086723203545004,6458.679296,336413.0,717.6355393162711,1.5666666666666667,6274.105344,,199473.770496,0.18399999999996908,189,,0.9159999999999968,1.5333333333333334,0.002000000000000668,5.5,1360925.0,59,,,,,515.4077769579261,,2786.0,0.0,,,,,8162.28352,3.766666666666666,2997.0,0.0,,,2452.844544,0.0,31824.22016
,2.0,,2.719744,1681395477.0,639630.0,407.0,,0.06947457546183053,6458.679296,365613.0,638.9011585854192,1.5666666666666667,6274.105344,,199402.020864,0.18599999999997863,190,,0.9239999999999924,1.5333333333333334,0.002000000000000668,5.5,1430939.0,60,,,,,791.4896756601152,,2786.0,0.0,,,,,8234.029056,3.766666666666666,2997.0,0.0,,,2452.844544,0.0,31824.22016
,2.0,,2.719744,1681395478.0,710288.0,408.0,,0.004086828205052851,6458.679296,383832.0,509.7172990636778,1.5666666666666667,6274.105344,,199349.899264,0.18699999999995498,191,,0.9279999999999973,1.5333333333333334,0.002000000000000668,5.6,1472545.0,61,,,,,350.90305939354,,2786.0,0.0,,,,,8286.150656,3.766666666666666,2997.0,0.0,,,2452.844544,0.0,31824.22016
,2.0,,2.719744,1681395479.0,837579.0,409.0,,0.004086680429657198,6458.679296,409430.0,672.7132072171794,1.5666666666666667,6274.105344,,199279.796224,0.18699999999995498,192,,0.9320000000000022,1.5333333333333334,0.002000000000000668,5.6,1544557.0,62,,,,,750.9747498268172,,2786.0,0.0,,,,,8356.253696,3.766666666666666,2997.0,0.0,,,2452.844544,0.0,31824.22016
,2.0,,2.719744,1681395480.0,912148.0,418.0,,0.04903434480671027,6458.679296,426727.0,545.7141012574654,1.6,6274.105344,,199199.576064,0.18999999999999773,193,,0.9399999999999977,1.5333333333333334,0.002000000000000668,5.6,1587531.0,63,,,,,446.22303256301217,,2786.0,0.0,,,,,8436.473856,3.733333333333334,2997.0,0.0,,,2452.844544,0.0,31824.22016
,2.0,,2.719744,1681395481.0,1007201.0,419.0,,0.0040867805608453414,6458.679296,449018.0,554.4846408966733,1.6,6274.105344,,199105.728512,0.18999999999999773,194,,0.9440000000000026,1.5333333333333334,0.002000000000000668,5.7,1642816.0,64,,,,,769.7487031262917,,2786.0,0.0,,,,,8530.325504,3.733333333333334,2997.0,0.0,,,2452.844544,0.0,31824.22016
,2.0,,2.719744,1681395482.0,1098712.0,420.0,,0.004086318838920071,6458.679296,470912.0,555.5267292828074,1.6,6274.105344,,199031.558144,0.18999999999999773,195,,0.9479999999999933,1.5333333333333334,0.002000000000000668,5.7,1696168.0,65,,,,,499.3821131658487,,2786.0,0.0,,,,,8604.495872,3.733333333333334,2997.0,0.0,,,2452.844544,0.0,31824.22016
,2.0,,2.719744,1681395483.0,1151115.0,423.0,,0.057202409069096134,6458.679296,481277.0,326.3824939170959,1.6,6274.105344,,199013.679104,0.19099999999997408,196,,0.9519999999999982,1.5333333333333334,0.002000000000000668,5.7,1725396.0,66,,,,,220.0180537408504,,2786.0,0.0,,,,,8622.374912,3.733333333333334,2997.0,0.0,,,2452.844544,0.0,31824.22016
,2.0,,2.719744,1681395484.0,1185262.0,424.0,,0.004086701816489177,6458.679296,490639.0,266.43364258293656,1.6,6274.105344,,198990.938112,0.19200000000000728,197,,0.9560000000000031,1.5333333333333334,0.002000000000000668,5.7,1745847.0,67,,,,,112.59677660482315,,2786.0,0.0,,,,,8645.111808,3.733333333333334,2997.0,0.0,,,2452.844544,0.0,31824.22016
,2.0,,2.719744,1681395485.0,1194911.0,425.0,,0.0040853111736394495,6458.679296,494846.0,78.60126721317626,1.5666666666666667,6274.105344,,198985.744384,0.19200000000000728,198,,0.9599999999999937,1.5333333333333334,0.002000000000000668,5.7,1752302.0,68,,,,,92.39425117425074,,2786.0,0.0,,,,,8650.305536,3.4333333333333336,2997.0,0.0,,,2452.844544,0.0,31824.22016
,2.0,,2.719744,1681395486.0,1205440.0,429.0,,0.02858189247259751,6458.679296,498468.0,49.79906701952198,1.5666666666666667,6274.105344,,198984.290304,0.19399999999995998,199,,0.9680000000000035,1.5333333333333334,0.002000000000000668,5.7,1758895.0,69,,,,,92.64739101318696,,2786.0,0.0,,,,,8651.759616,3.4333333333333336,2997.0,0.0,,,2452.844544,0.0,31824.22016
,2.0,,2.719744,1681395487.0,1215550.0,430.0,,0.004086356738125946,6458.679296,502209.0,85.22601393399684,1.5666666666666667,6274.105344,,198981.20192,0.19399999999995998,200,,0.9719999999999942,1.5333333333333334,0.002000000000000668,5.7,1765328.0,70,,,,,102.48243507355228,,2786.0,0.0,,,,,8654.852096,3.4333333333333336,2997.0,0.0,,,2452.844544,0.0,31824.22016
,2.0,,2.719744,1681395488.0,1224464.0,433.0,,0.06129581766442464,6458.679296,507009.0,38.206193950157484,1.5666666666666667,6274.105344,,198981.021696,0.19599999999996953,201,,0.9759999999999991,1.5333333333333334,0.002000000000000668,5.7,1771809.0,71,,,,,47.755284220019014,,2786.0,0.0,,,,,8655.03232,3.4333333333333336,2997.0,0.0,,,2452.844544,0.0,31824.22016
,2.0,,2.719744,1681395489.0,1252049.0,434.0,,0.0040843379902574615,6458.679296,520967.0,55.160252880126656,1.5666666666666667,6274.105344,,198962.704384,0.19599999999996953,202,,0.980000000000004,1.5333333333333334,0.002000000000000668,5.7,1791297.0,72,,,,,72.1823297287143,,2786.0,0.0,,,,,8673.349632,3.4333333333333336,2997.0,0.0,,,2452.844544,0.0,31824.22016
,2.0,,2.719744,1681395490.0,1263809.0,435.0,,0.004082268839444089,6458.679296,526119.0,50.028691028893576,1.5333333333333334,6274.105344,,198959.689728,0.19599999999996953,203,,0.9839999999999947,1.5333333333333334,0.002000000000000668,5.7,1799189.0,73,,,,,71.71613494055273,,2786.0,0.0,,,,,8676.364288,3.166666666666666,2997.0,0.0,,,2452.844544,0.0,31824.22016
,2.0,,2.719744,1681395491.0,1271436.0,489.0,,0.3105570551331448,6458.679296,529585.0,47.125764135902365,1.5333333333333334,6274.105344,,198954.057728,0.26900000000000546,204,,0.9919999999999902,1.5333333333333334,0.002000000000000668,5.7,1804376.0,74,,,,,49.44755961530555,,2786.0,0.0,,,,,8681.996288,3.166666666666666,2997.0,0.0,,,2452.844544,0.0,31824.22016
,2.0,,2.719744,1681395492.0,1283737.0,490.0,,0.004085095518169102,6458.679296,535556.0,53.41820095797983,1.5333333333333334,6274.105344,,198955.331584,0.2699999999999818,205,,0.9959999999999951,1.5333333333333334,0.002000000000000668,5.7,1813101.0,75,,,,,67.95723142364433,,2786.0,0.0,,,,,8680.718336,3.166666666666666,2997.0,0.0,,,2452.844544,0.0,31824.22016
,2.0,,2.719744,1681395493.0,1287439.0,493.0,,0.06943270582618842,6458.679296,537603.0,16.34570657069485,1.5333333333333334,6274.105344,,198957.142016,0.27099999999995816,206,,1.0039999999999907,1.5333333333333334,0.002000000000000668,5.7,1815792.0,76,,,,,46.06972508799288,,2786.0,0.0,,,,,8678.903808,3.166666666666666,2997.0,0.0,,,2452.844544,0.0,31824.22016
,2.0,,2.719744,1681395494.0,1289952.0,497.0,,0.05719054845494975,6458.679296,538874.0,8.301765013867001,1.5333333333333334,6274.105344,,198957.334528,0.2729999999999677,207,,1.0120000000000005,1.5333333333333334,0.002000000000000668,5.7,1817519.0,77,,,,,11.223860556134138,,2786.0,0.0,,,,,8678.715392,3.166666666666666,2997.0,0.0,,,2452.844544,0.0,31824.22016
,2.0,,2.719744,1681395495.0,1407940.0,498.0,,0.004086885558040777,6458.679296,588305.0,35.447466216822974,1.5000000000000002,6274.105344,,198911.750144,0.2729999999999677,208,,1.0159999999999911,1.5000000000000002,0.002000000000000668,5.8,1896409.0,78,,,,,43.66055764815755,,2786.0,0.0,,,,,8724.299776,2.9000000000000004,2997.0,0.0,,,2452.844544,0.0,31824.22016
,2.0,,2.719744,1681395496.0,1437908.0,499.0,,0.004083137197340517,6458.679296,614416.0,11.286700357912226,1.5000000000000002,6274.105344,,198917.677056,0.2740000000000009,209,,1.019999999999996,1.5000000000000002,0.002000000000000668,5.8,1923459.0,79,,,,,10.671645917582968,,2786.0,0.0,,,,,8718.37696,2.9000000000000004,2997.0,0.0,,,2452.844544,0.0,31824.22016
,2.0,,2.719744,1681395497.0,1446425.0,518.0,,0.10217009740708584,6458.679296,619996.0,19.6129470534295,1.5000000000000002,6274.105344,,198918.098944,0.28499999999996817,210,,1.0319999999999965,1.5000000000000002,0.002000000000000668,5.8,1930055.0,80,,,,,14.901604490795162,,2786.0,0.0,,,,,8717.955072,2.9000000000000004,2997.0,0.0,,,2452.844544,0.0,31824.22016
,2.0,,2.719744,1681395498.0,1450285.0,519.0,,0.004086894308050595,6458.679296,621692.0,17.88289252879495,1.5000000000000002,6274.105344,,198914.613248,0.28499999999996817,211,,1.0360000000000014,1.5000000000000002,0.002000000000000668,5.8,1932596.0,81,,,,,15.693259079461821,,2786.0,0.0,,,,,8721.440768,2.9000000000000004,2997.0,0.0,,,2452.844544,0.0,31824.22016
,2.0,,2.719744,1681395499.0,1452886.0,522.0,,0.04902610065368604,6458.679296,623322.0,17.672752257052885,1.5000000000000002,6274.105344,,198914.564096,0.2869999999999777,212,,1.0480000000000018,1.5000000000000002,0.002000000000000668,5.8,1934449.0,82,,,,,17.66366359679192,,2786.0,0.0,,,,,8721.481728,2.9000000000000004,2997.0,0.0,,,2452.844544,0.0,31824.22016
,2.0,,2.719744,1681395500.0,1455644.0,523.0,,0.004083914673978504,6458.679296,624524.0,5.138362294176499,1.5000000000000002,6274.105344,,198913.204224,0.2869999999999777,213,,1.0519999999999925,1.5000000000000002,0.002000000000000668,5.8,1936269.0,83,,,,,16.053366053964385,,2786.0,0.0,,,,,8722.8416,2.666666666666667,2997.0,0.0,,,2452.844544,0.0,31824.22016
,2.0,,2.719744,1681395501.0,1456795.0,524.0,,0.004084632220086457,6458.679296,625743.0,13.283886146830335,1.5000000000000002,6274.105344,,198915.64544,0.2869999999999777,214,,1.0559999999999974,1.5000000000000002,0.002000000000000668,5.8,1937329.0,84,,,,,8.926173921752454,,2786.0,0.0,,,,,8720.400384,2.666666666666667,2997.0,0.0,,,2452.844544,0.0,31824.22016
,2.0,,2.719744,1681395502.0,1457248.0,528.0,,0.028612173920694896,6458.679296,625882.0,0.08025618984938632,1.5000000000000002,6274.105344,,198915.64544,0.28799999999995407,215,,1.063999999999993,1.5000000000000002,0.002000000000000668,5.8,1937605.0,85,,,,,0.008039190613659528,,2786.0,0.0,,,,,8720.400384,2.666666666666667,2997.0,0.0,,,2452.844544,0.0,31824.22016
,2.0,,2.719744,1681395503.0,1459073.0,529.0,,0.004085661905255242,6458.679296,626975.0,10.564236926980737,1.5000000000000002,6274.105344,,198912.704512,0.28799999999995407,216,,1.0679999999999978,1.5000000000000002,0.002000000000000668,5.8,1938879.0,86,,,,,10.940229539184191,,2786.0,0.0,,,,,8723.329024,2.666666666666667,2997.0,0.0,,,2452.844544,0.0,31824.22016
,2.0,,2.719744,1681395504.0,1459845.0,530.0,,0.004087376588751962,6458.679296,627781.0,7.107189493198269,1.5000000000000002,6274.105344,,198915.833856,0.28899999999998727,217,,1.0720000000000027,1.5000000000000002,0.002000000000000668,5.8,1939626.0,87,,,,,5.445567127587551,,2786.0,0.0,,,,,8720.19968,2.666666666666667,2997.0,0.0,,,2452.844544,0.0,31824.22016
,2.0,,2.719744,1681395505.0,1462474.0,533.0,,0.049044913503749725,6458.679296,629181.0,17.644737820464105,1.4666666666666666,6274.105344,,198918.144,0.2899999999999636,218,,1.0759999999999934,1.5000000000000002,0.002000000000000668,5.8,1941377.0,88,,,,,12.197287985878491,,2786.0,0.0,,,,,8717.897728,2.466666666666667,2997.0,0.0,,,2452.844544,0.0,31824.22016
,2.0,,2.719744,1681395506.0,1463734.0,534.0,,0.004083898170304642,6458.679296,629890.0,0.2933387479689739,1.4666666666666666,6274.105344,,198919.02464,0.2909999999999968,219,,1.0799999999999983,1.5000000000000002,0.002000000000000668,5.8,1942312.0,89,,,,,11.000067450406195,,2786.0,0.0,,,,,8717.017088,2.466666666666667,2997.0,0.0,,,2452.844544,0.0,31824.22016
,2.0,,2.719744,1681395507.0,1465373.0,535.0,,0.004085259678998533,6458.679296,631486.0,15.97436273468498,1.4666666666666666,6274.105344,,198917.091328,0.2909999999999968,220,,1.0840000000000032,1.5000000000000002,0.002000000000000668,5.8,1943782.0,90,,,,,17.56343300273561,,2786.0,0.0,,,,,8718.9504,2.466666666666667,2997.0,0.0,,,2452.844544,0.0,31824.22016
,2.0,,2.719744,1681395508.0,1466176.0,538.0,,0.024501222365120007,6458.679296,632007.0,0.1225300387869013,1.4666666666666666,6274.105344,,198917.77536,0.29199999999997317,221,,1.0919999999999987,1.5000000000000002,0.002000000000000668,5.8,1944404.0,91,,,,,6.553630344887153,,2786.0,0.0,,,,,8718.278656,2.466666666666667,2997.0,0.0,,,2452.844544,0.0,31824.22016
,2.0,,2.719744,1681395509.0,1477399.0,539.0,,0.004084989634353212,6458.679296,636174.0,1.5753459353794688,1.4666666666666666,6274.105344,,198924.214272,0.29199999999997317,222,,1.0960000000000036,1.5000000000000002,0.002000000000000668,5.8,1951797.0,92,,,,,33.52023616877204,,2786.0,0.0,,,,,8711.839744,2.466666666666667,2997.0,0.0,,,2452.844544,0.0,31824.22016
1.0,,4192.0,,1681395509.0,,,0.0,,,,,,,,,,223,7.1607666015625,,,,,,92,130.0,,,,,,,,0.0001,39.524729158999435,9.0,,,,,,0.002862843000002613,39.35905770399995,,,
1.0,,4224.0,,1681395510.0,,,0.0,,,,,,,,,,224,7.1368408203125,,,,,,93,131.0,,0.02520205699966027,0.0004885399998784123,,0.0033711710002535256,,,0.0001,0.2007888159992035,9.0,0.12991050599976006,,,,,0.002947829999811802,0.038868711999839434,,,
1.0,,4256.0,,1681395510.0,,,0.0,,,,,,,,,,225,7.278076171875,,,,,,93,132.0,,0.027633538999907614,0.0006802350003454194,,0.003087575999870751,,,0.0001,0.20106927000051655,9.0,0.12834007400033443,,,,,0.0026748420000330952,0.03865300400002525,,,
,2.0,,2.719744,1681395510.0,1523011.0,545.0,,0.06943556159714108,6714.392576,643490.0,3.4796119173989535,1.6666666666666667,6273.175552,,198151.901184,0.2949999999999591,226,,1.1199999999999903,1.5666666666666667,0.002000000000000668,6.1,2889367.0,93,,,0.017563275000156864,0.0004102359998796601,61.18420929169186,0.003131734999897162,2915.0,0.0,,,,0.13898833700022806,9484.484608,3.3333333333333335,3169.0,0.0,,,2450.804736,0.0,34089.2672
1.0,,4288.0,,1681395510.0,,,0.0,,,,,,,,,,227,7.32666015625,,,,,,93,133.0,,,,,,,,0.0001,0.40438935899965145,9.0,,,,,,0.0025548829999024747,0.24174089299958723,,,
1.0,,4320.0,,1681395511.0,,,0.0,,,,,,,,,,228,7.3853759765625,,,,,,94,134.0,,0.01778113399996073,0.0004018009999526839,,0.003103935000126512,,,0.0001,0.20114830600005007,9.0,0.1378998129998763,,,,,0.002883737000047404,0.03907788600008644,,,
1.0,,4352.0,,1681395511.0,,,0.0,,,,,,,,,,229,7.24365234375,,,,,,94,135.0,,0.01733832399986568,0.00043271699996694224,,0.003166875999795593,,,0.0001,0.2024398279995694,9.0,0.1392171740003505,,,,,0.0028007709997837082,0.03948396599980697,,,
,2.0,,2.719744,1681395511.0,1527460.0,549.0,,0.016349043494117314,6714.392576,645536.0,2.368886993143865,1.6666666666666667,6273.183744,,198217.244672,0.29599999999999227,230,,1.1359999999999957,1.5666666666666667,0.002000000000000668,6.1,2892254.0,94,,,0.016500787000040873,0.00028759999986505136,2.585902983040955,0.003065504999995028,2950.0,0.0,,,,0.14052621099972384,9476.644864,3.3333333333333335,3182.0,0.0,,0.03932572899975639,2450.796544,0.0,34089.2672
1.0,,4384.0,,1681395511.0,,,0.0,,,,,,,,,,231,7.0626220703125,,,,,,94,136.0,,,,,,,,0.0001,0.20211123399940334,9.0,,,,,,0.00240540200002215,,,,
1.0,,4416.0,,1681395512.0,,,0.0,,,,,,,,,,232,7.122314453125,,,,,,95,137.0,,0.01651317599998947,0.0002808560002449667,,0.003027990999726171,,,0.0001,0.20568349500035765,9.0,0.14543836500024554,,,,,0.0009072540001398011,0.0395158530000117,,,
,2.0,,2.719744,1681395512.0,1530863.0,552.0,,0.012261318799796002,6714.400768,648928.0,1.825052600901562,1.6666666666666667,6273.183744,,198206.205952,0.29599999999999227,233,,1.1479999999999961,1.5666666666666667,0.002000000000000668,6.1,2895711.0,95,,,0.017556248999881063,0.00043470399987199926,13.910354423725826,0.0025997129996540025,2978.0,0.0,,,,,9487.654912,3.3333333333333335,3199.0,0.0,,,2450.796544,0.0,34089.2672
1.0,,4448.0,,1681395512.0,,,0.0,,,,,,,,,,234,7.204345703125,,,,,,95,138.0,,,,,,,,0.0001,0.6433975649997592,9.0,0.13812054900017756,,,,,0.4452100490002522,0.03947630099992239,,,
1.0,,4480.0,,1681395513.0,,,0.0,,,,,,,,,,235,7.0845947265625,,,,,,96,139.0,,0.018025172000307066,0.0004162549998909526,,0.0028030399998897337,,,0.0001,0.29937624000012875,9.0,0.13777718900018954,,,,,0.10109115600016594,0.03926342799968552,,,
1.0,,4512.0,,1681395513.0,,,0.0,,,,,,,,,,236,7.0042724609375,,,,,,96,140.0,,0.017955713999981526,0.0004093980001016462,,0.0030756159999327792,,,0.0001,0.20181086999991749,9.0,0.13863520199993218,,,,,0.002397433000169258,0.0393375069998001,,,
,2.0,,2.719744,1681395513.0,1536622.0,563.0,,0.07354245640065082,6714.400768,656868.0,2.035049680758591,1.6666666666666667,6273.191936,,198158.811136,0.2999999999999545,237,,1.1679999999999922,1.5666666666666667,0.002000000000000668,6.1,2902674.0,96,,,,,253.3957124518718,0.0030266929998106207,3021.0,0.0,,,,,9495.896064,3.3333333333333335,3277.0,0.0,,,2450.804736,0.0,34108.547072
