_runtime,03_hivemind/epoch_s,04_peers/peer_3_epoch,04_peers/peer_1_epoch_oos,04_peers/peer_1_epoch,03_hivemind/next_fetch_time_s,04_peers/peer_1_samples_per_second,03_hivemind/optimistic_total_samples_per_second,03_hivemind/num_clients,04_peers/peer_1_samples_accumulated,04_peers/peer_2_samples_accumulated,04_peers/peer_3_samples_accumulated,03_hivemind/actual_total_samples_per_second,03_hivemind/num_peers,03_hivemind/epoch_based_sps,03_hivemind/estimated_current_samples,03_hivemind/total_training_samples,04_peers/peer_3_samples_per_second,_step,_timestamp,04_peers/peer_2_epoch,03_hivemind/reached_TBS,03_hivemind/global_epoch,04_peers/peer_3_epoch_oos,03_hivemind/per_epoch_training_samples,03_hivemind/overshot_TBS,04_peers/peer_2_epoch_oos,04_peers/peer_2_samples_per_second,03_hivemind/global_samples_accumulated,03_hivemind/undershot_TBS,03_hivemind/eta_next_epoch_s
156,,1.0,0.0,1.0,0.5,119.12,1718.444690379196,0,2240.0,28160.0,2272.0,1718.444690379196,3,,87640,,120.82,103,1681407192.0,1.0,,1,0.0,,,0.0,1478.51,32672,,0.0
157,,1.0,0.0,1.0,0.5,119.12,1718.444690379196,0,2240.0,28160.0,2272.0,1718.444690379196,3,,89446,,120.82,104,1681407193.0,1.0,,1,0.0,,,0.0,1478.51,32672,,0.0
158,,1.0,0.0,1.0,0.5,119.12,1718.444690379196,0,2240.0,28160.0,2272.0,1718.444690379196,3,,91251,,120.82,105,1681407194.0,1.0,,1,0.0,,,0.0,1478.51,32672,,0.0
159,,1.0,0.0,1.0,0.5,119.12,1718.444690379196,0,2240.0,28160.0,2272.0,1718.444690379196,3,,93069,,120.82,106,1681407195.0,1.0,,1,0.0,,,0.0,1478.51,32672,,0.0
160,,1.0,0.0,1.0,0.5,119.12,1718.444690379196,0,2240.0,28160.0,2272.0,1718.444690379196,3,,94881,,120.82,107,1681407196.0,1.0,,1,0.0,,,0.0,1478.51,32672,,0.0
161,,1.0,0.0,1.0,0.5,119.12,1718.444690379196,0,2240.0,28160.0,2272.0,1718.444690379196,3,,96689,,120.82,108,1681407197.0,1.0,,1,0.0,,,0.0,1478.51,32672,,0.0
162,,1.0,0.0,1.0,0.5,119.12,1718.444690379196,0,2240.0,28160.0,2272.0,1718.444690379196,3,,98507,,120.82,109,1681407198.0,1.0,,1,0.0,,,0.0,1478.51,32672,,0.0
164,,1.0,0.0,1.0,0.5,119.12,1718.444690379196,0,2240.0,28160.0,2272.0,1718.444690379196,3,,100303,,120.82,110,1681407200.0,1.0,,1,0.0,,,0.0,1478.51,32672,,0.0
165,,1.0,0.0,1.0,0.5,119.12,1718.444690379196,0,2240.0,28160.0,2272.0,1718.444690379196,3,,102119,,120.82,111,1681407201.0,1.0,,1,0.0,,,0.0,1478.51,32672,,0.0
166,,1.0,0.0,1.0,10.0,119.12,1414.8399044137273,0,2240.0,28160.0,2272.0,1414.8399044137273,3,,1144,,120.82,112,1681407202.0,1.0,,2,0.0,,,0.0,1478.51,960,,22.35
167,61.87973416596651,2.0,0.0,2.0,8.55,102.93,1718.0984150086388,0,96.0,768.0,96.0,1718.0984150086388,3,527.9919256338598,3404,65600.0,104.17,113,1681407203.0,2.0,0.0,2,0.0,32672.0,1.0,0.0,1207.74,3264,1.0,17.09
168,,2.0,0.0,2.0,7.42,108.35,1839.0199119775016,0,224.0,2816.0,224.0,1839.0199119775016,3,,5492,,109.57,114,1681407204.0,2.0,,2,0.0,,,0.0,1500.18,5312,,14.83
169,,2.0,0.0,2.0,6.11,112.21,2039.1740863174086,0,352.0,4608.0,352.0,2039.1740863174086,3,,7865,,113.25,115,1681407205.0,2.0,,2,0.0,,,0.0,1613.56,7616,,12.21
170,,2.0,0.0,2.0,5.5,114.76,2061.7641816784094,0,480.0,6656.0,480.0,2061.7641816784094,3,,10081,,115.78,116,1681407206.0,2.0,,2,0.0,,,0.0,1808.63,8064,,11.0
171,,2.0,0.0,2.0,10.0,115.85,1064.688490138935,0,544.0,6912.0,608.0,1064.688490138935,3,,8856,,117.58,117,1681407207.0,2.0,,2,0.0,,,0.0,1828.33,8704,,22.46
172,,2.0,0.0,2.0,8.74,94.6,1267.6196238447878,0,640.0,7424.0,640.0,1267.6196238447878,3,,10617,,106.44,118,1681407208.0,2.0,,2,0.0,,,0.0,863.64,10464,,17.47
173,,2.0,0.0,2.0,8.95,101.94,1177.6851374465623,0,768.0,8960.0,736.0,1177.6851374465623,3,,11680,,92.71,119,1681407209.0,2.0,,2,0.0,,,0.0,1072.96,11488,,17.91
174,,2.0,0.0,2.0,8.56,107.49,1160.9602681719398,0,896.0,9728.0,864.0,1160.9602681719398,3,,12900,,100.82,120,1681407210.0,2.0,,2,0.0,,,0.0,969.37,12736,,17.11
175,,2.0,0.0,2.0,8.59,110.64,1094.5702300224807,0,992.0,10752.0,992.0,1094.5702300224807,3,,13955,,107.07,121,1681407211.0,2.0,,2,0.0,,,0.0,943.25,13760,,17.19
176,,2.0,0.0,2.0,8.08,113.57,1090.6063783628604,0,1120.0,11520.0,1120.0,1090.6063783628604,3,,15148,,111.61,122,1681407212.0,2.0,,2,0.0,,,0.0,869.39,15040,,16.16
177,,2.0,0.0,2.0,6.4,115.48,1244.1161474917458,0,1248.0,12544.0,1248.0,1244.1161474917458,3,,16832,,114.63,123,1681407213.0,2.0,,2,0.0,,,0.0,860.5,16064,,12.81
178,,2.0,0.0,2.0,5.97,116.88,1235.7450177902865,0,1376.0,13312.0,1376.0,1235.7450177902865,3,,18015,,116.76,124,1681407214.0,2.0,,2,0.0,,,0.0,1010.48,17344,,11.94
179,,2.0,0.0,2.0,5.48,117.85,1235.2582156902279,0,1504.0,14336.0,1504.0,1235.2582156902279,3,,19223,,118.15,125,1681407215.0,2.0,,2,0.0,,,0.0,999.75,18624,,10.97
180,,2.0,0.0,2.0,4.99,118.34,1234.6568978361236,0,1632.0,15360.0,1632.0,1234.6568978361236,3,,20435,,119.11,126,1681407216.0,2.0,,2,0.0,,,0.0,997.81,19904,,9.99
181,,2.0,0.0,2.0,4.54,118.83,1227.0457890276575,0,1760.0,16384.0,1760.0,1227.0457890276575,3,,21623,,119.65,127,1681407217.0,2.0,,2,0.0,,,0.0,996.17,21184,,9.08
182,,2.0,0.0,2.0,4.1,119.09,1216.912705760296,0,1888.0,17408.0,1888.0,1216.912705760296,3,,22799,,120.1,128,1681407218.0,2.0,,2,0.0,,,0.0,987.86,22464,,8.19
184,,2.0,0.0,2.0,3.6,118.95,1217.9093829121334,0,2016.0,18432.0,2016.0,1217.9093829121334,3,,23995,,120.32,129,1681407220.0,2.0,,2,0.0,,,0.0,977.65,23744,,7.2
185,,2.0,0.0,2.0,3.11,118.98,1219.851418875968,0,2144.0,19456.0,2144.0,1219.851418875968,3,,25190,,120.53,130,1681407221.0,2.0,,2,0.0,,,0.0,978.39,25024,,6.21
186,,2.0,0.0,2.0,2.81,119.0,1163.757095217405,0,2272.0,20480.0,2272.0,1163.757095217405,3,,26229,,120.7,131,1681407222.0,2.0,,2,0.0,,,0.0,980.15,26048,,5.62
187,,2.0,0.0,2.0,2.3,119.13,1162.6294846475662,0,2400.0,21248.0,2400.0,1162.6294846475662,3,,27418,,120.82,132,1681407223.0,2.0,,2,0.0,,,0.0,923.81,27296,,4.6
188,,2.0,0.0,2.0,1.93,119.15,1115.1874635806093,0,2496.0,22272.0,2528.0,1115.1874635806093,3,,28472,,120.91,133,1681407224.0,2.0,,2,0.0,,,0.0,922.57,28320,,3.85
189,,2.0,0.0,2.0,1.58,119.08,1048.4249971549334,0,2624.0,23040.0,2656.0,1048.4249971549334,3,,29464,,120.95,134,1681407225.0,2.0,,2,0.0,,,0.0,875.16,29344,,3.15
193,,2.0,0.0,2.0,0.5,119.05,1076.6440585095918,0,2752.0,23808.0,2784.0,1076.6440585095918,3,,33967,,120.97,135,1681407229.0,2.0,,2,0.0,,,0.0,808.4,30624,,0.0
194,,2.0,0.0,2.0,0.5,118.93,1231.493011593494,0,2880.0,24832.0,2912.0,1231.493011593494,3,,36027,,120.98,136,1681407230.0,2.0,,2,0.0,,,0.0,836.74,32800,,0.0
195,,2.0,0.0,2.0,0.5,119.06,1231.493011593494,0,3072.0,26624.0,3104.0,1231.493011593494,3,,37319,,121.01,137,1681407231.0,2.0,,2,0.0,,,0.0,991.43,32800,,0.0
196,,2.0,0.0,2.0,0.5,119.06,1231.493011593494,0,3072.0,26624.0,3104.0,1231.493011593494,3,,38612,,121.01,138,1681407232.0,2.0,,2,0.0,,,0.0,991.43,32800,,0.0
197,,2.0,0.0,2.0,0.5,119.06,1231.493011593494,0,3072.0,26624.0,3104.0,1231.493011593494,3,,39913,,121.01,139,1681407233.0,2.0,,2,0.0,,,0.0,991.43,32800,,0.0
198,,2.0,0.0,2.0,0.5,119.06,1231.493011593494,0,3072.0,26624.0,3104.0,1231.493011593494,3,,41210,,121.01,140,1681407234.0,2.0,,2,0.0,,,0.0,991.43,32800,,0.0
199,,2.0,0.0,2.0,0.5,119.06,1231.493011593494,0,3072.0,26624.0,3104.0,1231.493011593494,3,,42502,,121.01,141,1681407235.0,2.0,,2,0.0,,,0.0,991.43,32800,,0.0
200,,2.0,0.0,2.0,0.5,119.06,1231.493011593494,0,3072.0,26624.0,3104.0,1231.493011593494,3,,43802,,121.01,142,1681407236.0,2.0,,2,0.0,,,0.0,991.43,32800,,0.0
201,,2.0,0.0,2.0,0.5,119.06,1231.493011593494,0,3072.0,26624.0,3104.0,1231.493011593494,3,,45099,,121.01,143,1681407237.0,2.0,,2,0.0,,,0.0,991.43,32800,,0.0
202,,2.0,0.0,2.0,0.5,119.06,1231.493011593494,0,3072.0,26624.0,3104.0,1231.493011593494,3,,46393,,121.01,144,1681407238.0,2.0,,2,0.0,,,0.0,991.43,32800,,0.0
203,,2.0,0.0,2.0,0.5,119.06,1231.493011593494,0,3072.0,26624.0,3104.0,1231.493011593494,3,,47677,,121.01,145,1681407239.0,2.0,,2,0.0,,,0.0,991.43,32800,,0.0
204,,2.0,0.0,2.0,0.5,119.06,1231.493011593494,0,3072.0,26624.0,3104.0,1231.493011593494,3,,48963,,121.01,146,1681407240.0,2.0,,2,0.0,,,0.0,991.43,32800,,0.0
205,,2.0,0.0,2.0,0.5,119.06,1231.493011593494,0,3072.0,26624.0,3104.0,1231.493011593494,3,,50247,,121.01,147,1681407241.0,2.0,,2,0.0,,,0.0,991.43,32800,,0.0
206,,2.0,0.0,2.0,0.5,119.06,1231.493011593494,0,3072.0,26624.0,3104.0,1231.493011593494,3,,51531,,121.01,148,1681407242.0,2.0,,2,0.0,,,0.0,991.43,32800,,0.0
208,,2.0,0.0,2.0,0.5,119.06,1231.493011593494,0,3072.0,26624.0,3104.0,1231.493011593494,3,,52818,,121.01,149,1681407244.0,2.0,,2,0.0,,,0.0,991.43,32800,,0.0
209,,2.0,0.0,2.0,0.5,119.06,1231.493011593494,0,3072.0,26624.0,3104.0,1231.493011593494,3,,54114,,121.01,150,1681407245.0,2.0,,2,0.0,,,0.0,991.43,32800,,0.0
210,,2.0,0.0,2.0,0.5,119.06,1231.493011593494,0,3072.0,26624.0,3104.0,1231.493011593494,3,,55410,,121.01,151,1681407246.0,2.0,,2,0.0,,,0.0,991.43,32800,,0.0
211,,2.0,0.0,2.0,0.5,119.06,1231.493011593494,0,3072.0,26624.0,3104.0,1231.493011593494,3,,56703,,121.01,152,1681407247.0,2.0,,2,0.0,,,0.0,991.43,32800,,0.0
212,,2.0,0.0,2.0,0.5,119.06,1231.493011593494,0,3072.0,26624.0,3104.0,1231.493011593494,3,,58007,,121.01,153,1681407248.0,2.0,,2,0.0,,,0.0,991.43,32800,,0.0
213,,2.0,0.0,2.0,0.5,119.06,1231.493011593494,0,3072.0,26624.0,3104.0,1231.493011593494,3,,59296,,121.01,154,1681407249.0,2.0,,2,0.0,,,0.0,991.43,32800,,0.0
214,,2.0,0.0,2.0,0.5,119.06,1231.493011593494,0,3072.0,26624.0,3104.0,1231.493011593494,3,,60591,,121.01,155,1681407250.0,2.0,,2,0.0,,,0.0,991.43,32800,,0.0
215,,2.0,0.0,2.0,0.5,119.06,1231.493011593494,0,3072.0,26624.0,3104.0,1231.493011593494,3,,61888,,121.01,156,1681407251.0,2.0,,2,0.0,,,0.0,991.43,32800,,0.0
216,,2.0,0.0,2.0,0.5,119.06,1231.493011593494,0,3072.0,26624.0,3104.0,1231.493011593494,3,,63186,,121.01,157,1681407252.0,2.0,,2,0.0,,,0.0,991.43,32800,,0.0
217,,2.0,0.0,2.0,0.5,119.06,1231.493011593494,0,3072.0,26624.0,3104.0,1231.493011593494,3,,64483,,121.01,158,1681407253.0,2.0,,2,0.0,,,0.0,991.43,32800,,0.0
218,,2.0,0.0,2.0,0.5,119.06,1231.493011593494,0,3072.0,26624.0,3104.0,1231.493011593494,3,,65771,,121.01,159,1681407254.0,2.0,,2,0.0,,,0.0,991.43,32800,,0.0
219,,2.0,0.0,2.0,0.5,119.06,1231.493011593494,0,3072.0,26624.0,3104.0,1231.493011593494,3,,67070,,121.01,160,1681407255.0,2.0,,2,0.0,,,0.0,991.43,32800,,0.0
220,,2.0,0.0,2.0,0.5,119.06,1231.493011593494,0,3072.0,26624.0,3104.0,1231.493011593494,3,,68353,,121.01,161,1681407256.0,2.0,,2,0.0,,,0.0,991.43,32800,,0.0
221,,2.0,0.0,2.0,0.5,119.06,1231.493011593494,0,3072.0,26624.0,3104.0,1231.493011593494,3,,69641,,121.01,162,1681407257.0,2.0,,2,0.0,,,0.0,991.43,32800,,0.0
222,,2.0,0.0,2.0,0.5,119.06,1231.493011593494,0,3072.0,26624.0,3104.0,1231.493011593494,3,,70939,,121.01,163,1681407258.0,2.0,,2,0.0,,,0.0,991.43,32800,,0.0
223,,2.0,0.0,2.0,0.5,119.06,1231.493011593494,0,3072.0,26624.0,3104.0,1231.493011593494,3,,72251,,121.01,164,1681407259.0,2.0,,2,0.0,,,0.0,991.43,32800,,0.0
224,,2.0,0.0,2.0,0.5,119.06,1231.493011593494,0,3072.0,26624.0,3104.0,1231.493011593494,3,,73541,,121.01,165,1681407260.0,2.0,,2,0.0,,,0.0,991.43,32800,,0.0
225,,2.0,0.0,2.0,0.5,119.06,1231.493011593494,0,3072.0,26624.0,3104.0,1231.493011593494,3,,74835,,121.01,166,1681407261.0,2.0,,2,0.0,,,0.0,991.43,32800,,0.0
226,,2.0,0.0,2.0,0.5,119.06,1231.493011593494,0,3072.0,26624.0,3104.0,1231.493011593494,3,,76124,,121.01,167,1681407262.0,2.0,,2,0.0,,,0.0,991.43,32800,,0.0
227,,2.0,0.0,2.0,0.5,119.06,1231.493011593494,0,3072.0,26624.0,3104.0,1231.493011593494,3,,77422,,121.01,168,1681407263.0,2.0,,2,0.0,,,0.0,991.43,32800,,0.0
229,,2.0,0.0,2.0,10.0,119.06,1231.493011593494,0,3072.0,26624.0,3104.0,1231.493011593494,3,,826,,121.01,169,1681407265.0,2.0,,3,0.0,,,0.0,991.43,0,,25.94
230,62.894282303284854,3.0,0.0,3.0,10.0,119.06,1231.493011593494,0,0.0,0.0,0.0,1231.493011593494,3,521.5100450917605,2111,98400.0,121.01,170,1681407266.0,3.0,0.0,3,0.0,32800.0,2.0,0.0,991.43,0,1.0,24.89
231,,3.0,0.0,3.0,10.0,119.06,1231.493011593494,0,0.0,0.0,0.0,1231.493011593494,3,,3408,,121.01,171,1681407267.0,3.0,,3,0.0,,,0.0,991.43,0,,23.84
232,,3.0,0.0,3.0,10.0,119.06,1231.493011593494,0,0.0,0.0,0.0,1231.493011593494,3,,4706,,121.01,172,1681407268.0,3.0,,3,0.0,,,0.0,991.43,0,,22.79
233,,3.0,0.0,3.0,10.0,119.06,1231.493011593494,0,0.0,0.0,0.0,1231.493011593494,3,,5997,,121.01,173,1681407269.0,3.0,,3,0.0,,,0.0,991.43,0,,21.74
