_step,_runtime,cpu/logical_core_count,memory/total_memory_sys_MB,_timestamp,cpu/load/avg_sys_load_fifteen_min_percent,disk/time/disk_read_time_sys_s,disk/time/disk_busy_time_sys_s,memory/used_memory_sys_MB,bandwidth/disk_write_sys_bandwidth_MBs,cpu/interrupts/ctx_switches_count,bandwidth/net_sent_sys_bandwidth_Mbits,process/memory/shared_memory_proc_MB,disk/counter/disk_write_sys_count,process/memory/resident_set_size_proc_MB,disk/counter/disk_read_sys_count,process/memory/dirty_pages_proc_count,bandwidth/disk_read_sys_bandwidth_MBs,cpu/load/avg_sys_load_one_min_percent,cpu/interrupts/soft_interrupts_count,bandwidth/net_recv_sys_bandwidth_Mbits,memory/available_memory_sys_MB,process/memory/text_resident_set_proc_MB,process/voluntary_proc_ctx_switches,disk/time/disk_write_time_sys_s,process/memory/lib_memory_proc_MB,process/memory/data_resident_set_proc_MB,cpu/interrupts/interrupts_count,memory/used_memory_sys_percent,cpu/load/avg_sys_load_five_min_percent,process/memory/virtual_memory_size_proc_MB,process/involuntary_proc_ctx_switches,02_timing/dataload_cuda_move_time_s,02_timing/loss_calc_time_s,02_timing/forward_time_s,02_timing/opt_step_time_s,02_timing/backward_time_s,03_hivemind/num_peers,01_general/locally_processed_samples,01_general/minibatch_loss,02_timing/step_time_s,03_hivemind/global_epoch,01_general/lr,02_timing/dataload_time_s,01_general/dataset_iteration_count,01_general/step
0,0,8.0,33177.530368,1681306548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0,,,1681306548,10.5,0.0,0.0,736.268288,0.0,13.0,0.30833171096945156,177.93024,0.0,398.864384,0.0,0.0,0.0,3.125,4.0,0.2803015565855595,31931.63776,2.711552,825.0,0.0,1009.401856,0.0,17.0,3.8,10.5,8495.955968,20.0,,,,,,,,,,,,,,
2,1,,,1681306549,10.5,0.0020000000000024443,0.015999999999991132,867.975168,0.012249516407547725,2764.0,0.39034168631259725,180.24448,3.0,401.26464,4.0,0.0,0.0326653770919316,3.875,1411.0,0.3721907101732994,31799.926784,2.711552,835.0,0.0019999999999527063,1017.925632,0.0,2745.0,4.2,10.5,8571.461632,20.0,,,,,,,,,,,,,,
3,2,,,1681306550,10.5,0.0020000000000024443,0.01999999999998181,868.716544,0.004082581215326043,3046.0,0.020349115741684656,180.24448,4.0,401.281024,4.0,0.0,0.0,3.875,1604.0,0.017127703999171833,31799.185408,2.711552,835.0,0.0029999999999290594,1017.93792,0.0,2978.0,4.2,10.5,8571.461632,20.0,,,,,,,,,,,,,,
4,3,,,1681306551,10.5,0.0020000000000024443,0.02400000000000091,870.006784,0.004084340899660524,3569.0,0.09593414776134906,180.24448,5.0,401.289216,4.0,0.0,0.0,3.875,1864.0,0.08229308733300553,31797.895168,2.711552,835.0,0.0029999999999290594,1017.93792,0.0,3565.0,4.2,10.5,8571.461632,20.0,,,,,,,,,,,,,,
5,4,,,1681306552,10.5,0.0020000000000024443,0.027999999999991587,1054.24896,0.004084471019269047,3936.0,0.021148305995505507,182.86592,6.0,583.110656,4.0,0.0,0.0,3.875,2062.0,0.015572045763003846,31613.652992,2.711552,843.0,0.0039999999999054126,1213.980672,0.0,3985.0,4.7,10.5,8834.482176,20.0,,,,,,,,,,,,,,
6,5,,,1681306553,10.5,0.0020000000000024443,0.03999999999999204,1570.848768,0.16341139759529974,4397.0,0.09702551732334311,182.86592,9.0,1097.744384,4.0,0.0,0.0,3.875,2633.0,0.0524863365941204,31097.044992,2.711552,843.0,0.0060000000000854925,1737.703424,0.0,4800.0,6.3,10.5,9358.204928,21.0,,,,,,,,,,,,,,
7,6,,,1681306554,10.75,0.0020000000000024443,0.055999999999983174,1671.725056,0.6127134801068689,5739.0,0.09023163359300995,183.783424,106.0,1198.256128,4.0,0.0,0.0,7.625,3470.0,0.07839222207357373,30996.168704,2.711552,843.0,0.09799999999995634,1845.587968,0.0,6477.0,6.6,11.125,9667.022848,23.0,,,,,,,,,,,,,,
8,7,,,1681306555,10.75,0.0020000000000024443,0.060000000000002274,2017.73056,0.00408484783027099,6353.0,0.09386373968207189,314.171392,107.0,1592.737792,4.0,0.0,0.0,7.625,4061.0,0.834417929617307,30637.600768,2.711552,855.0,0.0989999999999327,2120.00768,0.0,7865.0,7.7,11.125,10312.589312,25.0,,,,,,,,,,,,,,
9,8,,,1681306556,10.75,0.0020000000000024443,0.06399999999999295,2755.13344,0.004085593888019479,6735.0,0.03649105634369474,441.573376,108.0,2444.795904,4.0,0.0,0.0,7.625,4600.0,0.03539784079907586,29900.1856,2.711552,855.0,0.09999999999990905,2844.672,0.0,8608.0,9.9,11.125,11372.797952,27.0,,,,,,,,,,,,,,
10,9,,,1681306557,10.75,0.0020000000000024443,0.06799999999998363,2410.78272,0.004085020720438924,8999.0,0.1496856908648846,804.999168,109.0,2475.388928,4.0,0.0,0.0,7.625,5934.0,0.1025483814710688,29905.625088,2.711552,1104.0,0.09999999999990905,2545.516544,0.0,10889.0,9.9,11.125,13099.286528,27.0,,,,,,,,,,,,,,
11,10,,,1681306558,10.75,0.0020000000000024443,0.0759999999999934,4712.144896,0.10592549843211624,11653.0,0.16476857692975055,1281.277952,112.0,5189.238784,4.0,0.0,0.0,7.625,7089.0,0.15891211907683767,27127.103488,2.711552,1321.0,0.10200000000008913,4791.5008,0.0,35581.0,18.2,11.125,18463.780864,29.0,,,,,,,,,,,,,,
12,11,,,1681306559,11.0,0.0020000000000024443,0.07999999999998408,5743.480832,0.004081214693516397,13717.0,0.12193426018185763,1938.644992,113.0,6346.83392,4.0,0.0,0.0,11.0,8046.0,0.07248938759164374,25439.666176,2.711552,1580.0,0.10300000000006548,5291.68384,0.0,156411.0,23.3,11.75,19649.355776,31.0,,,,,,,,,,,,,,
13,12,,,1681306560,11.0,0.010000000000001563,0.103999999999985,5806.391296,0.004082097155697875,15738.0,0.24373787525461185,2049.028096,114.0,6193.303552,19.0,0.0,0.6408892533549454,11.0,9667.0,3.698156782856203,25265.115136,2.711552,1611.0,0.10400000000004184,5053.247488,0.0,162336.0,23.8,11.75,19693.9776,31.0,,,,,,,,,,,,,,
14,13,,,1681306561,11.0,0.011000000000002785,0.11199999999999477,6405.005312,0.004083337121121155,19574.0,1.7154880819660139,2135.003136,115.0,6279.356416,20.0,0.0,0.053083382567208216,11.0,18887.0,219.18548958592416,24568.426496,2.711552,1618.0,0.10400000000004184,5053.52192,0.0,173389.0,25.9,11.75,19893.374976,34.0,0.006795254000053319,,,,,,,,,,,,,
15,14,,,1681306562,11.0,0.375,0.47999999999998977,6893.125632,0.004084174863543152,20732.0,0.09588238643245868,2303.537152,116.0,6451.818496,410.0,0.0,39.79211568993888,11.0,19889.0,25.10320530336839,24079.880192,2.711552,1916.0,0.10500000000001819,5071.425536,0.0,175707.0,27.4,11.75,20356.681728,36.0,,,,,,,,,,,,,,
16,15,,,1681306563,11.0,0.46000000000000085,0.6200000000000045,7190.102016,0.09806038646355805,21542.0,0.11689359870368934,2398.695424,119.0,6621.253632,503.0,0.0,10.27182548214242,11.0,20303.0,0.07636229150884721,23782.920192,2.711552,1981.0,0.1069999999999709,5153.8944,0.0,176894.0,28.3,11.75,28531.277824,38.0,,0.00030263500002547516,1.9813218219999271,0.10155707500007338,0.4411842049998995,,,,,,,,,
17,16,,,1681306564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,32.0,7.1793212890625,3.8199580069999683,0.0,0.0001,1.2887970159999895,0.0,0.0
18,16,,,1681306564,11.0,0.46000000000000085,0.6279999999999859,7198.285824,0.00817120526499847,23048.0,0.34418808266302586,2398.949376,121.0,6621.67552,503.0,0.0,0.0,12.125,21970.0,27.943199911829556,23774.744576,2.711552,1991.0,0.10799999999994725,5153.8944,0.0,179351.0,28.3,12.0,28512.002048,38.0,0.00677728699997715,0.0005943410001236771,0.02672654100001637,0.10159912800008897,0.3262244580000697,,,,,,,,,
19,17,,,1681306565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,64.0,7.2239990234375,0.4648562170002606,0.0,0.0001,0.0029344619999847055,0.0,1.0
20,17,,,1681306565,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0067340230000354495,0.0005550659998334595,0.026523101000066163,0.10144624100007604,0.32838632799985135,1.0,96.0,7.191162109375,0.4672103469999911,0.0,0.0001,0.0035655880001286278,0.0,2.0
21,17,,,1681306565,11.0,0.46000000000000085,0.6399999999999864,7215.525888,0.012251347930458527,24350.0,0.40175009375770876,2397.007872,124.0,6619.734016,503.0,0.0,0.0,12.125,23640.0,28.3411883376687,23776.641024,2.711552,2011.0,0.10999999999989996,5154.189312,0.0,181613.0,28.3,12.0,28512.264192,41.0,0.006667113999810681,,,,,,,,,,,,,
22,18,,,1681306566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0006784289998904569,0.02685552299999472,0.10089129699986188,0.3268808860000263,1.0,128.0,7.15283203125,0.46501082299960217,0.0,0.0001,0.0030375740000181395,0.0,3.0
23,18,,,1681306566,11.0,0.46000000000000085,0.6519999999999868,7210.713088,0.008171683325549104,25812.0,0.37491587330069803,2396.987392,126.0,6619.713536,503.0,0.0,0.0,12.125,25630.0,30.190411724586824,23762.313216,2.711552,2038.0,0.11099999999987631,5154.189312,0.0,184342.0,28.4,12.0,28512.264192,44.0,0.006816696999976557,0.0006629609999890818,0.02656445899992832,,,,,,,,,,,
24,19,,,1681306567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10193802899993898,0.3299495339999794,1.0,160.0,7.0352783203125,0.46953667299999324,0.0,0.0001,0.0036049930001809116,0.0,4.0
25,19,,,1681306567,11.0,0.46000000000000085,0.6639999999999873,7206.13376,0.06537012403168113,27537.0,0.6494320733016945,2397.052928,132.0,6619.807744,503.0,0.0,0.0,12.125,28389.0,45.57639839326871,23766.749184,2.711552,2048.0,0.1150000000000091,5162.725376,0.0,188001.0,28.4,12.0,28587.76576,46.0,0.00687565800012635,0.0006394629999704193,0.025362691000054838,,,,,,,,,,,
26,20,,,1681306568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10173662199986211,0.3557990730000711,4.0,192.0,7.1495361328125,0.4937732030000461,0.0,0.0001,0.003359695999961332,0.0,5.0
27,20,,,1681306568,11.0,0.46000000000000085,0.671999999999997,7212.7488,0.00817174357292058,29121.0,0.4208128730740995,2396.991488,134.0,6619.779072,503.0,0.0,0.0,12.125,30762.0,35.72933676349373,23760.412672,2.711552,2062.0,0.11599999999998545,5162.725376,0.0,191131.0,28.4,12.0,28587.76576,46.0,0.006721266000113246,0.0007192690000010771,0.02551970300009998,0.10177327900009914,0.3297232830000212,,,,,,,,,
28,21,,,1681306569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,224.0,7.28173828125,0.4677558780003892,0.0,0.0001,0.0032990780000545783,0.0,6.0
29,21,,,1681306569,11.0,0.46000000000000085,0.6839999999999975,7217.913856,0.008171214981119435,30391.0,0.46303817543306064,2397.052928,136.0,6619.840512,503.0,0.0,0.0,12.125,33203.0,37.55726603980194,23755.116544,2.711552,2071.0,0.11799999999993815,5162.725376,0.0,194150.0,28.4,12.0,28587.769856,50.0,0.006701990000010483,0.0006424759999390517,0.025457418000087273,0.10173670800008949,0.32885060699982205,,,,,,,,,
30,22,,,1681306570,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,256.0,7.125,0.4667536069998732,0.0,0.0001,0.003364407999924879,0.0,7.0
31,22,,,1681306570,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.006688517000156935,0.0006359680000969092,0.02553346500008047,0.10144097399984275,0.33119333900003767,4.0,288.0,7.3597412109375,0.4688919730001544,0.0,0.0001,0.0033997099999396596,0.0,8.0
32,22,,,1681306570,11.0,0.46000000000000085,0.695999999999998,7212.8512,0.012244397455109548,31756.0,0.3495791417143538,2397.057024,139.0,6619.860992,503.0,0.0,0.0,12.125,35322.0,30.38041473861961,23779.30752,2.711552,2089.0,0.11899999999991451,5162.729472,0.0,196946.0,28.3,12.0,28587.769856,51.0,0.006741444999988744,0.0006779259999802889,0.02546419099985542,,,,,,,,,,,
33,23,,,1681306571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10189524999987043,0.3305844659998911,4.0,320.0,6.9808349609375,0.46877096199955304,0.0,0.0001,0.0034076839999670483,0.0,9.0
34,23,,,1681306571,11.0,0.46000000000000085,0.7039999999999793,7223.054336,0.008158386539225192,33156.0,0.49534313108832634,2396.995584,141.0,6619.799552,503.0,0.0,0.0,12.125,38099.0,34.82214488162284,23749.967872,2.711552,2099.0,0.12099999999986721,5162.729472,0.0,200413.0,28.4,12.0,28587.769856,52.0,0.0066709360000913875,0.0006433219998598361,0.025382917999877463,,,,,,,,,,,
35,24,,,1681306572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10193516899994393,0.32942786700004945,4.0,352.0,7.1771240234375,0.4674959399999352,0.0,0.0001,0.0034357280001131585,0.0,10.0
36,24,,,1681306572,11.0,0.46000000000000085,0.7199999999999989,7229.272064,0.04083521530489731,34418.0,0.5338566350617598,2397.057024,145.0,6619.860992,503.0,0.0,0.0,12.125,41464.0,51.00260169237907,23743.885312,2.711552,2110.0,0.1230000000000473,5162.733568,0.0,204424.0,28.4,12.0,28587.769856,54.0,0.006729974999871047,0.0006413410001187003,0.025377742000046055,,0.3309381110000231,,,,,,,,,
37,25,,,1681306573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10180390599998645,,4.0,384.0,7.3497314453125,0.4688806110000314,0.0,0.0001,0.0033895359999860375,0.0,11.0
38,25,,,1681306573,11.0,0.46000000000000085,0.7319999999999993,7224.373248,0.00817150647186432,35946.0,0.5471797142968534,2396.995584,147.0,6620.049408,503.0,0.0,0.0,12.125,44132.0,34.2145444873736,23748.640768,2.711552,2128.0,0.12400000000002365,5162.737664,0.0,207793.0,28.4,12.0,28587.769856,56.0,0.006791528000121616,0.000679763000107414,0.0256336120000924,0.10197081799992702,0.3288028290000966,,,,,,,,,
39,26,,,1681306574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,416.0,7.1239013671875,0.46742684700029713,0.0,0.0001,0.003548296999952072,0.0,12.0
40,26,,,1681306574,11.0,0.46000000000000085,0.7399999999999807,7229.181952,0.008171937925335302,37324.0,0.39052127179566626,2397.057024,149.0,6620.110848,503.0,0.0,0.0,12.125,46474.0,31.937832744878346,23743.840256,2.711552,2139.0,0.12599999999997635,5162.737664,0.0,210829.0,28.4,12.0,28587.769856,58.0,0.006712393000043448,0.0006385860001500987,0.025439407000021674,0.10200873899998442,0.3331949999999324,,,,,,,,,
41,27,,,1681306575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,448.0,7.1131591796875,0.4714101350000419,0.0,0.0001,0.0034160099999098748,0.0,13.0
42,27,,,1681306575,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.006710613999985071,0.0006654779999735183,0.025388758999952188,0.10160264500018457,0.3305209069999364,4.0,480.0,7.4512939453125,0.46841283300000214,0.0,0.0001,0.00352442999997038,0.0,14.0
43,27,,,1681306575,11.0,0.46000000000000085,0.7599999999999909,7225.954304,0.012245197463971621,38776.0,0.4484644129211606,2397.057024,152.0,6620.110848,503.0,0.0,0.0,12.125,48769.0,26.61496858063553,23766.347776,2.711552,2159.0,0.12799999999992906,5162.74176,0.0,213808.0,28.4,12.0,28587.769856,59.0,0.006734418999940317,0.0006270589999530785,0.029560502000094857,,,,,,,,,,,
44,28,,,1681306576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10173830500002623,0.3253995009999926,4.0,512.0,7.2388916015625,0.4690461509999295,0.0,0.0001,0.0049863649999224435,0.0,15.0
