04_peers/peer_8_epoch_oos,04_peers/peer_4_epoch,04_peers/peer_3_epoch_oos,04_peers/peer_4_epoch_oos,03_hivemind/per_epoch_training_samples,03_hivemind/reached_TBS,04_peers/peer_4_samples_per_second,04_peers/peer_7_samples_per_second,04_peers/peer_4_samples_accumulated,04_peers/peer_7_samples_accumulated,03_hivemind/num_peers,04_peers/peer_8_epoch,03_hivemind/num_clients,03_hivemind/global_epoch,04_peers/peer_8_samples_per_second,04_peers/peer_9_samples_per_second,04_peers/peer_5_samples_accumulated,_step,03_hivemind/overshot_TBS,03_hivemind/next_fetch_time_s,04_peers/peer_3_samples_per_second,04_peers/peer_9_epoch,04_peers/peer_7_epoch_oos,04_peers/peer_2_samples_per_second,04_peers/peer_9_epoch_oos,04_peers/peer_1_samples_per_second,04_peers/peer_9_samples_accumulated,04_peers/peer_1_epoch_oos,04_peers/peer_6_epoch_oos,_timestamp,04_peers/peer_6_samples_accumulated,04_peers/peer_8_samples_accumulated,04_peers/peer_2_epoch_oos,03_hivemind/global_samples_accumulated,04_peers/peer_7_epoch,03_hivemind/total_training_samples,03_hivemind/epoch_based_sps,04_peers/peer_2_samples_accumulated,03_hivemind/optimistic_total_samples_per_second,04_peers/peer_3_epoch,04_peers/peer_5_epoch,03_hivemind/undershot_TBS,04_peers/peer_1_samples_accumulated,04_peers/peer_6_samples_per_second,04_peers/peer_3_samples_accumulated,03_hivemind/actual_total_samples_per_second,_runtime,03_hivemind/epoch_s,04_peers/peer_2_epoch,04_peers/peer_5_samples_per_second,04_peers/peer_6_epoch,03_hivemind/eta_next_epoch_s,03_hivemind/estimated_current_samples,04_peers/peer_1_epoch,04_peers/peer_5_epoch_oos
0.0,2.0,0.0,0.0,,,35.3,34.01,1792.0,1728.0,9,2.0,0,2,36.63,358.58,1824.0,169,,0.5,35.16,2.0,0.0,35.13,0.0,37.04,17920.0,0.0,0.0,1681405641.0,1856.0,1888.0,0.0,32960,2.0,,,1792.0,643.4686976104038,2.0,2.0,,1888.0,36.28,1792.0,643.4686976104038,231,,2.0,36.08,2.0,0.0,33631,2.0,0.0
0.0,2.0,0.0,0.0,,,35.31,34.04,1824.0,1760.0,9,2.0,0,2,36.63,357.76,1856.0,170,,0.5,35.17,2.0,0.0,35.15,0.0,37.04,18176.0,0.0,0.0,1681405642.0,1888.0,1888.0,0.0,32960,2.0,,,1824.0,643.4686976104038,2.0,2.0,,1920.0,36.31,1824.0,643.4686976104038,232,,2.0,36.06,2.0,0.0,34354,2.0,0.0
0.0,2.0,0.0,0.0,,,35.31,34.04,1824.0,1760.0,9,2.0,0,2,36.63,357.76,1856.0,171,,0.5,35.17,2.0,0.0,35.15,0.0,37.04,18176.0,0.0,0.0,1681405643.0,1888.0,1888.0,0.0,32960,2.0,,,1824.0,643.4686976104038,2.0,2.0,,1920.0,36.31,1824.0,643.4686976104038,233,,2.0,36.06,2.0,0.0,35071,2.0,0.0
0.0,2.0,0.0,0.0,,,35.31,34.04,1824.0,1760.0,9,2.0,0,2,36.63,357.76,1856.0,172,,0.5,35.17,2.0,0.0,35.15,0.0,37.04,18176.0,0.0,0.0,1681405645.0,1888.0,1888.0,0.0,32960,2.0,,,1824.0,643.4686976104038,2.0,2.0,,1920.0,36.31,1824.0,643.4686976104038,235,,2.0,36.06,2.0,0.0,35789,2.0,0.0
0.0,2.0,0.0,0.0,,,35.31,34.04,1824.0,1760.0,9,2.0,0,2,36.63,357.76,1856.0,173,,0.5,35.17,2.0,0.0,35.15,0.0,37.04,18176.0,0.0,0.0,1681405646.0,1888.0,1888.0,0.0,32960,2.0,,,1824.0,643.4686976104038,2.0,2.0,,1920.0,36.31,1824.0,643.4686976104038,236,,2.0,36.06,2.0,0.0,36508,2.0,0.0
0.0,2.0,0.0,0.0,,,35.31,34.04,1824.0,1760.0,9,2.0,0,2,36.63,357.76,1856.0,174,,0.5,35.17,2.0,0.0,35.15,0.0,37.04,18176.0,0.0,0.0,1681405647.0,1888.0,1888.0,0.0,32960,2.0,,,1824.0,643.4686976104038,2.0,2.0,,1920.0,36.31,1824.0,643.4686976104038,237,,2.0,36.06,2.0,0.0,37228,2.0,0.0
0.0,2.0,0.0,0.0,,,35.31,34.04,1824.0,1760.0,9,2.0,0,2,36.63,357.76,1856.0,175,,0.5,35.17,2.0,0.0,35.15,0.0,37.04,18176.0,0.0,0.0,1681405648.0,1888.0,1888.0,0.0,32960,2.0,,,1824.0,643.4686976104038,2.0,2.0,,1920.0,36.31,1824.0,643.4686976104038,238,,2.0,36.06,2.0,0.0,37937,2.0,0.0
0.0,2.0,0.0,0.0,,,35.31,34.04,1824.0,1760.0,9,2.0,0,2,36.63,357.76,1856.0,176,,0.5,35.17,2.0,0.0,35.15,0.0,37.04,18176.0,0.0,0.0,1681405649.0,1888.0,1888.0,0.0,32960,2.0,,,1824.0,643.4686976104038,2.0,2.0,,1920.0,36.31,1824.0,643.4686976104038,239,,2.0,36.06,2.0,0.0,38659,2.0,0.0
0.0,2.0,0.0,0.0,,,35.31,34.04,1824.0,1760.0,9,2.0,0,2,36.63,357.76,1856.0,177,,0.5,35.17,2.0,0.0,35.15,0.0,37.04,18176.0,0.0,0.0,1681405650.0,1888.0,1888.0,0.0,32960,2.0,,,1824.0,643.4686976104038,2.0,2.0,,1920.0,36.31,1824.0,643.4686976104038,240,,2.0,36.06,2.0,0.0,39375,2.0,0.0
0.0,2.0,0.0,0.0,,,35.31,34.04,1824.0,1760.0,9,2.0,0,2,36.63,357.76,1856.0,178,,0.5,35.17,2.0,0.0,35.15,0.0,37.04,18176.0,0.0,0.0,1681405651.0,1888.0,1888.0,0.0,32960,2.0,,,1824.0,643.4686976104038,2.0,2.0,,1920.0,36.31,1824.0,643.4686976104038,241,,2.0,36.06,2.0,0.0,40095,2.0,0.0
0.0,2.0,0.0,0.0,,,35.31,34.04,1824.0,1760.0,9,2.0,0,2,36.63,357.76,1856.0,179,,0.5,35.17,2.0,0.0,35.15,0.0,37.04,18176.0,0.0,0.0,1681405652.0,1888.0,1888.0,0.0,32960,2.0,,,1824.0,643.4686976104038,2.0,2.0,,1920.0,36.31,1824.0,643.4686976104038,242,,2.0,36.06,2.0,0.0,40822,2.0,0.0
0.0,2.0,0.0,0.0,,,35.31,34.04,1824.0,1760.0,9,2.0,0,2,36.63,357.76,1856.0,180,,0.5,35.17,2.0,0.0,35.15,0.0,37.04,18176.0,0.0,0.0,1681405653.0,1888.0,1888.0,0.0,32960,2.0,,,1824.0,643.4686976104038,2.0,2.0,,1920.0,36.31,1824.0,643.4686976104038,243,,2.0,36.06,2.0,0.0,41563,2.0,0.0
0.0,2.0,0.0,0.0,,,35.31,34.04,1824.0,1760.0,9,2.0,0,3,36.63,357.76,1856.0,181,,10.0,35.17,2.0,0.0,35.15,0.0,37.04,18176.0,0.0,0.0,1681405655.0,1888.0,1888.0,0.0,0,2.0,,,1824.0,643.4686976104038,2.0,2.0,,1920.0,36.31,1824.0,501.7855355448253,245,,2.0,36.06,2.0,49.93,639,2.0,0.0
0.0,2.0,1.0,1.0,32960.0,0.0,35.31,34.04,1824.0,0.0,9,3.0,0,3,36.63,357.76,1856.0,182,3.0,10.0,35.17,3.0,0.0,35.15,0.0,37.04,0.0,0.0,0.0,1681405656.0,0.0,0.0,1.0,0,3.0,98752.0,508.50133057197246,1824.0,643.4686976104038,2.0,2.0,0.0,0.0,36.31,1824.0,643.4686976104038,246,64.81792282219976,2.0,36.06,3.0,48.62,1480,3.0,1.0
0.0,3.0,0.0,0.0,,,35.31,34.04,0.0,0.0,9,3.0,0,3,36.63,357.76,0.0,183,,10.0,35.17,3.0,0.0,35.15,0.0,37.04,0.0,0.0,0.0,1681405657.0,0.0,0.0,0.0,0,3.0,,,0.0,643.4686976104038,3.0,3.0,,0.0,36.31,0.0,643.4686976104038,247,,3.0,36.06,3.0,47.5,2202,3.0,0.0
0.0,3.0,0.0,0.0,,,35.31,34.04,0.0,0.0,9,3.0,0,3,36.63,357.76,0.0,184,,10.0,35.17,3.0,0.0,35.15,0.0,37.04,0.0,0.0,0.0,1681405658.0,0.0,0.0,0.0,0,3.0,,,0.0,643.4686976104038,3.0,3.0,,0.0,36.31,0.0,643.4686976104038,248,,3.0,36.06,3.0,46.38,2925,3.0,0.0
0.0,3.0,0.0,0.0,,,35.31,34.04,0.0,0.0,4,3.0,0,3,36.63,357.76,0.0,185,,10.0,35.17,3.0,0.0,35.15,0.0,37.04,0.0,0.0,0.0,1681405665.0,0.0,0.0,0.0,0,3.0,,,0.0,141.68316206557853,3.0,3.0,,0.0,36.31,0.0,141.68316206557853,255,,3.0,36.06,3.0,220.0,1597,3.0,0.0
,3.0,0.0,0.0,,,35.31,,0.0,,4,,0,3,,,0.0,186,,10.0,35.17,,,35.15,,,,,,1681405669.0,,,0.0,0,,,,0.0,141.68316206557853,3.0,3.0,,,,0.0,141.68316206557853,259,,3.0,36.06,,215.97,2169,,0.0
,3.0,0.0,0.0,,,35.31,,0.0,,4,,0,3,,,0.0,187,,10.0,35.17,,,35.15,,,,,,1681405670.0,,,0.0,0,,,,0.0,141.68316206557853,3.0,3.0,,,,0.0,141.68316206557853,260,,3.0,36.06,,214.94,2314,,0.0
,3.0,0.0,0.0,,,35.31,,0.0,,4,,0,3,,,0.0,188,,10.0,35.17,,,35.15,,,,,,1681405671.0,,,0.0,0,,,,0.0,141.68316206557853,3.0,3.0,,,,0.0,141.68316206557853,261,,3.0,36.06,,213.92,2459,,0.0
,3.0,0.0,0.0,,,35.31,,0.0,,4,,0,3,,,0.0,189,,10.0,35.17,,,35.15,,,,,,1681405672.0,,,0.0,0,,,,0.0,141.68316206557853,3.0,3.0,,,,0.0,141.68316206557853,262,,3.0,36.06,,212.9,2604,,0.0
,3.0,0.0,0.0,,,35.31,,0.0,,4,,0,3,,,0.0,190,,10.0,35.17,,,35.15,,,,,,1681405673.0,,,0.0,0,,,,0.0,141.68316206557853,3.0,3.0,,,,0.0,141.68316206557853,263,,3.0,36.06,,211.86,2751,,0.0
,3.0,0.0,0.0,,,35.31,,0.0,,4,,0,3,,,0.0,191,,10.0,35.17,,,35.15,,,,,,1681405674.0,,,0.0,0,,,,0.0,141.68316206557853,3.0,3.0,,,,0.0,141.68316206557853,264,,3.0,36.06,,210.84,2896,,0.0
,3.0,0.0,0.0,,,35.31,,0.0,,4,,0,3,,,0.0,192,,10.0,35.17,,,35.15,,,,,,1681405675.0,,,0.0,0,,,,0.0,141.68316206557853,3.0,3.0,,,,0.0,141.68316206557853,265,,3.0,36.06,,209.82,3041,,0.0
,3.0,0.0,0.0,,,35.31,,0.0,,4,,0,3,,,0.0,193,,10.0,35.17,,,35.15,,,,,,1681405676.0,,,0.0,0,,,,0.0,141.68316206557853,3.0,3.0,,,,0.0,141.68316206557853,266,,3.0,36.06,,208.79,3185,,0.0
,3.0,0.0,0.0,,,35.31,,0.0,,4,,0,3,,,0.0,194,,10.0,35.17,,,35.15,,,,,,1681405677.0,,,0.0,0,,,,0.0,141.68316206557853,3.0,3.0,,,,0.0,141.68316206557853,267,,3.0,36.06,,207.77,3330,,0.0
,3.0,0.0,0.0,,,35.31,,0.0,,4,,0,3,,,0.0,195,,10.0,35.17,,,35.15,,,,,,1681405678.0,,,0.0,0,,,,0.0,141.68316206557853,3.0,3.0,,,,0.0,141.68316206557853,268,,3.0,36.06,,206.75,3475,,0.0
,3.0,0.0,0.0,,,35.31,,0.0,,4,,0,3,,,0.0,196,,10.0,35.17,,,35.15,,,,,,1681405679.0,,,0.0,0,,,,0.0,141.68316206557853,3.0,3.0,,,,0.0,141.68316206557853,269,,3.0,36.06,,205.72,3620,,0.0
,3.0,0.0,0.0,,,35.31,,0.0,,4,,0,3,,,0.0,197,,10.0,35.17,,,35.15,,,,,,1681405680.0,,,0.0,0,,,,0.0,141.68316206557853,3.0,3.0,,,,0.0,141.68316206557853,270,,3.0,36.06,,204.7,3765,,0.0
,3.0,0.0,0.0,,,35.31,,0.0,,4,,0,3,,,0.0,198,,10.0,35.17,,,35.15,,,,,,1681405681.0,,,0.0,0,,,,0.0,141.68316206557853,3.0,3.0,,,,0.0,141.68316206557853,271,,3.0,36.06,,203.67,3911,,0.0
,3.0,0.0,0.0,,,35.31,,0.0,,4,,0,3,,,0.0,199,,10.0,35.17,,,35.15,,,,,,1681405682.0,,,0.0,0,,,,0.0,141.68316206557853,3.0,3.0,,,,0.0,141.68316206557853,272,,3.0,36.06,,202.65,4056,,0.0
,3.0,0.0,0.0,,,35.31,,0.0,,4,,0,3,,,0.0,200,,10.0,35.17,,,35.15,,,,,,1681405683.0,,,0.0,0,,,,0.0,141.68316206557853,3.0,3.0,,,,0.0,141.68316206557853,273,,3.0,36.06,,201.63,4201,,0.0
,3.0,0.0,0.0,,,35.31,,0.0,,4,,0,3,,,0.0,201,,10.0,35.17,,,35.15,,,,,,1681405684.0,,,0.0,0,,,,0.0,141.68316206557853,3.0,3.0,,,,0.0,141.68316206557853,274,,3.0,36.06,,200.61,4346,,0.0
,3.0,0.0,0.0,,,35.31,,0.0,,4,,0,3,,,0.0,202,,10.0,35.17,,,35.15,,,,,,1681405685.0,,,0.0,0,,,,0.0,141.68316206557853,3.0,3.0,,,,0.0,141.68316206557853,275,,3.0,36.06,,199.58,4491,,0.0
,3.0,0.0,0.0,,,35.31,,0.0,,4,,0,3,,,0.0,203,,10.0,35.17,,,35.15,,,,,,1681405686.0,,,0.0,0,,,,0.0,141.68316206557853,3.0,3.0,,,,0.0,141.68316206557853,276,,3.0,36.06,,198.55,4637,,0.0
,3.0,0.0,0.0,,,35.31,,0.0,,4,,0,3,,,0.0,204,,10.0,35.17,,,35.15,,,,,,1681405688.0,,,0.0,0,,,,0.0,141.68316206557853,3.0,3.0,,,,0.0,141.68316206557853,278,,3.0,36.06,,197.52,4783,,0.0
,3.0,0.0,0.0,,,35.31,,0.0,,4,,0,3,,,0.0,205,,10.0,35.17,,,35.15,,,,,,1681405689.0,,,0.0,0,,,,0.0,141.68316206557853,3.0,3.0,,,,0.0,141.68316206557853,279,,3.0,36.06,,196.49,4929,,0.0
,3.0,0.0,0.0,,,35.31,,0.0,,4,,0,3,,,0.0,206,,10.0,35.17,,,35.15,,,,,,1681405690.0,,,0.0,0,,,,0.0,141.68316206557853,3.0,3.0,,,,0.0,141.68316206557853,280,,3.0,36.06,,195.46,5075,,0.0
,3.0,0.0,0.0,,,35.31,,0.0,,4,,0,3,,,0.0,207,,10.0,35.17,,,35.15,,,,,,1681405691.0,,,0.0,0,,,,0.0,141.68316206557853,3.0,3.0,,,,0.0,141.68316206557853,281,,3.0,36.06,,194.43,5220,,0.0
,3.0,0.0,0.0,,,35.31,,0.0,,4,,0,3,,,0.0,208,,10.0,35.17,,,35.15,,,,,,1681405692.0,,,0.0,0,,,,0.0,141.68316206557853,3.0,3.0,,,,0.0,141.68316206557853,282,,3.0,36.06,,193.41,5365,,0.0
,3.0,0.0,0.0,,,35.31,,0.0,,4,,0,3,,,0.0,209,,10.0,35.17,,,35.15,,,,,,1681405693.0,,,0.0,0,,,,0.0,141.68316206557853,3.0,3.0,,,,0.0,141.68316206557853,283,,3.0,36.06,,192.38,5511,,0.0
,3.0,0.0,0.0,,,35.31,,0.0,,4,,0,3,,,0.0,210,,10.0,35.17,,,35.15,,,,,,1681405694.0,,,0.0,0,,,,0.0,141.68316206557853,3.0,3.0,,,,0.0,141.68316206557853,284,,3.0,36.06,,191.36,5656,,0.0
,3.0,0.0,0.0,,,35.31,,0.0,,4,,0,3,,,0.0,211,,10.0,35.17,,,35.15,,,,,,1681405695.0,,,0.0,0,,,,0.0,141.68316206557853,3.0,3.0,,,,0.0,141.68316206557853,285,,3.0,36.06,,190.33,5801,,0.0
,3.0,0.0,0.0,,,35.31,,0.0,,4,,0,3,,,0.0,212,,10.0,35.17,,,35.15,,,,,,1681405696.0,,,0.0,0,,,,0.0,141.68316206557853,3.0,3.0,,,,0.0,141.68316206557853,286,,3.0,36.06,,189.3,5947,,0.0
,3.0,0.0,0.0,,,35.31,,0.0,,4,,0,3,,,0.0,213,,10.0,35.17,,,35.15,,,,,,1681405697.0,,,0.0,0,,,,0.0,141.68316206557853,3.0,3.0,,,,0.0,141.68316206557853,287,,3.0,36.06,,188.27,6093,,0.0
,3.0,0.0,0.0,,,35.31,,0.0,,4,,0,3,,,0.0,214,,10.0,35.17,,,35.15,,,,,,1681405698.0,,,0.0,0,,,,0.0,141.68316206557853,3.0,3.0,,,,0.0,141.68316206557853,288,,3.0,36.06,,187.24,6239,,0.0
,3.0,0.0,0.0,,,35.31,,0.0,,4,,0,3,,,0.0,215,,10.0,35.17,,,35.15,,,,,,1681405699.0,,,0.0,0,,,,0.0,141.68316206557853,3.0,3.0,,,,0.0,141.68316206557853,289,,3.0,36.06,,186.22,6384,,0.0
,3.0,0.0,0.0,,,35.31,,0.0,,4,,0,3,,,0.0,216,,10.0,35.17,,,35.15,,,,,,1681405700.0,,,0.0,0,,,,0.0,141.68316206557853,3.0,3.0,,,,0.0,141.68316206557853,290,,3.0,36.06,,185.19,6529,,0.0
,3.0,0.0,0.0,,,35.31,,0.0,,4,,0,3,,,0.0,217,,10.0,35.17,,,35.15,,,,,,1681405701.0,,,0.0,0,,,,0.0,141.68316206557853,3.0,3.0,,,,0.0,141.68316206557853,291,,3.0,36.06,,184.16,6676,,0.0
,3.0,0.0,0.0,,,35.31,,0.0,,4,,0,3,,,0.0,218,,10.0,35.17,,,35.15,,,,,,1681405702.0,,,0.0,0,,,,0.0,141.68316206557853,3.0,3.0,,,,0.0,141.68316206557853,292,,3.0,36.06,,183.13,6821,,0.0
,3.0,0.0,0.0,,,35.31,,0.0,,4,,0,3,,,0.0,219,,10.0,35.17,,,35.15,,,,,,1681405703.0,,,0.0,0,,,,0.0,141.68316206557853,3.0,3.0,,,,0.0,141.68316206557853,293,,3.0,36.06,,182.11,6966,,0.0
,3.0,0.0,0.0,,,35.31,,0.0,,4,,0,3,,,0.0,220,,10.0,35.17,,,35.15,,,,,,1681405704.0,,,0.0,0,,,,0.0,141.68316206557853,3.0,3.0,,,,0.0,141.68316206557853,294,,3.0,36.06,,181.08,7111,,0.0
,3.0,0.0,0.0,,,35.31,,0.0,,4,,0,3,,,0.0,221,,10.0,35.17,,,35.15,,,,,,1681405705.0,,,0.0,0,,,,0.0,141.68316206557853,3.0,3.0,,,,0.0,141.68316206557853,295,,3.0,36.06,,180.06,7256,,0.0
