04_peers/peer_8_epoch_oos,04_peers/peer_4_epoch,04_peers/peer_3_epoch_oos,04_peers/peer_4_epoch_oos,03_hivemind/per_epoch_training_samples,03_hivemind/reached_TBS,04_peers/peer_4_samples_per_second,04_peers/peer_7_samples_per_second,04_peers/peer_4_samples_accumulated,04_peers/peer_7_samples_accumulated,03_hivemind/num_peers,04_peers/peer_8_epoch,03_hivemind/num_clients,03_hivemind/global_epoch,04_peers/peer_8_samples_per_second,04_peers/peer_9_samples_per_second,04_peers/peer_5_samples_accumulated,_step,03_hivemind/overshot_TBS,03_hivemind/next_fetch_time_s,04_peers/peer_3_samples_per_second,04_peers/peer_9_epoch,04_peers/peer_7_epoch_oos,04_peers/peer_2_samples_per_second,04_peers/peer_9_epoch_oos,04_peers/peer_1_samples_per_second,04_peers/peer_9_samples_accumulated,04_peers/peer_1_epoch_oos,04_peers/peer_6_epoch_oos,_timestamp,04_peers/peer_6_samples_accumulated,04_peers/peer_8_samples_accumulated,04_peers/peer_2_epoch_oos,03_hivemind/global_samples_accumulated,04_peers/peer_7_epoch,03_hivemind/total_training_samples,03_hivemind/epoch_based_sps,04_peers/peer_2_samples_accumulated,03_hivemind/optimistic_total_samples_per_second,04_peers/peer_3_epoch,04_peers/peer_5_epoch,03_hivemind/undershot_TBS,04_peers/peer_1_samples_accumulated,04_peers/peer_6_samples_per_second,04_peers/peer_3_samples_accumulated,03_hivemind/actual_total_samples_per_second,_runtime,03_hivemind/epoch_s,04_peers/peer_2_epoch,04_peers/peer_5_samples_per_second,04_peers/peer_6_epoch,03_hivemind/eta_next_epoch_s,03_hivemind/estimated_current_samples,04_peers/peer_1_epoch,04_peers/peer_5_epoch_oos
0.0,1.0,0.0,0.0,,,34.96,34.1,1600.0,1568.0,9,1.0,0,1,36.85,349.43,1632.0,105,,4.96,34.87,1.0,0.0,34.66,0.0,37.35,14592.0,0.0,0.0,1681405570.0,1664.0,1664.0,0.0,28192,1.0,,,1568.0,636.878256301313,1.0,1.0,,1696.0,36.19,1600.0,636.878256301313,160,,1.0,36.33,1.0,6.62,28554,1.0,0.0
0.0,1.0,0.0,0.0,,,35.0,34.11,1632.0,1600.0,9,1.0,0,1,36.86,351.46,1696.0,106,,4.19,34.88,1.0,0.0,34.72,0.0,37.33,14848.0,0.0,0.0,1681405571.0,1696.0,1728.0,0.0,28992,1.0,,,1632.0,632.4275766445085,1.0,1.0,,1728.0,36.21,1632.0,632.4275766445085,161,,1.0,36.31,1.0,5.59,29236,1.0,0.0
0.0,1.0,0.0,0.0,,,35.03,34.08,1664.0,1632.0,9,1.0,0,1,36.86,347.01,1728.0,107,,3.34,34.89,1.0,0.0,34.74,0.0,37.3,15360.0,0.0,0.0,1681405572.0,1728.0,1760.0,0.0,29536,1.0,,,1664.0,633.6223841682233,1.0,1.0,,1792.0,36.22,1664.0,633.6223841682233,162,,1.0,36.3,1.0,4.45,29948,1.0,0.0
0.0,1.0,0.0,0.0,,,35.06,34.08,1696.0,1664.0,9,1.0,0,1,36.85,348.11,1760.0,108,,2.46,34.9,1.0,0.0,34.77,0.0,37.29,15616.0,0.0,0.0,1681405573.0,1792.0,1792.0,0.0,30368,1.0,,,1696.0,636.5977264650458,1.0,1.0,,1824.0,36.26,1696.0,636.5977264650458,163,,1.0,36.31,1.0,3.28,30677,1.0,0.0
0.0,1.0,0.0,0.0,,,35.11,34.08,1760.0,1728.0,9,1.0,0,1,36.84,350.99,1792.0,109,,1.66,34.94,1.0,0.0,34.79,0.0,37.29,16128.0,0.0,0.0,1681405574.0,1824.0,1824.0,0.0,31040,1.0,,,1728.0,634.0831001261945,1.0,1.0,,1856.0,36.28,1728.0,634.0831001261945,164,,1.0,36.27,1.0,2.21,31368,1.0,0.0
0.0,1.0,0.0,0.0,,,35.14,34.09,1792.0,1760.0,9,1.0,0,1,36.83,348.33,1856.0,110,,0.78,34.98,1.0,0.0,34.87,0.0,37.27,16384.0,0.0,0.0,1681405575.0,1856.0,1888.0,0.0,31808,1.0,,,1792.0,637.7932181635769,1.0,1.0,,1920.0,36.3,1792.0,637.7932181635769,165,,1.0,36.27,1.0,1.04,32104,1.0,0.0
0.0,1.0,0.0,0.0,,,35.16,34.09,1824.0,1792.0,9,1.0,0,1,36.83,351.95,1888.0,111,,0.5,35.02,1.0,0.0,34.9,0.0,37.27,16896.0,0.0,0.0,1681405576.0,1888.0,1920.0,0.0,32352,1.0,,,1824.0,640.1420344735443,1.0,1.0,,1952.0,36.32,1824.0,640.1420344735443,166,,1.0,36.26,1.0,0.0,32836,1.0,0.0
0.0,1.0,0.0,0.0,,,35.18,34.09,1856.0,1824.0,9,1.0,0,1,36.84,354.19,1920.0,112,,0.5,35.02,1.0,0.0,34.93,0.0,37.27,17152.0,0.0,0.0,1681405577.0,1952.0,1952.0,0.0,32864,1.0,,,1856.0,638.1832591811988,1.0,1.0,,1984.0,36.35,1856.0,638.1832591811988,167,,1.0,36.26,1.0,0.0,33531,1.0,0.0
0.0,1.0,0.0,0.0,,,35.22,34.1,1888.0,1856.0,9,1.0,0,1,36.83,352.13,1952.0,113,,0.5,35.06,1.0,0.0,34.97,0.0,37.25,17408.0,0.0,0.0,1681405579.0,1984.0,1984.0,0.0,32864,1.0,,,1888.0,638.1832591811988,1.0,1.0,,2016.0,36.36,1888.0,638.1832591811988,169,,1.0,36.27,1.0,0.0,34246,1.0,0.0
0.0,1.0,0.0,0.0,,,35.22,34.1,1888.0,1856.0,9,1.0,0,1,36.83,352.13,1952.0,114,,0.5,35.06,1.0,0.0,34.97,0.0,37.25,17408.0,0.0,0.0,1681405580.0,1984.0,1984.0,0.0,32864,1.0,,,1888.0,638.1832591811988,1.0,1.0,,2016.0,36.36,1888.0,638.1832591811988,170,,1.0,36.27,1.0,0.0,34955,1.0,0.0
0.0,1.0,0.0,0.0,,,35.22,34.1,1888.0,1856.0,9,1.0,0,1,36.83,352.13,1952.0,115,,0.5,35.06,1.0,0.0,34.97,0.0,37.25,17408.0,0.0,0.0,1681405581.0,1984.0,1984.0,0.0,32864,1.0,,,1888.0,638.1832591811988,1.0,1.0,,2016.0,36.36,1888.0,638.1832591811988,171,,1.0,36.27,1.0,0.0,35666,1.0,0.0
0.0,1.0,0.0,0.0,,,35.22,34.1,1888.0,1856.0,9,1.0,0,1,36.83,352.13,1952.0,116,,0.5,35.06,1.0,0.0,34.97,0.0,37.25,17408.0,0.0,0.0,1681405582.0,1984.0,1984.0,0.0,32864,1.0,,,1888.0,638.1832591811988,1.0,1.0,,2016.0,36.36,1888.0,638.1832591811988,172,,1.0,36.27,1.0,0.0,36372,1.0,0.0
0.0,1.0,0.0,0.0,,,35.22,34.1,1888.0,1856.0,9,1.0,0,1,36.83,352.13,1952.0,117,,0.5,35.06,1.0,0.0,34.97,0.0,37.25,17408.0,0.0,0.0,1681405583.0,1984.0,1984.0,0.0,32864,1.0,,,1888.0,638.1832591811988,1.0,1.0,,2016.0,36.36,1888.0,638.1832591811988,173,,1.0,36.27,1.0,0.0,37076,1.0,0.0
0.0,1.0,0.0,0.0,,,35.22,34.1,1888.0,1856.0,9,1.0,0,1,36.83,352.13,1952.0,118,,0.5,35.06,1.0,0.0,34.97,0.0,37.25,17408.0,0.0,0.0,1681405584.0,1984.0,1984.0,0.0,32864,1.0,,,1888.0,638.1832591811988,1.0,1.0,,2016.0,36.36,1888.0,638.1832591811988,174,,1.0,36.27,1.0,0.0,37786,1.0,0.0
0.0,1.0,0.0,0.0,,,35.22,34.1,1888.0,1856.0,9,1.0,0,1,36.83,352.13,1952.0,119,,0.5,35.06,1.0,0.0,34.97,0.0,37.25,17408.0,0.0,0.0,1681405585.0,1984.0,1984.0,0.0,32864,1.0,,,1888.0,638.1832591811988,1.0,1.0,,2016.0,36.36,1888.0,638.1832591811988,175,,1.0,36.27,1.0,0.0,38502,1.0,0.0
0.0,1.0,0.0,0.0,,,35.22,34.1,1888.0,1856.0,9,1.0,0,1,36.83,352.13,1952.0,120,,0.5,35.06,1.0,0.0,34.97,0.0,37.25,17408.0,0.0,0.0,1681405586.0,1984.0,1984.0,0.0,32864,1.0,,,1888.0,638.1832591811988,1.0,1.0,,2016.0,36.36,1888.0,638.1832591811988,176,,1.0,36.27,1.0,0.0,39211,1.0,0.0
0.0,1.0,0.0,0.0,,,35.22,34.1,1888.0,1856.0,9,1.0,0,1,36.83,352.13,1952.0,121,,0.5,35.06,1.0,0.0,34.97,0.0,37.25,17408.0,0.0,0.0,1681405588.0,1984.0,1984.0,0.0,32864,1.0,,,1888.0,638.1832591811988,1.0,1.0,,2016.0,36.36,1888.0,638.1832591811988,178,,1.0,36.27,1.0,0.0,39944,1.0,0.0
0.0,1.0,0.0,0.0,,,35.22,34.1,1888.0,1856.0,9,1.0,0,1,36.83,352.13,1952.0,122,,0.5,35.06,1.0,0.0,34.97,0.0,37.25,17408.0,0.0,0.0,1681405589.0,1984.0,1984.0,0.0,32864,1.0,,,1888.0,638.1832591811988,1.0,1.0,,2016.0,36.36,1888.0,638.1832591811988,179,,1.0,36.27,1.0,0.0,40672,1.0,0.0
0.0,1.0,0.0,0.0,,,35.22,34.1,1888.0,1856.0,9,1.0,0,2,36.83,352.13,1952.0,123,,10.0,35.06,1.0,0.0,34.97,0.0,37.25,17408.0,0.0,0.0,1681405590.0,1984.0,1984.0,0.0,0,1.0,,,1888.0,638.1832591811988,1.0,1.0,,2016.0,36.36,1888.0,107.28833786444625,180,,1.0,36.27,1.0,51.17,109,1.0,0.0
0.0,1.0,1.0,1.0,32864.0,0.0,35.22,34.1,1888.0,0.0,9,2.0,0,2,36.83,352.13,1952.0,124,2.0,10.0,35.06,1.0,0.0,34.97,1.0,37.25,17408.0,1.0,0.0,1681405591.0,0.0,0.0,1.0,992,2.0,65792.0,506.28656038304905,1888.0,631.3835974673302,1.0,1.0,0.0,2016.0,36.36,1888.0,631.3835974673302,181,64.91185540286824,1.0,36.27,2.0,50.01,1191,1.0,1.0
0.0,2.0,0.0,0.0,,,36.01,35.01,64.0,64.0,9,2.0,0,2,37.57,340.59,32.0,125,,10.0,36.01,2.0,0.0,35.86,0.0,38.0,512.0,0.0,0.0,1681405592.0,64.0,64.0,0.0,1536,2.0,,,64.0,638.6846886565523,2.0,2.0,,64.0,37.0,64.0,638.6846886565523,182,,2.0,35.33,2.0,48.24,1957,2.0,0.0
0.0,2.0,0.0,0.0,,,36.04,35.01,96.0,96.0,9,2.0,0,2,37.51,346.25,96.0,126,,10.0,36.08,2.0,0.0,35.91,0.0,37.94,768.0,0.0,0.0,1681405593.0,96.0,96.0,0.0,2368,2.0,,,96.0,639.9043937814179,2.0,2.0,,96.0,37.03,96.0,639.9043937814179,183,,2.0,36.91,2.0,47.01,2683,2.0,0.0
0.0,2.0,0.0,0.0,,,36.04,35.03,128.0,128.0,9,2.0,0,2,37.41,347.54,128.0,127,,10.0,36.14,2.0,0.0,35.94,0.0,37.9,1280.0,0.0,0.0,1681405594.0,160.0,160.0,0.0,2944,2.0,,,128.0,641.152339404973,2.0,2.0,,128.0,37.03,128.0,641.152339404973,184,,2.0,36.88,2.0,45.79,3410,2.0,0.0
0.0,2.0,0.0,0.0,,,36.05,35.04,160.0,192.0,9,2.0,0,2,37.37,348.84,160.0,128,,10.0,36.16,2.0,0.0,35.98,0.0,37.83,1536.0,0.0,0.0,1681405595.0,192.0,192.0,0.0,3808,2.0,,,160.0,640.9119892058663,2.0,2.0,,192.0,37.03,160.0,640.9119892058663,185,,2.0,36.86,2.0,44.7,4120,2.0,0.0
0.0,2.0,0.0,0.0,,,36.05,35.02,224.0,224.0,9,2.0,0,2,37.33,348.68,192.0,129,,10.0,36.22,2.0,0.0,35.97,0.0,37.8,2048.0,0.0,0.0,1681405597.0,224.0,224.0,0.0,4640,2.0,,,224.0,645.6615079057565,2.0,2.0,,224.0,37.01,224.0,645.6615079057565,187,,2.0,36.82,2.0,43.21,4871,2.0,0.0
0.0,2.0,0.0,0.0,,,36.04,34.98,256.0,256.0,9,2.0,0,2,37.24,353.65,256.0,130,,10.0,36.23,2.0,0.0,35.98,0.0,37.76,2560.0,0.0,0.0,1681405598.0,256.0,288.0,0.0,5216,2.0,,,256.0,643.4047216440804,2.0,2.0,,256.0,37.01,256.0,643.4047216440804,188,,2.0,36.77,2.0,42.27,5572,2.0,0.0
0.0,2.0,0.0,0.0,,,36.04,34.97,288.0,288.0,9,2.0,0,2,37.22,351.5,288.0,131,,10.0,36.26,2.0,0.0,35.98,0.0,37.71,2816.0,0.0,0.0,1681405599.0,320.0,320.0,0.0,6016,2.0,,,288.0,645.7814785587994,2.0,2.0,,320.0,36.99,288.0,645.7814785587994,189,,2.0,36.72,2.0,40.98,6305,2.0,0.0
0.0,2.0,0.0,0.0,,,36.03,34.97,320.0,320.0,9,2.0,0,2,37.19,354.01,320.0,132,,10.0,36.28,2.0,0.0,35.97,0.0,37.67,3328.0,0.0,0.0,1681405600.0,352.0,352.0,0.0,6656,2.0,,,320.0,647.0664611645407,2.0,2.0,,352.0,36.99,352.0,647.0664611645407,190,,2.0,36.68,2.0,39.77,7034,2.0,0.0
0.0,2.0,0.0,0.0,,,36.02,34.91,384.0,384.0,9,2.0,0,2,37.16,355.52,384.0,133,,10.0,36.27,2.0,0.0,35.96,0.0,37.63,3584.0,0.0,0.0,1681405601.0,384.0,384.0,0.0,7488,2.0,,,384.0,645.2160938345911,2.0,2.0,,384.0,36.98,384.0,645.2160938345911,191,,2.0,36.61,2.0,38.79,7742,2.0,0.0
0.0,2.0,0.0,0.0,,,36.01,34.87,416.0,416.0,9,2.0,0,2,37.1,353.87,416.0,134,,10.0,36.26,2.0,0.0,35.93,0.0,37.61,4096.0,0.0,0.0,1681405602.0,448.0,448.0,0.0,8032,2.0,,,416.0,646.5367251325808,2.0,2.0,,416.0,36.95,416.0,646.5367251325808,192,,2.0,36.61,2.0,37.59,8467,2.0,0.0
0.0,2.0,0.0,0.0,,,35.99,34.82,448.0,448.0,9,2.0,0,2,37.08,355.43,448.0,135,,10.0,36.23,2.0,0.0,35.9,0.0,37.56,4352.0,0.0,0.0,1681405603.0,480.0,480.0,0.0,8832,2.0,,,448.0,648.9027524746987,2.0,2.0,,480.0,36.94,448.0,648.9027524746987,193,,2.0,36.58,2.0,36.32,9200,2.0,0.0
0.0,2.0,0.0,0.0,,,35.98,34.78,480.0,480.0,9,2.0,0,2,37.05,358.16,480.0,136,,10.0,36.21,2.0,0.0,35.78,0.0,37.53,4864.0,0.0,0.0,1681405604.0,512.0,512.0,0.0,9728,2.0,,,480.0,647.3039692339281,2.0,2.0,,512.0,36.82,512.0,647.3039692339281,194,,2.0,36.57,2.0,35.32,9908,2.0,0.0
0.0,2.0,0.0,0.0,,,35.96,34.74,544.0,512.0,9,2.0,0,2,37.02,356.84,544.0,137,,10.0,36.17,2.0,0.0,35.73,0.0,37.52,5376.0,0.0,0.0,1681405605.0,544.0,576.0,0.0,10336,2.0,,,544.0,647.91545057126,2.0,2.0,,544.0,36.81,544.0,647.91545057126,195,,2.0,36.52,2.0,34.16,10636,2.0,0.0
0.0,2.0,0.0,0.0,,,35.95,34.64,576.0,576.0,9,2.0,0,2,36.99,357.72,576.0,138,,10.0,36.12,2.0,0.0,35.73,0.0,37.47,5632.0,0.0,0.0,1681405607.0,608.0,608.0,0.0,11104,2.0,,,576.0,646.6632960090409,2.0,2.0,,608.0,36.78,576.0,646.6632960090409,197,,2.0,36.51,2.0,33.12,11348,2.0,0.0
0.0,2.0,0.0,0.0,,,35.92,34.58,608.0,608.0,9,2.0,0,2,36.98,356.66,608.0,139,,10.0,36.11,2.0,0.0,35.7,0.0,37.45,6144.0,0.0,0.0,1681405608.0,640.0,640.0,0.0,11648,2.0,,,608.0,648.4722313293495,2.0,2.0,,640.0,36.78,608.0,648.4722313293495,198,,2.0,36.49,2.0,31.9,12081,2.0,0.0
0.0,2.0,0.0,0.0,,,35.86,34.52,640.0,640.0,9,2.0,0,2,36.96,358.82,640.0,140,,10.0,36.06,2.0,0.0,35.67,0.0,37.35,6400.0,0.0,0.0,1681405609.0,672.0,672.0,0.0,12544,2.0,,,640.0,650.0744712477544,2.0,2.0,,672.0,36.76,672.0,650.0744712477544,199,,2.0,36.47,2.0,30.7,12812,2.0,0.0
0.0,2.0,0.0,0.0,,,35.79,34.5,704.0,672.0,9,2.0,0,2,36.93,360.73,704.0,141,,10.0,36.0,2.0,0.0,35.63,0.0,37.3,6912.0,0.0,0.0,1681405610.0,704.0,736.0,0.0,13120,2.0,,,672.0,650.2704796959043,2.0,2.0,,736.0,36.76,704.0,650.2704796959043,200,,2.0,36.44,2.0,29.57,13539,2.0,0.0
0.0,2.0,0.0,0.0,,,35.76,34.42,736.0,704.0,9,2.0,0,2,36.9,361.18,736.0,142,,10.0,35.96,2.0,0.0,35.57,0.0,37.29,7168.0,0.0,0.0,1681405611.0,768.0,768.0,0.0,13888,2.0,,,736.0,648.6013865994919,2.0,2.0,,768.0,36.75,736.0,648.6013865994919,201,,2.0,36.43,2.0,28.55,14248,2.0,0.0
0.0,2.0,0.0,0.0,,,35.72,34.34,768.0,736.0,9,2.0,0,2,36.88,360.22,768.0,143,,10.0,35.91,2.0,0.0,35.5,0.0,37.29,7680.0,0.0,0.0,1681405612.0,800.0,800.0,0.0,14432,2.0,,,768.0,648.7666208677881,2.0,2.0,,800.0,36.33,768.0,648.7666208677881,202,,2.0,36.4,2.0,27.43,14972,2.0,0.0
0.0,2.0,0.0,0.0,,,35.68,34.18,800.0,800.0,9,2.0,0,2,36.87,360.67,800.0,144,,10.0,35.86,2.0,0.0,35.5,0.0,37.3,7936.0,0.0,0.0,1681405613.0,832.0,832.0,0.0,15360,2.0,,,800.0,643.6830767950094,2.0,2.0,,832.0,36.34,800.0,643.6830767950094,203,,2.0,36.37,2.0,26.59,15652,2.0,0.0
0.0,2.0,0.0,0.0,,,35.6,34.07,864.0,832.0,9,2.0,0,2,36.85,356.01,864.0,145,,10.0,35.78,2.0,0.0,35.44,0.0,37.27,8448.0,0.0,0.0,1681405614.0,864.0,896.0,0.0,16192,2.0,,,832.0,646.1224429291966,2.0,2.0,,896.0,36.32,864.0,646.1224429291966,204,,2.0,36.35,2.0,25.35,16387,2.0,0.0
0.0,2.0,0.0,0.0,,,35.57,34.01,896.0,864.0,9,2.0,0,2,36.84,358.75,896.0,146,,10.0,35.73,2.0,0.0,35.36,0.0,37.21,8960.0,0.0,0.0,1681405615.0,928.0,928.0,0.0,16704,2.0,,,896.0,642.5030568721036,2.0,2.0,,928.0,36.3,896.0,642.5030568721036,205,,2.0,36.35,2.0,24.41,17083,2.0,0.0
0.0,2.0,0.0,0.0,,,35.52,33.95,928.0,896.0,9,2.0,0,2,36.82,355.36,928.0,147,,10.0,35.68,2.0,0.0,35.32,0.0,37.2,9216.0,0.0,0.0,1681405617.0,960.0,960.0,0.0,17568,2.0,,,928.0,644.2919007468167,2.0,2.0,,960.0,36.31,928.0,644.2919007468167,207,,2.0,36.33,2.0,23.21,17814,2.0,0.0
0.0,2.0,0.0,0.0,,,35.48,33.88,960.0,928.0,9,2.0,0,2,36.82,357.39,992.0,148,,10.0,35.64,2.0,0.0,35.3,0.0,37.19,9728.0,0.0,0.0,1681405618.0,992.0,1024.0,0.0,18144,2.0,,,960.0,645.7895148789986,2.0,2.0,,1024.0,36.29,960.0,645.7895148789986,208,,2.0,36.31,2.0,22.02,18545,2.0,0.0
0.0,2.0,0.0,0.0,,,35.44,33.82,992.0,960.0,9,2.0,0,2,36.81,359.15,1024.0,149,,10.0,35.53,2.0,0.0,35.27,0.0,37.18,9984.0,0.0,0.0,1681405619.0,1056.0,1056.0,0.0,18976,2.0,,,992.0,644.9855138335132,2.0,2.0,,1056.0,36.27,1024.0,644.9855138335132,209,,2.0,36.31,2.0,20.95,19253,2.0,0.0
0.0,2.0,0.0,0.0,,,35.37,33.73,1056.0,1024.0,9,2.0,0,2,36.8,358.62,1056.0,150,,10.0,35.49,2.0,0.0,35.23,0.0,37.19,10496.0,0.0,0.0,1681405620.0,1088.0,1088.0,0.0,19520,2.0,,,1024.0,645.8273708139963,2.0,2.0,,1088.0,36.26,1056.0,645.8273708139963,210,,2.0,36.3,2.0,19.8,19978,2.0,0.0
0.0,2.0,0.0,0.0,,,35.33,33.7,1088.0,1056.0,9,2.0,0,2,36.79,359.58,1088.0,151,,10.0,35.51,2.0,0.0,35.19,0.0,37.18,10752.0,0.0,0.0,1681405621.0,1120.0,1120.0,0.0,20384,2.0,,,1088.0,641.2195255799247,2.0,2.0,,1120.0,36.25,1088.0,641.2195255799247,211,,2.0,36.3,2.0,18.89,20658,2.0,0.0
0.0,2.0,0.0,0.0,,,34.92,33.65,1120.0,1088.0,9,2.0,0,2,36.78,355.76,1152.0,152,,10.0,35.46,2.0,0.0,35.16,0.0,37.0,11264.0,0.0,0.0,1681405622.0,1152.0,1184.0,0.0,20928,2.0,,,1120.0,641.5195133368097,2.0,2.0,,1184.0,36.23,1120.0,641.5195133368097,212,,2.0,36.26,2.0,17.77,21370,2.0,0.0
0.0,2.0,0.0,0.0,,,35.3,33.65,1152.0,1120.0,9,2.0,0,2,36.78,355.77,1184.0,153,,10.0,35.4,2.0,0.0,35.14,0.0,37.01,11520.0,0.0,0.0,1681405623.0,1216.0,1216.0,0.0,21760,2.0,,,1152.0,638.8174175322006,2.0,2.0,,1216.0,36.22,1152.0,638.8174175322006,213,,2.0,36.25,2.0,16.75,22065,2.0,0.0
0.0,2.0,0.0,0.0,,,35.27,33.63,1216.0,1152.0,9,2.0,0,2,36.77,353.21,1216.0,154,,10.0,35.34,2.0,0.0,35.11,0.0,37.03,12032.0,0.0,0.0,1681405624.0,1248.0,1248.0,0.0,22624,2.0,,,1184.0,642.8587040202474,2.0,2.0,,1248.0,36.21,1216.0,642.8587040202474,214,,2.0,36.24,2.0,15.49,22810,2.0,0.0
0.0,2.0,0.0,0.0,,,35.24,33.64,1248.0,1184.0,9,2.0,0,2,36.76,357.4,1248.0,155,,10.0,35.29,2.0,0.0,35.07,0.0,37.05,12544.0,0.0,0.0,1681405625.0,1280.0,1312.0,0.0,23200,2.0,,,1248.0,644.5935685161785,2.0,2.0,,1312.0,36.19,1248.0,644.5935685161785,215,,2.0,36.22,2.0,14.31,23543,2.0,0.0
0.0,2.0,0.0,0.0,,,35.22,33.67,1280.0,1248.0,9,2.0,0,2,36.75,359.2,1312.0,156,,9.94,35.24,2.0,0.0,35.06,0.0,37.06,12800.0,0.0,0.0,1681405627.0,1312.0,1344.0,0.0,24000,2.0,,,1280.0,643.0422916902444,2.0,2.0,,1344.0,36.19,1280.0,643.0422916902444,217,,2.0,36.2,2.0,13.25,24247,2.0,0.0
0.0,2.0,0.0,0.0,,,35.21,33.69,1312.0,1280.0,9,2.0,0,2,36.75,357.73,1344.0,157,,9.05,35.19,2.0,0.0,35.06,0.0,37.05,13312.0,0.0,0.0,1681405628.0,1376.0,1376.0,0.0,24544,2.0,,,1312.0,644.4684564718852,2.0,2.0,,1376.0,36.19,1312.0,644.4684564718852,218,,2.0,36.17,2.0,12.06,24996,2.0,0.0
0.0,2.0,0.0,0.0,,,35.2,33.72,1344.0,1312.0,9,2.0,0,2,36.75,359.2,1376.0,158,,8.21,35.14,2.0,0.0,35.06,0.0,37.05,13568.0,0.0,0.0,1681405629.0,1408.0,1408.0,0.0,25408,2.0,,,1344.0,644.157506005173,2.0,2.0,,1408.0,36.18,1376.0,644.157506005173,219,,2.0,36.16,2.0,10.95,25717,2.0,0.0
0.0,2.0,0.0,0.0,,,35.2,33.72,1408.0,1344.0,9,2.0,0,2,36.74,358.94,1408.0,159,,7.36,35.11,2.0,0.0,35.06,0.0,37.06,14080.0,0.0,0.0,1681405630.0,1440.0,1472.0,0.0,25984,2.0,,,1376.0,644.1031914689368,2.0,2.0,,1472.0,36.17,1408.0,644.1031914689368,220,,2.0,36.16,2.0,9.81,26449,2.0,0.0
0.0,2.0,0.0,0.0,,,35.21,33.74,1440.0,1376.0,9,2.0,0,2,36.72,358.91,1472.0,160,,6.58,35.08,2.0,0.0,35.07,0.0,37.06,14336.0,0.0,0.0,1681405631.0,1472.0,1504.0,0.0,26816,2.0,,,1440.0,640.6289636863846,2.0,2.0,,1504.0,36.18,1440.0,640.6289636863846,221,,2.0,36.13,2.0,8.78,27146,2.0,0.0
0.0,2.0,0.0,0.0,,,35.2,33.76,1472.0,1440.0,9,2.0,0,2,36.67,355.65,1504.0,161,,5.69,35.07,2.0,0.0,35.06,0.0,37.06,14848.0,0.0,0.0,1681405632.0,1536.0,1536.0,0.0,27680,2.0,,,1472.0,644.2818483833211,2.0,2.0,,1536.0,36.2,1472.0,644.2818483833211,222,,2.0,35.97,2.0,7.58,27882,2.0,0.0
0.0,2.0,0.0,0.0,,,35.22,33.79,1504.0,1472.0,9,2.0,0,2,36.66,359.06,1536.0,162,,4.86,35.08,2.0,0.0,35.06,0.0,37.06,15360.0,0.0,0.0,1681405633.0,1568.0,1600.0,0.0,28224,2.0,,,1504.0,644.2227246520656,2.0,2.0,,1600.0,36.19,1536.0,644.2227246520656,223,,2.0,36.15,2.0,6.47,28597,2.0,0.0
0.0,2.0,0.0,0.0,,,35.21,33.81,1568.0,1504.0,9,2.0,0,2,36.66,359.01,1568.0,163,,4.04,35.08,2.0,0.0,35.06,0.0,37.05,15616.0,0.0,0.0,1681405634.0,1600.0,1632.0,0.0,29056,2.0,,,1536.0,643.3560606258486,2.0,2.0,,1632.0,36.21,1568.0,643.3560606258486,224,,2.0,36.13,2.0,5.38,29306,2.0,0.0
0.0,2.0,0.0,0.0,,,35.23,33.82,1600.0,1536.0,9,2.0,0,2,36.66,358.12,1632.0,164,,3.18,35.09,2.0,0.0,35.07,0.0,37.06,16128.0,0.0,0.0,1681405636.0,1632.0,1664.0,0.0,29632,2.0,,,1600.0,644.7834392225911,2.0,2.0,,1664.0,36.21,1600.0,644.7834392225911,226,,2.0,36.1,2.0,4.23,30037,2.0,0.0
0.0,2.0,0.0,0.0,,,35.24,33.83,1632.0,1568.0,9,2.0,0,2,36.64,359.53,1664.0,165,,2.37,35.08,2.0,0.0,35.07,0.0,37.06,16384.0,0.0,0.0,1681405637.0,1696.0,1696.0,0.0,30432,2.0,,,1632.0,642.6631531582722,2.0,2.0,,1728.0,36.22,1632.0,642.6631531582722,227,,2.0,36.1,2.0,3.15,30741,2.0,0.0
0.0,2.0,0.0,0.0,,,35.25,33.86,1664.0,1600.0,9,2.0,0,2,36.63,357.35,1696.0,166,,1.51,35.09,2.0,0.0,35.08,0.0,37.05,16896.0,0.0,0.0,1681405638.0,1728.0,1760.0,0.0,31040,2.0,,,1664.0,643.4582947064996,2.0,2.0,,1760.0,36.25,1664.0,643.4582947064996,228,,2.0,36.1,2.0,2.01,31473,2.0,0.0
0.0,2.0,0.0,0.0,,,35.29,33.95,1728.0,1664.0,9,2.0,0,2,36.63,358.03,1728.0,167,,0.68,35.1,2.0,0.0,35.08,0.0,37.06,17152.0,0.0,0.0,1681405639.0,1760.0,1792.0,0.0,31904,2.0,,,1696.0,642.537350214584,2.0,2.0,,1792.0,36.24,1728.0,642.537350214584,229,,2.0,36.08,2.0,0.91,32185,2.0,0.0
0.0,2.0,0.0,0.0,,,35.3,33.96,1760.0,1696.0,9,2.0,0,2,36.63,357.02,1792.0,168,,0.5,35.13,2.0,0.0,35.11,0.0,37.05,17664.0,0.0,0.0,1681405640.0,1824.0,1824.0,0.0,32480,2.0,,,1760.0,644.2246799580278,2.0,2.0,,1824.0,36.25,1760.0,644.2246799580278,230,,2.0,36.08,2.0,0.0,32914,2.0,0.0
