_step,_runtime,cpu/logical_core_count,memory/total_memory_sys_MB,_timestamp,cpu/load/avg_sys_load_fifteen_min_percent,disk/time/disk_read_time_sys_s,disk/time/disk_busy_time_sys_s,memory/used_memory_sys_MB,bandwidth/disk_write_sys_bandwidth_MBs,cpu/interrupts/ctx_switches_count,bandwidth/net_sent_sys_bandwidth_Mbits,process/memory/shared_memory_proc_MB,disk/counter/disk_write_sys_count,process/memory/resident_set_size_proc_MB,disk/counter/disk_read_sys_count,process/memory/dirty_pages_proc_count,bandwidth/disk_read_sys_bandwidth_MBs,cpu/load/avg_sys_load_one_min_percent,cpu/interrupts/soft_interrupts_count,bandwidth/net_recv_sys_bandwidth_Mbits,memory/available_memory_sys_MB,process/memory/text_resident_set_proc_MB,process/voluntary_proc_ctx_switches,disk/time/disk_write_time_sys_s,process/memory/lib_memory_proc_MB,process/memory/data_resident_set_proc_MB,cpu/interrupts/interrupts_count,memory/used_memory_sys_percent,cpu/load/avg_sys_load_five_min_percent,process/memory/virtual_memory_size_proc_MB,process/involuntary_proc_ctx_switches,02_timing/dataload_cuda_move_time_s,02_timing/loss_calc_time_s,02_timing/forward_time_s,03_hivemind/num_peers,02_timing/opt_step_time_s,01_general/locally_processed_samples,01_general/minibatch_loss,02_timing/backward_time_s,02_timing/step_time_s,03_hivemind/global_epoch,01_general/lr,02_timing/dataload_time_s,01_general/dataset_iteration_count,01_general/step
0,1,8.0,31557.189632,1681076997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,,,1681076997,4.0,0.0,0.0,717.279232,0.0,10.0,1.2344439866347683,175.63648,0.0,398.688256,0.0,0.0,0.0,3.5000000000000004,19.0,0.1397483769355004,30345.097216,2.654208,94.0,0.0,1009.60256,0.0,13.0,3.8,5.25,8492.621824,24.0,,,,,,,,,,,,,,
2,2,,,1681076998,4.0,0.0,0.008000000000009777,873.259008,0.012245904467899119,2788.0,0.46605393072457674,178.212864,3.0,401.358848,0.0,0.0,0.0,3.5000000000000004,1117.0,0.43208270743043403,30189.113344,2.654208,109.0,0.0020000000004074536,1018.126336,0.0,2469.0,4.3,5.25,8568.127488,24.0,,,,,,,,,,,,,,
3,3,,,1681076999,4.0,0.0,0.01999999999998181,1388.527616,0.40805274190996144,4205.0,0.2554872411614206,180.310016,77.0,909.312,0.0,0.0,0.0,4.25,1856.0,0.30152069112208574,29673.844736,2.654208,116.0,0.051000000000385626,1538.70336,0.0,4109.0,6.0,5.375,9155.682304,26.0,,,,,,,,,,,,,,
4,4,,,1681077000,4.0,0.0,0.02400000000000091,1676.857344,0.004083140112285157,4816.0,0.07432590984697769,181.948416,78.0,1198.546944,0.0,0.0,0.0,4.25,2634.0,0.09041124888924537,29385.515008,2.654208,116.0,0.05200000000058935,1845.444608,0.0,5390.0,6.9,5.375,9663.34464,28.0,,,,,,,,,,,,,,
5,5,,,1681077001,4.0,0.0,0.036000000000001364,1741.676544,0.07352914909630985,5633.0,0.1130861717983081,185.225216,83.0,1202.610176,0.0,0.0,0.0,4.25,3852.0,0.1101820257512548,29320.695808,2.654208,117.0,0.056000000000494765,1856.462848,0.0,7311.0,7.1,5.375,9842.003968,31.0,,,,,,,,,,,,,,
6,6,,,1681077002,4.0,0.0,0.0519999999999925,2378.133504,0.17559551609497911,6560.0,0.2006714746019307,379.015168,86.0,2009.317376,0.0,0.0,0.0,4.25,4572.0,0.9110532801945476,28671.627264,2.654208,141.0,0.05900000000019645,2469.552128,0.0,8457.0,9.1,5.375,10826.371072,34.0,,,,,,,,,,,,,,
7,7,,,1681077003,4.0,0.0,0.060000000000002274,2103.709696,0.008175587636209928,8016.0,0.31915929269206605,461.889536,88.0,1810.870272,0.0,0.0,0.0,4.25,5749.0,0.26614571661680764,28946.071552,2.654208,144.0,0.06000000000040018,2188.24704,0.0,10130.0,8.3,5.375,12122.124288,36.0,,,,,,,,,,,,,,
8,8,,,1681077004,4.0,0.0,0.07200000000000273,4069.175296,0.3550964685380166,10654.0,0.2222222781302631,1254.076416,148.0,4559.982592,0.0,0.0,0.0,3.875,6836.0,0.2060554399674501,26188.754944,2.654208,507.0,0.13800000000082946,4190.57664,0.0,13086.0,17.0,5.25,15184.224256,38.0,,,,,,,,,,,,,,
9,9,,,1681077005,4.0,0.0,0.0759999999999934,5118.087168,0.00407406922612522,13766.0,0.4756396249149318,1459.994624,149.0,5384.257536,0.0,0.0,0.0,3.875,8384.0,0.4593035622225772,24935.407616,2.654208,668.0,0.1390000000001237,4803.616768,0.0,178846.0,21.0,5.25,18653.458432,42.0,,,,,,,,,,,,,,
10,10,,,1681077006,4.0,0.0,0.08400000000000318,5802.409984,0.0285320236299793,16320.0,0.31370100199148054,2046.410752,153.0,6197.485568,0.0,0.0,0.0,3.875,9740.0,0.2783623711528533,23663.566848,2.654208,871.0,0.1430000000000291,5055.922176,0.0,246152.0,25.0,5.25,19693.11744,42.0,,,,,,,,,,,,,,
11,11,,,1681077007,4.0,0.0,0.09199999999998454,6127.177728,0.11017779932422604,19436.0,0.5589785847647905,2083.352576,156.0,6234.517504,0.0,0.0,0.0,3.875,12542.0,210.08593426742465,23261.696,2.654208,880.0,0.14500000000043656,5056.196608,0.0,250842.0,26.3,5.25,19911.790592,43.0,0.006218245999662031,,,,,,,,,,,,,
12,12,,,1681077008,4.0,0.0,0.103999999999985,6658.838528,0.008167481806130824,20412.0,0.29920580561025967,2190.503936,158.0,6341.689344,0.0,0.0,0.0,3.875,13294.0,33.4351660279397,22708.662272,2.654208,883.0,0.14600000000064028,5056.196608,0.0,252627.0,28.0,5.25,19911.790592,44.0,,,,,,,,,,,,,,
13,13,,,1681077009,4.0,0.0,0.10800000000000409,7118.385152,0.004086449080958541,21155.0,0.4295241088132432,2337.550336,159.0,6496.600064,0.0,0.0,0.0,4.625,13722.0,0.1568733528523046,22249.111552,2.654208,886.0,0.147000000000844,5086.35136,0.0,253700.0,29.5,5.375,28314.812416,47.0,,0.00032623699962641695,2.14690074300006,,,,,,,,,,,
14,14,,,1681077010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.10521243200037134,32.0,7.1793212890625,0.4495359429997734,3.6953347399994527,0.0,0.0001,0.9871411389999594,0.0,0.0
