02_timing/step_time_s,memory/used_memory_sys_percent,process/memory/lib_memory_proc_MB,cpu/load/avg_sys_load_fifteen_min_percent,01_general/lr,02_timing/loss_calc_time_s,bandwidth/net_recv_sys_bandwidth_Mbits,cpu/load/avg_sys_load_five_min_percent,process/memory/text_resident_set_proc_MB,03_hivemind/num_peers,02_timing/backward_time_s,memory/total_memory_sys_MB,bandwidth/disk_read_sys_bandwidth_MBs,cpu/load/avg_sys_load_one_min_percent,02_timing/forward_time_s,disk/time/disk_busy_time_sys_s,cpu/interrupts/ctx_switches_count,disk/counter/disk_write_sys_count,bandwidth/disk_write_sys_bandwidth_MBs,_runtime,disk/time/disk_read_time_sys_s,disk/time/disk_write_time_sys_s,cpu/interrupts/soft_interrupts_count,03_hivemind/global_epoch,process/involuntary_proc_ctx_switches,process/memory/virtual_memory_size_proc_MB,memory/available_memory_sys_MB,cpu/interrupts/interrupts_count,disk/counter/disk_read_sys_count,01_general/dataset_iteration_count,_step,01_general/step,cpu/logical_core_count,01_general/minibatch_loss,process/memory/resident_set_size_proc_MB,02_timing/dataload_cuda_move_time_s,process/voluntary_proc_ctx_switches,process/memory/shared_memory_proc_MB,process/memory/data_resident_set_proc_MB,01_general/locally_processed_samples,process/memory/dirty_pages_proc_count,bandwidth/net_sent_sys_bandwidth_Mbits,_timestamp,02_timing/dataload_time_s,02_timing/opt_step_time_s,memory/used_memory_sys_MB
,5.4,6739.554304,0.6,,0.0004262200000084704,93.79932650930924,0.7000000000000001,2.719744,,,,0.0,0.8666666666666666,0.019793595999999525,0.35200000000000387,81131.0,386.0,0.08171411250259038,23,0.017000000000000348,0.2790000000000532,86719.0,,145.0,32102.875136,199752.941568,1011555.0,61.0,,60,,,,6554.505216,0.0030493020001358673,1463.0,2451.8656,0.0,,0.0,1.6842124456164134,1681394189.0,,,7896.834048
0.20448967600009382,,,,0.0001,,,,,6.0,0.13926599100000203,,,,,,,,,24,,,,0.0,,,,,,0.0,61,36.0,,7.091552734375,,,,,,1184.0,,,1681394190.0,0.0027648069999486324,0.039189759999999296,
0.20362567399979525,,,,0.0001,0.0004171419998328929,,,,6.0,0.14064851900002395,,,,0.017475157000035324,,,,,24,,,,0.0,,,,,,0.0,62,37.0,,7.349609375,,0.003055742000015016,,,,1216.0,,,1681394190.0,0.0028692589999081974,0.03915985499997987,
0.20285703399963495,,,,0.0001,0.0003906389999883686,,,,6.0,0.14026247799984048,,,,0.0171308769999996,,,,,24,,,,0.0,,,,,,0.0,63,38.0,,7.1668701171875,,0.0030793579999226495,,,,1248.0,,,1681394190.0,0.0026720349999322934,0.039321646999951554,
,5.4,6739.562496,0.6,,0.0003890850000516366,107.13011850735242,0.7333333333333333,2.719744,,,,0.0,1.0666666666666667,0.01719906300013463,0.367999999999995,85068.0,390.0,0.016343599868338235,24,0.017000000000000348,0.2810000000000059,92759.0,,149.0,32102.875136,199702.99904,1016577.0,61.0,,64,,,,6554.468352,0.00308948900010364,1498.0,2451.828736,0.0,,0.0,1.5835575663186077,1681394190.0,,,7947.268096
0.20355366700027844,,,,0.0001,,,,,6.0,0.14059898799996517,,,,,,,,,25,,,,0.0,,,,,,0.0,65,39.0,,7.2569580078125,,,,,,1280.0,,,1681394191.0,0.002963915000009365,0.03931312700001399,
0.20248675299944807,,,,0.0001,0.00037495199990189576,,,,6.0,0.14022406899994166,,,,0.016820843999994395,,,,,25,,,,0.0,,,,,,0.0,66,40.0,,7.382568359375,,0.003035112999896228,,,,1312.0,,,1681394191.0,0.002720229999795265,0.039311544999918624,
0.2039833340002133,,,,0.0001,0.00038528899995071697,,,,6.0,0.1412743970001884,,,,0.016943362000120032,,,,,25,,,,0.0,,,,,,0.0,67,41.0,,7.0662841796875,,0.0031093059999420802,,,,1344.0,,,1681394191.0,0.002879349000068032,0.03939163099994403,
,5.4,6739.566592,0.6,,,95.33264472705135,0.7333333333333333,2.719744,,,,0.0,1.0666666666666667,,0.38400000000000034,88854.0,394.0,0.016347406136843358,25,0.017000000000000348,0.2820000000000391,97549.0,,151.0,32102.875136,199696.326656,1020824.0,61.0,,68,,,,6554.505216,0.003059017999930802,1532.0,2451.861504,0.0,,0.0,1.6392824465078693,1681394191.0,,,7953.518592
0.20615578799970535,,,,0.0001,0.00038750899989281606,,,,6.0,0.14270359500005725,,,,0.018028564999895025,,,,,26,,,,0.0,,,,,,0.0,69,42.0,,7.3431396484375,,,,,,1376.0,,,1681394192.0,0.0026958449998346623,0.0392812560000948,
0.20557695800016518,,,,0.0001,0.00039499199988313194,,,,6.0,0.14329679100001158,,,,0.016934440000113682,,,,,26,,,,0.0,,,,,,0.0,70,43.0,,7.4068603515625,,0.0030209470000954752,,,,1408.0,,,1681394192.0,0.0027276890000393905,0.03920209900002192,
0.20411339299971587,,,,0.0001,0.00037754400000267196,,,,6.0,0.14138129100001606,,,,0.01696564399981071,,,,,26,,,,0.0,,,,,,0.0,71,44.0,,7.2760009765625,,0.003095447999839962,,,,1440.0,,,1681394192.0,0.0028285240000514023,0.03946494199999506,
,5.4,6739.570688,0.6,,,92.7440203483905,0.7333333333333333,2.719744,,,,0.0,1.0666666666666667,,0.4000000000000057,93780.0,398.0,0.016348829561699075,26,0.017000000000000348,0.28300000000001546,101915.0,,154.0,32102.875136,199676.919808,1024815.0,61.0,,72,,,,6541.49632,,1579.0,2438.848512,0.0,,0.0,1.515316174807245,1681394192.0,,,7972.868096
0.20606664800016006,,,,0.0001,0.00037789199996041134,,,,6.0,0.14327254099998754,,,,0.017082526999956826,,,,,27,,,,0.0,,,,,,0.0,73,45.0,,7.0556640625,,0.003085619000103179,,,,1472.0,,,1681394193.0,0.0027034290001211048,0.039544640000030995,
0.20562946200016086,,,,0.0001,0.00043475000006765185,,,,6.0,0.1432380749999993,,,,0.016899547000093662,,,,,27,,,,0.0,,,,,,0.0,74,46.0,,7.2882080078125,,0.003104428000142434,,,,1504.0,,,1681394193.0,0.002663870999867868,0.03928879099998994,
,5.4,6739.57888,0.6,,0.0003866689999085793,85.7646562437243,0.7333333333333333,2.719744,,0.13920237999991514,,0.0,1.0666666666666667,0.016930357000092044,0.4159999999999968,98250.0,407.0,0.061312720280951374,27,0.017000000000000348,0.28600000000000136,106365.0,,156.0,32102.875136,199658.930176,1028972.0,61.0,,75,,,,6554.472448,0.0030415260000609123,1605.0,2451.82464,0.0,,0.0,1.8257618816148704,1681394193.0,,0.03922940899997229,7972.06528
0.2017229949999546,,,,0.0001,,,,,6.0,,,,,,,,,,27,,,,0.0,,,,,,0.0,76,47.0,,7.2786865234375,,,,,,1536.0,,,1681394193.0,0.002932654000005641,,
0.20493153500001426,,,,0.0001,0.00039763199993103626,,,,8.0,0.14245887900005982,,,,0.017042725999999675,,,,,28,,,,0.0,,,,,,0.0,77,48.0,,7.6488037109375,,0.0030624650000845577,,,,1568.0,,,1681394194.0,0.0027032469999994646,0.03926658599993971,
0.20479444099987631,,,,0.0001,0.00040559800004302815,,,,8.0,0.14226197199991475,,,,0.016845251999939137,,,,,28,,,,0.0,,,,,,0.0,78,49.0,,7.4776611328125,,0.003048045000014099,,,,1600.0,,,1681394194.0,0.0029070610000871966,0.039326512999878105,
,5.4,6739.914752,0.6,,0.0003832249999504711,94.35808684215439,0.7333333333333333,2.719744,,0.1422970839998925,,0.0,1.0666666666666667,0.016945922000104474,0.43600000000000705,103557.0,413.0,0.06948627825249147,28,0.017000000000000348,0.2890000000000441,111009.0,,159.0,32103.13728,199648.657408,1033195.0,61.0,,79,,,,6554.730496,0.0030945909998081333,1635.0,2451.861504,0.0,,0.0,2.0009557360538675,1681394194.0,,0.03956854300008672,7982.268416
0.20507561999988866,,,,0.0001,,,,,8.0,,,,,,,,,,28,,,,0.0,,,,,,0.0,80,50.0,,7.15478515625,,,,,,1632.0,,,1681394194.0,0.002786255000046367,,
0.20552049299999453,,,,0.0001,0.0003845999999612104,,,,8.0,0.14293332300007933,,,,0.016871641999841813,,,,,29,,,,0.0,,,,,,0.0,81,51.0,,7.2713623046875,,0.003071458000022176,,,,1664.0,,,1681394195.0,0.0027383760000248003,0.039521094000065204,
0.2054623729998184,,,,0.0001,0.00038896099999874423,,,,8.0,0.1427443499999299,,,,0.01713301799986766,,,,,29,,,,0.0,,,,,,0.0,82,52.0,,7.1058349609375,,0.003095967000035671,,,,1696.0,,,1681394195.0,0.0028158119998806797,0.039284265000105734,
,5.4,6739.922944,0.6333333333333333,,0.0003840459999082668,91.34735641448452,0.8333333333333334,2.719744,,0.14260132799995517,,0.0,1.5000000000000002,0.017052430000148888,0.46000000000000796,107844.0,417.0,0.016350140434691844,29,0.017000000000000348,0.29000000000002046,115664.0,,177.0,32103.13728,199649.107968,1037320.0,61.0,,83,,,,6554.693632,0.00315955600012785,1670.0,2451.82464,0.0,,0.0,1.9602205718119672,1681394195.0,,0.039356051999902775,7981.858816
0.2056382120001672,,,,0.0001,,,,,8.0,,,,,,,,,,29,,,,0.0,,,,,,0.0,84,53.0,,7.5184326171875,,,,,,1728.0,,,1681394195.0,0.0030848000001242326,,
0.20585078100020837,,,,0.0001,0.0003911840001364908,,,,8.0,0.14302682600009575,,,,0.017217705999883037,,,,,30,,,,0.0,,,,,,0.0,85,54.0,,7.1527099609375,,0.003158064999979615,,,,1760.0,,,1681394196.0,0.002687705000198548,0.03936929499991493,
0.20641024399992602,,,,0.0001,0.000385553000114669,,,,8.0,0.14343021499985298,,,,0.01720172000000275,,,,,30,,,,0.0,,,,,,0.0,86,55.0,,7.295654296875,,0.003142022000020006,,,,1792.0,,,1681394196.0,0.002824012000019138,0.03942672199991648,
,5.4,6739.92704,0.6333333333333333,,0.0003824059999715246,102.60609088072236,0.8333333333333334,2.719744,,0.14283541899999364,,0.0,1.5000000000000002,0.017271222000090347,0.4759999999999991,113154.0,422.0,0.02043652315631491,30,0.017000000000000348,0.29200000000003,120429.0,,207.0,32103.13728,199635.746816,1041545.0,61.0,,87,,,,6554.76736,0.0031829750000724744,1697.0,2451.869696,0.0,,0.0,1.9610839723441027,1681394196.0,,0.039556492999963666,7995.179008
0.2059173780000947,,,,0.0001,,,,,8.0,,,,,,,,,,30,,,,0.0,,,,,,0.0,88,56.0,,7.0618896484375,,,,,,1824.0,,,1681394196.0,0.002688863000003039,,
0.20546575000048506,,,,0.0001,0.00039152900012595637,,,,8.0,0.14235158099995715,,,,0.017192849000139176,,,,,31,,,,0.0,,,,,,0.0,89,57.0,,6.9259033203125,,0.003071265000016865,,,,1856.0,,,1681394197.0,0.00283778700008952,0.03962073900015639,
0.20465609600023527,,,,0.0001,0.00037803999998686777,,,,8.0,0.1418930629999977,,,,0.017165001000194025,,,,,31,,,,0.0,,,,,,0.0,90,58.0,,7.2799072265625,,0.0031320559999130637,,,,1888.0,,,1681394197.0,0.0025421909999749914,0.03954574500016861,
,5.4,6739.92704,0.6333333333333333,,0.00038690599990331975,94.25357522707881,0.8333333333333334,2.719744,,0.14255754799978604,,0.0,1.5000000000000002,0.017183822999868426,0.5,117973.0,429.0,0.09401147332497219,31,0.017000000000000348,0.2950000000000159,125041.0,,208.0,32103.13728,199636.836352,1045843.0,61.0,,91,,,,6554.730496,0.0031073540001216315,1732.0,2451.832832,0.0,,0.0,1.9500594901405501,1681394197.0,,0.039844324000114284,7994.077184
0.2057900129996142,,,,0.0001,,,,,8.0,,,,,,,,,,32,,,,0.0,,,,,,0.0,92,59.0,,7.3232421875,,,,,,1920.0,,,1681394198.0,0.002710057999820492,,
0.20649130899982993,,,,0.0001,0.0003858389998185885,,,,8.0,0.1434537470001942,,,,0.017070154999828446,,,,,32,,,,0.0,,,,,,0.0,93,60.0,,6.9522705078125,,0.0031776239998180245,,,,1952.0,,,1681394198.0,0.0027927190001264535,0.039611225000044215,
0.20499450599982083,,,,0.0001,0.0003797959998337319,,,,8.0,0.14384529600010865,,,,0.016972269000007145,,,,,32,,,,0.0,,,,,,0.0,94,61.0,,7.38671875,,0.0031587619998845184,,,,1984.0,,,1681394198.0,0.0027164470000116125,0.037921935999975176,
,5.4,6739.931136,0.6333333333333333,,0.0004136610000387009,105.09203097783337,0.8333333333333334,2.719744,,0.14194840300001488,,0.0,1.5000000000000002,0.017317387000048257,0.519999999999996,124325.0,440.0,0.06539623620285556,32,0.017000000000000348,0.299000000000035,129525.0,,212.0,32103.13728,199632.093184,1050318.0,61.0,,95,,,,6554.76736,0.0030942000000777625,1762.0,2451.869696,0.0,,0.0,1.9068048070025572,1681394198.0,,0.03930806400012443,7998.889984
0.20484307700030513,,,,0.0001,,,,,8.0,,,,,,,,,,33,,,,0.0,,,,,,0.0,96,62.0,,7.4873046875,,,,,,2016.0,,,1681394199.0,0.0027613620000010997,,
0.2067132799998035,,,,0.0001,0.00039587099990967545,,,,8.0,0.14344916099980765,,,,0.017214903999956732,,,,,33,,,,0.0,,,,,,0.0,97,63.0,,7.3779296875,,0.003172725000013088,,,,2048.0,,,1681394199.0,0.002902574000017921,0.03957804500009843,
0.20613335700045354,,,,0.0001,0.000377334000177143,,,,8.0,0.1429640769999878,,,,0.01709012400010579,,,,,33,,,,0.0,,,,,,0.0,98,64.0,,7.120361328125,,0.0031766399999924033,,,,2080.0,,,1681394199.0,0.002891741000212278,0.03963344099997812,
,5.4,6739.931136,0.6333333333333333,,0.00039424500005225127,93.29628043544157,0.8333333333333334,2.719744,,0.1417892590000065,,0.0,1.5000000000000002,0.017119935999971858,0.5400000000000063,130461.0,444.0,0.016349502479710586,33,0.017000000000000348,0.30000000000001137,133588.0,,214.0,32103.145472,199631.167488,1054169.0,61.0,,99,,,,6556.798976,0.0031587690000378643,1814.0,2453.901312,0.0,,0.0,1.8988015203896815,1681394199.0,,0.04459112199992887,8000.16384
0.20997802200008664,,,,0.0001,,,,,8.0,,,,,,,,,,34,,,,0.0,,,,,,0.0,100,65.0,,6.9432373046875,,,,,,2112.0,,,1681394200.0,0.0029246910000892967,,
0.2051534460001676,,,,0.0001,0.0003939440000522154,,,,8.0,0.1414702550000584,,,,0.01725893899993025,,,,,34,,,,0.0,,,,,,0.0,101,66.0,,7.20166015625,,0.0030720700001438672,,,,2144.0,,,1681394200.0,0.002798050000137664,0.04016018799984522,
0.20460937699999704,,,,0.0001,0.0004465020001589437,,,,8.0,0.1409152769999764,,,,0.01764002300001266,,,,,34,,,,0.0,,,,,,0.0,102,67.0,,7.35791015625,,0.0031093269999473705,,,,2176.0,,,1681394200.0,0.00281296499997552,0.03968528299992613,
,5.4,6739.931136,0.6666666666666667,,0.00041229599992220756,94.6603416065778,0.9333333333333335,2.719744,,0.14066653800000495,,0.0,1.9333333333333331,0.017388913000104367,0.5600000000000023,139629.0,448.0,0.016348362842592154,34,0.017000000000000348,0.30100000000004457,139683.0,,218.0,32103.145472,199639.924736,1060268.0,61.0,,103,,,,6555.025408,0.0031289940000078786,1864.0,2452.0704,0.0,,0.0,2.6315675483516268,1681394200.0,,,8010.309632
0.20432521000020643,,,,0.0001,,,,,8.0,,,,,,,,,,35,,,,0.0,,,,,,0.0,104,68.0,,7.0814208984375,,,,,,2208.0,,,1681394201.0,0.002826976000051218,0.039901493000115806,
0.20512148599982538,,,,0.0001,0.0003770859998439846,,,,8.0,0.14143023499991614,,,,0.017661154000052193,,,,,35,,,,0.0,,,,,,0.0,105,69.0,,7.12548828125,,0.003125597000007474,,,,2240.0,,,1681394201.0,0.0027588170000854007,0.03976859699992019,
0.2046916320005039,,,,0.0001,0.0004108720002022892,,,,8.0,0.1413404930001434,,,,0.017429309000135618,,,,,35,,,,0.0,,,,,,0.0,106,70.0,,7.156494140625,,0.0030588079998778994,,,,2272.0,,,1681394201.0,0.0029072350000660663,0.03954491500007862,
,5.4,6739.931136,0.6666666666666667,,0.0003840500000933389,163.52847366525856,0.9333333333333335,2.719744,,0.14080113499994695,,0.0,1.9333333333333331,0.017140061999953105,0.5760000000000076,148852.0,452.0,0.016345384193209977,35,0.017000000000000348,0.3020000000000209,148627.0,,220.0,32103.149568,199578.472448,1067586.0,61.0,,107,,,,6554.988544,0.00313298100013526,1908.0,2452.033536,0.0,,0.0,2.696094504502038,1681394201.0,,,8052.928512
0.20385808200012434,,,,0.0001,,,,,8.0,,,,,,,,,,36,,,,0.0,,,,,,0.0,108,71.0,,7.1090087890625,,,,,,2304.0,,,1681394202.0,0.002647401000103855,0.03975245299989183,
0.20493120999958592,,,,0.0001,0.0003819599999133061,,,,8.0,0.1418539079998027,,,,0.017054840000128024,,,,,36,,,,0.0,,,,,,0.0,109,72.0,,7.4315185546875,,0.003167433999806235,,,,2336.0,,,1681394202.0,0.00282365199996093,0.039649415999974735,
0.20527920099993935,,,,0.0001,0.0004310350000196195,,,,8.0,0.14283334800006742,,,,0.01709555200000068,,,,,36,,,,0.0,,,,,,0.0,110,73.0,,6.9896240234375,,0.0031021259999306494,,,,2368.0,,,1681394202.0,0.0023875510000834765,0.039429588999837506,
,5.4,6739.931136,0.6666666666666667,,0.0003812929999185144,84.65011817630044,0.9333333333333335,2.719744,,,,0.0,1.9333333333333331,0.017055607999964195,0.5960000000000036,156353.0,458.0,0.06948232729338435,36,0.017000000000000348,0.3050000000000068,153762.0,,223.0,32103.149568,199573.356544,1072839.0,61.0,,111,,,,6554.988544,0.003048615999887261,1973.0,2452.033536,0.0,,0.0,2.0579429606567543,1681394202.0,,,8057.540608
0.20464140099966244,,,,0.0001,,,,,8.0,0.14116085699993164,,,,,,,,,37,,,,0.0,,,,,,0.0,112,74.0,,7.1597900390625,,,,,,2400.0,,,1681394203.0,0.002810846999864225,0.0401841800000966,
0.20416314999965834,,,,0.0001,0.00042491199997130025,,,,8.0,0.14153331499983324,,,,0.01711482599989722,,,,,37,,,,0.0,,,,,,0.0,113,75.0,,7.17236328125,,0.0031648340000174358,,,,2432.0,,,1681394203.0,0.002523512999914601,0.03940175000002455,
0.20475403199998254,,,,0.0001,0.0003918600000361039,,,,8.0,0.14198469200005093,,,,0.017168016999903557,,,,,37,,,,0.0,,,,,,0.0,114,76.0,,7.1785888671875,,0.0031376849999560363,,,,2464.0,,,1681394203.0,0.002650353000035466,0.039421425000000454,
,5.4,6739.963904,0.6666666666666667,,0.000389043999803107,87.8353725945834,0.9333333333333335,2.719744,,,,0.0,1.9333333333333331,0.017137313999910475,0.6159999999999997,162357.0,468.0,0.07764823963850062,37,0.017000000000000348,0.30700000000001637,158855.0,,225.0,32103.149568,199576.870912,1077178.0,61.0,,115,,,,6555.025408,0.0031176390000382526,2011.0,2452.0704,0.0,,0.0,2.142366654550005,1681394203.0,,,8054.534144
0.2051210289998835,,,,0.0001,,,,,8.0,0.14164227100013704,,,,,,,,,38,,,,0.0,,,,,,0.0,116,77.0,,7.2646484375,,,,,,2496.0,,,1681394204.0,0.002929731999984142,0.03990502900001047,
0.20436813999981496,,,,0.0001,0.0003778390000661602,,,,8.0,0.14165142999991076,,,,0.01695506999999452,,,,,38,,,,0.0,,,,,,0.0,117,78.0,,7.039306640625,,0.0031367399999453482,,,,2528.0,,,1681394204.0,0.0027984719999949448,0.03944858899990322,
0.20506322100004581,,,,0.0001,0.0003926229999251518,,,,8.0,0.14221000299994557,,,,0.017102106000038475,,,,,38,,,,0.0,,,,,,0.0,118,79.0,,7.37451171875,,0.0031022810001104517,,,,2560.0,,,1681394204.0,0.002603287000056298,0.039652920999969865,
,5.4,6740.291584,0.6666666666666667,,0.0004005410000900156,90.93988668273956,0.9333333333333335,2.719744,,,,0.0,1.9333333333333331,0.017131898000116053,0.632000000000005,169213.0,472.0,0.016348277278982068,38,0.017000000000000348,0.30800000000004957,164058.0,,227.0,32103.411712,199590.268928,1081984.0,61.0,,119,,,,6555.242496,0.0031146500000431843,2049.0,2452.033536,0.0,,0.0,2.249340950967877,1681394204.0,,,8059.949056
0.2057975590003025,,,,0.0001,,,,,8.0,0.14205251900011717,,,,,,,,,39,,,,0.0,,,,,,0.0,120,80.0,,7.2037353515625,,,,,,2592.0,,,1681394205.0,0.002898079000033249,0.040199871999902825,
0.20556157600003644,,,,0.0001,0.0003984289999152679,,,,8.0,0.14197020699998575,,,,0.01740241400011655,,,,,39,,,,0.0,,,,,,0.0,121,81.0,,7.29150390625,,0.0031126670000958256,,,,2624.0,,,1681394205.0,0.0028227459999925486,0.0398551129999305,
0.20653355499939607,,,,0.0001,0.0004031940000004397,,,,8.0,0.1433491339998909,,,,0.017173066999930597,,,,,39,,,,0.0,,,,,,0.0,122,82.0,,7.1817626953125,,0.0031947179998041975,,,,2656.0,,,1681394205.0,0.002717220999784331,0.0396962209999856,
,5.4,6740.291584,0.7000000000000001,,0.00040473699982612743,119.7248695905321,0.9666666666666666,2.719744,,,,0.0,2.033333333333333,0.01755333599999176,0.6479999999999961,175818.0,480.0,0.08990912962841786,39,0.017000000000000348,0.3120000000000118,170772.0,,229.0,32103.411712,199590.453248,1087409.0,61.0,,123,,,,6555.27936,0.0030940750000354456,2088.0,2452.0704,0.0,,0.0,2.1423021235577115,1681394205.0,,,8059.74016
0.20629652299953705,,,,0.0001,,,,,8.0,0.14271435799992105,,,,,,,,,40,,,,0.0,,,,,,0.0,124,83.0,,7.285888671875,,,,,,2688.0,,,1681394206.0,0.0027842319998399034,0.03974578499992276,
0.20568104300014056,,,,0.0001,0.00038728200001969526,,,,8.0,0.14289821400006986,,,,0.017159404000040013,,,,,40,,,,0.0,,,,,,0.0,125,84.0,,7.5330810546875,,0.0031552450000162935,,,,2720.0,,,1681394206.0,0.002529069000047457,0.03955182899994725,
0.20865009800013468,,,,0.0001,0.00043457700007820677,,,,8.0,0.14560786400011239,,,,0.017028425000034986,,,,,40,,,,0.0,,,,,,0.0,126,85.0,,7.150634765625,,0.0031488999998146028,,,,2752.0,,,1681394206.0,0.0026511309999932564,0.03977920100010124,
,5.4,6740.291584,0.7000000000000001,,0.00038246700000854617,99.43504093945471,0.9666666666666666,2.719744,,,,0.0,2.033333333333333,0.01721051399999851,0.6640000000000015,180909.0,484.0,0.016348316171421077,40,0.017000000000000348,0.313000000000045,175991.0,,231.0,32103.411712,199583.875072,1091862.0,61.0,,127,,,,6555.250688,0.003135434999876452,2122.0,2452.033536,0.0,,0.0,1.952753681400019,1681394206.0,,,8066.351104
0.20522981499971138,,,,0.0001,,,,,8.0,0.1424760999998398,,,,,,,,,41,,,,0.0,,,,,,0.0,128,86.0,,7.184814453125,,,,,,2784.0,,,1681394207.0,0.0025127409999186057,0.039512558000069475,
0.20644179700002496,,,,0.0001,0.0003884080001625989,,,,8.0,0.14331014899994443,,,,0.017077996000125495,,,,,41,,,,0.0,,,,,,0.0,129,87.0,,7.4537353515625,,0.0030716709998159786,,,,2816.0,,,1681394207.0,0.0026969220000410132,0.039896650999935446,
0.20510215799959042,,,,0.0001,0.00039730999992571014,,,,8.0,0.14227446699987922,,,,0.016970098999991023,,,,,41,,,,0.0,,,,,,0.0,130,88.0,,6.98779296875,,0.003134794999823498,,,,2848.0,,,1681394207.0,0.002700929999946311,0.03962455700002465,
,5.4,6740.291584,0.7000000000000001,,0.0004087790000539826,110.42069772343717,0.9666666666666666,2.719744,,,,0.0,2.033333333333333,0.01719099299998561,0.6800000000000068,187110.0,488.0,0.01634678394929734,41,0.017000000000000348,0.3140000000000214,182391.0,,232.0,32103.411712,199582.265344,1096851.0,61.0,,131,,,,6555.287552,0.0031628599999748985,2157.0,2452.0704,0.0,,0.0,2.0010363226230723,1681394207.0,,,8067.46112
0.20359467999992376,,,,0.0001,,,,,8.0,0.14009527000007438,,,,,,,,,42,,,,0.0,,,,,,0.0,132,89.0,,7.1689453125,,,,,,2880.0,,,1681394208.0,0.0028349479998723837,0.0399018299999625,
0.2055521110000882,,,,0.0001,0.0003719930000443128,,,,8.0,0.14261460700004136,,,,0.017042694000110714,,,,,42,,,,0.0,,,,,,0.0,133,90.0,,7.18994140625,,0.003151951999825542,,,,2912.0,,,1681394208.0,0.0027217730000757,0.03964909199999056,
0.20512410500032274,,,,0.0001,0.0004039530001591629,,,,8.0,0.14251586499995028,,,,0.016964036999979726,,,,,42,,,,0.0,,,,,,0.0,134,91.0,,7.324462890625,,0.0031676380001499638,,,,2944.0,,,1681394208.0,0.0024717750000036176,0.03960083700007999,
,5.4,6740.291584,0.7000000000000001,,0.00038700300001437427,85.75898384473282,0.9666666666666666,2.719744,,,,0.0,2.033333333333333,0.017298744000072475,0.7040000000000077,192320.0,498.0,0.06539562942259196,42,0.017000000000000348,0.3170000000000073,187060.0,,233.0,32103.411712,199581.151232,1100849.0,61.0,,135,,,,6555.250688,0.003138724000109505,2193.0,2452.033536,0.0,,0.0,1.9044800669263535,1681394208.0,,,8068.612096
0.20525476100033302,,,,0.0001,,,,,8.0,0.14202168600013465,,,,,,,,,43,,,,0.0,,,,,,0.0,136,92.0,,7.3983154296875,,,,,,2976.0,,,1681394209.0,0.0025225140000202373,0.03988608999998178,
0.20574245600028007,,,,0.0001,0.00039215900005729054,,,,8.0,0.14269363300013538,,,,0.017118809000066904,,,,,43,,,,0.0,,,,,,0.0,137,93.0,,7.1414794921875,,0.00314503100003094,,,,3008.0,,,1681394209.0,0.0027176860000963643,0.039675137999893195,
0.20586403900028927,,,,0.0001,0.00039647200014769624,,,,8.0,0.14248680300011074,,,,0.017083195999930467,,,,,43,,,,0.0,,,,,,0.0,138,94.0,,7.110595703125,,0.0031207810000069003,,,,3040.0,,,1681394209.0,0.002899911999975302,0.03987687500011816,
,5.4,6740.291584,0.7000000000000001,,,92.00520387596073,0.9666666666666666,2.719744,,,,0.0,2.033333333333333,,0.7199999999999989,198015.0,502.0,0.016346278456788592,43,0.017000000000000348,0.3180000000000405,191571.0,,234.0,32103.411712,199580.114944,1104781.0,61.0,,139,,,,6555.287552,0.003113611000117089,2241.0,2452.0704,0.0,,0.0,2.065345897461521,1681394209.0,,,8070.094848
0.20506368000019393,,,,0.0001,0.0004025939999792172,,,,8.0,0.14027641400002722,,,,0.01833908200001133,,,,,44,,,,0.0,,,,,,0.0,140,95.0,,7.0732421875,,,,,,3072.0,,,1681394210.0,0.0030066060000990547,0.03992537299996002,
0.20793211399973188,,,,0.0001,0.00038696699994034134,,,,8.0,0.14467467800000122,,,,0.017260180999983277,,,,,44,,,,0.0,,,,,,0.0,141,96.0,,7.263671875,,0.0031186329999854934,,,,3104.0,,,1681394210.0,0.0026989929999672313,0.03979266199985432,
,5.5,6740.291584,0.7000000000000001,,0.00039211699981933634,96.31369589823824,1.0333333333333332,2.719744,,0.14401894399998127,,0.0,2.1333333333333333,0.017095082999958322,0.7399999999999949,203737.0,507.0,0.05722391216854906,44,0.017000000000000348,0.3210000000000264,196385.0,,236.0,32103.411712,199561.437184,1108932.0,61.0,,142,,,,6555.287552,0.003102908999835563,2284.0,2452.0704,0.0,,0.0,2.117077185795461,1681394210.0,,0.039493839999977354,8069.443584
0.20692614199970194,,,,0.0001,,,,,8.0,,,,,,,,,,44,,,,0.0,,,,,,0.0,143,97.0,,7.201904296875,,,,,,3136.0,,,1681394210.0,0.0028232490001300903,,
0.20428405000006933,,,,0.0001,0.00039270499996746366,,,,8.0,0.14179985900000247,,,,0.017005619999963528,,,,,45,,,,0.0,,,,,,0.0,144,98.0,,7.2333984375,,0.003135489999976926,,,,3168.0,,,1681394211.0,0.002431953000041176,0.039518423000117764,
0.2050951010000972,,,,0.0001,0.0004188049999811483,,,,8.0,0.1421489660001498,,,,0.01700641499996891,,,,,45,,,,0.0,,,,,,0.0,145,99.0,,7.060302734375,,0.003122385999859034,,,,3200.0,,,1681394211.0,0.0027401649999774236,0.03965836400016087,
