_step,_runtime,cpu/logical_core_count,memory/total_memory_sys_MB,_timestamp,cpu/load/avg_sys_load_fifteen_min_percent,disk/time/disk_read_time_sys_s,disk/time/disk_busy_time_sys_s,memory/used_memory_sys_MB,bandwidth/disk_write_sys_bandwidth_MBs,cpu/interrupts/ctx_switches_count,bandwidth/net_sent_sys_bandwidth_Mbits,process/memory/shared_memory_proc_MB,disk/counter/disk_write_sys_count,process/memory/resident_set_size_proc_MB,disk/counter/disk_read_sys_count,process/memory/dirty_pages_proc_count,bandwidth/disk_read_sys_bandwidth_MBs,cpu/load/avg_sys_load_one_min_percent,cpu/interrupts/soft_interrupts_count,bandwidth/net_recv_sys_bandwidth_Mbits,memory/available_memory_sys_MB,process/memory/text_resident_set_proc_MB,process/voluntary_proc_ctx_switches,disk/time/disk_write_time_sys_s,process/memory/lib_memory_proc_MB,process/memory/data_resident_set_proc_MB,cpu/interrupts/interrupts_count,memory/used_memory_sys_percent,cpu/load/avg_sys_load_five_min_percent,process/memory/virtual_memory_size_proc_MB,process/involuntary_proc_ctx_switches,02_timing/dataload_cuda_move_time_s,02_timing/loss_calc_time_s,02_timing/forward_time_s,03_hivemind/num_peers,02_timing/opt_step_time_s,01_general/locally_processed_samples,01_general/minibatch_loss,02_timing/backward_time_s,02_timing/step_time_s,03_hivemind/global_epoch,01_general/lr,02_timing/dataload_time_s,01_general/dataset_iteration_count,01_general/step
0,1,80.0,540929.032192,1681406665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,,,1681406665,2.7875,0.0,0.0,7428.993024,0.0,16.0,0.0,106.504192,0.0,321.55648,0.0,0.0,0.0,1.0499999999999998,13.0,0.0,529993.17504,2.854912,3577.0,0.0,4775.514112,0.0,60.0,2.0,2.9125,42402.029568,88.0,,,,,,,,,,,,,,
2,2,,,1681406666,2.7750000000000004,0.0,0.0,7506.079744,0.0,3190.0,0.07627520351551709,106.88512,0.0,321.994752,0.0,0.0,0.0,0.9625,2050.0,0.08843559553017764,529916.133376,2.854912,3578.0,0.0,4775.514112,0.0,2317.0,2.0,2.8625000000000003,42402.029568,88.0,,,,,,,,,,,,,,
3,3,,,1681406667,2.7750000000000004,0.0,0.0,7505.53088,0.0,4160.0,0.0015465168491672952,106.88512,0.0,322.002944,0.0,0.0,0.0,0.9625,3910.0,0.0025031251484851544,529916.68224,2.854912,3578.0,0.0,4775.522304,0.0,2916.0,2.0,2.8625000000000003,42402.029568,88.0,,,,,,,,,,,,,,
4,4,,,1681406668,2.7750000000000004,0.0,0.0,7505.965056,0.0,5282.0,35.27018181953248,106.88512,0.0,322.002944,0.0,0.0,0.0,0.9625,5278.0,0.09945578265163622,529916.248064,2.854912,3578.0,0.0,4775.522304,0.0,3618.0,2.0,2.8625000000000003,42402.029568,88.0,,,,,,,,,,,,,,
5,5,,,1681406669,2.7750000000000004,0.0,0.003999999999990678,7885.873152,0.012248669260495747,6828.0,2.4449332669820945,107.327488,1.0,697.581568,0.0,0.0,0.0,0.9625,7215.0,0.07544574217550583,529536.339968,2.854912,3612.0,0.0,5162.082304,0.0,4671.0,2.1,2.8625000000000003,42855.56736,90.0,,,,,,,,,,,,,,
6,6,,,1681406670,2.7750000000000004,0.0,0.007999999999981355,8312.848384,0.18780391287204642,11326.0,0.04258919403765476,107.671552,4.0,1117.24544,0.0,0.0,0.0,0.9625,13973.0,0.010334318592584579,529109.364736,2.854912,3621.0,0.0009999999999976694,5909.639168,0.0,13572.0,2.2,2.8625000000000003,46215.258112,93.0,,,,,,,,,,,,,,
7,7,,,1681406671,2.7625,0.0,0.007999999999981355,8320.393216,0.0,21657.0,35.120259292146244,107.716608,4.0,1117.495296,0.0,0.0,0.0,0.9875,33136.0,0.07709313933513222,529101.815808,2.854912,3653.0,0.0009999999999976694,5909.798912,0.0,35492.0,2.2,2.8375,46215.417856,99.0,,,,,,,,,,,,,,
8,8,,,1681406672,2.7625,0.0,0.007999999999981355,8897.122304,0.0,24208.0,0.3866009904860332,268.603392,4.0,1741.303808,0.0,0.0,0.0,0.9875,37147.0,0.5128207997811955,528514.60096,2.854912,3679.0,0.0009999999999976694,6386.941952,0.0,44731.0,2.3,2.8375,47497.867264,108.0,,,,,,,,,,,,,,
9,9,,,1681406673,2.7625,0.0,0.007999999999981355,8766.664704,0.0,25551.0,0.21128937573193457,339.296256,4.0,1680.932864,0.0,0.0,0.0,0.9875,38801.0,0.5249925468141611,528645.05856,2.854912,3703.0,0.0009999999999976694,6252.09344,0.0,45667.0,2.3,2.8375,48906.522624,115.0,,,,,,,,,,,,,,
10,10,,,1681406674,2.7625,0.0,0.007999999999981355,11474.80064,0.0,33964.0,0.8949261079050781,1132.535808,4.0,5189.701632,0.0,0.0,0.0,0.9875,48861.0,0.5533363105632866,525146.546176,2.854912,3831.0,0.0009999999999976694,9007.853568,0.0,55133.0,2.9,2.8375,52722.05312,386.0,,,,,,,,,,,,,,
11,11,,,1681406675,2.7625,0.0,0.007999999999981355,12356.227072,0.0,42189.0,0.05857588556879999,1840.480256,4.0,6200.91392,0.0,0.0,0.0,0.9875,58288.0,0.05349824779845852,523553.959936,2.854912,4069.0,0.0009999999999976694,9319.149568,0.0,1241837.0,3.2,2.8375,56394.17856,506.0,,,,,,,,,,,,,,
12,12,,,1681406676,2.7625,0.0,0.007999999999981355,12472.004608,0.0,49383.0,0.30627773649053214,1922.072576,4.0,6024.33536,0.0,0.0,0.0,1.0125,71595.0,1.0719521807887051,523355.840512,2.854912,4112.0,0.0009999999999976694,9131.855872,0.0,1286045.0,3.2,2.8125,56891.539456,508.0,,,,,,,,,,,,,,
13,13,,,1681406677,2.7625,0.0,0.007999999999981355,12695.98208,0.0,59766.0,1.7240148267196205,1922.076672,4.0,6024.482816,0.0,0.0,0.0,1.0125,86468.0,226.24113790749902,523131.86304,2.854912,4112.0,0.0009999999999976694,9140.379648,0.0,1294903.0,3.3,2.8125,56967.041024,508.0,,,,,,,,,,,,,,
14,14,,,1681406678,2.7625,0.0,0.007999999999981355,13576.994816,0.0,69475.0,0.971059203431807,1922.076672,4.0,6024.482816,0.0,0.0,0.0,1.0125,108144.0,885.0363077551079,522250.850304,2.854912,4112.0,0.0009999999999976694,9140.379648,0.0,1306204.0,3.5,2.8125,56967.041024,508.0,,,,,,,,,,,,,,
15,15,,,1681406679,2.7625,0.0,0.012000000000000455,14803.243008,0.07748270547680038,79090.0,1.011584190917793,2189.94688,7.0,6292.385792,0.0,0.0,0.0,1.0125,130925.0,736.4362778197265,520243.884032,2.854912,4144.0,0.0009999999999976694,9148.903424,0.0,1322349.0,3.8,2.8125,58377.535488,509.0,0.027723770996090025,,,,,,,,,,,,,
16,16,,,1681406680,2.7625,0.0,0.015999999999991132,15945.596928,0.23237403745987956,88702.0,1.0840777548689635,2189.959168,62.0,6292.455424,0.0,0.0,0.0,1.0125,157744.0,818.8642194312752,518673.334272,2.854912,4149.0,0.009000000000000341,9148.903424,0.0,1340920.0,4.1,2.8125,58377.535488,514.0,,,,,,,,,,,,,,
17,17,,,1681406681,2.7750000000000004,0.0,0.015999999999991132,16444.731392,0.0,97838.0,1.4310878097572268,2303.520768,62.0,6406.057984,0.0,0.0,0.0,1.4375,181153.0,694.1888259012406,517820.813312,2.854912,4166.0,0.009000000000000341,9157.459968,0.0,1354613.0,4.3,2.8625000000000003,59157.8112,518.0,,,,,,,,,,,,,,
18,18,,,1681406682,2.7750000000000004,0.0,0.015999999999991132,17443.856384,0.0,101989.0,1.0197512222837435,2303.520768,62.0,6406.057984,0.0,0.0,0.0,1.4375,193290.0,307.88383815964744,516205.989888,2.854912,4176.0,0.009000000000000341,9165.983744,0.0,1361243.0,4.6,2.8625000000000003,59300.421632,523.0,,,,,,,,,,,,,,
19,19,,,1681406683,2.7750000000000004,0.0,0.015999999999991132,17761.902592,0.0,103244.0,0.6015890151667599,2417.000448,62.0,6519.545856,0.0,0.0,0.0,1.4375,195178.0,4.511395380385064,515876.564992,2.854912,4199.0,0.009000000000000341,9165.983744,0.0,1362647.0,4.6,2.8625000000000003,59703.205888,525.0,,,,,,,,,,,,,,
20,20,,,1681406684,2.7750000000000004,0.0,0.01999999999998181,18119.319552,0.06937262407234021,104660.0,0.07097463430920554,2530.480128,64.0,6633.050112,0.0,0.0,0.0,1.4375,197022.0,0.036216590706893086,515508.662272,2.854912,4219.0,0.009000000000000341,9174.50752,0.0,1364081.0,4.7,2.8625000000000003,60248.600576,527.0,,,,,,,,,,,,,,
21,21,,,1681406685,2.7750000000000004,0.0,0.01999999999998181,18490.585088,0.0,106098.0,1.7813276426794842,2530.480128,64.0,6633.136128,0.0,0.0,0.0,1.4375,199134.0,0.0702348989682767,515137.224704,2.854912,4230.0,0.009000000000000341,9183.031296,0.0,1365482.0,4.8,2.8625000000000003,60391.292928,528.0,,,,,,,,,,,,,,
22,22,,,1681406686,2.7625,0.0,0.01999999999998181,18804.576256,0.0,107519.0,0.22665712863580093,2643.959808,64.0,6799.065088,0.0,0.0,0.0,1.4124999999999999,200767.0,0.046610298689763206,514812.747776,2.854912,4243.0,0.009000000000000341,9235.61984,0.0,1366770.0,4.8,2.8375,61182.128128,530.0,,,,,,,,,,,,,,
23,23,,,1681406687,2.7625,0.0,0.01999999999998181,19191.635968,0.0,109050.0,0.07908399373195327,2757.439488,64.0,7184.637952,0.0,0.0,0.0,1.4124999999999999,203256.0,3.863387437172064,514415.366144,2.854912,4277.0,0.009000000000000341,9532.2112,0.0,1368253.0,4.9,2.8375,62351.13472,532.0,,,,,,,,,,,,,,
24,24,,,1681406688,2.7625,0.0,0.01999999999998181,19555.385344,0.0,110566.0,0.06940371566239069,2870.800384,64.0,7547.641856,0.0,0.0,0.0,1.4124999999999999,204807.0,0.04462920445650947,514041.131008,2.854912,4293.0,0.009000000000000341,9774.26432,0.0,1369611.0,5.0,2.8375,63398.494208,537.0,,,,,,,,,,,,,,
