_step,_runtime,cpu/logical_core_count,memory/total_memory_sys_MB,_timestamp,cpu/load/avg_sys_load_fifteen_min_percent,disk/time/disk_read_time_sys_s,disk/time/disk_busy_time_sys_s,memory/used_memory_sys_MB,bandwidth/disk_write_sys_bandwidth_MBs,cpu/interrupts/ctx_switches_count,bandwidth/net_sent_sys_bandwidth_Mbits,process/memory/shared_memory_proc_MB,disk/counter/disk_write_sys_count,process/memory/resident_set_size_proc_MB,disk/counter/disk_read_sys_count,process/memory/dirty_pages_proc_count,bandwidth/disk_read_sys_bandwidth_MBs,cpu/load/avg_sys_load_one_min_percent,cpu/interrupts/soft_interrupts_count,bandwidth/net_recv_sys_bandwidth_Mbits,memory/available_memory_sys_MB,process/memory/text_resident_set_proc_MB,process/voluntary_proc_ctx_switches,disk/time/disk_write_time_sys_s,process/memory/lib_memory_proc_MB,process/memory/data_resident_set_proc_MB,cpu/interrupts/interrupts_count,memory/used_memory_sys_percent,cpu/load/avg_sys_load_five_min_percent,process/memory/virtual_memory_size_proc_MB,process/involuntary_proc_ctx_switches,02_timing/loss_calc_time_s,02_timing/forward_time_s,02_timing/backward_time_s,02_timing/dataload_cuda_move_time_s,03_hivemind/num_peers,02_timing/opt_step_time_s,01_general/locally_processed_samples,01_general/minibatch_loss,02_timing/step_time_s,03_hivemind/global_epoch,01_general/lr,02_timing/dataload_time_s,01_general/dataset_iteration_count,01_general/step
0,1,30.0,211076.599808,1681395838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,,,1681395838,1.5333333333333334,0.0,0.0,1169.629184,0.0,22.0,0.0,177.778688,0.0,393.949184,0.0,0.0,0.0,0.33333333333333337,13.0,0.0,208157.53216,2.719744,138.0,0.0,2481.037312,0.0,28.0,1.4,1.7666666666666668,9963.405312,42.0,,,,,,,,,,,,,,
2,2,,,1681395839,1.5333333333333334,0.0,0.007999999999995566,1599.578112,0.008852140905712012,4887.0,0.5475187465780503,182.370304,3.0,677.74464,0.0,0.0,0.0,0.33333333333333337,2445.0,0.6645906153160521,207727.587328,2.719744,195.0,0.0009999999999763531,2778.54208,0.0,4435.0,1.6,1.7666666666666668,10394.86976,56.0,,,,,,,,,,,,,,
3,3,,,1681395840,1.5333333333333334,0.0,0.012000000000000455,1988.784128,0.0040860826610691296,5983.0,0.12753047065091883,183.222272,4.0,1067.29472,0.0,0.0,0.0,0.33333333333333337,2906.0,0.30742185605282696,207338.381312,2.719744,233.0,0.0009999999999763531,4051.779584,0.0,5320.0,1.8,1.7666666666666668,11668.094976,73.0,,,,,,,,,,,,,,
4,4,,,1681395841,1.5333333333333334,0.0,0.01999999999999602,2852.462592,0.36779948913077865,6478.0,0.0032645397381597134,183.222272,68.0,1928.044544,0.0,0.0,0.0,0.33333333333333337,3082.0,0.009466367070225778,206474.694656,2.719744,234.0,0.012000000000057298,4051.78368,0.0,5900.0,2.2,1.7666666666666668,11668.094976,95.0,,,,,,,,,,,,,,
5,5,,,1681395842,1.5333333333333334,0.0,0.028000000000005798,3310.739456,0.22476533861224987,7040.0,0.0429097464558712,184.860672,71.0,2387.099648,0.0,0.0,0.0,0.33333333333333337,3338.0,0.03571023170525107,206016.401408,2.719744,234.0,0.014000000000010004,4488.593408,0.0,6537.0,2.4,1.7666666666666668,12104.904704,119.0,,,,,,,,,,,,,,
6,6,,,1681395843,1.5333333333333334,0.0,0.031999999999996476,3958.697984,0.004086455888694407,7496.0,0.058583176157510304,184.860672,72.0,3033.74336,0.0,0.0,0.0,0.5666666666666667,3506.0,0.011173902802728104,205367.926784,2.719744,234.0,0.014000000000010004,5143.801856,0.0,7087.0,2.7,1.8000000000000003,12760.113152,130.0,,,,,,,,,,,,,,
7,7,,,1681395844,1.5333333333333334,0.0,0.036000000000001364,4020.625408,0.0040864986506227744,8409.0,0.10984061420701427,184.860672,73.0,3094.904832,0.0,0.0,0.0,0.5666666666666667,4253.0,0.104676620799633,205306.51136,2.719744,234.0,0.014999999999986358,5194.141696,0.0,8127.0,2.7,1.8000000000000003,12810.452992,133.0,,,,,,,,,,,,,,
8,8,,,1681395845,1.5333333333333334,0.0,0.04000000000000625,4021.141504,0.004086368409053862,9129.0,0.10714745279655627,184.860672,74.0,3094.904832,0.0,0.0,0.0,0.5666666666666667,4714.0,0.2677449235818166,205305.995264,2.719744,234.0,0.014999999999986358,5194.40384,0.0,9001.0,2.7,1.8000000000000003,12810.715136,135.0,,,,,,,,,,,,,,
9,9,,,1681395846,1.5333333333333334,0.0,0.04800000000000182,4329.766912,0.4740456835362497,10240.0,0.134746080775087,184.860672,136.0,3403.231232,0.0,0.0,0.0,0.5666666666666667,5612.0,0.7045155971885511,204997.369856,2.719744,234.0,0.027000000000043656,6222.610432,0.0,10246.0,2.9,1.8000000000000003,13838.921728,137.0,,,,,,,,,,,,,,
10,10,,,1681395847,1.5333333333333334,0.0,0.055999999999997385,5052.02688,0.07355883045568798,10993.0,0.06065251222878,184.860672,139.0,4123.40224,0.0,0.0,0.0,0.5666666666666667,6169.0,0.027728231021243787,204275.134464,2.719744,234.0,0.028999999999996362,6466.82624,0.0,11158.0,3.2,1.8000000000000003,14552.072192,142.0,,,,,,,,,,,,,,
11,11,,,1681395848,1.5666666666666667,0.0,0.060000000000002274,5052.02688,0.004086571561969513,11702.0,0.03419311046042857,184.860672,140.0,4123.40224,0.0,0.0,0.0,0.8,6422.0,0.02968351489152484,204275.134464,2.719744,234.0,0.028999999999996362,6466.82624,0.0,11844.0,3.2,1.8333333333333333,14552.072192,144.0,,,,,,,,,,,,,,
12,12,,,1681395849,1.5666666666666667,0.0,0.06400000000000716,4992.475136,0.004086450049342851,12856.0,0.13902709660531312,422.817792,141.0,4222.68928,0.0,0.0,0.0,0.8,7081.0,0.13737495761165913,204324.200448,2.719744,244.0,0.028999999999996362,6338.326528,0.0,14018.0,3.2,1.8333333333333333,16271.097856,146.0,,,,,,,,,,,,,,
13,13,,,1681395850,1.5666666666666667,0.0,0.06799999999999784,4006.76864,0.004086792226933969,14016.0,0.09536114604548715,462.741504,142.0,3266.830336,0.0,0.0,0.0,0.8,7697.0,0.09908874755089625,205309.902848,2.719744,267.0,0.029999999999972715,5844.942848,0.0,15056.0,2.7,1.8333333333333333,17689.792512,147.0,,,,,,,,,,,,,,
14,14,,,1681395851,1.5666666666666667,0.0,0.07200000000000273,4446.02368,0.004085985486711683,19765.0,0.18798725394338117,2704.924672,143.0,6007.238656,0.0,0.0,0.0,0.8,9837.0,0.1350290514925895,202634.919936,2.719744,665.0,0.029999999999972715,6651.129856,0.0,22339.0,4.0,1.8333333333333333,22211.584,151.0,,,,,,,,,,,,,,
15,15,,,1681395852,1.5666666666666667,0.0,0.08400000000000318,10337.472512,0.3136070219800025,22327.0,0.3604046607420138,2925.072384,188.0,12076.331008,0.0,0.0,0.0,0.8,11665.0,0.4399439417072187,196530.515968,2.719744,672.0,0.04600000000004911,11732.836352,0.0,30634.0,6.9,1.8333333333333333,33518.125056,162.0,,,,,,,,,,,,,,
16,16,,,1681395853,2.0666666666666664,0.0,0.08800000000000807,10446.659584,0.004080065167938271,27432.0,0.3449487905169935,4704.595968,189.0,12932.636672,0.0,0.0,0.0,8.733333333333333,14482.0,0.3300151144962904,194630.877184,2.719744,1011.0,0.047000000000025466,10818.011136,0.0,973659.0,7.8,3.4333333333333336,33647.788032,164.0,,,,,,,,,,,,,,
17,17,,,1681395854,2.0666666666666664,0.0,0.09199999999999875,10713.939968,0.004085200421540388,32217.0,0.6076895209681711,4946.223104,190.0,12318.400512,0.0,0.0,0.0,8.733333333333333,18582.0,12.81706898606394,194114.64192,2.719744,1103.0,0.047000000000025466,9987.608576,0.0,999923.0,8.0,3.4333333333333336,33259.04896,164.0,,,,,,,,,,,,,,
18,18,,,1681395855,2.0666666666666664,0.0,0.09600000000000364,11661.418496,0.004084572988085261,36297.0,0.5189083002768831,5136.11776,191.0,12508.553216,0.0,0.0,0.0,8.733333333333333,23183.0,109.8246182518172,193161.588736,2.719744,1124.0,0.047000000000025466,9996.156928,0.0,1005038.0,8.5,3.4333333333333336,40985.366528,174.0,3.958999968745047e-06,0.8860613280003236,0.044118789000094694,0.003146121999634488,,,,,,,,,,
19,18,,,1681395855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.00816763600005288,32.0,12.57326889038086,1.8503950310000619,0.0,0.0001,0.9088971969999875,0.0,0.0
20,18,,,1681395855,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00035884899989468977,0.019186420000096405,0.045810110999809694,0.0030254820003392524,0.0,0.008472720000099798,64.0,12.765625,0.07779911600027845,0.0,0.0001,0.0009455340000386059,0.0,1.0
21,18,,,1681395855,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0003702480003084929,0.01918604399998003,0.04706608700007564,0.0035216719998061308,0.0,0.008519513000010193,96.0,12.642057418823242,0.07945741399998951,0.0,0.0001,0.0007938499998090265,0.0,2.0
22,18,,,1681395855,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0004044239999529964,0.019511643999976513,0.0461342019998483,0.003676627999993798,0.0,0.008609931000137294,128.0,12.747149467468262,0.07989778299997852,0.0,0.0001,0.0015609540000696143,0.0,3.0
23,19,,,1681395856,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000417699000081484,0.018523237999943376,0.04678829100021176,0.002967404000173701,0.0,0.008528728999863233,160.0,12.85737133026123,0.07775980200040067,0.0,0.0001,0.0005344410001271171,0.0,4.0
24,19,,,1681395856,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0004506579998633242,0.018588957999781996,0.04648284600034458,0.0026819089998753043,0.0,0.008417410999754793,192.0,12.740032196044922,0.07735968899987711,0.0,0.0001,0.0007379070002571098,0.0,5.0
25,19,,,1681395856,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0004530740002337552,0.01893617899986566,0.04654155099979107,0.0029728569998042076,0.0,0.008620189999874128,224.0,12.82516860961914,0.07809857899974304,0.0,0.0001,0.0005747280001742183,0.0,6.0
26,19,,,1681395856,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00046496400000251015,0.021297667999988334,0.04496310900003664,0.0030005450003045553,0.0,0.008592260000114038,256.0,12.537931442260742,0.07890712200014605,0.0,0.0001,0.0005885759996999695,0.0,7.0
27,19,,,1681395856,2.0666666666666664,0.0,0.132000000000005,11677.7984,0.12652550050677783,48135.0,2.513402920673008,5136.052224,204.0,12508.729344,0.0,0.0,0.0,8.733333333333333,29697.0,60.310007620907946,193144.836096,2.719744,1348.0,0.051000000000044565,9996.419072,0.0,1015225.0,8.5,3.4333333333333336,40985.632768,279.0,0.0006235250002646353,0.01977391999980682,0.04547987599971748,0.003107322999767348,,0.009021179999763262,,,,,,,,
28,19,,,1681395856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,288.0,12.707118034362793,0.07883501099968271,0.0,0.0001,0.000829187000363163,0.0,8.0
29,19,,,1681395856,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0005007909999221738,0.01916434599979766,0.04592597600003501,0.0032560450003984442,5.0,0.008538147999843204,320.0,12.635382652282715,0.07797499099979177,0.0,0.0001,0.0005896849997952813,0.0,9.0
30,19,,,1681395856,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0005557280001085019,0.019850048999614955,0.0460919100000865,0.0034385250000923406,5.0,0.008703198000148404,352.0,12.712109565734863,0.07932988800030216,0.0,0.0001,0.0006904780002514599,0.0,10.0
31,19,,,1681395856,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00046971000028861454,0.022829863999959343,0.044508452999707515,0.00317352700039919,5.0,0.008659796999836544,384.0,12.699824333190918,0.08051678500032722,0.0,0.0001,0.0008754340001360106,0.0,11.0
32,20,,,1681395857,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0004461210000954452,0.0187947780000286,0.046256104999883974,0.003699347999827296,5.0,0.00855371199986621,416.0,12.62670612335205,0.07879226899967762,0.0,0.0001,0.001042204999976093,0.0,12.0
33,20,,,1681395857,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0004872919998888392,0.018837830000393296,0.04628434699998252,0.0036824460003117565,5.0,0.008598771999913879,448.0,12.551562309265137,0.07857846200022323,0.0,0.0001,0.0006877749997329374,0.0,13.0
34,20,,,1681395857,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0004551900001388276,0.019084607000422693,0.046664608999890334,0.0036450430002332723,5.0,0.008828768000057607,480.0,12.550976753234863,0.07924319100084176,0.0,0.0001,0.0005649740000990278,0.0,14.0
35,20,,,1681395857,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00044299499995759106,0.019679915999859077,0.04580446699992535,0.003213628000139579,5.0,0.008803895999790257,512.0,12.539165496826172,0.0784971919997588,0.0,0.0001,0.0005522900000869413,0.0,15.0
36,20,,,1681395857,2.0666666666666664,0.0,0.17600000000000193,11694.252032,0.09800479626570113,62753.0,3.398424779381445,5136.05632,226.0,12508.946432,0.0,0.0,0.0,8.733333333333333,39430.0,71.35410349647655,193129.14432,2.719744,1533.0,0.06000000000005912,9996.439552,0.0,1026378.0,8.5,3.4333333333333336,40985.632768,620.0,0.0004638610002984933,0.0188898500000505,0.04607842699988396,0.0033745050000106858,,0.008567395000227407,,,,,,,,
37,20,,,1681395857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,544.0,12.830141067504883,0.07797142100071142,0.0,0.0001,0.0005973830002403702,0.0,16.0
38,20,,,1681395857,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0005317550003383076,0.01927208100005373,0.046191807000013796,0.0031414260001838556,5.0,0.008786714999587275,576.0,12.65114974975586,0.0785011900002246,0.0,0.0001,0.0005774060000476311,0.0,17.0
39,20,,,1681395857,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00045831800025553093,0.019373495999843726,0.04628637199994046,0.0034864920003201405,5.0,0.008723581999674934,608.0,12.628279685974121,0.07893769100019199,0.0,0.0001,0.0006094310001572012,0.0,18.0
40,21,,,1681395858,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0004579010001179995,0.01972680999961085,0.04554454599974633,0.003278764000242518,5.0,0.008778994999829592,640.0,12.593650817871094,0.07852019299934909,0.0,0.0001,0.000733176999801799,0.0,19.0
41,21,,,1681395858,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00043778899998869747,0.019185918999937712,0.04597345599995606,0.003190834999713843,5.0,0.008756379999795172,672.0,12.7512845993042,0.07811747499908961,0.0,0.0001,0.0005730959996981255,0.0,20.0
42,21,,,1681395858,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00044919999982084846,0.01875895600005606,0.047069310000097175,0.003262324999923294,5.0,0.008673569999700703,704.0,12.6118745803833,0.07877627799962283,0.0,0.0001,0.0005629170000247541,0.0,21.0
43,21,,,1681395858,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00046008700019228854,0.019220640999719762,0.04646004400001402,0.0032651830001668714,5.0,0.008713784999599739,736.0,12.75564193725586,0.0786901379997289,0.0,0.0001,0.0005703980000362208,0.0,22.0
44,21,,,1681395858,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0004430600001796847,0.022981437999987975,0.044450677999975596,0.0034392850002404884,5.0,0.008404773000165733,768.0,12.706225395202637,0.08057434600050328,0.0,0.0001,0.0008551119999538059,0.0,23.0
45,21,,,1681395858,2.1,0.0,0.21999999999999886,11703.435264,0.03677259244513582,75715.0,3.2830631189394195,5136.052224,235.0,12509.151232,0.0,0.0,0.0,8.566666666666665,48525.0,56.32206929764009,193119.633408,2.719744,1785.0,0.06500000000005457,9996.722176,0.0,1037481.0,8.5,3.5000000000000004,40985.894912,854.0,0.0004409260000102222,0.018149210000046878,0.04743509099989751,0.0032993419999911566,,,,,,,,,,
46,21,,,1681395858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,0.009433025999896927,800.0,12.54377269744873,0.07958332099951804,0.0,0.0001,0.0008257259996753419,0.0,24.0
47,21,,,1681395858,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0004521149999163754,0.018571905000044353,0.047292334999838204,0.0036964239998269477,5.0,0.008720197000002372,832.0,12.678740501403809,0.0792826169995351,0.0,0.0001,0.0005496409999068419,0.0,25.0
48,21,,,1681395858,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00044951900008527446,0.01840744299988728,0.04716641899995011,0.003687388999878749,5.0,0.008694009999999253,864.0,12.730642318725586,0.07926940600009402,0.0,0.0001,0.0008646260002933559,0.0,26.0
49,22,,,1681395859,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0004344970002421178,0.019151107000197953,0.045867476999774226,0.003378896999947756,5.0,0.008568715999899723,896.0,12.539158821105957,0.07799499399970955,0.0,0.0001,0.0005942999996477738,0.0,27.0
50,22,,,1681395859,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0004397590000735363,0.01825535200032391,0.04740987500008487,0.003626986999734072,5.0,0.008663213000090764,928.0,12.72413158416748,0.07915204600021752,0.0,0.0001,0.0007568599999103753,0.0,28.0
51,22,,,1681395859,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000437602000147308,0.0183686220002528,0.047328965999895445,0.003359945000283915,5.0,0.008764895000240358,960.0,12.574511528015137,0.07908330500049487,0.0,0.0001,0.0008232749996750499,0.0,29.0
52,22,,,1681395859,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00043823600026371423,0.018509404999804246,0.04700838900043891,0.003434218000165856,5.0,0.008701092999672255,992.0,12.605022430419922,0.07894167200038282,0.0,0.0001,0.0008503310000378406,0.0,30.0
53,22,,,1681395859,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0004377000000204134,0.019276618000276358,0.045701538999765035,0.003687510999952792,5.0,0.008710034999694471,1024.0,12.759588241577148,0.0783510519995616,0.0,0.0001,0.0005376489998525358,0.0,31.0
54,22,,,1681395859,2.1,0.0,0.2600000000000051,11708.522496,0.0367396513395161,91726.0,3.5045465462933785,5136.052224,244.0,12509.159424,0.0,0.0,0.0,8.566666666666665,58818.0,58.48627194014091,193114.865664,2.719744,2010.0,0.07000000000005002,9996.73856,0.0,1048700.0,8.5,3.5000000000000004,40985.894912,857.0,0.0004680249999182706,0.018408649999855697,0.04740284800027439,0.0036430649997782893,,0.008980141999927582,,,,,,,,
55,22,,,1681395859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,1056.0,12.698945999145508,0.07974883899942142,0.0,0.0001,0.0008461089996671944,0.0,32.0
56,22,,,1681395859,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00043951499992544996,0.01846741400004248,0.047279283000079886,0.0037049850002404128,5.0,0.008619593999810604,1088.0,12.672676086425781,0.07907059600029243,0.0,0.0001,0.0005598050001935917,0.0,33.0
57,22,,,1681395859,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00044834800019089016,0.01862530100015647,0.04667813299965928,0.003699145000155113,5.0,0.008788673000253766,1120.0,12.59738826751709,0.07909690900032729,0.0,0.0001,0.0008573089999117656,0.0,34.0
58,23,,,1681395860,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0004333420001785271,0.019115183999929286,0.046047167999859084,0.0036751559996446304,5.0,0.008755890999964322,1152.0,12.656720161437988,0.07876052199981132,0.0,0.0001,0.0007337810002354672,0.0,35.0
59,23,,,1681395860,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00044120900020061526,0.018198179000137316,0.04747791899990261,0.0036643350003942032,5.0,0.008834534000015992,1184.0,12.597284317016602,0.07919365800080413,0.0,0.0001,0.0005774820001533953,0.0,36.0
60,23,,,1681395860,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00042961300005117664,0.018094014000325842,0.04751093000004403,0.0037130050000087067,5.0,0.008887948999927175,1216.0,12.793695449829102,0.07920892800029833,0.0,0.0001,0.0005734169999414007,0.0,37.0
61,23,,,1681395860,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0004846529996029858,0.018543740000040998,0.04658376999987013,0.00366999100015164,5.0,0.008580634999816539,1248.0,12.659996032714844,0.0787075189996358,0.0,0.0001,0.0008447300001535041,0.0,38.0
62,23,,,1681395860,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00047994800024753204,0.021272328999657475,0.044884750000164786,0.0037358950003181235,5.0,0.008691491999798018,1280.0,12.611257553100586,0.07961869100017793,0.0,0.0001,0.0005542769999919983,0.0,39.0
63,23,,,1681395860,2.1,0.0,0.30800000000000693,11712.630784,0.12245162554487844,111006.0,3.348326496476033,5136.048128,257.0,12509.155328,0.0,0.0,0.0,8.566666666666665,68905.0,63.12657928957118,193110.474752,2.719744,2180.0,0.07500000000004547,9996.754944,0.0,1060103.0,8.5,3.5000000000000004,40985.894912,860.0,0.0004958760000590701,0.018887993000134884,0.04692894899972089,0.0036319340001682576,,0.008736136999687005,,,,,,,,
64,23,,,1681395860,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,1312.0,12.6640625,0.07962885599999936,0.0,0.0001,0.0009479670002292551,0.0,40.0
65,23,,,1681395860,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0004640980000658601,0.018578083000193146,0.047065178000138985,0.003356600999723014,5.0,0.008724712999992335,1344.0,12.634632110595703,0.07889197400027115,0.0,0.0001,0.0007033010001578077,0.0,41.0
66,23,,,1681395860,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000431281000146555,0.01856830200040349,0.0463945970000168,0.0037054489998809004,5.0,0.008692971999607835,1376.0,12.682373046875,0.07836033500007034,0.0,0.0001,0.0005677340000147524,0.0,42.0
67,24,,,1681395861,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00043259899985059747,0.01916049099963857,0.046696875000179716,0.0036754210000253806,5.0,0.008706299000095896,1408.0,12.705957412719727,0.07949987599977248,0.0,0.0001,0.0008281909999823256,0.0,43.0
68,24,,,1681395861,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00045229299985294347,0.018327152999972895,0.04738879100023041,0.003690381000069465,5.0,0.008768304000113858,1440.0,12.696795463562012,0.07920815200031939,0.0,0.0001,0.0005812300000798132,0.0,44.0
69,24,,,1681395861,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0004352989999460988,0.018349388999922667,0.04711036300022897,0.0034419899998283654,5.0,0.008675354999923002,1472.0,12.75551986694336,0.0789632029996028,0.0,0.0001,0.000950806999753695,0.0,45.0
70,24,,,1681395861,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00043380200031606364,0.01856622100012828,0.046509129000241956,0.0036945120000382303,5.0,0.008709679000276083,1504.0,12.893415451049805,0.07873917200095093,0.0,0.0001,0.0008258289999503177,0.0,46.0
71,24,,,1681395861,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0004435149999153509,0.01914584099995409,0.0467519710000488,0.0036638880001191865,5.0,0.008758790999763733,1536.0,12.766160011291504,0.0793546760000936,0.0,0.0001,0.0005906700002924481,0.0,47.0
72,24,,,1681395861,2.1,0.0,0.3440000000000083,11719.122944,0.03676546622669678,123834.0,3.504774981375268,5136.05632,266.0,12509.184,0.0,0.0,0.0,8.566666666666665,80401.0,74.80315481397969,193104.388096,2.719744,2329.0,0.07699999999999818,9996.775424,0.0,1072181.0,8.5,3.5000000000000004,40985.894912,860.0,0.0004542809997474251,0.018437354000070627,0.04719474100011212,0.00372679199972481,,0.008774980999987747,,,,,,,,
73,24,,,1681395861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,1568.0,12.62459945678711,0.07942495499992219,0.0,0.0001,0.0008368060002794664,0.0,48.0
74,24,,,1681395861,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0004625990000022284,0.01842265999994197,0.046701338999810105,0.003703803999997035,5.0,0.008792567999989842,1600.0,12.454004287719727,0.0789326929998424,0.0,0.0001,0.0008497230001012213,0.0,49.0
75,24,,,1681395861,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00042600699998729397,0.01865395400000125,0.046959368999978324,0.003689454999857844,5.0,0.008629395999832923,1632.0,12.69288444519043,0.07921052699975917,0.0,0.0001,0.0008523460001015337,0.0,50.0
76,25,,,1681395862,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0004507140001805965,0.01947350099999312,0.04636756800027797,0.003682782999931078,5.0,0.008729399000003468,1664.0,12.678013801574707,0.07963532700068754,0.0,0.0001,0.0009313620003013057,0.0,51.0
77,25,,,1681395862,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00043310799992468674,0.018168516000059753,0.04764041800035557,0.003699966999647586,5.0,0.00874569400002656,1696.0,12.538476943969727,0.07921582800008764,0.0,0.0001,0.0005281250000734872,0.0,52.0
78,25,,,1681395862,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00045453600023392937,0.018879018999996333,0.046306942000228446,0.003698882000207959,5.0,0.00858827599995493,1728.0,12.679095268249512,0.07847858400100449,0.0,0.0001,0.0005509290003828937,0.0,53.0
79,25,,,1681395862,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00046346799990715226,0.018945336999877327,0.046970521999810444,0.0036858700000266253,5.0,0.008542560000023514,1760.0,12.489243507385254,0.07938678499976959,0.0,0.0001,0.0007790280001245264,0.0,54.0
80,25,,,1681395862,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0004390320000311476,0.021119762000125775,0.04573201799985327,0.003640246000031766,5.0,0.00876766300007148,1792.0,12.629166603088379,0.08066251999980523,0.0,0.0001,0.0009637989996917895,0.0,55.0
81,25,,,1681395862,2.1,0.0,0.38800000000000523,11717.914624,0.10211689812953234,136232.0,3.2907170423556917,5136.052224,280.0,12509.188096,0.0,0.0,0.0,8.566666666666665,90215.0,67.54622748355031,193105.453056,2.719744,2497.0,0.08400000000006003,9996.791808,0.0,1083129.0,8.5,3.5000000000000004,40985.894912,863.0,0.0004418809999151563,0.018519536999974662,0.047136912000041775,0.003389883999716403,,0.009075488000235055,,,,,,,,
82,25,,,1681395862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,1824.0,12.724806785583496,0.07941015399956086,0.0,0.0001,0.0008464519996778108,0.0,56.0
83,25,,,1681395862,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0004438579999259673,0.018516311999974278,0.04686914900003103,0.003684653000163962,5.0,0.008634000000256492,1856.0,12.737707138061523,0.07869514900039576,0.0,0.0001,0.0005471770000440301,0.0,57.0
84,25,,,1681395862,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00043236500005150447,0.019066586999997526,0.0471504429997367,0.0036720170000990038,5.0,0.008611799999926006,1888.0,12.55578899383545,0.07979865399966002,0.0,0.0001,0.0008654419998492813,0.0,58.0
85,26,,,1681395863,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00042507099988142727,0.019366778999938106,0.04638449699996272,0.0036876579997624503,5.0,0.008775885999966704,1920.0,12.736260414123535,0.07940484299979289,0.0,0.0001,0.0007649520002814825,0.0,59.0
86,26,,,1681395863,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00044031799961885554,0.018565689999832102,0.04676017799965848,0.003692374999900494,5.0,0.008487528999921778,1952.0,12.767427444458008,0.07879452499855688,0.0,0.0001,0.0008484349996251694,0.0,60.0
87,26,,,1681395863,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00042600999995556776,0.01855138500013709,0.04738331200042012,0.0037265390001266496,5.0,0.008438319999640953,1984.0,12.753534317016602,0.07906552800022837,0.0,0.0001,0.000539961999947991,0.0,61.0
