03_hivemind/num_peers,03_hivemind/global_epoch,disk/time/disk_write_time_sys_s,02_timing/dataload_cuda_move_time_s,bandwidth/disk_write_sys_bandwidth_MBs,bandwidth/net_sent_sys_bandwidth_Mbits,_step,memory/used_memory_sys_MB,disk/time/disk_read_time_sys_s,cpu/interrupts/ctx_switches_count,disk/counter/disk_write_sys_count,cpu/load/avg_sys_load_one_min_percent,process/involuntary_proc_ctx_switches,process/memory/resident_set_size_proc_MB,01_general/lr,memory/total_memory_sys_MB,disk/time/disk_busy_time_sys_s,process/memory/lib_memory_proc_MB,01_general/dataset_iteration_count,02_timing/dataload_time_s,02_timing/forward_time_s,02_timing/loss_calc_time_s,process/memory/data_resident_set_proc_MB,cpu/logical_core_count,memory/available_memory_sys_MB,memory/used_memory_sys_percent,process/voluntary_proc_ctx_switches,process/memory/text_resident_set_proc_MB,02_timing/backward_time_s,01_general/minibatch_loss,02_timing/opt_step_time_s,disk/counter/disk_read_sys_count,01_general/locally_processed_samples,02_timing/step_time_s,bandwidth/disk_read_sys_bandwidth_MBs,process/memory/dirty_pages_proc_count,cpu/load/avg_sys_load_fifteen_min_percent,_runtime,01_general/step,cpu/interrupts/interrupts_count,cpu/interrupts/soft_interrupts_count,process/memory/shared_memory_proc_MB,bandwidth/net_recv_sys_bandwidth_Mbits,cpu/load/avg_sys_load_five_min_percent,process/memory/virtual_memory_size_proc_MB,_timestamp
,,,,,,0,,,,,,,,,211076.599808,,,,,,,,30.0,,,,,,,,,,,,,,0,,,,,,,,1681394173.0
,,0.0,,0.0,0.22949145202192,1,1163.42784,0.0,21.0,0.0,0.26666666666666666,52.0,395.276288,,,0.0,2481.020928,,,,,0.0,,208165.474304,1.4,172.0,2.719744,,,,0.0,,,0.0,0.0,0.5666666666666667,0,,18.0,4.0,179.089408,0.2573085978611763,0.7333333333333333,9963.388928,1681394173.0
,,0.0,,0.00817078360760981,0.8323906006280278,2,1290.727424,0.0,4523.0,2.0,0.26666666666666666,52.0,397.877248,,,0.008000000000009777,2489.544704,,,,,0.0,,208038.17472,1.4,184.0,2.719744,,,,0.0,,,0.0,0.0,0.5666666666666667,1,,4397.0,2564.0,181.59616,0.8031146191306915,0.7333333333333333,10038.894592,1681394174.0
,,0.012999999999976808,,2.6261500338210118,0.27209484852987426,3,1290.723328,0.0,6108.0,66.0,0.26666666666666666,52.0,397.881344,,,0.020000000000010232,2489.556992,,,,,0.0,,208038.17472,1.4,184.0,2.719744,,,,0.0,,,0.0,0.0,0.5666666666666667,2,,5550.0,3409.0,181.59616,0.21422184571352812,0.7333333333333333,10038.894592,1681394175.0
,,0.012999999999976808,,0.004087314359848696,0.18437619601177443,4,1290.928128,0.0,7086.0,67.0,0.23333333333333336,52.0,397.881344,,,0.02400000000000091,2489.561088,,,,,0.0,,208037.974016,1.4,184.0,2.719744,,,,0.0,,,0.0,0.0,0.5666666666666667,3,,6326.0,4063.0,181.59616,0.14873992397185581,0.7333333333333333,10038.894592,1681394176.0
,,0.012999999999976808,,0.00408673486930617,0.1076120303695698,5,1698.11968,0.0,8125.0,68.0,0.23333333333333336,70.0,801.673216,,,0.028000000000005798,2905.051136,,,,,0.0,,207630.774272,1.6,192.0,2.719744,,,,0.0,,,0.0,0.0,0.5666666666666667,4,,7248.0,4506.0,184.020992,0.1956444501110103,0.7333333333333333,10521.362432,1681394177.0
,,0.014000000000010004,,0.0040868350031621065,0.9510272594065687,6,2097.373184,0.0,13661.0,69.0,0.23333333333333336,163.0,1196.818432,,,0.03200000000001069,3538.866176,,,,,0.0,,207231.52896,1.8,244.0,2.719744,,,,0.0,,,0.0,0.0,0.5666666666666667,5,,15983.0,8055.0,186.249216,1.0101027787051742,0.7333333333333333,13097.53344,1681394178.0
,,0.014000000000010004,,0.004088515658006188,1.1948207875312213,7,2623.770624,0.004000000000001336,18229.0,70.0,0.23333333333333336,210.0,1806.72512,,,0.06799999999999784,3997.208576,,,,,0.0,,206694.371328,2.1,307.0,2.719744,,,,44.0,,,3.9658601841893786,0.0,0.5666666666666667,6,,23564.0,11314.0,348.352512,0.3888561685096471,0.7333333333333333,14228.996096,1681394179.0
,,1.561999999999955,,2.5416129346511425,1.2190905690875338,8,2468.143104,0.005000000000000782,22139.0,277.0,0.23333333333333336,217.0,2382.995456,,,0.11200000000000898,3964.022784,,,,,0.0,,206317.2608,2.3,649.0,2.719744,,,,45.0,,,0.0653791108590424,0.0,0.5666666666666667,7,,27452.0,13429.0,1000.820736,0.6844694902043068,0.7333333333333333,16613.502976,1681394180.0
,,1.5639999999999645,,0.004083186690312548,1.3312384866482603,9,5389.979648,0.005000000000000782,28842.0,278.0,0.46666666666666673,575.0,5369.860096,,,0.12000000000000455,6300.07808,,,,,0.0,,202743.967744,3.9,696.0,2.719744,,,,47.0,,,0.016332746773489965,0.0,0.6,8,,966197.0,17191.0,1650.64704,0.5855863916394671,0.7666666666666667,22249.152512,1681394181.0
