_step,03_hivemind/global_epoch,03_hivemind/undershot_TBS,03_hivemind/next_fetch_time_s,04_peers/peer_1_samples_per_second,03_hivemind/optimistic_total_samples_per_second,_runtime,04_peers/peer_1_epoch_oos,03_hivemind/eta_next_epoch_s,03_hivemind/epoch_based_sps,03_hivemind/estimated_current_samples,03_hivemind/global_samples_accumulated,03_hivemind/per_epoch_training_samples,03_hivemind/epoch_s,04_peers/peer_2_epoch,03_hivemind/num_clients,03_hivemind/reached_TBS,03_hivemind/overshot_TBS,04_peers/peer_2_samples_accumulated,04_peers/peer_1_epoch,04_peers/peer_1_samples_accumulated,03_hivemind/actual_total_samples_per_second,04_peers/peer_2_epoch_oos,03_hivemind/total_training_samples,04_peers/peer_2_samples_per_second,_timestamp,03_hivemind/num_peers
269,2,,0.5,120.78,914.44858156562,383,0.0,0.0,,43264,32800,,,2.0,0,,,29184.0,2.0,3616.0,914.44858156562,0.0,,793.67,1681391245.0,2
270,2,,0.5,120.78,914.44858156562,384,0.0,0.0,,44337,32800,,,2.0,0,,,29184.0,2.0,3616.0,914.44858156562,0.0,,793.67,1681391246.0,2
271,2,,0.5,120.78,914.44858156562,385,0.0,0.0,,45414,32800,,,2.0,0,,,29184.0,2.0,3616.0,914.44858156562,0.0,,793.67,1681391247.0,2
272,2,,0.5,120.78,914.44858156562,386,0.0,0.0,,46487,32800,,,2.0,0,,,29184.0,2.0,3616.0,914.44858156562,0.0,,793.67,1681391248.0,2
273,2,,0.5,120.78,914.44858156562,388,0.0,0.0,,47559,32800,,,2.0,0,,,29184.0,2.0,3616.0,914.44858156562,0.0,,793.67,1681391250.0,2
274,2,,0.5,120.78,914.44858156562,389,0.0,0.0,,48634,32800,,,2.0,0,,,29184.0,2.0,3616.0,914.44858156562,0.0,,793.67,1681391251.0,2
275,2,,0.5,120.78,914.44858156562,390,0.0,0.0,,49708,32800,,,2.0,0,,,29184.0,2.0,3616.0,914.44858156562,0.0,,793.67,1681391252.0,2
276,2,,0.5,120.78,914.44858156562,394,0.0,0.0,,53528,32800,,,2.0,0,,,29184.0,2.0,3616.0,914.44858156562,0.0,,793.67,1681391256.0,2
277,2,,0.5,120.78,914.44858156562,395,0.0,0.0,,54604,32800,,,2.0,0,,,29184.0,2.0,3616.0,914.44858156562,0.0,,793.67,1681391257.0,2
278,2,,0.5,120.78,914.44858156562,396,0.0,0.0,,55677,32800,,,2.0,0,,,29184.0,2.0,3616.0,914.44858156562,0.0,,793.67,1681391258.0,2
279,2,,0.5,120.78,914.44858156562,398,0.0,0.0,,56749,32800,,,2.0,0,,,29184.0,2.0,3616.0,914.44858156562,0.0,,793.67,1681391260.0,2
280,2,,0.5,120.78,914.44858156562,399,0.0,0.0,,57821,32800,,,2.0,0,,,29184.0,2.0,3616.0,914.44858156562,0.0,,793.67,1681391261.0,2
281,2,,0.5,120.78,914.44858156562,400,0.0,0.0,,58897,32800,,,2.0,0,,,29184.0,2.0,3616.0,914.44858156562,0.0,,793.67,1681391262.0,2
282,2,,0.5,120.78,914.44858156562,401,0.0,0.0,,59974,32800,,,2.0,0,,,29184.0,2.0,3616.0,914.44858156562,0.0,,793.67,1681391263.0,2
283,2,,0.5,120.78,914.44858156562,402,0.0,0.0,,61048,32800,,,2.0,0,,,29184.0,2.0,3616.0,914.44858156562,0.0,,793.67,1681391264.0,2
284,2,,0.5,120.78,914.44858156562,403,0.0,0.0,,62126,32800,,,2.0,0,,,29184.0,2.0,3616.0,914.44858156562,0.0,,793.67,1681391265.0,2
285,2,,0.5,120.78,914.44858156562,405,0.0,0.0,,63205,32800,,,2.0,0,,,29184.0,2.0,3616.0,914.44858156562,0.0,,793.67,1681391267.0,2
286,2,,0.5,120.78,914.44858156562,406,0.0,0.0,,64280,32800,,,2.0,0,,,29184.0,2.0,3616.0,914.44858156562,0.0,,793.67,1681391268.0,2
287,2,,0.5,120.78,914.44858156562,407,0.0,0.0,,65355,32800,,,2.0,0,,,29184.0,2.0,3616.0,914.44858156562,0.0,,793.67,1681391269.0,2
288,2,,0.5,120.78,914.44858156562,408,0.0,0.0,,66433,32800,,,2.0,0,,,29184.0,2.0,3616.0,914.44858156562,0.0,,793.67,1681391270.0,2
289,2,,0.5,120.78,914.44858156562,409,0.0,0.0,,67508,32800,,,2.0,0,,,29184.0,2.0,3616.0,914.44858156562,0.0,,793.67,1681391271.0,2
290,2,,0.5,120.78,914.44858156562,411,0.0,0.0,,68586,32800,,,2.0,0,,,29184.0,2.0,3616.0,914.44858156562,0.0,,793.67,1681391273.0,2
291,2,,0.5,120.78,914.44858156562,412,0.0,0.0,,69663,32800,,,2.0,0,,,29184.0,2.0,3616.0,914.44858156562,0.0,,793.67,1681391274.0,2
292,2,,0.5,120.78,914.44858156562,413,0.0,0.0,,70737,32800,,,2.0,0,,,29184.0,2.0,3616.0,914.44858156562,0.0,,793.67,1681391275.0,2
293,2,,0.5,120.78,914.44858156562,414,0.0,0.0,,71814,32800,,,2.0,0,,,29184.0,2.0,3616.0,914.44858156562,0.0,,793.67,1681391276.0,2
294,2,,0.5,120.78,914.44858156562,415,0.0,0.0,,72891,32800,,,2.0,0,,,29184.0,2.0,3616.0,914.44858156562,0.0,,793.67,1681391277.0,2
295,2,,0.5,120.78,914.44858156562,416,0.0,0.0,,73970,32800,,,2.0,0,,,29184.0,2.0,3616.0,914.44858156562,0.0,,793.67,1681391278.0,2
296,2,,0.5,120.78,914.44858156562,418,0.0,0.0,,75045,32800,,,2.0,0,,,29184.0,2.0,3616.0,914.44858156562,0.0,,793.67,1681391280.0,2
297,2,,0.5,120.78,914.44858156562,419,0.0,0.0,,76122,32800,,,2.0,0,,,29184.0,2.0,3616.0,914.44858156562,0.0,,793.67,1681391281.0,2
298,2,,0.5,120.78,914.44858156562,420,0.0,0.0,,77198,32800,,,2.0,0,,,29184.0,2.0,3616.0,914.44858156562,0.0,,793.67,1681391282.0,2
299,2,,0.5,120.78,914.44858156562,421,0.0,0.0,,78276,32800,,,2.0,0,,,29184.0,2.0,3616.0,914.44858156562,0.0,,793.67,1681391283.0,2
300,2,,0.5,120.78,914.44858156562,422,0.0,0.0,,79357,32800,,,2.0,0,,,29184.0,2.0,3616.0,914.44858156562,0.0,,793.67,1681391284.0,2
301,2,,0.5,120.78,914.44858156562,423,0.0,0.0,,80443,32800,,,2.0,0,,,29184.0,2.0,3616.0,914.44858156562,0.0,,793.67,1681391285.0,2
302,2,,0.5,120.78,914.44858156562,425,0.0,0.0,,81519,32800,,,2.0,0,,,29184.0,2.0,3616.0,914.44858156562,0.0,,793.67,1681391287.0,2
303,2,,0.5,120.78,914.44858156562,426,0.0,0.0,,82594,32800,,,2.0,0,,,29184.0,2.0,3616.0,914.44858156562,0.0,,793.67,1681391288.0,2
304,2,,0.5,120.78,914.44858156562,427,0.0,0.0,,83674,32800,,,2.0,0,,,29184.0,2.0,3616.0,914.44858156562,0.0,,793.67,1681391289.0,2
305,2,,0.5,120.78,914.44858156562,428,0.0,0.0,,84752,32800,,,2.0,0,,,29184.0,2.0,3616.0,914.44858156562,0.0,,793.67,1681391290.0,2
306,2,,0.5,120.78,914.44858156562,429,0.0,0.0,,85831,32800,,,2.0,0,,,29184.0,2.0,3616.0,914.44858156562,0.0,,793.67,1681391291.0,2
307,2,,0.5,120.78,914.44858156562,431,0.0,0.0,,86907,32800,,,2.0,0,,,29184.0,2.0,3616.0,914.44858156562,0.0,,793.67,1681391293.0,2
308,2,,0.5,120.78,914.44858156562,432,0.0,0.0,,87981,32800,,,2.0,0,,,29184.0,2.0,3616.0,914.44858156562,0.0,,793.67,1681391294.0,2
309,2,,0.5,120.78,914.44858156562,433,0.0,0.0,,89060,32800,,,2.0,0,,,29184.0,2.0,3616.0,914.44858156562,0.0,,793.67,1681391295.0,2
310,2,,0.5,120.78,914.44858156562,434,0.0,0.0,,90136,32800,,,2.0,0,,,29184.0,2.0,3616.0,914.44858156562,0.0,,793.67,1681391296.0,2
311,2,,0.5,120.78,914.44858156562,435,0.0,0.0,,91213,32800,,,2.0,0,,,29184.0,2.0,3616.0,914.44858156562,0.0,,793.67,1681391297.0,2
312,2,,0.5,120.78,914.44858156562,436,0.0,0.0,,92290,32800,,,2.0,0,,,29184.0,2.0,3616.0,914.44858156562,0.0,,793.67,1681391298.0,2
313,2,,0.5,120.78,914.44858156562,438,0.0,0.0,,93366,32800,,,2.0,0,,,29184.0,2.0,3616.0,914.44858156562,0.0,,793.67,1681391300.0,2
314,2,,0.5,120.78,914.44858156562,439,0.0,0.0,,94441,32800,,,2.0,0,,,29184.0,2.0,3616.0,914.44858156562,0.0,,793.67,1681391301.0,2
315,2,,0.5,120.78,914.44858156562,440,0.0,0.0,,95514,32800,,,2.0,0,,,29184.0,2.0,3616.0,914.44858156562,0.0,,793.67,1681391302.0,2
316,2,,0.5,120.78,914.44858156562,441,0.0,0.0,,96590,32800,,,2.0,0,,,29184.0,2.0,3616.0,914.44858156562,0.0,,793.67,1681391303.0,2
317,2,,0.5,120.78,914.44858156562,442,0.0,0.0,,97665,32800,,,2.0,0,,,29184.0,2.0,3616.0,914.44858156562,0.0,,793.67,1681391304.0,2
318,2,,0.5,120.78,914.44858156562,443,0.0,0.0,,98740,32800,,,2.0,0,,,29184.0,2.0,3616.0,914.44858156562,0.0,,793.67,1681391305.0,2
319,2,,0.5,120.78,914.44858156562,445,0.0,0.0,,99818,32800,,,2.0,0,,,29184.0,2.0,3616.0,914.44858156562,0.0,,793.67,1681391307.0,2
320,2,,0.5,120.78,914.44858156562,446,0.0,0.0,,100898,32800,,,2.0,0,,,29184.0,2.0,3616.0,914.44858156562,0.0,,793.67,1681391308.0,2
321,2,,0.5,120.78,914.44858156562,447,0.0,0.0,,101970,32800,,,2.0,0,,,29184.0,2.0,3616.0,914.44858156562,0.0,,793.67,1681391309.0,2
322,2,,0.5,120.78,914.44858156562,448,0.0,0.0,,103042,32800,,,2.0,0,,,29184.0,2.0,3616.0,914.44858156562,0.0,,793.67,1681391310.0,2
323,2,,0.5,120.78,914.44858156562,449,0.0,0.0,,104116,32800,,,2.0,0,,,29184.0,2.0,3616.0,914.44858156562,0.0,,793.67,1681391311.0,2
324,2,,0.5,120.78,914.44858156562,451,0.0,0.0,,105189,32800,,,2.0,0,,,29184.0,2.0,3616.0,914.44858156562,0.0,,793.67,1681391313.0,2
325,2,,0.5,120.78,914.44858156562,452,0.0,0.0,,106264,32800,,,2.0,0,,,29184.0,2.0,3616.0,914.44858156562,0.0,,793.67,1681391314.0,2
326,2,,0.5,120.78,914.44858156562,453,0.0,0.0,,107341,32800,,,2.0,0,,,29184.0,2.0,3616.0,914.44858156562,0.0,,793.67,1681391315.0,2
327,2,,0.5,120.78,914.44858156562,454,0.0,0.0,,108418,32800,,,2.0,0,,,29184.0,2.0,3616.0,914.44858156562,0.0,,793.67,1681391316.0,2
328,2,,0.5,120.78,914.44858156562,455,0.0,0.0,,109493,32800,,,2.0,0,,,29184.0,2.0,3616.0,914.44858156562,0.0,,793.67,1681391317.0,2
329,2,,0.5,120.78,914.44858156562,456,0.0,0.0,,110569,32800,,,2.0,0,,,29184.0,2.0,3616.0,914.44858156562,0.0,,793.67,1681391318.0,2
330,2,,0.5,120.78,914.44858156562,458,0.0,0.0,,111643,32800,,,2.0,0,,,29184.0,2.0,3616.0,914.44858156562,0.0,,793.67,1681391320.0,2
331,2,,0.5,120.78,914.44858156562,459,0.0,0.0,,112717,32800,,,2.0,0,,,29184.0,2.0,3616.0,914.44858156562,0.0,,793.67,1681391321.0,2
332,2,,0.5,120.78,914.44858156562,460,0.0,0.0,,113793,32800,,,2.0,0,,,29184.0,2.0,3616.0,914.44858156562,0.0,,793.67,1681391322.0,2
333,2,,0.5,120.78,914.44858156562,461,0.0,0.0,,114869,32800,,,2.0,0,,,29184.0,2.0,3616.0,914.44858156562,0.0,,793.67,1681391323.0,2
334,2,,0.5,120.78,914.44858156562,462,0.0,0.0,,115941,32800,,,2.0,0,,,29184.0,2.0,3616.0,914.44858156562,0.0,,793.67,1681391324.0,2
335,2,,0.5,120.78,914.44858156562,463,0.0,0.0,,117023,32800,,,2.0,0,,,29184.0,2.0,3616.0,914.44858156562,0.0,,793.67,1681391325.0,2
336,2,,0.5,120.78,914.44858156562,465,0.0,0.0,,118099,32800,,,2.0,0,,,29184.0,2.0,3616.0,914.44858156562,0.0,,793.67,1681391327.0,2
337,2,,0.5,120.78,914.44858156562,466,0.0,0.0,,119174,32800,,,2.0,0,,,29184.0,2.0,3616.0,914.44858156562,0.0,,793.67,1681391328.0,2
338,2,,0.5,120.78,914.44858156562,467,0.0,0.0,,120252,32800,,,2.0,0,,,29184.0,2.0,3616.0,914.44858156562,0.0,,793.67,1681391329.0,2
339,2,,0.5,120.78,914.44858156562,468,0.0,0.0,,121325,32800,,,2.0,0,,,29184.0,2.0,3616.0,914.44858156562,0.0,,793.67,1681391330.0,2
340,2,,0.5,120.78,914.44858156562,469,0.0,0.0,,122402,32800,,,2.0,0,,,29184.0,2.0,3616.0,914.44858156562,0.0,,793.67,1681391331.0,2
341,2,,0.5,120.78,914.44858156562,471,0.0,0.0,,123477,32800,,,2.0,0,,,29184.0,2.0,3616.0,914.44858156562,0.0,,793.67,1681391333.0,2
342,2,,0.5,120.78,914.44858156562,472,0.0,0.0,,124551,32800,,,2.0,0,,,29184.0,2.0,3616.0,914.44858156562,0.0,,793.67,1681391334.0,2
343,2,,0.5,120.78,914.44858156562,473,0.0,0.0,,125625,32800,,,2.0,0,,,29184.0,2.0,3616.0,914.44858156562,0.0,,793.67,1681391335.0,2
344,2,,0.5,120.78,914.44858156562,474,0.0,0.0,,126701,32800,,,2.0,0,,,29184.0,2.0,3616.0,914.44858156562,0.0,,793.67,1681391336.0,2
345,2,,0.5,120.78,914.44858156562,475,0.0,0.0,,127776,32800,,,2.0,0,,,29184.0,2.0,3616.0,914.44858156562,0.0,,793.67,1681391337.0,2
346,2,,0.5,120.78,914.44858156562,476,0.0,0.0,,128857,32800,,,2.0,0,,,29184.0,2.0,3616.0,914.44858156562,0.0,,793.67,1681391338.0,2
347,2,,0.5,120.78,914.44858156562,478,0.0,0.0,,129934,32800,,,2.0,0,,,29184.0,2.0,3616.0,914.44858156562,0.0,,793.67,1681391340.0,2
348,2,,0.5,120.78,914.44858156562,479,0.0,0.0,,131009,32800,,,2.0,0,,,29184.0,2.0,3616.0,914.44858156562,0.0,,793.67,1681391341.0,2
349,2,,0.5,120.78,914.44858156562,480,0.0,0.0,,132086,32800,,,2.0,0,,,29184.0,2.0,3616.0,914.44858156562,0.0,,793.67,1681391342.0,2
350,2,,0.5,120.78,914.44858156562,481,0.0,0.0,,133159,32800,,,2.0,0,,,29184.0,2.0,3616.0,914.44858156562,0.0,,793.67,1681391343.0,2
351,2,,0.5,120.78,914.44858156562,482,0.0,0.0,,134233,32800,,,2.0,0,,,29184.0,2.0,3616.0,914.44858156562,0.0,,793.67,1681391344.0,2
352,2,,0.5,120.78,914.44858156562,483,0.0,0.0,,135309,32800,,,2.0,0,,,29184.0,2.0,3616.0,914.44858156562,0.0,,793.67,1681391345.0,2
353,2,,0.5,120.78,914.44858156562,485,0.0,0.0,,136386,32800,,,2.0,0,,,29184.0,2.0,3616.0,914.44858156562,0.0,,793.67,1681391347.0,2
354,2,,0.5,120.78,914.44858156562,486,0.0,0.0,,137460,32800,,,2.0,0,,,29184.0,2.0,3616.0,914.44858156562,0.0,,793.67,1681391348.0,2
355,2,,0.5,120.78,914.44858156562,487,0.0,0.0,,138536,32800,,,2.0,0,,,29184.0,2.0,3616.0,914.44858156562,0.0,,793.67,1681391349.0,2
356,2,,0.5,120.78,914.44858156562,488,0.0,0.0,,139611,32800,,,2.0,0,,,29184.0,2.0,3616.0,914.44858156562,0.0,,793.67,1681391350.0,2
357,2,,0.5,120.78,914.44858156562,489,0.0,0.0,,140689,32800,,,2.0,0,,,29184.0,2.0,3616.0,914.44858156562,0.0,,793.67,1681391351.0,2
358,2,,0.5,120.78,914.44858156562,491,0.0,0.0,,141761,32800,,,2.0,0,,,29184.0,2.0,3616.0,914.44858156562,0.0,,793.67,1681391353.0,2
359,2,,0.5,120.78,914.44858156562,492,0.0,0.0,,142835,32800,,,2.0,0,,,29184.0,2.0,3616.0,914.44858156562,0.0,,793.67,1681391354.0,2
360,2,,0.5,120.78,914.44858156562,493,0.0,0.0,,143909,32800,,,2.0,0,,,29184.0,2.0,3616.0,914.44858156562,0.0,,793.67,1681391355.0,2
361,3,,10.0,120.78,914.44858156562,494,0.0,34.49,,1224,0,,,2.0,0,,,29184.0,2.0,3616.0,914.44858156562,0.0,,793.67,1681391356.0,2
362,3,0.0,10.0,120.78,914.44858156562,495,0.0,33.32,213.57057190852052,2299,0,32800.0,153.57921134401113,3.0,0,0.0,3.0,0.0,3.0,0.0,914.44858156562,0.0,98912.0,793.67,1681391357.0,2
363,3,,10.0,120.78,914.44858156562,496,0.0,32.14,,3374,0,,,3.0,0,,,0.0,3.0,0.0,914.44858156562,0.0,,793.67,1681391358.0,2
364,3,,10.0,120.78,914.44858156562,498,0.0,30.97,,4447,0,,,3.0,0,,,0.0,3.0,0.0,914.44858156562,0.0,,793.67,1681391360.0,2
365,3,,10.0,120.78,120.78126504086497,499,0.0,265.99,,642,0,,,3.0,0,,,0.0,3.0,0.0,120.78126504086497,0.0,,793.67,1681391361.0,1
366,3,,10.0,120.78,120.78126504086497,500,0.0,264.66,,802,0,,,,0,,,,3.0,0.0,120.78126504086497,,,,1681391362.0,1
367,3,,10.0,120.78,120.78126504086497,501,0.0,263.64,,925,0,,,,0,,,,3.0,0.0,120.78126504086497,,,,1681391363.0,1
368,3,,10.0,120.78,120.78126504086497,502,0.0,262.63,,1048,0,,,,0,,,,3.0,0.0,120.78126504086497,,,,1681391364.0,1
369,3,,10.0,120.78,120.78126504086497,503,0.0,261.61,,1170,0,,,,0,,,,3.0,0.0,120.78126504086497,,,,1681391365.0,1
370,3,,10.0,120.78,120.78126504086497,504,0.0,260.59,,1293,0,,,,0,,,,3.0,0.0,120.78126504086497,,,,1681391366.0,1
371,3,,10.0,120.78,120.78126504086497,505,0.0,259.58,,1416,0,,,,0,,,,3.0,0.0,120.78126504086497,,,,1681391367.0,1
372,3,,10.0,120.78,120.78126504086497,506,0.0,258.56,,1539,0,,,,0,,,,3.0,0.0,120.78126504086497,,,,1681391368.0,1
373,3,,10.0,120.78,120.78126504086497,507,0.0,257.55,,1661,0,,,,0,,,,3.0,0.0,120.78126504086497,,,,1681391369.0,1
374,3,,10.0,120.78,120.78126504086497,508,0.0,256.53,,1784,0,,,,0,,,,3.0,0.0,120.78126504086497,,,,1681391370.0,1
375,3,,10.0,120.78,120.78126504086497,509,0.0,255.51,,1907,0,,,,0,,,,3.0,0.0,120.78126504086497,,,,1681391371.0,1
376,3,,10.0,120.78,120.78126504086497,510,0.0,254.49,,2030,0,,,,0,,,,3.0,0.0,120.78126504086497,,,,1681391372.0,1
377,3,,10.0,120.78,120.78126504086497,511,0.0,253.47,,2153,0,,,,0,,,,3.0,0.0,120.78126504086497,,,,1681391373.0,1
378,3,,10.0,120.78,120.78126504086497,512,0.0,252.46,,2276,0,,,,0,,,,3.0,0.0,120.78126504086497,,,,1681391374.0,1
379,3,,10.0,120.78,120.78126504086497,513,0.0,251.44,,2399,0,,,,0,,,,3.0,0.0,120.78126504086497,,,,1681391375.0,1
380,3,,10.0,120.78,120.78126504086497,514,0.0,250.42,,2522,0,,,,0,,,,3.0,0.0,120.78126504086497,,,,1681391376.0,1
381,3,,10.0,120.78,120.78126504086497,515,0.0,249.4,,2645,0,,,,0,,,,3.0,0.0,120.78126504086497,,,,1681391377.0,1
382,3,,10.0,120.78,120.78126504086497,516,0.0,248.38,,2768,0,,,,0,,,,3.0,0.0,120.78126504086497,,,,1681391378.0,1
383,3,,10.0,120.78,120.78126504086497,517,0.0,247.37,,2891,0,,,,0,,,,3.0,0.0,120.78126504086497,,,,1681391379.0,1
384,3,,10.0,120.78,120.78126504086497,518,0.0,246.35,,3014,0,,,,0,,,,3.0,0.0,120.78126504086497,,,,1681391380.0,1
385,3,,10.0,120.78,120.78126504086497,519,0.0,245.33,,3137,0,,,,0,,,,3.0,0.0,120.78126504086497,,,,1681391381.0,1
386,3,,10.0,120.78,120.78126504086497,520,0.0,244.31,,3261,0,,,,0,,,,3.0,0.0,120.78126504086497,,,,1681391382.0,1
387,3,,10.0,120.78,120.78126504086497,521,0.0,243.29,,3384,0,,,,0,,,,3.0,0.0,120.78126504086497,,,,1681391383.0,1
388,3,,10.0,120.78,120.78126504086497,522,0.0,242.27,,3507,0,,,,0,,,,3.0,0.0,120.78126504086497,,,,1681391384.0,1
389,3,,10.0,120.78,120.78126504086497,523,0.0,241.25,,3629,0,,,,0,,,,3.0,0.0,120.78126504086497,,,,1681391385.0,1
390,3,,10.0,120.78,120.78126504086497,525,0.0,240.23,,3752,0,,,,0,,,,3.0,0.0,120.78126504086497,,,,1681391387.0,1
391,3,,10.0,120.78,120.78126504086497,526,0.0,239.21,,3876,0,,,,0,,,,3.0,0.0,120.78126504086497,,,,1681391388.0,1
392,3,,10.0,120.78,120.78126504086497,527,0.0,238.2,,3998,0,,,,0,,,,3.0,0.0,120.78126504086497,,,,1681391389.0,1
393,3,,10.0,120.78,120.78126504086497,528,0.0,237.18,,4121,0,,,,0,,,,3.0,0.0,120.78126504086497,,,,1681391390.0,1
394,3,,10.0,120.78,120.78126504086497,529,0.0,236.16,,4244,0,,,,0,,,,3.0,0.0,120.78126504086497,,,,1681391391.0,1
395,3,,10.0,120.78,120.78126504086497,530,0.0,235.14,,4367,0,,,,0,,,,3.0,0.0,120.78126504086497,,,,1681391392.0,1
396,3,,10.0,120.78,120.78126504086497,531,0.0,234.12,,4490,0,,,,0,,,,3.0,0.0,120.78126504086497,,,,1681391393.0,1
397,3,,10.0,120.78,120.78126504086497,532,0.0,233.11,,4613,0,,,,0,,,,3.0,0.0,120.78126504086497,,,,1681391394.0,1
398,3,,10.0,120.78,120.78126504086497,533,0.0,232.09,,4736,0,,,,0,,,,3.0,0.0,120.78126504086497,,,,1681391395.0,1
399,3,,10.0,120.78,120.78126504086497,534,0.0,231.08,,4858,0,,,,0,,,,3.0,0.0,120.78126504086497,,,,1681391396.0,1
400,3,,10.0,120.78,120.78126504086497,535,0.0,230.06,,4981,0,,,,0,,,,3.0,0.0,120.78126504086497,,,,1681391397.0,1
401,3,,10.0,120.78,120.78126504086497,536,0.0,229.04,,5104,0,,,,0,,,,3.0,0.0,120.78126504086497,,,,1681391398.0,1
402,3,,10.0,120.78,120.78126504086497,537,0.0,228.02,,5227,0,,,,0,,,,3.0,0.0,120.78126504086497,,,,1681391399.0,1
403,3,,10.0,120.78,120.78126504086497,538,0.0,227.01,,5350,0,,,,0,,,,3.0,0.0,120.78126504086497,,,,1681391400.0,1
404,3,,10.0,120.78,120.78126504086497,539,0.0,225.99,,5473,0,,,,0,,,,3.0,0.0,120.78126504086497,,,,1681391401.0,1
405,3,,10.0,120.78,120.78126504086497,540,0.0,224.97,,5596,0,,,,0,,,,3.0,0.0,120.78126504086497,,,,1681391402.0,1
406,3,,10.0,120.78,120.78126504086497,541,0.0,223.95,,5719,0,,,,0,,,,3.0,0.0,120.78126504086497,,,,1681391403.0,1
407,3,,10.0,120.78,120.78126504086497,542,0.0,222.93,,5842,0,,,,0,,,,3.0,0.0,120.78126504086497,,,,1681391404.0,1
408,3,,10.0,120.78,120.78126504086497,543,0.0,221.92,,5965,0,,,,0,,,,3.0,0.0,120.78126504086497,,,,1681391405.0,1
409,3,,10.0,120.78,120.78126504086497,544,0.0,220.9,,6088,0,,,,0,,,,3.0,0.0,120.78126504086497,,,,1681391406.0,1
410,3,,10.0,120.78,120.78126504086497,545,0.0,219.88,,6211,0,,,,0,,,,3.0,0.0,120.78126504086497,,,,1681391407.0,1
411,3,,10.0,120.78,120.78126504086497,546,0.0,218.86,,6334,0,,,,0,,,,3.0,0.0,120.78126504086497,,,,1681391408.0,1
412,3,,10.0,120.78,120.78126504086497,547,0.0,217.84,,6457,0,,,,0,,,,3.0,0.0,120.78126504086497,,,,1681391409.0,1
413,3,,10.0,120.78,120.78126504086497,548,0.0,216.82,,6580,0,,,,0,,,,3.0,0.0,120.78126504086497,,,,1681391410.0,1
414,3,,10.0,120.78,120.78126504086497,549,0.0,215.81,,6702,0,,,,0,,,,3.0,0.0,120.78126504086497,,,,1681391411.0,1
415,3,,10.0,120.78,120.78126504086497,550,0.0,214.79,,6825,0,,,,0,,,,3.0,0.0,120.78126504086497,,,,1681391412.0,1
416,3,,10.0,120.78,120.78126504086497,551,0.0,213.77,,6948,0,,,,0,,,,3.0,0.0,120.78126504086497,,,,1681391413.0,1
417,3,,10.0,120.78,120.78126504086497,552,0.0,212.76,,7071,0,,,,0,,,,3.0,0.0,120.78126504086497,,,,1681391414.0,1
418,3,,10.0,120.78,120.78126504086497,553,0.0,211.74,,7194,0,,,,0,,,,3.0,0.0,120.78126504086497,,,,1681391415.0,1
