_step,_runtime,cpu/logical_core_count,memory/total_memory_sys_MB,_timestamp,cpu/load/avg_sys_load_fifteen_min_percent,disk/time/disk_read_time_sys_s,disk/time/disk_busy_time_sys_s,memory/used_memory_sys_MB,bandwidth/disk_write_sys_bandwidth_MBs,cpu/interrupts/ctx_switches_count,bandwidth/net_sent_sys_bandwidth_Mbits,process/memory/shared_memory_proc_MB,disk/counter/disk_write_sys_count,process/memory/resident_set_size_proc_MB,disk/counter/disk_read_sys_count,process/memory/dirty_pages_proc_count,bandwidth/disk_read_sys_bandwidth_MBs,cpu/load/avg_sys_load_one_min_percent,cpu/interrupts/soft_interrupts_count,bandwidth/net_recv_sys_bandwidth_Mbits,memory/available_memory_sys_MB,process/memory/text_resident_set_proc_MB,process/voluntary_proc_ctx_switches,disk/time/disk_write_time_sys_s,process/memory/lib_memory_proc_MB,process/memory/data_resident_set_proc_MB,cpu/interrupts/interrupts_count,memory/used_memory_sys_percent,cpu/load/avg_sys_load_five_min_percent,process/memory/virtual_memory_size_proc_MB,process/involuntary_proc_ctx_switches,02_timing/loss_calc_time_s,02_timing/forward_time_s,02_timing/opt_step_time_s,02_timing/backward_time_s,02_timing/dataload_cuda_move_time_s,03_hivemind/num_peers,01_general/locally_processed_samples,01_general/minibatch_loss,02_timing/step_time_s,03_hivemind/global_epoch,01_general/lr,02_timing/dataload_time_s,01_general/dataset_iteration_count,01_general/step
0,0,30.0,211076.595712,1683052849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0,,,1683052849,2.433333333333333,0.0,0.0,1292.312576,0.0,22.0,2.2077074630997187,177.979392,0.0,394.40384,0.0,0.0,0.0,0.6666666666666667,4.0,0.25172630984514394,208041.5744,2.711552,142.0,0.0,2481.434624,0.0,17.0,1.4,2.566666666666667,9975.287808,50.0,,,,,,,,,,,,,,
2,1,,,1683052850,2.433333333333333,0.0,0.007999999999981355,1452.83072,0.012253413054179402,3792.0,0.5905251614821446,182.76352,3.0,422.723584,0.0,0.0,0.0,0.8666666666666666,1926.0,0.6372652312121224,207881.05216,2.711552,172.0,0.0010000000000047748,2521.997312,0.0,3598.0,1.5,2.566666666666667,10150.580224,58.0,,,,,,,,,,,,,,
3,2,,,1683052851,2.433333333333333,0.0,0.012000000000000455,1957.830656,0.004086392708578316,4540.0,0.0173113003386597,185.05728,4.0,936.583168,0.0,0.0,0.0,0.8666666666666666,2187.0,0.04233247435132779,207376.052224,2.711552,177.0,0.0010000000000047748,3046.281216,0.0,4317.0,1.8,2.566666666666667,10674.85184,71.0,,,,,,,,,,,,,,
4,3,,,1683052852,2.433333333333333,0.0,0.01999999999998181,2678.042624,0.46589121105116715,5181.0,0.06828569268612987,185.05728,84.0,1655.406592,0.0,0.0,0.0,0.8666666666666666,2446.0,0.06970648215832047,206655.840256,2.711552,177.0,0.03499999999999659,3756.027904,0.0,5009.0,2.1,2.566666666666667,11384.594432,87.0,,,,,,,,,,,,,,
5,4,,,1683052853,2.433333333333333,0.0,0.02400000000000091,2878.029824,0.0040864899023070715,5826.0,0.020200988199767293,185.05728,85.0,1854.91456,0.0,0.0,0.0,0.8666666666666666,2677.0,0.01675301224919364,206455.853056,2.711552,177.0,0.03499999999999659,3953.455104,0.0,5666.0,2.2,2.566666666666667,11582.021632,98.0,,,,,,,,,,,,,,
6,5,,,1683052854,2.433333333333333,0.0,0.036000000000001364,2980.47488,0.17571914952474482,6354.0,0.05934990896845652,185.05728,88.0,1956.98688,0.0,0.0,0.0,0.8666666666666666,2839.0,0.012618639903566205,206353.408,2.711552,177.0,0.03700000000000614,4163.801088,0.0,6275.0,2.2,2.566666666666667,11792.367616,112.0,,,,,,,,,,,,,,
7,6,,,1683052855,2.433333333333333,0.0,0.03999999999999204,3653.230592,0.0040866376639241,8168.0,0.17214961141676405,393.05216,89.0,2756.063232,0.0,0.0,0.0,1.0666666666666667,3835.0,0.20480280417278796,205670.146048,2.711552,210.0,0.03799999999998249,4897.775616,0.0,9586.0,2.6,2.6,13537.419264,125.0,,,,,,,,,,,,,,
8,7,,,1683052856,2.433333333333333,0.0,0.04399999999998272,3224.940544,0.004086678485410846,11055.0,0.12079646920747829,938.889216,90.0,2937.872384,0.0,0.0,0.0,1.0666666666666667,5217.0,0.08383278155270464,205626.576896,2.711552,335.0,0.03799999999998249,4575.961088,0.0,12547.0,2.6,2.6,17547.177984,130.0,,,,,,,,,,,,,,
9,8,,,1683052857,2.433333333333333,0.0,0.0519999999999925,7782.612992,0.2771946015932464,17912.0,0.5558541562919684,2127.028224,117.0,8197.267456,0.0,0.0,0.0,1.0666666666666667,8932.0,1.3462361554780335,199882.309632,2.711552,659.0,0.05099999999998772,8650.313728,0.0,266400.0,5.3,2.6,26332.42624,139.0,,,,,,,,,,,,,,
10,9,,,1683052858,2.433333333333333,0.0,0.055999999999983174,8893.775872,0.003740077273271889,24757.0,0.4539299648570051,3309.375488,118.0,9543.172096,0.0,0.0,0.0,1.0666666666666667,12640.0,0.4833100250023988,197581.336576,2.711552,1064.0,0.0519999999999925,8822.571008,0.0,817863.0,6.4,2.6,27753.418752,146.0,,,,,,,,,,,,,,
11,10,,,1683052859,2.466666666666667,0.0,0.060000000000002274,9096.392704,0.004084880856733045,45821.0,1.94065349283977,3309.498368,119.0,9543.712768,0.0,0.0,0.0,1.2666666666666666,32343.0,257.0139217009495,197374.029824,2.711552,1145.0,0.0519999999999925,8899.284992,0.0,840741.0,6.5,2.6,28437.798912,146.0,,,,,,,,,,,,,,
12,11,,,1683052860,2.466666666666667,0.0,0.06399999999999295,10061.27104,0.09399447723194873,50166.0,0.5920550567982434,3498.74176,122.0,9733.296128,0.0,0.0,0.0,1.2666666666666666,38273.0,167.10609706334137,196402.909184,2.711552,1162.0,0.05299999999999727,8908.095488,0.0,846395.0,7.0,2.6,32137.846784,152.0,8.594000064476859e-06,0.8902305040001011,0.005973440000161645,0.025955391000024974,0.0015547849998256424,,,,,,,,,
13,11,,,1683052860,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,32.0,10.94771671295166,2.308271029000025,0.0,0.0001,1.3845483149998472,0.0,0.0
14,11,,,1683052860,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0004166469998381217,0.019333421999363054,0.008211925000068732,0.026046909999422496,0.0019787679993896745,0.0,64.0,10.85399055480957,0.056263958997988084,0.0,0.0001,0.0002762869999060058,0.0,1.0
15,12,,,1683052861,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0005088950001663761,0.01904295300028025,0.008318154999869876,0.02661841499957518,0.002034215000094264,0.0,96.0,10.943978309631348,0.05681091800033755,0.0,0.0001,0.00028828500035160687,0.0,2.0
16,12,,,1683052861,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00042884899994533043,0.018757482999717467,0.008412606999627315,0.026800328999343037,0.0020717190000141272,0.0,128.0,10.847830772399902,0.05673024199950305,0.0,0.0001,0.0002592550008557737,0.0,3.0
17,12,,,1683052861,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00043132100017828634,0.01835541899981763,0.008487031999720784,0.02703536399985751,0.002086329000121623,0.0,160.0,11.000550270080566,0.05715124800008198,0.0,0.0001,0.0007557830003861454,0.0,4.0
18,12,,,1683052861,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0004987520005670376,0.0189284640000551,0.00852714000029664,0.02660940399982792,0.0020564110000123037,0.0,192.0,10.762165069580078,0.05717620400082524,0.0,0.0001,0.0005560330000662361,0.0,5.0
19,12,,,1683052861,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0004475539999475586,0.018322905999411887,0.008611485000074026,0.02704064799945627,0.0020676009999078815,0.0,224.0,10.985490798950195,0.056784493998748076,0.0,0.0001,0.00029429999995045364,0.0,6.0
20,12,,,1683052861,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0004303229998185998,0.01846180199936498,0.00848892399972101,0.027004820999536605,0.002050979000159714,0.0,256.0,10.992508888244629,0.056736599998657766,0.0,0.0001,0.0002997510000568582,0.0,7.0
21,12,,,1683052861,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0004479629997149459,0.018690867999794136,0.008428309999544581,0.026742124999145744,0.002042551999693387,0.0,288.0,11.051517486572266,0.05691726099757943,0.0,0.0001,0.0005654429996866384,0.0,8.0
22,12,,,1683052861,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00044601299941859907,0.018642730999999912,0.008524369999577175,0.02738909799973044,0.0020669330006057862,0.0,320.0,10.897336959838867,0.05737270899953728,0.0,0.0001,0.00030356400020536967,0.0,9.0
23,12,,,1683052861,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0004339440001785988,0.019463575999907334,0.0085170129996186,0.026663151999855472,0.0020344820004538633,0.0,352.0,10.759765625,0.057413377000557375,0.0,0.0001,0.0003012100005435059,0.0,10.0
24,12,,,1683052861,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00048457600041729165,0.022693304999847896,0.0065279540003757575,0.026391991000309645,0.0020317479993536836,0.0,384.0,11.01440143585205,0.05840467100006208,0.0,0.0001,0.00027509699975780677,0.0,11.0
25,12,,,1683052861,2.466666666666667,0.0,0.11599999999998545,10078.580736,0.053131256520239936,67643.0,2.105565513298369,3498.438656,135.0,9733.173248,0.0,0.0,0.0,1.2666666666666666,45755.0,90.89341103243625,196387.45088,2.711552,1330.0,0.05699999999998795,8908.120064,0.0,856942.0,7.0,2.6,32134.201344,175.0,0.0004938250003760913,0.01898431200061168,,,0.0020667810003942577,,,,,,,,,
26,12,,,1683052861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.008461527999315877,0.026597625000249536,,0.0,416.0,10.80672550201416,0.05715550400054781,0.0,0.0001,0.0005514329996003653,0.0,12.0
27,12,,,1683052861,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00048437899931741413,0.018924156000139192,0.008614968000074441,0.026596470000185946,0.0020703660002254765,0.0,448.0,11.020867347717285,0.057009987000128604,0.0,0.0001,0.0003196480001861346,0.0,13.0
28,13,,,1683052862,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0004444010000952403,0.019421523000346497,0.008652891000565432,0.026062898999953177,0.001997705999201571,0.0,480.0,10.953001022338867,0.05689663999964978,0.0,0.0001,0.00031721999948786106,0.0,14.0
29,13,,,1683052862,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00044627999977819854,0.019005713000296964,0.00865026600058627,0.026581873000395717,0.002035794000221358,0.0,512.0,10.960315704345703,0.05703337100203498,0.0,0.0001,0.00031344500075647375,0.0,15.0
30,13,,,1683052862,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0005888830000913003,0.01967652100029227,0.008598513999459101,0.02570175099936023,0.002004569999371597,0.0,544.0,10.98676872253418,0.05802523199872667,0.0,0.0001,0.0014549930001521716,0.0,16.0
31,13,,,1683052862,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0004846580004596035,0.01994217099945672,0.008689253999364155,0.025396145999366126,0.0018900060003943508,0.0,576.0,10.878195762634277,0.057552907999706804,0.0,0.0001,0.0011506730006658472,0.0,17.0
32,13,,,1683052862,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000441809999756515,0.01922201799970935,0.00864838600045914,0.026252566000039224,0.002070997000373609,0.0,608.0,10.889683723449707,0.05725534900011553,0.0,0.0001,0.0006195719997776905,0.0,18.0
33,13,,,1683052862,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0005435279999801423,0.019819076000203495,0.007954892999805452,0.02628321700012748,0.002048549000392086,0.0,640.0,10.922161102294922,0.05724717900102405,0.0,0.0001,0.0005979160005153972,0.0,19.0
34,13,,,1683052862,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000556230000256619,0.01944465799988393,0.008716028999515402,0.02611629999955767,0.00202115399952163,4.0,672.0,10.859472274780273,0.05747308399895701,0.0,0.0001,0.00061871300022176,0.0,20.0
