_step,_runtime,cpu/logical_core_count,memory/total_memory_sys_MB,_timestamp,cpu/load/avg_sys_load_fifteen_min_percent,disk/time/disk_read_time_sys_s,disk/time/disk_busy_time_sys_s,memory/used_memory_sys_MB,bandwidth/disk_write_sys_bandwidth_MBs,cpu/interrupts/ctx_switches_count,bandwidth/net_sent_sys_bandwidth_Mbits,process/memory/shared_memory_proc_MB,disk/counter/disk_write_sys_count,process/memory/resident_set_size_proc_MB,disk/counter/disk_read_sys_count,process/memory/dirty_pages_proc_count,bandwidth/disk_read_sys_bandwidth_MBs,cpu/load/avg_sys_load_one_min_percent,cpu/interrupts/soft_interrupts_count,bandwidth/net_recv_sys_bandwidth_Mbits,memory/available_memory_sys_MB,process/memory/text_resident_set_proc_MB,process/voluntary_proc_ctx_switches,disk/time/disk_write_time_sys_s,process/memory/lib_memory_proc_MB,process/memory/data_resident_set_proc_MB,cpu/interrupts/interrupts_count,memory/used_memory_sys_percent,cpu/load/avg_sys_load_five_min_percent,process/memory/virtual_memory_size_proc_MB,process/involuntary_proc_ctx_switches,02_timing/dataload_cuda_move_time_s,02_timing/loss_calc_time_s,02_timing/forward_time_s,02_timing/opt_step_time_s,02_timing/backward_time_s,03_hivemind/num_peers,01_general/locally_processed_samples,01_general/minibatch_loss,02_timing/step_time_s,03_hivemind/global_epoch,01_general/lr,02_timing/dataload_time_s,01_general/dataset_iteration_count,01_general/step
0,1,30.0,211076.595712,1683051745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,,,1683051745,1.9333333333333331,0.0,0.0,1197.789184,0.0,24.0,0.6742501953406673,176.898048,0.0,393.404416,0.0,0.0,0.0,0.3,5.0,1.0291187164245024,208135.278592,2.711552,140.0,0.0,2481.442816,0.0,18.0,1.4,1.4000000000000001,9975.300096,126.0,,,,,,,,,,,,,,
2,2,,,1683051746,1.9333333333333331,0.0,0.007999999999995566,1321.074688,0.012255175804842403,4834.0,1.2315653822783357,179.494912,3.0,396.095488,0.0,0.0,0.0,0.3,2773.0,0.9607148268658734,208011.993088,2.711552,150.0,0.0010000000000047748,2489.966592,0.0,4847.0,1.5,1.4000000000000001,10050.80576,126.0,,,,,,,,,,,,,,
3,3,,,1683051747,1.9333333333333331,0.0,0.012000000000000455,1321.074688,0.004085507413217402,7008.0,0.8813684299955478,179.494912,4.0,396.111872,0.0,0.0,0.0,0.3,4026.0,0.38678264742836527,208011.993088,2.711552,150.0,0.0010000000000047748,2489.97888,0.0,6517.0,1.5,1.4000000000000001,10050.80576,126.0,,,,,,,,,,,,,,
4,4,,,1683051748,1.9333333333333331,0.0,0.028000000000005798,1322.610688,0.5803181464706458,10212.0,1.750373115310876,179.494912,66.0,396.111872,0.0,0.0,0.0,0.3,6075.0,0.6563460176307188,208010.457088,2.711552,150.0,0.01500000000001478,2489.982976,0.0,9133.0,1.5,1.4000000000000001,10050.80576,126.0,,,,,,,,,,,,,,
5,5,,,1683051749,1.9333333333333331,0.0,0.031999999999996476,1716.359168,0.004086632803413424,13522.0,2.064044886675786,181.460992,67.0,785.137664,0.0,0.0,0.0,0.3,8084.0,1.1558546006945607,207616.667648,2.711552,161.0,0.01500000000001478,2891.247616,0.0,11903.0,1.6,1.4000000000000001,10519.048192,150.0,,,,,,,,,,,,,,
6,6,,,1683051750,1.9333333333333331,0.0,0.036000000000001364,2199.867392,0.004086412141147029,16877.0,2.1615523988097243,325.033984,68.0,1334.038528,0.0,0.0,0.0,0.5666666666666667,10257.0,0.9455494787797175,207122.776064,2.711552,193.0,0.015999999999991132,3349.745664,0.0,15498.0,1.9,1.4333333333333333,11653.095424,191.0,,,,,,,,,,,,,,
7,7,,,1683051751,1.9333333333333331,0.0,0.04000000000000625,2589.057024,0.0040856618979976484,21154.0,2.2750194355565982,458.637312,69.0,1835.020288,0.0,0.0,0.0,0.5666666666666667,13051.0,0.7733790907571858,206733.508608,2.711552,194.0,0.015999999999991132,3668.48,0.0,19092.0,2.1,1.4333333333333333,12978.46272,197.0,,,,,,,,,,,,,,
8,8,,,1683051752,1.9333333333333331,0.0,0.04399999999999693,4271.067136,0.004077139013619162,31407.0,2.5740125261879077,1207.894016,70.0,4000.01024,0.0,0.0,0.0,0.5666666666666667,18200.0,1.313292661273885,204304.154624,2.711552,758.0,0.015999999999991132,5372.985344,0.0,529106.0,3.2,1.4333333333333333,19183.96416,212.0,,,,,,,,,,,,,,
9,9,,,1683051753,1.9333333333333331,0.0,0.060000000000002274,4583.489536,0.403696927874919,39681.0,2.575893505175994,1476.268032,117.0,4231.143424,0.0,0.0,0.0,0.5666666666666667,24363.0,10.03292950911959,203721.551872,2.711552,879.0,0.036000000000001364,5412.200448,0.0,670124.0,3.5,1.4333333333333333,20095.95904,221.0,,,,,,,,,,,,,,
