_step,_runtime,cpu/logical_core_count,memory/total_memory_sys_MB,_timestamp,cpu/load/avg_sys_load_fifteen_min_percent,disk/time/disk_read_time_sys_s,disk/time/disk_busy_time_sys_s,memory/used_memory_sys_MB,bandwidth/disk_write_sys_bandwidth_MBs,cpu/interrupts/ctx_switches_count,bandwidth/net_sent_sys_bandwidth_Mbits,process/memory/shared_memory_proc_MB,disk/counter/disk_write_sys_count,process/memory/resident_set_size_proc_MB,disk/counter/disk_read_sys_count,process/memory/dirty_pages_proc_count,bandwidth/disk_read_sys_bandwidth_MBs,cpu/load/avg_sys_load_one_min_percent,cpu/interrupts/soft_interrupts_count,bandwidth/net_recv_sys_bandwidth_Mbits,memory/available_memory_sys_MB,process/memory/text_resident_set_proc_MB,process/voluntary_proc_ctx_switches,disk/time/disk_write_time_sys_s,process/memory/lib_memory_proc_MB,process/memory/data_resident_set_proc_MB,cpu/interrupts/interrupts_count,memory/used_memory_sys_percent,cpu/load/avg_sys_load_five_min_percent,process/memory/virtual_memory_size_proc_MB,process/involuntary_proc_ctx_switches,02_timing/dataload_cuda_move_time_s,02_timing/loss_calc_time_s,02_timing/forward_time_s,03_hivemind/num_peers,02_timing/opt_step_time_s,01_general/locally_processed_samples,01_general/minibatch_loss,02_timing/backward_time_s,02_timing/step_time_s,03_hivemind/global_epoch,01_general/lr,02_timing/dataload_time_s,01_general/dataset_iteration_count,01_general/step
0,1,8.0,31557.169152,1696186256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,,,1696186256,4.375,0.0,0.0,1096.97024,0.0,20.0,0.24473146566285164,244.088832,0.0,549.797888,0.0,0.0,0.0,8.5,16.0,0.12935806039908057,29998.952448,2.654208,455.0,0.0,1110.437888,0.0,19.0,4.9,5.0,9347.149824,39.0,,,,,,,,,,,,,,
2,2,,,1696186257,4.375,0.0,0.007999999999995566,1311.514624,0.008165071233463488,3608.0,0.6749420114127278,248.373248,2.0,566.013952,0.0,0.0,0.0,8.5,1704.0,1.9127078051078854,29784.383488,2.654208,510.0,0.0019999999999527063,1147.990016,0.0,4806.0,5.6,5.0,10069.839872,40.0,,,,,,,,,,,,,,
3,3,,,1696186258,4.375,0.0,0.015999999999991132,1336.438784,0.007531631200831453,4994.0,0.28064887860314575,248.766464,4.0,588.091392,0.0,0.0,0.0,8.5,2753.0,29.487593870701602,29759.459328,2.654208,771.0,0.003000000000156433,1169.48992,0.0,5986.0,5.7,5.0,10091.339776,42.0,,,,,,,,,,,,,,
4,4,,,1696186259,4.375,0.0,0.01999999999999602,1402.007552,0.004083741871977752,11991.0,2.0308560000327978,248.848384,5.0,631.414784,0.0,0.0,0.0,8.5,9131.0,1083.4426092507863,29693.853696,2.654208,3789.0,0.00400000000036016,1213.054976,0.0,15537.0,5.9,5.0,10134.892544,43.0,,,,,,,,,,,,,,
5,5,,,1696186260,4.375,0.0,0.0239999999999867,1394.19648,0.004080614649375948,20440.0,2.711935051854817,248.848384,6.0,631.414784,0.0,0.0,0.0,8.5,17485.0,1561.117693702507,29701.623808,2.654208,7656.0,0.00400000000036016,1213.054976,0.0,27909.0,5.9,5.0,10134.892544,45.0,,,,,,,,,,,,,,
6,6,,,1696186261,4.375,0.0,0.031999999999996476,1422.495744,0.35129181824038996,28987.0,2.602265627415246,248.848384,10.0,631.414784,0.0,0.0,0.0,8.75,25737.0,1578.6512438981906,29673.357312,2.654208,11527.0,0.009000000000014552,1213.054976,0.0,39070.0,6.0,5.125,10134.892544,47.0,,,,,,,,,,,,,,
7,7,,,1696186262,4.375,0.0,0.03999999999999204,1400.983552,0.0163323430716485,38005.0,2.680912646294404,248.848384,14.0,631.414784,0.0,0.0,0.0,8.75,34910.0,1511.184685091637,29694.889984,2.654208,14892.0,0.012000000000170985,1213.054976,0.0,50647.0,5.9,5.125,10134.892544,48.0,,,,,,,,,,,,,,
8,8,,,1696186263,4.375,0.0,0.05999999999998806,1399.488512,0.1551162273309012,46849.0,2.867330159254098,248.848384,27.0,631.414784,0.0,0.0,0.0,8.75,44558.0,1553.9538950142746,29696.086016,2.654208,18374.0,0.01999999999998181,1213.054976,0.0,63879.0,5.9,5.125,10134.892544,49.0,,,,,,,,,,,,,,
9,9,,,1696186264,4.375,0.0,0.06799999999999784,2428.547072,0.1551950291264375,49827.0,0.9918490700385634,250.355712,36.0,1659.10528,0.0,0.0,0.0,8.75,47513.0,455.5797062878804,28667.33056,2.654208,19233.0,0.02500000000009095,2238.988288,0.0,68305.0,9.2,5.125,11160.825856,50.0,,,,,,,,,,,,,,
10,10,,,1696186265,4.375,0.0,0.07199999999998852,2929.95072,0.0040840389375906,50400.0,0.09467472293596657,250.355712,37.0,2160.96768,0.0,0.0,0.0,8.75,47814.0,0.08360314863270116,28165.943296,2.654208,19237.0,0.02500000000009095,2742.890496,0.0,69060.0,10.7,5.125,11664.728064,52.0,,,,,,,,,,,,,,
11,11,,,1696186266,4.5,0.0,0.0759999999999934,3439.734784,0.004085106197821935,50906.0,0.0511914870547788,250.355712,38.0,2669.613056,0.0,0.0,0.0,9.125,48080.0,0.037930849356546704,27656.155136,2.654208,19237.0,0.026000000000294676,3261.976576,0.0,69768.0,12.4,5.25,12183.814144,54.0,,,,,,,,,,,,,,
12,12,,,1696186267,4.5,0.0,0.0799999999999983,3227.348992,0.0040846069739848894,51652.0,0.10642315825601815,381.087744,39.0,2505.650176,0.0,0.0,0.0,9.125,48581.0,0.08769938370744854,27855.986688,2.654208,19256.0,0.027000000000043656,2988.724224,0.0,71348.0,11.7,5.25,12485.021696,55.0,,,,,,,,,,,,,,
13,13,,,1696186268,4.5,0.0,0.08399999999998897,3515.00288,0.004084700205306814,52264.0,0.10635378599202186,526.708736,40.0,2935.349248,0.0,0.0,0.0,9.125,48921.0,0.06809163329524878,27568.31232,2.654208,19256.0,0.027000000000043656,3273.170944,0.0,72090.0,12.6,5.25,13239.230464,58.0,,,,,,,,,,,,,,
14,14,,,1696186269,4.5,0.0,0.09999999999999432,3370.1888,0.38784309558209296,54922.0,0.20251724797872145,1327.906816,105.0,3587.637248,0.0,0.0,0.0,9.125,49799.0,0.20658385938267884,26916.630528,2.654208,19648.0,0.10400000000026921,3155.800064,0.0,74598.0,14.7,5.25,15697.457152,64.0,,,,,,,,,,,,,,
