01_general/lr,memory/used_memory_sys_MB,memory/total_memory_sys_MB,memory/used_memory_sys_percent,disk/counter/disk_write_sys_count,process/memory/lib_memory_proc_MB,process/memory/virtual_memory_size_proc_MB,_step,cpu/load/avg_sys_load_one_min_percent,process/memory/resident_set_size_proc_MB,process/voluntary_proc_ctx_switches,cpu/logical_core_count,02_timing/backward_time_s,memory/available_memory_sys_MB,disk/counter/disk_read_sys_count,01_general/dataset_iteration_count,bandwidth/disk_read_sys_bandwidth_MBs,bandwidth/net_sent_sys_bandwidth_Mbits,03_hivemind/num_peers,process/memory/text_resident_set_proc_MB,02_timing/forward_time_s,01_general/minibatch_loss,02_timing/opt_step_time_s,02_timing/loss_calc_time_s,cpu/interrupts/soft_interrupts_count,_runtime,cpu/interrupts/interrupts_count,process/involuntary_proc_ctx_switches,bandwidth/disk_write_sys_bandwidth_MBs,cpu/load/avg_sys_load_five_min_percent,03_hivemind/global_epoch,process/memory/shared_memory_proc_MB,disk/time/disk_write_time_sys_s,02_timing/dataload_cuda_move_time_s,01_general/locally_processed_samples,process/memory/dirty_pages_proc_count,cpu/load/avg_sys_load_fifteen_min_percent,02_timing/dataload_time_s,01_general/step,02_timing/step_time_s,disk/time/disk_busy_time_sys_s,disk/time/disk_read_time_sys_s,cpu/interrupts/ctx_switches_count,bandwidth/net_recv_sys_bandwidth_Mbits,process/memory/data_resident_set_proc_MB,_timestamp
,2894.688256,,2.3,123.0,4268.490752,15845.82656,10,1.2,2336.681984,548.0,,,206220.562432,0.0,,0.0,0.05873388851600665,,2.719744,,,,,3861.0,10,280523.0,82.0,0.004084170976191474,1.4666666666666666,,665.919488,0.04099999999993997,,,0.0,1.2333333333333334,,,,0.055999999999997385,0.0,11232.0,0.012340258801024453,0.0,1680687120.0
,2894.688256,,2.3,124.0,4268.490752,15845.82656,11,1.2,2336.681984,548.0,,,206220.562432,0.0,,0.0,0.002769181204007194,,2.719744,,,,,3968.0,11,280831.0,82.0,0.004085938833919967,1.4666666666666666,,665.919488,0.041999999999916326,,,0.0,1.2333333333333334,,,,0.060000000000002274,0.0,11743.0,0.002473908279399,0.0,1680687121.0
,2894.680064,,2.3,127.0,4268.490752,15845.82656,12,1.1,2336.690176,548.0,,,206220.562432,0.0,,0.0,0.047169241990208964,,2.719744,,,,,4141.0,12,281140.0,82.0,0.04494284738701567,1.4666666666666666,,665.919488,0.043000000000006366,,,0.0,1.2333333333333334,,,,0.06799999999999784,0.0,12254.0,0.011826225111715721,0.0,1680687122.0
,2894.680064,,2.3,128.0,4268.490752,15845.82656,13,1.1,2336.690176,548.0,,,206220.558336,0.0,,0.0,0.002768809802008557,,2.719744,,,,,4239.0,13,281367.0,82.0,0.004085390828665912,1.4666666666666666,,665.919488,0.04399999999998272,,,0.0,1.2333333333333334,,,,0.07200000000000273,0.0,12674.0,0.0024735764793426935,0.0,1680687123.0
,2894.680064,,2.3,134.0,4268.490752,15845.82656,14,1.1,2336.690176,548.0,,,206220.558336,0.0,,0.0,0.04719107217407543,,2.719744,,,,,4380.0,14,281595.0,82.0,0.036763560538802,1.4666666666666666,,665.919488,0.04499999999995907,,,0.0,1.2333333333333334,,,,0.0799999999999983,0.0,13037.0,0.011281179382350211,0.0,1680687124.0
,2894.667776,,2.3,135.0,4268.490752,15845.82656,15,1.1,2336.690176,548.0,,,206220.562432,0.0,,0.0,0.0027686741728116214,,2.719744,,,,,4517.0,15,281919.0,82.0,0.004085190714623752,1.4666666666666666,,665.919488,0.04499999999995907,,,0.0,1.2333333333333334,,,,0.08400000000000318,0.0,13601.0,0.0024734553121499385,0.0,1680687125.0
,2894.667776,,2.3,136.0,4268.490752,15845.82656,16,1.1,2336.690176,548.0,,,206220.562432,0.0,,0.0,0.046653464902328044,,2.719744,,,,,4664.0,16,282187.0,82.0,0.004083175044799421,1.4666666666666666,,665.919488,0.045999999999935426,,,0.0,1.2333333333333334,,,,0.08799999999999386,0.0,14028.0,0.011619503995999987,0.0,1680687126.0
,2895.142912,,2.3,139.0,4268.490752,15845.82656,17,1.3,2336.690176,548.0,,,206220.075008,0.0,,0.0,0.09091534720752416,,2.719744,,,,,5019.0,17,282784.0,82.0,0.04901148488534749,1.5000000000000002,,665.919488,0.04699999999991178,,,0.0,1.2333333333333334,,,,0.09600000000000364,0.0,14937.0,0.09266233861033984,0.0,1680687127.0
,2895.62624,,2.3,140.0,4268.490752,15845.82656,18,1.3,2336.690176,548.0,,,206219.624448,0.0,,0.0,0.09516280447681995,,2.719744,,,,,5235.0,18,283192.0,82.0,0.004087186976110509,1.5000000000000002,,665.919488,0.04699999999991178,,,0.0,1.2333333333333334,,,,0.1039999999999992,0.0,15625.0,0.015542486396728934,0.0,1680687128.0
,2895.884288,,2.3,148.0,4268.490752,15845.82656,19,1.3,2336.690176,548.0,,,206219.3664,0.0,,0.0,0.008905004503272739,,2.719744,,,,,5387.0,19,283553.0,82.0,0.040854500945509735,1.5000000000000002,,665.919488,0.049999999999954525,,,0.0,1.2333333333333334,,,,0.11199999999999477,0.0,16219.0,0.00860976689974472,0.0,1680687129.0
,2895.884288,,2.3,149.0,4268.490752,15845.82656,20,1.3,2336.690176,548.0,,,206219.3664,0.0,,0.0,0.07453765894005684,,2.719744,,,,,5560.0,20,283856.0,82.0,0.004087317269866007,1.5000000000000002,,665.919488,0.049999999999954525,,,0.0,1.2333333333333334,,,,0.11599999999999966,0.0,16727.0,0.01666859075149588,0.0,1680687130.0
,2895.880192,,2.3,150.0,4268.490752,15845.82656,21,1.3,2336.690176,548.0,,,206219.3664,0.0,,0.0,0.019398195617073125,,2.719744,,,,,5750.0,21,284232.0,82.0,0.0040871918379395055,1.5000000000000002,,665.919488,0.049999999999954525,,,0.0,1.2333333333333334,,,,0.12000000000000455,0.0,17376.0,0.02273500457585003,0.0,1680687131.0
,2895.863808,,2.3,157.0,4268.490752,15845.82656,22,1.2,2336.690176,548.0,,,206219.3664,0.0,,0.0,0.0526828099687554,,2.719744,,,,,5931.0,22,284589.0,82.0,0.1144334490413974,1.4666666666666666,,665.919488,0.05299999999999727,,,0.0,1.2333333333333334,,,,0.1280000000000001,0.0,17984.0,0.016172026212519893,0.0,1680687132.0
,2895.855616,,2.3,158.0,4268.490752,15845.82656,23,1.2,2336.690176,548.0,,,206219.378688,0.0,,0.0,0.008378306672514059,,2.719744,,,,,6068.0,23,284896.0,82.0,0.004085421924486216,1.4666666666666666,,665.919488,0.05299999999999727,,,0.0,1.2333333333333334,,,,0.132000000000005,0.0,18531.0,0.005210508816754921,0.0,1680687133.0
,2895.855616,,2.3,159.0,4268.490752,15845.82656,24,1.2,2336.690176,548.0,,,206219.378688,0.0,,0.0,0.04761252743792532,,2.719744,,,,,6219.0,24,285166.0,82.0,0.004085405401370971,1.4666666666666666,,665.919488,0.05299999999999727,,,0.0,1.2333333333333334,,,,0.13599999999999568,0.0,18980.0,0.012719016042986291,0.0,1680687134.0
,2895.85152,,2.3,180.0,4268.490752,15845.82656,25,1.2,2336.690176,548.0,,,206219.382784,0.0,,0.0,0.008909407155760631,,2.719744,,,,,6360.0,25,285446.0,82.0,0.11036168864401805,1.4666666666666666,,665.919488,0.06499999999994088,,,0.0,1.2333333333333334,,,,0.14400000000000546,0.0,19466.0,0.007033322315125336,0.0,1680687135.0
,2895.85152,,2.3,181.0,4268.490752,15845.82656,26,1.2,2336.690176,548.0,,,206219.382784,0.0,,0.0,0.05407503929407303,,2.719744,,,,,6528.0,26,285730.0,82.0,0.004087159742821622,1.4666666666666666,,665.919488,0.06499999999994088,,,0.0,1.2333333333333334,,,,0.14799999999999613,0.0,19943.0,0.016636017404713654,0.0,1680687136.0
,2896.093184,,2.3,184.0,4268.490752,15845.82656,27,1.1,2336.690176,548.0,,,206219.124736,0.0,,0.0,0.008909112521125983,,2.719744,,,,,6708.0,27,286162.0,82.0,0.061310021647870847,1.4333333333333333,,665.919488,0.06700000000000728,,,0.0,1.2,,,,0.1559999999999917,0.0,20657.0,0.007033089722640521,0.0,1680687137.0
,2896.093184,,2.3,185.0,4268.490752,15845.82656,28,1.1,2336.690176,548.0,,,206219.1616,0.0,,0.0,0.05293614043695078,,2.719744,,,,,6889.0,28,286486.0,82.0,0.004087362981689796,1.4333333333333333,,665.919488,0.06700000000000728,,,0.0,1.2,,,,0.1599999999999966,0.0,21188.0,0.016612895227573664,0.0,1680687138.0
,2896.089088,,2.3,186.0,4268.490752,15845.82656,29,1.1,2336.690176,548.0,,,206219.1616,0.0,,0.0,0.009385022458173997,,2.719744,,,,,7034.0,29,286787.0,82.0,0.004085996169204954,1.4333333333333333,,665.919488,0.06799999999998363,,,0.0,1.2,,,,0.16400000000000148,0.0,21728.0,0.007924598042263857,0.0,1680687139.0
,2896.334848,,2.3,192.0,4268.490752,15845.830656,30,1.1,2336.690176,548.0,,,206218.911744,0.0,,0.0,0.05238522963106218,,2.719744,,,,,7201.0,30,287141.0,82.0,0.036786214286767045,1.4333333333333333,,665.919488,0.06999999999993634,,,0.0,1.2,,,,0.17600000000000193,0.0,22336.0,0.013898610909729684,0.0,1680687140.0
,2896.330752,,2.3,193.0,4268.490752,15845.830656,31,1.1,2336.690176,548.0,,,206218.911744,0.0,,0.0,0.05310278809843834,,2.719744,,,,,7382.0,31,287480.0,82.0,0.004087286152450411,1.4333333333333333,,665.919488,0.06999999999993634,,,0.0,1.2,,,,0.1799999999999926,0.0,22890.0,0.050332693769554175,0.0,1680687141.0
,2896.330752,,2.3,197.0,4268.490752,15845.830656,32,1.0,2336.690176,548.0,,,206218.911744,0.0,,0.0,0.08283795880295043,,2.719744,,,,,7654.0,32,287927.0,82.0,0.06536395285425028,1.4000000000000001,,665.919488,0.07200000000000273,,,0.0,1.2,,,,0.1880000000000024,0.0,23569.0,0.09569212482463162,0.0,1680687142.0
,2896.318464,,2.3,198.0,4268.490752,15845.830656,33,1.0,2336.690176,548.0,,,206218.911744,0.0,,0.0,0.008905586895133205,,2.719744,,,,,7820.0,33,288299.0,82.0,0.004085717289436547,1.4000000000000001,,665.919488,0.07200000000000273,,,0.0,1.2,,,,0.19199999999999307,0.0,24219.0,0.0070303065000603465,0.0,1680687143.0
,2896.318464,,2.3,199.0,4268.490752,15845.830656,34,1.0,2336.690176,548.0,,,206218.911744,0.0,,0.0,0.009518720709333675,,2.719744,,,,,8000.0,34,288639.0,82.0,0.0040851508797390855,1.4000000000000001,,665.919488,0.07299999999997908,,,0.0,1.2,,,,0.19599999999999795,0.0,24763.0,0.006789967582491226,0.0,1680687144.0
,2896.318464,,2.3,200.0,4268.490752,15845.830656,35,1.0,2336.690176,548.0,,,206218.919936,0.0,,0.0,0.06395098586123923,,2.719744,,,,,8157.0,35,288993.0,82.0,0.004085203335801415,1.4000000000000001,,665.919488,0.07299999999997908,,,0.0,1.2,,,,0.20000000000000284,0.0,25398.0,0.015901973151875227,0.0,1680687145.0
,2896.314368,,2.3,208.0,4268.490752,15845.830656,36,1.0,2336.690176,548.0,,,206218.924032,0.0,,0.0,0.009037357456900017,,2.719744,,,,,8315.0,36,289324.0,82.0,0.040839602988496045,1.4000000000000001,,665.919488,0.07499999999993179,,,0.0,1.2,,,,0.2079999999999984,0.0,25913.0,0.006787988700802143,0.0,1680687146.0
,2896.306176,,2.3,211.0,4268.490752,15845.830656,37,0.9333333333333335,2336.690176,548.0,,,206218.924032,0.0,,0.0,0.05225096392808082,,2.719744,,,,,8486.0,37,289645.0,82.0,0.05715472446828772,1.4000000000000001,,665.919488,0.07599999999990814,,,0.0,1.2,,,,0.21599999999999397,0.0,26482.0,0.014974410233254251,0.0,1680687147.0
,2896.306176,,2.3,212.0,4268.52352,15845.830656,38,0.9333333333333335,2336.690176,548.0,,,206218.924032,0.0,,0.0,0.003432714399392131,,2.719744,,,,,8603.0,38,289945.0,82.0,0.004087325049293939,1.4000000000000001,,665.919488,0.07699999999999818,,,0.0,1.2,,,,0.21999999999999886,0.0,26989.0,0.0040553928224030525,0.0,1680687148.0
,2896.297984,,2.3,213.0,4268.52352,15845.830656,39,0.9333333333333335,2336.722944,548.0,,,206218.952704,0.0,,0.0,0.053981868594830396,,2.719744,,,,,8790.0,39,290351.0,82.0,0.004086149719079248,1.4000000000000001,,665.919488,0.07699999999999818,,,0.0,1.2,,,,0.22400000000000375,0.0,27716.0,0.017174598051047513,0.0,1680687149.0
,2896.297984,,2.3,214.0,4268.52352,15845.830656,40,0.9333333333333335,2336.722944,548.0,,,206218.952704,0.0,,0.0,0.009039725548507523,,2.719744,,,,,8927.0,40,290669.0,82.0,0.004085030437432136,1.4000000000000001,,665.919488,0.07699999999999818,,,0.0,1.2,,,,0.22799999999999443,0.0,28267.0,0.008369525246448078,0.0,1680687150.0
,2896.297984,,2.3,220.0,4268.52352,15845.830656,41,0.9333333333333335,2336.722944,548.0,,,206218.952704,0.0,,0.0,0.05254670955605169,,2.719744,,,,,9120.0,41,291112.0,82.0,0.03267020678865,1.4000000000000001,,665.919488,0.07899999999995089,,,0.0,1.2,,,,0.23999999999999488,0.0,28995.0,0.017738901342473166,0.0,1680687151.0
,2896.289792,,2.3,223.0,4268.52352,15845.830656,42,0.8333333333333334,2336.722944,548.0,,,206218.952704,0.0,,0.0,0.009039547146305598,,2.719744,,,,,9284.0,42,291443.0,82.0,0.05310434758193359,1.3666666666666665,,665.919488,0.08100000000001728,,,0.0,1.2,,,,0.24800000000000466,0.0,29575.0,0.008369360067259548,0.0,1680687152.0
,2896.289792,,2.3,224.0,4268.52352,15845.830656,43,0.8333333333333334,2336.722944,548.0,,,206218.9568,0.0,,0.0,0.05310948466707609,,2.719744,,,,,9428.0,43,291820.0,82.0,0.004084731279731941,1.3666666666666665,,665.919488,0.08100000000001728,,,0.0,1.2,,,,0.25199999999999534,0.0,30233.0,0.014982666697683392,0.0,1680687153.0
,2896.2816,,2.3,229.0,4268.52352,15845.830656,44,0.8333333333333334,2336.722944,548.0,,,206218.9568,0.0,,0.0,0.00851420246069585,,2.719744,,,,,9550.0,44,292110.0,82.0,0.05719756629757838,1.3666666666666665,,665.919488,0.08299999999996999,,,0.0,1.2,,,,0.2600000000000051,0.0,30696.0,0.004971272851213495,0.0,1680687154.0
,2896.273408,,2.3,230.0,4268.52352,15845.830656,45,0.8333333333333334,2336.722944,548.0,,,206218.964992,0.0,,0.0,0.04742804469633631,,2.719744,,,,,9692.0,45,292435.0,82.0,0.004085322824083561,1.3666666666666665,,665.919488,0.08399999999994634,,,0.0,1.2,,,,0.2639999999999958,0.0,31276.0,0.014162984411932627,0.0,1680687155.0
,2896.273408,,2.3,239.0,4268.52352,15845.830656,46,0.8333333333333334,2336.722944,548.0,,,206218.964992,0.0,,0.0,0.009037959032286396,,2.719744,,,,,9832.0,46,292701.0,82.0,0.03675808934037093,1.3666666666666665,,665.919488,0.08699999999998909,,,0.0,1.2,,,,0.27200000000000557,0.0,31724.0,0.006788440542411997,0.0,1680687156.0
,2896.269312,,2.3,240.0,4268.52352,15845.830656,47,0.7666666666666667,2336.722944,548.0,,,206218.964992,0.0,,0.0,0.0722836764060542,,2.719744,,,,,10070.0,47,293102.0,82.0,0.004084454514726058,1.3333333333333335,,665.919488,0.08699999999998909,,,0.0,1.2,,,,0.27599999999999625,0.0,32379.0,0.07392703114977614,0.0,1680687157.0
,2896.265216,,2.3,241.0,4268.52352,15845.830656,48,0.7666666666666667,2336.722944,548.0,,,206218.969088,0.0,,0.0,0.009039676111160853,,2.719744,,,,,10219.0,48,293391.0,82.0,0.004085008089505296,1.3333333333333335,,665.919488,0.08699999999998909,,,0.0,1.2,,,,0.28000000000000114,0.0,32885.0,0.006789730249504742,0.0,1680687158.0
,2969.956352,,2.3,244.0,4285.571072,15996.891136,49,0.7666666666666667,2337.026048,555.0,,,206145.277952,0.0,,0.0,0.40275296341581085,,2.719744,,,,,13606.0,49,298012.0,82.0,0.0489808829613367,1.3333333333333335,,666.062848,0.08799999999996544,,,0.0,1.2,,,,0.2879999999999967,0.0,35561.0,21.202089494530355,0.0,1680687159.0
,4269.789184,,3.0,245.0,5238.071296,18077.958144,50,0.7666666666666667,3568.9472,560.0,,,204744.339456,0.0,,0.0,0.4249761379707804,,2.719744,,,,,18806.0,50,302420.0,103.0,0.004084391396480254,1.3333333333333335,,961.089536,0.08799999999996544,0.002743074000022716,,0.0,1.2,,,,0.2920000000000016,0.0,38422.0,218.9783503862293,0.0,1680687160.0
0.0001,,,,,,,51,,,,,0.10742144299990741,,,0.0,,,0.0,,1.2607000419999395,7.15869140625,0.002216534000012871,0.0002169189999676746,,50,,,,,0.0,,,,32.0,,,0.954981943000007,0.0,2.328279954999857,,,,,,1680687160.0
0.0001,,,,,,,52,,,,,0.0168773750000355,,,0.0,,,0.0,,0.0186738829999058,7.20263671875,0.0016300479999244999,0.0005096579999417372,,51,,,,,0.0,,,0.0025230070000361593,64.0,,,0.00392642799999976,1.0,0.044140398999843455,,,,,,1680687161.0
0.0001,,,,,,,53,,,,,0.01719939199995224,,,0.0,,,0.0,,0.01877055400007066,7.143798828125,0.0017496830000709451,0.00026859599995532335,,51,,,,,0.0,,,0.0025846820000197113,96.0,,,0.0033988339999950767,2.0,0.04397174100006396,,,,,,1680687161.0
0.0001,,,,,,,54,,,,,0.016697963999945387,,,0.0,,,0.0,,0.018767461999914303,7.2586669921875,0.0016731930001014916,0.0005318819999047264,,51,,,,,0.0,,,0.0026351149999754853,128.0,,,0.003717026000003898,3.0,0.04402264199984529,,,,,,1680687161.0
0.0001,,,,,,,55,,,,,0.01662270700001045,,,0.0,,,0.0,,0.018676443999993353,7.0810546875,0.0016328390000808213,0.000558099999921069,,51,,,,,0.0,,,0.002513942000064162,160.0,,,0.0033410759999696893,4.0,0.043345108000039545,,,,,,1680687161.0
0.0001,,,,,,,56,,,,,0.017179948999910266,,,0.0,,,0.0,,0.018787148999990677,7.1771240234375,0.0016649670000106198,0.00029080700005579274,,51,,,,,0.0,,,0.002603144999966389,192.0,,,0.0036809939999784547,5.0,0.0442070109999122,,,,,,1680687161.0
0.0001,,,,,,,57,,,,,0.01754042200002459,,,0.0,,,1.0,,0.019428801999993084,7.06494140625,0.0016137580000759044,0.0002404419999493257,,51,,,,,0.0,,,0.002665548999971179,224.0,,,0.003793163000068489,6.0,0.04528213600008257,,,,,,1680687161.0
0.0001,,,,,,,58,,,,,0.01654913300001226,,,0.0,,,1.0,,0.01848319900000206,7.14453125,0.0015807250000534623,0.00026827399994999723,,51,,,,,0.0,,,0.0026114060000281825,256.0,,,0.0035564060000297104,7.0,0.043049143000075674,,,,,,1680687161.0
0.0001,,,,,,,59,,,,,0.022434796000084134,,,0.0,,,1.0,,0.0186522529999138,7.069580078125,0.0015854940000963325,0.00022579300002689706,,51,,,,,0.0,,,0.0025064209999072773,288.0,,,0.0034804949999625023,8.0,0.04888525199999094,,,,,,1680687161.0
,4822.970368,,3.2,255.0,5777.321984,20470.910976,60,0.7666666666666667,4238.06976,718.0,,0.016846146000034423,204228.513792,0.0,,0.0,0.23901757446295283,,2.719744,0.018637994999949115,,0.0015676000000439672,0.0002698819999977786,23129.0,51,307182.0,144.0,0.04085497700486889,1.3333333333333335,,1097.998336,0.09199999999998454,0.002435739000020476,,0.0,1.2,,,,0.3359999999999985,0.0,42981.0,186.87550837637755,0.0,1680687161.0
0.0001,,,,,,,61,,,,,,,,0.0,,,1.0,,,6.936767578125,,,,51,,,,,0.0,,,,320.0,,,0.0034628769999471842,9.0,0.043220238999992944,,,,,,1680687161.0
0.0001,,,,,,,62,,,,,0.016435707000027833,,,0.0,,,1.0,,0.018714869000064027,7.0911865234375,0.0015215490000173304,0.00018739600000117207,,51,,,,,0.0,,,0.0025314749999552077,352.0,,,0.0033213359999990644,10.0,0.042712332000064634,,,,,,1680687161.0
0.0001,,,,,,,63,,,,,0.01649360900000829,,,0.0,,,1.0,,0.0182755730000963,7.0909423828125,0.0016531439999880604,0.00023535799994078843,,51,,,,,0.0,,,0.002381036999963726,384.0,,,0.003512198999942484,11.0,0.04255091999993965,,,,,,1680687161.0
0.0001,,,,,,,64,,,,,0.016525288000025284,,,0.0,,,1.0,,0.018569514999967396,7.1982421875,0.0015113399999791,0.00021840900001279806,,51,,,,,0.0,,,0.00237801599996601,416.0,,,0.0035373010000512295,12.0,0.04273986900000182,,,,,,1680687161.0
0.0001,,,,,,,65,,,,,0.016420627999991666,,,0.0,,,1.0,,0.018242105000012998,7.2276611328125,0.0016176249999944048,0.0002223190000449904,,51,,,,,0.0,,,0.0024013550000745454,448.0,,,0.003287680999960685,13.0,0.04219171300007929,,,,,,1680687161.0
0.0001,,,,,,,66,,,,,0.016434521000064706,,,0.0,,,1.0,,0.018448671999976796,7.14453125,0.0015596529999584163,0.0002521909999586569,,51,,,,,0.0,,,0.0023215830000253845,480.0,,,0.0035942069999919113,14.0,0.04261082699997587,,,,,,1680687161.0
0.0001,,,,,,,67,,,,,0.016221664999989116,,,0.0,,,1.0,,0.01835295600005793,7.1182861328125,0.0015114340000081938,0.0001894219999485358,,51,,,,,0.0,,,0.002416572000015549,512.0,,,0.003249129999971956,15.0,0.04194117899999128,,,,,,1680687161.0
0.0001,,,,,,,68,,,,,0.016353450999986308,,,0.0,,,1.0,,0.018656228000054398,6.8739013671875,0.0015743799999654584,0.00022933400009605975,,51,,,,,0.0,,,0.002769848999946589,544.0,,,0.0034800450000602723,16.0,0.043063287000109085,,,,,,1680687161.0
0.0001,,,,,,,69,,,,,0.016263925999965068,,,0.0,,,1.0,,0.0200150839999651,7.1258544921875,0.0015298619999839502,0.0001938789999940127,,51,,,,,0.0,,,0.0024082319999934043,576.0,,,0.0035235049999755574,17.0,0.04393448799987709,,,,,,1680687161.0
0.0001,,,,,,,70,,,,,0.016516484000021592,,,0.0,,,1.0,,0.01860210199993162,6.9957275390625,0.0015799630000401521,0.00025262300005124416,,52,,,,,0.0,,,0.0025298090000660522,608.0,,,0.003717932999961704,18.0,0.043198914000072364,,,,,,1680687162.0
0.0001,,,,,,,71,,,,,0.01663229300004332,,,0.0,,,1.0,,0.018499472000030437,7.3231201171875,0.0015463849999832746,0.00018437500000345608,,52,,,,,0.0,,,0.0024282429999402666,640.0,,,0.003663954999979069,19.0,0.04295472299997982,,,,,,1680687162.0
0.0001,,,,,,,72,,,,,0.016362410999931853,,,0.0,,,1.0,,0.01870869699996547,7.1627197265625,0.0015925779999861334,0.00020388899997669796,,52,,,,,0.0,,,0.0024150909999889336,672.0,,,0.0036718229999905816,20.0,0.04295448899983967,,,,,,1680687162.0
0.0001,,,,,,,73,,,,,0.016356517999952302,,,0.0,,,1.0,,0.018373333999988972,7.1337890625,0.0015175329999692622,0.00023267200003829203,,52,,,,,0.0,,,0.0024185999999417618,704.0,,,0.0035853969999379842,21.0,0.042484053999828575,,,,,,1680687162.0
