bandwidth/net_sent_sys_bandwidth_Mbits,process/memory/virtual_memory_size_proc_MB,02_timing/opt_step_time_s,bandwidth/net_recv_sys_bandwidth_Mbits,cpu/interrupts/ctx_switches_count,process/memory/text_resident_set_proc_MB,02_timing/forward_time_s,disk/time/disk_busy_time_sys_s,memory/used_memory_sys_MB,bandwidth/disk_read_sys_bandwidth_MBs,01_general/lr,02_timing/backward_time_s,01_general/locally_processed_samples,process/memory/data_resident_set_proc_MB,01_general/step,process/voluntary_proc_ctx_switches,memory/available_memory_sys_MB,process/memory/lib_memory_proc_MB,cpu/interrupts/soft_interrupts_count,process/memory/resident_set_size_proc_MB,cpu/load/avg_sys_load_fifteen_min_percent,_runtime,02_timing/dataload_time_s,disk/time/disk_write_time_sys_s,disk/counter/disk_read_sys_count,01_general/dataset_iteration_count,02_timing/dataload_cuda_move_time_s,cpu/load/avg_sys_load_one_min_percent,process/memory/dirty_pages_proc_count,03_hivemind/num_peers,02_timing/loss_calc_time_s,bandwidth/disk_write_sys_bandwidth_MBs,disk/counter/disk_write_sys_count,cpu/load/avg_sys_load_five_min_percent,cpu/logical_core_count,disk/time/disk_read_time_sys_s,02_timing/step_time_s,03_hivemind/global_epoch,01_general/minibatch_loss,memory/total_memory_sys_MB,memory/used_memory_sys_percent,cpu/interrupts/interrupts_count,_step,_timestamp,process/memory/shared_memory_proc_MB,process/involuntary_proc_ctx_switches
,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,30.0,,,,,211076.599808,,,0,1680686985.0,,
0.9760385868424262,9963.421696,,1.394847872294052,52.0,2.719744,,0.0,1160.101888,0.0,,,,0.0,,188.0,208172.384256,2481.053696,12.0,394.477568,0.5666666666666667,1,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0.4333333333333333,,0.0,,,,,1.4,35.0,1,1680686985.0,178.290688,50.0
0.547676636171377,11258.417152,,1.126441891044487,3975.0,2.719744,,0.04800000000000182,1827.319808,4.145787366508491,,,,0.0,,246.0,207494.352896,2968.969216,1789.0,1010.81088,0.5666666666666667,2,,0.0030000000000427463,47.0,,,0.0,0.0,,,2.2138096085245387,6.0,0.4333333333333333,,0.010999999999999233,,,,,1.7,3970.0,2,1680686986.0,334.000128,55.0
0.306036521580444,15488.724992,,0.28376365532164954,8767.0,2.719744,,0.07200000000000273,2715.234304,0.08168844931279749,,,,0.0,,353.0,206516.953088,4157.325312,4160.0,2105.085952,0.5666666666666667,3,,0.09799999999995634,50.0,,,0.26666666666666666,0.0,,,2.5078353939026563,249.0,0.46666666666666673,,0.011999999999999567,,,,,2.2,169205.0,3,1680686987.0,554.029056,128.0
1.072603347844792,15761.215488,,149.04641024098228,14220.0,2.719744,,0.08400000000000318,3021.561856,0.8333676094656232,,,,0.0,,360.0,206154.059776,4197.142528,12550.0,2168.344576,0.5666666666666667,4,,0.09799999999995634,66.0,,0.00283287799993559,0.26666666666666666,0.0,,,0.004085135337460804,250.0,0.46666666666666673,,0.013999999999999346,,,,,2.3,176149.0,4,1680686988.0,592.961536,130.0
0.3346350385785362,18002.436096,,91.7359754738521,16081.0,2.719744,,0.09199999999999875,4343.738368,0.036779922666098815,,,,0.0,,361.0,204785.917952,5422.534656,16356.0,3688.767488,0.5666666666666667,5,,0.09900000000004638,67.0,,,0.26666666666666666,0.0,,,0.004086658070935833,251.0,0.46666666666666673,,0.01499999999999968,,,,,3.0,179209.0,5,1680686989.0,888.066048,146.0
,,0.006487227999969036,,,,1.258863478999956,,,,0.0001,0.09708792900005392,32.0,,0.0,,,,,,,5,0.9532679679999774,,,0.0,,,,1.0,0.0002117770000040764,,,,,,2.318751258999896,0.0,7.044677734375,,,,6,1680686989.0,,
,,0.0007377709999900617,,,,0.007362178999983371,,,,0.0001,0.0073018209999418104,64.0,,1.0,,,,,,,5,0.0022558439999329494,,,0.0,0.0029375189999427676,,,1.0,0.00019737299999178504,,,,,,0.020792506999782745,0.0,7.0853271484375,,,,7,1680686989.0,,
,,0.0007586870000295676,,,,0.007079695000015818,,,,0.0001,0.0072800290000714085,96.0,,2.0,,,,,,,5,0.002626653999982409,,,0.0,0.0026532480000014402,,,1.0,0.00011969799993494235,,,,,,0.020518011000035585,0.0,7.0528564453125,,,,8,1680686989.0,,
,,0.0007570100000293678,,,,0.007357749999982843,,,,0.0001,0.007280268000044998,128.0,,3.0,,,,,,,5,0.002573902999984057,,,0.0,0.002502416999959678,,,1.0,0.00011796100000083243,,,,,,0.020589309000001776,0.0,7.131591796875,,,,9,1680686989.0,,
,,0.0007260419999965961,,,,0.007140332999938437,,,,0.0001,0.007331598000064332,160.0,,4.0,,,,,,,5,0.0006548000000066168,,,0.0,0.00249764700004107,,,1.0,0.00011400299990782514,,,,,,0.018464422999954877,0.0,7.105712890625,,,,10,1680686989.0,,
,,0.0008135909999964497,,,,0.007021045999977105,,,,0.0001,0.007744814000034239,192.0,,5.0,,,,,,,5,0.04056478799998331,,,0.0,0.0023871299999882467,,,1.0,0.00013710400003219547,,,,,,0.058668473000011545,0.0,6.8427734375,,,,11,1680686989.0,,
,,0.000722061999908874,,,,0.0070024320000356965,,,,0.0001,0.007425298999919505,224.0,,6.0,,,,,,,5,0.002380788999971628,,,0.0,0.002379035999979351,,,1.0,0.0001422569999931511,,,,,,0.020051874999808206,0.0,7.12646484375,,,,12,1680686989.0,,
,,0.0008069819999718675,,,,0.0073703649999288245,,,,0.0001,0.007774771999947916,256.0,,7.0,,,,,,,5,0.06821542000000136,,,0.0,0.0025787380000110716,,,1.0,0.00013171299997338792,,,,,,0.08687798999983443,0.0,7.052001953125,,,,13,1680686989.0,,
,,0.0009119600000531136,,,,0.007320979000041916,,,,0.0001,0.007402227000056882,288.0,,8.0,,,,,,,5,0.00787159200001497,,,0.0,0.002510113999960595,,,1.0,0.000122948000012002,,,,,,0.02613982000013948,0.0,7.0174560546875,,,,14,1680686989.0,,
,,0.0008086190000540228,,,,0.00778749300002346,,,,0.0001,0.007730879000064306,320.0,,9.0,,,,,,,5,0.08513709099997868,,,0.0,0.002568261999954302,,,1.0,0.00013123499991252174,,,,,,0.1041635789999873,0.0,7.1634521484375,,,,15,1680686989.0,,
