process/memory/data_resident_set_proc_MB,01_general/step,01_general/locally_processed_samples,_runtime,02_timing/forward_time_s,01_general/dataset_iteration_count,memory/used_memory_sys_percent,bandwidth/disk_write_sys_bandwidth_MBs,process/memory/text_resident_set_proc_MB,02_timing/opt_step_time_s,process/memory/dirty_pages_proc_count,disk/time/disk_read_time_sys_s,disk/counter/disk_write_sys_count,cpu/interrupts/ctx_switches_count,cpu/logical_core_count,_step,disk/counter/disk_read_sys_count,_timestamp,memory/total_memory_sys_MB,disk/time/disk_busy_time_sys_s,cpu/load/avg_sys_load_five_min_percent,cpu/load/avg_sys_load_fifteen_min_percent,disk/time/disk_write_time_sys_s,bandwidth/net_recv_sys_bandwidth_Mbits,process/memory/shared_memory_proc_MB,process/memory/virtual_memory_size_proc_MB,02_timing/step_time_s,02_timing/loss_calc_time_s,01_general/minibatch_loss,bandwidth/net_sent_sys_bandwidth_Mbits,02_timing/backward_time_s,memory/used_memory_sys_MB,process/memory/lib_memory_proc_MB,02_timing/dataload_time_s,01_general/lr,03_hivemind/num_peers,process/voluntary_proc_ctx_switches,process/involuntary_proc_ctx_switches,memory/available_memory_sys_MB,cpu/load/avg_sys_load_one_min_percent,02_timing/dataload_cuda_move_time_s,03_hivemind/global_epoch,cpu/interrupts/interrupts_count,cpu/interrupts/soft_interrupts_count,process/memory/resident_set_size_proc_MB,bandwidth/disk_read_sys_bandwidth_MBs
0.0,,,52,,,19.8,0.04084756534082072,2.654208,,0.0,3.1950000000000003,1037.0,334353.0,,54,4586.0,1696169633.0,,5.443999999999988,5.625,4.25,37.733000000000175,0.06700755884898421,1285.541888,31213.600768,,,,0.26976944812979975,,5387.276288,3950.936064,,,,7226.0,87.0,25294.598144,7.000000000000001,,,321943.0,120500.0,4245.516288,0.0
0.0,,,53,,,19.8,0.004085187796752362,2.654208,,0.0,3.1950000000000003,1038.0,334736.0,,55,4586.0,1696169634.0,,5.447999999999993,5.5,4.25,37.733000000000175,0.018742394790406586,1285.541888,31213.600768,,,,0.12666475832904447,,5387.24352,3950.936064,,,,7226.0,87.0,25294.630912,6.5,,,322201.0,120644.0,4245.516288,0.0
0.0,,,54,,,19.8,0.004084899307274117,2.654208,,0.0,3.1950000000000003,1039.0,335051.0,,56,4586.0,1696169635.0,,5.451999999999998,5.5,4.25,37.733999999999924,0.00929474158756416,1285.541888,31213.600768,,,,0.06686629119027507,,5387.24352,3950.936064,,,,7226.0,87.0,25294.630912,6.5,,,322421.0,120777.0,4245.516288,0.0
0.0,,,55,,,19.8,0.0040849867222111725,2.654208,,0.0,3.1950000000000003,1040.0,335326.0,,57,4586.0,1696169636.0,,5.455999999999989,5.5,4.25,37.73500000000013,0.016555366114580715,1285.541888,31213.600768,,,,0.11435569278758514,,5387.145216,3950.936064,,,,7226.0,87.0,25294.741504,6.5,,,322619.0,120908.0,4245.516288,0.0
0.0,,,56,,,19.9,0.12252594496498129,2.654208,,0.0,3.1950000000000003,1063.0,335768.0,,58,4586.0,1696169637.0,,5.467999999999989,5.5,4.25,37.76999999999998,0.07307683475329471,1285.541888,31213.600768,,,,0.05871034862871346,,5389.266944,3950.936064,,,,7226.0,87.0,25292.61568,6.5,,,323083.0,121362.0,4245.516288,0.0
0.0,,,57,,,19.9,0.11846751637839203,2.654208,,0.0,3.1950000000000003,1069.0,336100.0,,59,4586.0,1696169638.0,,5.475999999999999,5.5,4.25,37.77399999999989,0.015550457261396646,1285.541888,31213.600768,,,,0.1138079642792121,,5389.213696,3950.936064,,,,7226.0,87.0,25292.65664,6.5,,,323315.0,121523.0,4245.516288,0.0
0.0,,,58,,,19.9,0.008170338678138838,2.654208,,0.0,3.1950000000000003,1071.0,336431.0,,60,4586.0,1696169639.0,,5.483999999999995,5.375,4.25,37.77500000000009,0.005609128996575362,1285.541888,31213.600768,,,,0.06739731525396883,,5389.131776,3950.936064,,,,7226.0,87.0,25292.73856,5.875,,,323538.0,121683.0,4245.516288,0.0
0.0,,,59,,,19.9,0.004085145054999208,2.654208,,0.0,3.1950000000000003,1072.0,336706.0,,61,4586.0,1696169640.0,,5.4879999999999995,5.375,4.25,37.77599999999984,0.014066622519447528,1285.541888,31213.600768,,,,0.1138734183920022,,5389.131776,3950.936064,,,,7226.0,87.0,25292.73856,5.875,,,323733.0,121816.0,4245.516288,0.0
0.0,,,60,,,19.9,0.004085047917977265,2.654208,,0.0,3.1950000000000003,1073.0,336942.0,,62,4586.0,1696169641.0,,5.49199999999999,5.375,4.25,37.777000000000044,0.0,1285.541888,31213.600768,,,,0.0,,5389.12768,3950.936064,,,,7226.0,87.0,25292.73856,5.875,,,323898.0,121941.0,4245.516288,0.0
0.0,,,61,,,19.9,0.004083952530411052,2.654208,,0.0,3.1950000000000003,1074.0,337539.0,,63,4586.0,1696169642.0,,5.495999999999995,5.375,4.25,37.77800000000025,0.0056074582624941124,1285.541888,31213.600768,,,,0.06737724030264426,,5414.252544,3950.936064,,,,7226.0,87.0,25267.63008,5.875,,,324626.0,122969.0,4245.516288,0.0
0.0,,,62,,,19.9,0.07353262846599878,2.654208,,0.0,3.1950000000000003,1081.0,339196.0,,64,4586.0,1696169643.0,,5.511999999999986,5.375,4.25,37.784000000000106,0.07310975202208016,1285.541888,31213.600768,,,,0.09685466329572585,,5408.120832,3950.936064,,,,7226.0,87.0,25273.7536,5.875,,,326461.0,124279.0,4245.516288,0.0
0.0,,,63,,,19.9,0.24508731505113954,2.654208,,0.0,3.1950000000000003,1098.0,340094.0,,65,4586.0,1696169644.0,,5.539999999999992,5.25,4.125,37.79399999999987,0.14244902377132437,1285.541888,31213.600768,,,,0.12071667200654723,,5391.941632,3950.936064,,,,7226.0,87.0,25289.9328,5.5,,,327599.0,125466.0,4245.516288,0.0
0.0,,,64,,,19.9,0.004084572011522474,2.654208,,0.0,3.1950000000000003,1099.0,340313.0,,66,4586.0,1696169645.0,,5.543999999999997,5.25,4.125,37.79500000000007,0.00052652685787728,1285.541888,31213.600768,,,,0.0005265268610516301,,5391.937536,3950.936064,,,,7226.0,87.0,25289.945088,5.5,,,327743.0,125574.0,4245.516288,0.0
0.0,,,65,,,19.9,0.004085342257361725,2.654208,,0.0,3.1950000000000003,1100.0,340693.0,,67,4586.0,1696169646.0,,5.5519999999999925,5.25,4.125,37.79600000000028,0.007667995917081948,1285.541888,31213.600768,,,,0.06898004650383002,,5389.692928,3950.936064,,,,7226.0,87.0,25292.193792,5.5,,,328036.0,125806.0,4245.516288,0.0
0.0,,,66,,,19.9,0.044940154095042054,2.654208,,0.0,3.1950000000000003,1104.0,340977.0,,68,4586.0,1696169647.0,,5.559999999999988,5.25,4.125,37.79899999999998,0.005609539832264781,1285.541888,31213.600768,,,,0.06775334666433461,,5389.688832,3950.936064,,,,7226.0,87.0,25292.193792,5.5,,,328235.0,125965.0,4245.516288,0.0
0.0,,,67,,,19.9,0.032676754788456046,2.654208,,0.0,3.1950000000000003,1111.0,341286.0,,69,4586.0,1696169648.0,,5.567999999999998,5.25,4.125,37.807000000000244,0.012453226129732146,1285.541888,31213.600768,,,,0.0802080304325729,,5389.688832,3950.936064,,,,7226.0,87.0,25292.193792,5.5,,,328452.0,126111.0,4245.516288,0.0
0.0,,,68,,,19.9,0.061279463532585496,2.654208,,0.0,3.1950000000000003,1114.0,342284.0,,70,4586.0,1696169649.0,,5.579999999999998,5.375,4.25,37.8090000000002,0.18110953948693126,1285.541888,31213.600768,,,,0.18556187551116957,,5389.512704,3950.936064,,,,7226.0,87.0,25292.357632,6.0,,,329309.0,126564.0,4245.516288,0.0
0.0,,,69,,,20.0,0.004089051846002318,2.654208,,0.0,3.1950000000000003,1115.0,372486.0,,71,4586.0,1696169650.0,,5.583999999999989,5.375,4.25,37.809999999999945,579.3480863939167,1285.541888,31213.600768,,,,478.34991940977824,,5426.352128,3950.936064,,,,7226.0,87.0,25255.5264,6.0,,,349579.0,133708.0,4245.516288,0.0
0.0,,,70,,,20.0,0.004085188768166237,2.654208,,0.0,3.1950000000000003,1116.0,416413.0,,72,4586.0,1696169651.0,,5.587999999999994,5.375,4.25,37.81100000000015,378.21714865356927,1285.541888,31213.600768,,,,553.0098332128321,,5431.48032,3950.936064,,,,7226.0,87.0,25250.402304,6.0,,,379262.0,143573.0,4245.516288,0.0
0.0,,,71,,,20.0,0.0040848623972884615,2.654208,,0.0,3.1950000000000003,1117.0,442540.0,,73,4586.0,1696169652.0,,5.595999999999989,5.375,4.25,37.8119999999999,113.48393183292607,1285.541888,31213.600768,,,,38.310217090996474,,5431.771136,3950.936064,,,,7226.0,87.0,25250.082816,6.0,,,400286.0,151661.0,4245.516288,0.0
,2.0,60.0,72,,0.0,,,,24.388906441000017,,,,,,74,,1696169653.0,,,,,,,,,24.64911190800035,,2.650078058242798,,,,,0.01396278400011397,0.0001,8.0,,,,,,3.0,,,,
0.0,,,72,0.20987553700001627,,20.1,0.008176480629565898,2.654208,,0.0,3.1950000000000003,1119.0,467669.0,,75,4586.0,1696169653.0,,5.603999999999999,5.375,4.25,37.8130000000001,11.352692019414347,1285.7344,31194.386432,,0.0004306910000195785,,11.50973793835832,,5485.07648,3950.936064,,,,7309.0,119.0,25216.0,6.0,0.00659104699980162,,422649.0,163154.0,4245.7088,0.0
0.0,,,73,,,20.7,0.03676698742030706,2.654208,,0.0,3.1950000000000003,1128.0,498046.0,,76,4586.0,1696169654.0,,5.611999999999995,6.0,4.375,37.82400000000007,914.4554974629924,1285.7344,31194.386432,,,,7.616319743124966,0.034649164000029486,5686.145024,3950.972928,,,,7314.0,120.0,25014.951936,8.5,,,446120.0,172495.0,4245.97504,0.0
0.0,,,74,,,21.3,0.032687207505253744,2.654208,,0.0,3.1950000000000003,1131.0,524641.0,,77,4586.0,1696169655.0,,5.61999999999999,6.0,4.375,37.82600000000002,1512.1319495230587,1285.7344,31194.386432,,,,4.024827891624304,,5697.41312,3950.972928,,,,7314.0,120.0,24837.9392,8.5,,,466878.0,180680.0,4245.97504,0.0
0.0,,,75,,,21.3,0.00408366227580128,2.654208,,0.0,3.1950000000000003,1132.0,530858.0,,78,4586.0,1696169656.0,,5.623999999999995,6.0,4.375,37.827000000000226,0.5412367936209578,1576.554496,31499.890688,,,,1.2547530894816532,,5548.68736,3953.422336,,,,7316.0,120.0,24830.058496,8.5,,,517389.0,182395.0,4539.297792,0.0
,3.0,80.0,76,,0.0,,,,3.9574173480000354,,,,,,79,,1696169657.0,,,,,,,,,4.215375170000016,,2.6852176189422607,,,,,0.0064113830001133465,0.0001,8.0,,,,,,4.0,,,,
0.0,,,76,,,21.2,0.07353198152161956,2.654208,,0.0,3.1950000000000003,1138.0,559197.0,,80,4586.0,1696169657.0,,5.635999999999996,6.0,4.375,37.83199999999988,1210.9997116696336,1275.244544,31348.322304,,,,2.2123583876353057,,5543.337984,3953.422336,,,,7339.0,121.0,24873.41056,8.5,0.006461723000029451,,536610.0,188550.0,4237.98784,0.0
0.0,,,77,0.2069819160001316,,20.5,0.004084693407045738,2.654208,,0.0,3.1950000000000003,1139.0,562002.0,,81,4586.0,1696169658.0,,5.639999999999986,6.0,4.375,37.83199999999988,1.1379860095420777,1276.530688,31196.749824,,0.00048648200004208775,,0.4259090667930045,0.02669263600000704,5613.21984,3953.422336,,,,7363.0,123.0,25087.885312,8.5,,,539822.0,190028.0,4239.273984,0.0
0.0,,,78,,,20.7,0.004084688551158823,2.654208,,0.0,3.1950000000000003,1140.0,562341.0,,82,4586.0,1696169659.0,,5.643999999999991,6.0,4.5,37.833000000000084,0.005608468854619581,1276.530688,31196.749824,,,,0.06738938317729204,,5688.561664,3953.422336,,,,7363.0,123.0,25012.547584,8.875,,,540367.0,190257.0,4239.273984,0.0
0.0,,,79,,,20.3,0.004084832290298585,2.654208,,0.0,3.1950000000000003,1141.0,562617.0,,83,4586.0,1696169660.0,,5.647999999999996,6.0,4.5,37.83399999999983,0.021565042335683387,1276.530688,31196.749824,,,,0.28435060085581015,,5542.580224,3953.422336,,,,7363.0,123.0,25139.310592,8.875,,,540688.0,190440.0,4239.273984,0.0
0.0,,,80,,,20.3,0.004084433145967524,2.654208,,0.0,3.1950000000000003,1142.0,562811.0,,84,4586.0,1696169661.0,,5.651999999999987,6.0,4.5,37.835000000000036,0.0,1276.530688,31196.749824,,,,0.0,,5542.580224,3953.422336,,,,7363.0,123.0,25139.310592,8.875,,,540827.0,190558.0,4239.273984,0.0
0.0,,,81,,,20.3,0.032678207667490085,2.654208,,0.0,3.1950000000000003,1145.0,563097.0,,85,4586.0,1696169662.0,,5.663999999999987,6.0,4.5,37.83699999999999,0.012022963611268265,1276.530688,31196.749824,,,,0.07414027925920473,,5542.580224,3953.422336,,,,7363.0,123.0,25139.310592,8.875,,,541060.0,190733.0,4239.273984,0.0
0.0,,,82,,,20.3,0.016339383547443822,2.654208,,0.0,3.1950000000000003,1148.0,563448.0,,86,4586.0,1696169663.0,,5.671999999999997,6.0,4.5,37.840000000000146,0.005608684885159255,1276.530688,31196.749824,,,,0.06686541675886701,,5542.5024,3953.422336,,,,7363.0,123.0,25139.376128,8.875,,,541308.0,190905.0,4239.273984,0.0
0.0,,,83,,,20.3,0.0040846098873992785,2.654208,,0.0,3.1950000000000003,1149.0,563751.0,,87,4586.0,1696169664.0,,5.675999999999988,6.0,4.375,37.840000000000146,0.00508182909825389,1276.530688,31196.749824,,,,0.06738808537935338,,5542.5024,3953.422336,,,,7363.0,123.0,25139.376128,8.125,,,541510.0,191022.0,4239.273984,0.0
0.0,,,84,,,20.3,0.004084483643254338,2.654208,,0.0,3.1950000000000003,1150.0,563986.0,,88,4586.0,1696169665.0,,5.679999999999993,6.0,4.375,37.840999999999894,0.006844701099756486,1276.530688,31196.749824,,,,0.06636488168626567,,5542.46144,3953.422336,,,,7363.0,123.0,25139.408896,8.125,,,541675.0,191136.0,4239.273984,0.0
0.0,,,85,,,20.3,0.004084751676775269,2.654208,,0.0,3.1950000000000003,1151.0,564274.0,,89,4586.0,1696169666.0,,5.6839999999999975,6.0,4.375,37.8420000000001,0.011217111055825497,1276.530688,31196.749824,,,,0.133727749271599,,5542.395904,3953.422336,,,,7363.0,123.0,25139.494912,8.125,,,541879.0,191280.0,4239.273984,0.0
0.0,,,86,,,20.3,0.004084263220264321,2.654208,,0.0,3.1950000000000003,1152.0,564800.0,,90,4586.0,1696169667.0,,5.691999999999993,6.0,4.375,37.8420000000001,0.07921237064890711,1276.530688,31196.749824,,,,0.12685944918496858,,5542.555648,3953.422336,,,,7363.0,123.0,25139.335168,8.125,,,542366.0,191725.0,4239.273984,0.0
0.0,,,87,,,20.3,0.41257227942044694,2.654208,,0.0,3.1950000000000003,1214.0,565067.0,,91,4586.0,1696169668.0,,5.7039999999999935,6.0,4.375,37.93899999999985,0.005608723551792973,1276.530688,31196.749824,,,,0.06739244361586222,,5542.416384,3953.422336,,,,7363.0,123.0,25139.46624,8.125,,,542556.0,191862.0,4239.273984,0.0
0.0,,,88,,,20.3,0.008169394583527164,2.654208,,0.0,3.1950000000000003,1216.0,565287.0,,92,4586.0,1696169669.0,,5.711999999999989,5.875,4.375,37.94100000000026,0.0,1276.530688,31196.749824,,,,0.0,,5542.0928,3953.422336,,,,7363.0,123.0,25139.798016,7.5,,,542704.0,191979.0,4239.273984,0.0
0.0,,,89,,,20.3,0.004085232480454576,2.654208,,0.0,3.1950000000000003,1217.0,565593.0,,93,4586.0,1696169670.0,,5.715999999999994,5.875,4.375,37.94200000000001,0.018838347438716457,1276.530688,31196.749824,,,,0.20980700802004182,,5542.060032,3953.422336,,,,7363.0,123.0,25139.830784,7.5,,,542929.0,192129.0,4239.273984,0.0
0.0,,,90,,,20.3,0.004084671070061527,2.654208,,0.0,3.1950000000000003,1218.0,565869.0,,94,4586.0,1696169671.0,,5.719999999999999,5.875,4.375,37.94300000000021,0.005608444852253549,1276.530688,31196.749824,,,,0.06738909477332945,,5542.060032,3953.422336,,,,7363.0,123.0,25139.830784,7.5,,,543133.0,192289.0,4239.273984,0.0
0.0,,,91,,,20.3,0.004084599204900169,2.654208,,0.0,3.1950000000000003,1219.0,566239.0,,95,4586.0,1696169672.0,,5.7239999999999895,5.875,4.375,37.94399999999996,0.02890332600718418,1276.530688,31196.749824,,,,0.09373038291347749,,5542.060032,3953.422336,,,,7363.0,123.0,25139.830784,7.5,,,543408.0,192466.0,4239.273984,0.0
0.0,,,92,,,20.3,0.03267563608334508,2.654208,,0.0,3.1950000000000003,1222.0,567058.0,,96,4586.0,1696169673.0,,5.731999999999999,5.875,4.375,37.94599999999991,0.20346486776002107,1276.530688,31196.749824,,,,0.17918150929891158,,5541.941248,3953.422336,,,,7363.0,123.0,25139.933184,7.5,,,544089.0,192905.0,4239.273984,0.0
0.0,,,93,,,20.3,0.004082653009494585,2.654208,,0.0,3.1950000000000003,1223.0,568099.0,,97,4586.0,1696169674.0,,5.73599999999999,6.0,4.5,37.94599999999991,0.19147004697206457,1276.530688,31196.749824,,,,0.251011394663821,,5541.679104,3953.422336,,,,7363.0,123.0,25140.195328,7.875,,,545052.0,193341.0,4239.273984,0.0
0.0,,,94,,,20.4,0.01225434535680049,2.654208,,0.0,3.1950000000000003,1226.0,624527.0,,98,4586.0,1696169675.0,,5.744,6.0,4.5,37.94900000000007,834.0548069084306,1276.530688,31196.749824,,,,839.4209576147126,,5565.648896,3953.422336,,,,7363.0,123.0,25116.225536,7.875,,,582123.0,205826.0,4239.273984,0.0
0.0,,,95,,,20.4,0.00408373119583194,2.654208,,0.0,3.1950000000000003,1227.0,651704.0,,99,4586.0,1696169676.0,,5.7479999999999905,6.0,4.5,37.95000000000027,190.91625191500205,1276.530688,31196.749824,,,,225.15478067454916,,5565.751296,3953.422336,,,,7363.0,123.0,25116.135424,7.875,,,601189.0,212798.0,4239.273984,0.0
,4.0,100.0,96,,0.0,,,,19.48150498400014,,,,,,100,,1696169677.0,,,,,,,,,19.72997585100029,,2.595010995864868,,,,,0.007848109999940789,0.0001,8.0,,,,,,5.0,,,,
0.0,,,96,,,20.4,0.10211714092629369,2.654208,,0.0,3.1950000000000003,1236.0,689155.0,,101,4586.0,1696169677.0,,5.759999999999991,6.0,4.5,37.95699999999988,54.4073744535278,1276.530688,31196.749824,,,,13.49848989770129,,5546.954752,3953.422336,,,,7394.0,132.0,25134.911488,7.875,,,631974.0,227700.0,4239.273984,0.0
0.0,,,97,,,20.3,0.12255484704442898,2.654208,,0.0,3.1950000000000003,1252.0,702951.0,,102,4586.0,1696169678.0,,5.771999999999991,6.0,4.5,37.97499999999991,5.261392883060555,1276.530688,31196.749824,,,,6.358434298406584,,5539.958784,3953.426432,,,,7394.0,132.0,25141.92384,7.875,,,643405.0,233227.0,4239.273984,0.0
0.0,,,98,,,20.3,0.004084563273267772,2.654208,,0.0,3.1950000000000003,1253.0,704575.0,,103,4586.0,1696169679.0,,5.775999999999996,5.875,4.375,37.97600000000011,1.036019159000569,1276.530688,31197.274112,,,,1.0807339581098294,,5539.692544,3954.0736,,,,7394.0,132.0,25142.19008,7.249999999999999,,,644763.0,233980.0,4239.54432,0.0
0.0,,,99,,,20.3,0.004084600176034144,2.654208,,0.0,3.1950000000000003,1254.0,706315.0,,104,4586.0,1696169680.0,,5.779999999999987,5.875,4.375,37.97699999999986,1.0549915945429804,1276.530688,31197.536256,,,,1.2694171482809131,,5539.92192,3954.425856,,,,7394.0,132.0,25141.960704,7.249999999999999,,,646121.0,234651.0,4239.814656,0.0
0.0,,,100,,,20.3,0.004084536080368489,2.654208,,0.0,3.1950000000000003,1255.0,707565.0,,105,4586.0,1696169681.0,,5.783999999999992,5.875,4.375,37.978000000000065,0.8030740413845765,1276.530688,31197.540352,,,,0.9028579814455553,,5539.659776,3954.425856,,,,7394.0,132.0,25142.222848,7.249999999999999,,,647161.0,235251.0,4239.814656,0.0
0.0,,,101,,,15.2,0.04901098386303642,2.654208,,0.0,3.1950000000000003,1258.0,712442.0,,106,4586.0,1696169682.0,,5.791999999999987,5.875,4.375,37.98000000000002,2.6763235870018627,1276.522496,31189.090304,,,,2.4955876069622955,,3936.600064,3946.037248,,,,7415.0,133.0,26745.32352,7.249999999999999,,,651409.0,237314.0,4239.847424,0.0
0.0,,,102,,,15.2,0.03268081073669889,2.654208,,0.0,3.1950000000000003,1260.0,712665.0,,107,4586.0,1696169683.0,,5.799999999999997,5.875,4.375,37.98199999999997,0.009973391950754161,1276.522496,31189.090304,,,,0.0010531901893937135,,3936.595968,3946.037248,,,,7415.0,133.0,26745.327616,7.249999999999999,,,651577.0,237463.0,4239.847424,0.0
0.0,,,103,,,15.2,0.004085383060227606,2.654208,,0.0,3.1950000000000003,1261.0,712934.0,,108,4586.0,1696169684.0,,5.803999999999988,5.75,4.375,37.98199999999997,0.0,1276.522496,31189.090304,,,,0.0,,3936.595968,3946.037248,,,,7415.0,133.0,26745.327616,6.625,,,651738.0,237545.0,4239.847424,0.0
0.0,,,104,,,15.2,0.028592092461994,2.654208,,0.0,3.1950000000000003,1267.0,713249.0,,109,4586.0,1696169685.0,,5.811999999999998,5.75,4.375,37.98900000000003,0.03824511474512207,1276.522496,31189.090304,,,,0.009589200652865016,,3936.11264,3946.037248,,,,7415.0,133.0,26745.806848,6.625,,,652024.0,237794.0,4239.847424,0.0
0.0,,,105,,,15.2,0.06944460917387413,2.654208,,0.0,3.1950000000000003,1271.0,713566.0,,110,4586.0,1696169686.0,,5.815999999999988,5.75,4.375,37.99200000000019,0.016347886516896868,1276.522496,31189.090304,,,,0.0026807661630420866,,3936.4608,3946.037248,,,,7415.0,133.0,26745.479168,6.625,,,652231.0,237909.0,4239.847424,0.0
0.0,,,106,,,13.9,0.004084109812136975,2.654208,,0.0,3.1950000000000003,1272.0,714494.0,,111,4586.0,1696169687.0,,5.823999999999998,5.75,4.375,37.99299999999994,0.05227181951593986,954.126336,30186.12736,,,,0.030686661025635498,,3835.568128,3749.715968,,,,7429.0,135.0,27168.768,6.625,,,652978.0,238354.0,3817.783296,0.0
0.0,,,107,,,13.9,0.004085290769194144,2.654208,,0.0,3.1950000000000003,1273.0,714730.0,,112,4586.0,1696169688.0,,5.827999999999989,5.75,4.375,37.99299999999994,0.0005266195172559371,954.126336,30177.734656,,,,0.0,,3835.224064,3741.32736,,,,7432.0,136.0,27169.107968,6.625,,,653146.0,238488.0,3817.783296,0.0
0.0,,,108,,,13.9,0.004084804122585947,2.654208,,0.0,3.1950000000000003,1274.0,715002.0,,113,4586.0,1696169689.0,,5.831999999999994,5.625,4.375,37.99400000000014,0.0,954.126336,30169.341952,,,,0.0,,3835.154432,3732.938752,,,,7433.0,136.0,27169.173504,6.125,,,653337.0,238618.0,3817.7792,0.0
0.0,,,109,,,13.9,0.01634000517357609,2.654208,,0.0,3.1950000000000003,1278.0,715568.0,,114,4586.0,1696169690.0,,5.85199999999999,5.625,4.375,37.996999999999844,0.08892058478803432,954.126336,30135.771136,,,,0.42505555449071786,,3834.9824,3699.38432,,,,7444.0,136.0,27169.34144,6.125,,,653781.0,238968.0,3818.06592,0.0
0.0,,,110,,,13.9,0.032677042247703125,2.654208,,0.0,3.1950000000000003,1281.0,716328.0,,115,4586.0,1696169691.0,,5.86399999999999,5.625,4.375,37.99900000000025,0.4213072756484425,954.126336,30135.771136,,,,0.5238458557246884,,3835.621376,3699.38432,,,,7455.0,136.0,27168.698368,6.125,,,654495.0,239515.0,3818.06592,0.0
