03_hivemind/estimated_current_samples,03_hivemind/optimistic_total_samples_per_second,03_hivemind/num_peers,03_hivemind/global_samples_accumulated,_step,03_hivemind/eta_next_epoch_s,_runtime,03_hivemind/global_epoch,03_hivemind/next_fetch_time_s,03_hivemind/actual_total_samples_per_second,_timestamp,03_hivemind/num_clients,04_peers/peer_1_samples_accumulated,04_peers/peer_1_epoch,04_peers/peer_1_samples_per_second,04_peers/peer_1_epoch_oos,04_peers/peer_3_samples_per_second,04_peers/peer_2_samples_accumulated,04_peers/peer_2_epoch,04_peers/peer_3_epoch_oos,04_peers/peer_3_epoch,04_peers/peer_3_samples_accumulated,04_peers/peer_2_epoch_oos,04_peers/peer_2_samples_per_second,03_hivemind/epoch_s,03_hivemind/undershot_TBS,03_hivemind/total_training_samples,03_hivemind/per_epoch_training_samples,03_hivemind/reached_TBS,03_hivemind/epoch_based_sps,03_hivemind/overshot_TBS
16070,1103.8751633739344,3,15936,15,15.13,61,0,7.56,1103.8751633739344,1683046061,0,6944.0,0.0,367.04,0.0,369.57,3936.0,0.0,0.0,0.0,3712.0,0.0,368.43,,,,,,,
17389,1102.0484690214587,3,17216,16,13.95,62,0,6.98,1102.0484690214587,1683046062,0,7392.0,0.0,366.98,0.0,369.06,4384.0,0.0,0.0,0.0,4160.0,0.0,367.83,,,,,,,
18709,1104.4157667638044,3,18560,17,12.73,63,0,6.36,1104.4157667638044,1683046063,0,7808.0,0.0,366.73,0.0,368.99,4800.0,0.0,0.0,0.0,4608.0,0.0,366.32,,,,,,,
20026,1104.1315414962946,3,19872,18,11.54,65,0,5.77,1104.1315414962946,1683046065,0,8256.0,0.0,366.66,0.0,368.58,5248.0,0.0,0.0,0.0,5056.0,0.0,369.17,,,,,,,
21350,1103.9060359919013,3,21184,19,10.34,66,0,5.17,1103.9060359919013,1683046066,0,8704.0,0.0,365.34,0.0,368.52,5696.0,0.0,0.0,0.0,5472.0,0.0,370.27,,,,,,,
22677,1102.18464894581,3,22528,20,9.16,67,0,4.58,1102.18464894581,1683046067,0,9120.0,0.0,366.19,0.0,368.55,6144.0,0.0,0.0,0.0,5920.0,0.0,369.16,,,,,,,
24005,1102.695507629287,3,23840,21,7.95,68,0,3.97,1102.695507629287,1683046068,0,9568.0,0.0,366.45,0.0,367.68,6592.0,0.0,0.0,0.0,6368.0,0.0,368.06,,,,,,,
25320,1102.974265240385,3,25184,22,6.75,69,0,3.38,1102.974265240385,1683046069,0,10016.0,0.0,366.71,0.0,367.35,7008.0,0.0,0.0,0.0,6816.0,0.0,368.64,,,,,,,
26639,1102.8214906944365,3,26464,23,5.56,71,0,2.78,1102.8214906944365,1683046071,0,10464.0,0.0,366.49,0.0,367.83,7456.0,0.0,0.0,0.0,7264.0,0.0,368.65,,,,,,,
27955,1103.7010351249978,3,27808,24,4.36,72,0,2.18,1103.7010351249978,1683046072,0,10880.0,0.0,365.72,0.0,367.82,7904.0,0.0,0.0,0.0,7680.0,0.0,369.28,,,,,,,
29273,1102.5899963634192,3,29152,25,3.17,73,0,1.58,1102.5899963634192,1683046073,0,11328.0,0.0,366.25,0.0,368.09,8352.0,0.0,0.0,0.0,8128.0,0.0,369.37,,,,,,,
30587,1101.9379960552399,3,30432,26,1.98,74,0,0.99,1101.9379960552399,1683046074,0,11776.0,0.0,366.16,0.0,367.59,8800.0,0.0,0.0,0.0,8576.0,0.0,368.84,,,,,,,
31913,1103.332152683034,3,31744,27,0.77,75,0,0.5,1103.332152683034,1683046075,0,12192.0,0.0,364.67,0.0,368.27,9216.0,0.0,0.0,0.0,9024.0,0.0,369.0,,,,,,,
33238,1101.8703910618708,3,32800,28,0.0,77,0,0.5,1101.8703910618708,1683046077,0,12640.0,0.0,365.81,0.0,368.74,9664.0,0.0,0.0,0.0,9440.0,0.0,368.79,,,,,,,
34559,1101.8703910618708,3,32800,29,0.0,78,0,0.5,1101.8703910618708,1683046078,0,12992.0,0.0,365.66,0.0,369.17,10016.0,0.0,0.0,0.0,9792.0,0.0,367.05,,,,,,,
35876,1101.8703910618708,3,32800,30,0.0,79,0,0.5,1101.8703910618708,1683046079,0,12992.0,0.0,365.66,0.0,369.17,10016.0,0.0,0.0,0.0,9792.0,0.0,367.05,,,,,,,
37200,1101.8703910618708,3,32800,31,0.0,80,0,0.5,1101.8703910618708,1683046080,0,12992.0,0.0,365.66,0.0,369.17,10016.0,0.0,0.0,0.0,9792.0,0.0,367.05,,,,,,,
38521,1101.8703910618708,3,32800,32,0.0,81,0,0.5,1101.8703910618708,1683046081,0,12992.0,0.0,365.66,0.0,369.17,10016.0,0.0,0.0,0.0,9792.0,0.0,367.05,,,,,,,
39838,1101.8703910618708,3,32800,33,0.0,83,0,0.5,1101.8703910618708,1683046083,0,12992.0,0.0,365.66,0.0,369.17,10016.0,0.0,0.0,0.0,9792.0,0.0,367.05,,,,,,,
41157,1101.8703910618708,3,32800,34,0.0,84,0,0.5,1101.8703910618708,1683046084,0,12992.0,0.0,365.66,0.0,369.17,10016.0,0.0,0.0,0.0,9792.0,0.0,367.05,,,,,,,
939,991.6100624816886,3,800,35,32.1,85,1,10.0,991.6100624816886,1683046085,0,12992.0,0.0,365.66,0.0,369.17,10016.0,0.0,0.0,0.0,9792.0,0.0,367.05,,,,,,,
2116,1016.2030021718572,3,1952,36,30.16,86,1,10.0,1016.2030021718572,1683046086,0,288.0,1.0,329.37,0.0,335.44,224.0,1.0,0.0,1.0,288.0,0.0,326.8,42.00247189681977,0.0,32800.0,32800.0,0.0,780.9064209500361,1.0
3442,1083.032493030084,3,3296,37,27.08,87,1,10.0,1083.032493030084,1683046087,0,672.0,1.0,339.76,0.0,343.68,608.0,1.0,0.0,1.0,672.0,0.0,332.77,,,,,,,
4758,1097.9979599150238,3,4608,38,25.51,89,1,10.0,1097.9979599150238,1683046089,0,1120.0,1.0,360.17,0.0,363.21,1056.0,1.0,0.0,1.0,1120.0,0.0,359.65,,,,,,,
6078,1100.7378476218216,3,5920,39,24.25,90,1,10.0,1100.7378476218216,1683046090,0,1536.0,1.0,364.58,0.0,367.72,1504.0,1.0,0.0,1.0,1568.0,0.0,365.7,,,,,,,
7401,1098.7763656659022,3,7264,40,23.09,91,1,10.0,1098.7763656659022,1683046091,0,1984.0,1.0,365.51,0.0,369.0,1920.0,1.0,0.0,1.0,2016.0,0.0,366.23,,,,,,,
8722,1099.6922555628717,3,8544,41,21.87,92,1,10.0,1099.6922555628717,1683046092,0,2432.0,1.0,365.31,0.0,368.41,2368.0,1.0,0.0,1.0,2464.0,0.0,365.05,,,,,,,
10034,1098.2546044363487,3,9856,42,20.7,93,1,10.0,1098.2546044363487,1683046093,0,2848.0,1.0,365.49,0.0,367.98,2816.0,1.0,0.0,1.0,2880.0,0.0,366.22,,,,,,,
11354,1098.4225143638955,3,11200,43,19.49,95,1,9.75,1098.4225143638955,1683046095,0,3296.0,1.0,366.08,0.0,367.99,3232.0,1.0,0.0,1.0,3328.0,0.0,364.19,,,,,,,
12672,1099.7449625107367,3,12544,44,18.27,96,1,9.14,1099.7449625107367,1683046096,0,3744.0,1.0,365.39,0.0,368.18,3680.0,1.0,0.0,1.0,3776.0,0.0,364.85,,,,,,,
13984,1098.6495175332136,3,13824,45,17.1,97,1,8.55,1098.6495175332136,1683046097,0,4192.0,1.0,364.58,0.0,368.13,4128.0,1.0,0.0,1.0,4224.0,0.0,367.03,,,,,,,
15300,1099.641316970656,3,15136,46,15.89,98,1,7.94,1099.641316970656,1683046098,0,4608.0,1.0,364.83,0.0,368.03,4576.0,1.0,0.0,1.0,4640.0,0.0,365.79,,,,,,,
16616,1100.347093376719,3,16448,47,14.68,99,1,7.34,1100.347093376719,1683046099,0,5056.0,1.0,364.86,0.0,368.43,4992.0,1.0,0.0,1.0,5088.0,0.0,366.35,,,,,,,
17929,1098.2144876751393,3,17792,48,13.51,101,1,6.76,1098.2144876751393,1683046101,0,5472.0,1.0,364.69,0.0,367.54,5440.0,1.0,0.0,1.0,5536.0,0.0,368.12,,,,,,,
19243,1099.6431386883332,3,19104,49,12.3,102,1,6.15,1099.6431386883332,1683046102,0,5920.0,1.0,364.48,0.0,366.24,5888.0,1.0,0.0,1.0,5984.0,0.0,367.49,,,,,,,
20556,1098.3291912403815,3,20384,50,11.12,103,1,5.56,1098.3291912403815,1683046103,0,6368.0,1.0,364.17,0.0,367.49,6336.0,1.0,0.0,1.0,6400.0,0.0,367.98,,,,,,,
21867,1097.2095585563775,3,21728,51,9.94,104,1,4.97,1097.2095585563775,1683046104,0,6784.0,1.0,363.67,0.0,367.47,6752.0,1.0,0.0,1.0,6848.0,0.0,367.2,,,,,,,
23179,1098.1776778638316,3,23040,52,8.73,105,1,4.37,1098.1776778638316,1683046105,0,7232.0,1.0,363.45,0.0,367.3,7200.0,1.0,0.0,1.0,7296.0,0.0,366.46,,,,,,,
24484,1097.8670669798266,3,24320,53,7.55,107,1,3.77,1097.8670669798266,1683046107,0,7648.0,1.0,363.48,0.0,367.7,7648.0,1.0,0.0,1.0,7744.0,0.0,367.0,,,,,,,
25792,1094.816986632291,3,25632,54,6.37,108,1,3.19,1094.816986632291,1683046108,0,8096.0,1.0,363.94,0.0,367.17,8064.0,1.0,0.0,1.0,8160.0,0.0,366.76,,,,,,,
27100,1093.7985122292614,3,26976,55,5.18,109,1,2.59,1093.7985122292614,1683046109,0,8512.0,1.0,362.2,0.0,366.39,8512.0,1.0,0.0,1.0,8608.0,0.0,366.23,,,,,,,
28393,1085.3500063985891,3,28224,56,4.03,110,1,2.02,1085.3500063985891,1683046110,0,8960.0,1.0,361.69,0.0,366.0,8960.0,1.0,0.0,1.0,9056.0,0.0,366.11,,,,,,,
29700,1090.5703189784529,3,29568,57,2.81,111,1,1.41,1090.5703189784529,1683046111,0,9376.0,1.0,352.4,0.0,366.23,9376.0,1.0,0.0,1.0,9472.0,0.0,366.72,,,,,,,
30999,1093.730484668176,3,30848,58,1.62,112,1,0.81,1093.730484668176,1683046112,0,9824.0,1.0,360.51,0.0,366.04,9824.0,1.0,0.0,1.0,9920.0,0.0,364.02,,,,,,,
32302,1095.315616108246,3,32160,59,0.43,114,1,0.5,1095.315616108246,1683046114,0,10240.0,1.0,362.1,0.0,365.68,10240.0,1.0,0.0,1.0,10368.0,0.0,365.95,,,,,,,
33578,1082.531732593681,3,32832,60,0.0,115,1,0.5,1082.531732593681,1683046115,0,10688.0,1.0,363.14,0.0,366.15,10688.0,1.0,0.0,1.0,10784.0,0.0,366.03,,,,,,,
34878,1082.531732593681,3,32832,61,0.0,116,1,0.5,1082.531732593681,1683046116,0,10912.0,1.0,363.01,0.0,353.11,10912.0,1.0,0.0,1.0,11008.0,0.0,366.41,,,,,,,
36176,1082.531732593681,3,32832,62,0.0,117,1,0.5,1082.531732593681,1683046117,0,10912.0,1.0,363.01,0.0,353.11,10912.0,1.0,0.0,1.0,11008.0,0.0,366.41,,,,,,,
37467,1082.531732593681,3,32832,63,0.0,118,1,0.5,1082.531732593681,1683046118,0,10912.0,1.0,363.01,0.0,353.11,10912.0,1.0,0.0,1.0,11008.0,0.0,366.41,,,,,,,
38758,1082.531732593681,3,32832,64,0.0,120,1,0.5,1082.531732593681,1683046120,0,10912.0,1.0,363.01,0.0,353.11,10912.0,1.0,0.0,1.0,11008.0,0.0,366.41,,,,,,,
40060,1082.531732593681,3,32832,65,0.0,121,1,0.5,1082.531732593681,1683046121,0,10912.0,1.0,363.01,0.0,353.11,10912.0,1.0,0.0,1.0,11008.0,0.0,366.41,,,,,,,
41393,1082.531732593681,3,32832,66,0.0,122,1,0.5,1082.531732593681,1683046122,0,10912.0,1.0,363.01,0.0,353.11,10912.0,1.0,0.0,1.0,11008.0,0.0,366.41,,,,,,,
1438,1043.5482382622433,3,1312,67,30.02,123,2,10.0,1043.5482382622433,1683046123,0,10912.0,1.0,363.01,0.0,353.11,10912.0,1.0,0.0,1.0,11008.0,0.0,366.41,,,,,,,
2757,1083.3083079264425,3,2624,68,27.7,124,2,10.0,1083.3083079264425,1683046124,0,448.0,2.0,349.08,0.0,350.99,416.0,2.0,0.0,2.0,448.0,0.0,343.48,38.29986989218742,0.0,65632.0,32832.0,0.0,857.2352880680992,2.0
4062,1093.5174994328593,3,3904,69,26.25,126,2,10.0,1093.5174994328593,1683046126,0,864.0,2.0,359.97,0.0,363.28,864.0,2.0,0.0,2.0,896.0,0.0,360.05,,,,,,,
5362,1094.9908253130448,3,5216,70,25.03,127,2,10.0,1094.9908253130448,1683046127,0,1312.0,2.0,363.42,0.0,365.62,1280.0,2.0,0.0,2.0,1312.0,0.0,364.48,,,,,,,
6675,1095.0441859603436,3,6560,71,23.83,128,2,10.0,1095.0441859603436,1683046128,0,1728.0,2.0,362.65,0.0,366.21,1728.0,2.0,0.0,2.0,1760.0,0.0,366.13,,,,,,,
7991,1095.8769409243316,3,7808,72,22.61,129,2,10.0,1095.8769409243316,1683046129,0,2176.0,2.0,363.05,0.0,366.09,2176.0,2.0,0.0,2.0,2208.0,0.0,365.9,,,,,,,
9302,1094.8238447363276,3,9152,73,21.43,130,2,10.0,1094.8238447363276,1683046130,0,2592.0,2.0,363.84,0.0,366.21,2592.0,2.0,0.0,2.0,2624.0,0.0,365.83,,,,,,,
10608,1092.65536216295,3,10464,74,20.28,132,2,10.0,1092.65536216295,1683046132,0,3040.0,2.0,364.27,0.0,366.01,3040.0,2.0,0.0,2.0,3072.0,0.0,364.54,,,,,,,
11912,1094.795733827537,3,11744,75,19.05,133,2,9.53,1094.795733827537,1683046133,0,3488.0,2.0,363.43,0.0,365.63,3456.0,2.0,0.0,2.0,3520.0,0.0,363.59,,,,,,,
13219,1094.8529262392542,3,13088,76,17.86,134,2,8.93,1094.8529262392542,1683046134,0,3904.0,2.0,363.1,0.0,365.96,3904.0,2.0,0.0,2.0,3936.0,0.0,365.73,,,,,,,
14518,1093.320732908114,3,14368,77,16.69,135,2,8.35,1093.320732908114,1683046135,0,4352.0,2.0,362.99,0.0,366.17,4352.0,2.0,0.0,2.0,4384.0,0.0,365.7,,,,,,,
15823,1092.0603028332878,3,15680,78,15.52,136,2,7.76,1092.0603028332878,1683046136,0,4768.0,2.0,363.02,0.0,366.06,4768.0,2.0,0.0,2.0,4832.0,0.0,364.24,,,,,,,
17132,1093.3532334437284,3,16960,79,14.3,138,2,7.15,1093.3532334437284,1683046138,0,5216.0,2.0,362.74,0.0,366.49,5216.0,2.0,0.0,2.0,5248.0,0.0,362.82,,,,,,,
18441,1093.7870140182208,3,18304,80,13.1,139,2,6.55,1093.7870140182208,1683046139,0,5632.0,2.0,362.67,0.0,366.66,5632.0,2.0,0.0,2.0,5696.0,0.0,364.02,,,,,,,
19741,1091.0579446968097,3,19552,81,11.94,140,2,5.97,1091.0579446968097,1683046140,0,6080.0,2.0,363.46,0.0,366.42,6080.0,2.0,0.0,2.0,6144.0,0.0,363.9,,,,,,,
21037,1089.9133422447057,3,20896,82,10.76,141,2,5.38,1089.9133422447057,1683046141,0,6496.0,2.0,363.04,0.0,365.89,6496.0,2.0,0.0,2.0,6560.0,0.0,362.13,,,,,,,
22735,1090.5567211513296,3,22176,83,9.2,143,2,4.6,1090.5567211513296,1683046143,0,6944.0,2.0,362.75,0.0,365.14,6944.0,2.0,0.0,2.0,7008.0,0.0,362.02,,,,,,,
24036,1091.3174453678882,3,23872,84,8.0,144,2,4.0,1091.3174453678882,1683046144,0,7360.0,2.0,362.76,0.0,365.0,7360.0,2.0,0.0,2.0,7456.0,0.0,362.79,,,,,,,
25334,1093.0723046842247,3,25216,85,6.8,145,2,3.4,1093.0723046842247,1683046145,0,7936.0,2.0,362.31,0.0,365.18,7936.0,2.0,0.0,2.0,8000.0,0.0,363.83,,,,,,,
26629,1090.7590445470516,3,26464,86,5.63,146,2,2.81,1090.7590445470516,1683046146,0,8384.0,2.0,362.57,0.0,364.54,8384.0,2.0,0.0,2.0,8448.0,0.0,365.96,,,,,,,
27930,1086.6215214340234,3,27776,87,4.45,148,2,2.23,1086.6215214340234,1683046148,0,8800.0,2.0,362.55,0.0,365.47,8800.0,2.0,0.0,2.0,8864.0,0.0,362.73,,,,,,,
29234,1085.4993169653847,3,29088,88,3.26,149,2,1.63,1085.4993169653847,1683046149,0,9248.0,2.0,362.61,0.0,365.52,9216.0,2.0,0.0,2.0,9312.0,0.0,358.49,,,,,,,
30543,1089.4177077627946,3,30400,89,2.04,150,2,1.02,1089.4177077627946,1683046150,0,9664.0,2.0,362.76,0.0,365.21,9664.0,2.0,0.0,2.0,9760.0,0.0,357.53,,,,,,,
31834,1081.8285075315423,3,31680,90,0.86,151,2,0.5,1081.8285075315423,1683046151,0,10112.0,2.0,362.16,0.0,365.59,10112.0,2.0,0.0,2.0,10176.0,0.0,361.66,,,,,,,
33138,1087.425270640606,3,32832,91,0.0,152,2,0.5,1087.425270640606,1683046152,0,10528.0,2.0,361.8,0.0,365.36,10528.0,2.0,0.0,2.0,10624.0,0.0,354.67,,,,,,,
34438,1087.425270640606,3,32832,92,0.0,154,2,0.5,1087.425270640606,1683046154,0,10912.0,2.0,361.34,0.0,365.61,10912.0,2.0,0.0,2.0,11008.0,0.0,360.47,,,,,,,
35739,1087.425270640606,3,32832,93,0.0,155,2,0.5,1087.425270640606,1683046155,0,10912.0,2.0,361.34,0.0,365.61,10912.0,2.0,0.0,2.0,11008.0,0.0,360.47,,,,,,,
37053,1087.425270640606,3,32832,94,0.0,156,2,0.5,1087.425270640606,1683046156,0,10912.0,2.0,361.34,0.0,365.61,10912.0,2.0,0.0,2.0,11008.0,0.0,360.47,,,,,,,
38347,1087.425270640606,3,32832,95,0.0,157,2,0.5,1087.425270640606,1683046157,0,10912.0,2.0,361.34,0.0,365.61,10912.0,2.0,0.0,2.0,11008.0,0.0,360.47,,,,,,,
39646,1087.425270640606,3,32832,96,0.0,158,2,0.5,1087.425270640606,1683046158,0,10912.0,2.0,361.34,0.0,365.61,10912.0,2.0,0.0,2.0,11008.0,0.0,360.47,,,,,,,
40950,1087.425270640606,3,32832,97,0.0,159,2,0.5,1087.425270640606,1683046159,0,10912.0,2.0,361.34,0.0,365.61,10912.0,2.0,0.0,2.0,11008.0,0.0,360.47,,,,,,,
830,1007.7841906984777,3,672,98,31.69,161,3,10.0,1007.7841906984777,1683046161,0,10912.0,2.0,361.34,0.0,365.61,10912.0,2.0,0.0,2.0,11008.0,0.0,360.47,,,,,,,
2156,1072.4574215201837,3,2016,99,28.54,162,3,10.0,1072.4574215201837,1683046162,0,224.0,3.0,332.84,0.0,337.45,256.0,3.0,0.0,3.0,192.0,0.0,337.49,37.41903739515692,0.0,98464.0,32832.0,0.0,877.414340013177,3.0
3472,1088.4308831642038,3,3328,100,26.92,163,3,10.0,1088.4308831642038,1683046163,0,672.0,3.0,355.24,0.0,359.43,704.0,3.0,0.0,3.0,640.0,0.0,357.78,,,,,,,
4779,1092.3718969877748,3,4640,101,25.62,164,3,10.0,1092.3718969877748,1683046164,0,1120.0,3.0,360.52,0.0,364.71,1120.0,3.0,0.0,3.0,1088.0,0.0,363.2,,,,,,,
6087,1091.9790143597857,3,5920,102,24.43,165,3,10.0,1091.9790143597857,1683046165,0,1536.0,3.0,362.34,0.0,366.11,1568.0,3.0,0.0,3.0,1536.0,0.0,363.92,,,,,,,
7388,1093.010264744637,3,7232,103,23.22,167,3,10.0,1093.010264744637,1683046167,0,1984.0,3.0,362.48,0.0,366.03,1984.0,3.0,0.0,3.0,1952.0,0.0,363.47,,,,,,,
8696,1092.5089725106516,3,8576,104,22.03,168,3,10.0,1092.5089725106516,1683046168,0,2400.0,3.0,362.75,0.0,366.24,2432.0,3.0,0.0,3.0,2400.0,0.0,364.02,,,,,,,
10004,1092.1721142787856,3,9824,105,20.84,169,3,10.0,1092.1721142787856,1683046169,0,2848.0,3.0,362.36,0.0,366.11,2880.0,3.0,0.0,3.0,2848.0,0.0,364.04,,,,,,,
11300,1089.6988404002525,3,11168,106,19.7,170,3,9.85,1089.6988404002525,1683046170,0,3264.0,3.0,362.45,0.0,366.02,3296.0,3.0,0.0,3.0,3264.0,0.0,363.71,,,,,,,
12607,1089.267966437691,3,12416,107,18.51,171,3,9.25,1089.267966437691,1683046171,0,3712.0,3.0,361.32,0.0,365.73,3744.0,3.0,0.0,3.0,3712.0,0.0,362.65,,,,,,,
13894,1085.4007124019176,3,13728,108,17.39,173,3,8.69,1085.4007124019176,1683046173,0,4128.0,3.0,361.8,0.0,364.91,4160.0,3.0,0.0,3.0,4128.0,0.0,362.56,,,,,,,
15188,1086.7276133756206,3,15040,109,16.18,174,3,8.09,1086.7276133756206,1683046174,0,4576.0,3.0,361.58,0.0,365.58,4576.0,3.0,0.0,3.0,4576.0,0.0,358.25,,,,,,,
16493,1088.5893878340194,3,16320,110,14.95,175,3,7.48,1088.5893878340194,1683046175,0,4992.0,3.0,361.5,0.0,365.64,5024.0,3.0,0.0,3.0,5024.0,0.0,359.59,,,,,,,
17797,1088.9093241961955,3,17632,111,13.75,176,3,6.87,1088.9093241961955,1683046176,0,5440.0,3.0,360.89,0.0,365.6,5440.0,3.0,0.0,3.0,5440.0,0.0,362.1,,,,,,,
19101,1088.554398466534,3,18976,112,12.56,177,3,6.28,1088.554398466534,1683046177,0,5856.0,3.0,361.35,0.0,365.34,5888.0,3.0,0.0,3.0,5888.0,0.0,362.22,,,,,,,
20399,1088.6009534559776,3,20224,113,11.36,179,3,5.68,1088.6009534559776,1683046179,0,6304.0,3.0,361.59,0.0,365.06,6336.0,3.0,0.0,3.0,6336.0,0.0,361.9,,,,,,,
21705,1089.2290684170812,3,21568,114,10.16,180,3,5.08,1089.2290684170812,1683046180,0,6720.0,3.0,361.18,0.0,364.51,6752.0,3.0,0.0,3.0,6752.0,0.0,362.91,,,,,,,
23008,1088.2031310533332,3,22848,115,8.97,181,3,4.48,1088.2031310533332,1683046181,0,7168.0,3.0,361.23,0.0,364.82,7200.0,3.0,0.0,3.0,7200.0,0.0,363.18,,,,,,,
24302,1089.4073618203838,3,24160,116,7.77,182,3,3.89,1089.4073618203838,1683046182,0,7584.0,3.0,361.22,0.0,364.19,7616.0,3.0,0.0,3.0,7648.0,0.0,362.79,,,,,,,
25607,1088.487310637358,3,25440,117,6.58,183,3,3.29,1088.487310637358,1683046183,0,8032.0,3.0,361.73,0.0,364.78,8064.0,3.0,0.0,3.0,8064.0,0.0,362.89,,,,,,,
26905,1085.5396142716681,3,26752,118,5.4,185,3,2.7,1085.5396142716681,1683046185,0,8448.0,3.0,361.7,0.0,364.76,8480.0,3.0,0.0,3.0,8512.0,0.0,362.03,,,,,,,
28208,1086.3928519238402,3,28032,119,4.2,186,3,2.1,1086.3928519238402,1683046186,0,8896.0,3.0,360.87,0.0,365.1,8928.0,3.0,0.0,3.0,8928.0,0.0,359.57,,,,,,,
29511,1086.552692064874,3,29376,120,3.0,187,3,1.5,1086.552692064874,1683046187,0,9312.0,3.0,361.17,0.0,364.94,9344.0,3.0,0.0,3.0,9376.0,0.0,360.28,,,,,,,
30803,1085.992763680587,3,30624,121,1.81,188,3,0.9,1085.992763680587,1683046188,0,9760.0,3.0,360.09,0.0,364.54,9792.0,3.0,0.0,3.0,9824.0,0.0,361.93,,,,,,,
32096,1085.658971992435,3,31968,122,0.62,189,3,0.5,1085.658971992435,1683046189,0,10176.0,3.0,360.93,0.0,363.78,10208.0,3.0,0.0,3.0,10240.0,0.0,361.28,,,,,,,
33502,1087.088503548116,3,32832,123,0.0,191,3,0.5,1087.088503548116,1683046191,0,10624.0,3.0,361.29,0.0,364.13,10656.0,3.0,0.0,3.0,10688.0,0.0,360.24,,,,,,,
34803,1087.088503548116,3,32832,124,0.0,192,3,0.5,1087.088503548116,1683046192,0,10912.0,3.0,361.62,0.0,364.09,10944.0,3.0,0.0,3.0,10976.0,0.0,361.38,,,,,,,
36107,1087.088503548116,3,32832,125,0.0,193,3,0.5,1087.088503548116,1683046193,0,10912.0,3.0,361.62,0.0,364.09,10944.0,3.0,0.0,3.0,10976.0,0.0,361.38,,,,,,,
