03_hivemind/estimated_current_samples,03_hivemind/optimistic_total_samples_per_second,03_hivemind/num_peers,03_hivemind/global_samples_accumulated,_step,03_hivemind/eta_next_epoch_s,_runtime,03_hivemind/global_epoch,03_hivemind/next_fetch_time_s,03_hivemind/actual_total_samples_per_second,_timestamp,03_hivemind/num_clients,04_peers/peer_1_samples_accumulated,04_peers/peer_1_epoch,04_peers/peer_1_samples_per_second,04_peers/peer_1_epoch_oos,04_peers/peer_2_samples_accumulated,04_peers/peer_2_epoch,04_peers/peer_2_epoch_oos,04_peers/peer_2_samples_per_second,03_hivemind/epoch_s,03_hivemind/undershot_TBS,03_hivemind/total_training_samples,03_hivemind/per_epoch_training_samples,03_hivemind/reached_TBS,03_hivemind/epoch_based_sps,03_hivemind/overshot_TBS
193,5.21982771002747,1,192,0,3101.92,37,0,10.0,5.21982771002747,1682808035,0,,,,,,,,,,,,,,,
1065,74.62808273752056,1,832,1,205.27,41,0,10.0,74.62808273752056,1682808039,0,192.0,0.0,5.22,0.0,,,,,,,,,,,
3184,546.8152685864245,1,3136,2,24.14,43,0,6.03,546.8152685864245,1682808041,0,832.0,0.0,74.63,0.0,,,,,,,,,,,
4508,859.8909423726124,2,4416,3,13.81,44,0,5.52,859.8909423726124,1682808042,0,3136.0,0.0,546.82,0.0,,,,,,,,,,,
5837,1055.5280657838912,2,5696,4,9.99,45,0,4.0,1055.5280657838912,1682808043,0,3776.0,0.0,548.05,0.0,640.0,0.0,0.0,311.84,,,,,,,
7144,1089.1076367088572,2,7040,5,8.48,46,0,3.39,1089.1076367088572,1682808044,0,4416.0,0.0,548.74,0.0,1280.0,0.0,0.0,506.79,,,,,,,
8625,1097.2257455416043,2,8512,6,7.07,47,0,2.83,1097.2257455416043,1682808045,0,5088.0,0.0,548.94,0.0,1952.0,0.0,0.0,540.17,,,,,,,
9931,1095.0346683841917,2,9792,7,5.89,49,0,2.36,1095.0346683841917,1682808047,0,5824.0,0.0,547.11,0.0,2688.0,0.0,0.0,550.11,,,,,,,
11239,1097.5591179768503,2,11136,8,4.69,50,0,1.88,1097.5591179768503,1682808048,0,6464.0,0.0,547.25,0.0,3328.0,0.0,0.0,547.78,,,,,,,
12533,1083.4329662904324,2,12416,9,3.55,51,0,1.42,1083.4329662904324,1682808049,0,7136.0,0.0,546.96,0.0,4000.0,0.0,0.0,550.6,,,,,,,
13833,1087.017134173564,2,13696,10,2.35,52,0,0.94,1087.017134173564,1682808050,0,7776.0,0.0,540.05,0.0,4640.0,0.0,0.0,543.38,,,,,,,
15139,1091.6930424355858,2,15008,11,1.14,53,0,0.5,1091.6930424355858,1682808051,0,8416.0,0.0,545.07,0.0,5280.0,0.0,0.0,541.94,,,,,,,
16435,1086.1362444410593,2,16320,12,0.0,55,0,0.5,1086.1362444410593,1682808053,0,9088.0,0.0,546.23,0.0,5920.0,0.0,0.0,545.46,,,,,,,
17734,1087.8138879269115,2,16416,13,0.0,56,0,0.5,1087.8138879269115,1682808054,0,9728.0,0.0,546.12,0.0,6592.0,0.0,0.0,540.02,,,,,,,
19032,1087.8138879269115,2,16416,14,0.0,57,0,0.5,1087.8138879269115,1682808055,0,9792.0,0.0,546.23,0.0,6624.0,0.0,0.0,541.58,,,,,,,
20324,1087.8138879269115,2,16416,15,0.0,58,0,0.5,1087.8138879269115,1682808056,0,9792.0,0.0,546.23,0.0,6624.0,0.0,0.0,541.58,,,,,,,
21614,1087.8138879269115,2,16416,16,0.0,59,0,0.5,1087.8138879269115,1682808057,0,9792.0,0.0,546.23,0.0,6624.0,0.0,0.0,541.58,,,,,,,
22905,1087.8138879269115,2,16416,17,0.0,61,0,0.5,1087.8138879269115,1682808059,0,9792.0,0.0,546.23,0.0,6624.0,0.0,0.0,541.58,,,,,,,
24196,1087.8138879269115,2,16416,18,0.0,62,0,0.5,1087.8138879269115,1682808060,0,9792.0,0.0,546.23,0.0,6624.0,0.0,0.0,541.58,,,,,,,
25488,1087.8138879269115,2,16416,19,0.0,63,0,0.5,1087.8138879269115,1682808061,0,9792.0,0.0,546.23,0.0,6624.0,0.0,0.0,541.58,,,,,,,
26779,1087.8138879269115,2,16416,20,0.0,64,0,0.5,1087.8138879269115,1682808062,0,9792.0,0.0,546.23,0.0,6624.0,0.0,0.0,541.58,,,,,,,
28074,1087.8138879269115,2,16416,21,0.0,65,0,0.5,1087.8138879269115,1682808063,0,9792.0,0.0,546.23,0.0,6624.0,0.0,0.0,541.58,,,,,,,
29374,1087.8138879269115,2,16416,22,0.0,67,0,0.5,1087.8138879269115,1682808065,0,9792.0,0.0,546.23,0.0,6624.0,0.0,0.0,541.58,,,,,,,
30672,1087.8138879269115,2,16416,23,0.0,68,0,0.5,1087.8138879269115,1682808066,0,9792.0,0.0,546.23,0.0,6624.0,0.0,0.0,541.58,,,,,,,
31966,1087.8138879269115,2,16416,24,0.0,69,0,0.5,1087.8138879269115,1682808067,0,9792.0,0.0,546.23,0.0,6624.0,0.0,0.0,541.58,,,,,,,
33262,1087.8138879269115,2,16416,25,0.0,70,0,0.5,1087.8138879269115,1682808068,0,9792.0,0.0,546.23,0.0,6624.0,0.0,0.0,541.58,,,,,,,
34556,1087.8138879269115,2,16416,26,0.0,71,0,0.5,1087.8138879269115,1682808069,0,9792.0,0.0,546.23,0.0,6624.0,0.0,0.0,541.58,,,,,,,
1345,1078.1148868688651,2,1216,27,13.95,72,1,5.58,1078.1148868688651,1682808070,0,9792.0,0.0,546.23,0.0,6624.0,0.0,0.0,541.58,,,,,,,
2624,1078.5697587556297,2,2496,28,12.76,74,1,5.1,1078.5697587556297,1682808072,0,608.0,1.0,539.29,0.0,608.0,1.0,0.0,538.82,35.28922754805535,0.0,16416.0,16416.0,0.0,465.1844526107974,1.0
3923,1090.8282763010966,2,3776,29,11.42,75,1,4.57,1090.8282763010966,1682808073,0,1248.0,1.0,532.21,0.0,1248.0,1.0,0.0,546.36,,,,,,,
5212,1090.1209687203948,2,5088,30,10.25,76,1,4.1,1090.1209687203948,1682808074,0,1888.0,1.0,546.15,0.0,1888.0,1.0,0.0,544.68,,,,,,,
6497,1085.8304347959477,2,6368,31,9.11,77,1,3.64,1085.8304347959477,1682808075,0,2528.0,1.0,545.38,0.0,2560.0,1.0,0.0,544.74,,,,,,,
7800,1095.6262214214792,2,7680,32,7.83,78,1,3.13,1095.6262214214792,1682808076,0,3168.0,1.0,541.57,0.0,3200.0,1.0,0.0,544.26,,,,,,,
9090,1084.5478294418544,2,8960,33,6.73,80,1,2.69,1084.5478294418544,1682808078,0,3840.0,1.0,548.44,0.0,3840.0,1.0,0.0,547.19,,,,,,,
10389,1086.9856881758676,2,10240,34,5.52,81,1,2.21,1086.9856881758676,1682808079,0,4480.0,1.0,542.86,0.0,4480.0,1.0,0.0,541.69,,,,,,,
11674,1082.7695145218854,2,11552,35,4.35,82,1,1.74,1082.7695145218854,1682808080,0,5120.0,1.0,546.26,0.0,5120.0,1.0,0.0,540.72,,,,,,,
