_step,_runtime,cpu/logical_core_count,memory/total_memory_sys_MB,_timestamp,cpu/load/avg_sys_load_fifteen_min_percent,disk/time/disk_read_time_sys_s,disk/time/disk_busy_time_sys_s,memory/used_memory_sys_MB,bandwidth/disk_write_sys_bandwidth_MBs,cpu/interrupts/ctx_switches_count,bandwidth/net_sent_sys_bandwidth_Mbits,process/memory/shared_memory_proc_MB,disk/counter/disk_write_sys_count,process/memory/resident_set_size_proc_MB,disk/counter/disk_read_sys_count,process/memory/dirty_pages_proc_count,bandwidth/disk_read_sys_bandwidth_MBs,cpu/load/avg_sys_load_one_min_percent,cpu/interrupts/soft_interrupts_count,bandwidth/net_recv_sys_bandwidth_Mbits,memory/available_memory_sys_MB,process/memory/text_resident_set_proc_MB,process/voluntary_proc_ctx_switches,disk/time/disk_write_time_sys_s,process/memory/lib_memory_proc_MB,process/memory/data_resident_set_proc_MB,cpu/interrupts/interrupts_count,memory/used_memory_sys_percent,cpu/load/avg_sys_load_five_min_percent,process/memory/virtual_memory_size_proc_MB,process/involuntary_proc_ctx_switches,02_timing/dataload_cuda_move_time_s,02_timing/loss_calc_time_s,02_timing/forward_time_s,02_timing/opt_step_time_s,02_timing/backward_time_s,03_hivemind/num_peers,01_general/locally_processed_samples,01_general/minibatch_loss,02_timing/step_time_s,03_hivemind/global_epoch,01_general/lr,02_timing/dataload_time_s,01_general/dataset_iteration_count,01_general/step
0,0,8.0,31557.18144,1681381413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0,,,1681381413,4.875,0.0,0.0,746.328064,0.0,65.0,0.5581595904656889,177.72544,0.0,400.801792,0.0,0.0,0.0,1.0,26.0,0.6426696687969949,30349.6192,2.654208,126.0,0.0,1009.60256,0.0,50.0,3.8,3.6249999999999996,8492.621824,36.0,,,,,,,,,,,,,,
2,1,,,1681381414,4.875,0.0,0.008000000000009777,1121.923072,0.00816134754774169,3490.0,0.651026868160686,182.66112,2.0,622.63296,0.0,0.0,0.0,1.0,1449.0,0.5971332821139654,29974.020096,2.654208,147.0,0.0010000000002037268,1252.282368,0.0,4670.0,5.0,3.6249999999999996,8869.261312,36.0,,,,,,,,,,,,,,
3,3,,,1681381416,4.875,0.0,0.012000000000000455,1693.7984,0.004081975912628555,3829.0,0.03677764628719592,182.792192,3.0,1191.350272,0.0,0.0,0.0,1.0,1828.0,0.06424328501951593,29402.140672,2.654208,148.0,0.0020000000004074536,1813.745664,0.0,5508.0,6.8,3.6249999999999996,9430.724608,38.0,,,,,,,,,,,,,,
4,4,,,1681381417,4.875,0.0,0.020000000000010232,1703.227392,0.2655122680497173,4526.0,0.09355956632840752,184.430592,6.0,1201.221632,0.0,0.0,0.0,1.0,3119.0,0.06484626546169779,29392.715776,2.654208,148.0,0.006000000000312866,1845.78048,0.0,7261.0,6.9,3.6249999999999996,9663.680512,42.0,,,,,,,,,,,,,,
5,5,,,1681381418,4.875,0.0,0.027999999999991587,2096.234496,0.004085663844905632,4938.0,0.028200656300558888,329.44128,7.0,1656.057856,0.0,0.0,0.0,1.875,3538.0,0.13872105522005665,28987.12576,2.654208,159.0,0.007000000000516593,2165.809152,0.0,8397.0,8.1,3.875,10388.410368,44.0,,,,,,,,,,,,,,
6,6,,,1681381419,4.875,0.0,0.03200000000001069,2822.823936,0.004085540450345411,5462.0,0.1243855557247504,452.452352,8.0,2501.59104,0.0,0.0,0.0,1.875,4052.0,0.7423554670360396,28260.53632,2.654208,159.0,0.007999999999810825,2888.495104,0.0,9202.0,10.4,3.875,11446.64064,47.0,,,,,,,,,,,,,,
7,7,,,1681381420,4.875,0.0,0.036000000000001364,2136.190976,0.004085702710877581,6505.0,0.18948244307858295,464.453632,9.0,1820.91776,0.0,0.0,0.0,1.875,4941.0,0.18896375035359347,28947.16928,2.654208,163.0,0.009000000000014552,2195.591168,0.0,10389.0,8.3,3.875,12129.468416,47.0,,,,,,,,,,,,,,
8,8,,,1681381421,4.875,0.0,0.04400000000001114,2136.22784,0.004085247053844196,6831.0,0.08184058403402346,464.453632,10.0,1820.983296,0.0,0.0,0.0,1.875,5214.0,0.04286317806376987,28947.132416,2.654208,163.0,0.010000000000218279,2195.591168,0.0,10683.0,8.3,3.875,12129.468416,47.0,,,,,,,,,,,,,,
9,9,,,1681381422,4.875,0.0,0.056000000000011596,2136.264704,0.11438800551468915,7904.0,0.18955088302580717,464.453632,13.0,1820.983296,0.0,0.0,0.0,1.875,5790.0,0.15696434462667097,28947.091456,2.654208,163.0,0.012999999999919964,2195.591168,0.0,11589.0,8.3,3.875,12129.468416,47.0,,,,,,,,,,,,,,
10,10,,,1681381423,5.125,0.0,0.060000000000002274,2796.367872,0.004081028556823142,9973.0,0.1306487091123971,1256.57088,14.0,3272.06912,0.0,0.0,0.0,5.75,6521.0,0.0848088746807362,27495.77216,2.654208,519.0,0.014000000000123691,2926.22336,0.0,13666.0,12.9,4.625,13919.870976,49.0,,,,,,,,,,,,,,
11,11,,,1681381424,5.125,0.0009999999999994458,0.06800000000001205,4595.924992,0.004071108249507605,12769.0,0.400248781107062,1415.061504,15.0,4886.07744,2.0,0.0,0.0162844329957705,5.75,7787.0,0.42232977252979226,25538.011136,2.654208,663.0,0.015000000000327418,4352.405504,0.0,149245.0,19.1,4.625,18154.647552,52.0,,,,,,,,,,,,,,
12,12,,,1681381425,5.125,0.0039999999999995595,0.0800000000000125,5342.08512,0.0040755431121020985,15843.0,0.39851169987452223,2049.347584,16.0,5737.766912,6.0,0.0,0.21600378491120845,5.75,9213.0,0.3649441895229265,24157.519872,2.654208,886.0,0.016000000000531145,4595.277824,0.0,239992.0,23.4,4.625,19232.473088,55.0,,,,,,,,,,,,,,
13,13,,,1681381426,5.125,0.004999999999999893,0.09200000000001296,5502.222336,0.11402942854544153,18794.0,0.541003460664953,2049.376256,39.0,5737.807872,7.0,0.0,0.04072479590983713,5.75,11820.0,144.0391090882878,23939.637248,2.654208,901.0,0.04399999999986903,4595.277824,0.0,244228.0,24.1,4.625,19290.300416,55.0,,,,,,,,,,,,,,
14,14,,,1681381427,5.125,0.004999999999999893,0.09600000000000364,6054.46144,0.004084716715463639,20225.0,0.23132101786781467,2159.935488,40.0,5848.444928,7.0,0.0,0.0,5.75,13264.0,100.88750865342537,23346.610176,2.654208,933.0,0.04500000000007276,4595.552256,0.0,247519.0,26.0,4.625,19451.14624,56.0,0.0063194729998485855,,,,,,,,,,,,,
15,15,,,1681381428,5.25,0.004999999999999893,0.10400000000001342,6566.473728,0.11029621509181238,20949.0,0.15151368088658929,2344.787968,43.0,6037.225472,7.0,0.0,0.0,6.375,13688.0,0.13633837699146345,22834.593792,2.654208,933.0,0.047999999999774445,4613.455872,0.0,248469.0,27.6,4.75,19914.452992,58.0,,,,,,,,,,,,,,
16,16,,,1681381429,5.25,0.004999999999999893,0.12399999999999523,6721.429504,2.6391317254663846,22066.0,0.29749597055296145,2400.82944,217.0,6167.560192,7.0,0.0,0.0,6.375,14293.0,0.2861256305102783,22679.642112,2.654208,961.0,0.8630000000002838,4696.195072,0.0,249858.0,28.1,4.75,28089.311232,61.0,,0.0003652840000540891,2.2111500879998403,0.10365194099995279,0.42824837300008767,,,,,,,,,
17,16,,,1681381429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,32.0,7.1793212890625,3.8566139409997504,0.0,0.0001,1.106878781999967,0.0,0.0
18,16,,,1681381429,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00641325800006598,0.0005453270000543853,0.025417291999929148,0.10264014500012308,0.333667104000142,1.0,64.0,7.2237548828125,0.47215606100030527,0.0,0.0001,0.0034729349999906844,0.0,1.0
19,17,,,1681381430,5.25,0.004999999999999893,0.13999999999998636,6725.804032,0.012248267562567665,24111.0,0.6791329448928487,2399.055872,220.0,6165.897216,7.0,0.0,0.0,6.375,15540.0,27.691403215024312,22694.539264,2.654208,999.0,0.8649999999997817,4696.195072,0.0,252111.0,28.1,4.75,28070.035456,64.0,0.006795826000143279,0.0006223279999630904,0.02653994699994655,,,,,,,,,,,
20,17,,,1681381430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10292828999990888,0.3343344499999148,1.0,96.0,7.1910400390625,0.4753035869998712,0.0,0.0001,0.004082745999994586,0.0,2.0
21,18,,,1681381431,5.25,0.004999999999999893,0.1519999999999868,6728.8064,0.20414589465136013,26048.0,0.71317889829678,2399.10912,256.0,6165.95456,7.0,0.0,0.0,6.375,17061.0,44.60271212516484,22672.265216,2.654208,1015.0,0.9139999999997599,4696.22784,0.0,254536.0,28.2,4.75,28050.75968,68.0,0.006662780999931783,0.0006640889998834609,0.024986272999967696,,,,,,,,,,,
22,18,,,1681381431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10335290900002292,0.33568276300002253,1.0,128.0,7.15283203125,0.47494859899984476,0.0,0.0001,0.0035997840000163706,0.0,3.0
23,19,,,1681381432,5.25,0.004999999999999893,0.17199999999999704,6731.374592,0.11032005998411798,28185.0,0.6360561155122921,2399.092736,261.0,6165.938176,7.0,0.0,0.0,6.375,18365.0,32.95421553939345,22669.692928,2.654208,1031.0,0.918999999999869,4696.22784,0.0,256926.0,28.2,4.75,28050.75968,69.0,0.006710190999910992,0.0005947919999016449,0.02371901599985904,,0.3361080810000203,,,,,,,,,
24,19,,,1681381432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1033233799998925,,1.0,160.0,7.0352783203125,0.4745333199994093,0.0,0.0001,0.0040778599998247955,0.0,4.0
25,20,,,1681381433,5.25,0.004999999999999893,0.1839999999999975,6731.177984,0.008172573518648866,30847.0,1.0036223563050446,2399.113216,263.0,6166.265856,7.0,0.0,0.0,6.875000000000001,20006.0,31.316080635582622,22669.893632,2.654208,1045.0,0.9210000000002765,4705.038336,0.0,259996.0,28.2,4.875,28126.523392,70.0,0.006720796000081464,0.0007227510000120674,0.0255471339999076,0.10254604299984749,0.3325523290000092,,,,,,,,,
26,20,,,1681381433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,192.0,7.1495361328125,0.4722031609999249,0.0,0.0001,0.004114108000067063,0.0,5.0
27,21,,,1681381434,5.25,0.004999999999999893,0.19599999999999795,6734.368768,0.008172281951773355,32546.0,0.6510531415708817,2399.096832,265.0,6166.257664,7.0,0.0,0.0,6.875000000000001,21141.0,24.473159258728185,22666.702848,2.654208,1055.0,0.9220000000004802,4705.038336,0.0,262057.0,28.2,4.875,28126.523392,71.0,0.006543601999965176,0.0006579040000360692,0.0242775320000419,0.10309618499991302,0.33421591899991654,,,,,,,,,
28,21,,,1681381434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,224.0,7.28173828125,0.47291743299979316,0.0,0.0001,0.004126290999920457,0.0,6.0
