01_general/locally_processed_samples,cpu/interrupts/soft_interrupts_count,bandwidth/net_recv_sys_bandwidth_Mbits,process/memory/data_resident_set_proc_MB,cpu/load/avg_sys_load_fifteen_min_percent,_timestamp,disk/time/disk_write_time_sys_s,02_timing/dataload_time_s,bandwidth/disk_read_sys_bandwidth_MBs,process/memory/resident_set_size_proc_MB,process/memory/text_resident_set_proc_MB,01_general/dataset_iteration_count,cpu/interrupts/interrupts_count,disk/counter/disk_read_sys_count,cpu/load/avg_sys_load_five_min_percent,process/memory/virtual_memory_size_proc_MB,disk/time/disk_read_time_sys_s,cpu/logical_core_count,memory/used_memory_sys_MB,process/voluntary_proc_ctx_switches,process/memory/dirty_pages_proc_count,02_timing/step_time_s,memory/total_memory_sys_MB,memory/available_memory_sys_MB,disk/counter/disk_write_sys_count,process/memory/shared_memory_proc_MB,01_general/lr,01_general/step,03_hivemind/num_peers,02_timing/forward_time_s,03_hivemind/global_epoch,01_general/minibatch_loss,02_timing/backward_time_s,02_timing/opt_step_time_s,_step,disk/time/disk_busy_time_sys_s,process/involuntary_proc_ctx_switches,bandwidth/net_sent_sys_bandwidth_Mbits,02_timing/loss_calc_time_s,memory/used_memory_sys_percent,cpu/interrupts/ctx_switches_count,process/memory/lib_memory_proc_MB,02_timing/dataload_cuda_move_time_s,cpu/load/avg_sys_load_one_min_percent,bandwidth/disk_write_sys_bandwidth_MBs,_runtime
,39637.0,0.1748052184967992,0.0,0.1875,1681394175.0,0.0009999999999976694,,0.0,1678.60224,2.854912,,44008.0,0.0,0.1,48905.043968,0.0,,8056.172544,3659.0,0.0,,,529355.558912,5.0,340.369408,,,,,,,,,10,0.007999999999981355,95.0,0.2036033241611017,,2.1,28311.0,6250.614784,,0.21250000000000002,0.07345788582307339,10
,40476.0,0.03565007960007548,0.0,0.17500000000000002,1681394176.0,0.0009999999999976694,,0.0,1678.614528,2.854912,,44587.0,0.0,0.1,48905.043968,0.0,,8056.406016,3659.0,0.0,,,529355.32544,5.0,340.369408,,,,,,,,,11,0.007999999999981355,95.0,0.08268140536957534,,2.1,29473.0,6250.614784,,0.1875,0.0,11
,42204.0,0.06578245448055446,0.0,0.17500000000000002,1681394177.0,0.0009999999999976694,,0.0,1678.614528,2.854912,,45270.0,0.0,0.1,48905.043968,0.0,,8056.496128,3659.0,0.0,,,529355.235328,5.0,340.369408,,,,,,,,,12,0.007999999999981355,95.0,0.5675878828421098,,2.1,30670.0,6250.614784,,0.1875,0.0,12
,46535.0,0.034586699052462866,0.0,0.17500000000000002,1681394178.0,0.0009999999999976694,,0.0,2205.085696,2.854912,,48710.0,0.0,0.1,49742.25408,0.0,,8046.362624,3724.0,0.0,,,528858.415104,5.0,859.291648,,,,,,,,,13,0.007999999999981355,355.0,0.23698825332261655,,2.2,35250.0,6290.219008,,0.1875,0.0,13
,58397.0,0.3748593383701484,0.0,0.17500000000000002,1681394179.0,0.0009999999999976694,,0.0,4842.176512,2.854912,,1155147.0,0.0,0.1,55030.018048,0.0,,10695.86432,3953.0,0.0,,,525671.120896,6.0,1383.071744,,,,,,,,,14,0.012000000000000455,379.0,1.1789200933427295,,2.8,43263.0,8411.87328,,0.1875,0.01628751299398119,14
,76299.0,0.29022918075828136,0.0,0.17500000000000002,1681394180.0,0.0009999999999976694,,0.0,5617.471488,2.854912,,1304914.0,0.0,0.1,56484.442112,0.0,,11344.556032,4163.0,0.0,,,524483.289088,6.0,1922.02752,,,,,,,,,15,0.012000000000000455,385.0,0.8993774664905454,,3.0,56536.0,8724.758528,,0.1875,0.0,15
,82540.0,18.07364480843936,0.0,0.17500000000000002,1681394181.0,0.0009999999999976694,,0.0,5617.487872,2.854912,,1308385.0,0.0,0.1,56484.442112,0.0,,11399.757824,4163.0,0.0,,,524428.087296,6.0,1922.02752,,,,,,,,,16,0.012000000000000455,385.0,1.521686412480843,,3.1,61357.0,8724.758528,,0.17500000000000002,0.0,16
,105515.0,598.4849933380118,0.0,0.17500000000000002,1681394182.0,0.015999999999998238,,0.0,5617.491968,2.854912,,1321636.0,0.0,0.1,56484.442112,0.0,,11983.613952,4163.0,0.0,,,523844.231168,93.0,1922.02752,,,,,,,,,17,0.015999999999991132,385.0,2.4075201531477783,,3.2,74511.0,8724.758528,,0.17500000000000002,0.4081339769133649,17
,128156.0,809.4897524490693,0.0,0.17500000000000002,1681394183.0,0.015999999999998238,,0.0,5773.963264,2.854912,,1335483.0,0.0,0.1,57257.271296,0.0,,13231.296512,4179.0,0.0,,,522134.454272,93.0,2078.486528,,,,,,,,,18,0.015999999999991132,386.0,1.1727244994016148,,3.5,84331.0,8733.282304,0.031606336997356266,0.17500000000000002,0.0,18
,153299.0,861.6719833464063,0.0,0.17500000000000002,1681394184.0,0.015999999999998238,,0.0,5885.448192,2.854912,,1350283.0,0.0,0.1,57894.936576,0.0,,14033.702912,4211.0,0.0,,,520942.91968,93.0,2189.963264,,,,,,,,,19,0.015999999999991132,393.0,1.9888439149576749,,3.7,95907.0,8733.282304,,0.17500000000000002,0.0,19
,179710.0,797.1530589436467,0.0,0.17500000000000002,1681394185.0,0.015999999999998238,,0.0,5998.952448,2.854912,,1366505.0,0.0,0.1,58675.212288,0.0,,14442.156032,4227.0,0.0,,,519823.392768,95.0,2303.459328,,,,,,,,,20,0.01999999999998181,399.0,1.5259875028232615,,3.9,106475.0,8741.80608,,0.17500000000000002,0.07327487821484822,20
,198692.0,538.6896419742078,0.0,0.2,1681394186.0,0.015999999999998238,,0.0,5998.956544,2.854912,,1377437.0,0.0,0.1625,58675.212288,0.0,,14797.438976,4232.0,0.0,,,519005.851648,95.0,2303.459328,,,,,,,,,21,0.01999999999998181,400.0,1.3979430544413218,,4.1,114246.0,8741.80608,,0.46249999999999997,0.0,21
,203083.0,45.82471643241381,0.0,0.2,1681394187.0,0.015999999999998238,,0.0,6112.452608,2.854912,,1380968.0,0.0,0.1625,59220.606976,0.0,,15144.517632,4253.0,0.0,,,518493.786112,95.0,2416.939008,,,,,,,,,22,0.01999999999998181,404.0,2.217989269702105,,4.1,117033.0,8750.329856,,0.46249999999999997,0.0,22
,205938.0,0.41379431926461585,0.0,0.2,1681394188.0,0.015999999999998238,,0.0,6226.067456,2.854912,,1383254.0,0.0,0.1625,59841.503232,0.0,,15477.20704,4280.0,0.0,,,518150.610944,95.0,2530.422784,,,,,,,,,23,0.01999999999998181,406.0,0.7554614746968716,,4.2,119419.0,8767.377408,,0.46249999999999997,0.0,23
,208110.0,0.9003924712732968,0.0,0.2,1681394189.0,0.015999999999998238,,0.0,6302.715904,2.854912,,1386263.0,0.0,0.1625,59918.565376,0.0,,15846.72768,4280.0,0.0,,,517781.090304,96.0,2530.422784,,,,,,,,,24,0.02400000000000091,408.0,1.9271573550197563,,4.3,121798.0,8844.455936,,0.46249999999999997,0.01633596546031158,24
