01_general/locally_processed_samples,cpu/interrupts/soft_interrupts_count,bandwidth/net_recv_sys_bandwidth_Mbits,process/memory/data_resident_set_proc_MB,cpu/load/avg_sys_load_fifteen_min_percent,_timestamp,disk/time/disk_write_time_sys_s,02_timing/dataload_time_s,bandwidth/disk_read_sys_bandwidth_MBs,process/memory/resident_set_size_proc_MB,process/memory/text_resident_set_proc_MB,01_general/dataset_iteration_count,cpu/interrupts/interrupts_count,disk/counter/disk_read_sys_count,cpu/load/avg_sys_load_five_min_percent,process/memory/virtual_memory_size_proc_MB,disk/time/disk_read_time_sys_s,cpu/logical_core_count,memory/used_memory_sys_MB,process/voluntary_proc_ctx_switches,process/memory/dirty_pages_proc_count,02_timing/step_time_s,memory/total_memory_sys_MB,memory/available_memory_sys_MB,disk/counter/disk_write_sys_count,process/memory/shared_memory_proc_MB,01_general/lr,01_general/step,03_hivemind/num_peers,02_timing/forward_time_s,03_hivemind/global_epoch,01_general/minibatch_loss,02_timing/backward_time_s,02_timing/opt_step_time_s,_step,disk/time/disk_busy_time_sys_s,process/involuntary_proc_ctx_switches,bandwidth/net_sent_sys_bandwidth_Mbits,02_timing/loss_calc_time_s,memory/used_memory_sys_percent,cpu/interrupts/ctx_switches_count,process/memory/lib_memory_proc_MB,02_timing/dataload_cuda_move_time_s,cpu/load/avg_sys_load_one_min_percent,bandwidth/disk_write_sys_bandwidth_MBs,_runtime
,210636.0,0.15125213246584213,0.0,0.2,1681394190.0,0.015999999999998238,,0.0,6760.144896,2.854912,,1387901.0,0.0,0.1625,61076.164608,0.0,,16306.106368,4315.0,0.0,,,517311.225856,96.0,2643.902464,,,,,,,,,25,0.02400000000000091,410.0,1.729571325615024,,4.4,124001.0,9196.781568,,0.46249999999999997,0.0,25
,212539.0,0.15480635953224733,0.0,0.2,1681394191.0,0.015999999999998238,,0.0,7074.127872,2.854912,,1389496.0,0.0,0.17500000000000002,62123.99104,0.0,,16621.027328,4331.0,0.0,,,516985.819136,96.0,2757.382144,,,,,,,,,26,0.02400000000000091,412.0,1.788350508508168,,4.4,125981.0,9405.7472,,0.5249999999999999,0.0,26
,214932.0,0.1507522988082725,0.0,0.2,1681394192.0,0.015999999999998238,,0.0,7387.844608,2.854912,,1390875.0,0.0,0.17500000000000002,62949.466112,0.0,,17023.459328,4338.0,0.0,,,516583.387136,96.0,2757.382144,,,,,,,,,27,0.02400000000000091,416.0,2.0065419749933007,,4.5,128188.0,9728.036864,,0.5249999999999999,0.0,27
,216919.0,0.16405341382717156,0.0,0.2,1681394193.0,0.016999999999995907,,0.0,7825.113088,2.854912,,1392567.0,0.0,0.17500000000000002,63944.37632,0.0,,17376.210944,4358.0,0.0,,,516220.207104,98.0,2870.861824,,,,,,,,,28,0.027999999999991587,423.0,2.0476878573290946,,4.6,130180.0,10051.72736,,0.5249999999999999,0.0694412738449862,28
,219747.0,0.16226129883584015,0.0,0.2,1681394194.0,0.016999999999995907,,0.0,8091.287552,2.854912,,1394081.0,0.0,0.17500000000000002,75178.074112,0.0,,17600.73728,4425.0,0.0,,,515953.897472,98.0,2921.603072,,,,,,,,,29,0.027999999999991587,428.0,2.0042461382919434,,4.6,132962.0,10334.86336,,0.5249999999999999,0.0,29
,221808.0,0.6353308867652788,0.0,0.2,1681394195.0,0.016999999999995907,,0.0,8909.574144,2.854912,,1396185.0,0.0,0.17500000000000002,76329.648128,0.0,,18333.933568,4425.0,0.0,,,515216.248832,98.0,3017.416704,,,,,,,,,30,0.027999999999991587,428.0,1.675805165651685,,4.8,135633.0,11071.291392,,0.5249999999999999,0.0,30
,225203.0,0.13369164033315173,0.0,0.21250000000000002,1681394196.0,0.016999999999995907,,0.0,9335.681024,2.854912,,1398161.0,0.0,0.2,85020.246016,0.0,,18743.803904,4426.0,0.0,,,514804.281344,98.0,3038.982144,,,,,,,,,31,0.027999999999991587,428.0,1.5829297600581158,,4.8,140767.0,11475.898368,,0.5875,0.0,31
,228548.0,0.3012613881562751,0.0,0.21250000000000002,1681394197.0,0.016999999999995907,,0.0,9652.015104,2.854912,,1400195.0,0.0,0.2,98643.345408,0.0,,19060.330496,4428.0,0.0,,,514483.593216,98.0,3043.38944,,,,,,,,,32,0.027999999999991587,428.0,3.0606529685772386,,4.9,146226.0,11788.058624,,0.5875,0.0,32
,231077.0,0.15206935024768917,0.0,0.21250000000000002,1681394198.0,0.016999999999995907,,0.0,9897.160704,2.854912,,1401912.0,0.0,0.2,106327.310336,0.0,,19309.891584,4430.0,0.0,,,514231.934976,98.0,3045.691392,,,,,,,,,33,0.027999999999991587,428.0,1.8697086559328118,,4.9,151179.0,12030.439424,,0.5875,0.0,33
,234742.0,0.7040744911488915,0.0,0.21250000000000002,1681394199.0,0.016999999999995907,,0.0,10205.282304,2.854912,,1403926.0,0.0,0.2,121494.175744,0.0,,19624.218624,4432.0,0.0,,,513915.478016,99.0,3048.185856,,,,,,,,,34,0.031999999999982265,428.0,1.7884948381659291,,5.0,156946.0,12336.447488,,0.5875,0.016333577531383602,34
,238138.0,0.30531012261311524,0.0,0.21250000000000002,1681394200.0,0.016999999999995907,,0.0,10410.594304,2.854912,,1406249.0,0.0,0.2,133870.63296,0.0,,19834.925056,4433.0,0.0,,,513702.674432,99.0,3050.3936,,,,,,,,,35,0.031999999999982265,428.0,2.224181252017093,,5.0,162142.0,12514.066432,,0.5875,0.0,35
,241431.0,0.27101357482177774,0.0,0.21250000000000002,1681394201.0,0.016999999999995907,,0.0,10504.998912,2.854912,,1408799.0,0.0,0.21250000000000002,141582.344192,0.0,,19916.623872,4555.0,0.0,,,513620.975616,99.0,3068.821504,,,,17.573103717004415,,,,,36,0.031999999999982265,430.0,2.025833451626984,0.0003798000034294091,5.0,166686.0,12700.155904,,0.6375000000000001,0.0,36
,249308.0,1.8068858758454374,0.0,0.21250000000000002,1681394202.0,0.016999999999995907,,0.0,10534.699008,2.854912,,1419059.0,0.0,0.21250000000000002,142110.33088,0.0,,19957.325824,4555.0,0.0,,,513580.273664,100.0,3069.079552,,,,,,,,,37,0.036000000000001364,430.0,4.697332259986164,,5.1,173928.0,12844.855296,,0.6375000000000001,0.004083249774276411,37
,259556.0,2.271175048612395,0.0,0.21250000000000002,1681394203.0,0.016999999999995907,,0.0,10544.041984,2.854912,,1440096.0,0.0,0.21250000000000002,142110.33088,0.0,,19988.844544,4555.0,0.0,,,513548.754944,100.0,3069.095936,,,,,,,,,38,0.036000000000001364,430.0,3.990684951071096,,5.1,181085.0,12846.53056,,0.6375000000000001,0.0,38
256.0,,,,,1681394204.0,,3.2821679879998555,,,,0.0,,,,,,,,,,24.148332295008004,,,,,0.0001,0.0,8.0,,0.0,7.22491455078125,3.218708564003464,0.042365888999484014,39,,,,,,,,,,,39
,271148.0,5.1043895978255795,0.0,0.21250000000000002,1681394205.0,0.016999999999995907,,0.0,10852.57728,2.854912,,1446673.0,0.0,0.21250000000000002,143150.870528,0.0,,20075.958272,4611.0,0.0,,,513313.554432,100.0,3371.081728,,,,,,,,,40,0.036000000000001364,435.0,37.28230936438807,,5.1,190831.0,12904.062976,0.02304079500027001,0.6375000000000001,0.0,40
512.0,,,,,1681394205.0,,0.0160749950009631,,,,0.0,,,,,,,,,,0.6894540749999578,,,,,0.0001,1.0,8.0,0.5228916799969738,0.0,7.1667633056640625,0.09674329400149873,0.02547893599694362,41,,,,0.0052243750033085234,,,,,,,40
,284043.0,213.70969831862126,0.0,0.21250000000000002,1681394206.0,0.016999999999995907,,0.0,10869.313536,2.854912,,1456188.0,0.0,0.21250000000000002,143286.923264,0.0,,20098.019328,4687.0,0.0,,,513445.851136,102.0,3371.483136,,,,0.42545172900281614,,,0.09848128799785627,0.024194873003580142,42,0.03999999999999204,441.0,37.44217238797294,0.0036707769977510907,5.1,232755.0,12885.991424,0.030510000993672293,0.6375000000000001,0.06126206951830599,41
768.0,,,,,1681394206.0,,0.017308267000771593,,,,0.0,,,,,,,,,,0.5996169349964475,,,,,0.0001,2.0,8.0,,0.0,7.22442626953125,,,43,,,,,,,,,,,41
1024.0,,,,,1681394206.0,,0.01697337299992796,,,,0.0,,,,,,,,,,0.5877098429991747,,,,,0.0001,3.0,8.0,0.4149310129942023,0.0,7.27880859375,0.10365903399360832,0.017923980005434714,44,,,,0.004387671004224103,,,,0.02983477200177731,,,41
,298890.0,358.3822704053454,0.0,0.2375,1681394207.0,0.016999999999995907,,0.0,10867.5072,2.854912,,1464634.0,0.0,0.27499999999999997,142979.149824,0.0,,20111.720448,4728.0,0.0,,,513557.553152,102.0,3368.59136,,,,,,,,,45,0.03999999999999204,453.0,2.4894923015997454,,5.1,259555.0,12886.536192,0.030397810995054897,0.8875,0.0,42
1280.0,,,,,1681394207.0,,0.015385929997137282,,,,0.0,,,,,,,,,,0.5973325899976771,,,,,0.0001,4.0,8.0,0.4244731420039898,0.0,7.2045440673828125,0.09671950899792137,0.025253291001718026,46,,,,0.005102907001855783,,,,,,,42
,312443.0,248.96162570048563,0.0,0.2375,1681394208.0,0.016999999999995907,,0.0,10871.33696,2.854912,,1472316.0,0.0,0.27499999999999997,143288.23808,0.0,,20120.129536,4810.0,0.0,,,513423.396864,102.0,3371.483136,,,,0.4853413380042184,,,,,47,0.03999999999999204,457.0,3.7956706037475327,0.003331817999423947,5.1,304064.0,12887.32672,0.029819062998285517,0.8875,0.0,43
1536.0,,,,,1681394208.0,,0.017534822996822186,,,,0.0,,,,,,,,,,0.6572632900060853,,,,,0.0001,5.0,8.0,,0.0,7.210601806640625,0.08904579800582724,0.032190450001508,48,,,,,,,,,,,43
1792.0,,,,,1681394208.0,,0.014972453995142132,,,,0.0,,,,,,,,,,0.5996540259948233,,,,,0.0001,6.0,8.0,0.4359991820019786,0.0,7.189903259277344,0.08703099400008796,0.03408427199610742,49,,,,0.004226263001328334,,,,0.023340861000178847,,,43
,322398.0,95.67059087653189,0.0,0.2375,1681394209.0,0.018000000000000682,,0.0,10871.578624,2.854912,,1477767.0,0.0,0.27499999999999997,143288.23808,0.0,,20133.515264,4866.0,0.0,,,513718.304768,104.0,3371.483136,,,,,,,,,50,0.04800000000000182,460.0,2.3553604599205737,,5.0,328202.0,12887.379968,0.029450940994138364,0.8875,0.020386319161663256,44
2048.0,,,,,1681394209.0,,0.01577279100456508,,,,0.0,,,,,,,,,,0.6170995159991435,,,,,0.0001,7.0,8.0,0.4430445879988838,0.0,7.36639404296875,0.1183777049955097,0.005089060003228951,51,,,,0.005364431002817582,,,,,,,44
,339211.0,378.6608423563594,0.0,0.2375,1681394210.0,0.018000000000000682,,0.0,10872.03328,2.854912,,1488407.0,0.0,0.27499999999999997,143168.18432,0.0,,20140.01152,4918.0,0.0,,,513672.41728,104.0,3371.483136,,,,,,,,,52,0.04800000000000182,462.0,2.960501647079473,,5.0,361262.0,12921.552896,0.032945435006695334,0.8875,0.0,45
2304.0,,,,,1681394210.0,,0.01812334999704035,,,,0.0,,,,,,,,,,0.6375789410085417,,,,,0.0001,8.0,9.0,0.45724571800383274,0.0,7.143524169921875,0.10129153999878326,0.022579062002478167,53,,,,0.005393835999711882,,,,,,,45
,356765.0,309.4353631224554,0.0,0.2375,1681394211.0,0.018000000000000682,,0.0,10872.266752,2.854912,,1497784.0,0.0,0.27499999999999997,142980.46464,0.0,,20162.551808,4990.0,0.0,,,513649.864704,104.0,3371.474944,,,,0.5250054089992773,,,0.11920050899789203,0.005070628001703881,54,0.04800000000000182,464.0,2.597904609881552,0.005438296000647824,5.0,403581.0,12888.00256,0.024384452000958845,0.8875,0.0,46
2560.0,,,,,1681394211.0,,0.016208084001846146,,,,0.0,,,,,,,,,,0.695307378002326,,,,,0.0001,9.0,9.0,,0.0,7.140960693359375,,,55,,,,,,,,,,,46
2816.0,,,,,1681394211.0,,0.016777935001300648,,,,0.0,,,,,,,,,,0.584234390007623,,,,,0.0001,10.0,9.0,0.4197018959966954,0.0,7.2782745361328125,0.10620588400342967,0.014213863003533334,56,,,,0.003900415998941753,,,,0.023434396003722213,,,46
,368367.0,39.31357059962162,0.0,0.2875,1681394212.0,0.018000000000000682,,0.0,10872.32,2.854912,,1504726.0,0.0,0.41250000000000003,142980.46464,0.0,,20168.278016,5036.0,0.0,,,513797.931008,104.0,3371.474944,,,,,,,,,57,0.04800000000000182,466.0,3.9189174443238755,,5.0,430552.0,12888.00256,0.023530804995971266,1.5125,0.0,47
3072.0,,,,,1681394212.0,,0.015413152999826707,,,,0.0,,,,,,,,,,0.5949786669953028,,,,,0.0001,11.0,9.0,0.42990949399973033,0.0,7.1926422119140625,0.10850150100304745,0.012652671997784637,58,,,,0.004971041998942383,,,,,,,47
,380294.0,247.11725979164305,0.0,0.2875,1681394213.0,0.018000000000000682,,0.0,10872.446976,2.854912,,1511585.0,0.0,0.41250000000000003,143168.18432,0.0,,20166.381568,5111.0,0.0,,,513954.328576,104.0,3371.483136,,,,,,,,,59,0.04800000000000182,470.0,2.971487722426708,,5.0,463922.0,12921.556992,0.02919777600618545,1.5125,0.0,48
3328.0,,,,,1681394213.0,,0.016984808004053775,,,,0.0,,,,,,,,,,0.7441637790107052,,,,,0.0001,12.0,9.0,0.5549226529983571,0.0,7.1152191162109375,0.1327568220003741,0.0048826170022948645,60,,,,0.005419102999439929,,,,,,,48
3584.0,,,,,1681394213.0,,0.002805593998346012,,,,0.0,,,,,,,,,,0.5639187490087352,,,,,0.0001,13.0,9.0,0.4124501020050957,0.0,7.2366180419921875,0.11542245300370269,0.005716950006899424,61,,,,0.005497077996551525,,,,0.022026571998139843,,,48
,396096.0,317.1853224015264,0.0,0.2875,1681394214.0,0.018000000000000682,,0.0,10869.57568,2.854912,,1520402.0,0.0,0.41250000000000003,142980.46464,0.0,,20172.312576,5192.0,0.0,,,513948.389376,106.0,3368.656896,,,,,,,,,62,0.0519999999999925,479.0,2.8187510493820773,,5.0,502573.0,12888.006656,0.031642146001104265,1.5125,0.10608378535503785,49
3840.0,,,,,1681394214.0,,0.016290543004288338,,,,0.0,,,,,,,,,,0.6156302960080211,,,,,0.0001,14.0,9.0,0.4408698240004014,0.0,7.1807403564453125,0.11154127799818525,0.010051819001091644,63,,,,0.005234686002950184,,,,,,,49
,412995.0,191.38241719493362,0.0,0.2875,1681394215.0,0.018000000000000682,,0.0,10872.717312,2.854912,,1529636.0,0.0,0.41250000000000003,143014.2976,0.0,,20179.529728,5259.0,0.0,,,513787.387904,106.0,3371.474944,,,,,,,,,64,0.0519999999999925,484.0,4.5317165670265265,,5.0,530662.0,12921.91744,0.024013720998482313,1.5125,0.0,50
,418003.0,3.7899060740816592,0.0,0.2875,1681394216.0,0.018000000000000682,,0.0,10873.114624,2.854912,,1534624.0,0.0,0.41250000000000003,142980.726784,0.0,,20175.101952,5298.0,0.0,,,513791.471616,106.0,3371.757568,,,,0.42844601399701787,,,0.10040882500470616,,65,0.0519999999999925,484.0,0.3487921399272249,0.004026760005217511,5.0,553276.0,12888.444928,,1.5125,0.0,51
,419784.0,0.048885644239530957,0.0,0.27499999999999997,1681394217.0,0.018000000000000682,,0.0,10873.114624,2.854912,,1535525.0,0.0,0.41250000000000003,142980.726784,0.0,,20173.791232,5298.0,0.0,,,513792.782336,106.0,3371.757568,,,,,,,,,66,0.0519999999999925,484.0,0.985156509832208,,5.0,555160.0,12888.444928,,1.4000000000000001,0.0,52
,422227.0,18.700971891073007,0.0,0.27499999999999997,1681394218.0,0.018000000000000682,,0.0,10873.11872,2.854912,,1536802.0,0.0,0.41250000000000003,142980.726784,0.0,,20172.312576,5298.0,0.0,,,513794.265088,108.0,3371.757568,,,,,,,,,67,0.060000000000002274,484.0,0.18376180435300424,,5.0,556766.0,12888.444928,,1.4000000000000001,0.008162231614833416,53
,430383.0,176.02045794800165,0.0,0.27499999999999997,1681394219.0,0.02499999999999858,,0.0,10873.11872,2.854912,,1540938.0,0.0,0.41250000000000003,142980.726784,0.0,,20170.36288,5298.0,0.0,,,513795.862528,137.0,3371.757568,,,,,,,,,68,0.0759999999999934,484.0,0.7213576830639151,,5.0,560367.0,12888.444928,,1.4000000000000001,0.26937616808703413,54
,437106.0,168.73794876132325,0.0,0.27499999999999997,1681394220.0,0.02499999999999858,,0.0,10873.11872,2.854912,,1545126.0,0.0,0.41250000000000003,142980.726784,0.0,,20171.689984,5298.0,0.0,,,513794.879488,137.0,3371.757568,,,,,,,,,69,0.0759999999999934,484.0,0.5580681435982321,,5.0,564008.0,12888.444928,,1.4000000000000001,0.0,55
,445666.0,167.78794652773738,0.0,0.27499999999999997,1681394221.0,0.02499999999999858,,0.0,10873.11872,2.854912,,1549594.0,0.0,0.41250000000000003,142980.726784,0.0,,20166.12352,5298.0,0.0,,,513646.297088,137.0,3371.757568,,,,,,,,,70,0.0759999999999934,484.0,0.4097560690296699,,5.0,568015.0,12888.444928,,1.4000000000000001,0.0,56
,455281.0,175.57023753320348,0.0,0.2875,1681394222.0,0.02499999999999858,,0.0,10873.11872,2.854912,,1558229.0,0.0,0.42500000000000004,142980.726784,0.0,,20206.907392,5298.0,0.0,,,513605.517312,137.0,3371.757568,,,,,,,,,71,0.0759999999999934,484.0,3.6681188029854033,,5.1,586865.0,12888.444928,,1.3875000000000002,0.0,57
,474218.0,186.0535098407121,0.0,0.2875,1681394223.0,0.02499999999999858,,0.0,10873.11872,2.854912,,1568651.0,0.0,0.42500000000000004,142980.726784,0.0,,20297.867264,5298.0,0.0,,,513360.40448,137.0,3371.757568,,,,,,,,,72,0.0759999999999934,484.0,155.90508751795898,,5.1,625144.0,12888.444928,,1.3875000000000002,0.0,58
,495627.0,240.1832045302314,0.0,0.2875,1681394224.0,0.02499999999999858,,0.0,10873.11872,2.854912,,1582480.0,0.0,0.42500000000000004,142980.726784,0.0,,20369.924096,5298.0,0.0,,,513288.343552,137.0,3371.757568,,,,,,,,,73,0.0759999999999934,484.0,253.56035274586435,,5.1,683883.0,12888.444928,,1.3875000000000002,0.0,59
,517806.0,312.01050884433096,0.0,0.2875,1681394225.0,0.02499999999999858,,0.0,10873.11872,2.854912,,1596361.0,0.0,0.42500000000000004,142980.726784,0.0,,20398.12096,5298.0,0.0,,,513260.142592,137.0,3371.757568,,,,,,,,,74,0.0759999999999934,484.0,241.87113249055545,,5.1,724066.0,12888.444928,,1.3875000000000002,0.0,60
,542638.0,293.97927111976,0.0,0.2875,1681394226.0,0.02499999999999858,,0.0,10873.11872,2.854912,,1613304.0,0.0,0.42500000000000004,142980.726784,0.0,,20452.847616,5298.0,0.0,,,513205.415936,137.0,3371.757568,,,,,,,,,75,0.0759999999999934,484.0,290.24256550849816,,5.1,781748.0,12888.444928,,1.3875000000000002,0.0,61
,570252.0,288.5573745069753,0.0,0.2875,1681394227.0,0.02499999999999858,,0.0,10873.11872,2.854912,,1630670.0,0.0,0.41250000000000003,142980.726784,0.0,,20523.421696,5298.0,0.0,,,513134.83776,137.0,3371.757568,,,,,,,,,76,0.0759999999999934,484.0,283.6404149834641,,5.1,846209.0,12888.444928,,1.2750000000000001,0.0,62
,604460.0,327.6354439683616,0.0,0.2875,1681394228.0,0.02499999999999858,,0.0,10873.11872,2.854912,,1651741.0,0.0,0.41250000000000003,142980.726784,0.0,,20625.989632,5298.0,0.0,,,513032.278016,139.0,3371.757568,,,,,,,,,77,0.07999999999998408,484.0,419.41866922813557,,5.2,927551.0,12888.444928,,1.2750000000000001,0.012244964725377937,63
,637388.0,352.3749443569091,0.0,0.2875,1681394229.0,0.02499999999999858,,0.0,10873.11872,2.854912,,1672541.0,0.0,0.41250000000000003,142980.726784,0.0,,20691.51744,5298.0,0.0,,,512966.750208,140.0,3371.757568,,,,,,,,,78,0.08400000000000318,484.0,368.06336813919694,,5.2,1006851.0,12888.444928,,1.2750000000000001,0.016327857108319414,64
,669252.0,354.13364490406934,0.0,0.2875,1681394230.0,0.02499999999999858,,0.0,10873.11872,2.854912,,1691459.0,0.0,0.41250000000000003,142980.726784,0.0,,20758.933504,5298.0,0.0,,,512899.334144,140.0,3371.757568,,,,,,,,,79,0.08400000000000318,484.0,301.19080723722044,,5.2,1068572.0,12888.444928,,1.2750000000000001,0.0,65
,694034.0,422.64786912525926,0.0,0.2875,1681394231.0,0.02499999999999858,,0.0,10873.11872,2.854912,,1711196.0,0.0,0.41250000000000003,142980.726784,0.0,,20824.920064,5298.0,0.0,,,512833.347584,140.0,3371.757568,,,,,,,,,80,0.08400000000000318,484.0,246.16953608996994,,5.2,1126327.0,12888.444928,,1.2750000000000001,0.0,66
,721145.0,273.95208740781015,0.0,0.2875,1681394232.0,0.02499999999999858,,0.0,10873.11872,2.854912,,1742913.0,0.0,0.42500000000000004,142980.726784,0.0,,20898.131968,5298.0,0.0,,,512760.139776,140.0,3371.757568,,,,,,,,,81,0.08400000000000318,484.0,294.0006126399671,,5.2,1180088.0,12888.444928,,1.2750000000000001,0.0,67
,750840.0,263.5668778478864,0.0,0.2875,1681394233.0,0.02499999999999858,,0.0,10873.11872,2.854912,,1786045.0,0.0,0.42500000000000004,142980.726784,0.0,,20980.928512,5298.0,0.0,,,512677.343232,140.0,3371.757568,,,,,,,,,82,0.08400000000000318,484.0,241.89995424282964,,5.2,1237898.0,12888.444928,,1.2750000000000001,0.0,68
,778472.0,178.766390746864,0.0,0.2875,1681394234.0,0.02499999999999858,,0.0,10873.11872,2.854912,,1804302.0,0.0,0.42500000000000004,142980.726784,0.0,,21017.841664,5298.0,0.0,,,512640.43008,140.0,3371.757568,,,,,,,,,83,0.08400000000000318,484.0,259.91363602380954,,5.2,1284962.0,12888.444928,,1.2750000000000001,0.0,69
,801287.0,279.95907814290143,0.0,0.2875,1681394235.0,0.02499999999999858,,0.0,10873.11872,2.854912,,1820722.0,0.0,0.42500000000000004,142980.726784,0.0,,21033.525248,5298.0,0.0,,,512624.746496,140.0,3371.757568,,,,,,,,,84,0.08400000000000318,484.0,139.99009704899296,,5.2,1313641.0,12888.444928,,1.2750000000000001,0.0,70
,818392.0,136.63827802500708,0.0,0.2875,1681394236.0,0.02599999999999625,,0.0,10873.11872,2.854912,,1833828.0,0.0,0.42500000000000004,142980.726784,0.0,,21062.762496,5298.0,0.0,,,512595.505152,142.0,3371.757568,,,,,,,,,85,0.08799999999999386,484.0,151.35026576027636,,5.2,1353232.0,12888.444928,,1.2750000000000001,0.06122182729416252,71
,834627.0,108.99620719682376,0.0,0.2875,1681394237.0,0.02599999999999625,,0.0,10873.11872,2.854912,,1844066.0,0.0,0.42500000000000004,142980.726784,0.0,,21074.432,5298.0,0.0,,,512583.835648,142.0,3371.757568,,,,,,,,,86,0.08799999999999386,484.0,115.8207162707415,,5.2,1384910.0,12888.444928,,1.1625,0.0,72
,861198.0,96.83038363496567,0.0,0.2875,1681394238.0,0.02599999999999625,,0.0,10873.11872,2.854912,,1868343.0,0.0,0.42500000000000004,142980.726784,0.0,,21102.882816,5298.0,0.0,,,512555.384832,142.0,3371.757568,,,,,,,,,87,0.08799999999999386,484.0,157.32294316227183,,5.2,1441268.0,12888.444928,,1.1625,0.0,73
,889513.0,246.1736182428236,0.0,0.2875,1681394239.0,0.02599999999999625,,0.0,10873.11872,2.854912,,1959059.0,0.0,0.42500000000000004,142980.726784,0.0,,21164.982272,5298.0,0.0,,,512493.264896,143.0,3371.757568,,,,,,,,,88,0.09199999999998454,484.0,73.92017290036621,,5.3,1525426.0,12888.444928,,1.1625,0.020401682479383593,74
,914100.0,203.29893539757774,0.0,0.2875,1681394240.0,0.02599999999999625,,0.0,10873.11872,2.854912,,1975508.0,0.0,0.42500000000000004,142980.726784,0.0,,21176.930304,5298.0,0.0,,,512481.32096,143.0,3371.757568,,,,,,,,,89,0.09199999999998454,484.0,183.52081568477024,,5.3,1578082.0,12888.444928,,1.1625,0.0,75
,930803.0,191.64933356636217,0.0,0.2875,1681394241.0,0.02599999999999625,,0.0,10873.11872,2.854912,,1985804.0,0.0,0.42500000000000004,142980.726784,0.0,,21176.471552,5298.0,0.0,,,512481.792,143.0,3371.757568,,,,,,,,,90,0.09199999999998454,484.0,107.83631954681069,,5.3,1613831.0,12888.444928,,1.1625,0.0,76
,947174.0,43.118287952706375,0.0,0.2875,1681394242.0,0.02599999999999625,,0.0,10873.11872,2.854912,,1995796.0,0.0,0.41250000000000003,142980.726784,0.0,,21184.344064,5298.0,0.0,,,512473.92768,143.0,3371.757568,,,,,,,,,91,0.09199999999998454,484.0,195.7573454395383,,5.3,1665231.0,12888.444928,,1.075,0.0,77
,971981.0,132.76745533804885,0.0,0.2875,1681394243.0,0.02599999999999625,,0.0,10873.11872,2.854912,,2010502.0,0.0,0.41250000000000003,142980.726784,0.0,,21184.88064,5298.0,0.0,,,512473.391104,143.0,3371.757568,,,,,,,,,92,0.09199999999998454,484.0,250.68276026533115,,5.3,1747071.0,12888.444928,,1.075,0.0,78
,990875.0,288.9529996632792,0.0,0.2875,1681394244.0,0.032999999999994145,,0.0,10873.11872,2.854912,,2022575.0,0.0,0.41250000000000003,142980.726784,0.0,,21177.749504,5298.0,0.0,,,512480.52224,199.0,3371.757568,,,,,,,,,93,0.09600000000000364,484.0,76.1379189279456,,5.3,1771840.0,12888.444928,,1.075,0.23661073805285074,79
,1017315.0,142.00055430780856,0.0,0.2875,1681394245.0,0.03399999999999892,,0.0,10873.11872,2.854912,,2038128.0,0.0,0.41250000000000003,142980.726784,0.0,,21192.732672,5298.0,0.0,,,512465.534976,201.0,3371.757568,,,,,,,,,94,0.09999999999999432,484.0,242.565389730323,,5.3,1849114.0,12888.444928,,1.075,0.04081928391790458,80
,1039926.0,134.79187513427914,0.0,0.2875,1681394246.0,0.03399999999999892,,0.0,10873.11872,2.854912,,2052141.0,0.0,0.41250000000000003,142980.726784,0.0,,21188.46464,5298.0,0.0,,,512469.798912,201.0,3371.757568,,,,,,,,,95,0.09999999999999432,484.0,249.79795038293926,,5.3,1919473.0,12888.444928,,1.075,0.0,81
,1063329.0,289.1275132875043,0.0,0.2875,1681394247.0,0.03399999999999892,,0.0,10873.11872,2.854912,,2068711.0,0.0,0.4,142980.726784,0.0,,21183.135744,5298.0,0.0,,,512475.127808,201.0,3371.757568,,,,,,,,,96,0.09999999999999432,484.0,123.5950562789341,,5.3,1957688.0,12888.444928,,0.9875,0.0,82
,1083973.0,117.52709708344375,0.0,0.2875,1681394248.0,0.03399999999999892,,0.0,10873.11872,2.854912,,2080578.0,0.0,0.4,142980.726784,0.0,,21192.720384,5298.0,0.0,,,512465.543168,201.0,3371.757568,,,,,,,,,97,0.09999999999999432,484.0,196.79243507074256,,5.3,2021842.0,12888.444928,,0.9875,0.0,83
,1103923.0,67.57177599624359,0.0,0.2875,1681394249.0,0.03399999999999892,,0.0,10873.11872,2.854912,,2091914.0,0.0,0.4,142980.726784,0.0,,21186.281472,5298.0,0.0,,,512471.986176,202.0,3371.757568,,,,,,,,,98,0.103999999999985,484.0,232.0389624314676,,5.3,2080215.0,12888.444928,,0.9875,0.020405942597719808,84
4096.0,,,,,1681394249.0,,0.017140530995675363,,,,0.0,,,,,,,,,,35.247300351002195,,,,,0.0001,15.0,9.0,,1.0,7.2304840087890625,,34.673264500001096,99,,,,,,,,,,,84
,1149066.0,11.39405627281962,0.0,0.2875,1681394250.0,0.03399999999999892,,0.0,10874.228736,2.854912,,3505174.0,0.0,0.4,145430.347776,0.0,,21506.564096,5361.0,0.0,,,512305.823744,202.0,3371.773952,,,,,,,,,100,0.103999999999985,496.0,121.66851860258349,,5.3,2206571.0,13194.760192,0.04805164899880765,0.9875,0.0,85
4352.0,,,,,1681394251.0,,0.0326694499963196,,,,0.0,,,,,,,,,,1.079933226988942,,,,,0.0001,16.0,9.0,0.6316713269989123,1.0,7.3220977783203125,0.11451385200052755,0.23011077299452154,101,,,,0.022916175999853294,,,,,,,86
