_runtime,03_hivemind/global_epoch,03_hivemind/undershot_TBS,04_peers/peer_1_epoch_oos,03_hivemind/eta_next_epoch_s,04_peers/peer_2_samples_accumulated,03_hivemind/actual_total_samples_per_second,03_hivemind/estimated_current_samples,04_peers/peer_2_epoch,03_hivemind/num_clients,03_hivemind/reached_TBS,03_hivemind/next_fetch_time_s,04_peers/peer_2_samples_per_second,04_peers/peer_1_samples_accumulated,03_hivemind/epoch_s,03_hivemind/num_peers,04_peers/peer_2_epoch_oos,03_hivemind/epoch_based_sps,_step,04_peers/peer_1_samples_per_second,03_hivemind/global_samples_accumulated,03_hivemind/overshot_TBS,03_hivemind/total_training_samples,_timestamp,03_hivemind/per_epoch_training_samples,04_peers/peer_1_epoch,03_hivemind/optimistic_total_samples_per_second
511,3,,0.0,48.78,0.0,443.18649500589095,11150,3.0,0,,10.0,352.03,0.0,,2,0.0,,386,91.16,0,,,1681401789.0,,3.0,443.18649500589095
512,3,,0.0,47.76,0.0,443.18649500589095,11602,3.0,0,,10.0,352.03,0.0,,2,0.0,,387,91.16,0,,,1681401790.0,,3.0,443.18649500589095
513,3,,0.0,46.74,0.0,443.18649500589095,12052,3.0,0,,10.0,352.03,0.0,,2,0.0,,388,91.16,0,,,1681401791.0,,3.0,443.18649500589095
514,3,,0.0,45.72,0.0,443.18649500589095,12504,3.0,0,,10.0,352.03,0.0,,2,0.0,,389,91.16,0,,,1681401792.0,,3.0,443.18649500589095
515,3,,0.0,44.71,0.0,443.18649500589095,12955,3.0,0,,10.0,352.03,0.0,,2,0.0,,390,91.16,0,,,1681401793.0,,3.0,443.18649500589095
516,3,,0.0,43.69,0.0,443.18649500589095,13407,3.0,0,,10.0,352.03,0.0,,2,0.0,,391,91.16,0,,,1681401794.0,,3.0,443.18649500589095
517,3,,0.0,42.67,0.0,443.18649500589095,13857,3.0,0,,10.0,352.03,0.0,,2,0.0,,392,91.16,0,,,1681401795.0,,3.0,443.18649500589095
518,3,,0.0,41.65,0.0,443.18649500589095,14309,3.0,0,,10.0,352.03,0.0,,2,0.0,,393,91.16,0,,,1681401796.0,,3.0,443.18649500589095
519,3,,0.0,40.63,0.0,443.18649500589095,14760,3.0,0,,10.0,352.03,0.0,,2,0.0,,394,91.16,0,,,1681401797.0,,3.0,443.18649500589095
520,3,,0.0,39.61,0.0,443.18649500589095,15211,3.0,0,,10.0,352.03,0.0,,2,0.0,,395,91.16,0,,,1681401798.0,,3.0,443.18649500589095
521,3,,0.0,38.6,0.0,443.18649500589095,15663,3.0,0,,10.0,352.03,0.0,,2,0.0,,396,91.16,0,,,1681401799.0,,3.0,443.18649500589095
522,3,,0.0,37.58,0.0,443.18649500589095,16115,3.0,0,,10.0,352.03,0.0,,2,0.0,,397,91.16,0,,,1681401800.0,,3.0,443.18649500589095
523,3,,0.0,36.56,0.0,443.18649500589095,16567,3.0,0,,10.0,352.03,0.0,,2,0.0,,398,91.16,0,,,1681401801.0,,3.0,443.18649500589095
524,3,,0.0,35.53,0.0,443.18649500589095,17020,3.0,0,,10.0,352.03,0.0,,2,0.0,,399,91.16,0,,,1681401802.0,,3.0,443.18649500589095
525,3,,0.0,34.51,0.0,443.18649500589095,17473,3.0,0,,10.0,352.03,0.0,,2,0.0,,400,91.16,0,,,1681401803.0,,3.0,443.18649500589095
526,3,,0.0,33.49,0.0,443.18649500589095,17924,3.0,0,,10.0,352.03,0.0,,2,0.0,,401,91.16,0,,,1681401804.0,,3.0,443.18649500589095
527,3,,0.0,32.47,0.0,443.18649500589095,18377,3.0,0,,10.0,352.03,0.0,,2,0.0,,402,91.16,0,,,1681401805.0,,3.0,443.18649500589095
528,3,,0.0,31.45,0.0,443.18649500589095,18829,3.0,0,,10.0,352.03,0.0,,2,0.0,,403,91.16,0,,,1681401806.0,,3.0,443.18649500589095
530,3,,0.0,30.43,0.0,443.18649500589095,19283,3.0,0,,10.0,352.03,0.0,,2,0.0,,404,91.16,0,,,1681401808.0,,3.0,443.18649500589095
531,3,,0.0,29.41,0.0,443.18649500589095,19736,3.0,0,,10.0,352.03,0.0,,2,0.0,,405,91.16,0,,,1681401809.0,,3.0,443.18649500589095
532,3,,0.0,28.38,0.0,443.18649500589095,20188,3.0,0,,10.0,352.03,0.0,,2,0.0,,406,91.16,0,,,1681401810.0,,3.0,443.18649500589095
533,3,,0.0,27.36,0.0,443.18649500589095,20641,3.0,0,,10.0,352.03,0.0,,2,0.0,,407,91.16,0,,,1681401811.0,,3.0,443.18649500589095
534,3,,0.0,26.34,0.0,443.18649500589095,21094,3.0,0,,10.0,352.03,0.0,,2,0.0,,408,91.16,0,,,1681401812.0,,3.0,443.18649500589095
