_runtime,03_hivemind/global_epoch,03_hivemind/undershot_TBS,04_peers/peer_1_epoch_oos,03_hivemind/eta_next_epoch_s,04_peers/peer_2_samples_accumulated,03_hivemind/actual_total_samples_per_second,03_hivemind/estimated_current_samples,04_peers/peer_2_epoch,03_hivemind/num_clients,03_hivemind/reached_TBS,03_hivemind/next_fetch_time_s,04_peers/peer_2_samples_per_second,04_peers/peer_1_samples_accumulated,03_hivemind/epoch_s,03_hivemind/num_peers,04_peers/peer_2_epoch_oos,03_hivemind/epoch_based_sps,_step,04_peers/peer_1_samples_per_second,03_hivemind/global_samples_accumulated,03_hivemind/overshot_TBS,03_hivemind/total_training_samples,_timestamp,03_hivemind/per_epoch_training_samples,04_peers/peer_1_epoch,03_hivemind/optimistic_total_samples_per_second
41,0,,,24205.99,,1.35105303449618,64,,0,,10.0,,,,1,,,0,,64,,,1681401319.0,,,1.35105303449618
42,0,,0.0,8392.7,,3.88505621162694,162,,0,,10.0,,64.0,,1,,,1,1.35,160,,,1681401320.0,,0.0,3.88505621162694
43,0,,0.0,3860.38,,8.413010202712355,291,,0,,10.0,,160.0,,1,,,2,3.89,288,,,1681401321.0,,0.0,8.413010202712355
48,0,,0.0,2522.1,,12.822406852953629,429,,0,,10.0,,288.0,,1,,,3,8.41,384,,,1681401326.0,,0.0,12.822406852953629
49,0,,0.0,813.7,,39.29791506870671,791,,0,,10.0,,384.0,,1,,,4,12.82,768,,,1681401327.0,,0.0,39.29791506870671
50,0,,0.0,639.13,,49.83580102985732,917,,0,,10.0,,768.0,,1,,,5,39.3,896,,,1681401328.0,,0.0,49.83580102985732
51,0,,0.0,552.67,,57.435835907219904,1025,,0,,10.0,,896.0,,1,,,6,49.84,992,,,1681401329.0,,0.0,57.435835907219904
52,0,,0.0,474.85,,66.592258997085,1147,,0,,10.0,,992.0,,1,,,7,57.44,1120,,,1681401330.0,,0.0,66.592258997085
54,0,,0.0,435.04,,72.43224114010671,1257,,0,,10.0,,1120.0,,1,,,8,66.59,1216,,,1681401332.0,,0.0,72.43224114010671
55,0,,0.0,398.7,,78.73847879789413,1375,,0,,10.0,,1216.0,,1,,,9,72.43,1344,,,1681401333.0,,0.0,78.73847879789413
56,0,,0.0,379.58,,82.41115726255565,1486,,0,,10.0,,1344.0,,1,,,10,78.74,1440,,,1681401334.0,,0.0,82.41115726255565
57,0,,0.0,361.99,,86.09834913507727,1601,,0,,10.0,,1440.0,,1,,,11,82.41,1568,,,1681401335.0,,0.0,86.09834913507727
61,0,,0.0,349.54,,88.09196537552462,1976,,0,,10.0,,1568.0,,1,,,12,86.1,1664,,,1681401339.0,,0.0,88.09196537552462
62,0,,0.0,333.29,,91.99995818559607,2105,,0,,10.0,,1664.0,,1,,,13,88.09,2080,,,1681401340.0,,0.0,91.99995818559607
64,0,,0.0,330.85,,92.34461006475104,2215,,0,,10.0,,2080.0,,1,,,14,92.0,2176,,,1681401342.0,,0.0,92.34461006475104
65,0,,0.0,328.87,,92.56592506535507,2326,,0,,10.0,,2176.0,,1,,,15,92.34,2272,,,1681401343.0,,0.0,92.56592506535507
66,0,,0.0,326.68,,92.84638595884455,2437,,0,,10.0,,2272.0,,1,,,16,92.57,2400,,,1681401344.0,,0.0,92.84638595884455
67,0,,0.0,325.3,,92.90355479051942,2547,,0,,10.0,,2400.0,,1,,,17,92.85,2496,,,1681401345.0,,0.0,92.90355479051942
68,0,,0.0,292.11,,102.1786504921273,2920,,0,,10.0,,2496.0,,2,,,18,92.9,2880,,,1681401346.0,,0.0,102.1786504921273
70,0,,0.0,239.23,256.0,122.12359800237932,3552,0.0,0,,10.0,9.18,2624.0,,2,0.0,,19,93.0,3488,,,1681401348.0,,0.0,122.12359800237932
71,0,,0.0,198.75,768.0,143.84366648722374,4179,0.0,0,,10.0,29.03,2720.0,,2,0.0,,20,93.1,4128,,,1681401349.0,,0.0,143.84366648722374
72,0,,0.0,181.73,1280.0,155.13033205131558,4576,0.0,0,,10.0,50.79,2848.0,,2,0.0,,21,93.06,4480,,,1681401350.0,,0.0,155.13033205131558
73,0,,0.0,153.81,1536.0,179.2031541214452,5204,0.0,0,,10.0,62.04,2944.0,,2,0.0,,22,93.09,5120,,,1681401351.0,,0.0,179.2031541214452
74,0,,0.0,132.39,2048.0,203.59597328323008,5815,0.0,0,,10.0,86.08,3072.0,,2,0.0,,23,93.13,5728,,,1681401352.0,,0.0,203.59597328323008
75,0,,0.0,122.63,2560.0,216.2424864886021,6249,0.0,0,,10.0,110.6,3168.0,,2,0.0,,24,92.99,6112,,,1681401353.0,,0.0,216.2424864886021
77,0,,0.0,107.66,2816.0,240.6812389266918,6856,0.0,0,,10.0,123.32,3296.0,,2,0.0,,25,92.92,6720,,,1681401355.0,,0.0,240.6812389266918
78,0,,0.0,94.99,3328.0,266.33230761019615,7470,0.0,0,,10.0,147.9,3392.0,,2,0.0,,26,92.78,7328,,,1681401356.0,,0.0,266.33230761019615
79,0,,0.0,83.49,3840.0,295.20215031266434,8123,0.0,0,,10.0,173.51,3488.0,,2,0.0,,27,92.82,7968,,,1681401357.0,,0.0,295.20215031266434
80,0,,0.0,74.05,4352.0,323.9056694038005,8782,0.0,0,,10.0,202.23,3616.0,,2,0.0,,28,92.97,8576,,,1681401358.0,,0.0,323.9056694038005
84,0,,0.0,69.86,4864.0,323.95033691646154,10138,0.0,0,,10.0,230.95,3712.0,,2,0.0,,29,92.96,8704,,,1681401362.0,,0.0,323.95033691646154
86,0,,0.0,85.23,4864.0,270.3981370225056,9721,0.0,0,,10.0,230.95,3840.0,,2,0.0,,30,93.0,9600,,,1681401364.0,,0.0,270.3981370225056
87,0,,0.0,80.34,5376.0,281.10975310047496,10183,0.0,0,,10.0,177.43,4224.0,,2,0.0,,31,92.97,9952,,,1681401365.0,,0.0,281.10975310047496
88,0,,0.0,73.4,5632.0,299.9172442271009,10754,0.0,0,,10.0,188.16,4320.0,,2,0.0,,32,92.94,10592,,,1681401366.0,,0.0,299.9172442271009
89,0,,0.0,66.95,6144.0,320.02042454560535,11342,0.0,0,,10.0,207.04,4448.0,,2,0.0,,33,92.88,11200,,,1681401367.0,,0.0,320.02042454560535
90,0,,0.0,63.43,6656.0,330.0416268909048,11834,0.0,0,,10.0,227.18,4544.0,,2,0.0,,34,92.84,11584,,,1681401368.0,,0.0,330.0416268909048
91,0,,0.0,58.63,6912.0,347.22124809061523,12409,0.0,0,,10.0,237.26,4672.0,,2,0.0,,35,92.78,12192,,,1681401369.0,,0.0,347.22124809061523
93,0,,0.0,54.67,7424.0,362.12906176118844,12972,0.0,0,,10.0,254.41,4768.0,,2,0.0,,36,92.81,12800,,,1681401371.0,,0.0,362.12906176118844
94,0,,0.0,52.04,7936.0,370.596634468557,13484,0.0,0,,10.0,269.3,4864.0,,2,0.0,,37,92.83,13184,,,1681401372.0,,0.0,370.596634468557
95,0,,0.0,48.52,8192.0,385.4441424149672,14067,0.0,0,,10.0,277.78,4992.0,,2,0.0,,38,92.82,13792,,,1681401373.0,,0.0,385.4441424149672
96,0,,0.0,45.83,8704.0,395.9724571888729,14622,0.0,0,,10.0,292.66,5088.0,,2,0.0,,39,92.78,14432,,,1681401374.0,,0.0,395.9724571888729
97,0,,0.0,43.13,9216.0,407.4421734910434,15195,0.0,0,,10.0,303.21,5216.0,,2,0.0,,40,92.76,15040,,,1681401375.0,,0.0,407.4421734910434
99,0,,0.0,41.57,9728.0,410.40208749254367,15707,0.0,0,,10.0,314.69,5312.0,,2,0.0,,41,92.75,15424,,,1681401377.0,,0.0,410.40208749254367
100,0,,0.0,39.25,9984.0,420.09652363081153,16280,0.0,0,,10.0,317.66,5440.0,,2,0.0,,42,92.74,16032,,,1681401378.0,,0.0,420.09652363081153
101,0,,0.0,37.49,10496.0,425.33520032289744,16821,0.0,0,,10.0,327.38,5536.0,,2,0.0,,43,92.71,16672,,,1681401379.0,,0.0,425.33520032289744
102,0,,0.0,35.9,11008.0,429.23410000957466,17358,0.0,0,,10.0,332.7,5664.0,,2,0.0,,44,92.64,17024,,,1681401380.0,,0.0,429.23410000957466
103,0,,0.0,34.29,11264.0,433.4489520629731,17905,0.0,0,,10.0,336.69,5760.0,,2,0.0,,45,92.54,17632,,,1681401381.0,,0.0,433.4489520629731
105,0,,0.0,32.55,11776.0,439.32773782620575,18468,0.0,0,,10.0,341.01,5856.0,,2,0.0,,46,92.44,18272,,,1681401383.0,,0.0,439.32773782620575
106,0,,0.0,31.09,12288.0,442.08622205616507,19023,0.0,0,,10.0,346.94,5984.0,,2,0.0,,47,92.39,18624,,,1681401384.0,,0.0,442.08622205616507
107,0,,0.0,29.73,12544.0,444.21388573982193,19563,0.0,0,,10.0,349.76,6080.0,,2,0.0,,48,92.33,19264,,,1681401385.0,,0.0,444.21388573982193
108,0,,0.0,28.51,13056.0,444.50059058071747,20094,0.0,0,,10.0,351.91,6208.0,,2,0.0,,49,92.31,19872,,,1681401386.0,,0.0,444.50059058071747
109,0,,0.0,26.96,13568.0,449.1236949704369,20659,0.0,0,,10.0,352.19,6304.0,,2,0.0,,50,92.32,20512,,,1681401387.0,,0.0,449.1236949704369
111,0,,0.0,25.67,14080.0,450.4948270925429,21204,0.0,0,,10.0,356.89,6432.0,,2,0.0,,51,92.23,20864,,,1681401389.0,,0.0,450.4948270925429
112,0,,0.0,24.48,14336.0,450.6002934726216,21738,0.0,0,,9.79,358.3,6528.0,,2,0.0,,52,92.19,21472,,,1681401390.0,,0.0,450.6002934726216
113,0,,0.0,23.05,14848.0,454.0397965914662,22300,0.0,0,,9.22,358.43,6624.0,,2,0.0,,53,92.17,22112,,,1681401391.0,,0.0,454.0397965914662
114,0,,0.0,21.98,15360.0,452.31893159007706,22827,0.0,0,,8.79,361.9,6752.0,,2,0.0,,54,92.14,22464,,,1681401392.0,,0.0,452.31893159007706
115,0,,0.0,20.62,15616.0,455.05799159001424,23385,0.0,0,,8.25,360.27,6848.0,,2,0.0,,55,92.05,23104,,,1681401393.0,,0.0,455.05799159001424
116,0,,0.0,19.49,16128.0,454.1453967825607,23918,0.0,0,,7.79,363.02,6976.0,,2,0.0,,56,92.03,23712,,,1681401394.0,,0.0,454.1453967825607
118,0,,0.0,18.22,16640.0,455.4577349129176,24467,0.0,0,,7.29,362.22,7072.0,,2,0.0,,57,91.93,24064,,,1681401396.0,,0.0,455.4577349129176
119,0,,0.0,17.11,16896.0,453.9965181123419,25001,0.0,0,,6.84,363.57,7168.0,,2,0.0,,58,91.89,24704,,,1681401397.0,,0.0,453.9965181123419
120,0,,0.0,15.81,17408.0,456.16787289297525,25556,0.0,0,,6.32,362.1,7296.0,,2,0.0,,59,91.9,25312,,,1681401398.0,,0.0,456.16787289297525
121,0,,0.0,14.56,17920.0,457.58281664357,26108,0.0,0,,5.82,364.28,7392.0,,2,0.0,,60,91.89,25696,,,1681401399.0,,0.0,457.58281664357
122,0,,0.0,13.46,18176.0,455.7960260867476,26634,0.0,0,,5.38,365.68,7520.0,,2,0.0,,61,91.9,26304,,,1681401400.0,,0.0,455.7960260867476
124,0,,0.0,12.18,18688.0,457.9694677445374,27192,0.0,0,,4.87,363.97,7616.0,,2,0.0,,62,91.83,26944,,,1681401402.0,,0.0,457.9694677445374
127,0,,0.0,9.01,19200.0,456.45068424062055,28656,0.0,0,,3.6,366.17,7744.0,,2,0.0,,63,91.8,27552,,,1681401405.0,,0.0,456.45068424062055
128,0,,0.0,7.8,19712.0,456.8311618827662,29205,0.0,0,,3.12,364.71,7840.0,,2,0.0,,64,91.74,28864,,,1681401406.0,,0.0,456.8311618827662
129,0,,0.0,6.56,20736.0,458.6127030530668,29761,0.0,0,,2.62,365.19,8128.0,,2,0.0,,65,91.64,29504,,,1681401407.0,,0.0,458.6127030530668
130,0,,0.0,5.32,21248.0,460.2321404986465,30318,0.0,0,,2.13,367.03,8256.0,,2,0.0,,66,91.59,30112,,,1681401408.0,,0.0,460.2321404986465
132,0,,0.0,4.12,21760.0,460.75659079283423,30869,0.0,0,,1.65,368.7,8352.0,,2,0.0,,67,91.53,30464,,,1681401410.0,,0.0,460.75659079283423
133,0,,0.0,2.99,22016.0,458.6160072658155,31397,0.0,0,,1.2,369.21,8448.0,,2,0.0,,68,91.54,31104,,,1681401411.0,,0.0,458.6160072658155
134,0,,0.0,1.77,22528.0,459.99148638702917,31952,0.0,0,,0.71,367.05,8576.0,,2,0.0,,69,91.57,31712,,,1681401412.0,,0.0,459.99148638702917
135,0,,0.0,0.64,23040.0,457.1088742241947,32475,0.0,0,,0.5,368.41,8672.0,,2,0.0,,70,91.58,32096,,,1681401413.0,,0.0,457.1088742241947
136,0,,0.0,0.0,23296.0,458.58152877676366,33030,0.0,0,,0.5,365.58,8800.0,,2,0.0,,71,91.53,32704,,,1681401414.0,,0.0,458.58152877676366
137,0,,0.0,0.0,23808.0,459.4771754022371,33581,0.0,0,,0.5,367.07,8896.0,,2,0.0,,72,91.51,32960,,,1681401415.0,,0.0,459.4771754022371
139,0,,0.0,0.0,24064.0,459.4771754022371,34128,0.0,0,,0.5,367.97,8896.0,,2,0.0,,73,91.51,32960,,,1681401417.0,,0.0,459.4771754022371
140,0,,0.0,0.0,24064.0,459.4771754022371,34675,0.0,0,,0.5,367.97,8896.0,,2,0.0,,74,91.51,32960,,,1681401418.0,,0.0,459.4771754022371
141,0,,0.0,0.0,24064.0,459.4771754022371,35217,0.0,0,,0.5,367.97,8896.0,,2,0.0,,75,91.51,32960,,,1681401419.0,,0.0,459.4771754022371
142,0,,0.0,0.0,24064.0,459.4771754022371,35762,0.0,0,,0.5,367.97,8896.0,,2,0.0,,76,91.51,32960,,,1681401420.0,,0.0,459.4771754022371
143,0,,0.0,0.0,24064.0,459.4771754022371,36307,0.0,0,,0.5,367.97,8896.0,,2,0.0,,77,91.51,32960,,,1681401421.0,,0.0,459.4771754022371
145,0,,0.0,0.0,24064.0,459.4771754022371,36853,0.0,0,,0.5,367.97,8896.0,,2,0.0,,78,91.51,32960,,,1681401423.0,,0.0,459.4771754022371
146,0,,0.0,0.0,24064.0,459.4771754022371,37397,0.0,0,,0.5,367.97,8896.0,,2,0.0,,79,91.51,32960,,,1681401424.0,,0.0,459.4771754022371
147,0,,0.0,0.0,24064.0,459.4771754022371,37941,0.0,0,,0.5,367.97,8896.0,,2,0.0,,80,91.51,32960,,,1681401425.0,,0.0,459.4771754022371
148,0,,0.0,0.0,24064.0,459.4771754022371,38485,0.0,0,,0.5,367.97,8896.0,,2,0.0,,81,91.51,32960,,,1681401426.0,,0.0,459.4771754022371
149,0,,0.0,0.0,24064.0,459.4771754022371,39032,0.0,0,,0.5,367.97,8896.0,,2,0.0,,82,91.51,32960,,,1681401427.0,,0.0,459.4771754022371
151,0,,0.0,0.0,24064.0,459.4771754022371,39575,0.0,0,,0.5,367.97,8896.0,,2,0.0,,83,91.51,32960,,,1681401429.0,,0.0,459.4771754022371
152,0,,0.0,0.0,24064.0,459.4771754022371,40120,0.0,0,,0.5,367.97,8896.0,,2,0.0,,84,91.51,32960,,,1681401430.0,,0.0,459.4771754022371
153,0,,0.0,0.0,24064.0,459.4771754022371,40665,0.0,0,,0.5,367.97,8896.0,,2,0.0,,85,91.51,32960,,,1681401431.0,,0.0,459.4771754022371
154,0,,0.0,0.0,24064.0,459.4771754022371,41210,0.0,0,,0.5,367.97,8896.0,,2,0.0,,86,91.51,32960,,,1681401432.0,,0.0,459.4771754022371
155,0,,0.0,0.0,24064.0,459.4771754022371,41754,0.0,0,,0.5,367.97,8896.0,,2,0.0,,87,91.51,32960,,,1681401433.0,,0.0,459.4771754022371
156,0,,0.0,0.0,24064.0,459.4771754022371,42299,0.0,0,,0.5,367.97,8896.0,,2,0.0,,88,91.51,32960,,,1681401434.0,,0.0,459.4771754022371
158,0,,0.0,0.0,24064.0,459.4771754022371,42844,0.0,0,,0.5,367.97,8896.0,,2,0.0,,89,91.51,32960,,,1681401436.0,,0.0,459.4771754022371
159,0,,0.0,0.0,24064.0,459.4771754022371,43388,0.0,0,,0.5,367.97,8896.0,,2,0.0,,90,91.51,32960,,,1681401437.0,,0.0,459.4771754022371
160,0,,0.0,0.0,24064.0,459.4771754022371,43933,0.0,0,,0.5,367.97,8896.0,,2,0.0,,91,91.51,32960,,,1681401438.0,,0.0,459.4771754022371
161,0,,0.0,0.0,24064.0,459.4771754022371,44477,0.0,0,,0.5,367.97,8896.0,,2,0.0,,92,91.51,32960,,,1681401439.0,,0.0,459.4771754022371
162,0,,0.0,0.0,24064.0,459.4771754022371,45020,0.0,0,,0.5,367.97,8896.0,,2,0.0,,93,91.51,32960,,,1681401440.0,,0.0,459.4771754022371
164,0,,0.0,0.0,24064.0,459.4771754022371,45565,0.0,0,,0.5,367.97,8896.0,,2,0.0,,94,91.51,32960,,,1681401442.0,,0.0,459.4771754022371
165,0,,0.0,0.0,24064.0,459.4771754022371,46109,0.0,0,,0.5,367.97,8896.0,,2,0.0,,95,91.51,32960,,,1681401443.0,,0.0,459.4771754022371
166,0,,0.0,0.0,24064.0,459.4771754022371,46654,0.0,0,,0.5,367.97,8896.0,,2,0.0,,96,91.51,32960,,,1681401444.0,,0.0,459.4771754022371
167,0,,0.0,0.0,24064.0,459.4771754022371,47200,0.0,0,,0.5,367.97,8896.0,,2,0.0,,97,91.51,32960,,,1681401445.0,,0.0,459.4771754022371
168,0,,0.0,0.0,24064.0,459.4771754022371,47747,0.0,0,,0.5,367.97,8896.0,,2,0.0,,98,91.51,32960,,,1681401446.0,,0.0,459.4771754022371
170,0,,0.0,0.0,24064.0,459.4771754022371,48291,0.0,0,,0.5,367.97,8896.0,,2,0.0,,99,91.51,32960,,,1681401448.0,,0.0,459.4771754022371
171,0,,0.0,0.0,24064.0,459.4771754022371,48836,0.0,0,,0.5,367.97,8896.0,,2,0.0,,100,91.51,32960,,,1681401449.0,,0.0,459.4771754022371
172,0,,0.0,0.0,24064.0,459.4771754022371,49380,0.0,0,,0.5,367.97,8896.0,,2,0.0,,101,91.51,32960,,,1681401450.0,,0.0,459.4771754022371
173,0,,0.0,0.0,24064.0,459.4771754022371,49925,0.0,0,,0.5,367.97,8896.0,,2,0.0,,102,91.51,32960,,,1681401451.0,,0.0,459.4771754022371
174,0,,0.0,0.0,24064.0,459.4771754022371,50470,0.0,0,,0.5,367.97,8896.0,,2,0.0,,103,91.51,32960,,,1681401452.0,,0.0,459.4771754022371
175,0,,0.0,0.0,24064.0,459.4771754022371,51015,0.0,0,,0.5,367.97,8896.0,,2,0.0,,104,91.51,32960,,,1681401453.0,,0.0,459.4771754022371
177,0,,0.0,0.0,24064.0,459.4771754022371,51560,0.0,0,,0.5,367.97,8896.0,,2,0.0,,105,91.51,32960,,,1681401455.0,,0.0,459.4771754022371
178,0,,0.0,0.0,24064.0,459.4771754022371,52105,0.0,0,,0.5,367.97,8896.0,,2,0.0,,106,91.51,32960,,,1681401456.0,,0.0,459.4771754022371
179,0,,0.0,0.0,24064.0,459.4771754022371,52649,0.0,0,,0.5,367.97,8896.0,,2,0.0,,107,91.51,32960,,,1681401457.0,,0.0,459.4771754022371
180,0,,0.0,0.0,24064.0,459.4771754022371,53194,0.0,0,,0.5,367.97,8896.0,,2,0.0,,108,91.51,32960,,,1681401458.0,,0.0,459.4771754022371
181,0,,0.0,0.0,24064.0,459.4771754022371,53738,0.0,0,,0.5,367.97,8896.0,,2,0.0,,109,91.51,32960,,,1681401459.0,,0.0,459.4771754022371
183,0,,0.0,0.0,24064.0,459.4771754022371,54281,0.0,0,,0.5,367.97,8896.0,,2,0.0,,110,91.51,32960,,,1681401461.0,,0.0,459.4771754022371
184,0,,0.0,0.0,24064.0,459.4771754022371,54826,0.0,0,,0.5,367.97,8896.0,,2,0.0,,111,91.51,32960,,,1681401462.0,,0.0,459.4771754022371
185,0,,0.0,0.0,24064.0,459.4771754022371,55369,0.0,0,,0.5,367.97,8896.0,,2,0.0,,112,91.51,32960,,,1681401463.0,,0.0,459.4771754022371
186,0,,0.0,0.0,24064.0,459.4771754022371,55914,0.0,0,,0.5,367.97,8896.0,,2,0.0,,113,91.51,32960,,,1681401464.0,,0.0,459.4771754022371
187,0,,0.0,0.0,24064.0,459.4771754022371,56458,0.0,0,,0.5,367.97,8896.0,,2,0.0,,114,91.51,32960,,,1681401465.0,,0.0,459.4771754022371
188,0,,0.0,0.0,24064.0,459.4771754022371,57003,0.0,0,,0.5,367.97,8896.0,,2,0.0,,115,91.51,32960,,,1681401466.0,,0.0,459.4771754022371
190,0,,0.0,0.0,24064.0,459.4771754022371,57549,0.0,0,,0.5,367.97,8896.0,,2,0.0,,116,91.51,32960,,,1681401468.0,,0.0,459.4771754022371
191,0,,0.0,0.0,24064.0,459.4771754022371,58095,0.0,0,,0.5,367.97,8896.0,,2,0.0,,117,91.51,32960,,,1681401469.0,,0.0,459.4771754022371
192,0,,0.0,0.0,24064.0,459.4771754022371,58638,0.0,0,,0.5,367.97,8896.0,,2,0.0,,118,91.51,32960,,,1681401470.0,,0.0,459.4771754022371
193,0,,0.0,0.0,24064.0,459.4771754022371,59182,0.0,0,,0.5,367.97,8896.0,,2,0.0,,119,91.51,32960,,,1681401471.0,,0.0,459.4771754022371
194,0,,0.0,0.0,24064.0,459.4771754022371,59727,0.0,0,,0.5,367.97,8896.0,,2,0.0,,120,91.51,32960,,,1681401472.0,,0.0,459.4771754022371
196,0,,0.0,0.0,24064.0,459.4771754022371,60271,0.0,0,,0.5,367.97,8896.0,,2,0.0,,121,91.51,32960,,,1681401474.0,,0.0,459.4771754022371
197,0,,0.0,0.0,24064.0,459.4771754022371,60815,0.0,0,,0.5,367.97,8896.0,,2,0.0,,122,91.51,32960,,,1681401475.0,,0.0,459.4771754022371
198,0,,0.0,0.0,24064.0,459.4771754022371,61358,0.0,0,,0.5,367.97,8896.0,,2,0.0,,123,91.51,32960,,,1681401476.0,,0.0,459.4771754022371
199,0,,0.0,0.0,24064.0,459.4771754022371,61902,0.0,0,,0.5,367.97,8896.0,,2,0.0,,124,91.51,32960,,,1681401477.0,,0.0,459.4771754022371
200,0,,0.0,0.0,24064.0,459.4771754022371,62446,0.0,0,,0.5,367.97,8896.0,,2,0.0,,125,91.51,32960,,,1681401478.0,,0.0,459.4771754022371
202,0,,0.0,0.0,24064.0,459.4771754022371,62990,0.0,0,,0.5,367.97,8896.0,,2,0.0,,126,91.51,32960,,,1681401480.0,,0.0,459.4771754022371
203,0,,0.0,0.0,24064.0,459.4771754022371,63535,0.0,0,,0.5,367.97,8896.0,,2,0.0,,127,91.51,32960,,,1681401481.0,,0.0,459.4771754022371
204,0,,0.0,0.0,24064.0,459.4771754022371,64081,0.0,0,,0.5,367.97,8896.0,,2,0.0,,128,91.51,32960,,,1681401482.0,,0.0,459.4771754022371
205,0,,0.0,0.0,24064.0,459.4771754022371,64627,0.0,0,,0.5,367.97,8896.0,,2,0.0,,129,91.51,32960,,,1681401483.0,,0.0,459.4771754022371
206,0,,0.0,0.0,24064.0,459.4771754022371,65171,0.0,0,,0.5,367.97,8896.0,,2,0.0,,130,91.51,32960,,,1681401484.0,,0.0,459.4771754022371
210,1,,0.0,67.02,24064.0,461.18249809972156,1858,0.0,0,,10.0,367.97,8896.0,,2,0.0,,131,91.51,128,,,1681401488.0,,0.0,461.18249809972156
212,1,0.0,0.0,69.35,0.0,440.55236191396654,2217,1.0,0,0.0,10.0,367.97,128.0,169.41562957502902,2,0.0,194.55111717070366,132,93.22,1952,1.0,32960.0,1681401490.0,32960.0,1.0,440.55236191396654
213,1,,0.0,67.66,1536.0,443.62440903554614,2751,1.0,0,,10.0,360.44,416.0,,2,0.0,,133,80.11,2592,,,1681401491.0,,1.0,443.62440903554614
214,1,,0.0,65.84,2048.0,447.55593482864765,3299,1.0,0,,10.0,359.45,544.0,,2,0.0,,134,84.17,2944,,,1681401492.0,,1.0,447.55593482864765
215,1,,0.0,63.81,2304.0,452.9649488848386,3864,1.0,0,,10.0,361.2,640.0,,2,0.0,,135,86.35,3584,,,1681401493.0,,1.0,452.9649488848386
216,1,,0.0,62.64,2816.0,452.85460486246996,4401,1.0,0,,10.0,364.45,768.0,,2,0.0,,136,88.51,4192,,,1681401494.0,,1.0,452.85460486246996
218,1,,0.0,59.47,3328.0,466.3209664992131,5034,1.0,0,,10.0,363.21,864.0,,2,0.0,,137,89.64,4832,,,1681401496.0,,1.0,466.3209664992131
219,1,,0.0,56.44,3840.0,479.85398253262406,5687,1.0,0,,10.0,375.63,992.0,,2,0.0,,138,90.69,5440,,,1681401497.0,,1.0,479.85398253262406
220,1,,0.0,54.19,4352.0,488.1350439300844,6318,1.0,0,,10.0,388.6,1088.0,,2,0.0,,139,91.26,5792,,,1681401498.0,,1.0,488.1350439300844
221,1,,0.0,52.95,4608.0,488.56871220994935,6897,1.0,0,,10.0,396.38,1184.0,,2,0.0,,140,91.75,5920,,,1681401499.0,,1.0,488.56871220994935
222,1,,0.0,51.74,4608.0,488.8038273956012,7477,1.0,0,,10.0,396.38,1312.0,,2,0.0,,141,92.19,6016,,,1681401500.0,,1.0,488.8038273956012
223,1,,0.0,50.54,4608.0,488.9176493170514,8058,1.0,0,,10.0,396.38,1408.0,,2,0.0,,142,92.42,6144,,,1681401501.0,,1.0,488.9176493170514
225,1,,0.0,75.61,4608.0,342.0310783253414,6908,1.0,0,,10.0,396.38,1536.0,,2,0.0,,143,92.54,6752,,,1681401503.0,,1.0,342.0310783253414
226,1,,0.0,72.25,5120.0,350.93056503628765,7412,1.0,0,,10.0,249.43,1632.0,,2,0.0,,144,92.6,7136,,,1681401504.0,,1.0,350.93056503628765
227,1,,0.0,67.7,5376.0,366.0231741105729,7987,1.0,0,,10.0,258.24,1760.0,,2,0.0,,145,92.69,7744,,,1681401505.0,,1.0,366.0231741105729
228,1,,0.0,64.26,5888.0,377.1505931154996,8533,1.0,0,,10.0,273.32,1856.0,,2,0.0,,146,92.7,8384,,,1681401506.0,,1.0,377.1505931154996
229,1,,0.0,61.84,6400.0,383.65416288359546,9043,1.0,0,,10.0,284.45,1984.0,,2,0.0,,147,92.7,8736,,,1681401507.0,,1.0,383.65416288359546
231,1,,0.0,59.06,6656.0,392.6085193967248,9581,1.0,0,,10.0,290.97,2080.0,,2,0.0,,148,92.68,9344,,,1681401509.0,,1.0,392.6085193967248
232,1,,0.0,56.03,7168.0,403.7551465946035,10147,1.0,0,,10.0,299.88,2176.0,,2,0.0,,149,92.73,9984,,,1681401510.0,,1.0,403.7551465946035
233,1,,0.0,54.58,7680.0,405.3705597242562,10642,1.0,0,,10.0,311.01,2304.0,,2,0.0,,150,92.75,10336,,,1681401511.0,,1.0,405.3705597242562
234,1,,0.0,51.99,7936.0,414.7302533251401,11206,1.0,0,,10.0,312.7,2400.0,,2,0.0,,151,92.67,10976,,,1681401512.0,,1.0,414.7302533251401
235,1,,0.0,50.09,8448.0,419.77529961769744,11742,1.0,0,,10.0,322.04,2528.0,,2,0.0,,152,92.69,11584,,,1681401513.0,,1.0,419.77529961769744
237,1,,0.0,48.32,8960.0,424.0415976728775,12278,1.0,0,,10.0,327.12,2624.0,,2,0.0,,153,92.65,11968,,,1681401515.0,,1.0,424.0415976728775
238,1,,0.0,46.55,9216.0,428.48548740049716,12820,1.0,0,,10.0,331.52,2752.0,,2,0.0,,154,92.53,12576,,,1681401516.0,,1.0,428.48548740049716
239,1,,0.0,44.55,9728.0,435.0880695391555,13384,1.0,0,,10.0,335.99,2848.0,,2,0.0,,155,92.49,13184,,,1681401517.0,,1.0,435.0880695391555
240,1,,0.0,43.13,10240.0,437.0698882847171,13918,1.0,0,,10.0,342.68,2944.0,,2,0.0,,156,92.41,13568,,,1681401518.0,,1.0,437.0698882847171
