process/memory/resident_set_size_proc_MB,_timestamp,03_hivemind/num_peers,cpu/interrupts/soft_interrupts_count,cpu/load/avg_sys_load_one_min_percent,process/memory/data_resident_set_proc_MB,cpu/interrupts/interrupts_count,process/memory/lib_memory_proc_MB,01_general/step,cpu/logical_core_count,02_timing/dataload_time_s,memory/available_memory_sys_MB,cpu/interrupts/ctx_switches_count,02_timing/dataload_cuda_move_time_s,_runtime,01_general/lr,02_timing/loss_calc_time_s,memory/used_memory_sys_percent,process/voluntary_proc_ctx_switches,02_timing/step_time_s,02_timing/backward_time_s,process/memory/shared_memory_proc_MB,process/involuntary_proc_ctx_switches,03_hivemind/global_epoch,disk/time/disk_read_time_sys_s,disk/time/disk_busy_time_sys_s,disk/counter/disk_read_sys_count,bandwidth/disk_write_sys_bandwidth_MBs,cpu/load/avg_sys_load_five_min_percent,process/memory/virtual_memory_size_proc_MB,01_general/minibatch_loss,02_timing/opt_step_time_s,01_general/dataset_iteration_count,bandwidth/net_recv_sys_bandwidth_Mbits,cpu/load/avg_sys_load_fifteen_min_percent,02_timing/forward_time_s,disk/counter/disk_write_sys_count,memory/total_memory_sys_MB,disk/time/disk_write_time_sys_s,01_general/locally_processed_samples,bandwidth/disk_read_sys_bandwidth_MBs,process/memory/dirty_pages_proc_count,bandwidth/net_sent_sys_bandwidth_Mbits,_step,memory/used_memory_sys_MB,process/memory/text_resident_set_proc_MB
,1681395425.0,,,,,,,,30.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,211076.599808,,,,,,0,,
394.346496,1681395425.0,,11.0,0.33333333333333337,0.0,19.0,2481.02912,,,,208149.733376,8.0,,0,,,1.4,140.0,,,178.171904,49.0,,0.0,0.0,0.0,0.0,0.7333333333333333,9963.39712,,,,0.47297030580989713,1.1,,0.0,,0.0,,0.0,0.0,0.6912642958835171,1,1177.82528,2.719744
397.02528,1681395426.0,,2380.0,0.3,0.0,4309.0,2489.552896,,,,208017.53088,4397.0,,1,,,1.4,150.0,,,180.760576,49.0,,0.0,0.007999999999995566,0.0,0.012255388534667466,0.7000000000000001,10038.902784,,,,2.125145010883648,1.1,,3.0,,0.0010000000000047748,,0.0,0.0,3.3735909091327074,2,1310.031872,2.719744
397.033472,1681395427.0,,3308.0,0.3,0.0,5489.0,2489.565184,,,,208016.285696,5953.0,,2,,,1.4,150.0,,,180.760576,49.0,,0.0,0.015999999999991132,0.0,0.21651320272198535,0.7000000000000001,10038.902784,,,,0.2546758887809483,1.1,,6.0,,0.0030000000000143245,,0.0,0.0,0.663255196154281,3,1311.268864,2.719744
397.033472,1681395428.0,,4865.0,0.3,0.0,8020.0,2489.56928,,,,208015.7696,8477.0,,3,,,1.5,150.0,,,180.760576,49.0,,0.0,0.01999999999999602,0.0,0.004086657106082423,0.7000000000000001,10038.902784,,,,0.4457808576861125,1.1,,7.0,,0.0030000000000143245,,0.0,0.0,1.0151671292162492,4,1311.78496,2.719744
753.770496,1681395429.0,,5948.0,0.3,0.0,9609.0,2857.463808,,,,207655.682048,10234.0,,4,,,1.6,159.0,,,183.31648,51.0,,0.0,0.027999999999991587,0.0,0.4617364561024121,0.7000000000000001,10473.775104,,,,1.0561056238488253,1.1,,77.0,,0.03100000000000591,,0.0,0.0,0.8143915052309175,5,1671.839744,2.719744
1195.64288,1681395430.0,,8952.0,0.3,0.0,17322.0,3538.845696,,,,207202.275328,15040.0,,5,,,1.8,212.0,,,185.151488,58.0,,0.0,0.031999999999996476,0.0,0.004090059413841018,0.7000000000000001,13097.51296,,,,0.2702634569207275,1.1,,78.0,,0.03100000000000591,,0.0,0.0,0.8709669675347137,6,2125.283328,2.719744
1431.355392,1681395431.0,,13629.0,0.5333333333333333,0.0,28678.0,3679.563776,,,,206990.884864,21401.0,,6,,,1.9,288.0,,,290.42688,64.0,,0.0,0.03599999999998715,0.0,0.004086310084115497,0.7666666666666667,13911.351296,,,,0.5742782076712971,1.1,,79.0,,0.03100000000000591,,0.0,0.0,1.1871608721364542,7,2326.265856,2.719744
2034.782208,1681395432.0,,14482.0,0.5333333333333333,0.0,29978.0,4113.010688,,,,206544.707584,22743.0,,7,,,2.1,290.0,,,460.292096,71.0,,0.0,0.04799999999998761,0.0,0.11439007282321033,0.7666666666666667,15686.975488,,,,0.10013918902424107,1.1,,82.0,,0.03300000000001546,,0.0,0.0,0.7995815023229622,8,2772.361216,2.719744
5225.746432,1681395433.0,,18664.0,0.5333333333333333,0.0,208220.0,6534.770688,,,,203348.877312,30734.0,,8,,,3.7,669.0,,,1271.586816,135.0,,0.0,0.0519999999999925,0.0,0.004080081633399398,0.7666666666666667,22104.768512,,,,0.7471968253075107,1.1,,83.0,,0.03300000000001546,,0.0,0.0,1.0717067557879132,9,5159.600128,2.719744
