03_hivemind/estimated_current_samples,03_hivemind/optimistic_total_samples_per_second,03_hivemind/num_peers,03_hivemind/global_samples_accumulated,_step,03_hivemind/eta_next_epoch_s,_runtime,03_hivemind/global_epoch,03_hivemind/next_fetch_time_s,03_hivemind/actual_total_samples_per_second,_timestamp,03_hivemind/num_clients,04_peers/peer_1_samples_accumulated,04_peers/peer_1_epoch,04_peers/peer_1_samples_per_second,04_peers/peer_1_epoch_oos,04_peers/peer_2_samples_accumulated,04_peers/peer_2_epoch,04_peers/peer_2_epoch_oos,04_peers/peer_2_samples_per_second,03_hivemind/epoch_s,03_hivemind/undershot_TBS,03_hivemind/total_training_samples,03_hivemind/per_epoch_training_samples,03_hivemind/reached_TBS,03_hivemind/epoch_based_sps,03_hivemind/overshot_TBS
208,5.052268784499397,1,192,0,1580.25,43,0,10.0,5.052268784499397,1683038177,0,,,,,,,,,,,,,,,
1137,111.84104369516854,1,1120,1,63.08,44,0,10.0,111.84104369516854,1683038178,0,192.0,0.0,5.05,0.0,,,,,,,,,,,
1401,155.57512133602836,1,1376,2,43.65,45,0,10.0,155.57512133602836,1683038179,0,1120.0,0.0,111.84,0.0,,,,,,,,,,,
1963,264.9950992764336,2,1920,3,23.51,46,0,9.4,264.9950992764336,1683038180,0,1376.0,0.0,155.58,0.0,,,,,,,,,,,
2493,344.3198480234339,2,2432,4,16.55,48,0,6.62,344.3198480234339,1683038182,0,1632.0,0.0,186.2,0.0,288.0,0.0,0.0,78.8,,,,,,,
3094,397.0939899395287,2,3008,5,12.84,49,0,5.14,397.0939899395287,1683038183,0,1888.0,0.0,203.38,0.0,544.0,0.0,0.0,140.94,,,,,,,
3627,421.94422744614286,2,3584,6,10.82,50,0,4.33,421.94422744614286,1683038184,0,2176.0,0.0,212.04,0.0,832.0,0.0,0.0,185.05,,,,,,,
4152,431.9434709691342,2,4096,7,9.35,51,0,3.74,431.9434709691342,1683038185,0,2464.0,0.0,215.82,0.0,1120.0,0.0,0.0,206.12,,,,,,,
4677,436.4551728613907,2,4608,8,8.05,53,0,3.22,436.4551728613907,1683038187,0,2720.0,0.0,216.86,0.0,1376.0,0.0,0.0,215.09,,,,,,,
5201,438.11709144960605,2,5120,9,6.83,54,0,2.73,438.11709144960605,1683038188,0,2976.0,0.0,217.33,0.0,1632.0,0.0,0.0,219.12,,,,,,,
5722,438.743265130038,2,5664,10,5.63,55,0,2.25,438.743265130038,1683038189,0,3232.0,0.0,217.55,0.0,1888.0,0.0,0.0,220.56,,,,,,,
6244,439.0232021387346,2,6176,11,4.44,56,0,1.78,439.0232021387346,1683038190,0,3488.0,0.0,217.51,0.0,2176.0,0.0,0.0,221.23,,,,,,,
