03_hivemind/estimated_current_samples,_runtime,03_hivemind/num_peers,03_hivemind/global_epoch,04_peers/peer_1_epoch_oos,03_hivemind/eta_next_epoch_s,03_hivemind/next_fetch_time_s,04_peers/peer_2_epoch,03_hivemind/reached_TBS,04_peers/peer_2_samples_per_second,03_hivemind/optimistic_total_samples_per_second,04_peers/peer_1_epoch,03_hivemind/overshot_TBS,04_peers/peer_1_samples_per_second,04_peers/peer_3_samples_accumulated,03_hivemind/global_samples_accumulated,03_hivemind/actual_total_samples_per_second,_step,_timestamp,03_hivemind/epoch_s,03_hivemind/num_clients,04_peers/peer_2_samples_accumulated,04_peers/peer_4_samples_accumulated,04_peers/peer_4_samples_per_second,04_peers/peer_1_samples_accumulated,03_hivemind/per_epoch_training_samples,04_peers/peer_3_epoch,03_hivemind/epoch_based_sps,03_hivemind/total_training_samples,04_peers/peer_3_samples_per_second,04_peers/peer_4_epoch_oos,04_peers/peer_4_epoch,03_hivemind/undershot_TBS,04_peers/peer_2_epoch_oos,04_peers/peer_3_epoch_oos
10899,254,4,2,0.0,43.78,10.0,2.0,,134.27,499.5695741493662,2.0,,113.74,2752.0,10752,499.5695741493662,166,1681378357.0,,0,2784.0,2304.0,117.86,2336.0,,2.0,,,132.18,0.0,2.0,,0.0,0.0
11493,256,4,2,0.0,42.54,10.0,2.0,,134.55,500.125244905003,2.0,,113.55,2912.0,11360,500.125244905003,167,1681378359.0,,0,2944.0,2432.0,118.15,2464.0,,2.0,,,133.31,0.0,2.0,,0.0,0.0
12085,257,4,2,0.0,41.36,10.0,2.0,,134.53,500.05271939893976,2.0,,113.2,3072.0,11968,500.05271939893976,168,1681378360.0,,0,3104.0,2592.0,118.23,2592.0,,2.0,,,134.16,0.0,2.0,,0.0,0.0
12677,258,4,2,0.0,40.16,10.0,2.0,,134.32,500.3103124063028,2.0,,112.85,3232.0,12544,500.3103124063028,169,1681378361.0,,0,3264.0,2720.0,118.31,2752.0,,2.0,,,134.57,0.0,2.0,,0.0,0.0
13273,259,4,2,0.0,38.94,10.0,2.0,,134.35,500.5866356236336,2.0,,112.66,3392.0,13152,500.5866356236336,170,1681378362.0,,0,3424.0,2848.0,118.35,2880.0,,2.0,,,134.94,0.0,2.0,,0.0,0.0
13868,260,4,2,0.0,37.77,10.0,2.0,,134.33,500.3827662322754,2.0,,112.59,3552.0,13728,500.3827662322754,171,1681378363.0,,0,3584.0,3008.0,118.37,3008.0,,2.0,,,135.3,0.0,2.0,,0.0,0.0
14466,262,4,2,0.0,36.58,10.0,2.0,,134.3,500.34772967809903,2.0,,112.47,3712.0,14336,500.34772967809903,172,1681378365.0,,0,3744.0,3136.0,118.31,3136.0,,2.0,,,135.31,0.0,2.0,,0.0,0.0
15059,263,4,2,0.0,35.4,10.0,2.0,,134.21,500.17436254352134,2.0,,112.34,3872.0,14912,500.17436254352134,173,1681378366.0,,0,3904.0,3296.0,118.41,3264.0,,2.0,,,135.38,0.0,2.0,,0.0,0.0
15643,264,4,2,0.0,34.46,10.0,2.0,,134.42,496.91377729096183,2.0,,112.29,4032.0,15488,496.91377729096183,174,1681378367.0,,0,4064.0,3424.0,118.25,3392.0,,2.0,,,135.21,0.0,2.0,,0.0,0.0
16230,265,4,2,0.0,33.26,10.0,2.0,,134.23,497.16985406470764,2.0,,109.34,4192.0,16096,497.16985406470764,175,1681378368.0,,0,4224.0,3552.0,118.12,3520.0,,2.0,,,135.23,0.0,2.0,,0.0,0.0
16826,266,4,2,0.0,31.98,10.0,2.0,,134.12,498.48442235887944,2.0,,109.83,4352.0,16704,498.48442235887944,176,1681378369.0,,0,4384.0,3712.0,118.17,3648.0,,2.0,,,135.04,0.0,2.0,,0.0,0.0
17416,267,4,2,0.0,30.77,10.0,2.0,,134.3,498.8609425770803,2.0,,110.65,4512.0,17280,498.8609425770803,177,1681378370.0,,0,4544.0,3840.0,118.14,3808.0,,2.0,,,135.39,0.0,2.0,,0.0,0.0
18006,269,4,2,0.0,29.59,10.0,2.0,,134.37,498.95563545819584,2.0,,111.02,4672.0,17856,498.95563545819584,178,1681378372.0,,0,4704.0,3968.0,118.25,3936.0,,2.0,,,135.22,0.0,2.0,,0.0,0.0
18589,270,4,2,0.0,28.57,10.0,2.0,,134.1,496.2170469936266,2.0,,111.34,4832.0,18464,496.2170469936266,179,1681378373.0,,0,4864.0,4096.0,118.38,4064.0,,2.0,,,135.14,0.0,2.0,,0.0,0.0
19185,271,4,2,0.0,27.28,10.0,2.0,,134.14,497.8308519201317,2.0,,111.63,4992.0,19040,497.8308519201317,180,1681378374.0,,0,5024.0,4256.0,115.33,4192.0,,2.0,,,135.11,0.0,2.0,,0.0,0.0
19779,272,4,2,0.0,26.06,10.0,2.0,,134.14,498.43338606703674,2.0,,112.15,5152.0,19648,498.43338606703674,181,1681378375.0,,0,5184.0,4384.0,116.35,4320.0,,2.0,,,135.19,0.0,2.0,,0.0,0.0
20374,273,4,2,0.0,24.82,10.0,2.0,,133.93,499.4235699049711,2.0,,112.32,5312.0,20256,499.4235699049711,182,1681378376.0,,0,5344.0,4544.0,117.22,4448.0,,2.0,,,134.96,0.0,2.0,,0.0,0.0
20967,275,4,2,0.0,23.62,10.0,2.0,,134.05,499.6227950180713,2.0,,112.66,5472.0,20832,499.6227950180713,183,1681378378.0,,0,5504.0,4672.0,117.55,4608.0,,2.0,,,135.16,0.0,2.0,,0.0,0.0
21564,276,4,2,0.0,22.39,10.0,2.0,,134.06,500.4395162306926,2.0,,112.91,5632.0,21440,500.4395162306926,184,1681378379.0,,0,5664.0,4800.0,117.61,4736.0,,2.0,,,135.04,0.0,2.0,,0.0,0.0
22158,277,4,2,0.0,21.2,10.0,2.0,,134.18,500.39775250548064,2.0,,113.13,5792.0,22016,500.39775250548064,185,1681378380.0,,0,5824.0,4960.0,117.97,4864.0,,2.0,,,135.16,0.0,2.0,,0.0,0.0
22753,278,4,2,0.0,20.02,10.0,2.0,,134.02,500.3747879796128,2.0,,113.47,5952.0,22624,500.3747879796128,186,1681378381.0,,0,5984.0,5088.0,118.0,4992.0,,2.0,,,134.9,0.0,2.0,,0.0,0.0
23349,279,4,2,0.0,18.82,10.0,2.0,,133.91,500.363071849727,2.0,,113.61,6112.0,23232,500.363071849727,187,1681378382.0,,0,6144.0,5248.0,117.87,5120.0,,2.0,,,134.98,0.0,2.0,,0.0,0.0
23943,281,4,2,0.0,17.65,10.0,2.0,,133.99,500.1095716900498,2.0,,113.69,6272.0,23808,500.1095716900498,188,1681378384.0,,0,6304.0,5376.0,117.85,5280.0,,2.0,,,134.83,0.0,2.0,,0.0,0.0
24534,282,4,2,0.0,16.47,9.41,2.0,,133.85,499.99160240335374,2.0,,113.76,6432.0,24416,499.99160240335374,189,1681378385.0,,0,6464.0,5504.0,117.71,5408.0,,2.0,,,134.79,0.0,2.0,,0.0,0.0
25128,283,4,2,0.0,15.28,8.73,2.0,,133.7,500.0323650938334,2.0,,114.0,6592.0,24992,500.0323650938334,190,1681378386.0,,0,6624.0,5664.0,117.58,5536.0,,2.0,,,134.71,0.0,2.0,,0.0,0.0
25717,284,4,2,0.0,14.1,8.06,2.0,,133.54,500.1939946139622,2.0,,114.16,6752.0,25600,500.1939946139622,191,1681378387.0,,0,6784.0,5792.0,117.54,5664.0,,2.0,,,134.79,0.0,2.0,,0.0,0.0
26310,285,4,2,0.0,12.91,7.38,2.0,,133.59,500.30635409007107,2.0,,114.28,6912.0,26176,500.30635409007107,192,1681378388.0,,0,6944.0,5920.0,117.51,5824.0,,2.0,,,134.81,0.0,2.0,,0.0,0.0
26904,286,4,2,0.0,11.72,6.7,2.0,,133.51,500.3148349502149,2.0,,114.24,7072.0,26752,500.3148349502149,193,1681378389.0,,0,7072.0,6080.0,117.48,5952.0,,2.0,,,135.08,0.0,2.0,,0.0,0.0
27497,288,4,2,0.0,10.53,6.02,2.0,,133.43,500.5043534097624,2.0,,114.47,7232.0,27328,500.5043534097624,194,1681378391.0,,0,7232.0,6208.0,117.46,6080.0,,2.0,,,134.96,0.0,2.0,,0.0,0.0
28092,289,4,2,0.0,9.34,5.34,2.0,,133.56,500.4637853604844,2.0,,114.56,7392.0,27968,500.4637853604844,195,1681378392.0,,0,7392.0,6336.0,117.47,6208.0,,2.0,,,134.9,0.0,2.0,,0.0,0.0
28689,290,4,2,0.0,8.15,4.66,2.0,,133.57,500.48910920692344,2.0,,114.47,7552.0,28544,500.48910920692344,196,1681378393.0,,0,7552.0,6496.0,117.39,6368.0,,2.0,,,135.03,0.0,2.0,,0.0,0.0
29280,291,4,2,0.0,6.97,3.99,2.0,,133.62,500.01339332985106,2.0,,114.58,7712.0,29120,500.01339332985106,197,1681378394.0,,0,7712.0,6624.0,117.53,6496.0,,2.0,,,134.75,0.0,2.0,,0.0,0.0
29871,292,4,2,0.0,5.8,3.31,2.0,,133.48,499.6364588399228,2.0,,114.49,7872.0,29728,499.6364588399228,198,1681378395.0,,0,7872.0,6752.0,117.47,6624.0,,2.0,,,134.58,0.0,2.0,,0.0,0.0
30462,294,4,2,0.0,4.61,2.64,2.0,,133.33,499.67830344281253,2.0,,114.55,8032.0,30336,499.67830344281253,199,1681378397.0,,0,8032.0,6912.0,117.4,6752.0,,2.0,,,134.35,0.0,2.0,,0.0,0.0
31055,295,4,2,0.0,3.43,1.96,2.0,,133.39,499.8599658797783,2.0,,114.76,8192.0,30912,499.8599658797783,200,1681378398.0,,0,8192.0,7040.0,117.21,6912.0,,2.0,,,134.32,0.0,2.0,,0.0,0.0
31646,296,4,2,0.0,2.24,1.28,2.0,,133.29,499.91605352186735,2.0,,114.79,8352.0,31520,499.91605352186735,201,1681378399.0,,0,8352.0,7168.0,117.31,7040.0,,2.0,,,134.47,0.0,2.0,,0.0,0.0
32240,297,4,2,0.0,1.06,0.6,2.0,,133.42,499.8999748264189,2.0,,114.89,8512.0,32096,499.8999748264189,202,1681378400.0,,0,8512.0,7328.0,117.23,7168.0,,2.0,,,134.38,0.0,2.0,,0.0,0.0
32833,298,4,2,0.0,0.0,0.5,2.0,,133.22,499.6709181176385,2.0,,115.02,8672.0,32704,499.6709181176385,203,1681378401.0,,0,8672.0,7456.0,117.28,7296.0,,2.0,,,134.39,0.0,2.0,,0.0,0.0
33425,300,4,2,0.0,0.0,0.5,2.0,,133.21,499.7817289024242,2.0,,115.05,8832.0,32864,499.7817289024242,204,1681378403.0,,0,8832.0,7584.0,117.17,7456.0,,2.0,,,134.24,0.0,2.0,,0.0,0.0
34020,301,4,2,0.0,0.0,0.5,2.0,,133.28,499.7817289024242,2.0,,115.03,8864.0,32864,499.7817289024242,205,1681378404.0,,0,8864.0,7648.0,117.15,7488.0,,2.0,,,134.32,0.0,2.0,,0.0,0.0
34614,302,4,2,0.0,0.0,0.5,2.0,,133.28,499.7817289024242,2.0,,115.03,8864.0,32864,499.7817289024242,206,1681378405.0,,0,8864.0,7648.0,117.15,7488.0,,2.0,,,134.32,0.0,2.0,,0.0,0.0
35204,303,4,2,0.0,0.0,0.5,2.0,,133.28,499.7817289024242,2.0,,115.03,8864.0,32864,499.7817289024242,207,1681378406.0,,0,8864.0,7648.0,117.15,7488.0,,2.0,,,134.32,0.0,2.0,,0.0,0.0
35799,304,4,2,0.0,0.0,0.5,2.0,,133.28,499.7817289024242,2.0,,115.03,8864.0,32864,499.7817289024242,208,1681378407.0,,0,8864.0,7648.0,117.15,7488.0,,2.0,,,134.32,0.0,2.0,,0.0,0.0
36394,305,4,2,0.0,0.0,0.5,2.0,,133.28,499.7817289024242,2.0,,115.03,8864.0,32864,499.7817289024242,209,1681378408.0,,0,8864.0,7648.0,117.15,7488.0,,2.0,,,134.32,0.0,2.0,,0.0,0.0
36991,307,4,2,0.0,0.0,0.5,2.0,,133.28,499.7817289024242,2.0,,115.03,8864.0,32864,499.7817289024242,210,1681378410.0,,0,8864.0,7648.0,117.15,7488.0,,2.0,,,134.32,0.0,2.0,,0.0,0.0
37581,308,4,2,0.0,0.0,0.5,2.0,,133.28,499.7817289024242,2.0,,115.03,8864.0,32864,499.7817289024242,211,1681378411.0,,0,8864.0,7648.0,117.15,7488.0,,2.0,,,134.32,0.0,2.0,,0.0,0.0
38175,309,4,2,0.0,0.0,0.5,2.0,,133.28,499.7817289024242,2.0,,115.03,8864.0,32864,499.7817289024242,212,1681378412.0,,0,8864.0,7648.0,117.15,7488.0,,2.0,,,134.32,0.0,2.0,,0.0,0.0
38767,310,4,2,0.0,0.0,0.5,2.0,,133.28,499.7817289024242,2.0,,115.03,8864.0,32864,499.7817289024242,213,1681378413.0,,0,8864.0,7648.0,117.15,7488.0,,2.0,,,134.32,0.0,2.0,,0.0,0.0
39360,311,4,2,0.0,0.0,0.5,2.0,,133.28,499.7817289024242,2.0,,115.03,8864.0,32864,499.7817289024242,214,1681378414.0,,0,8864.0,7648.0,117.15,7488.0,,2.0,,,134.32,0.0,2.0,,0.0,0.0
39956,313,4,2,0.0,0.0,0.5,2.0,,133.28,499.7817289024242,2.0,,115.03,8864.0,32864,499.7817289024242,215,1681378416.0,,0,8864.0,7648.0,117.15,7488.0,,2.0,,,134.32,0.0,2.0,,0.0,0.0
40550,314,4,2,0.0,0.0,0.5,2.0,,133.28,499.7817289024242,2.0,,115.03,8864.0,32864,499.7817289024242,216,1681378417.0,,0,8864.0,7648.0,117.15,7488.0,,2.0,,,134.32,0.0,2.0,,0.0,0.0
41145,315,4,2,0.0,0.0,0.5,2.0,,133.28,499.7817289024242,2.0,,115.03,8864.0,32864,499.7817289024242,217,1681378418.0,,0,8864.0,7648.0,117.15,7488.0,,2.0,,,134.32,0.0,2.0,,0.0,0.0
41741,316,4,2,0.0,0.0,0.5,2.0,,133.28,499.7817289024242,2.0,,115.03,8864.0,32864,499.7817289024242,218,1681378419.0,,0,8864.0,7648.0,117.15,7488.0,,2.0,,,134.32,0.0,2.0,,0.0,0.0
42335,317,4,2,0.0,0.0,0.5,2.0,,133.28,499.7817289024242,2.0,,115.03,8864.0,32864,499.7817289024242,219,1681378420.0,,0,8864.0,7648.0,117.15,7488.0,,2.0,,,134.32,0.0,2.0,,0.0,0.0
42936,319,4,2,0.0,0.0,0.5,2.0,,133.28,499.7817289024242,2.0,,115.03,8864.0,32864,499.7817289024242,220,1681378422.0,,0,8864.0,7648.0,117.15,7488.0,,2.0,,,134.32,0.0,2.0,,0.0,0.0
43536,320,4,2,0.0,0.0,0.5,2.0,,133.28,499.7817289024242,2.0,,115.03,8864.0,32864,499.7817289024242,221,1681378423.0,,0,8864.0,7648.0,117.15,7488.0,,2.0,,,134.32,0.0,2.0,,0.0,0.0
911,321,4,3,0.0,63.74,10.0,2.0,,133.28,499.7817289024242,2.0,,115.03,8864.0,0,499.7817289024242,222,1681378424.0,,0,8864.0,7648.0,117.15,7488.0,,2.0,,,134.32,0.0,2.0,,0.0,0.0
1510,322,4,3,0.0,62.54,10.0,3.0,0.0,133.28,499.7817289024242,3.0,3.0,115.03,0.0,0,499.7817289024242,223,1681378425.0,87.85980931390077,0,0.0,0.0,117.15,0.0,32864.0,3.0,374.05043621919646,98560.0,134.32,0.0,3.0,0.0,0.0,0.0
2105,323,4,3,0.0,61.35,10.0,3.0,,133.28,499.7817289024242,3.0,,115.03,0.0,0,499.7817289024242,224,1681378426.0,,0,0.0,0.0,117.15,0.0,,3.0,,,134.32,0.0,3.0,,0.0,0.0
