_step,_runtime,cpu/logical_core_count,memory/total_memory_sys_MB,_timestamp,cpu/load/avg_sys_load_fifteen_min_percent,disk/time/disk_read_time_sys_s,disk/time/disk_busy_time_sys_s,memory/used_memory_sys_MB,bandwidth/disk_write_sys_bandwidth_MBs,cpu/interrupts/ctx_switches_count,bandwidth/net_sent_sys_bandwidth_Mbits,process/memory/shared_memory_proc_MB,disk/counter/disk_write_sys_count,process/memory/resident_set_size_proc_MB,disk/counter/disk_read_sys_count,process/memory/dirty_pages_proc_count,bandwidth/disk_read_sys_bandwidth_MBs,cpu/load/avg_sys_load_one_min_percent,cpu/interrupts/soft_interrupts_count,bandwidth/net_recv_sys_bandwidth_Mbits,memory/available_memory_sys_MB,process/memory/text_resident_set_proc_MB,process/voluntary_proc_ctx_switches,disk/time/disk_write_time_sys_s,process/memory/lib_memory_proc_MB,process/memory/data_resident_set_proc_MB,cpu/interrupts/interrupts_count,memory/used_memory_sys_percent,cpu/load/avg_sys_load_five_min_percent,process/memory/virtual_memory_size_proc_MB,process/involuntary_proc_ctx_switches,02_timing/dataload_cuda_move_time_s,02_timing/loss_calc_time_s,02_timing/forward_time_s,03_hivemind/num_peers,02_timing/opt_step_time_s,01_general/locally_processed_samples,01_general/minibatch_loss,02_timing/backward_time_s,02_timing/step_time_s,03_hivemind/global_epoch,01_general/lr,02_timing/dataload_time_s,01_general/dataset_iteration_count,01_general/step
0,1,40.0,126625.775616,1696112283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,,,1696112283,2.375,0.0,0.0,868.798464,0.0,23.0,0.07760153178351972,214.183936,0.0,473.68192,0.0,0.0,0.0,2.575,27.0,0.1646093098114247,124533.407744,2.854912,133.0,0.0,3383.939072,0.0,27.0,1.7,3.4999999999999996,12360.192,54.0,,,,,,,,,,,,,,
2,2,,,1696112284,2.375,0.0,0.01999999999998181,1004.888064,0.012199477310778936,2424.0,0.2883079597578516,216.825856,3.0,476.418048,0.0,0.0,0.0,2.575,1111.0,0.28049266960529523,124397.314048,2.854912,140.0,0.004000000000132786,3392.462848,0.0,2156.0,1.8,3.4999999999999996,12435.697664,54.0,,,,,,,,,,,,,,
3,3,,,1696112285,2.375,0.0,0.027999999999991587,1012.744192,0.008124175605724497,3134.0,0.05930489516134896,216.825856,5.0,476.434432,0.0,0.0,0.0,2.575,1556.0,0.061518415663715034,124389.45792,2.854912,140.0,0.005000000000109139,3392.475136,0.0,2748.0,1.8,3.4999999999999996,12435.697664,54.0,,,,,,,,,,,,,,
4,4,,,1696112286,2.375,0.0,0.0479999999999734,1644.929024,0.020364290273416515,4308.0,0.17745569821613105,219.643904,10.0,1097.17504,0.0,0.0,0.0,2.575,3322.0,1.0271000263048933,123757.268992,2.854912,161.0,0.008000000000038199,4021.518336,0.0,4460.0,2.3,3.4999999999999996,13615.915008,55.0,,,,,,,,,,,,,,
5,5,,,1696112287,2.375,0.0,0.0719999999999743,2441.46176,0.8183955435483261,4696.0,0.013057811359775722,220.954624,121.0,1892.368384,0.0,0.0,0.0,2.575,4193.0,0.012890811330405842,122960.723968,2.854912,164.0,0.31100000000014916,4910.956544,0.0,5508.0,2.9,3.4749999999999996,14505.353216,56.0,,,,,,,,,,,,,,
6,6,,,1696112288,2.375,0.0,0.0759999999999934,2945.937408,0.004072962342037596,5022.0,0.04979832858295419,220.954624,122.0,2395.717632,0.0,0.0,0.0,2.575,4612.0,0.01502700363357463,122456.252416,2.854912,164.0,0.31100000000014916,5319.688192,0.0,6001.0,3.3,3.4749999999999996,14914.084864,58.0,,,,,,,,,,,,,,
7,7,,,1696112289,2.375,0.0,0.07999999999998408,2964.303872,0.004075578881589673,6089.0,0.011183961587549347,220.954624,123.0,2400.976896,0.0,0.0,0.0,2.575,7605.0,0.015108298276204045,122437.890048,2.854912,173.0,0.31100000000014916,5660.172288,0.0,8918.0,3.3,3.4749999999999996,17866.702848,62.0,,,,,,,,,,,,,,
8,8,,,1696112290,2.375,0.0,0.08399999999997476,2915.96288,0.004076518883030105,6440.0,0.05426865757512296,510.021632,124.0,2540.466176,0.0,0.0,0.0,2.575,8150.0,0.016298113564007077,122475.74528,2.854912,200.0,0.3120000000001255,5512.445952,0.0,10229.0,3.3,3.4749999999999996,22754.172928,63.0,,,,,,,,,,,,,,
9,9,,,1696112291,2.375,0.0,0.08799999999999386,2603.54048,0.004076226773550017,9150.0,0.007833998336412754,766.017536,125.0,2484.576256,0.0,0.0,0.0,2.575,10972.0,0.010039300723416016,122585.206784,2.854912,235.0,0.3120000000001255,5233.577984,0.0,13462.0,3.2,3.4749999999999996,24135.856128,163.0,,,,,,,,,,,,,,
