_step,_runtime,cpu/logical_core_count,memory/total_memory_sys_MB,_timestamp,cpu/load/avg_sys_load_fifteen_min_percent,disk/time/disk_read_time_sys_s,disk/time/disk_busy_time_sys_s,memory/used_memory_sys_MB,bandwidth/disk_write_sys_bandwidth_MBs,cpu/interrupts/ctx_switches_count,bandwidth/net_sent_sys_bandwidth_Mbits,process/memory/shared_memory_proc_MB,disk/counter/disk_write_sys_count,process/memory/resident_set_size_proc_MB,disk/counter/disk_read_sys_count,process/memory/dirty_pages_proc_count,bandwidth/disk_read_sys_bandwidth_MBs,cpu/load/avg_sys_load_one_min_percent,cpu/interrupts/soft_interrupts_count,bandwidth/net_recv_sys_bandwidth_Mbits,memory/available_memory_sys_MB,process/memory/text_resident_set_proc_MB,process/voluntary_proc_ctx_switches,disk/time/disk_write_time_sys_s,process/memory/lib_memory_proc_MB,process/memory/data_resident_set_proc_MB,cpu/interrupts/interrupts_count,memory/used_memory_sys_percent,cpu/load/avg_sys_load_five_min_percent,process/memory/virtual_memory_size_proc_MB,process/involuntary_proc_ctx_switches,02_timing/dataload_cuda_move_time_s,02_timing/loss_calc_time_s,02_timing/forward_time_s,02_timing/backward_time_s,03_hivemind/num_peers,02_timing/opt_step_time_s,01_general/locally_processed_samples,01_general/minibatch_loss,02_timing/step_time_s,03_hivemind/global_epoch,01_general/lr,02_timing/dataload_time_s,01_general/dataset_iteration_count,01_general/step
0,1,8.0,31557.18144,1681382687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,,,1681382687,6.625,0.0,0.003999999999990678,714.960896,0.0,29.0,1.2121094135747936,176.099328,0.0,401.211392,0.0,0.0,2.1289880641796857,3.0,8.0,0.1372199311147976,30380.986368,2.654208,366.0,0.0,1009.594368,0.0,24.0,3.7,3.5000000000000004,8492.613632,39.0,,,,,,,,,,,,,,
2,2,,,1681382688,6.625,0.0030000000000001137,0.015999999999991132,872.517632,0.012244234560649596,2961.0,0.6166119997434881,178.479104,3.0,403.685376,4.0,0.0,0.048976938235801466,3.0,1396.0,1.1349193767110706,30223.388672,2.654208,380.0,0.001999999999497959,1018.118144,0.0,5345.0,4.2,3.5000000000000004,8568.119296,39.0,,,,,,,,,,,,,,
3,3,,,1681382689,6.625,0.0030000000000001137,0.01999999999998181,880.070656,0.004083736045815821,3511.0,0.10854602321797133,178.479104,4.0,403.693568,4.0,0.0,0.0,3.0,1884.0,0.3475004144163643,30215.872512,2.654208,380.0,0.0029999999997016857,1018.118144,0.0,5890.0,4.3,3.5000000000000004,8568.119296,39.0,,,,,,,,,,,,,,
4,4,,,1681382690,6.625,0.0030000000000001137,0.02400000000000091,876.29824,0.004086187626035675,4447.0,0.2532558436044848,178.479104,5.0,403.693568,4.0,0.0,0.0,3.0,2644.0,0.1746765401451759,30219.644928,2.654208,380.0,0.0039999999999054126,1018.130432,0.0,6808.0,4.2,3.5000000000000004,8568.119296,39.0,,,,,,,,,,,,,,
5,5,,,1681382691,6.5,0.0030000000000001137,0.027999999999991587,1112.825856,0.004086215811016876,5232.0,0.18889969142702742,180.969472,6.0,637.964288,4.0,0.0,0.0,2.75,3081.0,0.10816500562844725,29983.117312,2.654208,392.0,0.004999999999199645,1261.699072,0.0,7606.0,5.0,3.375,8878.665728,39.0,,,,,,,,,,,,,,
6,6,,,1681382692,6.5,0.0030000000000001137,0.04800000000000182,1676.1856,0.13885527730173713,5829.0,0.16337510280643816,181.952512,10.0,1200.529408,5.0,0.0,0.028587851208891124,2.75,3490.0,0.07696545097773021,29419.757568,2.654208,400.0,0.008999999999105057,1845.702656,0.0,8397.0,6.8,3.375,9663.602688,41.0,,,,,,,,,,,,,,
7,7,,,1681382693,6.5,0.0030000000000001137,0.060000000000002274,1677.070336,0.20018957775653284,7177.0,0.19790744211931482,182.018048,48.0,1200.656384,5.0,0.0,0.0,2.75,4853.0,0.24004715671281518,29418.856448,2.654208,404.0,0.054999999999381544,1845.702656,0.0,10737.0,6.8,3.375,9663.602688,43.0,,,,,,,,,,,,,,
8,8,,,1681382694,6.5,0.0030000000000001137,0.06399999999999295,2164.944896,0.004085673561329297,8006.0,0.1574181295485384,335.163392,49.0,1757.81888,5.0,0.0,0.0,2.75,5366.0,0.18566673191435992,28918.398976,2.654208,415.0,0.05599999999958527,2260.119552,0.0,12410.0,8.4,3.375,10516.2752,44.0,,,,,,,,,,,,,,
9,9,,,1681382695,6.5,0.0030000000000001137,0.07200000000000273,2723.495936,0.004085561825247292,8333.0,0.037990937202875594,460.271616,50.0,2435.760128,5.0,0.0,0.0,2.75,5663.0,0.03181471678749261,28359.856128,2.654208,422.0,0.056999999999789,2814.164992,0.0,12978.0,10.1,3.375,11674.300416,45.0,,,,,,,,,,,,,,
