_step,_runtime,cpu/logical_core_count,memory/total_memory_sys_MB,_timestamp,cpu/load/avg_sys_load_fifteen_min_percent,disk/time/disk_read_time_sys_s,disk/time/disk_busy_time_sys_s,memory/used_memory_sys_MB,bandwidth/disk_write_sys_bandwidth_MBs,cpu/interrupts/ctx_switches_count,bandwidth/net_sent_sys_bandwidth_Mbits,process/memory/shared_memory_proc_MB,disk/counter/disk_write_sys_count,process/memory/resident_set_size_proc_MB,disk/counter/disk_read_sys_count,process/memory/dirty_pages_proc_count,bandwidth/disk_read_sys_bandwidth_MBs,cpu/load/avg_sys_load_one_min_percent,cpu/interrupts/soft_interrupts_count,bandwidth/net_recv_sys_bandwidth_Mbits,memory/available_memory_sys_MB,process/memory/text_resident_set_proc_MB,process/voluntary_proc_ctx_switches,disk/time/disk_write_time_sys_s,process/memory/lib_memory_proc_MB,process/memory/data_resident_set_proc_MB,cpu/interrupts/interrupts_count,memory/used_memory_sys_percent,cpu/load/avg_sys_load_five_min_percent,process/memory/virtual_memory_size_proc_MB,process/involuntary_proc_ctx_switches,03_hivemind/num_peers,02_timing/loss_calc_time_s,02_timing/forward_time_s,02_timing/opt_step_time_s,01_general/locally_processed_samples,01_general/minibatch_loss,02_timing/backward_time_s,02_timing/step_time_s,03_hivemind/global_epoch,01_general/lr,02_timing/dataload_time_s,02_timing/dataload_cuda_move_time_s,01_general/dataset_iteration_count,01_general/step
0,0,30.0,211076.599808,1680688174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0,,,1680688174,2.6,0.0,0.0,1194.369024,0.0,40.0,0.3620795809618034,178.786304,0.0,394.944512,0.0,0.0,0.0,1.5333333333333334,23.0,0.1913849248602373,208136.491008,2.719744,133.0,0.0,2481.0496,0.0,38.0,1.4,2.833333333333333,9963.4176,47.0,,,,,,,,,,,,,,
2,1,,,1680688175,2.6,0.0,0.012000000000000455,1336.557568,0.01225861244102735,2890.0,0.3453161739453227,181.395456,3.0,398.905344,0.0,0.0,0.0,1.5333333333333334,1139.0,0.9676163345040333,207994.331136,2.719744,166.0,0.0009999999999763531,2499.330048,0.0,2586.0,1.5,2.833333333333333,10115.657728,48.0,,,,,,,,,,,,,,
3,2,,,1680688176,2.6,0.0,0.020000000000010232,1342.984192,0.49856173004487675,3702.0,0.07954447684577433,181.948416,84.0,402.907136,0.0,0.0,0.0,1.5333333333333334,1858.0,0.2571427263211198,207987.89632,2.719744,192.0,0.024999999999977263,2511.507456,0.0,3390.0,1.5,2.833333333333333,10195.574784,50.0,,,,,,,,,,,,,,
4,3,,,1680688177,2.566666666666667,0.0,0.02400000000000091,1354.440704,0.004084889598160824,4573.0,0.15726824936955486,181.948416,85.0,414.47424,0.0,0.0,0.0,1.4333333333333333,2636.0,7.698700465115536,207976.435712,2.719744,277.0,0.024999999999977263,2522.9312,0.0,4181.0,1.5,2.8000000000000003,10206.994432,52.0,,,,,,,,,,,,,,
5,4,,,1680688178,2.566666666666667,0.0,0.028000000000005798,1354.952704,0.004083791377796266,5248.0,0.13973426015845222,181.948416,86.0,414.47424,0.0,0.0,0.0,1.4333333333333333,3196.0,3.9511160179131943,207975.919616,2.719744,343.0,0.024999999999977263,2522.9312,0.0,4759.0,1.5,2.8000000000000003,10206.994432,52.0,,,,,,,,,,,,,,
6,5,,,1680688179,2.566666666666667,0.0,0.04000000000000625,1354.928128,0.2166167352350809,6062.0,0.1232758049127344,181.948416,89.0,414.744576,0.0,0.0,0.0,1.4333333333333333,3992.0,11.468313885690204,207975.936,2.719744,466.0,0.02699999999992997,2523.389952,0.0,5526.0,1.5,2.8000000000000003,10207.453184,52.0,,,,,,,,,,,,,,
7,6,,,1680688180,2.566666666666667,0.0,0.04400000000001114,1371.185152,0.004087195720150713,6636.0,0.1130684379379145,183.783424,90.0,432.726016,0.0,0.0,0.0,1.4333333333333333,4414.0,0.23703340353696156,207959.691264,2.719744,488.0,0.027999999999906322,2540.265472,0.0,6025.0,1.5,2.8000000000000003,10224.328704,53.0,,,,,,,,,,,,,,
8,7,,,1680688181,2.566666666666667,0.0,0.05200000000000671,1743.798272,2.913891177950486,7153.0,0.026236961731716357,186.273792,133.0,808.886272,0.0,0.0,0.0,1.4333333333333333,4724.0,0.07925366383623582,207587.074048,2.719744,494.0,0.045999999999935426,2915.459072,0.0,6558.0,1.7,2.8000000000000003,10599.522304,55.0,,,,,,,,,,,,,,
9,8,,,1680688182,2.6,0.0,0.056000000000011596,2458.329088,0.004086472413047068,7584.0,0.0031446682220043123,186.273792,134.0,1523.654656,0.0,0.0,0.0,1.5666666666666667,4853.0,0.002378454650909641,206872.551424,2.719744,497.0,0.045999999999935426,3638.050816,0.0,7073.0,2.0,2.8000000000000003,11322.114048,57.0,,,,,,,,,,,,,,
