_step,_runtime,cpu/logical_core_count,memory/total_memory_sys_MB,_timestamp,cpu/load/avg_sys_load_fifteen_min_percent,disk/time/disk_read_time_sys_s,disk/time/disk_busy_time_sys_s,memory/used_memory_sys_MB,bandwidth/disk_write_sys_bandwidth_MBs,cpu/interrupts/ctx_switches_count,bandwidth/net_sent_sys_bandwidth_Mbits,process/memory/shared_memory_proc_MB,disk/counter/disk_write_sys_count,process/memory/resident_set_size_proc_MB,disk/counter/disk_read_sys_count,process/memory/dirty_pages_proc_count,bandwidth/disk_read_sys_bandwidth_MBs,cpu/load/avg_sys_load_one_min_percent,cpu/interrupts/soft_interrupts_count,bandwidth/net_recv_sys_bandwidth_Mbits,memory/available_memory_sys_MB,process/memory/text_resident_set_proc_MB,process/voluntary_proc_ctx_switches,disk/time/disk_write_time_sys_s,process/memory/lib_memory_proc_MB,process/memory/data_resident_set_proc_MB,cpu/interrupts/interrupts_count,memory/used_memory_sys_percent,cpu/load/avg_sys_load_five_min_percent,process/memory/virtual_memory_size_proc_MB,process/involuntary_proc_ctx_switches,02_timing/dataload_cuda_move_time_s,03_hivemind/num_peers,02_timing/loss_calc_time_s,02_timing/forward_time_s,02_timing/opt_step_time_s,01_general/locally_processed_samples,01_general/minibatch_loss,02_timing/backward_time_s,02_timing/step_time_s,03_hivemind/global_epoch,01_general/lr,02_timing/dataload_time_s,01_general/dataset_iteration_count,01_general/step
0,0,30.0,211076.599808,1680688830,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0,,,1680688830,3.3666666666666663,0.0,0.0,1203.46624,0.0,36.0,0.4392725437462809,177.639424,0.0,393.842688,0.0,0.0,0.0,1.6666666666666667,8.0,0.4925176939604408,208126.992384,2.719744,131.0,0.0,2481.045504,0.0,27.0,1.4,3.4333333333333336,9963.413504,50.0,,,,,,,,,,,,,,
2,1,,,1680688831,3.3666666666666663,0.0,0.008000000000009777,1763.06176,0.012253372269257974,3037.0,0.31629814920780214,313.741312,3.0,895.434752,0.0,0.0,0.0,1.6666666666666667,1005.0,0.8969133449460591,207556.988928,2.719744,160.0,0.0009999999999763531,2874.273792,0.0,3100.0,1.7,3.4333333333333336,11163.721728,53.0,,,,,,,,,,,,,,
3,2,,,1680688832,3.3666666666666663,0.0,0.016000000000005343,2789.814272,0.22861585559707864,5750.0,0.020117110891505897,563.666944,6.0,2231.62368,0.0,0.0,0.0,1.6666666666666667,2002.0,0.022062642020139012,206428.278784,2.719744,355.0,0.0029999999999290594,4252.782592,0.0,12309.0,2.2,3.4333333333333336,15559.806976,59.0,,,,,,,,,,,,,,
4,3,,,1680688833,3.9,0.0,0.020000000000010232,2910.048256,0.004080693155699719,8378.0,0.060684370529633075,664.915968,7.0,2337.161216,0.0,0.0,0.0,9.8,2822.0,0.06134588915365011,206205.661184,2.719744,539.0,0.0029999999999290594,4261.572608,0.0,282100.0,2.3,5.1000000000000005,15771.930624,72.0,,,,,,,,,,,,,,
5,4,,,1680688834,3.9,0.0,0.02400000000000091,2910.486528,0.00408393894432944,8819.0,0.05628178352167769,664.915968,8.0,2337.230848,0.0,0.0,0.0,9.8,2952.0,0.004028103837239219,206203.858944,2.719744,539.0,0.0029999999999290594,4261.572608,0.0,282348.0,2.3,5.1000000000000005,15771.930624,72.0,,,,,,,,,,,,,,
6,5,,,1680688835,3.9,0.0,0.03200000000001069,2911.260672,0.5599629992758,9361.0,0.004015473714723018,664.920064,95.0,2337.357824,0.0,0.0,0.0,9.8,3104.0,0.009260337007496948,206203.0848,2.719744,539.0,0.04800000000000182,4270.096384,0.0,282704.0,2.3,5.1000000000000005,15847.432192,72.0,,,,,,,,,,,,,,
7,6,,,1680688836,3.9,0.0,0.036000000000001364,2911.514624,0.004085028494755443,9932.0,0.04722516335944877,664.920064,96.0,2337.374208,0.0,0.0,0.0,9.8,3274.0,0.0046674642060176635,206202.826752,2.719744,539.0,0.04800000000000182,4270.096384,0.0,283050.0,2.3,5.1000000000000005,15847.432192,72.0,,,,,,,,,,,,,,
8,7,,,1680688837,3.9,0.0,0.04400000000001114,2911.514624,0.10620109430314342,10469.0,0.0040128568479425785,664.920064,99.0,2337.374208,0.0,0.0,0.0,9.8,3435.0,0.008288982636642774,206202.826752,2.719744,539.0,0.049999999999954525,4270.096384,0.0,283377.0,2.3,5.1000000000000005,15847.432192,72.0,,,,,,,,,,,,,,
9,8,,,1680688838,3.8666666666666663,0.0,0.04800000000000182,2911.490048,0.004085148936947833,11039.0,0.002936200807728879,664.920064,100.0,2337.374208,0.0,0.0,0.0,9.000000000000002,3557.0,0.0024494935901644326,206202.85952,2.719744,539.0,0.049999999999954525,4270.096384,0.0,283705.0,2.3,5.0,15847.432192,72.0,,,,,,,,,,,,,,
10,9,,,1680688839,3.8666666666666663,0.0,0.05200000000000671,2911.490048,0.004085345175453631,11480.0,0.05870289925618039,664.920064,101.0,2337.374208,0.0,0.0,0.0,9.000000000000002,3701.0,0.013061933691967237,206202.85952,2.719744,539.0,0.049999999999954525,4270.096384,0.0,284017.0,2.3,5.0,15847.432192,72.0,,,,,,,,,,,,,,
11,10,,,1680688840,3.8666666666666663,0.0,0.056000000000011596,2911.490048,0.004087173355790574,11959.0,0.0037199663879640423,664.920064,102.0,2337.374208,0.0,0.0,0.0,9.000000000000002,3845.0,0.0032330179798634997,206202.85952,2.719744,539.0,0.05099999999993088,4270.096384,0.0,284293.0,2.3,5.0,15847.432192,72.0,,,,,,,,,,,,,,
12,11,,,1680688841,3.8666666666666663,0.0,0.06400000000000716,2912.006144,0.09400232598683213,12607.0,0.047312481838085695,664.920064,122.0,2337.374208,0.0,0.0,0.0,9.000000000000002,4006.0,0.01136712910810558,206202.343424,2.719744,539.0,0.05599999999992633,4270.096384,0.0,284690.0,2.3,5.0,15847.432192,72.0,,,,,,,,,,,,,,
13,12,,,1680688842,3.8666666666666663,0.0,0.07600000000000762,2912.002048,0.04495628659021613,13133.0,0.0029374846280406848,664.920064,125.0,2337.374208,0.0,0.0,0.0,9.000000000000002,4115.0,0.0024505646154098283,206202.343424,2.719744,539.0,0.057999999999992724,4270.096384,0.0,284981.0,2.3,5.0,15847.432192,72.0,,,,,,,,,,,,,,
14,13,,,1680688843,3.8666666666666663,0.0,0.08400000000000318,2912.002048,0.004087440779041727,13577.0,0.047316916939677496,664.920064,126.0,2337.374208,0.0,0.0,0.0,8.3,4230.0,0.011927024449204314,206202.343424,2.719744,539.0,0.057999999999992724,4270.096384,0.0,285241.0,2.3,4.933333333333334,15847.432192,72.0,,,,,,,,,,,,,,
15,14,,,1680688844,3.8666666666666663,0.0,0.08800000000000807,2912.251904,0.00408760415585991,14091.0,0.0029379654818054352,664.920064,127.0,2337.374208,0.0,0.0,0.0,8.3,4361.0,0.002450965791479535,206202.085376,2.719744,539.0,0.057999999999992724,4270.096384,0.0,285544.0,2.3,4.933333333333334,15847.432192,72.0,,,,,,,,,,,,,,
16,15,,,1680688845,3.8666666666666663,0.0,0.09600000000000364,2912.256,0.004087110160747446,14541.0,0.04623543365987722,664.920064,128.0,2337.374208,0.0,0.0,0.0,8.3,4478.0,0.011143761283482947,206202.08128,2.719744,539.0,0.05899999999996908,4270.096384,0.0,285810.0,2.3,4.933333333333334,15847.432192,72.0,,,,,,,,,,,,,,
17,16,,,1680688846,3.8666666666666663,0.0,0.10400000000001342,2912.735232,0.044955751861923715,15301.0,0.05647406683853543,664.920064,136.0,2337.374208,0.0,0.0,0.0,8.3,4795.0,0.0818734280556099,206201.597952,2.719744,539.0,0.06200000000001182,4270.096384,0.0,286324.0,2.3,4.933333333333334,15847.432192,72.0,,,,,,,,,,,,,,
18,17,,,1680688847,3.8666666666666663,0.0,0.10800000000000409,2913.452032,0.004086717377948865,16083.0,0.10922390730577526,664.920064,137.0,2337.374208,0.0,0.0,0.0,8.3,5083.0,0.028838495848619243,206200.881152,2.719744,539.0,0.06200000000001182,4270.096384,0.0,286816.0,2.3,4.933333333333334,15847.432192,72.0,,,,,,,,,,,,,,
19,18,,,1680688848,3.833333333333333,0.0,0.11200000000000898,2913.452032,0.04903999021055263,16709.0,0.029732090423120285,664.920064,140.0,2337.374208,0.0,0.0,0.0,7.633333333333334,5241.0,0.008588383706033813,206200.885248,2.719744,539.0,0.06399999999996453,4270.096384,0.0,287190.0,2.3,4.833333333333333,15847.432192,72.0,,,,,,,,,,,,,,
20,19,,,1680688849,3.833333333333333,0.0,0.11599999999999966,2913.452032,0.004083199306360066,17274.0,0.07427116242793406,664.920064,141.0,2337.374208,0.0,0.0,0.0,7.633333333333334,5385.0,0.012951397813120625,206200.885248,2.719744,539.0,0.06399999999996453,4270.096384,0.0,287515.0,2.3,4.833333333333333,15847.432192,72.0,,,,,,,,,,,,,,
21,20,,,1680688850,3.833333333333333,0.0,0.12000000000000455,2913.439744,0.004087313380163146,17758.0,0.003464636746215935,664.920064,142.0,2337.390592,0.0,0.0,0.0,7.633333333333334,5545.0,0.0058515638926271785,206200.905728,2.719744,539.0,0.06499999999994088,4270.096384,0.0,287792.0,2.3,4.833333333333333,15847.432192,72.0,,,,,,,,,,,,,,
22,21,,,1680688851,3.833333333333333,0.0,0.12400000000000944,2913.431552,0.05721751398787641,18377.0,0.0526675721656952,664.920064,147.0,2337.390592,0.0,0.0,0.0,7.633333333333334,5721.0,0.016004619901816557,206200.91392,2.719744,539.0,0.06599999999991724,4270.096384,0.0,288153.0,2.3,4.833333333333333,15847.432192,72.0,,,,,,,,,,,,,,
23,22,,,1680688852,3.833333333333333,0.0,0.1360000000000099,2913.685504,0.03269732464456161,18833.0,0.009555346089050459,664.920064,154.0,2337.390592,0.0,0.0,0.0,7.633333333333334,5867.0,0.00790291782434392,206200.659968,2.719744,539.0,0.06799999999998363,4270.096384,0.0,288424.0,2.3,4.833333333333333,15847.432192,72.0,,,,,,,,,,,,,,
24,23,,,1680688853,3.833333333333333,0.0,0.14000000000000057,2913.681408,0.004087425212073694,19436.0,0.053671405709091034,664.920064,155.0,2337.390592,0.0,0.0,0.0,7.000000000000001,6030.0,0.016030370761429488,206200.659968,2.719744,539.0,0.06799999999998363,4270.096384,0.0,288767.0,2.3,4.766666666666667,15847.432192,72.0,,,,,,,,,,,,,,
25,24,,,1680688854,3.833333333333333,0.0,0.14400000000000546,2913.681408,0.004087597355190207,19952.0,0.010482451791263062,664.920064,156.0,2337.390592,0.0,0.0,0.0,7.000000000000001,6172.0,0.007887785511473138,206200.659968,2.719744,539.0,0.06899999999995998,4270.096384,0.0,289061.0,2.3,4.766666666666667,15847.432192,72.0,,,,,,,,,,,,,,
26,25,,,1680688855,3.833333333333333,0.0,0.14800000000001035,2914.197504,0.0040871354341740366,20520.0,0.13424483721529434,664.920064,157.0,2337.390592,0.0,0.0,0.0,7.000000000000001,6389.0,0.02490598158035823,206200.143872,2.719744,540.0,0.06899999999995998,4270.096384,0.0,289417.0,2.3,4.766666666666667,15847.432192,72.0,,,,,,,,,,,,,,
27,26,,,1680688856,3.833333333333333,0.0,0.1560000000000059,2914.44736,0.05312882980029113,21130.0,0.01006542282937322,664.920064,160.0,2337.390592,0.0,0.0,0.0,7.000000000000001,6550.0,0.005188362270608616,206199.885824,2.719744,540.0,0.06999999999993634,4270.096384,0.0,289785.0,2.3,4.766666666666667,15847.432192,72.0,,,,,,,,,,,,,,
28,27,,,1680688857,3.833333333333333,0.0,0.16400000000000148,2914.44736,0.044958136855522475,21699.0,0.04697774066071354,664.920064,168.0,2337.390592,0.0,0.0,0.0,7.000000000000001,6723.0,0.013171329171865417,206199.885824,2.719744,540.0,0.07299999999997908,4270.096384,0.0,290126.0,2.3,4.766666666666667,15847.432192,72.0,,,,,,,,,,,,,,
29,28,,,1680688858,3.8,0.0,0.16800000000000637,2914.439168,0.004086629887112569,22223.0,0.00907519174602859,664.920064,169.0,2337.390592,0.0,0.0,0.0,6.466666666666667,6872.0,0.00700793170465516,206199.9104,2.719744,540.0,0.07299999999997908,4270.096384,0.0,290415.0,2.3,4.666666666666666,15847.432192,72.0,,,,,,,,,,,,,,
30,29,,,1680688859,3.8,0.0,0.17200000000001125,2914.689024,0.004085004204196263,22852.0,0.05493213665971126,664.920064,170.0,2337.390592,0.0,0.0,0.0,6.466666666666667,7046.0,0.01634001681678505,206199.656448,2.719744,540.0,0.07299999999997908,4270.096384,0.0,290779.0,2.3,4.666666666666666,15847.436288,72.0,,,,,,,,,,,,,,
31,30,,,1680688860,3.8,0.0,0.17600000000000193,2914.689024,0.00408721905713528,23362.0,0.05916888216828191,664.920064,171.0,2337.390592,0.0,0.0,0.0,6.466666666666667,7258.0,0.05639085048121059,206199.656448,2.719744,540.0,0.07299999999997908,4270.096384,0.0,291100.0,2.3,4.666666666666666,15847.436288,72.0,,,,,,,,,,,,,,
32,31,,,1680688861,3.8,0.0,0.1840000000000117,2914.934784,0.049039301961586734,24192.0,0.08326464813051979,664.920064,175.0,2337.390592,0.0,0.0,0.0,6.466666666666667,7529.0,0.09521318898375584,206199.3984,2.719744,540.0,0.07499999999993179,4270.096384,0.0,291614.0,2.3,4.666666666666666,15847.436288,72.0,,,,,,,,,,,,,,
33,32,,,1680688862,3.8,0.0,0.1880000000000024,2915.188736,0.004084260310971994,24839.0,0.010585573099355983,664.920064,176.0,2337.44384,0.0,0.0,0.0,6.466666666666667,7714.0,0.0070038682518295215,206199.140352,2.719744,540.0,0.07499999999993179,4270.096384,0.0,291979.0,2.3,4.666666666666666,15847.436288,72.0,,,,,,,,,,,,,,
34,33,,,1680688863,3.766666666666666,0.0,0.19600000000001216,2915.188736,0.04087013898177294,25365.0,0.009099991870919609,664.920064,182.0,2337.44384,0.0,0.0,0.0,5.933333333333334,7871.0,0.006018766565984574,206199.148544,2.719744,540.0,0.07699999999999818,4270.096384,0.0,292290.0,2.3,4.6,15847.436288,72.0,,,,,,,,,,,,,,
35,34,,,1680688864,3.766666666666666,0.0,0.20400000000000773,2915.188736,0.004086982789736732,25870.0,0.059357039062787144,664.920064,183.0,2337.44384,0.0,0.0,0.0,5.933333333333334,8005.0,0.013633919134369697,206199.148544,2.719744,540.0,0.07799999999997453,4270.096384,0.0,292570.0,2.3,4.6,15847.436288,72.0,,,,,,,,,,,,,,
36,35,,,1680688865,3.766666666666666,0.0,0.20800000000001262,2915.18464,0.0040870333410116646,26509.0,0.011143551849467297,664.920064,184.0,2337.44384,0.0,0.0,0.0,5.933333333333334,8196.0,0.008285821523338196,206199.148544,2.719744,540.0,0.07799999999997453,4270.096384,0.0,292961.0,2.3,4.6,15847.436288,72.0,,,,,,,,,,,,,,
37,36,,,1680688866,3.766666666666666,0.0,0.22000000000001307,2915.18464,0.053127439596025096,27039.0,0.053311023000157096,664.920064,187.0,2337.44384,0.0,0.0,0.0,5.933333333333334,8366.0,0.015349168620719951,206199.15264,2.719744,540.0,0.07999999999992724,4270.096384,0.0,293272.0,2.3,4.6,15847.436288,72.0,,,,,,,,,,,,,,
38,37,,,1680688867,3.766666666666666,0.0,0.22400000000000375,2915.18464,0.004083831186174238,27512.0,0.009140762752399641,664.920064,188.0,2337.44384,0.0,0.0,0.0,5.933333333333334,8509.0,0.007306229201930736,206199.15264,2.719744,540.0,0.07999999999992724,4270.129152,0.0,293549.0,2.3,4.6,15847.436288,72.0,,,,,,,,,,,,,,
39,38,,,1680688868,3.766666666666666,0.0,0.23200000000001353,2915.172352,0.03677861911012607,28135.0,0.054776836580208446,664.920064,195.0,2337.44384,0.0,0.0,0.0,5.466666666666666,8681.0,0.016162479113195048,206199.17312,2.719744,540.0,0.08399999999994634,4270.129152,0.0,293895.0,2.3,4.533333333333333,15847.436288,72.0,,,,,,,,,,,,,,
40,39,,,1680688869,3.766666666666666,0.0,0.2360000000000042,2915.172352,0.004086941947650247,28768.0,0.009147725542238907,664.920064,196.0,2337.44384,0.0,0.0,0.0,5.466666666666666,8831.0,0.00941912402139312,206199.17312,2.719744,540.0,0.08399999999994634,4270.129152,0.0,294254.0,2.3,4.533333333333333,15847.436288,72.0,,,,,,,,,,,,,,
41,40,,,1680688870,3.766666666666666,0.0,0.2400000000000091,2915.172352,0.004086815559311036,29292.0,0.05438178598883462,664.920064,197.0,2337.44384,0.0,0.0,0.0,5.466666666666666,8980.0,0.014168159425388658,206199.17312,2.719744,540.0,0.08399999999994634,4270.129152,0.0,294555.0,2.3,4.533333333333333,15847.436288,72.0,,,,,,,,,,,,,,
42,41,,,1680688871,3.766666666666666,0.0,0.24399999999999977,2915.168256,0.004084285556415671,29881.0,0.005049517095964309,664.920064,198.0,2337.44384,0.0,0.0,0.0,5.466666666666666,9145.0,0.006150359681617205,206199.17312,2.719744,540.0,0.08399999999994634,4270.129152,0.0,294890.0,2.3,4.533333333333333,15847.436288,72.0,,,,,,,,,,,,,,
43,42,,,1680688872,3.766666666666666,0.0,0.24800000000000466,2915.151872,0.10626668429989862,30410.0,0.05361230857436909,664.920064,205.0,2337.44384,0.0,0.0,0.0,5.466666666666666,9307.0,0.017458326229090736,206199.185408,2.719744,540.0,0.08699999999998909,4270.129152,0.0,295195.0,2.3,4.533333333333333,15847.436288,72.0,,,,,,,,,,,,,,
44,43,,,1680688873,3.766666666666666,0.0,0.25200000000000955,2915.151872,0.004087426184551928,30955.0,0.009148809400617798,664.920064,206.0,2337.44384,0.0,0.0,0.0,5.300000000000001,9450.0,0.0073126609207225845,206199.185408,2.719744,540.0,0.08799999999996544,4270.129152,0.0,295545.0,2.3,4.500000000000001,15847.436288,72.0,,,,,,,,,,,,,,
