memory/used_memory_sys_MB,process/memory/lib_memory_proc_MB,_step,cpu/logical_core_count,01_general/minibatch_loss,memory/available_memory_sys_MB,01_general/dataset_iteration_count,process/memory/resident_set_size_proc_MB,_runtime,02_timing/dataload_time_s,disk/time/disk_busy_time_sys_s,bandwidth/disk_read_sys_bandwidth_MBs,process/memory/data_resident_set_proc_MB,02_timing/step_time_s,02_timing/backward_time_s,cpu/interrupts/interrupts_count,process/voluntary_proc_ctx_switches,process/involuntary_proc_ctx_switches,process/memory/dirty_pages_proc_count,cpu/load/avg_sys_load_five_min_percent,01_general/lr,memory/total_memory_sys_MB,cpu/interrupts/ctx_switches_count,process/memory/virtual_memory_size_proc_MB,02_timing/forward_time_s,01_general/step_based_sps,disk/time/disk_write_time_sys_s,memory/used_memory_sys_percent,disk/counter/disk_write_sys_count,cpu/interrupts/soft_interrupts_count,cpu/load/avg_sys_load_one_min_percent,bandwidth/net_recv_sys_bandwidth_Mbits,_timestamp,02_timing/opt_step_time_s,02_timing/loss_calc_time_s,bandwidth/net_sent_sys_bandwidth_Mbits,process/memory/text_resident_set_proc_MB,cpu/load/avg_sys_load_fifteen_min_percent,process/memory/shared_memory_proc_MB,01_general/step,disk/counter/disk_read_sys_count,01_general/locally_processed_samples,disk/time/disk_read_time_sys_s,02_timing/dataload_cuda_move_time_s,bandwidth/disk_write_sys_bandwidth_MBs
10104.87296,8818.376704,13,,,527317.34016,,4044.644352,13,,0.02400000000000091,0.0,0.0,,,11217.0,3874.0,105.0,0.0,2.4250000000000003,,,12872.0,46846.8736,,,0.0020000000000024443,2.5,8.0,19658.0,1.2,0.013666256873014844,1681380774.0,,,0.28657678210717075,2.854912,1.35,108.224512,,0.0,,0.0,,0.0
9639.882752,8250.81856,14,,,527771.844608,,3630.649344,14,,0.02400000000000091,0.0,0.0,,,19790.0,3896.0,107.0,0.0,2.4250000000000003,,,13939.0,48024.14592,,,0.0020000000000024443,2.4,8.0,21533.0,1.2,0.008914042149146647,1681380775.0,,,0.04294367711043904,2.854912,1.35,270.405632,,0.0,,0.0,,0.0
9033.142272,7642.431488,15,,,528378.585088,,3090.37056,15,,0.02400000000000091,0.0,0.0,,,20570.0,3902.0,107.0,0.0,2.4,,,14745.0,48221.065216,,,0.0020000000000024443,2.3,8.0,22683.0,1.2,0.0327691284477692,1681380776.0,,,0.751044197721793,2.854912,1.35,339.918848,,0.0,,0.0,,0.0
8603.9552,7157.100544,16,,,528807.64928,,2536.951808,16,,0.02400000000000091,0.0,0.0,,,48545.0,3925.0,112.0,0.0,2.4,,,20553.0,49278.32064,,,0.0020000000000024443,2.2,8.0,33875.0,1.2,0.8107887540508814,1681380777.0,,,0.8781865202460742,2.854912,1.35,340.058112,,0.0,,0.0,,0.0
8836.21888,7157.100544,17,,,528575.3856,,2537.00096,17,,0.02400000000000091,0.0,0.0,,,96711.0,3925.0,112.0,0.0,2.4,,,42569.0,49278.32064,,,0.0020000000000024443,2.3,8.0,56103.0,1.2,264.6387961554246,1681380778.0,,,2.8718063982124904,2.854912,1.35,340.058112,,0.0,,0.0,,0.0
9340.137472,7157.100544,18,,,528071.467008,,2537.029632,18,,0.031999999999996476,0.0,0.0,,,125318.0,3925.0,112.0,0.0,2.4,,,69950.0,49278.32064,,,0.0020000000000024443,2.4,10.0,81335.0,1.2,720.5659777217357,1681380779.0,,,1.306600160715732,2.854912,1.35,340.058112,,0.0,,0.0,,0.02448515347141764
10081.202176,7158.181888,19,,,527299.883008,,2568.900608,19,,0.031999999999996476,0.0,0.0,,,135414.0,3957.0,113.0,0.0,2.4,,,87219.0,49331.871744,,,0.0020000000000024443,2.5,10.0,98154.0,1.2,177.70883481320223,1681380780.0,,,0.2746073029188316,2.854912,1.35,370.794496,,0.0,,0.0,0.00233617900084937,0.0
,,20,,12.652766227722168,,0.0,,20,3.477075271999638,,,,4.448995304002892,0.06533616399974562,,,,,,0.0001,,,,0.9040216229986981,57.541081189649546,,,,,,,1681380781.0,1.544001861475408e-06,0.00022452200209954754,,,,,0.0,,256.0,,,
,,21,,12.779851913452148,,0.0,,20,0.0018600409966893494,,,,0.1272818349971203,0.0637243800010765,,,,,,0.0001,,,,0.059465063000970986,2011.2846425084292,,,,,,,1681380781.0,2.273998688906431e-06,0.001265261002117768,,,,,1.0,,512.0,,0.0009648159975768067,
,,22,,12.647866249084473,,0.0,,20,0.0008142869992298074,,,,0.1199812060003751,0.05913484199845698,,,,,,0.0001,,,,0.05783398500352632,2133.6675012184796,,,,,,,1681380781.0,2.139000571332872e-06,0.0012440569989848882,,,,,2.0,,768.0,,0.0009518959996057674,
10417.664,7247.761408,23,,,526960.390144,,2620.78464,20,,0.031999999999996476,0.0,0.0,,,152924.0,4007.0,115.0,0.0,2.575,,,117255.0,59919.36,0.05430561200046213,,0.0020000000000024443,2.6,10.0,131846.0,2.1125,355.20052962809706,1681380781.0,,0.0010954470053547993,3.4678637512391197,2.854912,1.4124999999999999,399.581184,,0.0,,0.0,0.000993145993561484,0.0
,,24,,12.688888549804688,,0.0,,20,0.0010100290019181557,,,,0.11592392099555582,0.0585181520000333,,,,,,0.0001,,,,,2208.3449024279835,,,,,,,1681380781.0,1.534994225949049e-06,,,,,,3.0,,1024.0,,,
,,25,,12.721041679382324,,0.0,,20,0.0008816639965516515,,,,0.11671296798158437,0.05838217099517351,,,,,,0.0001,,,,0.055168626000522636,2193.4152170681937,,,,,,,1681380781.0,1.8739956431090832e-06,0.0012420599960023537,,,,,4.0,,1280.0,,0.0010365729976911098,
,,26,,12.790331840515137,,0.0,,20,0.0012131859984947369,,,,0.1201738409945392,0.059232348001387436,,,,,,0.0001,,,,0.05725696199806407,2130.2472974266743,,,,,,,1681380781.0,2.273998688906431e-06,0.0013717229958274402,,,,,5.0,,1536.0,,0.0010973480020766146,
,,27,,12.701171875,,0.0,,20,0.0009795419973670505,,,,0.1210778590029804,0.05965204300446203,,,,,,0.0001,,,,0.05790177699964261,2114.3419788559227,,,,,,,1681380781.0,2.0500010577961802e-06,0.001498921999882441,,,,,6.0,,1792.0,,0.0010435250005684793,
,,28,,12.50575065612793,,0.0,,21,0.001178708000225015,,,,0.1250334579963237,0.06195243499678327,,,,,,0.0001,,,,0.05945919999794569,2047.4519708758837,,,,,,,1681380782.0,1.9170038285665214e-06,0.001409773001796566,,,,,7.0,,2048.0,,0.001031424995744601,
,,29,,12.773605346679688,,0.0,,21,0.003169278003042564,,,,0.12371559000166599,0.0587979699994321,,,,,,0.0001,,,,0.05915170600201236,2069.2622489740593,,,,,,,1681380782.0,2.3699976736679673e-06,0.0014468209992628545,,,,,8.0,,2304.0,,0.001147445000242442,
,,30,,12.650065422058105,,0.0,,21,0.0017528070020489395,,,,0.12386281201179372,0.060075870002037846,,,,,,0.0001,,,,0.059628246002830565,2066.802746054439,,,,,,,1681380782.0,1.9709987100213766e-06,0.0012934780024806969,,,,,9.0,,2560.0,,0.0011104400036856532,
,,31,,12.606142044067383,,0.0,,21,0.0013374929985729977,,,,0.12355770099384245,0.060413428996980656,,,,,,0.0001,,,,0.05960798399610212,2071.9064691302233,,,,,,,1681380782.0,2.772998414002359e-06,0.0011562310028239153,,,,,10.0,,2816.0,,0.0010397910009487532,
10478.157824,7247.79008,32,,,526912.405504,,2620.78464,21,,0.031999999999996476,0.0,0.0,,,166300.0,4135.0,115.0,0.0,2.575,,,143202.0,59919.36,,,0.0020000000000024443,2.6,10.0,156237.0,2.1125,278.36491378232245,1681380782.0,,,0.8465663835740224,2.854912,1.4124999999999999,399.581184,,0.0,,0.0,0.0011534989971551113,0.0
,,33,,12.675628662109375,,0.0,,21,0.002152874003513716,,,,0.15927276499860454,0.05994446000113385,,,,,,0.0001,,,,0.09419063999666832,1607.3055553612253,,,,,,,1681380782.0,3.1759991543367505e-06,0.0018281160009792075,,,,,11.0,,3072.0,,,
,,34,,12.686067581176758,,0.0,,21,0.0017367830005241558,,,,0.15222208799241344,0.06029531699459767,,,,,,0.0001,,,,0.08748152799671516,1681.7533077903827,,,,,,,1681380782.0,2.5760018615983427e-06,0.0016641120018903166,,,,,12.0,,3328.0,,0.0010417719968245365,
,,35,,12.710402488708496,,0.0,,21,0.0013921799982199445,,,,0.1451816500048153,0.05946996399870841,,,,,,0.0001,,,,0.08189595300063957,1763.3082417200046,,,,,,,1681380782.0,1.958003849722445e-06,0.0012214380039949901,,,,,13.0,,3584.0,,0.0012001569994026795,
,,36,,12.8245267868042,,0.0,,22,0.0011304429935989901,,,,0.12300471499474952,0.060586683997826185,,,,,,0.0001,,,,0.058732782999868505,2081.221032957374,,,,,,,1681380783.0,2.04800016945228e-06,0.0014425810004468076,,,,,14.0,,3840.0,,0.0011101760028395802,
,,37,,12.621562957763672,,0.0,,22,0.001067750999936834,,,,0.1216929909933242,0.06002155099849915,,,,,,0.0001,,,,0.05822936600452522,2103.654433261843,,,,,,,1681380783.0,2.0189982024021447e-06,0.0013430339968181215,,,,,15.0,,4096.0,,0.0010292699953424744,
,,38,,12.72220230102539,,0.0,,22,0.0025807689962675795,,,,0.12276840199774597,0.06028828499984229,,,,,,0.0001,,,,0.05751773600059096,2085.2271092092587,,,,,,,1681380783.0,1.8649952835403383e-06,0.0012917060012114234,,,,,16.0,,4352.0,,0.0010880410045501776,
,,39,,12.734675407409668,,0.0,,22,0.0013224710055510513,,,,0.12278929899912328,0.06090289499843493,,,,,,0.0001,,,,0.05839520999870729,2084.8722330585815,,,,,,,1681380783.0,2.1029991330578923e-06,0.001135427999543026,,,,,17.0,,4608.0,,0.001031191997753922,
10544.726016,7247.818752,40,,,526842.740736,,2620.760064,22,,0.031999999999996476,0.0,0.0,,,182435.0,4222.0,118.0,0.0,2.575,,,171052.0,59913.043968,0.056684695002331864,,0.0020000000000024443,2.6,10.0,184380.0,2.1125,309.16009034419653,1681380783.0,,0.0011393980021239258,1.2636265479573008,2.854912,1.4124999999999999,399.556608,,0.0,,0.0,0.0010679280021577142,0.0
,,41,,12.638644218444824,,0.0,,22,0.0012710969967884012,,,,0.12293125800351845,0.06276624400197761,,,,,,0.0001,,,,,2082.4646567325694,,,,,,,1681380783.0,1.8959981389343739e-06,,,,,,18.0,,4864.0,,,
,,42,,12.708847999572754,,0.0,,22,0.0020625950055546127,,,,0.12013346801541047,0.05901043999620015,,,,,,0.0001,,,,0.05687863800267223,2130.9632047512428,,,,,,,1681380783.0,2.1310042939148843e-06,0.0010673530050553381,,,,,19.0,,5120.0,,0.0011123110016342252,
,,43,,12.833984375,,0.0,,22,0.0011944680009037256,,,,0.11830389300303068,0.05829826799890725,,,,,,0.0001,,,,0.056565877006505616,2163.9186463072847,,,,,,,1681380783.0,1.8450009520165622e-06,0.0010361559980083257,,,,,20.0,,5376.0,,0.0012072789977537468,
,,44,,12.691606521606445,,0.0,,22,0.0013859550017514266,,,,0.11826466200727737,0.059180584001296666,,,,,,0.0001,,,,0.05561465800565202,2164.6364658298958,,,,,,,1681380783.0,1.6400008462369442e-06,0.0010490749991731718,,,,,21.0,,5632.0,,0.001032749998557847,
,,45,,12.548494338989258,,0.0,,23,0.001407626004947815,,,,0.12029276000248501,0.058949696001945995,,,,,,0.0001,,,,0.05765289199916879,2128.1413777081143,,,,,,,1681380784.0,1.776999852154404e-06,0.0011134939995827153,,,,,22.0,,5888.0,,0.001167274996987544,
,,46,,12.745351791381836,,0.0,,23,0.00166660500690341,,,,0.12162478800746612,0.059609775998978876,,,,,,0.0001,,,,0.05833761300164042,2104.8340901057527,,,,,,,1681380784.0,9.715004125609994e-06,0.000945474996115081,,,,,23.0,,6144.0,,0.0010556039997027256,
10603.532288,7248.101376,47,,,526783.905792,,2620.792832,23,,0.036000000000001364,0.0,0.0,,,201240.0,4318.0,118.0,0.0,2.575,,,200250.0,59916.464128,,,0.0030000000000001137,2.6,12.0,218366.0,2.1125,345.9798441622552,1681380784.0,,,2.765532868982002,2.854912,1.4124999999999999,399.568896,,0.0,,0.0,0.0009901310040731914,0.14279105599221767
,,48,,12.66987133026123,,0.0,,23,0.29687477599509293,,,,0.4258895100138034,0.06033936600579182,,,,,,0.0001,,,,0.06643128800351406,601.094870807461,,,,,,,1681380784.0,2.2700041881762445e-06,0.0012516790011432022,,,,,24.0,,6400.0,,,
,,49,,12.541796684265137,,0.0,,23,0.002451029999065213,,,,0.14069228199514328,0.07744526399619645,,,,,,0.0001,,,,0.05856533699989086,1819.5738697936335,,,,,,,1681380784.0,1.9297003746032715e-05,0.0011317489988869056,,,,,25.0,,6656.0,,0.0010796049973578192,
,,50,,12.805752754211426,,0.0,,23,0.001233926996064838,,,,0.14002177999645937,0.07766458200057968,,,,,,0.0001,,,,0.05879191100393655,1828.2869993973316,,,,,,,1681380784.0,2.196997229475528e-06,0.0012279929942451417,,,,,26.0,,6912.0,,0.0011011700044036843,
,,51,,12.661728858947754,,0.0,,24,0.002129432999936398,,,,0.14309977899392834,0.07903951299522305,,,,,,0.0001,,,,0.0596447219941183,1788.9615329934365,,,,,,,1681380785.0,2.8740032576024532e-06,0.0011447170036262833,,,,,27.0,,7168.0,,0.001138519997766707,
,,52,,12.487799644470215,,0.0,,24,0.0015176550004980527,,,,0.14105953000398586,0.07848642000317341,,,,,,0.0001,,,,0.058696321000752505,1814.8366153833515,,,,,,,1681380785.0,1.8069986253976822e-06,0.0013024840009165928,,,,,28.0,,7424.0,,0.0010548430000199005,
,,53,,12.761948585510254,,0.0,,24,0.0027911970028071664,,,,0.14411990801454522,0.07742732600308955,,,,,,0.0001,,,,0.06163139000273077,1776.2986635695281,,,,,,,1681380785.0,2.0560037228278816e-06,0.0011921190016437322,,,,,29.0,,7680.0,,0.0010758200005511753,
,,54,,12.3857421875,,0.0,,24,0.0012769040040438995,,,,0.13985787599085597,0.07808017499337438,,,,,,0.0001,,,,0.05817234799906146,1830.4296285518985,,,,,,,1681380785.0,2.1999949240125716e-06,0.0011924430000362918,,,,,30.0,,7936.0,,0.0011338059994159266,
10656.374784,7248.130048,55,,,526746.755072,,2621.145088,24,,0.036000000000001364,0.0,0.0,,,217449.0,4423.0,121.0,0.0,2.575,,,229648.0,59906.99008,,,0.0030000000000001137,2.6,12.0,248939.0,2.1125,328.8245940029517,1681380785.0,,,1.487961678854853,2.854912,1.4124999999999999,399.5648,,0.0,,0.0,0.0011868069996125996,0.0
,,56,,12.720703125,,0.0,,24,0.0013206479998189025,,,,0.14352428099664394,0.07836082099674968,,,,,,0.0001,,,,0.06143171199801145,1783.6703185155557,,,,,,,1681380785.0,2.300999767612666e-06,0.0012219920026836917,,,,,31.0,,8192.0,,,
,,57,,12.717857360839844,,0.0,,25,0.24381429799541365,,,,0.3858118680000189,0.08004725800128654,,,,,,0.0001,,,,0.0594935249973787,663.5358350355035,,,,,,,1681380786.0,2.396001946181059e-06,0.0014738570025656372,,,,,32.0,,8448.0,,0.0009805340014281683,
,,58,,12.748205184936523,,0.0,,25,0.0018135270001948811,,,,0.14290890599659178,0.07873138000286417,,,,,,0.0001,,,,0.059883868001634255,1791.3509183682738,,,,,,,1681380786.0,1.1985001037828624e-05,0.0012824879959225655,,,,,33.0,,8704.0,,0.001185657994938083,
,,59,,12.605986595153809,,0.0,,25,0.0013018889949307777,,,,0.1421755599876633,0.07936172300105682,,,,,,0.0001,,,,0.059366777997638565,1800.5907627317476,,,,,,,1681380786.0,1.8319988157600164e-06,0.0010775979972095229,,,,,34.0,,8960.0,,0.0010657399980118498,
,,60,,12.721701622009277,,0.0,,25,0.001952282000274863,,,,0.1404206070001237,0.07849258500209544,,,,,,0.0001,,,,0.05780639000295196,1823.0942414297815,,,,,,,1681380786.0,1.943997631315142e-06,0.0011714899956132285,,,,,35.0,,9216.0,,0.0009959160015569068,
10729.648128,7248.142336,61,,,526664.060928,,2621.46048,25,,0.036000000000001364,0.0,0.0,,,234712.0,4516.0,121.0,0.0,2.7750000000000004,,,259296.0,59916.464128,0.05790065600012895,,0.0030000000000001137,2.6,12.0,285315.0,3.1375,328.2700174855614,1681380786.0,,0.0010269280028296635,36.17224358135696,2.854912,1.4874999999999998,399.601664,,0.0,,0.0,0.0011436589993536472,0.0
,,62,,12.781131744384766,,0.0,,25,0.0014077029991312884,,,,0.1449320589963463,0.08345086099870969,,,,,,0.0001,,,,,1766.3448775433023,,,,,,,1681380786.0,2.2519961930811405e-06,,,,,,36.0,,9472.0,,,
,,63,,12.76196575164795,,0.0,,25,0.0013350910012377426,,,,0.1420939600066049,0.08048062099987874,,,,,,0.0001,,,,0.057888637005817145,1801.6247839675975,,,,,,,1681380786.0,1.8063001334667206e-05,0.0012338769956841134,,,,,37.0,,9728.0,,0.001137671002652496,
,,64,,12.62795639038086,,0.0,,26,0.001305833000515122,,,,0.2634282759972848,0.07886173299630173,,,,,,0.0001,,,,0.18105972399644088,971.8015237006624,,,,,,,1681380787.0,2.054002834483981e-06,0.0011261090039624833,,,,,38.0,,9984.0,,0.001072822997230105,
,,65,,12.647812843322754,,0.0,,26,0.0012534940033219755,,,,0.1393058450121316,0.07814172199869063,,,,,,0.0001,,,,0.057532898004865274,1837.6831207456223,,,,,,,1681380787.0,1.991000317502767e-06,0.0012537410002551042,,,,,39.0,,10240.0,,0.001121999004681129,
,,66,,12.73873519897461,,0.0,,26,0.14211362700007157,,,,0.28690178300166735,0.08217402200534707,,,,,,0.0001,,,,0.06052562499826308,892.2914222478437,,,,,,,1681380787.0,2.8759968699887395e-06,0.0012282729949220084,,,,,40.0,,10496.0,,0.0008573600061936304,
10826.133504,7248.15872,67,,,526558.171136,,2621.472768,26,,0.036000000000001364,0.0,0.0,,,253021.0,4582.0,121.0,0.0,2.7750000000000004,,,289565.0,59919.622144,0.08988605200283928,,0.0030000000000001137,2.7,12.0,319338.0,3.1375,336.7575488825948,1681380787.0,,0.0017848650022642687,2.974457052482783,2.854912,1.4874999999999998,399.613952,,0.0,,0.0,0.0011541310013853945,0.0
,,68,,12.62879753112793,,0.0,,26,0.002402452999376692,,,,0.17727958701289026,0.0820490210026037,,,,,,0.0001,,,,,1444.0466853151336,,,,,,,1681380787.0,3.0650044209323823e-06,,,,,,41.0,,10752.0,,,
,,69,,12.754706382751465,,0.0,,26,0.0018027280020760372,,,,0.17211455600772751,0.07901354500063462,,,,,,0.0001,,,,0.08831543699488975,1487.381462312265,,,,,,,1681380787.0,2.9550064937211573e-06,0.0018085560004692525,,,,,42.0,,11008.0,,0.0011713350031641312,
,,70,,12.630986213684082,,0.0,,26,0.002300070998899173,,,,0.13241311599995242,0.058118656001170166,,,,,,0.0001,,,,0.06945130000531208,1933.3432195651371,,,,,,,1681380787.0,2.2189997253008187e-06,0.0014595709944842383,,,,,43.0,,11264.0,,0.0010812990003614686,
,,71,,12.872023582458496,,0.0,,27,0.001411542994901538,,,,0.13786338899080874,0.059410818001197185,,,,,,0.0001,,,,0.07449779399757972,1856.9106843664445,,,,,,,1681380788.0,2.1849991753697395e-06,0.0014192620001267642,,,,,44.0,,11520.0,,0.001121786997828167,
,,72,,12.734875679016113,,0.0,,27,0.0012177829994470812,,,,0.13659132100292481,0.0594436899991706,,,,,,0.0001,,,,0.07364704600331606,1874.2039986165614,,,,,,,1681380788.0,2.1410014596767724e-06,0.0011688619997585192,,,,,45.0,,11776.0,,0.0011117989997728728,
,,73,,12.71044921875,,0.0,,27,0.0013869199974578805,,,,0.13577212898962898,0.058924945995386224,,,,,,0.0001,,,,0.07302890999562806,1885.5121585340587,,,,,,,1681380788.0,1.9719955162145197e-06,0.0013501520006684586,,,,,46.0,,12032.0,,0.0010792290049721487,
,,74,,12.528371810913086,,0.0,,27,0.0014576579997083172,,,,0.13365242000145372,0.060002251993864775,,,,,,0.0001,,,,0.06991041600122117,1915.4161218870224,,,,,,,1681380788.0,2.482003765180707e-06,0.0011551299976417795,,,,,47.0,,12288.0,,0.0011244820052525029,
10844.03712,7248.1792,75,,,526552.838144,,2624.618496,27,,0.036000000000001364,0.0,0.0,,,268082.0,4654.0,124.0,0.0,2.7750000000000004,,,318789.0,59913.306112,,,0.0030000000000001137,2.7,12.0,348380.0,3.1375,317.23427256016004,1681380788.0,,,1.1033465959211408,2.854912,1.4874999999999998,402.710528,,0.0,,0.0,,0.0
,,76,,12.578125,,0.0,,27,0.18058859300072072,,,,0.30287273599242326,0.05860003399720881,,,,,,0.0001,,,,0.061221645999467,845.2395002183497,,,,,,,1681380788.0,1.9369981600902975e-06,0.0014592939987778664,,,,,48.0,,12544.0,,0.0010012319980887696,
,,77,,12.703886985778809,,0.0,,27,0.0024912699955166318,,,,0.12544036499457434,0.059191747997829225,,,,,,0.0001,,,,0.061203260003821924,2040.8103883552376,,,,,,,1681380788.0,2.0619991119019687e-06,0.0014529249965562485,,,,,49.0,,12800.0,,0.0010991000017384067,
,,78,,12.672052383422852,,0.0,,28,0.0016595089982729405,,,,0.12015145600162214,0.05759634800051572,,,,,,0.0001,,,,0.05837469400285045,2130.644176268191,,,,,,,1681380789.0,1.9939980120398104e-06,0.001293246001296211,,,,,50.0,,13056.0,,0.0012256650006747805,
,,79,,12.610795021057129,,0.0,,28,0.0038095039999461733,,,,0.12114597999607213,0.056813178001903,,,,,,0.0001,,,,0.05813137400400592,2113.153073740459,,,,,,,1681380789.0,2.178996510338038e-06,0.0012651329961954616,,,,,51.0,,13312.0,,0.0011246119975112379,
,,80,,12.566509246826172,,0.0,,28,0.0012377750026644208,,,,0.11784287499904167,0.05543982399831293,,,,,,0.0001,,,,0.058822382998187095,2172.3842022870017,,,,,,,1681380789.0,2.2379972506314516e-06,0.0012709560032817535,,,,,52.0,,13568.0,,0.001069698999344837,
,,81,,12.895596504211426,,0.0,,28,0.0011367939951014705,,,,0.11689460098568816,0.05583171600301284,,,,,,0.0001,,,,0.05769253399921581,2190.0070477279187,,,,,,,1681380789.0,2.329994458705187e-06,0.0011543529981281608,,,,,53.0,,13824.0,,0.001076873995771166,
