_step,_runtime,cpu/logical_core_count,memory/total_memory_sys_MB,_timestamp,cpu/load/avg_sys_load_fifteen_min_percent,disk/time/disk_read_time_sys_s,disk/time/disk_busy_time_sys_s,memory/used_memory_sys_MB,bandwidth/disk_write_sys_bandwidth_MBs,cpu/interrupts/ctx_switches_count,bandwidth/net_sent_sys_bandwidth_Mbits,process/memory/shared_memory_proc_MB,disk/counter/disk_write_sys_count,process/memory/resident_set_size_proc_MB,disk/counter/disk_read_sys_count,process/memory/dirty_pages_proc_count,bandwidth/disk_read_sys_bandwidth_MBs,cpu/load/avg_sys_load_one_min_percent,cpu/interrupts/soft_interrupts_count,bandwidth/net_recv_sys_bandwidth_Mbits,memory/available_memory_sys_MB,process/memory/text_resident_set_proc_MB,process/voluntary_proc_ctx_switches,disk/time/disk_write_time_sys_s,process/memory/lib_memory_proc_MB,process/memory/data_resident_set_proc_MB,cpu/interrupts/interrupts_count,memory/used_memory_sys_percent,cpu/load/avg_sys_load_five_min_percent,process/memory/virtual_memory_size_proc_MB,process/involuntary_proc_ctx_switches,02_timing/dataload_cuda_move_time_s,03_hivemind/num_peers,02_timing/loss_calc_time_s,02_timing/forward_time_s,02_timing/opt_step_time_s,01_general/locally_processed_samples,01_general/minibatch_loss,02_timing/backward_time_s,02_timing/step_time_s,03_hivemind/global_epoch,01_general/lr,02_timing/dataload_time_s,01_general/dataset_iteration_count,01_general/step
0,1,64.0,255469.289472,1683056682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,,,1683056682,3.5624999999999996,0.0,0.0,1450.070016,0.0,36.0,0.18507369186653852,177.811456,0.0,418.455552,0.0,0.0,0.0,0.140625,25.0,0.20750688147668395,244826.079232,2.854912,154.0,0.0,4787.412992,0.0,37.0,4.2,1.90625,12271.398912,72.0,,,,,,,,,,,,,,
2,2,,,1683056683,3.5624999999999996,0.0,0.024000000000114596,1590.079488,0.566477915895707,2828.0,0.28530848767354006,180.38784,112.0,421.126144,0.0,0.0,0.0,0.140625,1308.0,0.2820131602454617,244686.045184,2.854912,163.0,0.17600000000038563,4795.936768,0.0,2856.0,4.2,1.90625,12346.904576,72.0,,,,,,,,,,,,,,
3,3,,,1683056684,3.5624999999999996,0.0,0.02800000000002001,1658.88,0.0036908609977699984,4260.0,0.05069166910147904,181.829632,113.0,424.177664,0.0,0.0,0.0,0.140625,1883.0,0.05275336074600861,244617.244672,2.854912,176.0,0.17600000000038563,4806.606848,0.0,3880.0,4.2,1.90625,12424.54016,72.0,,,,,,,,,,,,,,
4,4,,,1683056685,3.546875,0.0,0.044000000000096406,2301.984768,0.334216735113821,5338.0,0.14624370296200995,182.878208,116.0,1064.103936,0.0,0.0,0.0,0.25,3374.0,0.9147973119767444,243974.127616,2.854912,194.0,0.181999999999789,5477.933056,0.0,5235.0,4.5,1.890625,13095.866368,73.0,,,,,,,,,,,,,,
5,5,,,1683056686,3.546875,0.0,0.04800000000000182,2457.595904,0.004079819047634031,9813.0,0.018391059311533602,184.713216,117.0,1219.530752,0.0,0.0,0.0,0.25,14888.0,0.01913212027204621,243818.51648,2.854912,203.0,0.181999999999789,6135.144448,0.0,23853.0,4.6,1.890625,17972.67456,74.0,,,,,,,,,,,,,,
6,6,,,1683056687,3.546875,0.0,0.052000000000134605,2659.385344,0.0040775212328507835,13771.0,0.0701620356800066,294.834176,118.0,1450.565632,0.0,0.0,0.0,0.25,23070.0,0.02949831799484586,243604.144128,2.854912,245.0,0.181999999999789,6274.650112,0.0,36666.0,4.6,1.890625,18617.5488,76.0,,,,,,,,,,,,,,
7,7,,,1683056688,3.546875,0.0,0.06400000000007822,3613.085696,0.505630035270046,14584.0,0.0340229891566724,456.052736,208.0,2560.479232,0.0,0.0,0.0,0.25,23735.0,0.03720866148612196,242650.443776,2.854912,247.0,0.6580000000003565,7223.62368,0.0,37515.0,5.0,1.890625,19868.512256,79.0,,,,,,,,,,,,,,
8,8,,,1683056689,3.546875,0.0,0.06799999999998363,2886.12352,0.004076518926478218,15362.0,0.11247848087948599,464.625664,209.0,1839.214592,0.0,0.0,0.0,0.25,24299.0,0.07741404890803986,243377.401856,2.854912,253.0,0.6580000000003565,6493.192192,0.0,38212.0,4.7,1.890625,20519.276544,79.0,,,,,,,,,,,,,,
9,9,,,1683056690,3.5312499999999996,0.0,0.07200000000011642,2886.086656,0.0040755237646893745,15869.0,0.0550912107401663,464.625664,210.0,1839.214592,0.0,0.0,0.0,0.234375,24523.0,0.05038684670137451,243377.43872,2.854912,253.0,0.6589999999996508,6493.192192,0.0,38552.0,4.7,1.859375,20519.276544,79.0,,,,,,,,,,,,,,
